element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,name,opening_hours,phone,toilets:wheelchair,website,wheelchair,geometry,contact:phone,brewery,contact:email,contact:fax,contact:website,diet:vegetarian,level,name:zh,survey:date,wheelchair:description,indoor_seating,outdoor_seating,biergarten,brewery:Weizen,operator,smoking,check_date,payment:mastercard,payment:visa,capacity,changing_table,check_date:opening_hours,diet:vegan,highchair,fax,source,website:menu,wikidata,wikipedia,brewery:weizen,changing_table:fee,changing_table:location,toilets,email,image,start_date,contact:facebook,contact:instagram,opening_hours:kitchen,brand,brand:wikidata,internet_access,internet_access:fee,internet_access:ssid,delivery,takeaway,access:covid19,takeaway:covid19,diet:halal,diet:kosher,opening_hours:signed,name:de,name:ja,toilets:access,contact:mobile,outdoor_area,payment:electronic_purses,microbrewery,addr:suburb,opening_hours:covid19,note,check_date:diet:vegetarian,wheelchair:description:de,brand:wikipedia,drive_through,diet:pescetarian,old_name,type,bar,diet:meat,cocktails,alt_name,payment:credit_cards,reservation,delivery:covid19,drive_through:covid19,delivery:partner,access,payment:cash,payment:cryptocurrencies,payment:debit_cards,tourism,beer_garden,name:bar,air_conditioning,sport,fixme,operator:type,name:fr,shop,poi,mapillary,smoking:outside,wifi,payment:american_express,payment:girocard,currency:XBT,payment:lightning,payment:cards,layer,addr:state,mobile,description,leisure,was:cuisine,name:en,organic,reusable_packaging:offer,addr:housename,capacity:outdoors,new_name,check_date:currency:XBT,payment:lightning_contactless,payment:onchain,dog,payment:sodexo,surveillance,stars,payment:maestro,payment:visa_debit,diet:raw,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date:website,breakfast,opening_hours:url,gay,lgbtq,alt_website,brewery:pils,currency:BCH,payment:jcb,vegetarian,name:ko,name:ko-Latn,terrace,payment:rea,disused:name,payment:apple_pay,payment:diners_club,payment:discover,payment:google_pay,payment:unionpay,diet:fish,diet:seafood,reservation:website,ref:vatin,brewery:indian,canoe:service,ref,diet:non-vegetarian,loc_name,name:it,contact:whatsapp,postal_code,source:name,contact:phone_1,restaurant,beer_brand,drink:coffee,description:covid19,self_service,kids_area,kids_area:indoor,kids_area:outdoor,seats,note:laxbar,facebook,alcohol,cuisine:sushi,blind:description:de,description:de,comment,note:de,drink:afri-cola,entrance,not:brand:wikidata,payment:contactless,old_cuisine,payment:v_pay,name:-2020,dance:teaching,payment:coins,payment:notes,old_amenity,ice_cream,name:bg,ice_cream:type,food,short_name,owner,internet_access:type,aed:note,aed:note:en,emergency,indoor,drink:wine,changing_table:access,designation,diet:gluten_free,kitchen_hours,brewery:Weizenbier,branch,opening_hours:takeaway,wheelchair:step_height,payment:bitcoin,cuisine:de,delivery_hours,contact:tiktok,name_1,parking,craft,contact:tripadvisor,diet:dairy_free,name:ar,old_name_1,diet:lactose_free,contact:twitter,diet:healthy,payment:konzernausweis,handwashing:creme,handwashing:soap,toilets:disposal,toilets:hands_drying,toilets:handwashing,toilets:paper_supplied,toilets:wheelchair:description,lunch,last_checked,was:name,origin,gambling,old_website,drink:soft_drink,drink:water,diet:organic,language:menu:de,language:menu:en,diet:mediterranean,payment:legic,payment:bancomat,payment:paypal,diet:chicken,disabled,nodes,building,building:levels,building:material,roof:colour,roof:shape,building:colour,height,roof,architect,architect:wikidata,building:architecture,heritage,heritage:operator,heritage:ref,name:ru,wikimedia_commons,note:alt_name,roof:levels,building:part,BLfD:criteria,ref:BLfD,service_times,currency:EUR,currency:others,brewery:urtyp,brewery:weisbier,historic,lit,contact:housename,name:disused,roof:height,roof:angle,roof:material,capacity:biergarten,capacity:pub,roof:orientation,disused:shop,diet:local,room,alternate,dogs
node,332544447,München,DE,7,80335,Dachauer Straße,restaurant,kebab;falafel,Slemani Grill Restaurant,Su-Th 09:00-01:00; Fr-Sa 09:00-04:00,,,,limited,POINT (11.5601269 48.1423917),,,,,,yes,1,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kebab, frisches brot, falafel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They use home made bread :D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332739269,München,,10,80339,Grasserstraße,restaurant,italian;pizza,Il Castagno,Mo-Su 11:30-23:30,+49 89 535357,no,http://www.il-castagno.de,no,POINT (11.5488921 48.1405575),,,,,,yes,,,,,yes,yes,,,,,,,,,,,,,+49 89 54404504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332790673,München,DE,8,80331,Tal,restaurant,regional,TEGERNSEER TAL - Bräuhaus,Mo-Su 09:30-24:00,+49 89 222626,yes,https://www.tegernseer-tal8.com/,limited,POINT (11.5782388 48.1360368),,,,,,yes,,,,,yes,yes,,,TEGERNSEER TAL Gastronomie GmbH;Constantin Wahl,no,,,,,,,yes,,,,,,,,,,,info@tegernseer-tal8.com,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332790691,München,DE,72,80333,Theresienstraße,restaurant,,Brasserie Tresznjewski,"Mo-Th,Su 08:00-01:00, Fr,Sa 08:00-02:00",+49 89 28 23 49,,http://www.tresznjewski.com/,no,POINT (11.5721485 48.1490073),+49 89 282349,Ayinger,,,http://www.tresznjewski.com/,yes,,,,,yes,yes,,,,,,,,,no,,yes,,,,,,,,,,,info@tresznjewski.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,2023-02-02,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332790692,München,DE,70,80333,Theresienstraße,restaurant,vietnamese,Cyclo,"Tu-Th 12:30-14:30,17:30-22:30; Fr,Sa 11:30-14:30,17:30-23:00; Su 12:00-15:00,17:30-21:30",+49 89 288 083 90,,https://www.cyclo-restaurant.de/,limited,POINT (11.5723733 48.1489423),,,,,,yes,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332793907,München,DE,6,81669,Rosenheimer Straße,restaurant,afghan,Chopan,Mo-Su 17:00-23:00,+49 89 44118571,,https://chopan-am-gasteig.de/,no,POINT (11.5885109 48.131452),,,,,,yes,,,,,,,,,,,,,,,,2022-05-07,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 179 7800580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332797654,München,,7,81667,Wörthstraße,restaurant,asian,Co Thao Restaurant,,+49 89 12629185,,https://www.cothaorestaurant.de/,yes,POINT (11.5986748 48.1317604),,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nomiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332797658,München,,11,81667,Johannisplatz,restaurant,,z’wein,Tu-Sa 16:00-24:00,+49 89 4411 9930,,https://www.zwein.bar/,no,POINT (11.5975488 48.1329615),,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332797661,München,DE,2,81669,Schornstraße,restaurant,pizza;italian,Osteria Allegro 2,"Mo-Fr 11:30-14:30,17:30-21:30, Fr-Su 11:30-21:30",+49 89 32972357,no,https://www.osteria-allegro.de/,limited,POINT (11.5903608 48.1252746),,,,,,yes,,,,,,,,,,,2022-10-14,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,332797663,München,,14,81667,Belfortstraße,restaurant,spanish,El Perro,"Mo-Fr 12:00-15:00,17:00-23:00; Sa 16:00-23:00; Su off",+49 89 482553,,http://www.el-perro.de/,no,POINT (11.603599 48.1303083),,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,333218899,München,DE,12,80802,Keferstraße,restaurant,,Osterwaldgarten,Su-Sa 10:00-00:00,+49 89 38 40 50 40,no,https://www.schwabinger-osterwaldgarten.de/,limited,POINT (11.5942107 48.161978),,,,,,yes,,,,,,yes,,,,,2023-03-18,,,,,,no,,,,,,,,,,,wirtshaus@osterwaldgarten.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,334246336,München,DE,39,81667,Wörthstraße,restaurant,italian,Il cigno,Mo 17:00-22:30; Tu-Sa 11:30-22:30; Su off,+49 89 4485589,,https://trattoria-ilcigno.de/,no,POINT (11.6019943 48.1297814),,,,,,yes,,,,,yes,yes,,,,,2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335168197,München,DE,47,80339,Kazmairstraße,restaurant,regional,platt & belegt,"Tu-Fr 17:00-23:00; Sa-Su,PH 17:00-23:00; Mo off",+49 89 85634873,,https://platt-belegt.de/,limited,POINT (11.5401991 48.1346783),,,,,,yes,,,,,yes,yes,,,,,,,,,,,no,,,,,,,,,,,info@platt-belegt.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335577903,,,,,,restaurant,greek,Taverna Pantis,"Mo-Fr 11:00-14:30,17:00-01:00, Sa 17:00-01:00, Su 10:00-01:00",,,,no,POINT (11.5406676 48.13679),,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335708388,München,DE,50,80339,Bergmannstraße,restaurant,asian,MAY,,,,,,POINT (11.5366844 48.1337497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335729783,München,DE,42,81675,Einsteinstraße,restaurant,,Jazzclub Unterfahrt,Mo-Su 19:30-01:00,+49 89 4482794,yes,https://www.unterfahrt.de/,yes,POINT (11.6008844 48.1354033),,,,,,yes,,,,,,,,,,,,,,,,2022-05-02,,,,,,Q1424325,de:Jazzclub Unterfahrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335741561,München,DE,91,80636,Leonrodstraße,restaurant,german,Wienerwald,Mo-Su 10:00-23:00,,,,no,POINT (11.5464469 48.1592205),+49 89 20209471,,,+49 89 20209472,https://hendlglueck.de/,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,open,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335743329,,DE,26,80636,Maria-Luiko-Straße,restaurant,vietnamese,Lam Vy,Mo-Fr 11:30-14:30; Mo-Su 17:30-22:00,+49 89 18 39 15,,https://lamvy-restaurant.de,limited,POINT (11.5459049 48.1566564),+49 89 18 39 15,,info@lamvy-restaurant.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335897506,,,,,,restaurant,italian,Bagnera,,,,,limited,POINT (11.6288562 48.1544863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336115646,München,DE,11,81925,Lohengrinstraße,restaurant,,Restaurant Oropa Livadi,,,no,https://www.oropa-livadi.de,limited,POINT (11.6236913 48.1637695),,,,,,yes,,,,Flache Ebene,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336129388,München,DE,10,80802,Ursulastraße,restaurant,,Cucina Corleone,"Mo-Fr 12:00-14:30,18:00-01:00, Sa 18:00-02:00",,,,no,POINT (11.5911263 48.1618773),,,,,,yes,,,,,,,,,,,,,,,,2023-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336381808,München,DE,13,80802,Occamstraße,restaurant,,Waldfee,Mo-Su 11:00-01:00,,no,,limited,POINT (11.5897918 48.1624334),+49 89 8400 8310,,info@waldfee-muenchen.de,,https://www.waldfee-muenchen.de/,yes,,,,Stufe deutlich höher als 7 cm.- Straßenbereich erreichbar,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336382054,,,,,,restaurant,thai,Thailand,Mo-Tu 12:00-14:00; Mo-Sa 18:00-23:00,,,,no,POINT (11.5890489 48.1630259),,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336382181,,,,,,restaurant,seasonal,Werneckhof Sigi Schelling,,+49 89 244 189 190,,https://werneckhof-schelling.de,,POINT (11.5883932 48.1592422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werneckhof by Geisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336582566,,,65,,Leopoldstraße,restaurant,vietnamese,Chi Thu,Mo-Su 11:00-21:30,+49 89 34077420,,https://chithu.de/,limited,POINT (11.5859299 48.1620887),,,,,,yes,,,,,,yes,,,,,2023-03-01,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,337484417,München,DE,44,80339,Kazmairstraße,restaurant,international,Café Ca Va,Mo-Th 11:00-24:00+; Fr 11:00-01:00+; Sa 10:00-01:00+; Su 10:00-24:00+,,yes,,limited,POINT (11.5391614 48.1349359),+49 89 5028 584,König Ludwig,info@cafe-cava.de,,https://www.cafe-cava.de/,yes,,,,Rampe vorhanden Rollstuhl WC vorhanden,,yes,,,Brigitte Jaschkowitz,,,,,,yes,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,338337355,München,DE,34,80801,Kaiserstraße,restaurant,,Kaisergarten,Mo-Su 10:00-01:00,,,http://www.kaisergarten.com,limited,POINT (11.5814629 48.1611553),,Ayinger,,,,yes,,,,kein Rolli-WC; z.T. recht eng,,,,,,,,,,,,2023-02-26,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 erweiterte Freischankfläche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,338746309,,,15,,Rosenkavalierplatz,restaurant,asian,Kim Sang,"Mo-Sa,PH 11:00-15:00, 15:00-23:00; Su off",,,https://www.kimsang.de/,limited,POINT (11.6194958 48.1516153),+49 89 99536996,,,,,yes,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,338861920,,DE,1b,,Herzogstraße,restaurant,indian,Dhaba,Su 12:00-23:00; Mo-Fr 11:30-14:30; Mo-Sa 17:30-23:30,+49 89 394341,,http://www.dhaba.de/conMun.html,limited,POINT (11.5852455 48.1618575),,,,,,,,,,Stufe.- Hinweis: nur ( im Sommer ) Straßenbereich erreichbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
