element_type,osmid,man_made,surveillance:type,surveillance:zone,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,source,email,opening_hours,access,amenity,name,contact:email,contact:fax,contact:phone,contact:website,fee,operator,parking,capacity,addr:housename,ref,level,alt_name,phone,short_name,wikidata,wikipedia,layer,disused:shop,building,name:de,name:en,addr:suburb,check_date,surveillance,tourism,note,drive_through,nodes,building:levels,building:material,roof:shape,old_name,roof:colour,roof:levels,branch,brand,brand:wikidata,brand:wikipedia,leisure,building:colour,office,capacity:disabled,wheelchair:description,height,shop,website,cuisine,takeaway,smoking,check_date:opening_hours,gambling,description,historic,start_date,recycling_type,fixme,roof:type,noaddress,club,sport,sport:league,official_name,roof:angle,building:part,fax,craft,lastcheck,opening_hours:office,architect,architect:wikidata,building:architecture,heritage,heritage:operator,heritage:ref,image,brothel:eros_center,drink:club-mate,wheelchair:entrance_width,wheelchair:step_height,roof:height,railway,roof:material,source:height,wikimedia_commons,breakfast,internet_access,internet_access:fee,service_times,stars,opening_hours:url,healthcare,healthcare:speciality,nohousenumber,asb,note:de,onkz,operator:wikidata,operator:wikipedia,telecom,biergarten,brewery,diet:vegetarian,outdoor_seating,reservation,toilets:wheelchair,self_checkout,diet:halal,diet:kosher,diet:vegan,compressed_air,repair,sale,coffee,opening_hours:signed,indoor_seating,operator:type,note:building_type,subject:wikidata,subject:wikipedia,roof,building:architect,construction_date,roof:orientation,automated,self_service,min_height,min_level,air_conditioning,description:de,service,payment:cash,material,shooting,power,frequency,location,building:min_level,corridor,organic,delivery,name:es,name:ru,name:zh,rooms,beer_garden,building:use,note2,opening_hours:phone,contact:facebook,building:levels:underground,roof:direction,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,second_hand,ways,type,int_name
way,120248424,,,,"POLYGON ((11.5634284 48.2041342, 11.5634388 48.204069, 11.5634713 48.2038642, 11.5627766 48.2038177, 11.5627418 48.2040948, 11.5634284 48.2041342))",,,413,80935,Schleißheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1348751260, 10040160796, 1348751257, 1348751258, 1348751259, 1348751260]",1,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120816716,,,,"POLYGON ((11.557805 48.0951407, 11.5579643 48.0951025, 11.5579886 48.0951478, 11.5579346 48.0951607, 11.5579481 48.0951858, 11.5578428 48.0952111, 11.5578269 48.0951814, 11.557805 48.0951407))",München,DE,35,81545,Karolingerallee,no,,karolingerallee@arcor.de,Mo-Fr 09:00-17:00,,,Repro Ruppert,,,,,,Reprografische Fachbetriebe Repro Ruppert,,,,,,,+49 89 646249,,,,,,commercial,,,,,,,,,"[1353784436, 1353784406, 1353784396, 1353784419, 1353784421, 1353784767, 2714482632, 1353784436]",1,,,,,,,,,,,,,,,,copyshop,https://www.reproruppert.de/,,,,,,Filiale Harlaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120879026,,,,"POLYGON ((11.5980311 48.1358129, 11.5979901 48.1358194, 11.5980212 48.1359227, 11.5980242 48.1359221, 11.5982151 48.1359057, 11.5982788 48.1358988, 11.5983037 48.1359207, 11.5982966 48.1359265, 11.5982942 48.1359316, 11.5982926 48.1359362, 11.5982934 48.1359446, 11.5982951 48.1359506, 11.5982983 48.1359552, 11.5983066 48.1359618, 11.5983173 48.135967, 11.5983311 48.1359696, 11.5983421 48.1359695, 11.5983523 48.1359677, 11.5983603 48.1359651, 11.5983673 48.1359612, 11.5983764 48.1359539, 11.5983798 48.1359487, 11.5983824 48.1359416, 11.598383 48.1359329, 11.5983822 48.1359243, 11.5984193 48.1359282, 11.5984207 48.1359565, 11.5985675 48.1359543, 11.5985727 48.1358338, 11.5985645 48.1357744, 11.5983078 48.1357824, 11.5980311 48.1358129))",,,1,,Einsteinstraße,,,,,,,,,,,,,,,,,,,,,,,,1,,commercial,,,,,,,,,"[3446584479, 988188666, 2557333818, 988188519, 988188568, 988188742, 2557333816, 2557333819, 2557333820, 2557333822, 988188594, 2557333824, 2557333826, 1320475600, 2557333830, 2557333833, 2557333832, 2557333831, 2557333828, 988188226, 2557333825, 2557333823, 1320451451, 2557333821, 988188291, 988188566, 988188343, 1354284441, 1354284445, 1354284443, 3704999059, 3446584479]",,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120879027,,,,"POLYGON ((11.598961 48.1358335, 11.5985727 48.1358338, 11.5985675 48.1359543, 11.5985688 48.1359802, 11.5987108 48.1359805, 11.598893 48.1359778, 11.5989692 48.1359764, 11.598961 48.1358335))",,,3,,Einsteinstraße,,Bing,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[988188538, 1354284445, 1354284441, 4427961045, 1354289788, 2557333834, 988188475, 988188538]",5,,,,grey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121292260,,,,"POLYGON ((11.5068005 48.0897775, 11.5068943 48.0897785, 11.5068923 48.089865, 11.5068583 48.0898646, 11.5068576 48.089892, 11.506798 48.0898914, 11.5068005 48.0897775))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1358279421, 1358279304, 1205594054, 1358279377, 1358279423, 1205591657, 1358279421]",1,brick,flat,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122056846,,,,"POLYGON ((11.564371 48.1141167, 11.5649892 48.1141099, 11.5649856 48.1139642, 11.5643674 48.113971, 11.564371 48.1141167))",,,16,,Gerhardstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1364765475, 1364765462, 1364765474, 1364765465, 1364765475]",1,,gabled,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122056848,,,,"POLYGON ((11.5652514 48.1139602, 11.5654053 48.1139603, 11.5654055 48.1138414, 11.5652516 48.1138413, 11.5652514 48.1139602))",München,DE,16,81543,Gerhardstraße,,survey,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1364765452, 1364765480, 1364765498, 1364765496, 1364765452]",2,,gabled,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122134944,,,,"POLYGON ((11.5710682 48.1887552, 11.5710726 48.1886392, 11.5709495 48.1886393, 11.5709412 48.1887527, 11.5710682 48.1887552))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1365509551, 1365509544, 1365509541, 1365509550, 1365509551]",1,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122829234,,,,"POLYGON ((11.5913821 48.1229569, 11.5916174 48.1229406, 11.5916599 48.1229377, 11.5916717 48.1230152, 11.5917056 48.1232451, 11.5916781 48.123246, 11.591557 48.1232542, 11.5914288 48.1232637, 11.5914121 48.123153, 11.5913565 48.1231568, 11.5913458 48.1230862, 11.5914011 48.1230824, 11.5913821 48.1229569))",München,,31a,,Welfenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1371380810, 5204648633, 5204648632, 5204648631, 1371380805, 5204648629, 5204648638, 1371380807, 5204648628, 5204648627, 5204648625, 5204648626, 1371380810]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122928541,,,,"POLYGON ((11.5636075 48.1519298, 11.5638062 48.1518737, 11.5637498 48.1517847, 11.5637374 48.1517651, 11.5636691 48.1517844, 11.563632 48.151726, 11.5635843 48.1517394, 11.5634879 48.1515875, 11.5634051 48.1516108, 11.5634157 48.1516275, 11.5636075 48.1519298))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1225515643, 1372082098, 1225515547, 1372082075, 1372082078, 1372082068, 1372082071, 1372082056, 1372082061, 1225515642, 1225515643]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123085082,,,,"POLYGON ((11.5723394 48.1183285, 11.5726195 48.1182004, 11.572731 48.1181494, 11.5728702 48.1180857, 11.5729425 48.1181561, 11.5730115 48.1181246, 11.5728658 48.1179826, 11.572656 48.1180786, 11.5725469 48.1181284, 11.572266 48.1182569, 11.5723394 48.1183285))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1373753497, 8240764902, 8240764904, 1373753468, 1373753466, 1373753508, 1373753444, 8240764905, 8240764903, 1373753511, 1373753497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126246532,,,,"POLYGON ((11.5308927 48.1134803, 11.5306498 48.1134781, 11.5306536 48.1132924, 11.5306561 48.1130721, 11.5309008 48.1130724, 11.5308927 48.1134803))",München,DE,38,81369,Johann-Clanze-Straße,yes,,,,,,Nabholz,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1400026605, 622646482, 1400026603, 622646479, 1400026602, 1400026605]",5,,,,,,,,,,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127098518,,,,"POLYGON ((11.617937 48.1505283, 11.6181109 48.1505285, 11.6183268 48.1505288, 11.6183272 48.1503677, 11.6183273 48.1503227, 11.6179376 48.1503223, 11.617937 48.1505283))",München,DE,7,81925,Arabellastraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[335942973, 1545351036, 1407490586, 1407490597, 1407490589, 335942972, 335942973]",3,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127471588,,,,"POLYGON ((11.609007 48.1972406, 11.6088447 48.1969138, 11.6086744 48.1965707, 11.6082272 48.1966667, 11.6085542 48.1973407, 11.609007 48.1972406))",,,,,,,,,,,,Drivers & Business Club Munich,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1410762998, 8040416714, 1410762994, 1410762995, 1410763000, 1410762998]",1,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127476790,,,,"POLYGON ((11.556795 48.1913085, 11.5571843 48.1915164, 11.5572883 48.1914298, 11.556899 48.191222, 11.556795 48.1913085))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1410837474, 1410837574, 1410837548, 1410837450, 1410837474]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127476800,,,,"POLYGON ((11.5572207 48.1915602, 11.5574161 48.1916631, 11.5575484 48.1915514, 11.557353 48.1914485, 11.5572207 48.1915602))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1410837586, 1410837636, 1410837584, 1410837551, 1410837586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127476833,,,,"POLYGON ((11.5619146 48.1943934, 11.5629053 48.1944542, 11.562957 48.1940798, 11.5619662 48.1940191, 11.5619516 48.1941249, 11.5619163 48.1943806, 11.5619146 48.1943934))",,,15,80935,Schätzweg,,Bing,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1410838109, 1410838111, 1410838066, 1410838065, 8568426672, 8568426673, 1410838109]",3,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127488670,,,,"POLYGON ((11.4627146 48.2014845, 11.4622887 48.201408, 11.4622345 48.2015421, 11.4630115 48.2016816, 11.4630657 48.2015475, 11.4630184 48.201539, 11.4630706 48.2014008, 11.4631438 48.2014136, 11.4633341 48.2009274, 11.4627483 48.2008256, 11.462558 48.2013117, 11.4627662 48.2013479, 11.4627146 48.2014845))",,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1410948114, 1410948109, 1410948119, 1410948125, 1410948120, 1410948117, 1410948107, 1410948112, 1410948100, 1410948099, 1410948105, 1410948106, 1410948114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127613431,,,,"POLYGON ((11.5414159 48.1336274, 11.5413863 48.1333696, 11.5424067 48.1333175, 11.542435 48.1335641, 11.5419931 48.1335867, 11.5419857 48.1335215, 11.5418465 48.1335286, 11.5418553 48.1336049, 11.5414159 48.1336274))",München,DE,35,80339,Heimeranstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1412001595, 1412001581, 1412001580, 1412001590, 1412001592, 1412001588, 1412001589, 1412001593, 1412001595]",6,,flat,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127907447,,,,"POLYGON ((11.5030205 48.1470618, 11.5030137 48.1468351, 11.5030079 48.1466498, 11.503001 48.1464382, 11.5029969 48.1462567, 11.5029957 48.1462292, 11.5029901 48.1461049, 11.5029835 48.1459781, 11.5028253 48.1459919, 11.5028303 48.146169, 11.5028427 48.1465784, 11.5028456 48.1466521, 11.5028503 48.1467725, 11.5027941 48.1467774, 11.5025463 48.1467971, 11.5026084 48.1471071, 11.5030205 48.1470618))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1414574459, 2695119580, 1665810237, 3498172883, 2695119579, 3498172881, 2695119575, 1414574456, 1414574457, 2695119574, 2695119573, 3321474408, 1499298296, 2695119569, 1499298307, 1499298348, 1414574459]",7,,flat,,,,,,,,,#000000,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128070214,,,,"POLYGON ((11.506786 48.0944722, 11.5072376 48.0944849, 11.5072344 48.0945353, 11.5072602 48.0945351, 11.5072664 48.0945022, 11.5073714 48.0945199, 11.507278 48.0946261, 11.5072695 48.094638, 11.507254 48.0946447, 11.5072339 48.0946449, 11.5072167 48.094641, 11.5072043 48.0946305, 11.5072011 48.0946184, 11.5071608 48.0946172, 11.5071603 48.0946244, 11.5068389 48.0946153, 11.506835 48.094677, 11.5067732 48.0946753, 11.506786 48.0944722))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1416078869, 1416078840, 4324794456, 1416079014, 1416078867, 1416079182, 4324794458, 4324794459, 4324794461, 4324794462, 4324794460, 1416079074, 1416078937, 4324794457, 1416078864, 1416078872, 4324794463, 1416079199, 1416078869]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128070217,,,,"POLYGON ((11.5059375 48.0920855, 11.5060582 48.0920541, 11.5061256 48.0921702, 11.5060049 48.0922015, 11.5059375 48.0920855))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1416078779, 1416078834, 1416079162, 1416079013, 1416078779]",5,,flat,,grey,,,,,,,#F8F8F8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128070222,,,,"POLYGON ((11.5041091 48.091459, 11.5051105 48.0913924, 11.5051502 48.0916587, 11.5041488 48.0917253, 11.5041091 48.091459))",,,,,,,,,,,,Baumann Bus,,,,,,,,,,,,,,,Q114980502,,,,commercial,,,,,,,,,"[1416078995, 1416078880, 1416078819, 1416078947, 1416078995]",,,flat,,grey,,,,,,,,,,,,,https://www.baumannbus.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129219496,,,,"POLYGON ((11.5343326 48.1035328, 11.5344239 48.1035397, 11.5343762 48.1037734, 11.5345237 48.1037854, 11.5345219 48.1037972, 11.5346035 48.1038038, 11.5345958 48.1038571, 11.5346022 48.1038575, 11.5346319 48.1038797, 11.5346293 48.1038939, 11.5346259 48.1039119, 11.5345923 48.1039283, 11.5345626 48.1039269, 11.5345299 48.1041493, 11.5345178 48.1041376, 11.5345019 48.1041416, 11.5344989 48.104156, 11.5344849 48.1041623, 11.5342268 48.1041466, 11.5342491 48.1039932, 11.5341959 48.1039905, 11.5341767 48.1039785, 11.534184 48.103941, 11.5342073 48.1039307, 11.5342587 48.1039329, 11.5343326 48.1035328))",,,6,,Zielstattstraße,,,,,,,Königlich privil. Hauptschützengesellschaft München v. 1406,,,,,,,,,,,,,,,Q1958966,de:Schießstätte der HSG München,,,commercial,,,,,,,"nach ""erfolgreicher Aufteilung"" von krl_muc in CS 41471911 dass Gebäude in history von way 13264209 halbwegs wiederhergestellt (oder schiessen die jetzt im Freien ???), größte Scheissaktion, die ich seit langem gesehen habe !!!",,"[5158012892, 1426120478, 4351434493, 4351434494, 4351434495, 4351434496, 4351434497, 5158012871, 4351434498, 9662458131, 4351434499, 4351434500, 4351434501, 5158012872, 5158012875, 5158012876, 5158012877, 4351434502, 4351434503, 5158012883, 5158012882, 5158012881, 5158012880, 5158012879, 5158012878, 5158012892]",2,,mansard,,,,,,,,,cream,,,,,,,,,,,,,,,,,,,,shooting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129726336,,,,"POLYGON ((11.5018861 48.1157289, 11.5019515 48.1157273, 11.5019515 48.1157586, 11.5020434 48.1157586, 11.502121 48.1157586, 11.502121 48.1156713, 11.5019515 48.1156713, 11.5019515 48.1156717, 11.5018831 48.1156733, 11.5018861 48.1157289))",,,,,,,,,,,,WEVA,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1430602812, 1430602809, 1430602818, 2442536680, 1430602819, 1430602781, 1430602780, 1430602782, 1430602784, 1430602812]",2,,hipped,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130663211,,,,"POLYGON ((11.5396836 48.1163523, 11.5392493 48.1163468, 11.5392331 48.1163486, 11.5392165 48.1163537, 11.5392015 48.1163602, 11.5391922 48.1163655, 11.5391831 48.1163738, 11.5391784 48.1163801, 11.5391748 48.1163904, 11.5391734 48.116451, 11.5397898 48.116456, 11.5398364 48.1164564, 11.5398364 48.1164662, 11.5398389 48.1164723, 11.5398459 48.1164782, 11.539855 48.1164824, 11.5398664 48.1164845, 11.5398802 48.1164845, 11.5398914 48.1164827, 11.5398993 48.1164789, 11.5399048 48.1164736, 11.5399073 48.1164692, 11.5399081 48.1164639, 11.5399079 48.116456, 11.5399074 48.1164175, 11.5398391 48.1164168, 11.5398386 48.1164062, 11.5397893 48.1164061, 11.5397459 48.116406, 11.5397448 48.1163902, 11.539743 48.1163811, 11.5397366 48.1163717, 11.5397284 48.1163641, 11.5397155 48.1163573, 11.5397009 48.1163533, 11.5396836 48.1163523))",,,,,,yes,,,,,doctors,"Praxis am Harras, PD Dr. Demetz, Dr. Ettinger, Dr. Hundegger, Prof. Dr. Hengstenberg",,,,,,,,,,,,,+49 89 7675380,,,,,,commercial,,,,,,,,,"[1438407628, 1438407622, 1438407624, 1438407626, 1438407633, 1438407634, 1438407643, 1438407647, 1438407649, 3810433941, 1982712718, 3810433940, 1438407664, 1438407673, 1438407676, 1438407678, 1438407680, 1438407689, 1438407691, 1438407682, 1438407679, 1438407677, 1438407675, 1438407665, 1438407657, 1096439942, 3810433951, 1982712716, 1438407650, 1438407648, 1438407645, 1438407640, 1438407639, 1438407632, 1438407630, 1438407628]",2,,flat,,#777777,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robert Vorhölzer, Franz Xaver Holzhammer",1931-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131586950,,,,"POLYGON ((11.5204112 48.1142097, 11.5204278 48.1142073, 11.5204946 48.1142532, 11.5205701 48.1142764, 11.5207234 48.1142849, 11.5206947 48.1143808, 11.5205141 48.1143601, 11.5203988 48.1143261, 11.520321 48.1142706, 11.5202888 48.1142133, 11.5204112 48.1142097))",,DE,130,81369,Albert-Roßhaupter-Straße,yes,,info@orterer.de,Mo-Fr 08:30-19:00; Sa 08:00-16:00,,,Orterer Getränkemarkt,,,,,,Orterer Getränkemärkte GmbH,,,,,,,+49 89 74 10 04 52,,,,,,commercial,,,,,,,,,"[1447951263, 3667804945, 1447951262, 1447951288, 1447951257, 1447951269, 1447951266, 1447951274, 1447951270, 1447951275, 1447951263]",1,,flat,,grey,,,Orterer Getränkemarkt,Q23787118,de:Orterer Gruppe,,,,,,,beverages,https://www.orterer.de/,,,,2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135431539,,,,"POLYGON ((11.6157532 48.1492526, 11.6156282 48.1493262, 11.6156463 48.1493377, 11.6156358 48.1493475, 11.6156341 48.1493625, 11.6156443 48.1493748, 11.6156629 48.1493816, 11.6156858 48.1493802, 11.6156992 48.1493739, 11.6157114 48.1493832, 11.6158378 48.1493105, 11.615886 48.1493147, 11.615956 48.149298, 11.616004 48.149253, 11.6160051 48.1492045, 11.6159558 48.1491568, 11.6158883 48.1491403, 11.6158164 48.1491506, 11.6157635 48.1491858, 11.6157479 48.1492231, 11.6157532 48.1492526))",München,DE,15,81679,Denninger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[335954294, 1061483185, 1061483305, 4513624019, 4513624020, 1487511371, 4513624022, 4513624021, 1061483489, 335954238, 1061483249, 1061483391, 1061483181, 1061483235, 335954247, 335954253, 335954264, 335954274, 335954282, 335954287, 335954294]",4,,,,grey,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135432779,,,,"POLYGON ((11.6156282 48.1493262, 11.6153658 48.1493237, 11.6153674 48.1492197, 11.6154208 48.1492202, 11.6155442 48.1492213, 11.6156528 48.1492223, 11.6157479 48.1492231, 11.6157532 48.1492526, 11.6156282 48.1493262))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1061483185, 1487511365, 1487511368, 7843105738, 7843105740, 7843105739, 335954287, 335954294, 1061483185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135432780,,,,"POLYGON ((11.6157114 48.1493832, 11.6157091 48.1494346, 11.6158828 48.1494382, 11.615886 48.1493147, 11.6158378 48.1493105, 11.6157114 48.1493832))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[335954238, 1487511366, 1487511367, 1061483391, 1061483249, 335954238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
