element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,source,wheelchair,amenity,operator,nodes,architect,architect:wikidata,building,building:levels,height,heritage,heritage:operator,heritage:ref,name,name:en,opening_hours,roof:shape,start_date,wikidata,wikipedia,building:colour,building:material,roof:colour,roof:height,roof:material,addr:housename,old_name,ref,emergency,operator:short,operator:wikidata,website,historic,wikimedia_commons,contact:email,contact:fax,contact:phone,contact:website,emergency_service,ref:thw,thw:lv,note,government,office,phone,consulate,contact:facebook,country,diplomatic,name:hu,ref:BLfD,source:start_date,building:part,min_height,roof:angle,description,ways,type
way,126904324,"POLYGON ((11.6002411 48.1498307, 11.600486 48.1497306, 11.6006351 48.1498931, 11.600562 48.1499229, 11.6005271 48.1498848, 11.6004774 48.1499051, 11.6004318 48.1499237, 11.6004679 48.1499631, 11.6003914 48.1499943, 11.6002411 48.1498307))",,,1a,81679,Mauerkircherstraße,,,,,"[1405910171, 1405910187, 1405910205, 1405910183, 1405910185, 6504624186, 1405910178, 1405910182, 1405910186, 1405910171]",,,government,,,4,BLfD,,"Generalkonsulat von Ungarn, München","Consulate general of Hungary, Munich","Mo,We,Fr 09:00-12:00; Tu-Th 09:00-12:00, 14:00-16:00; PH off",,2018-10-03,Q70000030,hu:Magyarország müncheni főkonzulátusa,,,,,,,,,,,,https://munchen.mfa.gov.hu/deu,,Category:Mauerkircherstraße 1a (München),,,+49 89 9622800,,,,,,,diplomatic,,consulate_general,https://www.facebook.com/GeneralkonsulatUngarnMuenchen/,HU,consulate,Magyarország Főkonzulátusa München,D-1-62-000-4374,http://www.unser-bogenhausen.de/2018/10/generalkonsulat-ungarn-neue-adresse/,,,,,,
way,128442260,"POLYGON ((11.6054881 48.1489113, 11.6055324 48.1488844, 11.6055398 48.1488458, 11.6054977 48.1488143, 11.6054494 48.1488125, 11.6054004 48.1488399, 11.6053967 48.1488768, 11.6052738 48.1489458, 11.6052274 48.148941, 11.6051844 48.1489636, 11.6051743 48.1489996, 11.605216 48.1490312, 11.6052644 48.1490259, 11.6054751 48.1492064, 11.6054589 48.1492298, 11.6054613 48.1492595, 11.6054848 48.1492833, 11.6055218 48.1492994, 11.605554 48.1493059, 11.6055849 48.1492973, 11.6057911 48.1494682, 11.6057853 48.1494981, 11.6058229 48.1495278, 11.6058647 48.1495264, 11.605885 48.1495406, 11.6059534 48.1495035, 11.6059732 48.1495202, 11.6060053 48.1495233, 11.6060459 48.1495013, 11.6060529 48.1494751, 11.6060349 48.1494587, 11.6061147 48.1494118, 11.6061335 48.1494011, 11.6061347 48.1493731, 11.606093 48.1493388, 11.6060488 48.1493438, 11.6060238 48.1493587, 11.6060093 48.1493471, 11.6058124 48.1491896, 11.6058262 48.1491826, 11.6058319 48.1491797, 11.6058541 48.1491683, 11.605773 48.1491015, 11.6057485 48.1491152, 11.6057356 48.1491221, 11.6055061 48.1489266, 11.6054881 48.1489113))",,,109,,Ismaninger Straße,Bing,,,,"[1418426693, 1418426659, 1418426657, 1418426643, 1418426615, 1418426604, 747499714, 1418426613, 1418426590, 1418426690, 1418426584, 1418426632, 747499668, 1418426653, 1418426676, 1418426606, 1418426587, 1418426630, 1418426628, 1418426634, 1418426671, 1418426611, 1418426669, 1418426636, 747499739, 1418426654, 1418426655, 1418426652, 1418426678, 1418426640, 1418426675, 1419471502, 747499746, 1418426638, 1418426607, 1418426609, 1418426665, 1419462207, 1418426592, 1419426197, 1419462221, 1418426673, 1418426668, 1419451601, 1418426696, 1419451609, 1418426693]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161236094,"POLYGON ((11.6525455 48.1329577, 11.6524325 48.1328102, 11.6530456 48.132601, 11.6531586 48.1327485, 11.6525455 48.1329577))",,,,,,bing,,,,"[1732249253, 1732249279, 1732249281, 1732249287, 1732249253]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161236095,"POLYGON ((11.6524962 48.1324815, 11.6529229 48.1323368, 11.6528487 48.1322394, 11.6526322 48.1323139, 11.6524221 48.1323841, 11.6524962 48.1324815))",,,,,,bing,,,,"[1732249307, 1732249247, 1732249226, 5838207882, 1732249223, 1732249307]",,,government,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173948672,"POLYGON ((11.5915421 48.1422503, 11.5919257 48.1421706, 11.5918658 48.1420423, 11.5918541 48.1420447, 11.5914836 48.1421218, 11.5915108 48.1421815, 11.5915421 48.1422503))",,,,,,,,,,"[306367702, 306367704, 306367705, 4027838940, 306367707, 1846939775, 306367702]",,,government,,21,,,,"Bayerisches Staatsministerium für Wirtschaft, Landesentwicklung und Energie",,,hipped,,,,#d2c4a8,plaster,maroon,7,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205969533,"POLYGON ((11.5009295 48.174405, 11.5012293 48.1742607, 11.5012656 48.1742432, 11.501317 48.1742184, 11.5014099 48.1741737, 11.5014306 48.1741637, 11.5016795 48.1740439, 11.5006967 48.173136, 11.5006564 48.1731554, 11.5004187 48.1732699, 11.5005432 48.173385, 11.5004626 48.1734238, 11.5004004 48.1734537, 11.5002771 48.1733398, 11.4999477 48.1734984, 11.5009295 48.174405))",München,,6,,Schragenhofstraße,,,,,"[2159722214, 7039411916, 7039411913, 7335623392, 7039411912, 7039411917, 2159722205, 2159722204, 7039411920, 2847110364, 7039411911, 7335623391, 7039411909, 7039411910, 2159722212, 2159722214]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224138004,"POLYGON ((11.5754417 48.1375681, 11.5754493 48.1375687, 11.5754553 48.1375655, 11.5754562 48.1375605, 11.5754515 48.1375565, 11.5754439 48.1375559, 11.5754379 48.137559, 11.575437 48.137564, 11.5754417 48.1375681))",,,,,,,,,,"[2329698213, 2329698214, 2329698211, 2329698209, 2329698205, 2329698204, 2329698207, 2329698210, 2329698213]",,,government,,40,,,,,,,flat,,,,white,,white,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,30,,,,
way,224253363,"POLYGON ((11.576063 48.1373378, 11.5760591 48.1373368, 11.5760553 48.1373378, 11.5760537 48.1373404, 11.5760553 48.137343, 11.5760591 48.1373441, 11.576063 48.137343, 11.5760646 48.1373404, 11.576063 48.1373378))",,,,,,,,,,"[2330734998, 2330734994, 2330734997, 2330735000, 2330735004, 2330735008, 2330735005, 2330735002, 2330734998]",,,government,,29,,,,,,,flat,,,,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253364,"POLYGON ((11.5761544 48.1373305, 11.57617 48.1373288, 11.5761766 48.1373206, 11.5761719 48.1373122, 11.5761619 48.1373089, 11.5761528 48.1373099, 11.5761463 48.1373135, 11.5761436 48.1373222, 11.5761544 48.1373305))",,,,,,,,,,"[2330734982, 2330734978, 2330734965, 2330734958, 2330734956, 2330734957, 2330734959, 2330734968, 2330734982]",,,government,,28,,,,,,,pyramidal,,,,white,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,25,,,
way,224253367,"POLYGON ((11.5760896 48.1373324, 11.5760858 48.1373313, 11.5760819 48.1373324, 11.5760803 48.137335, 11.5760819 48.1373375, 11.5760858 48.1373386, 11.5760896 48.1373375, 11.5760912 48.137335, 11.5760896 48.1373324))",,,,,,,,,,"[2330734989, 2330734984, 2330734988, 2330734992, 2330734995, 2330734999, 2330734996, 2330734993, 2330734989]",,,government,,29,,,,,,,flat,,,,white,,white,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253368,"POLYGON ((11.5758864 48.1373839, 11.575894 48.1373845, 11.5759 48.1373814, 11.5759009 48.1373764, 11.5758962 48.1373723, 11.5758887 48.1373717, 11.5758827 48.1373749, 11.5758817 48.1373799, 11.5758864 48.1373839))",,,,,,,,,,"[2330735052, 2330735053, 2330735051, 2330735046, 2330735042, 2330735041, 2330735044, 2330735050, 2330735052]",,,government,,26,,,,,,,pyramidal,,,,white,,green,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253369,"POLYGON ((11.5761149 48.1373267, 11.576111 48.1373256, 11.5761072 48.1373267, 11.5761056 48.1373293, 11.5761072 48.1373318, 11.576111 48.1373329, 11.5761149 48.1373318, 11.5761165 48.1373293, 11.5761149 48.1373267))",,,,,,,,,,"[2330734976, 2330734972, 2330734975, 2330734980, 2330734985, 2330734990, 2330734986, 2330734981, 2330734976]",,,government,,26,,,,,,,flat,,,,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253371,"POLYGON ((11.5761391 48.137321, 11.5761352 48.1373199, 11.5761314 48.137321, 11.5761298 48.1373236, 11.5761314 48.1373261, 11.5761352 48.1373272, 11.5761391 48.1373261, 11.5761407 48.1373236, 11.5761391 48.137321))",,,,,,,,,,"[2330734967, 2330734964, 2330734966, 2330734970, 2330734973, 2330734977, 2330734974, 2330734971, 2330734967]",,,government,,26,,,,,,,flat,,,,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253375,"POLYGON ((11.5760129 48.1373492, 11.576009 48.1373482, 11.5760052 48.1373492, 11.5760036 48.1373518, 11.5760052 48.1373544, 11.576009 48.1373554, 11.5760129 48.1373544, 11.5760145 48.1373518, 11.5760129 48.1373492))",,,,,,,,,,"[2330735016, 2330735012, 2330735015, 2330735020, 2330735025, 2330735029, 2330735026, 2330735021, 2330735016]",,,government,,26,,,,,,,flat,,,,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253377,"POLYGON ((11.575955 48.1373749, 11.5759702 48.1373731, 11.5759768 48.1373652, 11.5759727 48.1373566, 11.5759626 48.1373529, 11.5759528 48.1373538, 11.5759458 48.137358, 11.5759436 48.1373669, 11.575955 48.1373749))",,,,,,,,,,"[2330735045, 2330735043, 2330735039, 2330735030, 2330735022, 2330735023, 2330735032, 2330735040, 2330735045]",,,government,,28,,,,,,,pyramidal,,,,white,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,0,25,,,
way,224253380,"POLYGON ((11.5763775 48.1372652, 11.5763642 48.137261, 11.5763504 48.1372644, 11.5763442 48.1372732, 11.5763492 48.1372825, 11.5763625 48.1372866, 11.5763763 48.1372833, 11.5763825 48.1372744, 11.5763775 48.1372652))",,,,,,,,,,"[2330734945, 2330734940, 2330734943, 2330734947, 2330734951, 2330734953, 2330734952, 2330734949, 2330734945]",,,government,,26,,,,,,,pyramidal,,,,white,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,25,,,
way,224253381,"POLYGON ((11.5759879 48.1373554, 11.5759841 48.1373544, 11.5759802 48.1373554, 11.5759786 48.137358, 11.5759802 48.1373606, 11.5759841 48.1373616, 11.5759879 48.1373606, 11.5759895 48.137358, 11.5759879 48.1373554))",,,,,,,,,,"[2330735028, 2330735024, 2330735027, 2330735033, 2330735035, 2330735037, 2330735036, 2330735034, 2330735028]",,,government,,26,,,,,,,flat,,,,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,224253383,"POLYGON ((11.5760377 48.1373435, 11.5760339 48.1373425, 11.57603 48.1373435, 11.5760284 48.1373461, 11.57603 48.1373487, 11.5760339 48.1373497, 11.5760377 48.1373487, 11.5760393 48.1373461, 11.5760377 48.1373435))",,,,,,,,,,"[2330735007, 2330735003, 2330735006, 2330735010, 2330735013, 2330735017, 2330735014, 2330735011, 2330735007]",,,government,,29,,,,,,,flat,,,,white,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,,,,
way,240309635,"POLYGON ((11.5990537 48.101838, 11.5991404 48.1016755, 11.5988416 48.1016044, 11.5987818 48.1017166, 11.5987565 48.1017641, 11.5990537 48.101838))",,,,,,,,,,"[2480482834, 1289326832, 1289326906, 2480482814, 2480482803, 2480482834]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351216527,"POLYGON ((11.5660284 48.1424072, 11.5661784 48.1426419, 11.5663596 48.1425904, 11.5662095 48.1423556, 11.5660284 48.1424072))",,,,,,,,,,"[3569613409, 3569613418, 3569613414, 3569613405, 3569613409]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351216531,"POLYGON ((11.5649737 48.1427032, 11.5661064 48.1423808, 11.5660242 48.1422522, 11.5648915 48.1425746, 11.5649737 48.1427032))",,,,,,,,,,"[3569613427, 3569613407, 3569613397, 3569613413, 3569613427]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351216533,"POLYGON ((11.5655246 48.1425495, 11.5656184 48.1426962, 11.5657934 48.1426464, 11.5656997 48.1424997, 11.5655246 48.1425495))",,,,,,,,,,"[3569613412, 3569613426, 3569613421, 3569613410, 3569613412]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351216535,"POLYGON ((11.5658447 48.1427242, 11.5658522 48.1427359, 11.5661774 48.1426431, 11.5660985 48.14252, 11.5657733 48.1426128, 11.565795 48.1426467, 11.5657282 48.1426657, 11.5657778 48.1427433, 11.5658447 48.1427242))",,,,,,,,,,"[3569613428, 3569613430, 3569613419, 3569613411, 3569613416, 3569613422, 3569613423, 3569613431, 3569613428]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351216538,"POLYGON ((11.5653838 48.143338, 11.5660372 48.1431487, 11.5659493 48.1430123, 11.5658199 48.1428118, 11.5657788 48.1428242, 11.5657927 48.1428458, 11.5657327 48.1428634, 11.5658134 48.1429899, 11.5658688 48.1429729, 11.5658992 48.1430207, 11.5655008 48.1431423, 11.5653715 48.1429437, 11.5653229 48.1428691, 11.5652408 48.1428929, 11.5651174 48.1429286, 11.5653838 48.143338))",München,DE,21,,Karlstraße,,,,,"[3569613467, 3569613464, 3569613456, 3569613458, 7852899110, 7852899111, 7852899112, 7852899113, 7852899114, 7852899115, 7852899109, 3569613449, 3569613442, 3569613444, 3569613466, 3569613467]",,,government,,,,,,"Finanzamt München, Abteilung Körperschaften",,,,,Q41180740,,,,,,,,,,,,,,,,,,,,,,,,tax,government,,,,,,,,,,,,,,
way,366409367,"POLYGON ((11.4992046 48.0939368, 11.4992114 48.0939296, 11.4992191 48.0939326, 11.4992845 48.0938662, 11.4992704 48.09386, 11.4993035 48.0938264, 11.4992834 48.0937614, 11.4991662 48.0937099, 11.4991253 48.0937514, 11.4991434 48.0937594, 11.4991295 48.0937735, 11.4992764 48.0938323, 11.499182 48.0939273, 11.4992046 48.0939368))",,,,,,,,,,"[3703934005, 3703934003, 3703934004, 3703933996, 3703933995, 3703933990, 3703933987, 3703933981, 3703933984, 3703933986, 3703933988, 1744436415, 1744436407, 3703934005]",,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,400174935,"POLYGON ((11.5904157 48.1413127, 11.5904249 48.1413364, 11.5904891 48.1413253, 11.5904799 48.1413016, 11.5904157 48.1413127))",,,,,,,,,,"[4027838901, 4027838907, 4027838904, 4027838897, 4027838901]",,,government,,2,,,,,,,flat,,,,,metal,gray,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,503036802,"POLYGON ((11.5280063 48.0947402, 11.5279447 48.0945719, 11.5278827 48.0944021, 11.5279201 48.094396, 11.5283904 48.0943193, 11.5284244 48.0944122, 11.5284282 48.0944228, 11.528461 48.0945124, 11.5284426 48.0945154, 11.5284552 48.09455, 11.5284663 48.0945804, 11.5283715 48.0945959, 11.5283848 48.0946325, 11.5283893 48.0946447, 11.5284007 48.0946759, 11.5283047 48.0946915, 11.5280063 48.0947402))",,,,,,,,,,"[4933897771, 6700143801, 4933897772, 7325458843, 4933897773, 9764435611, 9764435538, 4933897774, 9764435539, 9764435527, 6700143834, 9764435540, 9764435528, 9764435612, 6700143835, 6700143836, 4933897771]",,,government,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506111193,"POLYGON ((11.5798942 48.1481402, 11.5799587 48.1482811, 11.5800189 48.148406, 11.5798009 48.1484474, 11.5797474 48.1483241, 11.5796259 48.1480587, 11.5795456 48.1478924, 11.5794724 48.147741, 11.5794003 48.1475859, 11.579348 48.1474736, 11.5792935 48.1473501, 11.5794955 48.147301, 11.5795648 48.1474287, 11.5796178 48.1475427, 11.5796892 48.1476961, 11.5798372 48.1480156, 11.5798942 48.1481402))",München,DE,23,80539,Ludwigstraße,,,,,"[4958920044, 2285922540, 200769524, 390922960, 2285922541, 4958920067, 6342094027, 2285922535, 6351290211, 2285922532, 390922957, 390922958, 2285922531, 4958918480, 2285922534, 2285922537, 4958920044]",,,government,,,,,,,,,,,Q98739997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506111203,"POLYGON ((11.581915 48.1458173, 11.5819039 48.1457769, 11.5810251 48.145884, 11.5810462 48.1459598, 11.5809346 48.1459739, 11.5810163 48.146274, 11.5811296 48.1462601, 11.5811506 48.1463355, 11.5820276 48.1462286, 11.581915 48.1458173))",,,,,,,,,,"[2836183779, 390921977, 390921979, 10813000256, 390921980, 390921998, 10813000257, 2550844047, 2550844039, 2836183779]",,,government,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moderner Teil des ""Bayerisches Hauptstaatsarchiv"" Schönfeldstraße 7-11 ; Zugang über Schönfeldstraße 5",,
way,509433303,"POLYGON ((11.5276126 48.0943309, 11.5275609 48.0941572, 11.5278121 48.0941238, 11.5278467 48.0941192, 11.5278984 48.0942929, 11.5276532 48.0943255, 11.5276126 48.0943309))",,,,,,,,,,"[4986623068, 4986623069, 9764435542, 4986623070, 4986623071, 7325458844, 4986623068]",,,government,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1162661907,"POLYGON ((11.5805069 48.1460892, 11.5802132 48.1461247, 11.5797011 48.1461867, 11.5796234 48.1460246, 11.5794226 48.1460503, 11.5795787 48.1463856, 11.5797348 48.146721, 11.5799325 48.1466775, 11.5797565 48.1462896, 11.5799582 48.1462619, 11.57997 48.1463042, 11.5805457 48.1462287, 11.5805328 48.1461833, 11.5807743 48.1461539, 11.5808279 48.1463314, 11.5810254 48.1463073, 11.5810163 48.146274, 11.5809346 48.1459739, 11.5809264 48.145944, 11.5809699 48.1459385, 11.5809524 48.1458745, 11.5809096 48.14588, 11.5809039 48.1458605, 11.5806939 48.1458874, 11.580746 48.1460601, 11.5807031 48.1460653, 11.5805069 48.1460892))",,,5 - 11,80539,Schönfeldstraße,,,,,"[2580966525, 2838599610, 966314918, 966315028, 966315139, 2838599611, 966315324, 966315370, 2580966531, 2580966529, 2580966528, 966314948, 2580966523, 390921993, 390921994, 390921996, 390921998, 390921980, 10813000255, 1742800725, 1742800723, 1742800724, 390921982, 390921983, 390921985, 1742800727, 2580966525]",Leo von Klenze,Q60163,government,3,,4,BLfD,D-1-62-000-4104,Staatliche Archive,,,flat,1830,,,,,,,,,ehem. Kriegsministerium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1421933,"POLYGON ((11.5303322 48.1847307, 11.5303336 48.1844827, 11.529969 48.1844762, 11.5299685 48.1844878, 11.5298664 48.184486, 11.5297459 48.1844838, 11.5297464 48.1844722, 11.5294027 48.1844661, 11.5294019 48.1844916, 11.5293952 48.184714, 11.5297356 48.18472, 11.5297361 48.1847088, 11.5299587 48.1847128, 11.5299583 48.184724, 11.5303322 48.1847307), (11.5297251 48.1845317, 11.5297216 48.1846374, 11.5295602 48.1846351, 11.5295637 48.1845294, 11.5297251 48.1845317), (11.5299877 48.1845343, 11.5301504 48.1845372, 11.5301461 48.1846448, 11.5299834 48.1846419, 11.5299877 48.1845343))",,,,,,,,,,"[[[1148665192, 1148664767, 1148665321, 1148665003, 1148665192], [1148664673, 1148664944, 1148664803, 1148664597, 1148664673], [1400038306, 1400038426, 1400038311, 1148664848, 3213905998, 1148665134, 1400038315, 1400038305, 1141442161, 1400038353, 1400038326, 1148664949, 1148664809, 1400038400, 1400038306]]]",,,government,,,,,,Jobcenter München Neuhausen-Moosach,,,,,,,,,#999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[99291377, 99291368, 126248048]",multipolygon
relation,1434255,"POLYGON ((11.5834091 48.1239129, 11.5832307 48.1237591, 11.5832223 48.1237636, 11.582992 48.1238875, 11.5829501 48.1239106, 11.5826451 48.1240753, 11.5826668 48.1240974, 11.5826886 48.1241197, 11.5827507 48.1241888, 11.5829096 48.124365, 11.5830793 48.124296, 11.5831027 48.124318, 11.5835259 48.1241027, 11.5835974 48.1240663, 11.5835613 48.124039, 11.5834091 48.1239129), (11.5830686 48.1242086, 11.5830594 48.1241975, 11.5830473 48.1241904, 11.5830299 48.1241881, 11.5830135 48.124191, 11.5828999 48.1240691, 11.5831287 48.1239444, 11.5832478 48.1240382, 11.5832277 48.1240485, 11.5832823 48.1240988, 11.5830686 48.1242086))",,,,,,,,,,"[[[704611307, 704611302, 704611296, 4411485271, 704610427, 704610436, 704611305, 4411485277, 656248228, 656248227, 704611293, 1121919966, 1121919982, 4411485278, 704611299, 704611307], [704611295, 704611303, 4411485284, 4411485282, 4411485281, 4411485283, 704611297, 704611298, 4411485274, 4411485275, 704611295]]]",,,government,,,,,,Bauteil B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[56145602, 100305602]",multipolygon
relation,1657892,"POLYGON ((11.6044237 48.1425525, 11.6044328 48.1426152, 11.6043643 48.1426189, 11.6042957 48.1426225, 11.6042822 48.142606, 11.6038718 48.1427318, 11.6038538 48.1427203, 11.6038349 48.1427167, 11.6038089 48.1427205, 11.6037836 48.1426797, 11.603782 48.1426772, 11.6037058 48.1427006, 11.603532 48.1427572, 11.6035398 48.1427681, 11.6031026 48.1429011, 11.6030936 48.1428869, 11.6029009 48.1429481, 11.6029074 48.1429593, 11.6028552 48.1429784, 11.6028822 48.1430146, 11.6029386 48.1430983, 11.6029725 48.1430864, 11.6030896 48.1432491, 11.6031519 48.1433381, 11.6031664 48.1433588, 11.6031077 48.1433754, 11.6031826 48.1435007, 11.6032083 48.1435437, 11.6032764 48.1436577, 11.6034524 48.1436093, 11.6037759 48.1435212, 11.6038787 48.1434929, 11.6041203 48.1434338, 11.6041942 48.143418, 11.6043429 48.1433867, 11.6045291 48.1433462, 11.6045868 48.1433337, 11.6046385 48.1433227, 11.6046842 48.1433129, 11.6047221 48.1433051, 11.6046411 48.1425434, 11.6044735 48.1425506, 11.6044237 48.1425525), (11.6039043 48.1433413, 11.6033837 48.1434787, 11.6032281 48.1432138, 11.6032415 48.1432092, 11.6031989 48.1431412, 11.6032633 48.1431206, 11.6032164 48.1430578, 11.6032418 48.1430421, 11.6032452 48.1430244, 11.6032164 48.1429862, 11.6036146 48.1428599, 11.6039043 48.1433413), (11.6043103 48.1427192, 11.6043472 48.1427076, 11.6043778 48.1427062, 11.6044551 48.1427026, 11.6045202 48.1432089, 11.604105 48.1432939, 11.6040283 48.1431529, 11.6040122 48.1431572, 11.6039853 48.1431198, 11.6039937 48.1431156, 11.6038435 48.142899, 11.6038258 48.1429051, 11.6038057 48.1428751, 11.6043103 48.1427192))",,,,,,,,,,"[[[1356278220, 1356278167, 1363218514, 7334183606, 1363218515, 7334183605, 1363218531, 1363218544, 1363218547, 1356278314, 1363218560, 1363218564, 1356278169, 1363218561, 1363218554, 1356278325, 1356278203, 1363218523, 1363218503, 1356278162, 1356278329, 1363218488, 1356278236, 1356278160, 4439926740, 1356278157, 1356278262, 4439926724, 1363218464, 1356278232, 1356278259, 1363218452, 1356278347, 1356278218, 1356278244, 1356278201, 1356278148, 1356278313, 1363218442, 1356278222, 1356278326, 3075383383, 1356278220], [1356278246, 1356278225, 1356278253, 1356278164, 1356278287, 1356278207, 1356278282, 1356278298, 1356278292, 1356278257, 1356278323, 1356278246], [1356278228, 4439926735, 4439926734, 1356278212, 4439926619, 4439926622, 4439926621, 1356278317, 1356278248, 1356278321, 1363218454, 4439926721, 1356278205, 1356278228]]]",,,government,,,,,,,,,,,,,,,,,,,Landesversichungsanstalt von Oberbayern,,,,,http://www.nordostkultur-muenchen.de/architektur/landesversicherungsanstalt.htm,,,,,,,,,,,,,,,,,,,,,,,,,"[121084436, 121084441, 121084442]",multipolygon
relation,1976791,"POLYGON ((11.5910085 48.1412504, 11.5908999 48.1410675, 11.5905246 48.1411207, 11.5905389 48.1411543, 11.5906046 48.141306, 11.5906152 48.1413303, 11.5910085 48.1412504), (11.5907685 48.1411472, 11.590869 48.1411269, 11.5908994 48.141194, 11.5907989 48.1412142, 11.5907685 48.1411472))",,,,,,,,,,"[[[1597558397, 1597558396, 1597558390, 1597558393, 1597558397], [310289670, 310289666, 310289665, 310289669, 1597558394, 1597558403, 310289670]]]",,,government,,3,,,,,,,flat,,,,#d2c4a8,glass,#b7b724,,plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[146465076, 42794433]",multipolygon
relation,14000383,"POLYGON ((11.5860353 48.1433863, 11.5862425 48.1433488, 11.5870305 48.1432063, 11.5869791 48.1430758, 11.5860386 48.1424689, 11.5860116 48.1424779, 11.5859558 48.1424206, 11.5853768 48.1426599, 11.5854331 48.1427206, 11.5853432 48.1427595, 11.5858659 48.1433405, 11.5859482 48.1433041, 11.5860107 48.143363, 11.5860353 48.1433863), (11.5862511 48.1427592, 11.5860848 48.1428773, 11.5857643 48.1429928, 11.5855417 48.1427306, 11.5859587 48.142565, 11.5862511 48.1427592), (11.5862323 48.1430482, 11.5862846 48.1431986, 11.5861881 48.1432236, 11.5862042 48.1432478, 11.5859883 48.1432818, 11.5857938 48.1430644, 11.5859078 48.1430321, 11.5859574 48.1430706, 11.586168 48.1429847, 11.5862323 48.1430482), (11.5863155 48.1428729, 11.5862726 48.1428406, 11.5863222 48.1428039, 11.5868023 48.1431154, 11.5865475 48.1431628, 11.5865381 48.1431458, 11.5863933 48.1431744, 11.5863289 48.1430062, 11.5862471 48.1429283, 11.5863155 48.1428729))",München,,14,80538,Prinzregentenstraße,,yes,,,"[[[9634980233, 9634980232, 9634980231, 9634980230, 9634980229, 9634980228, 9634980227, 9634980226, 9634980225, 9634980233], [9634980242, 9634980241, 9634980240, 9634980239, 9634980238, 9634980237, 9634980236, 9634980235, 9634980234, 9634980242], [9634980247, 9634980246, 9634980245, 9634980244, 9634980243, 9634980247], [9126263969, 9126263970, 9126263971, 9126263972, 9126263973, 9126263974, 9126263975, 9126263976, 9126263977, 2439926182, 9126263978, 9126263980, 9126263979, 9126263969]]]",,,government,,,,,,Bezirk Oberbayern,,Mo-Th 08:00-17:00; Fr 08:00-13:00,,,,,,,,,,,,,,,,https://www.bezirk-oberbayern.de/,,,,,,,,,,,commune,government,+49 89 219801,,,,,,,,,,,,"[1047792899, 1047792900, 1047792901, 987349403]",multipolygon
