element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,description,image,tourism,wheelchair:description,amenity,name,brand,brand:wikidata,brand:wikipedia,operator,level,source,layer,disused:shop,architect,heritage,heritage:operator,heritage:ref,start_date,building:architecture,note,addr:suburb,ref,indoor,check_date,contact:email,cuisine,opening_hours,opening_hours:covid19,phone,website,height,fixme,operator:type,historic,drive_through,location,nodes,building,building:levels,roof:colour,building:colour,roof:shape,email,fax,roof:levels,shop,contact:phone,toilets,toilets:wheelchair,check_date:opening_hours,internet_access,payment:cash,payment:mastercard,payment:visa,changing_table,wikidata,contact:fax,architect:wikidata,brewery,diet:vegan,diet:vegetarian,indoor_seating,name:bar,name:de,name:en,name:ja,name:ru,name:zh,outdoor_seating,smoking,takeaway,wikimedia_commons,wikipedia,payment:credit_cards,payment:debit_cards,diet:halal,diet:kosher,roof:height,internet_access:fee,self_checkout,loc_name,access:covid19,delivery:covid19,contact:website,short_name,ref:shop:num,compressed_air,est_height,roof:material,old_name,building:material,nohousenumber,noaddress,roof:angle,addr:housename,type,drive_through:covid19,origin,biergarten,source:building:height,source:shape,service,opening_hours:url,url,payment:contactless,not:brand:wikidata,opening_hours:bakery,organic,payment:american_express,payment:coins,payment:sodexo_pass,building:use,roof:orientation,franchise:wikidata,contact:facebook,alt_name,construction,note:building_type,trade,branch,drink:coffee,drink:coffee:portafilter,drink:coffee:togo,payment:girocard,source_ref,payment:diners_club,payment:discover_card,payment:maestro,payment:v_pay,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,gambling,building:facade:color,ref:BLfD,source:addr,reservation,website:menu,payment:alipay,payment:jcb,payment:sepa,payment:wechat,craft,club,community_centre,dog,payment:visa_debit,payment:visa_electron,beer_garden,delivery,opening_hours:kitchen,roof,roof:direction,survey:date,source:building:levels,golf,opening_hours:signed,source:outline,disused:tourism,highway,levelpart,brand:website,playground,name:signed,ways,castle_type
way,41381136,"POLYGON ((11.6224566 48.1280221, 11.622307 48.1280461, 11.6222832 48.1280499, 11.6223838 48.1283288, 11.6223881 48.1283409, 11.6224376 48.128333, 11.6225616 48.128313, 11.6224788 48.1280836, 11.6224566 48.1280221))",München,,13,81673,Schlüsselbergstraße,yes,,,,,,Prima Markt,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 09:00-20:00,,,,,,,,,,"[268616315, 8827555326, 506124584, 534626646, 506124586, 268616320, 1022516337, 521752282, 268616315]",retail,1,,,flat,,,,supermarket,,,,2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41770457,"POLYGON ((11.6080534 48.1083031, 11.6080214 48.1083839, 11.6083119 48.1084351, 11.6083361 48.108374, 11.6083439 48.1083543, 11.6080534 48.1083031))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[514817643, 514817647, 514817649, 2867307349, 514817645, 514817643]",retail,1,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41803713,"POLYGON ((11.6364536 48.1378351, 11.6376204 48.1379271, 11.6376427 48.1378019, 11.6375853 48.1377961, 11.637601 48.137713, 11.6376576 48.1377171, 11.6377978 48.136926, 11.6377604 48.1369248, 11.6377785 48.1368242, 11.6381065 48.1368493, 11.6379506 48.137738, 11.6380015 48.1377416, 11.6379873 48.1378366, 11.6379343 48.1378312, 11.6378624 48.1382411, 11.6363946 48.1381462, 11.6364536 48.1378351))",München,,11,81677,Zamilastraße,,,,,,,Dachser Spedition,,,,DACHSER SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[515940453, 515940458, 1447874104, 1447874106, 1447874113, 1447874108, 1447851901, 1447851888, 515940459, 515940461, 1447874107, 1447874110, 1447874116, 1447874111, 515940467, 515940473, 515940453]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41880954,"POLYGON ((11.5046475 48.088427, 11.5046368 48.0884265, 11.504636 48.0884593, 11.5046827 48.0884615, 11.5048268 48.0885659, 11.5048374 48.0883362, 11.5048644 48.0883182, 11.5048448 48.0883001, 11.5048595 48.0882865, 11.5048644 48.0882722, 11.5048669 48.0882531, 11.5048603 48.088234, 11.5048446 48.0882172, 11.5048292 48.0882055, 11.5048129 48.088199, 11.5047932 48.0881929, 11.5047686 48.0881902, 11.5047424 48.0881913, 11.5047195 48.0881962, 11.5047007 48.0882044, 11.5046581 48.0881738, 11.5046507 48.0883187, 11.5046393 48.0883182, 11.5046385 48.0883532, 11.5046491 48.0883537, 11.5046475 48.088427))",München,DE,16,81477,Stäblistraße,yes,,,,,fast_food,McDonald's,McDonald's,Q38076,en:McDonald's,,,,1,,,,,,,,,,,,,,burger,"Mo-Th 06:30-01:00, Fr-Sa 06:30-03:00, Su 08:00-01:00",,+49 89 78581726,https://www.mcdonalds.com/de/de-de.html,,,,,yes,,"[518113673, 3139727470, 3139727469, 3139727468, 518113709, 518113686, 518113689, 518113691, 3139727479, 518113678, 3139727478, 518113684, 518113680, 3139727477, 518113682, 3139727475, 518113674, 3139727476, 518113676, 518113685, 518113666, 3139727471, 3139727474, 3139727473, 3139727472, 518113673]",retail,2,grey,,flat,,,,,,yes,yes,,wlan,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42022330,"POLYGON ((11.6116456 48.181936, 11.6116383 48.1819041, 11.6116345 48.1818878, 11.6116307 48.1818716, 11.6116068 48.1817683, 11.6113442 48.1817953, 11.6113713 48.1819121, 11.6113831 48.181963, 11.6116456 48.181936))",München,DE,23,80805,Grasmeierstraße,,,,,,,MKH-Vorbau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[521361163, 4456616669, 750096669, 4456616667, 521361169, 521361188, 5387857121, 521361191, 521361163]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42404640,"POLYGON ((11.5660663 48.1388537, 11.5660967 48.1387844, 11.5661059 48.1387872, 11.5661278 48.1387369, 11.5661977 48.1387321, 11.5661995 48.1387431, 11.5663337 48.138734, 11.5663216 48.1386532, 11.5663008 48.1386548, 11.5661873 48.1386636, 11.5661731 48.1385698, 11.5659977 48.1385815, 11.5660022 48.1386131, 11.5658557 48.138623, 11.5658514 48.1385916, 11.5656568 48.1386052, 11.5656577 48.1386108, 11.565676 48.1387264, 11.5656717 48.1387269, 11.56569 48.1388597, 11.565892 48.1388451, 11.5658916 48.1388418, 11.5659333 48.1388397, 11.5659785 48.1388408, 11.5660231 48.1388455, 11.5660663 48.1388537))",München,DE,11,80335,Karlsplatz,,Karlsplatz-Rondell,,,,,,,,,,,,,,"Gabriel von Seidl, Oscar Strelin",4,BLfD,D-1-62-000-3246,,neo-baroque,,,,,,,,,,,,,,,,,,"[2781414066, 2781414035, 2781414040, 2781414018, 2781414012, 2781414023, 2781414016, 2781414006, 1092495387, 529418591, 1314474370, 1314474640, 1314474936, 1314474725, 1314474770, 1314474811, 3996543756, 2744859073, 2744859075, 429603335, 18959978, 1391339985, 2781414060, 2781414064, 529418595, 2781414066]",retail,5,,,,,,,,,,,,,,,,,,,Q86955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42558093,"POLYGON ((11.5844913 48.1924207, 11.5845951 48.1924232, 11.5846761 48.1924252, 11.5846807 48.1923399, 11.5847689 48.1923421, 11.5847812 48.1921174, 11.58467 48.1921147, 11.5846744 48.1920352, 11.5845125 48.1920313, 11.5844913 48.1924207))",München,DE,1,80939,Maria-Probst-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[531479564, 7309381193, 531479587, 531479596, 59934348, 531479610, 531479617, 531479621, 531479624, 531479564]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43581719,"POLYGON ((11.6125103 48.2006484, 11.6125506 48.2006417, 11.6127017 48.2006165, 11.6126926 48.2005922, 11.6126561 48.2004949, 11.6124647 48.2005268, 11.6125103 48.2006484))",München,DE,6a,80939,Burmesterstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[550391208, 6633264400, 550391320, 6633264398, 550391322, 550391210, 550391208]",retail,1,grey,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43961345,"POLYGON ((11.6611315 48.1193364, 11.6612254 48.1192898, 11.6612898 48.1193453, 11.6611959 48.1193919, 11.6611315 48.1193364))",,,,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,"[559089351, 559089358, 559089364, 559089377, 559089351]",retail,1,,,gabled,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44025446,"POLYGON ((11.665262 48.1216495, 11.6651431 48.1214853, 11.66565 48.1213217, 11.666405 48.1210831, 11.6664663 48.1211723, 11.6665813 48.1213315, 11.6666048 48.1213264, 11.6667407 48.1215299, 11.6664179 48.1216301, 11.6662005 48.1213082, 11.6660901 48.1213438, 11.6661127 48.121375, 11.665262 48.1216495))",,,,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,"[559741126, 559741133, 2925079643, 559741139, 2930149478, 2959068985, 2959068984, 559741155, 559741157, 559741161, 559741164, 559741165, 559741126]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44025495,"POLYGON ((11.6653707 48.1209141, 11.6652891 48.1208052, 11.6655445 48.12072, 11.665626 48.120829, 11.6653707 48.1209141))",,,,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,"[559741257, 559741258, 559741259, 559741261, 559741257]",retail,3,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44066555,"POLYGON ((11.6556059 48.0904892, 11.6556938 48.0904621, 11.65572 48.0904692, 11.6557855 48.0904026, 11.6558572 48.0903793, 11.6559101 48.0904009, 11.6560012 48.0903722, 11.6558634 48.0901736, 11.6560835 48.0901044, 11.6562368 48.0903276, 11.6563085 48.0903064, 11.6562923 48.0902827, 11.6562992 48.0902643, 11.6564014 48.0902319, 11.6564588 48.0902331, 11.6565965 48.0904301, 11.6565859 48.0904505, 11.6563297 48.0905304, 11.6563522 48.0905433, 11.6562967 48.0905613, 11.6562382 48.0905474, 11.6559675 48.0906295, 11.6559282 48.0906096, 11.6559239 48.090632, 11.655874 48.0906491, 11.6558484 48.090637, 11.6558385 48.0906708, 11.6557518 48.0906937, 11.6556695 48.090657, 11.6555816 48.0906824, 11.6555741 48.0907486, 11.6554843 48.090779, 11.6554095 48.0907461, 11.6548098 48.0909339, 11.6546951 48.0907649, 11.6549563 48.0906795, 11.6549345 48.0906458, 11.6549388 48.090625, 11.6552543 48.0905259, 11.6552892 48.0905321, 11.6553833 48.0906704, 11.655417 48.0906737, 11.6555024 48.0906458, 11.655508 48.0905829, 11.6555991 48.0905542, 11.6556059 48.0904892))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[560124211, 3390094450, 560124210, 560124207, 3390094447, 3390094448, 560124208, 560124202, 560124203, 560124204, 3390094446, 3390094445, 3390094444, 3390094442, 3390094443, 560124228, 3390094449, 3390094451, 3390094453, 560124205, 560124206, 560124215, 3390094454, 3390094456, 560124224, 560124223, 560124222, 560124221, 560124220, 560124219, 560124218, 560124217, 560124216, 560124198, 560124201, 560124200, 560124199, 3390094455, 560124209, 3390094452, 560124226, 3390094457, 560124214, 560124213, 560124212, 560124211]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44199005,"POLYGON ((11.6684563 48.122542, 11.6684505 48.1225455, 11.6685387 48.1226103, 11.668698 48.1225122, 11.6686145 48.1224466, 11.6686044 48.1224521, 11.6684563 48.122542))",München,DE,298,,Truderinger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6295423167, 6295423166, 561362041, 6295423170, 6295423169, 561362138, 6295423167]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44384232,"POLYGON ((11.5296854 48.1109172, 11.529701 48.1107806, 11.5297372 48.1107824, 11.5297351 48.1108016, 11.5298908 48.1108095, 11.5301977 48.1108252, 11.5301843 48.1109426, 11.5296854 48.1109172))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[564104231, 564104236, 4444707583, 4444707584, 4444707585, 564104239, 564104245, 564104231]",retail,1,#777777,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44651392,"POLYGON ((11.6867575 48.1202273, 11.6875006 48.1200661, 11.6866904 48.118382, 11.6859125 48.1185396, 11.6862637 48.1192367, 11.6861312 48.1193816, 11.6863796 48.1194669, 11.6867575 48.1202273))",München,DE,6,81827,Schwablhofstraße,yes,,,,,,OBI,OBI,Q300518,de:Obi (Baumarkt),OBI GmbH & Co. Deutschland KG,,,,,,,,,,,,,,,,trudering@obi.de,,Mo-Sa 08:00-20:00,,,https://www.obi.de/,,,,,,,"[566755566, 566755571, 566755588, 566755596, 567454180, 567454178, 567454179, 566755566]",retail,,,,,,,,doityourself,+49 89 15883370,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45101843,"POLYGON ((11.4697176 48.1544436, 11.4697176 48.1543553, 11.4701975 48.1543511, 11.470191 48.1545486, 11.470119 48.1545484, 11.4698991 48.1544871, 11.4697798 48.1544856, 11.4697176 48.1544436))",München,DE,47,81245,Kaspar-Kerll-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[571805305, 571805306, 571805307, 571805308, 1243290931, 1243290917, 1243291019, 571805305]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46351858,"POLYGON ((11.6296662 48.1358846, 11.6300505 48.1358919, 11.6300521 48.1358553, 11.6300891 48.135856, 11.6302715 48.1358594, 11.6302749 48.1357794, 11.6301749 48.1357775, 11.6301231 48.1357765, 11.6301243 48.1357469, 11.6301248 48.1357362, 11.6299654 48.1357332, 11.6299622 48.1358096, 11.6296696 48.1358041, 11.6296662 48.1358846))",,,40,,Truderinger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[592534589, 592534592, 592534594, 9055973490, 592534597, 592534599, 9055973489, 9055973491, 9055973487, 9055973492, 592534601, 592534604, 592534606, 592534589]",retail,1,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46511745,"POLYGON ((11.5767909 48.1365419, 11.5769351 48.1364847, 11.5766765 48.1362207, 11.5764483 48.1360544, 11.5764153 48.1360559, 11.5763433 48.1361572, 11.5764995 48.1361976, 11.5765601 48.1362417, 11.5767317 48.1364162, 11.5766991 48.1364293, 11.5766831 48.1364587, 11.5767121 48.1364802, 11.5767909 48.1365419))",München,DE,2,80331,Viktualienmarkt,,"Ladenzeile, ogenannte Metzgerzeile, eingeschossige, neugotische, flachgedeckte Arkadenfolge mit Blendmaßwerkbrüstung und Filialen, von Hartwig Eggers, 1880/81, nach Kriegsschäden 1979–1981 Rekonstruktion mit Hilfe ausgelagerter Details.",https://de.wikipedia.org/wiki/Datei:Viktualienmarkt2_Muenchen-01.JPG,,,,,,,,,,,,,,4,BLfD,D-1-62-000-7234,,,,,,,,,,,,,,,,,,,,"[594909152, 594909156, 5004871040, 939213463, 594909173, 594822156, 594822160, 939213495, 594909184, 939213548, 594822170, 939213722, 594909152]",retail,1,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46847727,"POLYGON ((11.6216195 48.1304069, 11.6219829 48.1303445, 11.6219191 48.1301788, 11.621883 48.130185, 11.6216284 48.1302287, 11.6215556 48.1302412, 11.6216195 48.1304069))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[598301813, 598301815, 598301801, 2935984035, 2935984036, 598301802, 598301813]",retail,2,grey,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48438711,"POLYGON ((11.4306252 48.1418241, 11.4306694 48.1419447, 11.4316284 48.1420888, 11.43168 48.1419242, 11.4318323 48.1418584, 11.4317337 48.1417603, 11.4317884 48.141594, 11.4316701 48.141577, 11.43176 48.1412993, 11.4308379 48.1411665, 11.4306252 48.1418241))",München,DE,8,81243,Am Gleisdreieck,yes,Obi Markt München-Neuaubing,,,,,OBI,OBI,Q300518,de:Obi (Baumarkt),,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-20:00; Su off,,,https://www.obi.de/markt/muenchen-neuaubing,,,,,,,"[615199232, 1808117039, 615199233, 1808117036, 1808117034, 1808117032, 1808117030, 1808117028, 615199227, 615199222, 615199232]",retail,2,,,flat,,,,doityourself,+49 89 1500 2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48966941,"POLYGON ((11.5754007 48.1393595, 11.5751717 48.1394167, 11.5751338 48.1393511, 11.5751056 48.1393022, 11.5750991 48.1392902, 11.5753143 48.1392382, 11.5753472 48.13923, 11.5754007 48.1393595))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2285922444, 1059560256, 2285922443, 5157560095, 2285922442, 3688974745, 1121737063, 2285922444]",retail,5,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48967077,"POLYGON ((11.5676816 48.13949, 11.5678279 48.139611, 11.5682519 48.1399457, 11.5682889 48.1399395, 11.568454 48.1400708, 11.5689081 48.1399945, 11.5690261 48.1399747, 11.56859 48.1391176, 11.5686229 48.1391097, 11.5684327 48.1387526, 11.5682594 48.1387967, 11.5684705 48.1391856, 11.5684792 48.1392014, 11.5684134 48.1392171, 11.5684773 48.1393281, 11.5682601 48.1393854, 11.5681742 48.1392296, 11.5682304 48.1392157, 11.5680314 48.1388511, 11.5672882 48.1390262, 11.5673991 48.1392335, 11.5674395 48.1392441, 11.5674675 48.1392369, 11.5675361 48.1393695, 11.5675431 48.1393676, 11.5675609 48.1393895, 11.5675712 48.1393987, 11.5676816 48.13949))",München,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[621353006, 2744859167, 656295782, 621353002, 656295783, 2404011786, 621352999, 1326631475, 1326631452, 621352995, 1391340132, 1391339907, 1391340040, 1391339937, 1391340135, 1391340140, 1391339960, 1391339904, 1391339942, 621352991, 664002986, 2744859106, 2744859104, 2744859121, 2744859119, 2744859125, 2744859127, 621353006]",retail,5,,,flat,,,,,,,,,,,,,,Q874634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49061700,"POLYGON ((11.5680724 48.1414495, 11.5681442 48.1414116, 11.5681775 48.1414398, 11.5682682 48.1413896, 11.5683061 48.1414191, 11.5684662 48.1413335, 11.5684731 48.1413385, 11.5684858 48.1413316, 11.5684827 48.1413287, 11.568483 48.1413189, 11.5684887 48.1413156, 11.5684816 48.1413089, 11.5684859 48.1413068, 11.568481 48.1413023, 11.568469 48.1413084, 11.5684504 48.1412925, 11.5684604 48.141287, 11.5684534 48.141281, 11.5684491 48.1412836, 11.5684431 48.1412781, 11.5684299 48.141285, 11.5683019 48.1411829, 11.5683068 48.1411799, 11.5683097 48.141176, 11.5683106 48.1411716, 11.5683097 48.1411672, 11.5683065 48.1411632, 11.5682949 48.1411541, 11.5683052 48.141148, 11.5682892 48.1411357, 11.5682668 48.1411486, 11.5682315 48.1411217, 11.5682537 48.1411078, 11.5682385 48.1410961, 11.5682282 48.1411016, 11.5682201 48.1410951, 11.5682131 48.1410915, 11.5682052 48.1410904, 11.5681974 48.1410907, 11.5681894 48.1410927, 11.5680793 48.141, 11.5680913 48.1409936, 11.5680833 48.140987, 11.5680751 48.1409914, 11.5680677 48.1409862, 11.5680602 48.1409906, 11.5680221 48.1409886, 11.5680156 48.1409823, 11.5680046 48.1409875, 11.5679986 48.1409825, 11.5679853 48.1409898, 11.5679922 48.1409958, 11.5677465 48.141138, 11.5678512 48.1412392, 11.5679987 48.1411605, 11.5681583 48.1412862, 11.567994 48.1413775, 11.5680724 48.1414495))",München,DE,3,80333,Lenbachplatz,,,,,,,Bernheimer-Haus,,,,,,,,,Friedrich von Thiersch,4,BLfD,D-1-62-000-3820,1889,neo-baroque,,,,,,,,,,,,,,,,,,"[622498239, 2726745391, 2726745392, 1240028211, 1240028180, 2726745389, 2726745390, 622498243, 2726745388, 2726745387, 2726745386, 2726745385, 2726745383, 2726745382, 2726745384, 2726745381, 2726745380, 2726745377, 2726745378, 2726745376, 2726745379, 2726745375, 2726745374, 2726745373, 2726745372, 2726745371, 2726745370, 2726745369, 2726745367, 2726745366, 2726745368, 2726745365, 2726745362, 2726745355, 2726745357, 2726745354, 2726745351, 2726745350, 2726745352, 2726745353, 2726745340, 2726745338, 2726745330, 2726745336, 2726745329, 2726745335, 2726745333, 622498245, 2726745331, 2726745326, 2726745334, 2726745339, 622498094, 622498234, 622498247, 622498249, 622498236, 622498239]",retail,5,,,quadruple_saltbox,,,,,,,,,,,,,,Q826485,,Q75204,,,,,,,,,,,,,,,de:Bernheimer-Haus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49075251,"POLYGON ((11.5278487 48.1019569, 11.5276245 48.1019417, 11.5276315 48.1018961, 11.527502 48.1018874, 11.527463 48.102144, 11.5274508 48.1022246, 11.5274358 48.1023232, 11.5278375 48.1023504, 11.5278421 48.1023197, 11.5278461 48.1022936, 11.5278588 48.1022945, 11.5278704 48.1022953, 11.5278875 48.1021828, 11.5278151 48.1021779, 11.5278487 48.1019569))",München,DE,63,81379,Zielstattstraße,yes,,,,,,Netto Marken-Discount,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00; PH off,,,,,,,,,,"[1841174651, 1841174418, 1841174286, 1841174740, 2726121863, 1708138534, 622644109, 622644115, 4669645952, 4669645954, 4669645951, 4669645955, 1841174368, 1841174649, 1841174651]",retail,1,grey,,gabled,,,1,supermarket,,,,2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49612822,"POLYGON ((11.5820908 48.1353501, 11.5822294 48.135446, 11.5822672 48.1354231, 11.5824972 48.135585, 11.5825256 48.1355691, 11.5826165 48.1355138, 11.5826503 48.1354891, 11.5824193 48.1353223, 11.5822032 48.1352787, 11.5820908 48.1353501))",München,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[630912641, 630912640, 630912643, 1128921325, 630912645, 630912644, 1128921255, 1128921235, 630912642, 630912641]",retail,4,,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
