element_type,osmid,barrier,geometry,created_by,highway,access,note,bicycle,name,opening_hours,wheelchair,source,alt_name,old_name,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,description,check_date,operator,leisure,wikidata,wikimedia_commons,historic,natural,nodes,landuse,wikipedia,image,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,website,dogs,leaf_type,naturism,nudism,sport,surface,contact:website,layer,dog,name:etymology:wikidata,alcohol,openfire,area,architect:landscape,start_date,protection_title,name:ru,name:zh,heritage,heritage:operator,heritage:ref,name:de,opening_hours:covid19,name:es,garden:style,name:ar,name:bar,name:fr,name:it,opening_date,landcover,loc_name,operator:type,fee,fence_type,height,garden:type,ways,type,short_name,email,fax,phone,BLfD:criteria,ref:BLfD
way,23086530,,"POLYGON ((11.6200067 48.1538293, 11.6194944 48.1538118, 11.6194232 48.1543424, 11.6194028 48.1546948, 11.6194028 48.1548608, 11.6194372 48.1550956, 11.6195917 48.1553819, 11.6213818 48.1573323, 11.6218083 48.1572296, 11.6203903 48.155637, 11.6200641 48.1552738, 11.6199472 48.1549916, 11.6199321 48.1546626, 11.6199365 48.1543786, 11.6200067 48.1538293))",,,,,,,,,,,,,,,,,,,,park,,,,,"[249198508, 249198509, 249267743, 249198510, 249198511, 249198512, 249198513, 249165609, 2658065771, 249198518, 249198519, 249198520, 249198521, 249267711, 249198508]",grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23142164,,"POLYGON ((11.6186582 48.1612653, 11.6189332 48.1615863, 11.6196501 48.1619614, 11.6210582 48.1613761, 11.6219123 48.1609897, 11.621311 48.160393, 11.6199803 48.1607443, 11.6186582 48.1612653))",,,,,,,,,,,,,,,,,,,,park,,,,,"[4834103977, 4834103999, 2503244724, 4834103979, 4834103978, 2658065774, 249906413, 4834103977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23737986,,"POLYGON ((11.6067664 48.1430292, 11.6079781 48.1430066, 11.6078877 48.1422888, 11.6078615 48.1420993, 11.6067668 48.142169, 11.6067667 48.1423536, 11.6067664 48.1430292))",,,,,,,,,,,,,,,,,,,,park,,,,,"[257085119, 257085120, 2398206289, 257085121, 257085122, 2398206304, 257085119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23771145,,"POLYGON ((11.5938276 48.1231305, 11.5945602 48.1233281, 11.5945682 48.1233305, 11.5945744 48.1233359, 11.5945739 48.1233424, 11.594568 48.1233459, 11.5945594 48.1233483, 11.5945491 48.1233489, 11.5935197 48.1233597, 11.5933635 48.1233613, 11.5932574 48.1233624, 11.5932221 48.1233632, 11.5930511 48.1233664, 11.5931876 48.1229588, 11.5937907 48.1231208, 11.5938276 48.1231305))",,,,,,Schwester-Eubulina-Platz,,,,,,,,,,,,,,park,,,,,"[4105415848, 257554067, 3997159142, 3698488013, 3698488011, 3698488012, 3204940435, 3997159143, 3868228774, 3868228775, 4105415845, 4105415846, 4105415862, 4105415863, 4105415847, 4105415848]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24000095,,"POLYGON ((11.6033353 48.1229053, 11.6023411 48.1234832, 11.6019009 48.1238056, 11.6008924 48.1243807, 11.600836 48.1243548, 11.6008063 48.1233522, 11.6012161 48.123243, 11.6011155 48.1229933, 11.6007978 48.1230633, 11.6008682 48.122912, 11.6008475 48.1226461, 11.600822 48.1220283, 11.6010501 48.1220962, 11.601385 48.1221294, 11.6024748 48.1224276, 11.6026079 48.1222285, 11.6035879 48.1225096, 11.6037563 48.1225687, 11.6033353 48.1229053))",,,,,,Kustermannpark,,,,,,,,,,,,,,park,,,,,"[335957223, 260230796, 260230797, 335957174, 335957182, 1572429913, 5370370004, 5370370003, 260228358, 6958020787, 6958020786, 6958020785, 335957200, 5370369950, 335957208, 524513930, 524513910, 335957215, 335957223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24015994,,"POLYGON ((11.5999519 48.1143531, 11.6001264 48.1126664, 11.6008202 48.1127236, 11.6027188 48.1129656, 11.6022897 48.1146712, 11.5999519 48.1143531))",,,,,,Sophia-Goudstikker Park,,,,,,,,,,,,,,park,,,,,"[260435227, 260435228, 260435229, 260435230, 260435231, 260435227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24015996,,"POLYGON ((11.6002418 48.1117594, 11.6002946 48.111211, 11.6002945 48.1111643, 11.6003003 48.1109495, 11.6006984 48.1109185, 11.6010949 48.1108933, 11.6018335 48.1108382, 11.601891 48.1108387, 11.6018922 48.1108924, 11.6019021 48.1113385, 11.6018895 48.1117838, 11.6018666 48.1118323, 11.6017941 48.1118669, 11.6004413 48.1117951, 11.6003463 48.111776, 11.6002418 48.1117594))",,,,,,,,,,,,,,,,,,,,park,,,,,"[260435234, 843831331, 843831269, 260435235, 843831190, 843831183, 843831366, 260435236, 843831292, 1595437816, 843831231, 843831341, 260435237, 843831300, 843831375, 260435234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24057344,,"POLYGON ((11.5945083 48.1636392, 11.5945975 48.1637825, 11.5947007 48.1639106, 11.594795 48.1639338, 11.5952161 48.163751, 11.5957919 48.1633462, 11.5956062 48.1635226, 11.5949968 48.164012, 11.5946784 48.1642231, 11.5944907 48.1643333, 11.5936059 48.1636782, 11.5933073 48.1634109, 11.5931476 48.1632048, 11.5929692 48.1628796, 11.5929689 48.1625708, 11.5929948 48.162394, 11.5930147 48.1622678, 11.5931276 48.1622176, 11.5932529 48.1621897, 11.5936194 48.1621147, 11.5937385 48.1623267, 11.5940818 48.1630208, 11.5945619 48.1636148, 11.5945083 48.1636392))",,,,,,Gohrenwiese,,,,,,,,,,,,,,park,,,,,"[4983774916, 4983774894, 1836891720, 1836891723, 1836891704, 1836891687, 1836891695, 1836891733, 1120415128, 3897820207, 1120415126, 1120415124, 1120415152, 1120415130, 1120415156, 4983774906, 1120415143, 2518794413, 2518794412, 1120415150, 4983774897, 4983774896, 4983774895, 4983774916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24254778,,"POLYGON ((11.5753622 48.1963465, 11.5752254 48.1951729, 11.5749629 48.1951893, 11.5749656 48.1951113, 11.5750496 48.1935299, 11.5752666 48.1934929, 11.5753751 48.1923938, 11.5759624 48.192476, 11.5759906 48.1934328, 11.5766319 48.1934721, 11.5766832 48.1950687, 11.5765334 48.1950812, 11.5764641 48.1951092, 11.5760375 48.1951215, 11.5761481 48.1962891, 11.5757454 48.196299, 11.5755824 48.196303, 11.5755163 48.1963275, 11.5753622 48.1963465))",,,,,,,,,,,,,,,,,,,,park,,,,,"[262607648, 262607649, 268261495, 224293997, 268261496, 268261497, 1185647316, 1185647315, 1185647353, 1185647339, 262607925, 1185664368, 1185664313, 262607926, 262607654, 4642797027, 1156740249, 1156740234, 262607648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24254932,,"POLYGON ((11.5644765 48.2011627, 11.5644586 48.2016589, 11.5656184 48.201742, 11.5656183 48.2016702, 11.5669822 48.201748, 11.5672058 48.2017325, 11.5674347 48.2016894, 11.5685489 48.2014297, 11.5695513 48.2013073, 11.5717614 48.2011857, 11.5734526 48.2011633, 11.5734682 48.200951, 11.5732933 48.2009467, 11.5730813 48.2007923, 11.5732046 48.2007457, 11.5732191 48.2006969, 11.5719092 48.2007, 11.5712299 48.200731, 11.5712066 48.2007321, 11.5710496 48.2007392, 11.5710497 48.2006399, 11.5693495 48.2005919, 11.5693499 48.2005267, 11.5690411 48.2005297, 11.5683724 48.2005183, 11.5683364 48.2008407, 11.5654341 48.2011289, 11.5644975 48.2010338, 11.5644765 48.2011627))",,,,,,,,,,,,,,,,,,,,park,,,,,"[262609633, 262609634, 3310584661, 3310583560, 262609635, 3473551354, 1016032261, 1016032412, 667899892, 262609637, 262609638, 3473571078, 3473571077, 3473571076, 3473571084, 1184177089, 3473571080, 4642797045, 9966695096, 3473571079, 3473571082, 3473571081, 3473571083, 2534779233, 2035932017, 2035932015, 2035932013, 1184472230, 262609633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24418382,,"POLYGON ((11.4911268 48.1679834, 11.4909674 48.168117, 11.4912831 48.16842, 11.4908694 48.1689724, 11.4905287 48.1696301, 11.4899561 48.1719506, 11.4900161 48.1732099, 11.4902128 48.1741528, 11.4899377 48.174197, 11.4894153 48.1742001, 11.4893909 48.1746644, 11.4905723 48.174621, 11.4906312 48.174598, 11.4911602 48.1744063, 11.491705 48.174453, 11.4917867 48.174229, 11.4924834 48.1741933, 11.4929883 48.1742141, 11.4930068 48.1739465, 11.4930975 48.1736048, 11.4934322 48.1735762, 11.4937412 48.1730439, 11.4935602 48.1704322, 11.4935562 48.1703547, 11.4935352 48.1699471, 11.4935323 48.1697309, 11.4936468 48.1695693, 11.4936816 48.169505, 11.4925156 48.1688186, 11.4911268 48.1679834))",,,,,,Hartmannshofer Park,,,,,,,,,,,,,,park,Q23786980,,,,"[265157439, 2482922820, 2482922903, 265157440, 2482923304, 290135852, 290138432, 265157441, 3739483641, 265157443, 265157444, 1129235735, 290139418, 290139417, 290139416, 2283127241, 290139415, 290139413, 290139412, 290138786, 290138881, 171477120, 265157450, 1123500691, 265157451, 2482923357, 171477082, 1123500695, 463186784, 265157439]",forest,de:Hartmannshofer Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24418438,,"POLYGON ((11.4941052 48.1731734, 11.4938313 48.1731438, 11.4937155 48.1732385, 11.4935161 48.1739579, 11.4934999 48.1746224, 11.4936497 48.174743, 11.4935486 48.1754578, 11.4946977 48.1755286, 11.4964335 48.1754449, 11.4970146 48.1752334, 11.4969255 48.1733816, 11.4967626 48.1733885, 11.4967037 48.1736396, 11.4963604 48.173664, 11.4949373 48.1735203, 11.4947979 48.1735367, 11.4947903 48.1736638, 11.4948718 48.1737011, 11.4958903 48.1737517, 11.4959567 48.1737821, 11.4959444 48.1738953, 11.4956788 48.1739712, 11.4951486 48.1738735, 11.4947285 48.1737984, 11.4945021 48.173594, 11.4942259 48.1735332, 11.4941872 48.1734482, 11.4940411 48.1734223, 11.4940568 48.1732595, 11.4941052 48.1731734))",,,,,,,,,,,,,,,,,,,,park,,,,,"[265159628, 290140180, 290139022, 265159637, 2283127246, 2283127247, 290139408, 313787008, 290138032, 290137384, 265159620, 290136866, 290136867, 290136868, 265159621, 5082319569, 265159622, 5082319568, 265159623, 5082319567, 5082319566, 265159625, 265159626, 334696024, 265159627, 334696016, 5082319564, 5082319565, 334696019, 265159628]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24510736,,"POLYGON ((11.7053203 48.1018858, 11.7062183 48.1022355, 11.7067122 48.1017283, 11.7067484 48.101644, 11.706696 48.1016025, 11.7058715 48.1012861, 11.7053203 48.1018858))",,,,,,,,,survey,,,,,,,,,,,park,,,,,"[266553048, 266553051, 1020775279, 266553054, 1020775221, 266553057, 266553048]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24510962,,"POLYGON ((11.7000593 48.1075574, 11.7006274 48.1077886, 11.70111 48.1073873, 11.7015646 48.1070551, 11.7019999 48.1066898, 11.7023808 48.1063292, 11.7023613 48.1063064, 11.7015874 48.1059724, 11.7015131 48.1059784, 11.7000593 48.1075574))",,,,,,Heuluss,,,,,,,,,,,,,,park,,,,,"[266555035, 266555036, 6881498093, 6881498092, 6881498091, 266555038, 6881498096, 6881498095, 266555039, 266555035]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24680345,,"POLYGON ((11.5761477 48.1877609, 11.575467 48.1877414, 11.5754247 48.1877651, 11.5753536 48.1886567, 11.5753564 48.1886855, 11.5753853 48.1887079, 11.5754911 48.1887154, 11.5755292 48.1887238, 11.5755286 48.188827, 11.5755699 48.1888445, 11.5755742 48.1889001, 11.5756329 48.1889028, 11.5755959 48.1890273, 11.5755605 48.1894878, 11.5755471 48.1896581, 11.5755276 48.190068, 11.5758361 48.1900676, 11.5758307 48.1893532, 11.5758485 48.18891, 11.5760929 48.1889021, 11.576143 48.1882286, 11.5761158 48.1881432, 11.5761477 48.1877609))",,,,,,,,,,,,,,,,,,,,park,,,,,"[268259876, 2015028075, 268259877, 2015028118, 268259878, 2015028094, 268259879, 2015028195, 2015028108, 2015028242, 2015028250, 268259880, 9344235389, 1233281937, 1233282236, 268259882, 268259883, 9705909394, 268259884, 268259885, 1489401952, 268259886, 268259876]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24680539,,"POLYGON ((11.5760356 48.1922923, 11.5753447 48.1922581, 11.575395 48.1919161, 11.5754439 48.1909406, 11.5755232 48.1909263, 11.5755259 48.1906296, 11.5756235 48.1906094, 11.5758303 48.1905667, 11.5760676 48.1905794, 11.5764894 48.1906147, 11.576976 48.1907026, 11.5769941 48.1907306, 11.5766 48.1906826, 11.5760669 48.1906643, 11.5760356 48.1922923))",,,,,,,,,,,,,,,,,,,,park,,,,,"[268262452, 268262453, 268262454, 1489401956, 1489401953, 268262456, 3196042738, 268262457, 268262458, 4236484530, 4236484534, 4236484535, 4236484533, 4236484532, 268262452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24767814,,"POLYGON ((11.5683238 48.1856346, 11.5683702 48.1853124, 11.5686295 48.1853249, 11.5686475 48.1854597, 11.5691405 48.1855575, 11.5695913 48.1855622, 11.5695827 48.185654, 11.5683238 48.1856346))",,,,,,,,,,,,,,,,,,,,park,,,,,"[269152894, 269152896, 269787379, 2316362003, 269787380, 269787381, 269152895, 269152894]",grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24780714,,"POLYGON ((11.6020637 48.0904525, 11.6018568 48.0904127, 11.6017707 48.090356, 11.6016996 48.0902666, 11.6017958 48.0900788, 11.6015419 48.0898554, 11.6015062 48.0897724, 11.60137 48.0896589, 11.6014062 48.0896111, 11.6015146 48.0896038, 11.6015722 48.0896405, 11.6017047 48.0896918, 11.6017969 48.08971, 11.6018817 48.0896649, 11.6019686 48.0896806, 11.6021284 48.0897043, 11.6022632 48.0897651, 11.6023886 48.0897939, 11.602393 48.089832, 11.6023656 48.0898879, 11.602495 48.0899136, 11.6026326 48.089828, 11.6031572 48.0899495, 11.6032973 48.0899589, 11.6034441 48.0899141, 11.6034863 48.0899059, 11.6035113 48.0899356, 11.6035085 48.0899848, 11.6035821 48.0900257, 11.6036519 48.0900591, 11.6036632 48.0900983, 11.6035853 48.0901152, 11.6035155 48.0901241, 11.6035113 48.0901621, 11.6034863 48.0901797, 11.6034969 48.0902816, 11.603339 48.0903031, 11.6032514 48.0903013, 11.6031069 48.090345, 11.6030388 48.0904053, 11.602975 48.0904443, 11.6026398 48.0904786, 11.6023719 48.0905204, 11.6023107 48.0905111, 11.6022704 48.0904823, 11.6022718 48.0904508, 11.6022232 48.0904062, 11.6021537 48.0904044, 11.6020637 48.0904525))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1807590378, 1807590376, 1325323548, 269262657, 269262658, 798787285, 6177151842, 269262659, 1325323546, 1325323550, 798787303, 6177151841, 798787312, 6177151840, 269262660, 6177151838, 798787279, 6177151839, 442683114, 798787289, 798787299, 798787308, 269262662, 3518018061, 798787275, 3518018059, 3518018060, 3518018062, 3518018063, 6177153721, 269262663, 269262665, 3518018064, 3518018065, 3518018066, 269262666, 1807590372, 3518018067, 3518018068, 3518018070, 269262667, 1807590374, 3518018075, 3518018074, 3518018073, 3518018072, 3518018071, 3518018069, 1807590378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24781716,,"POLYGON ((11.5697731 48.185695, 11.5697731 48.1853734, 11.5727628 48.1853733, 11.5727443 48.1856366, 11.5711343 48.1856522, 11.5697731 48.185695))",,,,,,,,,,,,,,,,,,,,park,,,,,"[269272158, 269272159, 269272160, 269272161, 2622731434, 269272158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24781810,,"POLYGON ((11.6297565 48.2180271, 11.6301135 48.2182154, 11.6304929 48.2183496, 11.6309429 48.2184854, 11.6314058 48.2185914, 11.6317593 48.2186523, 11.6321739 48.2186614, 11.6325493 48.2186416, 11.6328594 48.2186106, 11.6332098 48.2185452, 11.6334783 48.2184818, 11.6338768 48.2183552, 11.6339702 48.218237, 11.6341542 48.2180513, 11.6345337 48.217621, 11.6349682 48.2172722, 11.6359075 48.2166219, 11.6358752 48.2165135, 11.6356698 48.2162554, 11.6355149 48.2160608, 11.6353522 48.2157281, 11.6351304 48.2151069, 11.6349159 48.2145523, 11.6347641 48.2141255, 11.634636 48.2137949, 11.6342447 48.2130732, 11.6339277 48.2124728, 11.633732 48.2120951, 11.6334729 48.2116968, 11.6331291 48.2114676, 11.6326134 48.2114007, 11.6318589 48.2116968, 11.6311808 48.2120311, 11.6301398 48.2124322, 11.628946 48.2123558, 11.6279251 48.2124552, 11.6275745 48.2124628, 11.6271401 48.2125086, 11.6268276 48.2126, 11.6264782 48.2127078, 11.626178 48.2128179, 11.6265382 48.2132881, 11.627012 48.2138727, 11.6281402 48.215418, 11.6284876 48.2158662, 11.628474 48.2161339, 11.628354 48.2163554, 11.6280618 48.2165807, 11.6290373 48.2175089, 11.6291206 48.2175881, 11.6297565 48.2180271))",,,,,,,,,,,Deponie Großlappen,,,,,,,,,park,,,,,"[269273250, 1185813048, 1185813070, 269273251, 1185812983, 1185813001, 269273252, 1185813039, 1185813116, 1999941195, 269273253, 1999941206, 1185813103, 269273254, 269273255, 1185813087, 269273256, 269273257, 5972423659, 269273258, 269273259, 269273260, 269273261, 269273262, 269273263, 269273264, 269273265, 269273266, 269273267, 269273268, 269273269, 269273270, 269273271, 269273272, 269273273, 269273285, 269273295, 269273304, 269273308, 269273312, 269273315, 269273319, 269273322, 269273325, 269273329, 269273332, 1185813111, 269273336, 4041654398, 269273339, 269273250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24796128,,"POLYGON ((11.6779318 48.113955, 11.6777445 48.114183, 11.6782675 48.1145805, 11.678711 48.1149561, 11.6789925 48.1147473, 11.6779318 48.113955))",,,,,,,,,knowledge,,,,,,,,,,,park,,,,,"[269405172, 269405175, 2380639375, 269405176, 269405181, 269405172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24796129,,"POLYGON ((11.6790766 48.114828, 11.6787783 48.1150327, 11.6793351 48.1155541, 11.6797688 48.1159067, 11.6800923 48.1157323, 11.6794732 48.1152691, 11.6790766 48.114828))",,,,,,,,,knowledge,,,,,,,,,,,park,,,,,"[269405192, 269405193, 984522340, 269405195, 269405196, 269405199, 269405192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24796163,,"POLYGON ((11.6798516 48.1159643, 11.6808079 48.1164728, 11.6810676 48.116298, 11.6806265 48.1160605, 11.6802065 48.1157873, 11.6798516 48.1159643))",,,,,,,,,knowledge,,,,,,,,,,,park,,,,,"[269405436, 269405437, 269405438, 1565507979, 269405439, 269405436]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24796551,,"POLYGON ((11.6752492 48.1120495, 11.6750971 48.1121616, 11.6750859 48.1121764, 11.6750875 48.1121959, 11.675106 48.1122124, 11.6761336 48.1131041, 11.6761741 48.1131154, 11.6762177 48.113105, 11.6762995 48.1130414, 11.6752385 48.1121294, 11.6752916 48.1120945, 11.6752492 48.1120495))",,,,,,,,,knowledge,,,,,,,,,,,park,,,,,"[267772453, 1702466542, 1702466544, 1702466546, 269409097, 269409098, 1702466567, 1702466561, 267772452, 1835854573, 1835854569, 267772453]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24823457,,"POLYGON ((11.613932 48.1154702, 11.6140371 48.1154812, 11.6141364 48.1154904, 11.6141406 48.1154707, 11.6142182 48.1154779, 11.6142136 48.1155001, 11.614286 48.1155068, 11.6146656 48.1155365, 11.6147448 48.1152457, 11.6147385 48.115153, 11.614587 48.1150851, 11.6145032 48.1151296, 11.6141628 48.1150157, 11.6140443 48.1152348, 11.6138993 48.1154365, 11.613932 48.1154702))",,,,,,,,,Yahoo,,,,,,,,,,,park,,,,,"[269682395, 3770297096, 3404415070, 3404415066, 3404415068, 3404415073, 3770273171, 269682403, 269682404, 269682405, 672915364, 672915359, 269682407, 269682409, 1712859348, 269682395]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24978659,,"POLYGON ((11.6431442 48.1494802, 11.6435485 48.1494378, 11.6433819 48.1487438, 11.6429367 48.1487395, 11.6431442 48.1494802))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1808441364, 1808441363, 97057654, 49479965, 1808441364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24980642,,"POLYGON ((11.5354214 48.1227454, 11.5370209 48.122578, 11.5369248 48.1221481, 11.5368121 48.1221568, 11.536674 48.1221559, 11.5362667 48.1221548, 11.535848 48.1221719, 11.5353177 48.1222258, 11.5353914 48.1225951, 11.5354214 48.1227454))",,,,,,,,,,,,,,,,,,,,park,,,,,"[3400402454, 3849747254, 271442544, 9332610225, 9332610224, 9332610223, 9332610222, 271442545, 818192131, 3400402454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24986043,,"POLYGON ((11.6815162 48.1169152, 11.6817737 48.1167379, 11.6811491 48.1163459, 11.6808774 48.1165051, 11.6815162 48.1169152))",,,,,,,,,knowledge,,,,,,,,,,,park,,,,,"[271614206, 271614207, 18123823, 271614209, 271614206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24986065,,"POLYGON ((11.6828091 48.117177, 11.6823943 48.1174215, 11.6823874 48.1174449, 11.6834315 48.1182441, 11.6835522 48.118203, 11.6836434 48.118271, 11.6840198 48.1180836, 11.6828091 48.117177))",,,,,,,,,knowledge,,,,,,,,,,,park,,,,,"[16938683, 17583567, 1271288427, 567463774, 271614623, 567463775, 271614627, 16938683]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25175307,,"POLYGON ((11.5143278 48.1321407, 11.5143385 48.132645, 11.5123174 48.1328276, 11.5124024 48.1335063, 11.512326 48.1335506, 11.5123484 48.1337169, 11.5118742 48.1337453, 11.5120211 48.1349225, 11.5131275 48.1348822, 11.5131667 48.1346162, 11.5129877 48.1346171, 11.5129489 48.1340707, 11.513394 48.134058, 11.5133546 48.1333928, 11.5134608 48.1333441, 11.5134523 48.133215, 11.5138392 48.1332013, 11.5138507 48.1333529, 11.5143993 48.1333357, 11.5143931 48.1332037, 11.5147776 48.1331917, 11.5147871 48.1333233, 11.5153317 48.1333077, 11.5153262 48.1331757, 11.5157292 48.1331609, 11.5157345 48.1332925, 11.5164063 48.1332652, 11.5163762 48.1331958, 11.5158195 48.1328506, 11.5150129 48.1324289, 11.5148912 48.1323733, 11.5143278 48.1321407))",,,,,,,,,,,,,,,,,,,,park,,,,,"[274445716, 274445717, 274445718, 4506916436, 3576651714, 274445720, 274445721, 939612781, 274445723, 3741134645, 3741134644, 274445724, 274445725, 2331982675, 2331982673, 274445726, 2331982667, 2331982674, 2331982672, 2331982666, 2331982663, 2331982671, 2331982670, 2331982662, 2331982661, 2331982669, 274445727, 4262057454, 1089189245, 274445729, 4262057452, 274445716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25191212,,"POLYGON ((11.6073925 48.1338585, 11.6085683 48.1337043, 11.6084108 48.1331692, 11.6073669 48.1333078, 11.6067865 48.1333309, 11.60679 48.1333659, 11.6068277 48.133741, 11.6066682 48.1337507, 11.6066736 48.1338621, 11.6062966 48.1338992, 11.6063662 48.1345343, 11.6060878 48.1345502, 11.6060637 48.1343754, 11.6058561 48.1343862, 11.6058674 48.1348362, 11.6053691 48.1348731, 11.6054064 48.1352219, 11.6055783 48.1352153, 11.6055828 48.1352913, 11.6070683 48.1352787, 11.6073749 48.1352923, 11.6073979 48.1350191, 11.6073925 48.1338585))",,,,,,,,,,,,,,,,,,,,park,,,,,"[264668867, 274617202, 274617204, 274617190, 274617191, 1334012750, 1183698168, 1183698055, 274617193, 1183698187, 274617209, 1183697898, 1183698030, 274617194, 274617210, 274617196, 1183697867, 1183698000, 274617198, 274617199, 1183697983, 1357068783, 264668867]",grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25445711,,"POLYGON ((11.6436594 48.1498497, 11.643711 48.1501396, 11.6437334 48.1506492, 11.643726 48.1508726, 11.6436947 48.1511031, 11.6436318 48.1515981, 11.6436131 48.1518719, 11.643636 48.1522101, 11.6436028 48.1522454, 11.6432153 48.1522595, 11.6431639 48.152239, 11.6431494 48.1518962, 11.6432516 48.1510406, 11.6432887 48.1506538, 11.643263 48.1501623, 11.6432332 48.1499209, 11.6432762 48.1498898, 11.6436594 48.1498497))",,,,,,,,,,,,,,,,,,,,park,,,,,"[4510631764, 30979078, 30979079, 30979080, 1138008906, 1712452089, 49479830, 49479745, 1712452108, 1712452109, 221941257, 49479748, 4510631777, 4510631774, 4510631770, 4510631767, 4510631766, 4510631764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25913110,,"POLYGON ((11.6019797 48.1792395, 11.6004478 48.1799072, 11.5998068 48.1792638, 11.6013777 48.1786436, 11.6019797 48.1792395))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2464308222, 2464308230, 2464308224, 2464308220, 2464308222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25971420,,"POLYGON ((11.5942083 48.1258563, 11.5940884 48.1257996, 11.5939478 48.1257126, 11.5939701 48.1254899, 11.5942018 48.1254899, 11.5943775 48.1255354, 11.5942083 48.1258563))",,,,,,,,,,,,,,,,,,,,park,,,,,"[283322807, 283322808, 283322809, 283322810, 283322811, 283322812, 283322807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26494322,fence,"POLYGON ((11.4628 48.1452236, 11.462795 48.145501, 11.4629728 48.1455043, 11.4629678 48.1459228, 11.4636634 48.1459271, 11.4636648 48.1452248, 11.4628 48.1452236))",,,,,,,,,,,,,,,,,,,,park,,,,,"[290374606, 1352706287, 1352706288, 290374495, 307882574, 307882577, 290374606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
