element_type,osmid,amenity,capacity,fee,network,opening_hours,operator,payment:coins,payment:debit_cards,ref,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amperage,socket:type2,source,source:delivery_date,voltage,authentication:membership_card,description,manufacturer,motorcar,name,socket:schuko,operator:short,operator:wikidata,operator:wikipedia,website,fixme,authentication:nfc,authentication:none,access,capacity:car,socket:type2_combo,scooter,layer,level,note,covered,bicycle,service:bicycle:charging,service:bicycle:pump,socket:schuko:current,socket:type2:output,contact:phone,contact:website,socket:chademo,socket:chademo:output,socket:type2_combo:output,capacity:charging,description:en,truck,wheelchair,cars,trucks,authentication:app,parking:fee,check_date,status,maxstay,power,traffic_sign,brand,authentication:phone_call,authentication:short_message,surveillance:type,charging_station:output,name:de,name:en,object:city,object:country,object:housenumber,object:postcode,object:street,socket:type2:current,socket:type2:voltage,brand:wikidata,brand:wikipedia,short_name,maxstay:conditional,authentication:membership_card:types,payment:membership_card,ref:EU:EVSE,socket:type:output,cargo,payment:account_cards,payment:credit_cards,payment:electronic_purses,payment:notes,phone,vending,contact:email,note:en,motor_vehicle,charge,image,amenity:wikipedia,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,payment:maestro,ref:ocm
node,6480560317,charging_station,,yes,,24/7,Stadtwerke München,,,DESWME036901;DESWME036902,POINT (11.5200353 48.1511664),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6480560318,charging_station,2,yes,,24/7,Stadtwerke München,,,DESWME037001;DESWME037002,POINT (11.5199041 48.1511606),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6484391380,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME028801;DESWME028802,POINT (11.5748413 48.1075291),,,,,,32,2,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6484391381,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME028901;DESWME028902,POINT (11.5749605 48.1074882),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6484391486,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME038801;DESWME038802,POINT (11.5655889 48.1072569),,,,,,32,2,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6484391487,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME038701;DESWME038702,POINT (11.5654705 48.1072987),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6492454131,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM020401;DESWM020402,POINT (11.6125196 48.1102036),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6492454132,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM020501;DESWM020502,POINT (11.6125954 48.1101249),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6492454137,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM038501;DESWM038502,POINT (11.5706211 48.092713),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6492454142,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM031401;DESWM031402,POINT (11.5579475 48.0898827),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6497285805,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5696162 48.144127),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6497285806,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5696624 48.1440716),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6499522852,charging_station,4,,,,SWM Stadtwerke München GmbH,,,,POINT (11.4675749 48.1610706),,,,,,,,,,,,"Max. 22 kW, keine Parksensoren, nur Typ 2.",,,SWM Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6501442689,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,,POINT (11.6082 48.183146),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6501442690,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,,POINT (11.6082885 48.1831174),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6506737354,charging_station,4,,,,Stadtwerke München,,,,POINT (11.5968097 48.1723247),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6514806701,charging_station,2,yes,,,Stadtwerke München,,,,POINT (11.5359765 48.1491496),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6514806702,charging_station,2,yes,,,Stadtwerke München,,,,POINT (11.5358478 48.1491371),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6515976254,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5593484 48.1011322),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6515976255,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5592741 48.1011725),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6518632684,charging_station,2,yes,Roaming-Netz,24/7,Stadtwerke München GmbH,,,,POINT (11.4536815 48.1499837),,,,,,,2,,,,yes,,,yes,,,,,,https://www.swm.de/elektromobilitaet/oeffentliches-laden,,yes,,,,,no,,,,,no,,,,22kW,,,,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6518670985,charging_station,2,yes,Roaming-Netz,24/7,Stadtwerke München GmbH,,,,POINT (11.4536264 48.1498961),,,,,,,2,,,,yes,,,yes,,,,,,https://www.swm.de/elektromobilitaet/oeffentliches-laden,,yes,,,,,no,,,,,no,,,,22kW,,,,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6518670986,charging_station,2,yes,Roaming-Netz,24/7,Stadtwerke München GmbH,,,,POINT (11.4578079 48.1497074),,,,,,,2,,,,yes,,,yes,,,,,,https://www.swm.de/elektromobilitaet/oeffentliches-laden,,yes,,,,,no,,,,,no,,,,22kW,,,,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6518670987,charging_station,2,yes,Roaming-Netz,24/7,Stadtwerke München GmbH,,,,POINT (11.4579376 48.1496652),,,,,,,2,,,,yes,,,yes,,,,,,https://www.swm.de/elektromobilitaet/oeffentliches-laden,,yes,,,,,no,,,,,no,,,,22kW,,,,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6519022742,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME020201;DESWM020202,POINT (11.6442409 48.1475533),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6519022747,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME001301;DESWME001302,POINT (11.6289836 48.1334407),,,,,,,2,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,32,400,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542633850,charging_station,4,,,,Stadtwerke München,,,,POINT (11.5062087 48.0821403),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542672214,charging_station,4,,,,Stadtwerke München,,,,POINT (11.5396602 48.1000551),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542719331,charging_station,2,,,,Stadtwerke München,,,,POINT (11.523663 48.1127501),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542719332,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5236566 48.1128062),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542719333,charging_station,2,,,24/7,Stadtwerke München,,,,POINT (11.5227707 48.1202472),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542730741,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5262444 48.1106688),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542730742,charging_station,2,,,,Stadtwerke München,,,,POINT (11.526243 48.1106195),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542774637,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5380684 48.1173153),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542774638,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5380671 48.1173806),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542781900,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5143442 48.1179261),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542781901,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5143412 48.1178703),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542782095,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME006401;DESWME006402,POINT (11.5037082 48.1118091),,,,,,32,2,,,400,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542789733,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME023301;DESWME023302,POINT (11.5155178 48.1106057),,,,,,32,2,,,400,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,13,81377,Cimbernstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542789734,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME023201;DESWME023202,POINT (11.5156131 48.1106546),,,,,,32,2,,,400,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,13,81377,Cimbernstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542810177,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4773969 48.1091915),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542810178,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4773945 48.1092848),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542820536,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4949793 48.1175833),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542853685,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME037401;DESWME037402,POINT (11.4900256 48.124847),,,,,,32,2,survey,,400,yes,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542853686,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME037301;DESWME037302,POINT (11.4900292 48.1247962),,,,,,32,2,survey,,400,yes,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542863173,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME034801;DESWME034802,POINT (11.4817656 48.126132),,,,,,32,2,survey,,400,yes,,,yes,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542863174,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4773387 48.1257527),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542863175,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4774635 48.1257603),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6542863176,charging_station,2,,ladenetz.de,,Stadtwerke München,,,DESWME040301;DESWME040302,POINT (11.4783967 48.129649),,,,,,,2,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6544346548,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5903169 48.1224924),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6544346549,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5902954 48.1225855),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6546752925,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5095773 48.1516777),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6546752926,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5096953 48.1517046),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6546752927,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5115862 48.1529429),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6546752928,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5117257 48.1529393),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484561,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5177793 48.137526),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484562,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5178611 48.1375269),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484563,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5125161 48.1314711),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484564,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5126315 48.1315047),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484565,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5024091 48.1269507),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484566,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5023335 48.1269542),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484567,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4999002 48.1311793),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484568,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4998923 48.1311504),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484569,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4944431 48.1322817),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552484570,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4945489 48.1322693),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552713433,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4819981 48.1425729),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6552713434,charging_station,2,,,,Stadtwerke München,,,"DESWME038901, DESWME038902",POINT (11.4863435 48.1416882),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553038317,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4342207 48.1489621),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553038318,charging_station,2,yes,,,Stadtwerke München,,,DESWME020001;DESWME020002,POINT (11.4275776 48.1554076),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22kW AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553038320,charging_station,,,,,Stadtwerke München,,,,POINT (11.4195171 48.147519),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553038321,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4231968 48.1429276),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553038322,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4109706 48.1392003),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553060775,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5368704 48.1844531),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553081917,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4963451 48.1841496),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553081918,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4964222 48.1841496),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553084893,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4457155 48.1597594),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553084894,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4456406 48.1597065),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553084895,charging_station,2,,,,Stadtwerke München,,,,POINT (11.471538 48.14993),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553084896,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4715287 48.1498009),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
