element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,name,source,wheelchair,geometry,type,description,operator,toilets:wheelchair,wikidata,barrier,phone,website,email,addr:housename,language,old_name,old_shop,opening_hours,training,name:en,capacity,wikipedia,contact:phone,contact:email,contact:fax,contact:website,school,school:de,fax,internet_access,internet_access:fee,office,official_name,check_date,isced:level,operator:type,postal_code,note,alt_name,payment:credit_cards,payment:debit_cards,religion,level,wikimedia_commons,addr:suburb,grades,short_name,denomination,name:de,name:ru,fee,building:levels,roof:levels,height,mobile,shop,wheelchair:description,nodes,start_date,contact:city,contact:housenumber,contact:postcode,contact:street,building,roof:shape,school:type,designation,roof:colour,building:colour,est_height,roof:height,roof:material,architect,building:architecture,heritage,heritage:operator,heritage:ref,image,int_name,isced,noname,protect_class,sport,leisure,layer,name:etymology:wikidata,loc_name,polling_station,school:language,is_in:city,is_in:country_code,school:DE,ref:AEFE,landuse,website2,subject,min_age,name:ja,disused:name,disused:note,ways,url
way,32812817,München,DE,7,81929,Max-Proebstl-Straße,school,Rudolf-Steiner-Schule,,,"POLYGON ((11.6530565 48.1545183, 11.6533402 48.1544588, 11.6533308 48.1544388, 11.6535247 48.1544141, 11.6535678 48.1544934, 11.65351 48.1545055, 11.6535326 48.1545533, 11.653557 48.1546051, 11.6535818 48.1546577, 11.6534662 48.1546893, 11.6533309 48.154719, 11.6532117 48.1547353, 11.6525904 48.1548813, 11.6525017 48.1546984, 11.6524793 48.1546066, 11.6527498 48.1545438, 11.652809 48.1545768, 11.6530565 48.1545183))",,,,,,,,https://www.waldorfschule-daglfing.de/,,,,,,,,,,,,,,,,,,,,,,,1;2;3,,,,,,,,,,,,,,,,,,,,,,,"[369744781, 369744782, 369744783, 369744784, 369744785, 369744786, 2389180368, 2389180380, 369744787, 2389180367, 6584908706, 369744789, 6841906520, 6841906524, 6841906521, 6841906522, 6841906523, 369744781]",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33118412,,,,,,school,,,,"POLYGON ((11.4490139 48.1413528, 11.447694 48.1404017, 11.444027 48.1425624, 11.4439891 48.1426382, 11.4464331 48.1431646, 11.4466336 48.1427703, 11.4490139 48.1413528))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[373866479, 373866483, 2288021647, 373866475, 373866462, 373866486, 373866479]",,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
way,34040609,,,,,,school,Grundschule an der Türkenstraße,,limited,"POLYGON ((11.5763921 48.1503906, 11.5763693 48.1503758, 11.5763374 48.1503761, 11.5763152 48.1503914, 11.5763157 48.1504126, 11.5762719 48.1504253, 11.5762389 48.1504348, 11.5763527 48.1506105, 11.5764968 48.150833, 11.5766087 48.1508007, 11.5767203 48.1507685, 11.5764624 48.1503703, 11.5763921 48.1503906))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2591916988, 2591916990, 2599824031, 2599824034, 2599824033, 2599824032, 390080722, 9116892513, 390080721, 390081018, 390080724, 390080723, 2591916988]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34040620,,,,,,school,,,,"POLYGON ((11.5767018 48.1509443, 11.5766855 48.1509192, 11.5766087 48.1508007, 11.5767203 48.1507685, 11.5770387 48.1506769, 11.5771312 48.1508208, 11.5767018 48.1509443))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[390081017, 1354161430, 390081018, 390080724, 390081019, 390081020, 390081017]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34040635,,,,,,school,Staatliche Grundschule an der Türkenstraße,,no,"POLYGON ((11.5762719 48.1504253, 11.5762389 48.1504348, 11.5763527 48.1506105, 11.5764968 48.150833, 11.5766087 48.1508007, 11.5766855 48.1509192, 11.5767018 48.1509443, 11.5771312 48.1508208, 11.5770387 48.1506769, 11.5771916 48.1506332, 11.5771513 48.1505693, 11.5772166 48.1505507, 11.5769877 48.1502109, 11.5769069 48.1502342, 11.5769042 48.15023, 11.5768224 48.1501037, 11.5763736 48.1502331, 11.5762656 48.150264, 11.5762962 48.1503113, 11.576183 48.1503439, 11.576223 48.1504052, 11.5762536 48.1503966, 11.5762719 48.1504253))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2599824032, 390080722, 9116892513, 390080721, 390081018, 1354161430, 390081017, 390081020, 390081019, 990261407, 2599824063, 390081445, 1136089384, 1136089341, 935274609, 390081446, 211557417, 2591916986, 2599824039, 2599824038, 2599824036, 2599824037, 2599824032]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34725666,,,,,,school,Asam-Gymnasium,,,"POLYGON ((11.5924191 48.1138195, 11.5923841 48.1138158, 11.5919034 48.1137647, 11.5902541 48.1142976, 11.5906244 48.1147979, 11.5907955 48.1148921, 11.5908488 48.1149587, 11.5909892 48.1149403, 11.5915589 48.114879, 11.5921534 48.1148151, 11.5922161 48.1147547, 11.5923567 48.1142521, 11.5924191 48.1138195))",,,,,Q720691,,,,,,,,,,,,,de:Asam-Gymnasium München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[404625602, 10873906864, 404625612, 404625616, 1455837343, 1455837345, 404625621, 1455837349, 404624451, 404624445, 1455837342, 3447215817, 404625602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34835184,,,2,,Dom-Pedro-Platz,school,,,,"POLYGON ((11.5347151 48.1596024, 11.5337949 48.1595738, 11.5338261 48.1591286, 11.5340842 48.1591367, 11.5340665 48.1593884, 11.5345041 48.159402, 11.5345125 48.1592819, 11.5347371 48.1592889, 11.5347151 48.1596024))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[408188468, 408188471, 408188472, 408188473, 408188474, 408188475, 408188476, 408188477, 408188468]",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35003982,München,DE,9,81737,Kafkastraße,school,Grundschule Kafkastraße 9,,,"POLYGON ((11.6507198 48.0985699, 11.6523076 48.0979802, 11.6524416 48.0979787, 11.652585 48.097977, 11.652588 48.0980343, 11.6527982 48.0980363, 11.6528409 48.0980591, 11.6528395 48.0992528, 11.6526205 48.0992544, 11.6523502 48.099284, 11.6519556 48.0994643, 11.6515118 48.0995654, 11.6507236 48.0995768, 11.6507198 48.0985699))",,,"Landeshauptstadt München, Referat für Bildung und Sport",,,,,,,,,,,,,,,,+49 89 676634,gs-kafkastr-9@muenchen.de,+49 89 67908403,https://gs-kafka.musin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[410572514, 410572516, 4599735239, 1749785118, 1749785121, 1749785123, 410572518, 410572520, 1744345231, 410572523, 410572525, 1744345233, 1744345235, 410572514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35371934,München,DE,5,81247,Grandlstraße,school,,,,"POLYGON ((11.4642197 48.1640911, 11.464187 48.1633822, 11.4641778 48.1627031, 11.4631754 48.1627351, 11.4631974 48.1628038, 11.4626133 48.1628762, 11.4627483 48.1633602, 11.4629496 48.1640963, 11.4642197 48.1640911))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[414711251, 414711257, 151218908, 414711254, 5630302020, 414711253, 3379442048, 414711252, 414711251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35670939,,,,,,school,"Städtische Ricarda-Huch-Realschule, Grundschule, Kindertagestätte",,,"POLYGON ((11.5825414 48.1617068, 11.5825255 48.1616397, 11.5822125 48.1616729, 11.5821845 48.1615554, 11.5825852 48.1615129, 11.5825813 48.1614966, 11.582771 48.1614765, 11.5827739 48.1614889, 11.5831186 48.1614523, 11.5831635 48.1616408, 11.5828105 48.1616783, 11.5825414 48.1617068))",,,,,,,,http://www.rica.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Städtische Ricarda-Huch Realschule,,,3,1,,,,,"[4424957540, 417677667, 417677669, 417677671, 2450607676, 2450607675, 2450607673, 2450607674, 417677653, 417677656, 417677657, 4424957540]",1891/92,,,,,school,hipped,,,red,,,,,Karl Hocheder der Ältere,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,
way,35767993,München,DE,140,80796,Hohenzollernstraße,school,Städtische Hermann-Frieb-Realschule,,limited,"POLYGON ((11.5657551 48.1616833, 11.5665458 48.1616297, 11.5666138 48.1611218, 11.5658042 48.1610581, 11.5657551 48.1616833))",,,,,Q1610401,,,,,,,,,,,,,,+49-89-3079370,hermann-frieb-realschule@muenchen.de,+49-89-30793726,https://friebrs.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[418163466, 418163467, 418163468, 320031019, 418163466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35768220,,,,,,school,Städtische Hermann-Frieb-Realschule,,limited,"POLYGON ((11.5658764 48.1612337, 11.5658983 48.161087, 11.5664506 48.1611236, 11.5664346 48.1612309, 11.5664287 48.1612704, 11.566337 48.1612643, 11.5658764 48.1612337))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-26,,,,,,,,,,,,,,,,,,,,,,,,"[418165608, 418165609, 418165610, 939699349, 418165611, 418165614, 418165608]",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35768221,,,,,,school,Städtische Hermann-Frieb-Realschule,,limited,"POLYGON ((11.5665412 48.1616071, 11.5663873 48.1615964, 11.5663774 48.1616327, 11.5659078 48.1616514, 11.5659092 48.1615418, 11.5662944 48.1615194, 11.566337 48.1612643, 11.5664287 48.1612704, 11.5664346 48.1612309, 11.566592 48.161242, 11.5665412 48.1616071))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[418165612, 939699255, 939699180, 639992768, 418165613, 639992766, 418165614, 418165611, 939699349, 639992760, 418165612]",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35833459,,,,,,school,Canisius-Schule,,no,"POLYGON ((11.4806433 48.1139432, 11.4808711 48.1139374, 11.4808675 48.113873, 11.4808661 48.1138484, 11.4808538 48.1136288, 11.4808476 48.1135184, 11.4803789 48.1135302, 11.4803836 48.1135873, 11.4803855 48.1136589, 11.4806658 48.1136519, 11.4806764 48.1138403, 11.4806376 48.1138413, 11.4806433 48.1139432))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[418955841, 418955842, 6814489499, 2486826461, 4552452289, 418955844, 418955845, 3229374581, 418955847, 418955849, 3229374584, 3229374583, 418955841]",,,,,,yes,gabled,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37229098,München,,9,80803,Karl-Theodor-Straße,school,Maximiliansgymnasium,,,"POLYGON ((11.5843452 48.1645881, 11.5844707 48.1645994, 11.5846115 48.1646174, 11.5846692 48.1646233, 11.5846846 48.1647753, 11.5847376 48.164772, 11.5847473 48.1648026, 11.5848873 48.1651749, 11.5846735 48.1652266, 11.5847375 48.1653454, 11.584759 48.1653853, 11.5852027 48.165282, 11.5851368 48.1651329, 11.5850648 48.1651529, 11.584917 48.1647753, 11.5848962 48.1646643, 11.584917 48.1645043, 11.5847644 48.1644867, 11.5847649 48.1644598, 11.5847448 48.1644398, 11.5847176 48.1644321, 11.5846881 48.1644343, 11.5846599 48.1644501, 11.5843768 48.1644217, 11.5843452 48.1645881))",,,,,Q1914194,,,http://www.maxgym.musin.de/wordpress3/,,,,,,,,,,de:Maximiliansgymnasium München,,,,,,,,,,,,,2;3,,,,,,,,,,,,,,,,,5,,,,,,"[349143194, 3063700460, 3063700461, 433580567, 1282567745, 1282567648, 3063700464, 433580568, 433580569, 3063700466, 433580570, 433580571, 433580575, 433580574, 4424957553, 433580572, 4424957551, 433580573, 4424957550, 4424957548, 4424957546, 4424957547, 4424957549, 349143195, 349143194]",,,,,,school,gabled,,,#cc642e,#fcf8b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37247547,München,DE,75,81671,Innsbrucker Ring,school,Sonderpädagogisches Förderzentrum München-Mitte 4,,,"POLYGON ((11.6212168 48.1210869, 11.6216693 48.120997, 11.6217696 48.1212218, 11.6220274 48.1211706, 11.6222469 48.1216628, 11.6219904 48.1217137, 11.6218507 48.1214005, 11.6213969 48.1214907, 11.6213693 48.1214289, 11.6213455 48.1213756, 11.6212168 48.1210869))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[433915309, 433915310, 3397235143, 3397235141, 433915312, 3397235163, 3397235152, 433915323, 3397235153, 3397235150, 433915309]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37574728,,,,,,school,Berufliches Schulzentrum an der Astrid-Lindgren-Straße,,,"POLYGON ((11.7056187 48.1331005, 11.7056423 48.1315649, 11.7071968 48.1315755, 11.7071981 48.1314892, 11.7082613 48.1314964, 11.7082349 48.1332214, 11.706135 48.1332071, 11.7059072 48.1331025, 11.7056187 48.1331005))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[440362483, 440362485, 3140645298, 3140645297, 440362486, 440362487, 2014285007, 2014285004, 440362483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37574729,München,DE,5,81829,Astrid-Lindgren-Straße,school,Förderzentrum München-Ost,,yes,"POLYGON ((11.7057283 48.1314067, 11.7057377 48.130662, 11.7064069 48.1306658, 11.7064041 48.1308943, 11.7058815 48.1308914, 11.7058782 48.1311509, 11.7064063 48.1311539, 11.7064042 48.131317, 11.7068996 48.1313197, 11.7069017 48.1311542, 11.7067127 48.1311532, 11.7067189 48.1306692, 11.7070504 48.130671, 11.707041 48.1314141, 11.7058828 48.1314075, 11.7057283 48.1314067))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,"[440362488, 440362489, 538193150, 538193151, 538193153, 538193156, 538193159, 538193162, 538193164, 538193168, 538193171, 538193174, 440362491, 440362492, 440362499, 440362488]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42694495,München,,50,81539,Ungsteiner Straße,school,Lycée Français Jean Renoir,,,"POLYGON ((11.5964219 48.1112712, 11.5972057 48.1094429, 11.5974775 48.1088958, 11.5979398 48.1075347, 11.5981427 48.1075792, 11.5980222 48.1080603, 11.5979035 48.108543, 11.5978231 48.1088447, 11.5977959 48.1091598, 11.5977476 48.1096398, 11.5976686 48.109987, 11.5971392 48.1111547, 11.5970914 48.1111474, 11.5970749 48.111183, 11.5970524 48.1112317, 11.5968328 48.1111872, 11.5967655 48.1113349, 11.5967042 48.1113235, 11.5966768 48.1113184, 11.5966136 48.1113064, 11.5964219 48.1112712))",,,,,,,,https://www.lycee-jean-renoir.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[533923407, 10723297687, 1452215171, 533923166, 533923169, 4635028614, 1452215164, 1452215168, 533923355, 1452215174, 533923361, 1452106185, 1452106184, 1452106199, 533923414, 1452106207, 1452106244, 1452106241, 576491065, 1452106210, 533923407]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42694497,,,,,,school,Berufsbildungszentrum für Farbe und Raumgestaltung,,,"POLYGON ((11.5981024 48.1124948, 11.5981326 48.1119837, 11.5981422 48.1116069, 11.597279 48.1115731, 11.5971379 48.1116224, 11.5974602 48.1124779, 11.5976262 48.1124823, 11.597877 48.1124889, 11.5981024 48.1124948))",,,Maler und Lackierer Innung München Stadt und Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[533923490, 1452043772, 533923457, 533923416, 533923422, 533923487, 3659338553, 3659338554, 533923490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43993056,München,,16,81829,Leibengerstraße,school,Christophorus-Schule,Yahoo,,"POLYGON ((11.6815964 48.142262, 11.6816229 48.1420965, 11.6821574 48.1421345, 11.6821309 48.1423, 11.6815964 48.142262))",,,Christopherus Schulverein e.V.,,,,,,,,,,,,,,,,+49 89 991488-0,huegel@christophorus-schulverein.de,+49 89 991488-35,https://www.christophorus-schulverein.de/christophorus-schule/unsere-einrichtungen/schule,,,,,,,,,1;2,private,,,,,,,,,,,,,,,,,,,,,,"[559401951, 559401952, 559401953, 559401954, 559401951]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43994788,,,,,,school,Staatliche Berufsschule München-Land,Yahoo,,"POLYGON ((11.6748072 48.1445843, 11.6744321 48.1445526, 11.6744322 48.1445419, 11.6742892 48.1445295, 11.6743386 48.1441697, 11.6744091 48.1441708, 11.6744176 48.144125, 11.6744309 48.1440143, 11.6752351 48.1440623, 11.6752258 48.1441317, 11.6752676 48.144132, 11.6752517 48.1442405, 11.6749038 48.1442117, 11.6747146 48.1442275, 11.6746752 48.1442117, 11.6745536 48.1442199, 11.6745209 48.1442605, 11.6745153 48.1442988, 11.6745626 48.1442988, 11.6745806 48.1443161, 11.674566 48.1443394, 11.6744759 48.1443372, 11.6744623 48.1443935, 11.6748307 48.1444247, 11.6748072 48.1445843))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[559418771, 3023076312, 3023076318, 559418772, 2093638942, 2093638943, 3023076317, 559418775, 2093638938, 2093638941, 559418776, 559418777, 2093638947, 2093638948, 2093638946, 559418778, 2093638950, 2093638952, 2093638953, 2093638954, 2093638958, 2093638957, 559418779, 559418780, 559418771]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48015298,,,75,,Innsbrucker Ring,school,Mittelschule am Echardinger Grünstreifen,,,"POLYGON ((11.6209634 48.1215293, 11.620935 48.121535, 11.6210038 48.1216894, 11.6211478 48.1220121, 11.6212254 48.1221863, 11.6214031 48.122151, 11.6213781 48.1220951, 11.6211126 48.1214997, 11.6211007 48.121502, 11.6210926 48.1214839, 11.6212262 48.1214574, 11.6212024 48.121404, 11.6211332 48.1212489, 11.6209198 48.1212913, 11.6208128 48.1213126, 11.6208574 48.1214127, 11.6209051 48.1215196, 11.6209547 48.1215097, 11.6209634 48.1215293))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,"[610563996, 10602262409, 610569926, 10602262405, 610563997, 610563998, 1073051707, 3397235157, 610563999, 10602262410, 3397235155, 3397235151, 3397235144, 3397235146, 3397235148, 3397235107, 3397235160, 10602262411, 610563996]",,,,,,school,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50816137,,,,,,school,Grundschule - Tagesheim - Kindertagesstätte An der St.-Martin-Straße 30,,,"POLYGON ((11.5849802 48.1164802, 11.5856154 48.116543, 11.5859065 48.1165498, 11.5859267 48.1159258, 11.5857499 48.1158288, 11.5858971 48.1154006, 11.5852293 48.11534, 11.5851748 48.1155855, 11.5846898 48.1155368, 11.5846744 48.1159508, 11.585089 48.1159549, 11.5850945 48.1162061, 11.5850146 48.1162726, 11.5849802 48.1164802))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[648117684, 1455936143, 648117743, 648117728, 648117730, 648117731, 648117732, 648117733, 648117678, 648117666, 648117667, 648117682, 10602685344, 648117684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52420017,München,DE,5,81245,An der Schäferwiese,school,Grundschule an der Schäferwiese,,,"POLYGON ((11.4437243 48.1582537, 11.4436754 48.1582017, 11.4432959 48.1584151, 11.4425296 48.1578367, 11.4411621 48.1587476, 11.4411196 48.1588579, 11.4411417 48.1590197, 11.4413839 48.1592973, 11.4416549 48.1595855, 11.4419822 48.159447, 11.443621 48.1587318, 11.443569 48.1586365, 11.443453 48.1586634, 11.4433705 48.1585059, 11.4434537 48.1584706, 11.4434087 48.1584361, 11.4433975 48.1584167, 11.4434104 48.1583972, 11.4437243 48.1582537))",,,,,,,,https://www.grundschule-schaeferwiese.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9514188712, 391474364, 391474361, 391474367, 2891720823, 194498270, 2891720829, 666418178, 666418186, 843455968, 9514188710, 9514188709, 9514188708, 9514188707, 9514188706, 9514188705, 9514188703, 9514188704, 9514188712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53304456,,,,,,school,Grundschule am Pfanzeltplatz,,yes,"POLYGON ((11.6311476 48.1007337, 11.6318756 48.100709, 11.6318756 48.1008376, 11.632691 48.1008412, 11.6326936 48.1002017, 11.6316498 48.1001982, 11.6312661 48.1002928, 11.6311816 48.1001618, 11.6307717 48.1001917, 11.6307073 48.1002637, 11.6307469 48.1004122, 11.6310974 48.1003712, 11.6311427 48.1006983, 11.6311476 48.1007337))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[674318766, 1165928069, 1165928074, 674318768, 674318767, 2345065117, 2345065118, 2345065116, 819470745, 1733855836, 819470650, 674318762, 3058148820, 674318766]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54185241,München,DE,55,80999,Franz-Nißl-Straße,school,Mittelschule an der Franz-Nißl-Straße,,,"POLYGON ((11.4605018 48.1940044, 11.4606492 48.1936922, 11.4601257 48.1935922, 11.4602797 48.1932626, 11.4599668 48.193207, 11.4598847 48.1934146, 11.4594812 48.1933626, 11.4594744 48.1931201, 11.4594694 48.1927889, 11.4600825 48.192908, 11.4602258 48.1929365, 11.4602662 48.1928461, 11.4616002 48.1931378, 11.4618233 48.1927836, 11.4623316 48.1929207, 11.4622188 48.1931256, 11.4618175 48.1930322, 11.4616997 48.1932384, 11.4620879 48.193327, 11.4615921 48.1942073, 11.4605018 48.1940044))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3069491573, 6227224103, 6227224104, 3069491567, 6227224106, 6227224107, 6227224105, 3069491566, 6227224108, 683469434, 683121899, 6221219567, 683528961, 6221219568, 9508287847, 6221219571, 6221219572, 6221219569, 683469438, 683469439, 3069491573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56035233,München,DE,6,80639,Winthirplatz,school,,,,"POLYGON ((11.5266926 48.1531363, 11.5266728 48.1531976, 11.5271682 48.153269, 11.5271052 48.1534636, 11.5273489 48.1534987, 11.527465 48.1531401, 11.5267259 48.1530336, 11.5266926 48.1531363))",,,,,Q98643027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,"[703389263, 703389254, 703389278, 703389083, 703389274, 703389297, 703389295, 703389263]",,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56184518,,,51,,,school,Schulungszentrum McDonald's,,,"POLYGON ((11.5040601 48.0884479, 11.5041851 48.0884492, 11.5042197 48.08846, 11.5042543 48.0884669, 11.5042994 48.0884712, 11.504342 48.0884696, 11.5043806 48.0884637, 11.5044176 48.0884546, 11.5045246 48.0884546, 11.5044876 48.0884266, 11.5045246 48.0884057, 11.5045262 48.0883439, 11.5045431 48.0883283, 11.5045584 48.0883057, 11.504568 48.0882767, 11.5045664 48.0882515, 11.5045624 48.0882262, 11.5045511 48.0882015, 11.5045334 48.0881768, 11.504531 48.0881123, 11.5045127 48.0881236, 11.5044602 48.0881558, 11.5044393 48.0881408, 11.5044096 48.0881279, 11.5043693 48.0881172, 11.5043307 48.0881139, 11.5042849 48.0881145, 11.5042479 48.0881215, 11.5042053 48.0881354, 11.5041715 48.0881591, 11.5040951 48.0881043, 11.504092 48.0882064, 11.5040238 48.0882061, 11.5040225 48.0882343, 11.5040911 48.0882357, 11.504084 48.0884026, 11.5040581 48.0884035, 11.5040601 48.0884479))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:GER — BY — Oberbayern — München — Stäblistraße 16 — (McDonald's-Unternehmenszentrale Deutschland · Wasserflächen) Mattes 2022-05-04.jpg,,,,,,,,2,,,,,,"[705038186, 705038191, 3139727456, 705038150, 705038153, 705038171, 705038176, 705038197, 705038196, 705038152, 705038156, 705038175, 3139727455, 705038181, 705038199, 3139727454, 705038205, 705038163, 705038162, 705038180, 3139727467, 3139727453, 705038184, 3139727452, 705038204, 705038210, 705038166, 3139727451, 705038170, 705038187, 705038208, 3056174149, 518113668, 3139727447, 3139727448, 3139727449, 3139727450, 705038186]",,,,,,commercial,,,,grey,white,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
way,59455143,München,DE,6,81735,Max-Kolmsperger-Straße,school,Grundschule Max-Kolmsperger-Straße 6,,,"POLYGON ((11.6530299 48.106996, 11.6530061 48.1069771, 11.6529901 48.1069633, 11.6529893 48.1067591, 11.6530147 48.1057992, 11.6530177 48.1052079, 11.6545487 48.1052011, 11.6545524 48.1056829, 11.6546535 48.1056833, 11.6546532 48.1057923, 11.6546512 48.1064697, 11.6545558 48.106468, 11.654554 48.1065566, 11.6545531 48.1066036, 11.6545467 48.1069183, 11.6540379 48.1069158, 11.6540379 48.107003, 11.6531609 48.1070009, 11.6530299 48.106996))",,,"Freistaat Bayern, Bayerisches Staatsministerium für Bildung und Kultus, Wissenschaft und Kunst",,,,,,,,,,,,,,,,+49 89 674244,gs-max-kolmsperger-str-6@muenchen.de,+49 89 67908405,http://www.gsmaxkolmi.musin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[737227987, 6408747940, 6408747941, 6408747942, 6411668028, 737227989, 737227990, 1855994437, 1855994445, 6411668030, 1855994493, 1855994492, 6406531679, 6408747926, 737227986, 1855994560, 1855994567, 6408747939, 737227987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59455865,München,DE,15,81737,Gerhart-Hauptmann-Ring,school,Mittel- und Förderschule am Gerhart-Hauptmann-Ring,,,"POLYGON ((11.6519267 48.1021332, 11.6519244 48.1020342, 11.6519205 48.1018664, 11.6519198 48.1018316, 11.6519181 48.1017444, 11.6519141 48.1015462, 11.6532183 48.1011747, 11.653221 48.1010457, 11.6532248 48.1009182, 11.6532244 48.1008115, 11.653776 48.1008122, 11.6547137 48.101486, 11.6547106 48.1021337, 11.6533329 48.102134, 11.6519267 48.1021332))",,,"Freistaat Bayern, Bayerisches Staatsministerium für Bildung und Kultus, Wissenschaft und Kunst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[737231510, 6386861918, 817831077, 6386861919, 6386861917, 737231472, 737231533, 1753749225, 1753749222, 737231542, 737231514, 737231532, 737231513, 1855994351, 737231510]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
