element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,source,geometry,access,amenity,fee,parking,toilets:wheelchair,wheelchair,cuisine,diet:vegan,diet:vegetarian,name,opening_hours,phone,tourism,website,maxheight,note,check_date:opening_hours,shop,brand,brand:wikidata,brand:wikipedia,operator,surveillance,capacity,level,contact:website,description,office,sport,wikidata,addr:inclusion,disused:amenity,disused:parking,capacity:disabled,park_ride,check_date,operator:wikidata,height,lit,addr:place,changing_table,covered,wheelchair:description:de,contact:email,contact:fax,contact:phone,source:addr,drive_through,operator:type,ref,contact:facebook,contact:instagram,wheelchair:description,contact:youtube,atm,type,artist_name,start_date,postal_code,material,colour,wikimedia_commons,historic,nodes,architect,building,building:colour,building:levels,building:material,heritage,heritage:operator,internet_access,internet_access:fee,internet_access:password,internet_access:ssid,old_name,ref:lda,roof:colour,roof:levels,roof:shape,short_name,wikipedia,year_of_construction,fax,email,layer,toilets,addr:housename,diet:kosher,roof:height,roof:material,disused:shop,location,indoor_seating,outdoor_seating,alt_name,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,payment:edenred_ticket,payment:girocard,old_ref,heritage:website,lda:criteria,branch,payment:mastercard,payment:visa,stroller,addr:city:fa,atm:operator,nohousenumber,dog,elevator,diet:halal,self_checkout,disused:toilets,compressed_air,fuel:diesel,fuel:octane_91,fuel:octane_95,kiosk,building:levels:underground,smoking,takeaway,drink:club-mate,organic,roof:orientation,ele,ref:vatin,name:fa,name:ru,opening_hours:covid19,service,name:de,wholesale,payment:maestro,building:use,payment:cards,fascade:material,capacity:parent,capacity:women,fuel:octane_98,opening_hours:signed,url,payment:american_express,payment:apple_pay,payment:diners_club,payment:google_pay,payment:vpay,fuel:GTL_diesel,fuel:lpg,fuel:octane_100,owner,payment:coins,payment:notes,social_facility,origin,area,name:cs,name:sk,fuel:biodiesel,fuel:cng,fuel:e85,payment:v_pay,fixme,drink:coffee,building:part,fuel:e10,self_service,noaddress,building:architecture,contact:pinterest,roof:cover:material,air_conditioning,takeaway:covid19,culture,gay,lgbtq,disused,source:addr:housenumber,disused:building,access:covid19,delivery,fuel:HGV_diesel,heritage:ref,protection_status,source:building:levels,service:vehicle:car_repair,service:vehicle:oil_change,construction_date,min_height,craft,image,recycling:scrap_metal,recycling_type,second_hand,toilets:access,addr:floor,automated,addr:neighbourhood,noname,building:min_level,fuel:LH2,club,official_name,car_wash,abandoned:amenity,facebook,instagram,mobile,whatsapp,youtube,website:menu,social_facility:for,source:name,loc_name,community_centre,building:parts,zero_waste,construction,source:geometry,name:ja,name:en,name:signed,male,ref:shop:num,safety:hand_sanitizer:covid19,operator:legal,not:brand:wikidata,opening_date,sausage,ways,note:opening_hours,source:opening_hours,name:ko,name:es,name:fr,name:nl,name:tr
way,106989124,,,,,,,Geoportal Berlin / Hausumringe,"POLYGON ((13.1860885 52.5274608, 13.1861623 52.5274783, 13.1861779 52.527454, 13.1862979 52.5274824, 13.1863332 52.5274274, 13.1861393 52.5273814, 13.1861382 52.5273831, 13.1860885 52.5274608))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1230177686, 1230177608, 1230177792, 1230177569, 1230177831, 2875474002, 1230177520, 1230177686]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106989145,,,,,,,Geoportal Berlin / Hausumringe,"POLYGON ((13.1857448 52.5275452, 13.1858832 52.5273241, 13.1861382 52.5273831, 13.1860885 52.5274608, 13.1860056 52.5274403, 13.1859294 52.5275621, 13.1859152 52.5275847, 13.1857448 52.5275452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1230177815, 1230177927, 1230177520, 1230177686, 1230177864, 2875474103, 1230177812, 1230177815]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107396210,,,,,,,,"POLYGON ((13.2290289 52.6258533, 13.2289608 52.6258114, 13.229269 52.6256259, 13.2293371 52.6256678, 13.2290289 52.6258533))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3625519707, 3625519698, 3625519627, 3625519642, 3625519707]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107396211,,,,,,,,"POLYGON ((13.2293013 52.6255903, 13.2294301 52.6256521, 13.2296741 52.625517, 13.2295481 52.6254503, 13.2293013 52.6255903))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1234360048, 1234360010, 1234359992, 1234360011, 1234360048]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107396212,,,,,,,,"POLYGON ((13.2280942 52.6257428, 13.2281356 52.6257148, 13.2281097 52.6257007, 13.2281872 52.6256482, 13.2282122 52.6256618, 13.2282366 52.6256453, 13.2283216 52.6256916, 13.2282476 52.6257416, 13.228223 52.6257282, 13.2281537 52.6257752, 13.2280942 52.6257428))",,,,,,,,,,Reitsport Zorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1234359996, 5470871723, 5470871722, 1234360041, 5470871721, 5470870420, 1234359985, 5470870419, 1234360022, 5470870418, 1234359996]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107412459,,,,,,,Geoportal Berlin / Hausumringe,"POLYGON ((13.3528341 52.5501975, 13.3527484 52.5502468, 13.3529569 52.550384, 13.3530175 52.5504232, 13.3530835 52.5504666, 13.3532225 52.5503831, 13.3532972 52.5503382, 13.3532905 52.550334, 13.3531882 52.5502686, 13.3531271 52.5503049, 13.3530385 52.5502483, 13.35304 52.550238, 13.3530437 52.5502354, 13.3530317 52.550226, 13.3529481 52.5502725, 13.3529471 52.5502719, 13.3529361 52.5502779, 13.3529771 52.5503045, 13.3529574 52.5503156, 13.3529081 52.5502825, 13.3529375 52.5502655, 13.3528341 52.5501975))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1234547249, 1234547243, 1234547266, 2835832376, 1234547230, 440971688, 2835832356, 2835832354, 2835832340, 2835832349, 2835832334, 2835832331, 2835832329, 2835832327, 2835832342, 2835832341, 2835832345, 2835832348, 2835832352, 2835832346, 2835832338, 1234547249]",,retail,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108522759,,,,,,,,"POLYGON ((13.4449807 52.4993452, 13.4448726 52.4992346, 13.4449035 52.4992232, 13.4449068 52.4992173, 13.4449117 52.4992165, 13.4449195 52.4992054, 13.4449305 52.4991972, 13.4449754 52.4991745, 13.4449455 52.4991417, 13.444939 52.4991442, 13.4449341 52.4991397, 13.4450659 52.4990926, 13.4450961 52.4990822, 13.4452175 52.4992061, 13.4452138 52.4992222, 13.4449807 52.4993452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5486309966, 5486309965, 5486309964, 5486309963, 5486309962, 5486309961, 5486309960, 5486309959, 5486309958, 5486309957, 5486309956, 5486309574, 5486309955, 5486309954, 5486309953, 5486309966]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108526420,,,,,,,Geoportal Berlin / Hausumringe,"POLYGON ((13.3555199 52.5486768, 13.355581 52.5486422, 13.3558696 52.5488378, 13.3555956 52.5489882, 13.355419 52.548869, 13.3556295 52.5487542, 13.3555199 52.5486768))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4193497950, 600747431, 1244922922, 4193497958, 4193497956, 4193497951, 4193497950]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108647328,,,,,,,,"POLYGON ((13.4503246 52.4793114, 13.4502653 52.4792677, 13.4502734 52.4792636, 13.4502273 52.4792296, 13.4501985 52.4792455, 13.4502039 52.4792498, 13.4501382 52.4792826, 13.450133 52.4792787, 13.4501051 52.4792913, 13.4501547 52.4793292, 13.4501611 52.4793261, 13.450215 52.479366, 13.4500696 52.4794374, 13.4499221 52.4793253, 13.4500669 52.4792539, 13.4501596 52.4792082, 13.4503145 52.479132, 13.4504624 52.4792438, 13.4503246 52.4793114))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5340933258, 5340933262, 5340933263, 1245981756, 5340933275, 5340933274, 5340933273, 5340933276, 1245981828, 5340933272, 5340933270, 5340933259, 5340933260, 2280121094, 5340933071, 2281045955, 1245981773, 5340933257, 5340933258]",,retail,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108792199,Berlin,DE,112-120,12555,Seelenbinderstraße,Köpenick,,"POLYGON ((13.5901928 52.4549956, 13.5900356 52.4545232, 13.5903542 52.4544827, 13.5904729 52.4548454, 13.5905109 52.4549556, 13.5901928 52.4549956))",,,,,,,,,,NORMA,Mo-Sa 08:00-20:00; PH off,,,,,,,supermarket,NORMA,Q450180,de:Norma (Supermarkt),NORMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1247338298, 1247338067, 1247338285, 2384137419, 1247338009, 1247338298]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108797108,,,,,,,,"POLYGON ((13.5862096 52.4555858, 13.5865828 52.4555976, 13.5865728 52.4557788, 13.5865127 52.4557774, 13.5865032 52.4560623, 13.5863176 52.4560584, 13.5863149 52.4561051, 13.58616 52.4561019, 13.5862096 52.4555858))",,,,,,yes,,,,Netto Marken-Discount,Mo-Sa 07:00-20:00; PH off,,,,,,,supermarket,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1247368976, 1247369187, 1247369003, 1247369115, 1247369212, 1247369028, 1247369134, 1247369268, 1247368976]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109137984,Berlin,DE,64,10407,Kniprodestraße,Prenzlauer Berg,,"POLYGON ((13.4566417 52.5421552, 13.457044 52.5425304, 13.4573333 52.5424198, 13.4569371 52.5420408, 13.4566844 52.5421386, 13.4566417 52.5421552))",,,,,,,,,,Norma,Mo-Sa 07:00-21:00,,,https://www.norma-online.de/de/filialfinder/suchergebnis?lng=13.4550252&lat=52.5412684&r=3000,,,,supermarket,Norma,Q450180,de:Norma (Handelskette),NORMA Lebensmittelfilialbetrieb Stiftung & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1250244770, 1250244596, 1250244657, 1250244706, 4864998498, 1250244770]",,retail,,1,,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109159614,,,,,,,,"POLYGON ((13.2993724 52.4323311, 13.2993688 52.4322954, 13.2993625 52.4322317, 13.2994562 52.4322282, 13.2994569 52.4322346, 13.2995893 52.4322298, 13.2995921 52.4322572, 13.2998804 52.4322466, 13.2998869 52.4323122, 13.2993724 52.4323311))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3983360880, 6697276639, 3983360315, 3983360312, 3983360316, 3983360313, 3983360322, 3983360320, 3983360875, 3983360880]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109221221,,,,,,,,"POLYGON ((13.3839322 52.4687996, 13.3839428 52.4690695, 13.3838884 52.4690707, 13.3838903 52.4691109, 13.3841491 52.4691067, 13.3841432 52.4687921, 13.384141 52.4686853, 13.3837548 52.4686871, 13.3837595 52.4688004, 13.3839322 52.4687996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1250983440, 2231819558, 1250983417, 2231819564, 1250983431, 640383103, 640383102, 1250983393, 1250983392, 1250983440]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109692764,Berlin,DE,20,14167,Beeskowdamm,Zehlendorf,,"POLYGON ((13.2678859 52.4092923, 13.2678449 52.4094886, 13.2676599 52.4094783, 13.2677252 52.409167, 13.2677282 52.4091654, 13.2682737 52.4092081, 13.2682503 52.4093204, 13.2678859 52.4092923))",,,,,,,,,,Autohaus Foti,,,,,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3222129065, 3222129071, 3222129068, 3222129061, 3222128760, 3222129062, 3222129066, 3222129065]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109694460,,,,,,,,"POLYGON ((13.2684075 52.408454, 13.2683371 52.4088011, 13.2684023 52.408806, 13.268396 52.4088372, 13.2685096 52.4088458, 13.2685159 52.4088146, 13.2689145 52.4088447, 13.2689848 52.4084975, 13.2684075 52.408454))",,,,,,,,,,Tragant,,,,,,,,computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1255080321, 1255080209, 3039308996, 3039308998, 3039308999, 3039308997, 1255080241, 1255080249, 1255080321]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109694461,Berlin,DE,279,14167,Teltower Damm,Lichterfelde,,"POLYGON ((13.268073 52.4086357, 13.2677972 52.4086139, 13.2677758 52.4087289, 13.2677455 52.4087278, 13.2677361 52.4087778, 13.2677661 52.4088003, 13.2679015 52.4088099, 13.2679073 52.4087726, 13.2680443 52.4087823, 13.268073 52.4086357))",,,,,,,,,,Euromaster,,+49 (0) 30 - 8459060,,,,,,car_repair,Euromaster,Q3060668,de:Euromaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1255080257, 1255080288, 1255080246, 1255080206, 1255080339, 5412935509, 1255080311, 1255080262, 1255080229, 1255080257]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109768062,Berlin,DE,176,10369,Storkower Straße,Fennpfuhl,,"POLYGON ((13.4582 52.5265222, 13.458277 52.5265323, 13.4585429 52.5265673, 13.4586436 52.5265805, 13.4584931 52.5270177, 13.4580327 52.5269613, 13.4578826 52.5269274, 13.4576715 52.5271096, 13.4575759 52.5270729, 13.4578517 52.5268419, 13.4578999 52.5267178, 13.458037 52.5267328, 13.4580791 52.526615, 13.4582 52.5265222))",,,,,,yes,,,,Aldi,Mo-Sa 07:00-22:00,,,,,,,supermarket,Aldi,Q125054,en:Aldi,"ALDI GmbH & Co. Kommanditgesellschaft, Kastanienstraße 2-4, 16356 Werneuchen OT Seefeld",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1255677006, 9923286564, 9923286559, 1255677007, 1255675770, 9081193822, 9081193821, 9081149116, 2810647448, 9081193817, 9081193818, 9081193819, 9081193820, 1255677006]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109884514,Berlin,DE,34,12163,Feuerbachstraße,,,"POLYGON ((13.3319749 52.4635279, 13.3321126 52.4634643, 13.3320828 52.4634394, 13.3319443 52.4635033, 13.3319749 52.4635279))",,fast_food,,,,,,,,Pasta Focaccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 743 93 97 4,,,,,,,,,,,,,,,,,,"[1256853051, 1256853013, 1256853053, 1256853025, 1256853051]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110471550,Berlin,DE,215,12059,Sonnenallee,Neukölln,,"POLYGON ((13.4552196 52.4748215, 13.4554013 52.47481, 13.455488 52.4748046, 13.4555131 52.474786, 13.4555089 52.474765, 13.4555502 52.4747627, 13.4555745 52.4747449, 13.455509 52.4743539, 13.4554325 52.4743581, 13.4553871 52.4743809, 13.4553958 52.4744276, 13.4552754 52.474436, 13.455164 52.4744915, 13.4551689 52.4745207, 13.4552196 52.4748215))",,,,,,yes,,,,Netto Marken-Discount,Mo-Sa 07:00-22:00,,,,,,2023-05-04,supermarket,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,Kette,,,,,,,,,,,,,,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1261493435, 5341057887, 2431271386, 2431271391, 1261493470, 2431271390, 2431271388, 2431271384, 2431271382, 2431271380, 2431271378, 2431271375, 1261493443, 8270457866, 1261493435]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110471551,,,,,,,,"POLYGON ((13.4556833 52.4743371, 13.4557723 52.4743315, 13.4561341 52.4743087, 13.4561188 52.4742135, 13.4556673 52.4742421, 13.4556833 52.4743371))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1261493475, 1261493416, 1261493425, 1261493495, 1261493461, 1261493475]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110678505,,,,,,,,"POLYGON ((13.4531553 52.4825998, 13.4535517 52.4823968, 13.4534625 52.4823322, 13.4533704 52.4822655, 13.452974 52.4824685, 13.4531553 52.4825998))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1263333652, 1263333712, 1650938215, 1263333676, 1263333609, 1263333652]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110788248,Berlin,DE,156,13591,Torweg,Staaken,Geoportal Berlin / Hauskoordinaten,"POLYGON ((13.1302234 52.5408899, 13.1303771 52.5408745, 13.1303523 52.5407828, 13.1301986 52.5407981, 13.1302234 52.5408899))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1264225319, 1264225698, 1264226073, 1264224968, 1264225319]",,retail,,1,,,,,,,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111253359,Berlin,DE,744,12527,Adlergestell,,,"POLYGON ((13.6434169 52.3795564, 13.6439491 52.379194, 13.6434975 52.3789468, 13.6433481 52.3790485, 13.6433631 52.3790567, 13.6431961 52.3791703, 13.6431597 52.3791504, 13.6431523 52.3791463, 13.6430314 52.3792286, 13.6430774 52.3792538, 13.6429983 52.3793077, 13.6431216 52.3793752, 13.643082 52.3794021, 13.6431705 52.3794506, 13.6432113 52.3794228, 13.6432698 52.3794549, 13.6432527 52.3794665, 13.6434169 52.3795564))",,,,,,yes,,,,REWE,Mo-Sa 07:00-22:00,,,,,,,supermarket,REWE,Q16968817,de:Rewe (Markt),Holger Gaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1267980913, 1267980916, 1267980921, 2078713464, 2078713463, 5753795422, 5753795320, 5753795421, 2078713468, 2078713469, 1267980928, 2078713470, 2078713471, 2078713473, 2078713472, 2078713474, 2078713475, 1267980913]",,retail,,,,,,,,,,,,silver,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111415095,,,,,,,,"POLYGON ((13.1543065 52.5491211, 13.1545884 52.5490993, 13.1545667 52.5489957, 13.1542848 52.5490175, 13.1543065 52.5491211))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1269423734, 1269422912, 1269422220, 1269421510, 1269423734]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111547103,,,,,,,,"POLYGON ((13.3577296 52.5466378, 13.3579706 52.546787, 13.3580182 52.5468209, 13.3581185 52.5467638, 13.358205 52.5467119, 13.3582217 52.5467018, 13.3582379 52.5466921, 13.3581065 52.5466122, 13.3581006 52.5466065, 13.35808 52.5466186, 13.3580247 52.5466514, 13.3579681 52.5466157, 13.3578972 52.5466619, 13.357794 52.5466, 13.3577831 52.5466069, 13.3577296 52.5466378))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1270596425, 1298278679, 1270597093, 2303852072, 8611614316, 5844002076, 1270597030, 1270597054, 1270596531, 5844002074, 1270596935, 1270597247, 1270597581, 1270596738, 1270596453, 1270596425]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
