element_type,osmid,amenity,name,religion,wheelchair,geometry,denomination,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,operator,website,note,addr:housename,service_times,wheelchair:description,source,contact:email,description,name:ru,opening_hours,place_of_worship,start_date,name:de,name:en,check_date,level,name:fa,email,phone,fax,construction,wikidata,wikipedia,addr:inclusion,alt_name,contact:facebook,contact:fax,toilets:wheelchair,name:ar,name:ku,colour,man_made,contact:email_1,protestant,tourism,historic,church,name:bs,name:pt,short_name,contact:mobile,addr:unit,books,shop,name:tr,inscription,material,subject:wikidata,subject:wikipedia,network,internet_access,opening_hours:covid19,height,contact:deezer,contact:instagram,contact:spotify,contact:youtube,nodes,building,building:architecture,deanery,diocese,heritage,heritage:operator,heritage:website,parish,ref:lda,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,building:levels,roof:colour,roof:material,roof:orientation,roof:shape,ref,architect,building:colour,building:material,loc_name:de,loc_name:lb,min_height,roof:height,loc_name,tower:type,image,building:min_level,architect:wikidata,architect:wikipedia,bldam:criteria,operator:type,ref:bldam,year_of_construction,lda:criteria,name:etymology,name:etymology:wikidata,building:roof:height,building:roof:orientation,fee,name:he,name:it,name:nl,name:pl,name:uk,name:zh,alt_name:es,name:es,name:fr,name:sv,wikimedia_commons,internet_access:fee,source:building:levels,contact:tumblr,building:use,old_name,organisation,lda:inscription_date,url,fixme,construction_year,operator:description,roof:levels,opening_date,nohousenumber,toilets,toilets:access,member_of,check_date:opening_hours,heritage:description,air_conditioning,ele,addr:place,name:vi,preservation,smoking,name:af,name:be,name:cs,name:eu,name:hu,name:ko,name:no,name:ro,name:sk,official_name,subdenomination,name:ja,addr:district,date,survey:date,protect_class,building:facade:material,building:part,old_name:1957-1994,lit,noname,name:sr-Latn,description:de,name:et,reconstruction_date,layer,location,landuse,name:signed,ways,type
way,25022864,place_of_worship,,christian,,"POLYGON ((13.3329288 52.570397, 13.3329153 52.5703535, 13.3328611 52.5703404, 13.3328721 52.5703236, 13.3326076 52.5702539, 13.3325946 52.5702699, 13.3324859 52.5702246, 13.3324662 52.5702488, 13.3323205 52.5701926, 13.3322005 52.5701755, 13.3321476 52.5702531, 13.3322077 52.5702728, 13.3321919 52.5702875, 13.3322244 52.5703011, 13.3322413 52.5702861, 13.3322539 52.5702922, 13.3323743 52.5703113, 13.3323492 52.5703478, 13.3324866 52.5703843, 13.3324952 52.5704058, 13.3325857 52.5703955, 13.3325942 52.5704356, 13.3329288 52.570397))",jehovahs_witness,Berlin,DE,,,,Reinickendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6126583123, 3153580189, 3153580186, 3153580180, 3153580157, 3153580163, 3153580152, 3153580154, 3153580143, 3153580134, 3153580156, 3153580164, 3153580168, 3153580171, 3153580167, 3153580170, 3153580175, 3153580187, 3153580198, 3153580208, 3153580205, 272065422, 6126583123]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25034353,place_of_worship,,christian,,"POLYGON ((13.3318799 52.5684267, 13.3318793 52.5684086, 13.331871 52.5683838, 13.3318642 52.568359, 13.3318575 52.5683562, 13.3318524 52.5683485, 13.3318523 52.5683409, 13.3318575 52.5683345, 13.3318683 52.5683265, 13.3319298 52.5683194, 13.3319292 52.5683151, 13.3320194 52.5683056, 13.332019 52.5682991, 13.3321264 52.5682862, 13.3321254 52.5682833, 13.3321841 52.5682764, 13.3321961 52.5683121, 13.3322098 52.5683162, 13.3322246 52.5683236, 13.3322341 52.5683313, 13.3322391 52.5683405, 13.3322393 52.5683466, 13.3322362 52.5683559, 13.3322305 52.5683659, 13.3322185 52.5683753, 13.3322294 52.5684105, 13.3320662 52.5684306, 13.3320642 52.5684258, 13.3319742 52.5684374, 13.3319735 52.5684356, 13.3319172 52.5684427, 13.3319025 52.5684418, 13.3318927 52.5684394, 13.3318835 52.5684317, 13.3318799 52.5684267))",roman_catholic,Berlin,DE,,,,Reinickendorf,,,Katholische Domgemeinde Sankt Hedwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[272336671, 10029067945, 272336689, 10029067944, 10029067943, 10029067942, 10029067941, 10029067940, 272336673, 10029067939, 10029067938, 10029067937, 10029067958, 10029067936, 10029067935, 272336675, 272336682, 10029067957, 10029067956, 10029067955, 272336683, 6482302291, 272336685, 10029067954, 272336686, 272336687, 10029067953, 10029067952, 10029067951, 10029067950, 10029067949, 10029067948, 10029067947, 10029067946, 272336671]",chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25067751,place_of_worship,Zwölf-Apostel-Kirche,christian,limited,"POLYGON ((13.3578927 52.5006496, 13.3578844 52.5006325, 13.3578531 52.5006382, 13.3578583 52.5006491, 13.3578415 52.5006522, 13.3578363 52.5006412, 13.3578191 52.5006442, 13.3578141 52.5006339, 13.3578314 52.5006308, 13.3578126 52.5005909, 13.3577947 52.500594, 13.3577903 52.5005848, 13.3578082 52.5005817, 13.3577899 52.500543, 13.3577715 52.5005462, 13.3577669 52.5005367, 13.3577854 52.5005334, 13.3577674 52.5004954, 13.3577484 52.5004987, 13.3577438 52.5004893, 13.3577629 52.5004859, 13.3577456 52.5004493, 13.3577261 52.5004528, 13.357721 52.5004423, 13.3577407 52.5004388, 13.3577221 52.5003996, 13.357702 52.5004032, 13.3576966 52.5003921, 13.3577139 52.5003892, 13.3577084 52.5003788, 13.3577111 52.5003764, 13.3576852 52.5003216, 13.3577016 52.500304, 13.3577324 52.5002985, 13.3577619 52.5003084, 13.3577714 52.5003256, 13.3577895 52.500304, 13.3577804 52.5002971, 13.357793 52.5002906, 13.3578021 52.5002975, 13.3578424 52.5002911, 13.3578432 52.5002821, 13.3578581 52.5002833, 13.3578565 52.5002936, 13.3578951 52.5003059, 13.3578848 52.5002841, 13.3578986 52.5002691, 13.3579282 52.5002639, 13.3579582 52.5002727, 13.3579855 52.5003282, 13.3579902 52.5003295, 13.3579942 52.5003387, 13.3580108 52.5003361, 13.3580156 52.5003459, 13.357996 52.5003494, 13.3580158 52.5003896, 13.3580352 52.500386, 13.3580399 52.5003954, 13.3580204 52.500399, 13.3580389 52.5004365, 13.3580583 52.500433, 13.3580631 52.5004428, 13.3580438 52.5004464, 13.3580624 52.5004843, 13.3580817 52.5004808, 13.3580864 52.5004903, 13.3580672 52.5004939, 13.3580858 52.5005317, 13.3581049 52.5005282, 13.3581096 52.5005377, 13.3580906 52.5005412, 13.3581102 52.5005812, 13.3581292 52.5005777, 13.358134 52.5005876, 13.3581151 52.500591, 13.3581204 52.5006017, 13.3581052 52.5006045, 13.3581 52.5005938, 13.3580672 52.5005997, 13.3580761 52.5006183, 13.358064 52.5006312, 13.3580377 52.500636, 13.3580428 52.5006464, 13.358051 52.5006448, 13.3580557 52.5006542, 13.3580476 52.5006558, 13.3580499 52.5006622, 13.3580391 52.5006646, 13.3580402 52.500667, 13.3579694 52.5006798, 13.357968 52.5006768, 13.3579544 52.500679, 13.3579513 52.500673, 13.3579418 52.5006748, 13.357938 52.5006656, 13.3579468 52.5006639, 13.3579417 52.5006538, 13.3579168 52.5006584, 13.3578927 52.5006496))",lutheran,Berlin,DE,1,10783,An der Apostelkirche,Schöneberg,,https://www.zwoelf-apostel-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,Q245150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3837623000, 3837622975, 3837622984, 3837622999, 3837623005, 3837622987, 3837622991, 3837622977, 3837622972, 3837622719, 3837622724, 3837622716, 3837622713, 3837622676, 3837622680, 3837622665, 3837622662, 3837622524, 3837622527, 3837622516, 3837622514, 3837622477, 3837622483, 3837622469, 3837622460, 3837622388, 3837622396, 3837622373, 3837622367, 3837622357, 3837622255, 3837622196, 3837622175, 3837622167, 3837622182, 3837622202, 3837622176, 3837622165, 3837622055, 3837622166, 3837622157, 3837622039, 3837622044, 3837622159, 3837622180, 3837622047, 3837622025, 3837622017, 3837622031, 3837622205, 3837622209, 3837622218, 3837622215, 3837622229, 3837622233, 3837622369, 3837622362, 3837622376, 3837622386, 3837622457, 3837622452, 3837622471, 3837622473, 3837622510, 3837622506, 3837622518, 3837622523, 3837622660, 3837622556, 3837622666, 3837622668, 3837622712, 3837622708, 3837622717, 3837622720, 3837622733, 3837622739, 3837622723, 3837622731, 3837622957, 3837622974, 3837622978, 3837622997, 3837622992, 3837623009, 3837623014, 3837623024, 3837623030, 3837623032, 3837623046, 3837623043, 3837623045, 3837623039, 3837623040, 3837623031, 3837623027, 3837623008, 3837623017, 3837623000]",yes,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25441053,place_of_worship,Dreifaltigkeitskirche,christian,limited,"POLYGON ((13.3465171 52.4355515, 13.3464851 52.4355397, 13.3464927 52.4355308, 13.3464708 52.4355066, 13.3464495 52.4355049, 13.3464496 52.4354974, 13.346444 52.4354967, 13.3464033 52.4354533, 13.3464055 52.4354499, 13.3464001 52.4354452, 13.3463936 52.4354447, 13.3463902 52.4354479, 13.3463036 52.4354457, 13.3463009 52.435443, 13.3462933 52.4354457, 13.3462779 52.4354357, 13.3462365 52.4354348, 13.3462262 52.4354423, 13.3461934 52.4354313, 13.346172 52.4354523, 13.3461675 52.4354536, 13.3461611 52.4354594, 13.3461416 52.4354513, 13.3461333 52.4354596, 13.3461529 52.4354675, 13.3461214 52.4354983, 13.3461019 52.435491, 13.3460933 52.4354995, 13.3461116 52.4355064, 13.3460792 52.4355386, 13.3460612 52.4355318, 13.3460521 52.4355408, 13.3460694 52.4355473, 13.3460585 52.435558, 13.3460727 52.4355634, 13.3460844 52.4355518, 13.3461267 52.4355677, 13.346092 52.435602, 13.3460738 52.4355952, 13.3460664 52.4356025, 13.3460841 52.4356091, 13.3460506 52.4356429, 13.3460454 52.4356414, 13.3459943 52.4356916, 13.3462263 52.4357785, 13.3462779 52.4357274, 13.3462731 52.4357248, 13.3463059 52.4356919, 13.3463238 52.4356986, 13.3463321 52.4356904, 13.3463141 52.4356836, 13.3463474 52.4356506, 13.346387 52.4356655, 13.3463752 52.4356772, 13.3463891 52.4356824, 13.3464007 52.435671, 13.3464195 52.4356781, 13.3464281 52.4356695, 13.3464094 52.4356625, 13.3464424 52.4356298, 13.3464609 52.4356368, 13.3464693 52.4356284, 13.346451 52.4356216, 13.3464833 52.4355896, 13.3465012 52.4355963, 13.3465098 52.4355878, 13.3464919 52.4355811, 13.3465021 52.4355711, 13.3464999 52.4355692, 13.3465171 52.4355515))",protestant,Berlin,DE,4,12247,Paul-Schneider-Straße,Lankwitz,,,,https://www.lankwitz-kirche.de/,,,,,,,,,,,1904,,,,,,,,,,Q1257639,de:Dreifaltigkeitskirche (Berlin-Lankwitz),,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[277266236, 2120150755, 2120150752, 2120150751, 2120150749, 2120150746, 2120150745, 2120150739, 2120150736, 2120150732, 2120150731, 2120150735, 2120150734, 2120150730, 2120150733, 2120150728, 2120150727, 2120150729, 277266260, 2120150738, 2120150740, 2120150741, 2120150737, 2120150742, 2120150743, 2120150747, 2120150744, 2120150748, 2120150750, 2120150754, 2120150753, 277266261, 2120150756, 2120150758, 2120150759, 2120150757, 277266262, 2120150769, 2120150766, 2120150770, 2120150771, 2120150777, 2120150776, 277266232, 277266233, 2120150796, 2120150794, 2120150790, 2120150792, 2120150788, 2120150787, 277266234, 2120150779, 2120150783, 2120150785, 2120150781, 277266235, 2120150780, 2120150778, 2120150774, 2120150775, 2120150773, 2120150772, 2120150765, 2120150768, 2120150763, 2120150762, 2120150761, 2120150760, 277266236]",church,,,,4,lda,,,09065437,,,,,,,,,,,,,,,,,,,,http://commons.wikimedia.org/wiki/File:Dreifaltigkeitskirche_Berlin-Lankwitz_S%C3%BCdostansicht_%282010%29.jpg,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25468515,place_of_worship,Sankt-Annen-Kirche,christian,limited,"POLYGON ((13.2864089 52.4587077, 13.2866061 52.4587067, 13.2866061 52.458753, 13.2866885 52.458753, 13.2866907 52.4587061, 13.2867389 52.4587051, 13.2867425 52.4587092, 13.2867557 52.4587034, 13.2867517 52.4586996, 13.2867758 52.4586786, 13.2867843 52.4586798, 13.2867876 52.4586717, 13.286781 52.4586706, 13.286779 52.4586447, 13.286788 52.4586424, 13.2867828 52.4586359, 13.2867735 52.4586383, 13.2867528 52.4586163, 13.2867566 52.4586128, 13.2867449 52.4586076, 13.2867413 52.4586113, 13.2866891 52.4586113, 13.2866892 52.4586062, 13.2866724 52.4586058, 13.2866718 52.4586114, 13.2866235 52.4586115, 13.2866241 52.4586066, 13.2866048 52.4586068, 13.2866044 52.4586118, 13.286411 52.4586129, 13.286408 52.4586584, 13.2864089 52.4587077))",protestant,Berlin,DE,55,14195,Königin-Luise-Straße,Dahlem,,,,,,,Su 09:30,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,Q1244208,de:Dorfkirche Dahlem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[277522460, 5211051373, 5211051371, 5211051370, 5211051372, 277522462, 5750398641, 5750398640, 5750398642, 3176577539, 5750400430, 5750400429, 5750398643, 3176577538, 5750400428, 5750400427, 5750398645, 5750398644, 5750400425, 5750400426, 277522463, 5750400423, 5750400337, 5750400338, 5750400421, 5750400422, 5750400339, 5750400340, 5750400424, 277522461, 277525186, 277522460]",church,gothic,Kirchenkreis Teltow-Zehlendorf,Evangelische Kirche Berlin-Brandenburg-schlesische Oberlausitz,4,lda,http://www.stadtentwicklung.berlin.de/cgi-bin/hidaweb/getdoc.pl?DOK_TPL=lda_doc.tpl&KEY=obj%2009075373,Evangelische Kirchengemeinde Dahlem,09075373,,,,,,,,,,,,,,,,,,,,http://commons.wikimedia.org/wiki/File:St.-Annen-Church.Berlin-Dahlem2007.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25868094,place_of_worship,,christian,,"POLYGON ((13.3718086 52.532549, 13.3717649 52.5325342, 13.3717909 52.5325057, 13.3718197 52.5325154, 13.3718346 52.5325204, 13.3718086 52.532549))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[660933776, 282168208, 660933775, 273104502, 660933774, 660933776]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25992369,place_of_worship,St. Joseph,christian,yes,"POLYGON ((13.3630936 52.5439283, 13.3625941 52.5436066, 13.3625731 52.5436197, 13.3625729 52.5436319, 13.3626124 52.5436566, 13.3625613 52.543686, 13.3625141 52.5436743, 13.3624574 52.5436824, 13.3624168 52.5437049, 13.3624031 52.5437356, 13.3623658 52.5437419, 13.36229 52.5437863, 13.3624785 52.5439053, 13.3626456 52.5440132, 13.3627854 52.5441041, 13.362852 52.5440661, 13.3628623 52.544073, 13.3628883 52.5440584, 13.3629453 52.5440264, 13.3630174 52.5439858, 13.3630389 52.5439737, 13.3630285 52.543966, 13.3630808 52.5439357, 13.3630936 52.5439283))",catholic,Berlin,DE,161,13353,Müllerstraße,Wedding,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,Q2316288,de:St. Joseph (Berlin-Wedding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[283555560, 283555561, 1287796001, 1287796165, 1287795791, 1211807803, 1211807817, 1211807782, 1211807800, 1211807790, 1211807791, 283555565, 1287796249, 1287796149, 283555566, 1287796123, 1287796181, 3101197253, 3101197237, 3101197249, 1287795807, 1287795915, 3101197247, 283555560]",church,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Gebäudegeschosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26287777,place_of_worship,Sankt Canisius,christian,limited,"POLYGON ((13.2940266 52.5079557, 13.2943785 52.5078445, 13.2940794 52.5074944, 13.2937267 52.507607, 13.2940266 52.5079557))",catholic,Berlin,DE,28,14057,Witzlebenstraße,Charlottenburg,,http://www.st.canisius-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,Q1680299,de:St. Canisius (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4378105708, 287955080, 287955112, 287955116, 4378105708]",church,,,,,,,,,,,,,6,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26564731,place_of_worship,Kreuzkirche,christian,,"POLYGON ((13.1847249 52.5496724, 13.1845611 52.5496803, 13.184564 52.5496976, 13.1844566 52.5497117, 13.1843522 52.5497083, 13.1843295 52.5496204, 13.1844465 52.5495994, 13.1845461 52.5495995, 13.1845508 52.549611, 13.1847097 52.5496011, 13.1847249 52.5496724))",methodist,,,,,,,,,,,,,,,,,Evangelisch-methodistische Kirche Spandau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1166372141, 1166372147, 291213666, 291213667, 291213661, 291213662, 291213663, 291213665, 1166372156, 1166372142, 1166372141]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26566979,place_of_worship,Mauritiuskirche,christian,,"POLYGON ((13.4777602 52.5118315, 13.4778023 52.5118789, 13.4778265 52.5118774, 13.4778742 52.5119031, 13.477925 52.5118993, 13.4779436 52.5118763, 13.477967 52.5118681, 13.4779741 52.5118781, 13.4780083 52.5118931, 13.4780506 52.5118897, 13.4780807 52.5118683, 13.4780833 52.5118378, 13.478074 52.5118308, 13.4780864 52.511825, 13.478117 52.5118426, 13.4781674 52.5117985, 13.4781575 52.5117597, 13.4781672 52.5117511, 13.4781284 52.5117066, 13.4780995 52.5117067, 13.4780986 52.5117033, 13.4780171 52.5116891, 13.4780126 52.5116847, 13.4779866 52.5116929, 13.4779648 52.5116682, 13.4779908 52.5116592, 13.4779826 52.5116497, 13.4779574 52.5116584, 13.4779316 52.5116293, 13.4779567 52.5116202, 13.4779184 52.5115779, 13.4778933 52.5115861, 13.477871 52.5115604, 13.4778962 52.5115518, 13.4778892 52.5115429, 13.4778639 52.5115512, 13.4778406 52.5115258, 13.4778663 52.5115167, 13.4778595 52.5115083, 13.4778331 52.5115164, 13.4778233 52.5115065, 13.4778142 52.5115069, 13.4777957 52.5114939, 13.477783 52.5114977, 13.4777699 52.5114831, 13.4777793 52.511471, 13.4777666 52.5114667, 13.4777535 52.5114789, 13.4777229 52.5114727, 13.4777221 52.5114579, 13.4777066 52.5114583, 13.4777064 52.511473, 13.477674 52.5114825, 13.4776558 52.5114761, 13.4776499 52.5114829, 13.477661 52.5114864, 13.4776526 52.5115078, 13.4776326 52.5115086, 13.4776323 52.5115156, 13.4776003 52.511526, 13.4776482 52.5115839, 13.477676 52.5115755, 13.4776993 52.511604, 13.4776751 52.5116117, 13.477682 52.5116211, 13.477706 52.511613, 13.4777299 52.5116413, 13.4777075 52.5116491, 13.4777435 52.5116915, 13.4777695 52.5116832, 13.4777925 52.5117131, 13.4777713 52.5117203, 13.4778034 52.511758, 13.4777823 52.5118146, 13.477775 52.5118145, 13.4777602 52.5118315))",roman_catholic,Berlin,DE,1,10365,Mauritiuskirchstraße,Lichtenberg,+49 30 5593183,,,,,,,,,st.mauritius.berlin@gmx.de,,,,,1892,,,,,,,,,,Q2321458,de:St. Mauritius (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[291250797, 291250799, 3781138280, 3781138283, 3781138282, 3781138279, 291250801, 5001789100, 3781138281, 291250802, 291250803, 3781138277, 3781138276, 3781138275, 291250804, 3781138273, 291251337, 291250807, 3781138270, 5001789102, 5001789101, 5001789103, 291250808, 291250809, 3781138265, 3781138264, 3781138261, 3781138262, 3781138258, 3781138156, 3781138150, 3781138152, 3781138148, 3781138147, 3781138145, 3781138146, 3781138144, 3781138141, 3781138136, 3781138140, 3781138139, 5001789104, 3781138133, 3781138134, 3781138128, 3781138200, 291250811, 3781138204, 3781138201, 3781138196, 3781138195, 3781138202, 3781138129, 291250813, 3781138127, 3781138130, 3781138138, 3781138137, 3781138142, 291250814, 3781138151, 3781138149, 3781138153, 3781138154, 3781138257, 3781138155, 3781138259, 3781138260, 3781138268, 3781138266, 3781138271, 3781138272, 291250815, 5001789105, 3781138274, 291250797]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://st-mauritius-berlin.tumblr.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27055207,place_of_worship,Petrus-Kirche,christian,yes,"POLYGON ((13.3280709 52.4251487, 13.3280355 52.4251401, 13.3280198 52.4251656, 13.3278753 52.425131, 13.3278915 52.4251047, 13.3278587 52.4250967, 13.3278745 52.425071, 13.3278541 52.4250663, 13.3278596 52.4250578, 13.3278799 52.4250625, 13.3279059 52.4250213, 13.3278856 52.4250165, 13.3278913 52.4250078, 13.327911 52.4250122, 13.3279369 52.4249708, 13.3279175 52.4249661, 13.3279234 52.4249572, 13.3279428 52.4249618, 13.3279689 52.4249199, 13.3279498 52.4249154, 13.3279554 52.4249064, 13.3279741 52.4249108, 13.328 52.4248697, 13.3279818 52.4248653, 13.3279873 52.4248567, 13.3280054 52.4248611, 13.3280128 52.4248492, 13.3280277 52.424853, 13.3280208 52.4248648, 13.3280445 52.4248704, 13.3280681 52.4248346, 13.3280607 52.4248218, 13.3280738 52.4248192, 13.3280804 52.4248088, 13.3281152 52.424817, 13.3281228 52.4248047, 13.3281161 52.424798, 13.3281253 52.424794, 13.3281298 52.4247978, 13.3281477 52.424796, 13.328146 52.4247903, 13.3281573 52.4247891, 13.3281595 52.4247939, 13.3281783 52.424799, 13.3281836 52.424796, 13.3281922 52.424801, 13.3281872 52.4248043, 13.3281952 52.4248138, 13.3282026 52.4248121, 13.3282084 52.4248189, 13.3281993 52.4248221, 13.3281916 52.4248346, 13.3282239 52.4248423, 13.3282175 52.4248544, 13.328224 52.4248611, 13.3282049 52.4248675, 13.328182 52.4249033, 13.3282045 52.4249086, 13.3282126 52.4248964, 13.3282292 52.4249005, 13.3282213 52.4249126, 13.3282401 52.4249172, 13.328235 52.4249253, 13.3282161 52.4249209, 13.3281905 52.4249615, 13.3282093 52.424966, 13.3282041 52.424975, 13.3281845 52.4249704, 13.3281574 52.4250128, 13.328177 52.4250175, 13.3281714 52.4250259, 13.328152 52.4250214, 13.3281257 52.4250626, 13.3281457 52.4250673, 13.32814 52.4250762, 13.32812 52.4250715, 13.3280935 52.4251133, 13.3281135 52.4251181, 13.3281079 52.4251267, 13.3280879 52.4251219, 13.3280709 52.4251487))",protestant,Berlin,DE,2,12209,Oberhofer Platz,Lichterfelde,,,,,,,,,,,,,,,1897..1898,,,,,,,,,,Q2080869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5482470606, 5482471682, 5482470674, 5482470605, 5482471681, 5482470673, 5482470604, 5482471680, 5482470672, 5482470603, 5482471679, 5482470671, 5482470602, 5482471678, 5482470670, 5482470601, 5482471677, 5482470669, 5482470600, 5482471676, 5482470668, 5482471675, 5482471674, 5482471673, 5482471672, 5482471671, 5482471670, 5482471669, 5482471668, 5482471667, 5482471666, 5482471665, 5482471664, 5482471663, 5482471662, 5482471661, 5482470599, 5482470666, 5482470598, 5482470665, 5482470597, 5482470664, 5482470596, 5482470663, 5482470595, 5482470662, 5482470594, 5482470661, 5482470593, 5482470660, 5482470592, 5482470659, 5482470591, 5482470658, 5482470590, 5482470657, 5482470589, 5482470656, 5482470588, 5482470655, 5482470587, 5482470654, 5482470586, 5482470653, 5482470585, 5482470651, 5482470584, 5482470650, 5482470583, 5482471264, 5482470649, 5482470582, 5482471263, 5482470648, 5482470581, 5482471262, 5482470647, 5482470580, 5482471261, 5482470646, 5482470606]",church,,,,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09066001,,09066001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,File:Berlin-Lichterfelde 12-12 Petrus Kirche 01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27058690,place_of_worship,Stadtkirche St. Laurentius,christian,no,"POLYGON ((13.575429 52.4466885, 13.5755196 52.4466743, 13.57554 52.4467153, 13.5759142 52.4466417, 13.5758925 52.4466005, 13.5759705 52.4465852, 13.5759359 52.4465195, 13.5758589 52.4465346, 13.5758371 52.4464933, 13.5754623 52.4465667, 13.5754853 52.4466104, 13.5753962 52.4466279, 13.575429 52.4466885))",protestant,,,,12555,Alt-Köpenick,,,,,http://www.stadtkirche-koepenick.de,,,,,,,,,,,1841,Stadtkirche St. Laurentius,City Church of St. Lawrence,,,,,,,,Q2320042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,"[1883605065, 1883605064, 296889490, 296889487, 1883605062, 1883605060, 1883605058, 1883605059, 296889488, 296889489, 1883605061, 1883605063, 1883605065]",church,,,,4,lda,,,09095584,,,,,5,,,,gabled,,,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27102241,place_of_worship,al-Nur Moschee,muslim,,"POLYGON ((13.4655302 52.4640001, 13.4650687 52.4642646, 13.4651454 52.4643145, 13.4652394 52.4643757, 13.465359 52.4644536, 13.4656832 52.4642625, 13.4656379 52.4642316, 13.465772 52.4641528, 13.4655302 52.4640001))",,Berlin,DE,3,12057,Haberstraße,Neukölln,,,,http://www.al-nur-moschee.de/,,,,,,,,,,,,,,,,,,,,,Q15616559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[297353221, 297353376, 7809203822, 7809203824, 297353223, 297353284, 297353226, 297353285, 297353221]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
