element_type,osmid,geometry,barrier,opening_hours,access,lit,name,tourism,website,wheelchair,bicycle,foot,note,addr:city,addr:housenumber,addr:postcode,addr:street,phone,toilets:wheelchair,wheelchair:description,description,dog,fee,operator,addr:country,addr:suburb,level,source,artist_name,start_date,historic,loc_name,leisure,leaf_cycle,leaf_type,natural,wikidata,height,wikimedia_commons,image,surface,contact:website,landuse,nodes,name:etymology:wikidata,name:etymology:wikipedia,protection_title,wikipedia,alt_name,architect,architect:wikidata,architect:wikipedia,heritage,heritage:operator,heritage:website,lda:criteria,lda:inscription_date,name:he,name:ru,reconstruction_date,ref:lda,name:be,postal_code,smoothness,old_name,short_name,layer,sport,boundary,protect_class,place,name:en,opening_hours:covid19,de:strassenschluessel,historic:garden:type,historic:leisure,reg_name,name:fa,smoking,old_name:etymology:wikidata,old_name:etymology:wikipedia,short_protection_title,payment:coins,bldam:criteria,official_name,proposed:name,proposed:name:etymology:wikidata,proposed:name:start_date,source:description,building,denomination,religion,check_date:opening_hours,esperanto,name:etymology,operator:type,area,dogs,cemetery:end_date,name:ja,email,cutting,name:2017-03-12--,ref:whc,whc:criteria,whc:inscription_date,garden:type,nudism,was:landuse,building:levels,roof:shape,noname,roof:material,construction,year_of_construction,landcover,abandoned:amenity,ref:bldam,note:contact:website,website:de,whatsapp,ways,type,name:de,name:ko
way,763416704,"POLYGON ((13.4957146 52.6249524, 13.4955161 52.6247727, 13.4954974 52.6247499, 13.495495 52.6247235, 13.4955021 52.624705, 13.4955314 52.6246843, 13.4960681 52.6244584, 13.4962466 52.6246173, 13.495953 52.6247421, 13.4960399 52.6248176, 13.4957146 52.6249524))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7133584233, 7133584232, 7133584231, 7133584230, 7133584229, 7133584228, 7133584227, 7133584226, 7133584225, 7133584224, 7133584233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765689290,"POLYGON ((13.184171 52.5075972, 13.1842753 52.5075485, 13.1848494 52.5073747, 13.1855015 52.5072247, 13.1858407 52.5071375, 13.1859503 52.5070978, 13.1860714 52.5070561, 13.1861715 52.5070131, 13.1862326 52.5069695, 13.1863379 52.5068855, 13.1863801 52.5068406, 13.1864011 52.5068144, 13.1864348 52.5068124, 13.1865012 52.5067829, 13.1865702 52.506933, 13.1866308 52.507058, 13.1868867 52.5072196, 13.1870732 52.5073594, 13.1870985 52.5074376, 13.1870269 52.5074312, 13.1869605 52.5074183, 13.1867488 52.5074094, 13.1862621 52.5074126, 13.185847 52.5074171, 13.1856332 52.5074222, 13.1853993 52.507444, 13.1850664 52.5074748, 13.1846409 52.5075325, 13.1844818 52.5075472, 13.1843196 52.5075825, 13.184171 52.5075972))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7151182541, 7151182540, 7151182539, 7151182538, 7151182537, 7151182536, 7151182535, 7151182534, 7151182533, 7151182532, 7151182531, 7151182530, 7151182529, 7151182528, 7151182527, 7151182526, 7151182525, 7151182524, 7151182523, 7151182522, 7151182521, 7151182520, 7151182519, 7151182518, 7151182517, 7151182516, 7151182515, 7151182514, 7151182513, 7151182512, 7151182541]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765984781,"POLYGON ((13.1161996 52.462792, 13.1162262 52.4628818, 13.1170591 52.4628163, 13.1172105 52.4628066, 13.1173367 52.4628058, 13.117898 52.4628094, 13.1179053 52.4627196, 13.1175227 52.4627171, 13.1172424 52.4627163, 13.1170352 52.4627289, 13.1167934 52.4627479, 13.1161996 52.462792))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7154000482, 7154000481, 7154000480, 7154000479, 7154000478, 7154000477, 7154000476, 7154000475, 7154000474, 7154000473, 7154000472, 7154000482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,765991631,"POLYGON ((13.1436301 52.4562488, 13.1436236 52.4563011, 13.1458635 52.4555003, 13.1458003 52.4554711, 13.1436301 52.4562488))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[4994605708, 7154075011, 7154075010, 4994605707, 4994605708]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,766324255,"POLYGON ((13.1190505 52.5276318, 13.1190245 52.5273093, 13.120256 52.527281, 13.1215338 52.5270108, 13.1217158 52.5273245, 13.1217003 52.5273263, 13.1203947 52.5276023, 13.1190505 52.5276318))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[3038447912, 2839785665, 7157185930, 7157185929, 7157185928, 7157185948, 3038447911, 3038447912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,766324256,"POLYGON ((13.1243063 52.5270125, 13.1244857 52.5268331, 13.1247961 52.5265663, 13.1248375 52.5264452, 13.1247486 52.5263635, 13.1246705 52.5263458, 13.1220484 52.5269014, 13.1221904 52.5271474, 13.1219458 52.5271984, 13.1219994 52.5272919, 13.1241985 52.5268258, 13.1243063 52.5270125))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7157185938, 7157185931, 7157185937, 7157185936, 7157185935, 7157185934, 2839785655, 7157185933, 7157185932, 7157185947, 3038447910, 7157185938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,772454167,"POLYGON ((13.5406475 52.4014731, 13.5410773 52.4014605, 13.5412253 52.4014288, 13.5421977 52.4014233, 13.542196 52.4012072, 13.5407952 52.4011578, 13.5406475 52.4014731))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7211973677, 7211973676, 7211973675, 7211973674, 7211973673, 2820987642, 7211973677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,775686772,"POLYGON ((13.3683601 52.5231777, 13.3687424 52.5231814, 13.3688355 52.5229072, 13.3683666 52.5226792, 13.3683641 52.522872, 13.3683629 52.5229659, 13.3683601 52.5231777))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,gravel,,,"[7236465116, 7236465115, 7236475200, 7236475199, 8346282984, 8346282997, 7236465116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,775686773,"POLYGON ((13.3683529 52.5237195, 13.3686689 52.523726, 13.3686343 52.5235208, 13.3687273 52.5232287, 13.368465 52.5232269, 13.3683593 52.5232252, 13.36836 52.5232506, 13.3683608 52.5232788, 13.3684657 52.5232793, 13.3684627 52.5235848, 13.368462 52.523658, 13.3683575 52.5236576, 13.3683529 52.5237195))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,gravel,,,"[7236465121, 7236465120, 7236465119, 7236465118, 8328219804, 7236465117, 8346282986, 7236475195, 7236475196, 8328219798, 7236475197, 7236475198, 7236465121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,775952705,"POLYGON ((13.2113697 52.5498288, 13.2114022 52.5498775, 13.2118415 52.5505353, 13.2114871 52.5508112, 13.2114163 52.5508663, 13.2111253 52.550719, 13.210782 52.5504866, 13.2105486 52.5502461, 13.210452 52.5501042, 13.2105492 52.5500985, 13.2113697 52.5498288))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7238890263, 9517552312, 9517557056, 9517556943, 7238890237, 7238890236, 7238890235, 7238890234, 7238890233, 7238890262, 7238890263]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,778109484,"POLYGON ((13.1738315 52.5186795, 13.1739048 52.5188111, 13.1733317 52.5189294, 13.1732575 52.5187962, 13.1738315 52.5186795))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7300125670, 7300125671, 7262021954, 7262021955, 7300125670]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,778109485,"POLYGON ((13.1725806 52.5191005, 13.1726863 52.5192925, 13.1720433 52.5194235, 13.1719376 52.5192314, 13.1725806 52.5191005))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[388428189, 7262021960, 7262021961, 7262021962, 388428189]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,779425130,"POLYGON ((13.1667633 52.5205175, 13.1666093 52.5202467, 13.1665381 52.5202274, 13.1661409 52.5203084, 13.1660945 52.520363, 13.1662431 52.520624, 13.1664268 52.5205846, 13.1662729 52.5203102, 13.1664386 52.5202765, 13.1665899 52.5205524, 13.1667633 52.5205175))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7278319924, 7278319925, 7278319926, 7278319927, 7278319928, 7278319929, 7264582692, 7264582695, 7264582694, 7264582693, 7278319924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,779425131,"POLYGON ((13.1662608 52.5206583, 13.1667918 52.5205513, 13.1668692 52.5206785, 13.1668204 52.5207303, 13.166404 52.5208142, 13.1663304 52.5207906, 13.1662608 52.5206583))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7278319930, 7278319931, 7278319932, 7278319933, 7278319934, 7278319935, 7278319930]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,780246509,"POLYGON ((13.6005852 52.5453151, 13.6003095 52.5445728, 13.6002841 52.5444961, 13.6003585 52.544487, 13.6003321 52.5444177, 13.6003391 52.5443778, 13.6011907 52.5444444, 13.6018277 52.544493, 13.6021844 52.5445208, 13.6021889 52.5444994, 13.6022716 52.5445059, 13.6022668 52.5445276, 13.6021647 52.5450132, 13.6021224 52.5450342, 13.6021026 52.5451132, 13.6021449 52.545241, 13.6022034 52.5454018, 13.6019412 52.5454373, 13.6019991 52.5455987, 13.6020365 52.5457032, 13.6018571 52.5457277, 13.6020319 52.5462038, 13.60204 52.5462257, 13.6019616 52.5462356, 13.601954 52.5462144, 13.6016031 52.5462625, 13.6013636 52.5462949, 13.600736 52.5463798, 13.6003848 52.5464274, 13.6003923 52.5464485, 13.6003093 52.5464605, 13.6003012 52.5464386, 13.6002224 52.5462239, 13.6002054 52.5462262, 13.600195 52.546196, 13.6002113 52.5461937, 13.6001649 52.5460674, 13.6001575 52.5460472, 13.600238 52.5460359, 13.6002455 52.5460566, 13.6005952 52.5460088, 13.6005557 52.545901, 13.6007588 52.5458514, 13.6007755 52.5458326, 13.6008328 52.5458249, 13.6008716 52.5459307, 13.6010408 52.5459078, 13.6010496 52.5459066, 13.6010923 52.545901, 13.6015032 52.5458469, 13.6016294 52.5457284, 13.6018337 52.5456082, 13.6016754 52.5451685, 13.6008176 52.5452838, 13.6005852 52.5453151))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[655153137, 7285392215, 7285392214, 7285392213, 7285392212, 3883251515, 3883251525, 3883251534, 3883251544, 3883251538, 3883251539, 3883251545, 3883251597, 7285392211, 7285392210, 3883251608, 3883251628, 3883251633, 3883251664, 3883251700, 3883251712, 3883252009, 3883252019, 3883252021, 3883252012, 3883252023, 7285392237, 3883252058, 3883252079, 3883252092, 3883252099, 3883252085, 3883252018, 3883252020, 3883252007, 3883252006, 3883251850, 3883251842, 3883251837, 3883251847, 3883251827, 3883251769, 4422188134, 3883251728, 3883251748, 655153143, 7285392209, 655153167, 7285392207, 655153168, 3883251713, 655153163, 655153164, 7285392208, 655153137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,782182943,"POLYGON ((13.1714793 52.5189934, 13.1714036 52.5188547, 13.1715313 52.5188277, 13.1714655 52.5187163, 13.1714965 52.5187095, 13.1718827 52.5186292, 13.1720211 52.5188803, 13.1714793 52.5189934))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7303951428, 7262021936, 7262021937, 7303951429, 7278344081, 7278344080, 7303951430, 7303951428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,782184593,"POLYGON ((13.1726053 52.5206392, 13.1738544 52.52038, 13.1738222 52.5203267, 13.1737473 52.5202026, 13.1736762 52.520085, 13.1724438 52.5203552, 13.1726053 52.5206392))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7303973398, 7303973399, 7460765170, 7460765171, 7303973400, 7303973401, 7303973398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783983736,"POLYGON ((13.1680858 52.5175269, 13.1671721 52.5178816, 13.1672039 52.5179655, 13.1672853 52.5180258, 13.1673419 52.5182648, 13.1672853 52.5182992, 13.1672961 52.5185088, 13.167173 52.5185542, 13.1671645 52.5185715, 13.1672592 52.518748, 13.1674583 52.5187065, 13.1673896 52.5185889, 13.1680407 52.5184488, 13.167857 52.5179178, 13.1679794 52.5179056, 13.1679383 52.5177465, 13.1681364 52.5177262, 13.1681197 52.5176585, 13.1681241 52.5175264, 13.1680858 52.5175269))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7323254508, 7323254509, 7323254510, 7323254511, 7323254512, 7323254513, 7323254514, 7323254515, 7323254516, 7323254517, 7323254518, 7323254519, 7323254520, 7323254521, 7323254522, 7323254523, 7323254524, 7323254525, 7323254526, 7323254508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783993970,"POLYGON ((13.1647882 52.5209302, 13.1646152 52.5206294, 13.1649494 52.5205582, 13.1651225 52.520859, 13.1647882 52.5209302))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7323332250, 7323332251, 7323332252, 7323332253, 7323332250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787568416,"POLYGON ((13.520759 52.5715173, 13.5208084 52.571509, 13.520826 52.5715159, 13.5208389 52.5715335, 13.5209135 52.5718583, 13.5209173 52.5719296, 13.520899 52.5720083, 13.5208907 52.5720315, 13.5208526 52.5721068, 13.5208115 52.5721517, 13.5205572 52.5723673, 13.5205397 52.5723692, 13.5205321 52.5723636, 13.520759 52.5715173))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7363594242, 7363594241, 7363594240, 7363594239, 7363594238, 7363594237, 7363594236, 9845626940, 7363594235, 7363594234, 7363594233, 7363594232, 7363594231, 7363594242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787957208,"POLYGON ((13.4837711 52.6198268, 13.4835956 52.6196515, 13.4858711 52.6186887, 13.4859303 52.6186961, 13.4860583 52.6188292, 13.4860442 52.6188658, 13.4837711 52.6198268))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7366821902, 7366821901, 7366821900, 7366821899, 7366821898, 7366821897, 7366821902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,787957934,"POLYGON ((13.4796028 52.6210005, 13.4805235 52.6203129, 13.4808291 52.6204635, 13.4808513 52.6204911, 13.4808461 52.6205218, 13.4800688 52.6211079, 13.4799563 52.6211216, 13.4796028 52.6210005))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7366821842, 7366821841, 7366821840, 7802095894, 7366821839, 7366821838, 7366821837, 7366821842]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793287240,"POLYGON ((13.2816694 52.5368505, 13.283495 52.5367748, 13.2839357 52.5367557, 13.2848975 52.5367666, 13.2849851 52.5367147, 13.2866134 52.5367324, 13.2866283 52.5364638, 13.2863127 52.5364597, 13.2852869 52.5364386, 13.284593 52.5364293, 13.284544 52.5364512, 13.2844992 52.5364258, 13.2835481 52.5364651, 13.2833847 52.5364474, 13.2828129 52.53648, 13.2818546 52.5365532, 13.2812716 52.5365825, 13.2811678 52.5366076, 13.2811186 52.5366403, 13.2806255 52.5366517, 13.2805376 52.5366823, 13.2805214 52.5366698, 13.2804962 52.5366815, 13.2804857 52.5366724, 13.2804543 52.536686, 13.2804388 52.5366771, 13.2804146 52.5366896, 13.2803981 52.536678, 13.2803713 52.5366913, 13.2803569 52.5366813, 13.2803279 52.5366949, 13.2802979 52.5366729, 13.2802285 52.5367267, 13.2796628 52.5367422, 13.2796384 52.5370497, 13.2801567 52.5369769, 13.2805005 52.5369384, 13.2812069 52.536888, 13.2812757 52.5368721, 13.2816694 52.5368505))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7417761115, 7417761114, 7417761113, 7417761112, 10862026526, 10862026525, 7417761110, 3414662763, 3414662743, 3414662733, 3414662756, 3414662729, 3414662772, 3414662752, 3414662782, 3414662833, 3414662850, 3414662861, 3414662891, 3414662896, 3414662924, 3414662908, 3414662923, 3414662910, 3414662925, 3414662919, 3414662930, 3414662920, 3414662929, 3414662922, 3414662931, 3414662906, 10862026521, 10862026519, 10862026520, 10862026522, 10862026523, 10862026524, 7418656628, 7417761115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794236716,"POLYGON ((13.458783 52.4374125, 13.4587801 52.4374597, 13.4587347 52.4374819, 13.4581023 52.437416, 13.4573241 52.4362473, 13.4577295 52.4360756, 13.458783 52.4374125))",,,,,,,,,,,,,,,,,,,,,,Vivantes,,,,,,,,,park,,,,,,,,,,,"[7428410629, 7428410646, 7428410616, 7428397584, 7428410636, 7428410603, 7428410629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794347261,"POLYGON ((13.3166113 52.4669286, 13.3168096 52.466964, 13.3168789 52.4670352, 13.3172074 52.467032, 13.3171972 52.4668795, 13.3171765 52.4668908, 13.3171378 52.4669023, 13.3170846 52.4669091, 13.3170457 52.4669074, 13.3170082 52.4668952, 13.3169867 52.466878, 13.316972 52.46686, 13.3169626 52.4668298, 13.316962 52.4668178, 13.3166113 52.4669286))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7429413536, 7429413535, 7429413534, 7429413533, 7429413532, 8117902474, 7429413531, 7429413530, 7429413529, 7429413528, 7429413527, 7429413526, 7429413525, 8117974966, 7429413536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,794347262,"POLYGON ((13.3162872 52.4669674, 13.3165132 52.4669601, 13.3165849 52.4669411, 13.3167889 52.4669779, 13.3168508 52.4670376, 13.3163229 52.4670463, 13.316288 52.4670238, 13.3162872 52.4669674))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[7429413542, 7429413541, 8117974967, 7429413540, 7429413539, 7429413537, 7429413538, 7429413542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,795681717,"POLYGON ((13.5533284 52.5363745, 13.5533284 52.5363346, 13.5531907 52.5363333, 13.5531802 52.5362893, 13.5531177 52.5361786, 13.5539119 52.5361845, 13.5539115 52.5359665, 13.5543236 52.5359679, 13.554548 52.5362232, 13.5545988 52.5363031, 13.5548651 52.5363227, 13.5550983 52.5363278, 13.5552021 52.5363282, 13.5553909 52.5363241, 13.5555714 52.536314, 13.5555925 52.536296, 13.5556611 52.5363716, 13.5545545 52.5363621, 13.5545516 52.5367243, 13.5545767 52.5367247, 13.5545777 52.537004, 13.5546806 52.5370053, 13.5546828 52.5373248, 13.5546731 52.5373248, 13.5546729 52.5373366, 13.554584 52.537336, 13.554583 52.5373447, 13.5545536 52.5373447, 13.5545339 52.5373333, 13.5545437 52.5373258, 13.5544807 52.5372871, 13.5544926 52.5372795, 13.5543587 52.5372028, 13.5542684 52.5372571, 13.5542355 52.5372367, 13.5542081 52.5372197, 13.5542069 52.5372184, 13.5542194 52.5372112, 13.5540905 52.5371325, 13.5540796 52.5371386, 13.5539556 52.5370637, 13.5539673 52.537056, 13.5538377 52.5369822, 13.5538243 52.5369887, 13.5537046 52.5369144, 13.5537147 52.536908, 13.5535828 52.536828, 13.5535717 52.5368347, 13.5535068 52.5367939, 13.5534959 52.5368002, 13.5534797 52.5367903, 13.5534783 52.5367712, 13.5534931 52.5367713, 13.5534927 52.5367156, 13.5535054 52.5367156, 13.5535075 52.5366045, 13.5535101 52.5363751, 13.5533284 52.5363745))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[5039852702, 7442345548, 7442345547, 7442345546, 560836061, 9992340186, 9992340185, 560836063, 4779213817, 7442345545, 7442345544, 7442345543, 7442345542, 7442345541, 7442345540, 7442345539, 8617748715, 560824607, 5039852696, 5039852697, 528911305, 5039852699, 5039852698, 5039853971, 5039853972, 5039853973, 5039853974, 5039853982, 5039853983, 5039853984, 5039853985, 5039853986, 5039853987, 528911308, 7442345525, 5039853960, 5039852710, 5039852711, 5039852712, 5039852713, 5039852714, 5039852715, 5039852716, 5039852717, 5039852718, 5039852719, 5039852720, 5039853921, 5039853922, 5039853923, 5039853924, 5039853925, 528911304, 5039853926, 5039853927, 5039853928, 528911301, 5039852702]",,,geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,795839379,"POLYGON ((13.5920767 52.5242703, 13.5920975 52.524329, 13.5921632 52.5243209, 13.5923385 52.5242988, 13.5924117 52.5245133, 13.5923807 52.5245172, 13.5923974 52.5245661, 13.5924321 52.5245617, 13.5925547 52.5245462, 13.5925504 52.5245335, 13.5926549 52.5245202, 13.5926592 52.5245328, 13.592779 52.5245177, 13.5927747 52.524505, 13.5928289 52.5244982, 13.5928333 52.5245111, 13.592989 52.5244914, 13.5929848 52.5244789, 13.5930351 52.5244726, 13.5930393 52.5244849, 13.5930431 52.5244844, 13.5930395 52.5244736, 13.5931618 52.5244583, 13.5931576 52.5244458, 13.5932621 52.5244327, 13.5932664 52.5244453, 13.593388 52.5244301, 13.5933837 52.5244173, 13.5934385 52.5244104, 13.5934427 52.5244229, 13.5936518 52.5243967, 13.5936856 52.5243924, 13.5936688 52.524343, 13.5936347 52.5243473, 13.593562 52.5241329, 13.5935783 52.5241309, 13.5935778 52.5241296, 13.5935575 52.5241322, 13.5935461 52.5240987, 13.5935674 52.5240961, 13.5935355 52.5240024, 13.5935144 52.5240051, 13.5934923 52.5239402, 13.5935125 52.5239376, 13.5934809 52.5238447, 13.5934618 52.5238471, 13.5934397 52.5237822, 13.5934601 52.5237796, 13.5934283 52.5236863, 13.5934082 52.5236889, 13.5933965 52.5236544, 13.5934167 52.5236519, 13.5932902 52.5232786, 13.5932735 52.5232807, 13.5932 52.5230653, 13.5932361 52.5230608, 13.5932194 52.5230118, 13.593183 52.5230164, 13.5929707 52.523043, 13.5929673 52.523033, 13.5929202 52.5230389, 13.5929236 52.5230489, 13.5925711 52.5230931, 13.5925751 52.5231049, 13.5923618 52.5231317, 13.592358 52.5231207, 13.592311 52.5231266, 13.5923146 52.5231372, 13.5919643 52.5231812, 13.5919283 52.5231858, 13.5919458 52.5232371, 13.5919788 52.5232329, 13.5920509 52.5234452, 13.5918733 52.5234675, 13.5918072 52.5234755, 13.5918313 52.5235432, 13.5929337 52.5234061, 13.5931724 52.5241324, 13.5920767 52.5242703))",,24/7,,,Stadtteilpark Palmenhof,,,,,,,Berlin,10,12619,Bodo-Uhse-Straße,,,,,,,Stadt und Land mbH,,,,,,,,,park,,,,,,,,,,,"[10618966118, 10618966113, 324381754, 324381753, 9285512409, 9285512408, 324381752, 9285512385, 9285512410, 9285512411, 9285512417, 9285512413, 9285512412, 9285512415, 9285512414, 9285512416, 9285512393, 9285512392, 9285512390, 9285512391, 5306820700, 5306820701, 9285512371, 9285512369, 9285512368, 9285512370, 9285512375, 9285512373, 9285512372, 9285512374, 9285512363, 324381750, 5306820697, 5306820698, 5306820696, 5306820699, 9285512353, 9285490794, 9285490795, 9285490796, 9285490799, 9285490797, 9285490798, 9285490800, 9285490792, 9285490790, 9285490791, 9285490793, 9285490789, 9285490787, 9285490788, 9285512352, 5306820693, 5306820690, 5306820689, 5306820688, 324381749, 9285512349, 9285512406, 9285512404, 9285512405, 9285512407, 5306820686, 5306820685, 9285512402, 9285512400, 9285512401, 9285512403, 9285512347, 324381747, 5306820682, 5306820683, 324381745, 324381762, 10618966114, 10618966115, 10618966116, 10618966117, 10618966118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
