element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,surveillance,wheelchair,source,name,source:addr,wikimedia_commons,amenity,nodes,building,building:colour,height,operator,roof:shape,start_date,blind:description:de,building:levels,government,heritage,heritage:operator,lda:criteria,name:da,name:de,name:en,name:es,name:fr,name:nl,name:no,office,old_name,old_name:de,old_name:en,phone,ref:lda,website,wikidata,wikipedia,year_of_construction,addr:housename,building:material,description,heritage:website,operator:short,operator:wikidata,roof:colour,roof:levels,roof:material,image,country,diplomatic,embassy,name:be,name:ru,opening_hours,contact:website,alt_name,building:use,check_date:opening_hours,opening_hours:signed,contact:phone,short_name,layer,wheelchair:description,ref:bufa,toilets:wheelchair,building:name,member_of,research_institution,name_1,name:fa,target,brand:wikidata,note,name:uk,liaison,url,name:lo,official_name,name:ar,building:min_level,addr:inclusion,fee,tourism,architect,building:architecture,name:it,name:ja,name:pl,name:sv,description:de,smoking,police,architect:wikidata,architect:wikipedia,name:etymology:wikidata,ways,type,building:part,contact:email,contact:fax,contact:website:de,contact:website:en,name:cy,name:ga,name:gd,short_name:en,short_name:ru,fixme,loc_name,museum,email,historic_name:de,historic_name:en,building:parts,air_conditioning,contact:tripadvisor,internet_access,name:cs,name:el,name:fi,name:he,name:is,name:ko,name:lt,name:pt,name:ro,name:sk,name:zh,ref:vatin,reservation,toilets
relation,56880,"POLYGON ((13.3734249 52.5288062, 13.3732953 52.5287591, 13.3732526 52.5287446, 13.3730703 52.5289337, 13.3738237 52.5292088, 13.373594 52.5294497, 13.3736363 52.5294651, 13.3738606 52.5295517, 13.3737559 52.5296639, 13.3741397 52.5298025, 13.3742478 52.5296947, 13.374522 52.5297968, 13.3749514 52.5293641, 13.374855 52.5293276, 13.3746857 52.5292665, 13.3744392 52.5291774, 13.37357 52.5288578, 13.3734249 52.5288062), (13.3735609 52.5289526, 13.3735179 52.5289998, 13.3733535 52.5289379, 13.3733974 52.5288917, 13.3735609 52.5289526), (13.3738596 52.5291233, 13.3736913 52.5290633, 13.3737417 52.5290177, 13.3739012 52.5290771, 13.3738596 52.5291233), (13.3739181 52.5292679, 13.3739996 52.5292979, 13.3739015 52.5293963, 13.37382 52.5293663, 13.3739181 52.5292679), (13.3741352 52.5293153, 13.3744567 52.5294382, 13.3742721 52.529624, 13.3739528 52.5295045, 13.3741352 52.5293153), (13.374125 52.5292216, 13.3739585 52.5291617, 13.3740189 52.5291012, 13.3741824 52.52916, 13.374125 52.5292216), (13.3745952 52.5295615, 13.3744779 52.5296783, 13.3744016 52.5296499, 13.3745189 52.5295331, 13.3745952 52.5295615), (13.3742699 52.5292099, 13.3745327 52.5293084, 13.3744832 52.5293523, 13.3742289 52.5292542, 13.3742699 52.5292099), (13.374605 52.5294508, 13.3746646 52.5293865, 13.3747424 52.529416, 13.3746828 52.5294796, 13.374605 52.5294508))",,,,,,,,,,Pépinière,,,,"[[[317461447, 317461449, 317461451, 317461453, 319013785, 319013786, 678978368, 319013708, 319013716, 319013750, 317461455, 317461457, 317461459, 317461462, 678978364, 317461473, 678978388, 317461447], [317461504, 317461512, 317461514, 317461517, 317461504], [317461519, 317461525, 317461523, 317461521, 317461519], [317461528, 317461534, 317461532, 317461530, 317461528], [317461536, 317461544, 317461540, 317461538, 317461536], [317461550, 317461553, 317461557, 317461555, 317461550], [317461563, 317461559, 317461561, 317461565, 317461563], [317461486, 317461567, 317461569, 317461493, 317461486], [317461548, 317461546, 317461480, 317461496, 317461548]]]",government,,,,gabled,,,4,,,,,,,,,,,,,,,,,,,Q1802956,,,,,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[28880805, 28880806, 28880809, 28880811, 28880814, 28880818, 28880820, 28880822, 28880824]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,61399,"POLYGON ((13.3830291 52.5049608, 13.3824271 52.504676, 13.382061 52.5049636, 13.3819793 52.5050272, 13.3821158 52.5050934, 13.3825154 52.5052872, 13.3825711 52.505313, 13.3830291 52.5049608), (13.3827875 52.5050162, 13.3825421 52.5052033, 13.3822239 52.5050493, 13.3824675 52.5048626, 13.3827875 52.5050162))",,,,,,,,,,Deutschlandhaus,,"File:Institut für Städtebau der Deutschen Akademie für Städtebau und Landesplanung, Bibliothek.jpg",,"[[[290342353, 290342348, 290342349, 5325761625, 290342354, 290352894, 5325761622, 290342353], [322563716, 322563717, 322563718, 322563720, 322563716]]]",government,,,,flat,,,,,4,lda,Baudenkmal,,,,,,,,government,,,,,09097793,,Q20825901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[26490922, 29319394]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,85531,"POLYGON ((13.357252 52.4918258, 13.3566682 52.4918412, 13.3566553 52.4918416, 13.3566974 52.492431, 13.3567154 52.492682, 13.3567425 52.4930602, 13.35734 52.4930443, 13.3573267 52.4928581, 13.3576321 52.49285, 13.3576098 52.4925393, 13.3576788 52.4925375, 13.3576707 52.4924243, 13.3576623 52.4923073, 13.3575895 52.4923092, 13.3575673 52.4919988, 13.357265 52.4920068, 13.357252 52.4918258), (13.3571302 52.4922767, 13.3570774 52.4923178, 13.3568237 52.4923223, 13.3568194 52.4922234, 13.3568817 52.492223, 13.3568805 52.4921986, 13.3568174 52.4921991, 13.3568133 52.4921029, 13.3570801 52.492097, 13.3571157 52.4921139, 13.3571174 52.4921298, 13.3571052 52.4921327, 13.3571122 52.4922565, 13.3571299 52.4922627, 13.3571302 52.4922767), (13.3570624 52.4920135, 13.3568531 52.4920174, 13.3568485 52.4919276, 13.3569867 52.491925, 13.3569885 52.4919605, 13.3570793 52.4919588, 13.3570808 52.4919879, 13.3570611 52.4919883, 13.3570624 52.4920135), (13.3571618 52.4927396, 13.3571758 52.4927451, 13.3571757 52.4927568, 13.3571418 52.4927801, 13.3568713 52.4927882, 13.3568534 52.4925667, 13.3570893 52.4925596, 13.3571611 52.4925954, 13.3571616 52.492614, 13.3571531 52.4926179, 13.3571618 52.4927396), (13.3569111 52.4924544, 13.3569116 52.4924392, 13.3569026 52.4924279, 13.3568904 52.4924199, 13.3568803 52.4924169, 13.3568799 52.4924102, 13.357073 52.4924056, 13.3570749 52.492427, 13.3570051 52.4924284, 13.3570065 52.4924532, 13.3570775 52.4924523, 13.3570775 52.4924753, 13.3568843 52.4924799, 13.356884 52.4924747, 13.3568939 52.4924715, 13.3569055 52.4924633, 13.3569111 52.4924544), (13.3571266 52.4928972, 13.357128 52.4929221, 13.357194 52.4929207, 13.357196 52.4929545, 13.3569681 52.4929593, 13.356963 52.4928701, 13.3571896 52.4928652, 13.3571913 52.4928959, 13.3571266 52.4928972), (13.357419 52.4923177, 13.3572692 52.4923191, 13.3572685 52.4922902, 13.3574183 52.4922887, 13.357419 52.4923177), (13.3572992 52.4925422, 13.357446 52.4925387, 13.3574571 52.4927082, 13.3573104 52.4927118, 13.3572992 52.4925422))",,,,,,,,,,,,,,"[[[263065003, 263238126, 5571881307, 263238125, 263065001, 263065000, 263064999, 263064998, 5743011874, 263064996, 1852682962, 7075737024, 263064995, 263065007, 347303878, 263065004, 263065003], [263065008, 263065012, 6516680569, 6516680567, 6516680568, 6516680566, 6516680564, 6516680565, 263065011, 263065009, 6516680560, 6516680561, 6516680563, 6516680562, 263065008], [263065013, 263065017, 6516680571, 6516680547, 6516680546, 6516680545, 6516680544, 6516680570, 263065016, 263065014, 263065013], [263065021, 263065024, 263065023, 263065022, 263065021], [263065026, 263065029, 263065028, 263065027, 263065026], [264103306, 264103309, 6516680542, 6516680543, 6516680541, 6516680540, 264103308, 264103307, 264103306], [264103310, 1588635800, 1588635788, 6516680573, 264103313, 6516680572, 264103312, 264103311, 264103310], [352945579, 6516680559, 6516680552, 6516680553, 6516680554, 6516680555, 6516680556, 6516680557, 6516680558, 352945580, 352945581, 6516680550, 6516680551, 6516680549, 6516680548, 352945582, 352945579]]]",government,,,,,,,,,,,,,,,,,,,,,,,,,,Q314104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[24294343, 24294344, 24294345, 24294346, 24294347, 24345488, 24345489, 31540626]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,168590,"POLYGON ((13.2798983 52.5157604, 13.2798883 52.5158213, 13.2798482 52.5158188, 13.2798423 52.5158545, 13.2798645 52.5158559, 13.2798029 52.51623, 13.279999 52.5162419, 13.2800156 52.516141, 13.2800661 52.5161441, 13.2800624 52.516167, 13.2801358 52.5161714, 13.2801395 52.5161489, 13.2803008 52.5161587, 13.2802397 52.5165296, 13.2802153 52.5165281, 13.2802096 52.5165627, 13.2803059 52.5165686, 13.2803076 52.5165585, 13.280429 52.5165659, 13.2805109 52.5160687, 13.2804871 52.5160672, 13.2804914 52.5160406, 13.2805348 52.5160433, 13.2805728 52.5158123, 13.2806073 52.5158144, 13.280629 52.5156828, 13.2805953 52.5156807, 13.2806335 52.5154485, 13.2805924 52.515446, 13.280596 52.5154241, 13.280624 52.5154258, 13.2806431 52.5153101, 13.2799725 52.5152693, 13.2799159 52.5156136, 13.2799241 52.5156141, 13.2799189 52.5156461, 13.279485 52.5156196, 13.2794662 52.515734, 13.2798983 52.5157604), (13.280057 52.5158421, 13.2800679 52.515773, 13.2803838 52.5157916, 13.2803458 52.5160316, 13.280353 52.516032, 13.2803488 52.5160582, 13.2803204 52.5160565, 13.2803178 52.5160729, 13.2800834 52.5160591, 13.2800798 52.516082, 13.2800261 52.5160788, 13.2800635 52.5158425, 13.280057 52.5158421), (13.2800945 52.5156244, 13.2801047 52.5156251, 13.2801423 52.5153954, 13.2804595 52.5154146, 13.2804557 52.5154381, 13.2804436 52.5154383, 13.2804047 52.5156764, 13.2800892 52.5156573, 13.2800945 52.5156244))",,,,,,,,,,Agentur für Arbeit Berlin Nord,,,,"[[[437322443, 5659422775, 5659422774, 437322444, 437322445, 437322446, 5659422782, 5659422780, 5659422781, 5659422783, 5659422787, 5659422784, 5659422785, 5659422786, 437322447, 5659422797, 5659422796, 437322448, 437322449, 5659422799, 5659422798, 437322450, 5659422800, 5659422801, 437322451, 5659422773, 5659422770, 5659422771, 5659422772, 437322452, 437322453, 437322454, 1908497600, 1908497578, 437322455, 437322456, 437322457, 437322458, 437322443], [437322463, 5659422792, 5659422793, 5659422794, 5659422795, 437322465, 5659422788, 5659422789, 437322466, 437322464, 5659422790, 5659422791, 437322463], [437322459, 437322461, 5659422779, 5659422778, 437322462, 437322460, 5659422777, 5659422776, 437322459]]]",government,,,,,,,1,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[37415674, 37415676, 37415675]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,184915,"POLYGON ((13.3814224 52.5209196, 13.3813806 52.5208267, 13.3813334 52.5208346, 13.381081 52.5208178, 13.3810738 52.5208614, 13.3809752 52.5208557, 13.381037 52.5204943, 13.3810401 52.520468, 13.3810818 52.5204333, 13.3811139 52.5204287, 13.3810184 52.5201957, 13.3808136 52.5202257, 13.3807637 52.520233, 13.3807866 52.5202894, 13.3809287 52.5202681, 13.3809736 52.5203788, 13.3809865 52.5204098, 13.3809522 52.520435, 13.3801663 52.5203789, 13.3801357 52.5205723, 13.3800816 52.5208361, 13.3802566 52.5208468, 13.3802646 52.5207958, 13.3807733 52.520826, 13.3807645 52.5208794, 13.3810098 52.520895, 13.3814224 52.5209196), (13.3804317 52.5205388, 13.3808664 52.5205675, 13.3808366 52.5207486, 13.3803991 52.5207228, 13.3804317 52.5205388))",,,,,,,,,,Bundestagsverwaltung,,,,"[[[364496472, 364496509, 364496492, 364496480, 364496472], [364322209, 364322247, 364322249, 364322251, 364322248, 364322225, 885432795, 364322227, 364322228, 364322229, 10157361264, 2269063120, 2269063121, 10157361268, 10157361270, 2269063119, 2269063122, 2269063123, 364322236, 364322238, 364322239, 2269063131, 2269063127, 2269063128, 364322243, 364322245, 364322209]]]",government,,,,,,,,,4,lda,Baudenkmal,,,,,,,,,ehem. Kaiserliches Patentamt,,,,09095896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[32399626, 32359648]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,304170,"POLYGON ((13.3764814 52.5313294, 13.3765395 52.5312684, 13.3769484 52.5308313, 13.3766518 52.5307285, 13.3765842 52.5307029, 13.3763971 52.5306384, 13.3759358 52.53113, 13.3764814 52.5313294), (13.3764744 52.5308181, 13.3766575 52.5308821, 13.3764103 52.5311447, 13.3762286 52.5310778, 13.3764744 52.5308181))",,,,,,,,,,,,,,"[[[539182943, 539182940, 3332897373, 539182941, 678980947, 678980945, 317461605, 539182943], [539182944, 539182946, 539182947, 539182948, 539182944]]]",government,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[43041076, 43215865]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,318560,"POLYGON ((13.3862795 52.5096364, 13.3862953 52.5095675, 13.3865148 52.5095809, 13.3865133 52.509594, 13.3868845 52.5096187, 13.3868429 52.5098914, 13.3865052 52.5098716, 13.3864954 52.5099231, 13.3864789 52.5100195, 13.3869506 52.5100481, 13.3870197 52.5100514, 13.3870476 52.510053, 13.3870468 52.5100639, 13.387143 52.5100698, 13.3871449 52.5100652, 13.3871964 52.5100619, 13.3872585 52.5100507, 13.3872931 52.5100414, 13.3873281 52.5100321, 13.3873876 52.5100083, 13.3874359 52.5099801, 13.3874455 52.5099816, 13.387497 52.5099311, 13.3874787 52.5099232, 13.3877164 52.5096866, 13.387737 52.5096939, 13.3877889 52.5096407, 13.3877713 52.5096329, 13.387861 52.5095417, 13.387882 52.5095496, 13.3879335 52.5094953, 13.3879266 52.5094927, 13.3879318 52.5094878, 13.3873529 52.5092674, 13.387365 52.5092557, 13.3873148 52.509236, 13.3873009 52.5092453, 13.3872132 52.5092163, 13.3871068 52.5091924, 13.3868706 52.5091704, 13.3868775 52.509134, 13.3867213 52.5091251, 13.3867166 52.5091611, 13.385959 52.5091146, 13.3859324 52.5092693, 13.3861863 52.5092811, 13.3861495 52.5094715, 13.3859041 52.5094523, 13.3858772 52.5096116, 13.3862795 52.5096364), (13.3865117 52.5094288, 13.3864726 52.5094264, 13.386456 52.5094357, 13.3862164 52.5094194, 13.3862415 52.5092872, 13.3864758 52.5093025, 13.3864844 52.5093111, 13.3865279 52.5093131, 13.3865397 52.5093067, 13.3867411 52.5093198, 13.3866956 52.5094519, 13.3865214 52.5094401, 13.3865117 52.5094288), (13.3870291 52.5093406, 13.3871018 52.5093542, 13.3871354 52.5093627, 13.3871735 52.5093767, 13.387068 52.5094876, 13.387054 52.5094807, 13.3870459 52.5094774, 13.3870367 52.5094756, 13.387027 52.5094754, 13.3870171 52.5094769, 13.3870083 52.5094801, 13.3870014 52.5094847, 13.386997 52.5094903, 13.3869532 52.5094809, 13.386905 52.5094738, 13.3868369 52.5094664, 13.3867616 52.5094623, 13.3868103 52.5093256, 13.3869532 52.509334, 13.3870291 52.5093406), (13.3874922 52.5096599, 13.3874832 52.5096671, 13.3871036 52.5095251, 13.3872336 52.509397, 13.3876528 52.5095543, 13.3875326 52.509675, 13.3874922 52.5096599))",,,75,10117,Mauerstraße,,,,,,,,,"[[[544516780, 544516782, 544516785, 544516739, 5246291333, 5246291332, 544516742, 5246291331, 544516743, 5246291330, 5246291329, 5246291328, 544516745, 5246291327, 544516747, 5246291317, 5246291318, 5246291319, 5246291320, 5246291321, 5246291322, 544516250, 5246291323, 544516253, 5246291316, 5246291315, 5246291314, 544516255, 5246291313, 6539520637, 5246291312, 544516258, 5246291311, 5246291310, 544516262, 5246291309, 6539537171, 6539537174, 544516266, 3345707089, 544516230, 544516233, 544516237, 5246291308, 5246291307, 544516772, 544516774, 544516775, 544516777, 544516780], [544516761, 10658851324, 10658851325, 10658851326, 10658851323, 544516764, 544516766, 10658851319, 10658851321, 10658851322, 10658851320, 544516768, 544516761], [544516759, 544516769, 544516770, 5246291340, 5246291339, 5246291338, 10658851313, 10658851314, 10658851315, 5246291337, 10658851316, 10658851317, 10658851318, 544516241, 544516754, 5246291336, 5246291335, 544516757, 5246291334, 544516759], [544516243, 544516749, 544516751, 544516753, 5246291342, 5246291341, 544516243]]]",government,,,,,1872,,4,,4,,,,,,,,,,,Reichspostministerium,,,,,,,de:Museum für Kommunikation Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum,Ernst Hake;Heinrich Techo;Franz Ahrens,neo-baroque,,,,,,,,,,,"[43326015, 44098878, 44098877, 44098876]",multipolygon,,,,,,,,,,,Gebäude baulich richtig aufteilen und dann building=office für das Ministerium und building=civic für das Museum verwendet werden.,Post-Kolosseum,technology,,,,,,,,,,,,,,,,,,,,,
relation,318562,"POLYGON ((13.3845073 52.5123726, 13.3848721 52.5124437, 13.3849442 52.5123058, 13.3851075 52.5120095, 13.3850528 52.5119987, 13.3850556 52.511993, 13.3850464 52.5119909, 13.3845351 52.5118893, 13.3843023 52.5123326, 13.3845073 52.5123726), (13.3846648 52.5120273, 13.3849401 52.5120803, 13.3848048 52.5123416, 13.3845311 52.5122899, 13.3846648 52.5120273))",,,,,,,,,,,,,,"[[[364316549, 545125060, 2758405769, 3380105769, 3380105770, 545125063, 1604633870, 545125065, 3380105772, 364316549], [545125069, 545125073, 545125077, 545125079, 545125069]]]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[43350465, 44098881]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,331019,"POLYGON ((13.4796265 52.5159871, 13.4796273 52.515983, 13.4796919 52.5159873, 13.4797049 52.5159872, 13.4797044 52.5159765, 13.4797363 52.5159486, 13.4797438 52.5159498, 13.4797802 52.5159188, 13.4797758 52.5159137, 13.4799132 52.515794, 13.4799185 52.5157953, 13.4799549 52.5157653, 13.4799516 52.5157625, 13.4800088 52.5157122, 13.4798913 52.5156591, 13.4798829 52.5156623, 13.4798535 52.5156463, 13.4798291 52.5156363, 13.4797999 52.5156262, 13.4797655 52.5156169, 13.4797381 52.5156112, 13.4797052 52.515606, 13.479707 52.5155982, 13.4796942 52.5155968, 13.4796938 52.5156043, 13.4796645 52.5156025, 13.4796356 52.5156008, 13.4796356 52.5155938, 13.4796189 52.5155941, 13.4796176 52.515601, 13.4795747 52.5156029, 13.4795225 52.5156096, 13.4794953 52.5156151, 13.4794164 52.5156364, 13.479413 52.515633, 13.4792857 52.5156673, 13.4793258 52.5157224, 13.479319 52.515724, 13.4793463 52.5157593, 13.4793542 52.5157584, 13.4794547 52.5158955, 13.4794498 52.5158975, 13.4794756 52.5159317, 13.4794827 52.5159322, 13.4795049 52.515966, 13.4795033 52.5159747, 13.4795688 52.5159791, 13.4795683 52.5159819, 13.4796265 52.5159871), (13.479585 52.5158186, 13.4795734 52.5158182, 13.4795561 52.5158214, 13.4795096 52.5157611, 13.4795546 52.5157494, 13.4795595 52.5157501, 13.4795785 52.5157193, 13.479569 52.5157166, 13.4795539 52.5156932, 13.4795862 52.515689, 13.4796243 52.5156868, 13.4796626 52.5156887, 13.4797023 52.5156939, 13.4797426 52.5157036, 13.4797157 52.5157262, 13.4797059 52.5157265, 13.4797162 52.5157586, 13.4797223 52.5157575, 13.4797591 52.5157754, 13.4796976 52.5158299, 13.4796909 52.5158288, 13.4796886 52.5158327, 13.4796668 52.5158314, 13.479669 52.5158179, 13.4795866 52.5158126, 13.479585 52.5158186))",Berlin,DE,6,10367,Möllendorffstraße,Lichtenberg,,yes,,Rathaus Lichtenberg,,,townhall,"[[[3242724439, 3242724437, 3242724430, 3242724426, 3242724416, 3242724415, 3242724406, 3242724405, 3242724347, 3242724349, 3242724329, 3242724327, 3242724287, 3242724270, 3242724272, 3242724264, 3242724260, 3242724256, 3242724255, 3242724248, 3242724246, 3242724254, 10685069588, 3242724257, 3242724252, 3242724253, 3242724258, 3242724262, 3242724265, 3242724268, 3242724271, 3242724276, 3242724286, 3242724282, 3242724318, 3242724351, 3242724352, 3242724372, 3242724369, 3242724410, 3242724413, 3242724421, 3242724419, 3242724434, 3242724444, 3242724443, 3242724440, 3242724442, 3242724439], [3242724375, 3242724378, 3242724377, 3242724380, 3242724350, 3242724342, 3242724343, 3242724323, 3242724320, 3242724307, 3242724303, 3242724301, 3242724302, 3242724308, 3242724314, 3242724330, 3242724331, 3242724348, 3242724345, 3242724359, 3242724386, 3242724384, 3242724388, 3242724387, 3242724376, 3242724375]]]",government,firebrick,,,gabled,,,3,,,,,,,,,,,,,,,,,,,Q323656,de:Rathaus Lichtenberg,,Rathaus Lichtenberg,brick,,,,,firebrick,1,roof_tiles,,,,,,,,,,,2022-08-28,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[42709613, 44617312]",multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,396554,"POLYGON ((13.3909453 52.505075, 13.3909411 52.505101, 13.3909375 52.5051233, 13.3909516 52.5051241, 13.3909129 52.5053633, 13.3909 52.5053625, 13.3908902 52.5054231, 13.3908804 52.5054837, 13.3908919 52.5054844, 13.3908524 52.5057287, 13.3908093 52.5057262, 13.3908056 52.5057492, 13.3908021 52.5057709, 13.3910609 52.5057864, 13.3910957 52.5057885, 13.3910998 52.5057635, 13.3911027 52.5057455, 13.3911786 52.50575, 13.391185 52.5057105, 13.3911082 52.5057059, 13.3911184 52.5056432, 13.3921736 52.5057065, 13.3921704 52.5057263, 13.3922034 52.5057283, 13.3921891 52.5058165, 13.392209 52.5058177, 13.3924725 52.5058335, 13.3924762 52.5058107, 13.3924803 52.5057849, 13.3924505 52.5057831, 13.392493 52.5055206, 13.392543 52.5052113, 13.392581 52.5052136, 13.3925859 52.5051835, 13.3925885 52.5051674, 13.3925835 52.5051664, 13.3923023 52.5051497, 13.392279 52.5052938, 13.3911856 52.5052283, 13.3911943 52.5051746, 13.3912733 52.5051794, 13.3912793 52.5051425, 13.3911998 52.5051378, 13.3912074 52.5050907, 13.3909453 52.505075), (13.3912457 52.5054111, 13.3911537 52.5054038, 13.3911612 52.5053585, 13.3915938 52.5053852, 13.3915681 52.5055396, 13.3911367 52.505513, 13.3911432 52.5054734, 13.391233 52.5054791, 13.3912457 52.5054111), (13.3922316 52.5055823, 13.3918328 52.5055599, 13.3918567 52.5054028, 13.3922536 52.5054252, 13.3922472 52.5054672, 13.3921871 52.5054632, 13.3921734 52.5054627, 13.3921599 52.5054643, 13.3921439 52.5054691, 13.3921312 52.5054767, 13.3921229 52.5054864, 13.39212 52.5054971, 13.3921219 52.5055064, 13.3921277 52.505515, 13.3921372 52.5055223, 13.3921495 52.5055279, 13.3921635 52.5055312, 13.3921785 52.5055322, 13.392239 52.5055336, 13.3922316 52.5055823))",Berlin,DE,87-90,10969,Charlottenstraße,Kreuzberg,,yes,,Agentur für Arbeit Berlin Mitte,,,,"[[[2970091268, 2970089708, 2970057585, 2970091266, 621903285, 621903283, 621903271, 621903274, 2970091268], [2970091271, 621903278, 621903276, 621903280, 621903282, 2970089707, 10700397712, 10700397720, 2970091267, 10700397719, 10700397718, 10700397717, 10700397711, 10700397716, 10700397715, 10700397714, 2970091270, 10700397713, 10700397710, 2970091271], [2970085111, 621903290, 621903264, 10287480949, 2970085110, 2970091134, 2970057584, 2970091136, 5167140975, 2970091269, 2970089709, 2970089713, 2970089711, 10287480934, 621903267, 1275636983, 621903294, 10678584199, 2970089714, 2970089715, 2970089710, 2970091272, 621903291, 2970091273, 2970089712, 621903287, 2970091276, 621903295, 621903303, 10285669281, 2970091275, 2970091274, 10285669280, 2970089694, 2970091265, 5633363688, 2970085112, 621903302, 621903292, 621903288, 621903286, 2970091333, 2970089693, 2970091135, 2970085111]]]",government,,,Agentur für Arbeit,,,,,,4,lda,Baudenkmal,,,,,,,,government,,,,,09031144,https://www.arbeitsagentur.de/vor-ort/berlin-mitte,Q2138290,,,,,,,,,,,,,,,,,,"Mo,Tu 08:00-13:00,We,Fr 08:00-12:30,Th 08:00-18:00; PH off",,,,,,,,,,,,,,,,,,Q1478016,,,,,,Bundesagentur für Arbeit,,,,,,,,,,,,,,,,,,"[293414370, 48998940, 48998939]",multipolygon,,,,,,,,,,,,,,Berlin-Mitte@arbeitsagentur.de,,,,,,,,,,,,,,,,,,,,
