element_type,osmid,amenity,brand,brand:wikidata,brand:wikipedia,opening_hours,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,name,man_made,surveillance,operator,railway,access,parking,atm,wheelchair:description,capacity,fee,source,barrier,note,tourism,check_date,material,operator:wikidata,operator:wikipedia,postal_code,ref,name:signed,check_date:opening_hours,cuisine,diet:vegan,diet:vegetarian,takeaway,contact:website,office,addr:inclusion,description,survey:date,disused:shop,dispensing,phone,shop,website,internet_access,disused:amenity,outdoor_seating,smoking,addr:housename,craft,note:de,opening_hours:signed,url,toilets:wheelchair,contact:phone,ref:vatin,social_facility,contact:mobile,wikidata,wikipedia,leisure,source:addr,air_conditioning,indoor_seating,opening_hours:kitchen,toilets,drive_through,contact:email,contact:fax,healthcare,healthcare:speciality,historic,fixme,wikimedia_commons,start_date,operator:type,park_ride,short_name,building,height,layer,min_height,roof:colour,roof:height,roof:material,roof:shape,nodes,building:levels,brothel:saunaclub,email,roof:levels,building:material,building:colour,heritage,heritage:operator,lda:criteria,ref:lda,alt_name,architect,architect:wikidata,architect:wikipedia,building:architecture,name:en,name:fr,nohousenumber,old_name,image,heritage:website,branch,kids_area,internet_access:fee,building:min_level,construction_date,internet_access:operator,fax,sport,post_office:brand,post_office:brand:wikidata,post_office:type,compressed_air,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biogas,fuel:cng,fuel:diesel,fuel:octane_100,fuel:octane_91,fuel:octane_95,building:cladding,automated,opening_hours:self_service,self_service,official_name,railway:ref,railway:signal_box,club,religion,cafe,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,research_institution,atm:operator,payment:bancomat,payment:coins,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:visa,heritage:operator:short,mapillary,source:name,source:url,denomination,payment:credit_cards,payment:debit_cards,heritage:ref,year_of_construction,opening_hours:covid19,building:use,building:levels:underground,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:oil_change,facebook,ele,asb,telecom,noaddress,internet_access:ssid,payment:cash,website2,disused:brand,disused:contact:website,service,contact:facebook,contact:instagram,contact:twitter,drink:club-mate,owner,pumping_station,onkz,opening_hours:url,climbing:boulder,indoor,political_party:abbreviation,political_party:name,government,ref:bufa,addr:place,access:covid19,delivery:covid19,drive_through:covid19,car_wash,fuel:adblue,fuel:e10,fuel:lpg,fuel:octane_102,fuel:octane_98,fuel:e85,name:de,repair,gambling,note:noaddress,source:geometry,source:noaddress,opening_hours:office,was:office,roof:orientation,culture,payment:dkv,payment:uta,mobile,fuel:charcoal,fuel:e5,fuel:heating_oil,fuel:wood,diet:halal,diet:kosher,payment:american_express,was:building,frequency,power,substation,voltage,microbrewery,product,building:roof,roof:direction,drink:beer,drink:liquor,drink:wine,studio,fascade:colour,second_hand,disused:name,service_times,origin,payment:cards,computer:parts,computer:repair,computer:sales,wholesale,construction,crematorium,protection_title,source:shape,subject:wikidata,subject:wikipedia,truck_wash,community_centre,name:ja,elevator,elevator:access,service:vehicle:body_repair,service:vehicle:painting,name_alt,int_name,member_of,delivery,substance,building:part,climbing:bolted,climbing:length,climbing:sport,outdoor,waterway,not:name,building:facade:material,max_level,min_level,socket,socket:schuko,toilets:access,payment:others,sausage,noname,source:toilets:wheelchair,heritage:since,roof,trade,type,ways,building:roof:shape,building:parts,loc_name,construction:office
way,285629098,,,,,,,"POLYGON ((13.183097 52.5278622, 13.1831587 52.5277526, 13.1830305 52.5277237, 13.1832456 52.527379, 13.1840225 52.5275547, 13.1838106 52.5279015, 13.1837432 52.5278831, 13.1837261 52.5279794, 13.1836055 52.5279707, 13.1835994 52.5279781, 13.183097 52.5278622))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[1230177880, 1230178018, 1230177682, 1230178005, 1230177977, 1230177763, 1230178040, 1230178021, 2893002115, 2893000411, 1230177880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285629155,,,,,,,"POLYGON ((13.1900479 52.5339724, 13.1899296 52.5333767, 13.1899053 52.5333785, 13.1898986 52.5333449, 13.1898476 52.5333486, 13.1898542 52.5333818, 13.1896847 52.5333943, 13.1897296 52.5336205, 13.1897135 52.5336217, 13.1897575 52.5338433, 13.1897737 52.5338421, 13.1898265 52.5341081, 13.189946 52.5340993, 13.1899499 52.5341191, 13.1899564 52.5341516, 13.1900817 52.5341424, 13.1900479 52.5339724))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2892689631, 2893003058, 2893003162, 2893001267, 2893003057, 2893001268, 2893002865, 2893002866, 2893006053, 2893000456, 2893001161, 2893000863, 2893006064, 7715028320, 2893001553, 2892689719, 2892689631]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285629257,,,,,,,"POLYGON ((13.1900479 52.5339724, 13.190214 52.5339602, 13.1900956 52.5333645, 13.1899296 52.5333767, 13.1900479 52.5339724))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2892689631, 2892689533, 2893001365, 2893003058, 2892689631]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285629851,,,,,,,"POLYGON ((13.1878663 52.5340072, 13.1878519 52.5339345, 13.1878569 52.5339341, 13.1881484 52.5339121, 13.1881605 52.5339647, 13.1881651 52.5339843, 13.1878663 52.5340072))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2893000459, 2893006061, 2892689627, 2892689621, 2892689535, 2893001370, 2893000459]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285629969,,,,,,,"POLYGON ((13.1875479 52.5337753, 13.1874824 52.5334654, 13.1874756 52.5334333, 13.18755 52.5334273, 13.1875999 52.5336831, 13.187617 52.5337698, 13.1875479 52.5337753))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2893003060, 2892688988, 2892688881, 2893001548, 2893006054, 2893003059, 2893003060]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285823534,,,,,,,"POLYGON ((13.5071612 52.5351946, 13.5070637 52.5357231, 13.5073796 52.5357447, 13.5074934 52.5357525, 13.5075909 52.535224, 13.5074808 52.5352164, 13.507355 52.5352079, 13.5071612 52.5351946))",Berlin,DE,321,13055,Landsberger Allee,Alt-Hohenschönhausen,pickens self-storage,,,,,,,,,,,http://www.pickens.de/standorte/berlin/lichtenberg.html,,,,,,,,,,,,,,,,https://www.pickens.de/standorte/berlin/lichtenberg.html,,,,,,,,storage_rental,,,,,,pickens self-storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2894519301, 2894519308, 5565068908, 2894519309, 2894519303, 5565068909, 10567689370, 2894519301]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285824869,,,,,,,"POLYGON ((13.4717334 52.5036432, 13.4714625 52.5035681, 13.4714357 52.5035175, 13.4712748 52.5035468, 13.4713096 52.5036399, 13.471653 52.5037379, 13.4717334 52.5036432))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[2894535137, 2894535138, 2894535139, 2894535140, 2894535141, 2894535142, 2894535137]",3,,,2,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286010852,veterinary,,,,,,"POLYGON ((13.1484939 52.5311923, 13.1484961 52.5311566, 13.1484568 52.5311554, 13.1484612 52.5311036, 13.1485823 52.5311077, 13.1485812 52.5311213, 13.1486377 52.531123, 13.1486345 52.5311649, 13.1486327 52.5311953, 13.1484939 52.5311923))",Berlin,DE,26E,13591,Südekumzeile,Staaken,Tierarztpraxis Dr. Christine Mueller,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tierarztpraxis-spandau.de/,,,,,,,,,,,,,,,,,,,,+49 30 366 0128,,,,,,,,,,,,,christinemueller.berlin@web.de,,,,,,,,,,,commercial,,,,,,,,"[2896439553, 2896440156, 2896440155, 2896440311, 2896440314, 2896440137, 2896440140, 2872429538, 2896440080, 2896439553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286508356,,,,,,,"POLYGON ((13.4598112 52.5321429, 13.4597771 52.5320464, 13.4597515 52.5319738, 13.459736 52.5319299, 13.4600724 52.531886, 13.4601476 52.532099, 13.4598112 52.5321429))",Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2901903090, 2901903094, 2901903096, 2901903091, 2901903092, 2901903093, 2901903090]",1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286521198,,,,,,,"POLYGON ((13.4775029 52.5053274, 13.4774971 52.505319, 13.4774814 52.5053206, 13.4775009 52.5052922, 13.4775064 52.5052878, 13.4775143 52.5052833, 13.4776134 52.5052566, 13.4776185 52.505263, 13.4776313 52.5052593, 13.4776545 52.5052948, 13.4775029 52.5053274))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3887621383, 3887621376, 3887621377, 3887621361, 3887621359, 3887621348, 3887621334, 3887621338, 3887621336, 3887621363, 3887621383]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286707708,,,,,,,"POLYGON ((13.1864451 52.5026381, 13.1861899 52.5024331, 13.1859803 52.502198, 13.1864657 52.5020313, 13.1866679 52.5022516, 13.1868808 52.5024843, 13.1864451 52.5026381))",Berlin,DE,113b,13595,Scharfe Lanke,Wilhelmstadt,113b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2903858802, 7265992916, 2903856804, 2903859203, 7263861851, 2903857703, 2903858802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286785047,,,,,,,"POLYGON ((13.1699447 52.5077032, 13.1699043 52.5076677, 13.169883 52.5076762, 13.1698623 52.5076845, 13.1697986 52.5076286, 13.1698666 52.5076003, 13.1698526 52.5075909, 13.1699328 52.5075566, 13.1699387 52.5075614, 13.1700289 52.507523, 13.1700231 52.5075179, 13.1701129 52.5074796, 13.1702033 52.5075571, 13.1701871 52.507564, 13.1702125 52.5075872, 13.1699447 52.5077032))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[2904572604, 2904572603, 4463259014, 2904572705, 2904573207, 2904573505, 2904573005, 2904573004, 2904573603, 2904573103, 2904573405, 2904573503, 2904573701, 2904573504, 2904573206, 2904572604]",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286878496,,,,,,,"POLYGON ((13.1688087 52.5179919, 13.1686143 52.5177949, 13.1681158 52.5178423, 13.167976 52.5178557, 13.1679489 52.5177504, 13.1681443 52.51773, 13.1681274 52.5176624, 13.1683321 52.5176417, 13.1683805 52.5176368, 13.1683773 52.5176243, 13.1684557 52.5176175, 13.1684592 52.5176325, 13.1684629 52.5176317, 13.1684709 52.5176597, 13.1684832 52.517659, 13.1684973 52.5176581, 13.1685037 52.5176401, 13.1685416 52.5176372, 13.1685494 52.5176628, 13.1685654 52.5176619, 13.1685738 52.5176614, 13.1685797 52.5176483, 13.1686252 52.5176438, 13.1686326 52.5176679, 13.1686459 52.5176671, 13.168659 52.5176663, 13.1686653 52.5176538, 13.1687408 52.5176458, 13.1689815 52.517869, 13.1689482 52.5178812, 13.1689728 52.5179264, 13.1689668 52.5179279, 13.168991 52.5179739, 13.1689963 52.517973, 13.1690095 52.518, 13.1690226 52.5180267, 13.1690174 52.5180286, 13.1690307 52.5180524, 13.1689568 52.5180665, 13.1689637 52.5180806, 13.1688808 52.518095, 13.1687839 52.5179974, 13.1688087 52.5179919))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2905535190, 2905535169, 2905542103, 2905535179, 2905536511, 2905535363, 2905537387, 8598969023, 2905535799, 2905540620, 2905535350, 2905535797, 2905540623, 2905541034, 8598969024, 2905540633, 2905540626, 2905541030, 2905541503, 8598969025, 2905541035, 2905535163, 2905540629, 2905541506, 8598969026, 2905541505, 2905540632, 2905535162, 2905541911, 2905535182, 2905541711, 2905535377, 2905541806, 2905541805, 2905535191, 2905541810, 2905542013, 2905541922, 2905542123, 2905542016, 2905541817, 2905542012, 2905535190]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286879268,,,,,,,"POLYGON ((13.1631649 52.5195658, 13.1631295 52.5195019, 13.1632492 52.5194767, 13.1632868 52.5195402, 13.1632379 52.5195507, 13.1631649 52.5195658))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2905542095, 2905541545, 2905541088, 2905541552, 2905542092, 2905542095]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286879415,,,,,,,"POLYGON ((13.1632854 52.5196347, 13.1632622 52.5195919, 13.163435 52.5195554, 13.1634601 52.519599, 13.1632854 52.5196347))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2905543406, 2905542194, 2905542190, 2905542099, 2905543406]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,287449880,,,,,,,"POLYGON ((13.4706146 52.4618015, 13.4705667 52.4617683, 13.4705485 52.461778, 13.4705016 52.4617455, 13.4704917 52.4617508, 13.4704051 52.4616908, 13.4703586 52.4616586, 13.4703791 52.4616477, 13.4703313 52.4616146, 13.4704442 52.461554, 13.4705111 52.4616003, 13.4705144 52.4615985, 13.4705418 52.4616175, 13.4706285 52.4616775, 13.4707234 52.4617432, 13.4706146 52.4618015))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2910478416, 6766887914, 6766887915, 2910478822, 6766887916, 2910477932, 2910479717, 2910477830, 2910477930, 2910478414, 2910479714, 2910477829, 2910479715, 2910468118, 2910479329, 2910478416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,287810368,,,,,,,"POLYGON ((13.4694717 52.5659852, 13.4694078 52.5657794, 13.4693837 52.5657821, 13.4693746 52.5657541, 13.4695687 52.5657304, 13.4696033 52.5658425, 13.4698098 52.5658177, 13.4698242 52.5658726, 13.4698713 52.5658663, 13.4698828 52.5658974, 13.4698911 52.565937, 13.4695366 52.5659777, 13.469495 52.5659825, 13.4694717 52.5659852))",Berlin,,317-321,13088,Berliner Allee,Weißensee,SIFIN Institut für Imunpräparate und Nährmedien GmbH Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2913742434, 2913742431, 2913742220, 2913743404, 2913742914, 2913742221, 2913742432, 2913743018, 2913742026, 2913743216, 4519298968, 9934358901, 9934358911, 2913742434]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,287903612,,,,,,,"POLYGON ((13.4521132 52.5051273, 13.4523154 52.5050796, 13.4521798 52.5048766, 13.4521273 52.5048061, 13.4519331 52.5048618, 13.4521132 52.5051273))",,,18,,Rudolfstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2914674849, 2914674850, 663226375, 2914674851, 2914674852, 2914674849]",1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,287903613,,,,,,,"POLYGON ((13.4521273 52.5048061, 13.452046 52.5046879, 13.4514233 52.5048588, 13.4515111 52.5049738, 13.4519331 52.5048618, 13.4521273 52.5048061))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2914674851, 663226376, 2914674853, 2914674854, 2914674852, 2914674851]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288158545,,,,,,,"POLYGON ((13.3935114 52.5110176, 13.3935745 52.5110215, 13.3935174 52.5113612, 13.3934648 52.5113576, 13.3934648 52.5113595, 13.393124 52.5113385, 13.393145 52.5112043, 13.3931817 52.5112063, 13.3931908 52.5111462, 13.393492 52.5111627, 13.3935017 52.5110903, 13.3935114 52.5110176))",,,,,,,,,,,,,,,,,,Geoportal Berlin / ALKIS Berlin - Gebäude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[262532105, 2917074585, 2917074586, 8222950484, 8222950483, 2917074587, 2917114450, 2917114451, 2917074588, 262532104, 1581091255, 262532105]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288268158,,,,,,,"POLYGON ((13.2050763 52.5505365, 13.2051152 52.5504206, 13.2053309 52.5504488, 13.205289 52.5505628, 13.2050763 52.5505365))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918262769, 2918262766, 2918262768, 2918262767, 2918262769]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280778,,,,,,,"POLYGON ((13.444382 52.5496247, 13.4446584 52.5495379, 13.4447599 52.5496574, 13.4447063 52.5496743, 13.4446799 52.5496826, 13.4448635 52.5498952, 13.4446611 52.5499575, 13.4445156 52.5497855, 13.444382 52.5496247))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918373881, 2918376308, 2918377601, 2918374464, 2918373886, 2918377708, 2918373896, 2918377404, 2918373881]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
