element_type,osmid,access,barrier,name,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,contact:phone,operator,website,wheelchair,contact:email,contact:website,opening_hours,smoking,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:xing,contact:youtube,name:en,phone,wikidata,wikipedia,internet_access,internet_access:fee,not:name,old_name,operator:type,start_date,source,alt_name,name:de,short_name,short_name:en,alt_name_1,short_name:de,toilets:wheelchair,url,name:zh,addr:housename,addr:room,description,note,isced:level,image,internet_access:ssid,email,nodes,description:en,landuse,old_name:2009--2021-09-30,building,building:levels,operator:wikidata,roof:shape,type,operator:wikipedia,heritage,heritage:operator,heritage:website,roof:levels,roof:colour,denomination,religion,wikimedia_commons,building:name,ref:lda,contact:fax,name:cs,building:architecture,building:cladding,building:facade:colour,branch,ref,campus,ways,name:etymology:wikidata,lda:criteria
way,27183056,,,"FB Biologie, Chemie, Pharmazie","POLYGON ((13.3067888 52.4586184, 13.3067709 52.4585998, 13.3067984 52.458539, 13.3068866 52.4585536, 13.3068651 52.4585972, 13.3068297 52.4586095, 13.3068235 52.4586246, 13.3068837 52.4586353, 13.3068549 52.4586954, 13.306466 52.4586262, 13.3063562 52.4586066, 13.306385 52.4585465, 13.306444 52.4584234, 13.3065538 52.4584429, 13.3064948 52.4585661, 13.3067888 52.4586184))",,,,,,,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,Gewächshaus,,,,,,,,,,,,,,,,,"[5846555334, 5846555333, 5846555332, 5846555331, 5846555330, 5846555329, 5846555328, 298266149, 298266118, 1437956442, 298266150, 1437956438, 298266113, 298266147, 298266116, 5846555334]",,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27910378,,,Charité-Standort Thielallee/Garystraße,"POLYGON ((13.2842209 52.4466238, 13.2838934 52.4457626, 13.2833089 52.4459721, 13.2826924 52.4462622, 13.2820818 52.4465217, 13.282504 52.446916, 13.2831203 52.4466763, 13.2834872 52.4468638, 13.2836331 52.4467748, 13.2838147 52.4468847, 13.2842209 52.4466238))",,,,,,,university,,,,,,,,,,,,,,,Charité site Thielallee/Garystraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[847532212, 847532215, 847532217, 847532213, 847532214, 343312738, 343312740, 474985900, 474985899, 561237485, 847532212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28701318,,,Mäusebunker,"POLYGON ((13.3163447 52.4363394, 13.3168134 52.4367975, 13.3168003 52.4368015, 13.317204 52.4371977, 13.3171711 52.4372116, 13.3172335 52.4373407, 13.3181168 52.4371782, 13.3181766 52.4371672, 13.3180901 52.4369859, 13.3180363 52.4369952, 13.3179989 52.4370016, 13.3179255 52.4368555, 13.3176787 52.4369021, 13.3176036 52.4369344, 13.3168027 52.4361628, 13.3167817 52.4361707, 13.3167559 52.4361806, 13.3166174 52.436235, 13.3164669 52.4362924, 13.3163827 52.436325, 13.3163582 52.4363343, 13.3163447 52.4363394))",,,,,,,university,,,,,,,,,,,,,,,,,Q62669101,,,,,Zentrale Tierlaboratorien,,,,,,,,,,,,,,,,,,,,,"[315513678, 9854961877, 9854961876, 9854961875, 9854961874, 9854961873, 9854961857, 9854961872, 9854961871, 9854961856, 9854961870, 9854961869, 315513676, 9854961868, 315513677, 9854961866, 9854961858, 9854961853, 9854961854, 9854961865, 9854961867, 315513678]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28701438,,,Institut für Mikrobiologie und Hygiene der Charité,"POLYGON ((13.3167115 52.4384864, 13.3167047 52.4384636, 13.3166814 52.4384686, 13.3165448 52.4384219, 13.3165604 52.4384199, 13.316474 52.438245, 13.3164676 52.438235, 13.3164548 52.4382196, 13.3164381 52.4382054, 13.3164197 52.4381932, 13.316405 52.4381854, 13.3163862 52.438177, 13.3162405 52.4381269, 13.3162453 52.4381213, 13.3161855 52.4380048, 13.3162225 52.4379588, 13.3162196 52.4379442, 13.3162358 52.4379438, 13.3163095 52.4378567, 13.3163866 52.4378798, 13.3164159 52.4378924, 13.3164378 52.4379051, 13.3164519 52.4379151, 13.3164681 52.4379288, 13.31648 52.4379425, 13.3164953 52.4379374, 13.3165126 52.4379357, 13.3165273 52.4379368, 13.3165399 52.4379389, 13.316788 52.4380176, 13.3167985 52.4380191, 13.316808 52.4380188, 13.3169443 52.4379925, 13.3170332 52.4379754, 13.3171601 52.437951, 13.3171692 52.4379472, 13.3171751 52.4379431, 13.3172701 52.4378363, 13.3172785 52.4378302, 13.3172879 52.4378258, 13.3172973 52.437823, 13.3175257 52.4377847, 13.3176593 52.4380561, 13.3177515 52.4380878, 13.3177461 52.438094, 13.3177586 52.4380982, 13.3177728 52.4381231, 13.3177248 52.438134, 13.3177031 52.4381539, 13.3177206 52.4381859, 13.3176561 52.4381975, 13.3176385 52.4382167, 13.317346 52.438119, 13.3173267 52.4381141, 13.3173009 52.4381091, 13.3172699 52.4381059, 13.3172396 52.4381048, 13.3172029 52.4381072, 13.3171804 52.4381106, 13.3171093 52.4381238, 13.317008 52.4381425, 13.3170091 52.4381475, 13.3170088 52.438149, 13.3169736 52.4382542, 13.3169879 52.4382612, 13.3170097 52.4382735, 13.3170317 52.4382887, 13.3170548 52.4383084, 13.3170737 52.4383305, 13.3171116 52.4383891, 13.3171095 52.4383934, 13.3171059 52.4383955, 13.3167115 52.4384864))",Berlin,DE,27,12203,Hindenburgdamm,Lichterfelde,university,,,https://www.charite.de/imh/,,,,,,,,,,,,,,Q89669401,,,,,,,,,,,,,,,,,,,,,,,,,,"[3984299803, 3984299793, 3984299794, 3984299771, 3984299770, 3984300862, 3984300628, 3984300617, 3984300612, 3984300607, 3984300603, 3984300597, 3984297454, 3984297443, 3984291478, 3984291467, 3984299762, 3984299761, 3984299369, 3984299387, 3984299399, 3984299412, 3984299422, 3984299442, 3984299759, 3984299455, 3984299451, 3984299453, 3984299757, 3984291481, 3984291484, 3984291482, 10261195290, 8345737079, 3984291465, 3984291463, 3984299760, 3984299363, 3984299359, 3984299153, 3984299148, 3984299126, 3984291507, 3984291520, 3984291528, 3984291531, 3984297446, 3984300563, 3984300575, 3984300605, 3984300610, 3984300615, 3984297439, 3984291548, 3984291542, 3984291537, 3984291534, 3984291540, 3984291543, 8345737078, 3984300568, 3984300572, 3984300573, 3984300869, 3984300878, 3984300884, 3984300888, 3984300894, 3984300907, 3984300950, 3984300952, 3984300953, 3984299803]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30432728,,,Evangelische Hochschule Berlin,"POLYGON ((13.2631829 52.4229392, 13.2628224 52.422892, 13.2614446 52.4227115, 13.2613703 52.4227017, 13.2602493 52.4225549, 13.260246 52.4225633, 13.260223 52.4226211, 13.2600883 52.423015, 13.2598814 52.4230281, 13.2599808 52.4235456, 13.2626973 52.4239088, 13.2628923 52.4236339, 13.262909 52.423598, 13.2629683 52.4234829, 13.2629873 52.4234452, 13.2631829 52.4229392))",,,,,,,university,,,https://www.eh-berlin.de/,limited,,,,,,,,,,,,,Q1380205,de:Evangelische Hochschule Berlin,,,,,,,,,,,,,,,,,,,,,,,,,"[335849982, 7858940027, 5409370378, 5409370379, 4568729491, 5535471496, 335849983, 4568729492, 4568729493, 3756192571, 335849985, 4568729494, 7858940031, 7858940028, 335849986, 335849982]",,,,,,,,,,,,,,,protestant,christian,,,,,,,,,,,,,,
way,37134861,,,,"POLYGON ((13.3043826 52.4586558, 13.3043915 52.4586399, 13.3044018 52.4586213, 13.3044197 52.458553, 13.3044268 52.4585382, 13.3044144 52.458524, 13.3044069 52.4585056, 13.3044065 52.4584867, 13.3044162 52.4584637, 13.304438 52.4584422, 13.3044669 52.4584264, 13.3044831 52.4584208, 13.3044896 52.4584072, 13.3045599 52.4584198, 13.3046445 52.4584348, 13.3046723 52.458377, 13.3046651 52.4583757, 13.3048654 52.457958, 13.3049159 52.457967, 13.3049223 52.4579536, 13.3050532 52.4579769, 13.3050747 52.45798, 13.3050896 52.4579479, 13.3051415 52.4579569, 13.3051566 52.4579254, 13.3051943 52.4578464, 13.3052806 52.4578609, 13.3057906 52.4579466, 13.3059522 52.4579748, 13.3060808 52.4579926, 13.3061705 52.4578179, 13.30682 52.4577564, 13.3068917 52.4581147, 13.3069771 52.4584535, 13.307157 52.4591537, 13.3043826 52.4586558))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1635716679, 7058724388, 6135636927, 298262888, 6513497222, 6513497215, 6513497216, 6513497217, 6513497218, 6513497219, 6513497220, 6513497221, 298262890, 5939186405, 298262891, 6513497228, 6513497229, 298262894, 6513497230, 6513497231, 6513497233, 6854488175, 6854488179, 6854488182, 2319180079, 2319180077, 6853840081, 6854488178, 5922530390, 31138253, 1391115682, 5846555347, 5846555344, 5846555345, 5846555346, 1635716679]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,37415984,,,International Psychoanalytical University,"POLYGON ((13.342557 52.5238224, 13.3424141 52.5234139, 13.3425883 52.5233913, 13.3426135 52.5234635, 13.3426969 52.5237015, 13.3427136 52.5237493, 13.3427313 52.5237998, 13.342557 52.5238224))",,,,,,,university,,IPU,,limited,,,,,,,,,,,,,Q1666832,,,,,,,,,,,,,,,no,,,,,,,,,,,"[437327085, 437327086, 653911559, 2379197947, 2379197946, 2379197945, 437327083, 437327085]",,,,office,4,,flat,,,,,,,,,,File:Bibliothek der International Psychoanalytic University Berlin (IPU).jpg,,,,,,,,,,,,,
way,40106791,,,Humboldt-Universität Campus Adlershof,"POLYGON ((13.5316329 52.4330325, 13.531436 52.4329207, 13.5325747 52.4322343, 13.5326691 52.4321771, 13.533513 52.4326658, 13.5345056 52.4320613, 13.5336479 52.431566, 13.5335892 52.4315252, 13.5334041 52.4313967, 13.5330534 52.4311852, 13.5325948 52.4309771, 13.5323696 52.4308793, 13.5321865 52.4307686, 13.5321459 52.4307943, 13.5319544 52.4307221, 13.5313066 52.4304706, 13.5310922 52.4303822, 13.5309894 52.4303336, 13.5305327 52.430116, 13.5315175 52.4294436, 13.5301547 52.4287277, 13.5293142 52.4292882, 13.5293734 52.4296804, 13.5288248 52.4303226, 13.5287647 52.4303924, 13.5281825 52.4310694, 13.5273357 52.432054, 13.5304353 52.4338397, 13.5308084 52.4335975, 13.5316329 52.4330325))",,,,,,,university,,,https://www.adlershof.hu-berlin.de/,yes,,,,,,,,,,,Humboldt University Adlershof Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[671564378, 671564371, 5831465449, 280557230, 702256927, 671564370, 671564367, 6405281695, 101344627, 301331747, 671564359, 1560592855, 1560592847, 5383660693, 5383660694, 671564355, 552384758, 9026791252, 671564347, 671564344, 671564340, 671564319, 671564331, 671564333, 6292598089, 6292598088, 1632825301, 1625169447, 1976653178, 671564378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41361350,,,Hochschule für Technik und Wirtschaft Berlin Campus Wilhelminenhof,"POLYGON ((13.5276166 52.4575105, 13.5275799 52.4574705, 13.5267701 52.4567394, 13.527444 52.4564425, 13.5268478 52.4559167, 13.5275359 52.4556222, 13.5275411 52.4555348, 13.5271147 52.4551694, 13.5268225 52.4549189, 13.5268627 52.4548645, 13.5268443 52.4548492, 13.5262362 52.4543407, 13.5261567 52.4542921, 13.5252929 52.4545714, 13.5235224 52.4556701, 13.5233918 52.4557753, 13.5238813 52.4561499, 13.5251446 52.4555986, 13.5252735 52.4557068, 13.5257732 52.4561433, 13.525517 52.4562558, 13.525567 52.456298, 13.5251867 52.4564621, 13.5253453 52.4566033, 13.5252641 52.456638, 13.5248649 52.4568085, 13.5250089 52.4569337, 13.5245304 52.4571287, 13.5259032 52.4582858, 13.5262133 52.4581505, 13.5264375 52.4583751, 13.5264818 52.4583419, 13.5265543 52.4582884, 13.5269408 52.4580171, 13.5275112 52.4575887, 13.5275415 52.457567, 13.5276166 52.4575105))",,,,,,,university,,,https://www.htw-berlin.de/campus/campus-wilhelminenhof/,yes,,,,,,,,,,,University of Applied Sciences Wilhelminenhof Campus,,,,,,,,,,,,Hochschule für Technik und Wirtschaft Berlin Campus Wilhelminenhof,,,,,yes,,,,,,,,,,,"[2095251802, 5942311178, 2095251765, 2095251758, 2095251743, 2095251733, 276507780, 5937146485, 276507777, 9043427042, 5936562608, 1492772480, 505813771, 86058434, 4093356911, 86058429, 2095251751, 2095251732, 366935143, 366935142, 2095251752, 505659596, 536668235, 5899664169, 505817076, 505656455, 505817072, 505816858, 366934928, 2095251817, 10543457380, 244152386, 2095251907, 2968126943, 277003134, 1488371916, 2095251802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43014631,,,Wirtschaftswissenschaftliche Fakultät der HU,"POLYGON ((13.4023999 52.5209783, 13.402411 52.520966, 13.4021984 52.5208941, 13.4021896 52.5209034, 13.4020667 52.5210376, 13.4020643 52.5210402, 13.4022805 52.521111, 13.402282 52.5211094, 13.402585 52.5212107, 13.4025833 52.521213, 13.4027594 52.5212664, 13.4029488 52.5211193, 13.4029682 52.5211287, 13.4031122 52.5210162, 13.4031752 52.5209665, 13.4031643 52.5209613, 13.4032678 52.5208785, 13.4030508 52.5207759, 13.4031337 52.520711, 13.4031315 52.5207071, 13.4031286 52.520702, 13.4031239 52.5206974, 13.4031187 52.520694, 13.4031095 52.5206899, 13.4030948 52.5206865, 13.4030837 52.5206862, 13.4030772 52.5206869, 13.4030665 52.5206886, 13.4030572 52.5206924, 13.4030509 52.5206961, 13.403047 52.5206994, 13.4030451 52.5207019, 13.4027218 52.5205743, 13.4027394 52.5205596, 13.4025993 52.5205059, 13.4025931 52.5205119, 13.4024584 52.5206423, 13.4025842 52.5206904, 13.4025785 52.5206954, 13.4026678 52.5207314, 13.4026987 52.5207006, 13.402936 52.520792, 13.4027278 52.5209605, 13.4027318 52.5209622, 13.4027018 52.5209845, 13.4026905 52.5209798, 13.4026272 52.5210335, 13.4026324 52.521036, 13.4026012 52.5210604, 13.4025492 52.5210644, 13.4024252 52.5210194, 13.4024295 52.5210149, 13.4024339 52.5210084, 13.4024356 52.5209989, 13.4024344 52.5209902, 13.4024287 52.5209851, 13.4024176 52.5209811, 13.4024101 52.5209793, 13.4023999 52.5209783))",,,,,,,university,,,https://www.wiwi.hu-berlin.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[538829244, 538829243, 2268130718, 534694577, 534694576, 2268130735, 2268130738, 2268130737, 2268130739, 2268130740, 538829256, 2268154415, 2268154417, 538830148, 2268154409, 2268154402, 2268130708, 2268130702, 2268130689, 2268130686, 2268130685, 2268130682, 2268130679, 2268130676, 2268130665, 2268130654, 2268130670, 2268130675, 2268130678, 2268130681, 2268130683, 2268130684, 2268130634, 2268130621, 534694572, 2268130614, 534694573, 538829253, 2268130680, 2268130695, 538829252, 538829250, 2268130719, 2268130720, 2268130724, 2268130722, 2268130732, 2268130734, 538829248, 2268130736, 2268130730, 2268130729, 2268130728, 2268130727, 2268130726, 2268130725, 2268130723, 2268130721, 538829244]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43186776,,,,"POLYGON ((13.3906116 52.5214845, 13.3907134 52.5210421, 13.3909077 52.5210538, 13.3913858 52.5210871, 13.3914324 52.5210895, 13.3916551 52.5211071, 13.3915987 52.5214357, 13.391585 52.5215103, 13.391568 52.521597, 13.391495 52.5219991, 13.3913097 52.5220002, 13.3910688 52.5219963, 13.3906519 52.521988, 13.3906223 52.5219874, 13.3905894 52.5219868, 13.3905355 52.5219857, 13.3906116 52.5214845))",,,,,,,university,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[541127527, 541128840, 540969533, 539809191, 540969546, 539809177, 539809178, 540970373, 1210473729, 539809180, 3231994578, 3693357989, 3694980243, 3694980242, 3694980241, 1350637329, 541127527]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44183029,,,Freie Universität Berlin,"POLYGON ((13.2745439 52.4498319, 13.2768959 52.4496827, 13.2776399 52.4490306, 13.27821 52.449295, 13.2783985 52.449042, 13.2784384 52.4488675, 13.2784232 52.4486443, 13.2782915 52.4484114, 13.2795268 52.4480785, 13.2798766 52.4479886, 13.2803475 52.4489497, 13.2804019 52.4489576, 13.2806311 52.4487729, 13.2808234 52.4486447, 13.2811806 52.448437, 13.2814161 52.448332, 13.2817016 52.4482264, 13.2823767 52.4478903, 13.2826652 52.4477177, 13.2828895 52.4475611, 13.2830054 52.4476443, 13.2833025 52.4478638, 13.2839943 52.4486252, 13.2848978 52.4481259, 13.2852885 52.448065, 13.2863601 52.4480911, 13.2866679 52.4478142, 13.2863123 52.447676, 13.2859302 52.4475825, 13.2858832 52.4473871, 13.2850261 52.4475411, 13.2849875 52.447548, 13.2847743 52.4475863, 13.2846699 52.4476051, 13.2842209 52.4466238, 13.2838147 52.4468847, 13.2836331 52.4467748, 13.2834872 52.4468638, 13.2831203 52.4466763, 13.282504 52.446916, 13.2820818 52.4465217, 13.2817023 52.4466425, 13.2812411 52.4467603, 13.2807793 52.4468534, 13.2802521 52.446912, 13.2792134 52.4470974, 13.2787954 52.446806, 13.2786746 52.4467023, 13.2784248 52.4464759, 13.2783321 52.4463816, 13.2781825 52.446207, 13.2781005 52.446088, 13.2779988 52.4459197, 13.2779161 52.4457721, 13.2779069 52.4457533, 13.277545 52.445015, 13.2775245 52.4449939, 13.2774863 52.4449814, 13.2774468 52.4449793, 13.2763197 52.4451855, 13.2762808 52.4452079, 13.276273 52.4452216, 13.2762709 52.4452432, 13.2762837 52.4452615, 13.2766164 52.4459325, 13.2768424 52.4464047, 13.2769518 52.4466096, 13.2770648 52.4467921, 13.2771503 52.4469135, 13.2772965 52.4470797, 13.2775112 52.4473061, 13.2776552 52.4474245, 13.2779173 52.4476388, 13.2765242 52.4483221, 13.2771728 52.4488225, 13.2766652 52.4491178, 13.2760554 52.4487944, 13.275727 52.4490413, 13.2753271 52.4488702, 13.275097 52.4491161, 13.2750354 52.4491733, 13.2749245 52.4492615, 13.2747877 52.4493418, 13.2747131 52.4493787, 13.2746113 52.4494228, 13.2745025 52.4494592, 13.2743455 52.4495117, 13.274373 52.4495552, 13.2745439 52.4498319))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1496086442, 8194851399, 561237595, 26917794, 1610905821, 26917803, 1610905812, 561237470, 31269834, 561237476, 1617082074, 1616141398, 1617082069, 1617082043, 1617082026, 1617082022, 1617082018, 1617081985, 1506423381, 561237510, 307822972, 307822973, 307822975, 1617081993, 1617081989, 1617081991, 7554431562, 7554431561, 7554431560, 7554431559, 7554431558, 5017435636, 4859400590, 1617081978, 847532212, 561237485, 474985899, 474985900, 343312740, 343312738, 847532214, 1616141366, 29916401, 968157715, 31388486, 1616141389, 1616141379, 3907466402, 1616141358, 3907465267, 1616141350, 3907463429, 1616141340, 3907461823, 3907504762, 3907460071, 3907459749, 3907459742, 31388607, 3907460451, 3907460574, 3907460589, 31388594, 3907460635, 3907462504, 3907465293, 3907466082, 1616141377, 3907467109, 3907467600, 1616141394, 3907468311, 1616141395, 1610905794, 561237581, 312138531, 1638786755, 1638786779, 734473510, 1496086441, 3907505431, 734473550, 1610905825, 3907505441, 734473513, 8973859804, 734473530, 8194851400, 1496086442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49115946,,,FU Institut f. Pharmazie,"POLYGON ((13.357586 52.4517017, 13.3575548 52.451695, 13.3574587 52.4516745, 13.3574241 52.4517347, 13.3574085 52.4517619, 13.3574065 52.4517652, 13.3571922 52.4517195, 13.3574072 52.4513458, 13.3576269 52.4513928, 13.3575753 52.4514825, 13.3576982 52.4515088, 13.3576675 52.451562, 13.3576705 52.4515627, 13.3576198 52.4516509, 13.3576158 52.45165, 13.357586 52.4517017))",,,,,,,university,,Freie Universität Berlin,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2742834270, 622920931, 2742834269, 2742834272, 622920933, 2742834276, 622920932, 622920928, 622920927, 2742834260, 2742834261, 2742834263, 2742834264, 622920973, 622920982, 2742834270]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49327131,,,Freie Universität Berlin Fachbereich Veterinärmedizin,"POLYGON ((13.2384688 52.4262332, 13.2370589 52.4254961, 13.236392 52.4264532, 13.2362907 52.4266146, 13.2349826 52.4262094, 13.2346477 52.4263403, 13.2343031 52.4266438, 13.2340743 52.4268992, 13.2343397 52.4269933, 13.234022 52.427351, 13.2347661 52.4276061, 13.2348078 52.4275563, 13.2351528 52.4276728, 13.2350579 52.4277809, 13.2360852 52.4281256, 13.2354193 52.4288372, 13.234834 52.4298018, 13.2346369 52.4301103, 13.2354513 52.4303055, 13.2355971 52.4300798, 13.2361178 52.4300771, 13.2370944 52.4301904, 13.2367564 52.4308122, 13.2380436 52.4311101, 13.2384542 52.4311558, 13.2395145 52.4293188, 13.2372581 52.428586, 13.2378408 52.4274566, 13.2379838 52.4275056, 13.2386968 52.4277739, 13.2388427 52.4276967, 13.2391718 52.4277231, 13.2393445 52.4274834, 13.2397866 52.4275127, 13.2401329 52.4272269, 13.2402933 52.4268156, 13.240071 52.4267842, 13.2386505 52.4262975, 13.2384688 52.4262332))",,,,,,,university,,FU Berlin,http://www.vetmed.fu-berlin.de/standorte/dueppel/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4419395658, 1906505349, 4419395664, 626437401, 626437355, 4419395682, 1625168377, 4419395683, 4419395687, 3782074478, 4419395742, 4419395741, 4419395743, 4419395744, 626437962, 4419395758, 296475631, 933555541, 4419395795, 4419395808, 10669174505, 10669155704, 9597061323, 10669174506, 4419395830, 4419395775, 4419395753, 4419395751, 1625151151, 6635599741, 6635599740, 6635599739, 6635599738, 5553875402, 5553875399, 933555294, 5409365483, 5409365484, 4419395658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59359987,,,Kunsthochschule Berlin-Weißensee,"POLYGON ((13.4394474 52.5590476, 13.4384495 52.558611, 13.439263 52.5579088, 13.4392925 52.5579199, 13.4398547 52.5574254, 13.4405704 52.5577331, 13.4406362 52.5579999, 13.4406326 52.5580226, 13.4406236 52.5580459, 13.4406088 52.558062, 13.4405964 52.5580723, 13.4394474 52.5590476))",,,,,,,university,,,https://kh-berlin.de/,no,,,,,,,,,,,,,Q1773894,,,,,,,,,,,,,,,,,,,,,,,,,,"[736204155, 6535848481, 6535848477, 6535848475, 6535848476, 6535848478, 2918240505, 6535848474, 6535848473, 6535848472, 2918240124, 736204155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,78183479,,,ESCP Business School,"POLYGON ((13.2885486 52.5246684, 13.2887718 52.5246816, 13.2899072 52.5247487, 13.2901378 52.5233454, 13.2887554 52.5232701, 13.2885728 52.5245232, 13.2885536 52.5246345, 13.2885486 52.5246684))",,,,,,,university,+49 30 320070,ESCP,,limited,,https://www.escp.eu/berlin,,,,,,,,,,,Q29293,,,,,,,,,,,,,,,,,,,,Berlin Campus,,,,,,"[918358473, 8857639677, 26836005, 918358475, 918358229, 8857639670, 5932885270, 918358473]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93079786,,,Overseas Campus Stanford University,"POLYGON ((13.2896241 52.4660057, 13.289615 52.4659885, 13.2895841 52.4659945, 13.2895664 52.4659607, 13.289706 52.4659333, 13.2896875 52.4658984, 13.2896632 52.4659031, 13.2896156 52.4658127, 13.2896265 52.4658106, 13.2896253 52.4658067, 13.2896254 52.4658028, 13.2896267 52.4657989, 13.2896292 52.4657953, 13.2896327 52.465792, 13.2896372 52.4657892, 13.2896425 52.465787, 13.2896484 52.4657855, 13.2896547 52.4657846, 13.2896611 52.4657846, 13.2896674 52.4657852, 13.2896734 52.4657866, 13.2896789 52.4657887, 13.2896835 52.4657914, 13.2896873 52.4657946, 13.2896901 52.4657981, 13.289816 52.4657734, 13.2898155 52.4657699, 13.2898161 52.4657665, 13.2898178 52.4657631, 13.2898205 52.4657601, 13.2898241 52.4657574, 13.2898284 52.4657551, 13.2898334 52.4657535, 13.2898388 52.4657524, 13.2898445 52.465752, 13.2898501 52.4657523, 13.2898556 52.4657532, 13.2898607 52.4657547, 13.2898652 52.4657568, 13.289869 52.4657594, 13.2898719 52.4657624, 13.2898872 52.4657594, 13.2899352 52.4658505, 13.2898398 52.4658693, 13.289862 52.4659115, 13.2898855 52.4659158, 13.2898944 52.4659328, 13.2898782 52.4659423, 13.2898846 52.4659545, 13.2898349 52.4659645, 13.2896241 52.4660057))",Berlin,DE,18,14195,Pacelliallee,Dahlem,university,,,,,,http://www.stanford.fu-berlin.de/,,,,,,,,,,,Q61768452,,,,,Haus Cramer,,,,,,,,,,,,,,,,,,,,,"[3184405474, 3184405463, 3184405466, 3184405441, 3184405425, 3184405403, 3184405405, 3184405346, 3184405343, 3184405337, 3184405332, 3184405328, 3184405326, 3184405322, 3184405318, 3184405315, 3184405313, 3184405310, 3184405311, 3184405312, 3184405314, 3184405317, 3184405321, 3184405324, 3184405327, 3184405304, 3184405303, 3184405300, 3184405298, 3184405296, 3184405290, 3184405287, 3184405285, 3184405282, 3184405280, 3184405281, 3184405283, 3184405286, 3184405288, 3184405292, 3184405297, 3184405293, 3184405370, 3184405383, 3184405411, 3184405413, 3184405424, 3184405431, 3184405439, 3184405447, 3184405474]",,,,residential,,,,,,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09075400,,,,,File:Pacelliallee 18 Berlin-Dahlem.jpg,Haus Cramer,09075400,,,,,,,,,,,
way,95031346,,,Jazz-Institut Berlin,"POLYGON ((13.3230396 52.5171641, 13.3233659 52.5170601, 13.3230617 52.5167066, 13.3227354 52.5168106, 13.3229859 52.5171016, 13.3230396 52.5171641))",,,43-53,,Einsteinufer,,university,,Universität der Künste,,,,http://www.jazz-institut-berlin.de/,,,,,,,,,Jazz Institute Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1102702820, 1102702316, 1102702439, 1102702724, 4134956904, 1102702820]",,,,university,2,,flat,,,,,,,,,,,,,,,,,,,,,,,
way,97283527,,,Universitätsarchiv – Universität der Künste Berlin,"POLYGON ((13.3226052 52.5173011, 13.3226776 52.517386, 13.3227121 52.5174264, 13.322943 52.5173517, 13.322905 52.517308, 13.3228015 52.5171827, 13.322442 52.5167727, 13.322247 52.516835, 13.3222132 52.5168468, 13.3225169 52.5172021, 13.3222541 52.5172872, 13.3220263 52.5170225, 13.3221176 52.5169931, 13.3218059 52.516627, 13.3213656 52.5167714, 13.3220146 52.5175287, 13.3225864 52.5173337, 13.3225654 52.5173139, 13.3226052 52.5173011))",Berlin,DE,43,10587,Einsteinufer,Charlottenburg,university,,Universität der Künste,,yes,,,,,,,,,,,University of the Arts,,,de:Universität der Künste Berlin,,,,Hochschule der Künste Berlin,,,,,,UdK Berlin,,,,,,,,,,,,,,,"[2516708170, 10033502463, 1102702753, 1102702691, 10033502462, 4071580398, 1102702383, 1978290065, 1102702573, 2516708173, 1845916389, 1102702634, 1102702865, 1102702752, 1102702595, 1102702513, 1102702809, 2516706403, 2516708170]",,,,university,1,,flat,,,,,,,,,,,,,,,,,,,,,,,
