element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair,access,source,contact:website,name,addr:housename,amenity,note,opening_hours,check_date,height,min_height,tourism,capacity,nodes,building,building:levels,roof:levels,building:shape,leisure,postal_code,roof:colour,roof:shape,sport,website,wikidata,wikimedia_commons,wikipedia,operator,roof:material,short_name,wheelchair:description,community_centre,phone,contact:phone,heritage,heritage:operator,internet_access,internet_access:fee,lda:criteria,ref:isil,ref:lda,toilets:wheelchair,building:colour,addr:inclusion,contact:email,contact:fax,fee,name:en,name:nl,alt_name,building:material,brand,brand:wikidata,office,social_facility,social_facility:for,name:de,source:addr,start_date,government,alt_name:es,construction:tourism,name:fr,name:ru,old_name,community_centre:for,roof:height,year_of_construction,building:facade:material,email,image,opening_hours:signed,architect,architect:wikidata,operator:wikidata,operator:wikipedia,ref,building:use,building:name,theatre:genre,description,smoking,nohousenumber,check_date:opening_hours,noname,building:min_level,denomination,religion,healthcare,facebook,fax,max_age,min_age,museum,name:fa,operator:type,fixme,layer,source:height,disused:building,contact:facebook,disused:information,disused:name,disused:tourism,disused:amenity,disused:community_centre:for,instagram,changing_table,drinking_water,noaddress,unisex,wheelchair:step_height,building:architecture,castle_type,heritage:website,historic,roof:orientation,emergency,name:es,name:he,name:it,description:de,ways,type,official_name,not:historic,not:name,blind:description:de,name:prefix,townhall:type
way,127728182,"POLYGON ((13.5775296 52.5504086, 13.5775506 52.5504659, 13.5775727 52.5504629, 13.5776124 52.5505712, 13.5775926 52.5505739, 13.577613 52.5506294, 13.5776339 52.5506265, 13.5776722 52.5507312, 13.577651 52.5507341, 13.5776124 52.5507393, 13.5774717 52.5507584, 13.5774244 52.5506293, 13.5773662 52.5504706, 13.5773521 52.5504321, 13.5775296 52.5504086))",,,,,,,,,,,,,,,,,,,,,"[7703466364, 7703466357, 7703466358, 7703466359, 7703466363, 7703466362, 7703466361, 7703466360, 1413097617, 1413097578, 1413097662, 8184864721, 8184864723, 4620924200, 7703466364]",civic,1,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128645245,"POLYGON ((13.3047822 52.5397699, 13.3048945 52.5397529, 13.3052488 52.5397078, 13.3052302 52.5396274, 13.3048072 52.5396297, 13.3048032 52.5396684, 13.3047512 52.5396815, 13.3047822 52.5397699))",,,,,,,,,,,,,,,,,,,,,"[1421177387, 1421177386, 1421177385, 1421177382, 1421177381, 3725389939, 3725389940, 1421177387]",civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128645246,"POLYGON ((13.3049349 52.5398445, 13.3053553 52.5397912, 13.3053211 52.5396979, 13.3052488 52.5397078, 13.3048945 52.5397529, 13.3049349 52.5398445))",,,,,,,,,,,,,,,,,,,,,"[1421177389, 1421177388, 1421177384, 1421177385, 1421177386, 1421177389]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130128566,"POLYGON ((13.4376094 52.4505193, 13.4377645 52.4504738, 13.4377995 52.4505213, 13.4378127 52.4505184, 13.4378187 52.4505323, 13.4378071 52.4505348, 13.4378752 52.4506292, 13.4377791 52.4506605, 13.4377838 52.4506685, 13.4377637 52.4506738, 13.4377543 52.4506652, 13.4377237 52.4506741, 13.4376094 52.4505193))",,,,,,,,,,,,,,,,,,,,,"[3173883078, 3173883063, 3173883079, 3173883076, 3173883083, 3173883084, 3173883123, 3173883134, 3173883140, 3173883141, 3173883139, 3173883142, 3173883078]",civic,1,1,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131234574,"POLYGON ((13.4526408 52.5482614, 13.4526463 52.5482522, 13.4525981 52.5482418, 13.4526 52.5482384, 13.4525881 52.5482358, 13.4525953 52.5482233, 13.4526072 52.5482259, 13.4526426 52.5481622, 13.452784 52.5481929, 13.4527324 52.5482821, 13.4526408 52.5482614))",Berlin,DE,4,13088,Mahlerstraße,Weißensee,yes,,,http://www.familienzentrum-weissensee.de,Familienzentrum Weißensee,,community_centre,,"Mo,Tu,Th 10:00-18:00; We 10:00-19:00",2020-12-24,,,,,"[2927052316, 2927043778, 2927047937, 2927043777, 2927052406, 2927043774, 2927050353, 2927050776, 2927050780, 2927052409, 2927052316]",civic,,,,,,,,,,,,,,,,,community_hall,,+49 30 91147690,,,,,,,,,,,info@familienzentrum-weissensee.de,+49 30 91147691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131336292,"POLYGON ((13.4226849 52.4811257, 13.4227328 52.4809835, 13.4222674 52.4809306, 13.42211 52.4814467, 13.4225716 52.4815027, 13.4225866 52.4814521, 13.4226106 52.4813733, 13.4226186 52.4813467, 13.4226849 52.4811257))",,,,,,,,,,,,,,,,,,,,,"[1446272639, 1445669796, 1445669790, 1445669837, 1445669843, 1445669839, 1446272682, 5141462089, 1446272639]",civic,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132235322,"POLYGON ((13.4345099 52.4753047, 13.4344197 52.4752937, 13.4344396 52.4752334, 13.4344902 52.4750843, 13.4346679 52.4751066, 13.4346623 52.475123, 13.4346429 52.4751806, 13.4346345 52.4752057, 13.434597 52.4753157, 13.4345099 52.4753047))",,,,,,,,,,,,,,,,,,,,,"[3235736011, 3235736007, 6237682946, 3235735875, 3235735891, 3235735907, 3235735941, 3235735957, 3235736021, 3235736011]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132235323,"POLYGON ((13.4349924 52.4750973, 13.4350135 52.4750348, 13.4350494 52.4749289, 13.4350854 52.4748229, 13.4350939 52.4747978, 13.435027 52.4747892, 13.4350381 52.4747563, 13.4350651 52.4746764, 13.4353366 52.4747107, 13.4352985 52.4748238, 13.4352779 52.4748212, 13.4351771 52.4751197, 13.4350053 52.4750989, 13.4349924 52.4750973))",,,,,,,,,,,,,,,,,,,,,"[3235735884, 6237682921, 6237682925, 6237682924, 3235735644, 3235735634, 6237682926, 3235735476, 3235735502, 3235735677, 3235735673, 3235735903, 6237682923, 3235735884]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133504397,"POLYGON ((13.3675363 52.4864915, 13.3675363 52.4864548, 13.3675581 52.4864548, 13.3675559 52.486378, 13.3675362 52.486378, 13.3675366 52.4862039, 13.3676283 52.4862042, 13.3676279 52.4861962, 13.3676809 52.4861962, 13.3676813 52.4862042, 13.367766 52.4862042, 13.3677676 52.4863772, 13.3677487 52.4863776, 13.3677496 52.4864057, 13.3677679 52.4864053, 13.3677686 52.4864904, 13.3675363 52.4864915))",,,,,,,,,,,,,,,,,,,,,"[235419369, 3450395496, 3450395497, 3450395477, 3450395476, 3450395358, 3450395359, 3450395353, 3450395354, 3450395360, 3450395361, 3450395474, 3450395475, 3450395484, 3450395483, 3450395505, 235419369]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134678123,"POLYGON ((13.4176684 52.4629663, 13.4176924 52.462878, 13.4179127 52.4628972, 13.4179047 52.4629323, 13.4179289 52.4629353, 13.417925 52.4629523, 13.4178986 52.4629507, 13.4178879 52.4629876, 13.4176684 52.4629663))",,,,,,,,,,,,,,,,,,,,,"[3038145753, 3038145720, 3038145733, 3038145741, 3038145742, 3038145747, 3038145746, 3038145760, 3038145753]",civic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135405919,"POLYGON ((13.3853306 52.461946, 13.3853915 52.462198, 13.3855747 52.4621827, 13.3857875 52.4621649, 13.3860081 52.4621447, 13.3870125 52.4620523, 13.3870245 52.4620512, 13.3869625 52.4617889, 13.3868274 52.461801, 13.3868714 52.4619824, 13.3855779 52.4620988, 13.3855506 52.4619861, 13.3855362 52.4619874, 13.385522 52.4619288, 13.3853306 52.461946))",,,165,,Tempelhofer Damm,,limited,,,,Bürgeramt Tempelhof,,townhall,,"Mo, We 08:00-15:00; Tu, Th 10:00-18:00; Fr 08:00-13:00",,,,,,"[1487113832, 1487113709, 9486938371, 510647206, 510647209, 2301566578, 30028225, 1487113688, 1487113887, 1487113738, 1487113803, 1487113809, 1487113864, 2301516638, 1487113832]",civic,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136077212,"POLYGON ((13.3858366 52.5562896, 13.3857755 52.5563047, 13.385798 52.5563375, 13.3858067 52.5563349, 13.3858101 52.5563398, 13.3857775 52.5563482, 13.3857896 52.5563675, 13.3858233 52.5563588, 13.3858592 52.5564104, 13.3856438 52.5564678, 13.3855481 52.5563325, 13.3855274 52.5563031, 13.3854946 52.5563172, 13.3853399 52.5563851, 13.3853686 52.5564107, 13.3853962 52.556449, 13.3853683 52.5564562, 13.385385 52.5564798, 13.3854131 52.5564726, 13.3854678 52.5565489, 13.3855069 52.5566035, 13.3856338 52.5565705, 13.3857222 52.5565468, 13.3859183 52.5564955, 13.3860882 52.5564506, 13.38642 52.5563633, 13.386453 52.5563538, 13.3864156 52.5563095, 13.3864009 52.5562933, 13.3860426 52.5563865, 13.385953 52.5562598, 13.3858632 52.5562826, 13.3858366 52.5562896))",,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,"[1493251014, 2727950977, 2727951000, 2727950998, 2727951002, 2727951010, 2727951021, 2727951015, 1493251058, 1493251066, 2727950992, 2727950975, 2727950986, 1493251060, 2727951038, 2727951048, 2727951056, 2727951066, 2727951062, 2727951084, 1493251102, 1493251098, 1493233488, 1493233486, 1493233483, 2727951019, 1493251037, 1493251010, 2727950969, 1493251054, 2727950954, 2727950963, 1493251014]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137686258,"POLYGON ((13.5081707 52.5010222, 13.5083199 52.5009954, 13.5082965 52.5009472, 13.5083523 52.5009371, 13.508348 52.5009282, 13.5083227 52.5008762, 13.5082668 52.5008862, 13.5082755 52.5009042, 13.5081265 52.500931, 13.5081707 52.5010222))",,,,,,,,,,,,,,,,,,,,,"[1509979218, 1509979212, 5899935083, 5899935082, 508439924, 508439931, 5899935081, 5899935080, 1509979209, 1509979218]",civic,1,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145796789,"POLYGON ((13.3459368 52.4885469, 13.3459502 52.4883224, 13.3459623 52.4882777, 13.3460105 52.4882088, 13.3460202 52.4882104, 13.3460228 52.4882046, 13.3460944 52.4882099, 13.3461648 52.4882151, 13.3461648 52.4882214, 13.346658 52.4882249, 13.3467137 52.4883078, 13.3467203 52.4883061, 13.3467692 52.4883788, 13.3466514 52.4884083, 13.3465776 52.4882987, 13.3462096 52.4883011, 13.3462048 52.4883323, 13.3462029 52.4883428, 13.3461879 52.4883806, 13.3462147 52.4883968, 13.3461986 52.4884119, 13.3461769 52.4884096, 13.3461562 52.4884713, 13.3462861 52.4885265, 13.3462548 52.4885674, 13.3462404 52.4885839, 13.3461213 52.4885636, 13.3459368 52.4885469))",Berlin,DE,77,10825,Martin-Luther-Straße,Schöneberg,limited,,,https://www.berlin.de/ba-ts/jugendfreizeiteinrichtungen/einrichtungen/weisse-rose/,Die Weiße Rose,,arts_centre,,,,,,,,"[3844743053, 3844742938, 3844742910, 3844742865, 3844742868, 3844742863, 4682876596, 3844742871, 3844742875, 3844742878, 3844742927, 3844742926, 3844742974, 3844742991, 3844742923, 3844742922, 10689285361, 10908221938, 3844742972, 3844742986, 3844742990, 3844742988, 3844743026, 3844743049, 10689285359, 3844743061, 3844743054, 3844743053]",civic,1,0,,,,grey,many,,,,,,,,,,,,+49 30 902776646,,,,,,,,,white,,,,,,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/dieweisserose/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148369339,"POLYGON ((13.3290502 52.4876703, 13.3290504 52.4876618, 13.3290516 52.4875975, 13.3294951 52.4876006, 13.3294937 52.4876735, 13.3290926 52.4876706, 13.3290502 52.4876703))",,,,,,,,,,,,,,,,,,,,,"[3079813470, 3079812908, 3079814662, 3079812906, 3079814871, 3079813471, 3079813470]",civic,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148969483,"POLYGON ((13.554935 52.5630298, 13.5556523 52.5627961, 13.5555708 52.5627079, 13.5548535 52.5629421, 13.554935 52.5630298))",Berlin,DE,35,12689,Hellersdorfer Weg,Marzahn,,,,,Zollamt Marzahn,,,,,,,,,,"[1620232350, 1620232340, 1620232338, 1620232342, 1620232350]",civic,9,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,actual,,,,,,,,,,government,,,,,,customs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150809959,"POLYGON ((13.4516213 52.4929612, 13.4517099 52.4929115, 13.4516796 52.4928915, 13.4517989 52.4928246, 13.4518277 52.4928436, 13.4519166 52.4927937, 13.4517519 52.4926849, 13.4516621 52.4927353, 13.4516926 52.4927554, 13.4515726 52.4928228, 13.4515451 52.4928046, 13.4514582 52.4928534, 13.4516213 52.4929612))",,,,,Bouchéstraße,,,,,,,,,,,,,,,,"[1636829818, 1636829812, 1636829804, 1636829788, 1636829789, 1636829776, 1636829740, 1636829755, 1636829764, 1636829787, 1636829779, 1636829797, 1636829818]",civic,2,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151991363,"POLYGON ((13.4296266 52.482781, 13.4296589 52.4826816, 13.4297974 52.4826981, 13.4297651 52.4827975, 13.4296266 52.482781))",,,,,,,,,,,,,,,,,,,,,"[3235966159, 3235966137, 3235966154, 3235966161, 3235966159]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153760069,"POLYGON ((13.4337535 52.4873483, 13.4337513 52.4873461, 13.4337555 52.4873444, 13.4337525 52.4873414, 13.4337561 52.4873401, 13.4337336 52.487317, 13.4337305 52.4873181, 13.4337267 52.4873142, 13.4337299 52.4873131, 13.4336982 52.4872804, 13.4336944 52.4872817, 13.4336909 52.4872781, 13.4336946 52.4872767, 13.4336614 52.4872424, 13.4335971 52.4872661, 13.4335012 52.4871679, 13.4334533 52.4871189, 13.4334965 52.4871032, 13.4334989 52.4871055, 13.4336898 52.4870363, 13.4337292 52.4870767, 13.4337457 52.4870708, 13.4337478 52.487073, 13.4337446 52.4870741, 13.4337434 52.4870791, 13.4337657 52.4871023, 13.4337701 52.4871007, 13.4337734 52.4871041, 13.4337692 52.4871056, 13.4338013 52.4871391, 13.4338055 52.4871376, 13.4338086 52.4871409, 13.4338047 52.4871423, 13.4338369 52.4871759, 13.4338409 52.4871745, 13.4338437 52.4871775, 13.4338403 52.4871788, 13.4338722 52.4872121, 13.4338757 52.4872108, 13.4338789 52.4872142, 13.4338758 52.4872153, 13.433908 52.4872489, 13.4339111 52.4872477, 13.4339145 52.4872513, 13.4339114 52.4872524, 13.4339341 52.4872762, 13.4339373 52.4872751, 13.4339398 52.4872777, 13.433943 52.4872766, 13.4339458 52.4872795, 13.4337535 52.4873483))",,,,,,,,,,,,,,,,,,,,,"[1650235997, 5270262435, 5270262434, 5270262436, 5270262437, 5270262429, 5270262427, 5270262426, 5270262428, 5270262432, 5270262431, 5270262430, 5270262433, 1650235972, 1650235987, 2682115747, 1650235958, 5270262438, 5270262439, 1650235936, 1650235948, 1650235946, 5270262424, 5270262423, 5270235300, 5270235299, 5270235301, 5270235304, 5270235303, 5270235302, 5270235305, 5270235308, 5270235307, 5270235306, 5270235309, 5270235312, 5270235311, 5270235310, 5270235313, 5270235316, 5270235315, 5270235314, 5270235317, 5270235320, 5270235319, 5270235318, 5270262421, 5270262422, 5270262425, 1650235988, 1650235997]",civic,3,,,sports_centre,,,,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156969924,"POLYGON ((13.5125218 52.5730052, 13.5125362 52.5730752, 13.5125547 52.5730738, 13.5125638 52.5731329, 13.5125454 52.573138, 13.5125538 52.573172, 13.5125746 52.5731693, 13.5126389 52.5734897, 13.5126198 52.5734906, 13.512628 52.5735232, 13.5126479 52.5735223, 13.5126734 52.5736502, 13.5127647 52.5736435, 13.5127683 52.5736635, 13.5128217 52.5736571, 13.5128181 52.5736408, 13.5129198 52.5736305, 13.512906 52.5735621, 13.5128828 52.5735638, 13.5128698 52.5734994, 13.5128923 52.5734977, 13.5128119 52.573117, 13.5127884 52.5731167, 13.5127817 52.5730594, 13.5128017 52.5730578, 13.5127848 52.5729891, 13.5125218 52.5730052))",Berlin,DE,21,13059,Woldegker Straße,Neu-Hohenschönhausen,,,,,,,,,,,,,,,"[1692064568, 1987231096, 1987231094, 1987231101, 1987231103, 2510105374, 2510105372, 2510105376, 2510105378, 2510105382, 2510105380, 1692064623, 2510105386, 2510105390, 2510105388, 2510105384, 1692064621, 1987231118, 1987231121, 1987231113, 1987231110, 1987231098, 1987231100, 1987231064, 1987231060, 1692064559, 1692064568]",civic,5,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156969935,"POLYGON ((13.5155797 52.5743501, 13.5154652 52.5743757, 13.5154576 52.5743631, 13.5154326 52.5743686, 13.5154402 52.5743812, 13.5153873 52.574393, 13.5153764 52.5743751, 13.5153306 52.5743853, 13.5153709 52.574452, 13.5154153 52.574442, 13.5154605 52.5745168, 13.5154526 52.5745185, 13.5156239 52.5748021, 13.5158131 52.5747599, 13.515642 52.5744767, 13.515654 52.574474, 13.5156251 52.574426, 13.5156074 52.57443, 13.5155951 52.5744096, 13.5156132 52.5744056, 13.5155797 52.5743501))",Berlin,DE,4,13059,Dorfstraße,Wartenberg,,,,,,,,,,,,,,,"[1692064640, 5425122580, 5425122581, 5425122579, 5425122578, 1692064642, 5425122575, 5425122576, 5425122577, 5425122574, 1692064648, 1692064649, 1692064654, 1692064652, 5425122587, 5425122586, 5425122585, 5425122584, 5425122582, 5425122583, 1692064640]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157664926,"POLYGON ((13.3591682 52.5294608, 13.360217 52.5297905, 13.360313 52.5296763, 13.3603422 52.529641, 13.3592979 52.5293095, 13.3592283 52.5293877, 13.3591682 52.5294608))",,,,,,,,,,,,,,,,,,,,,"[568696659, 568696796, 1356968355, 568696780, 568696661, 1357163610, 568696659]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribünengebäude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157666887,"POLYGON ((13.3614033 52.52999, 13.3617456 52.5295827, 13.361619 52.5295433, 13.3616327 52.529527, 13.3615472 52.5295005, 13.3615343 52.5295158, 13.3614034 52.5294751, 13.361061 52.5298825, 13.3611653 52.5299149, 13.3611486 52.5299348, 13.3612869 52.5299778, 13.3613029 52.5299588, 13.3614033 52.52999))",,,,,,,yes,,,,Sport- und Ruderhalle,,,,"Tu,Fr 15:30-18:00",,,,,,"[568696804, 568696791, 1214994883, 1214994885, 1214994893, 1214994894, 568696794, 568696801, 1214994906, 1214994882, 1214994905, 1214994881, 568696804]",civic,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158419808,"POLYGON ((13.477628 52.5259577, 13.4778402 52.5259584, 13.47784 52.5259782, 13.4778757 52.5260033, 13.4779514 52.5260036, 13.4779997 52.5259787, 13.4779999 52.5259563, 13.4783461 52.5259574, 13.4783458 52.5259919, 13.4784484 52.5259923, 13.4784487 52.5259595, 13.4786182 52.5259601, 13.4786193 52.5258427, 13.4779029 52.5258403, 13.4777926 52.52584, 13.4776291 52.5258394, 13.477628 52.5259577))",,,,,,,,,,https://rbo-inmitten.berlin/kultur-begegnung/begegnungsstaette-im-haus-der-generationen/,Haus der Generationen,,community_centre,,,,,,,,"[1706143739, 4296699735, 4296699741, 4729824556, 4296699742, 4729824557, 4296699736, 4296699737, 4296699739, 4296699740, 4296699738, 1706143742, 1706143729, 2182052401, 2182052409, 1706143727, 1706143739]",civic,3,,,,,,flat,,,,,,,,,,,,+49 30 9860199911,,,,,,,,,,,hdg@rbo-inmitten.berlin,,,,,,,,,,,,,,,,,,,,,multigeneration,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,161411700,"POLYGON ((13.3056048 52.5396078, 13.3060909 52.5396085, 13.3060906 52.5396819, 13.3055619 52.5397503, 13.3055495 52.53968, 13.3056045 52.5396812, 13.3056048 52.5396078))",,,,,,,,,,,,,,,,,,,,,"[1733850952, 1733850964, 1733850970, 3725389942, 2967315333, 1733851010, 1733850952]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163402930,"POLYGON ((13.5864194 52.4358937, 13.5866113 52.4359101, 13.5867333 52.4353769, 13.5865414 52.4353605, 13.5864194 52.4358937))",,,,,,,,,,,Bildungs- und Freizeitzentrum LOB 1-5,,,,,,,,,,"[1751033792, 1751033807, 1751033155, 1751033139, 1751033792]",civic,5,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163952606,"POLYGON ((13.5949438 52.4289094, 13.5950014 52.428915, 13.595144 52.4289289, 13.5952272 52.428937, 13.5953862 52.4289525, 13.5954089 52.4288658, 13.5949666 52.4288227, 13.5949438 52.4289094))",,,,,,,,,,,,,,,,,,,,,"[6218779470, 2025075015, 6218779469, 6218779466, 1756133449, 1756133418, 1756133407, 6218779470]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163952744,"POLYGON ((13.595144 52.4289289, 13.5951238 52.429006, 13.5950705 52.4290008, 13.5950351 52.4291356, 13.5951717 52.4291489, 13.5952272 52.428937, 13.595144 52.4289289))",,,,,,,,,,,,,,,,,,,,,"[6218779469, 6218779468, 1756133461, 6218779467, 1756133526, 6218779466, 6218779469]",civic,2,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164804439,"POLYGON ((13.4189731 52.4776707, 13.4190059 52.4775636, 13.4191252 52.4775771, 13.4191236 52.4775823, 13.4192655 52.4775984, 13.4192673 52.4775927, 13.419318 52.4775985, 13.4193163 52.4776042, 13.419383 52.4776118, 13.419384 52.4776086, 13.4193927 52.4776096, 13.4193756 52.4776653, 13.4193686 52.4776646, 13.4193536 52.4777139, 13.4189731 52.4776707))",,,,,,,,,,,,,,,,,,,,,"[3747274596, 3747274571, 3747274572, 3747274574, 3747274577, 3747274575, 3747274578, 3747274579, 3747274583, 3747274580, 3747274581, 3747274595, 3747274594, 3747274604, 3747274596]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,167250847,"POLYGON ((13.3849659 52.4879257, 13.3849561 52.4879063, 13.3850122 52.487895, 13.3849886 52.4878513, 13.3850244 52.4878442, 13.3849952 52.48779, 13.3849598 52.4877971, 13.3849346 52.4877504, 13.3846969 52.4877979, 13.3847854 52.487962, 13.3848242 52.4879543, 13.3849659 52.4879257))",,,,,,,,,,https://www.die-gelbe-villa.de/,die gelbe Villa,,community_centre,,Mo-Fr 08:00-16:30,,,,,,"[1786559696, 2495555660, 2495555656, 2495555626, 2495555623, 2495555596, 2495555602, 1379804693, 1379804694, 2495555676, 1786559699, 1786559696]",civic,,,,,,,,,,,,,,,,,youth_centre,,+49 30 76765014,,,,,,,,,,,sekretariat@die-gelbe-villa.de,+49 30 76765030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
