element_type,osmid,barrier,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,email,fax,name,phone,school,website,wheelchair,wikidata,wikipedia,contact:fax,contact:phone,contact:website,contact:email,note,grades,entrance,source,operator,school:de,isced:level,name:etymology:wikidata,old_name,operator:type,toilets:wheelchair,addr:inclusion,check_date,opening_hours,level,ref,name:en,wheelchair:description,short_name,source_ref,lastcheck,addr:housename,alt_name,description,name:de,check_date:opening_hours,office,capacity,fee,fixme,historic,image,name:ru,start_date,surveillance,website:ru,contact:facebook,name:sv,name:zh,denomination,religion,school:DE,healthcare,craft,height,nodes,postal_code,leisure,name:etymology:wikipedia,building,building:colour,building:material,roof:colour,roof:material,building:levels,name:signed,roof:levels,polling_station,roof:shape,official_name,layer,heritage,heritage:operator,lda:criteria,ref:lda,proposed:name,heritage:website,noname,max_age,min_age,type,url,note:de,name:ja,language:de,language:en,after_school,institution:support,landuse,name:start_date,phone:de,phone:en,institution:pedagogy,lunch,fence_type,website:operator,designation,wikimedia_commons,preschool,contact:instagram,contact:email_1,opening_hours:office,sport,name:fr,ref:AEFE,brand,language:gr,vocational,boundary,protect_class,pedagogy,loc_name,source:outline,language:it,network,network:short,name:etymology,language:pt,survey:date,operator:short,year,language:fr,temporary,old_name:1860,old_name:1942,old_name:1960,old_name:1993-2012,old_name:2,ways
way,24578969,,"POLYGON ((13.1841329 52.5107009, 13.1875403 52.5119733, 13.1883082 52.5122821, 13.1883686 52.5115785, 13.1874324 52.511364, 13.1874776 52.5113028, 13.1876077 52.511195, 13.1875743 52.5109669, 13.187068 52.5108405, 13.1869779 52.5105288, 13.1874523 52.5100893, 13.188227 52.5100402, 13.1881406 52.5095366, 13.1881174 52.5094246, 13.1853863 52.5094317, 13.1838079 52.5096604, 13.1841329 52.5107009))",Berlin,DE,53-67,13595,Jaczostraße,,school,info@schuleanderhavelduene.de,+4930 365097 40,Schule an der Haveldüne,+4930 365097 3,,https://8-iss-spandau.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[267209623, 267272838, 267209624, 267272839, 267272840, 4939720035, 8163741627, 267209625, 8163741626, 7151166976, 994999136, 8163741625, 994999091, 267160377, 267160376, 267160375, 267209623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24608193,,"POLYGON ((13.3053139 52.5875942, 13.3069591 52.5883146, 13.3060399 52.5890794, 13.3059629 52.5891386, 13.3051417 52.5887577, 13.304632 52.588538, 13.3049182 52.5883007, 13.3046115 52.5881743, 13.3053139 52.5875942))",,,,,,,school,sekretariat@borsigwaldergs.de,+4930 43 55 35 87,Borsigwalder Grundschule,+4930 43 22 051,,https://borsigwaldergs.de/,,Q22081465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[267503964, 60042062, 29711655, 267503966, 498195889, 276142616, 267503967, 276142618, 267503964]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24608194,,"POLYGON ((13.3044473 52.5899965, 13.3059629 52.5891386, 13.304632 52.588538, 13.3049182 52.5883007, 13.3046115 52.5881743, 13.3034302 52.5891636, 13.3044473 52.5899965))",Berlin,DE,126,13509,Miraustraße,Borsigwalde,school,sekretariat@toulouse-lautrec-schule.de,+49 30 4332099,Toulouse-Lautrec-Schule,+49 30 4332097,,http://www.tls.cidsnet.de,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[29711653, 267503966, 276142616, 267503967, 276142618, 267503972, 29711653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24608223,,"POLYGON ((13.353604 52.573443, 13.3547571 52.5733581, 13.3547316 52.5732211, 13.3547674 52.573132, 13.3546754 52.5726793, 13.354195 52.572701, 13.3541485 52.5724813, 13.3534186 52.5725364, 13.353604 52.573443))",Berlin,DE,23-25,13407,Lindauer Allee,Reinickendorf,school,paul-loebe-schule@gmx.de,+4930 49 87 54 23,Paul-Löbe-Oberschule,+4930 495 70 2627,,https://www.paul-loebe-schule.de/,,,,,,,,,7-10,,,,,,Q62671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[271144556, 267505042, 5139598418, 5139598419, 267505044, 267505045, 271144559, 271144557, 271144556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24864104,,"POLYGON ((13.2935046 52.4860241, 13.2927385 52.4860814, 13.2926859 52.4858018, 13.2926372 52.4850891, 13.2926344 52.4850462, 13.2926186 52.4848, 13.2926046 52.484591, 13.2925654 52.4843565, 13.2933252 52.4843086, 13.2934189 52.4851856, 13.2935046 52.4860241))",Berlin,DE,41-47,14193,Salzbrunner Straße,Schmargendorf,school,,,Ev. Gymnasium zum Grauen Kloster,,,,,,,+49 30 8254012,+49 30 8254011,http://www.graues-kloster.de/,sekretariat@graues-kloster.de,,,,pupil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,protestant,christian,,,,,"[270183013, 270183015, 5290463511, 2181026210, 5290463509, 2181026202, 5290463508, 270183017, 270183019, 5290463510, 270183013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24917388,,"POLYGON ((13.3793082 52.5430514, 13.3794684 52.5429527, 13.3797886 52.5431685, 13.3803478 52.5435464, 13.3793898 52.544119, 13.3793059 52.543741, 13.3792664 52.5435647, 13.3792699 52.5433937, 13.3793082 52.5430514))",,,,,,,school,sekretariat@humboldthain.schule.berlin.de,+4930 46777 340,Humboldthain Grundschule,+4930 46777 330,,https://www.humboldthain-grundschule.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[270751347, 270751350, 4200289519, 270751353, 4096439093, 4200289755, 270751346, 6823158364, 270751347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24917541,,"POLYGON ((13.3710219 52.5433817, 13.3710234 52.5433707, 13.3707711 52.5433577, 13.3707703 52.5433635, 13.3706228 52.5433559, 13.3706259 52.5433328, 13.3706071 52.5433318, 13.3706099 52.5433115, 13.3706288 52.5433125, 13.3706313 52.5432943, 13.3706258 52.543294, 13.3706316 52.543252, 13.3706372 52.5432523, 13.3706458 52.5431905, 13.3707932 52.5431981, 13.3707841 52.5432635, 13.3710899 52.5432793, 13.3710993 52.5432117, 13.3712169 52.5432178, 13.3712173 52.5432151, 13.3712781 52.5432182, 13.3712777 52.5432209, 13.3713953 52.543227, 13.3713859 52.5432945, 13.3716919 52.5433102, 13.371701 52.5432448, 13.3718485 52.5432525, 13.3718399 52.5433143, 13.3718455 52.5433145, 13.3718398 52.5433566, 13.3718342 52.5433563, 13.3718256 52.543418, 13.3716781 52.5434104, 13.3716789 52.5434046, 13.3714265 52.5433915, 13.371425 52.5434025, 13.3713524 52.5433987, 13.3713534 52.5433913, 13.3710955 52.543378, 13.3710944 52.5433854, 13.3710219 52.5433817))",Berlin,DE,11,13347,Ravenéstraße,Gesundbrunnen,school,,,Schule am Zille-Park,,,,no,,,,,,,,,,Geoportal Berlin / ALKIS,,,,,,,,,2022-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4199122841, 4199122833, 4199122829, 4199122830, 270752525, 4199122825, 4199122824, 4199122819, 4199122820, 4199122817, 4199122816, 4199122810, 4199122811, 270752526, 270752527, 270752528, 270752529, 270752530, 4199122806, 4199122805, 4199122807, 4199122808, 270752531, 270752532, 418752357, 418752358, 270752534, 4199122821, 4199122822, 4199122828, 4199122827, 270752535, 4199122851, 4199122850, 4199122846, 4199122849, 4199122847, 4199122845, 613634016, 4199122842, 4199122841]",,,,school,,,,,4,,0,yes,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24951666,,"POLYGON ((13.3422254 52.5733076, 13.3429868 52.5736238, 13.3445939 52.5740461, 13.3446357 52.5746438, 13.3432213 52.5746708, 13.3422271 52.5746641, 13.3422254 52.5733076))",Berlin,DE,8-13,13407,Humboldtstraße,Reinickendorf,school,verwaltung.eulenspiegel@gmx.de,+4930 49875706,Till-Eulenspiegel-Grundschule,+4930 4953050,,http://www.eulenspiegel.cidsnet.de/,limited,Q96528240,,,,,,,,,,,,,Q164083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6313730396, 640421447, 271143541, 271143542, 1368885910, 6313730394, 6313730396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24951769,,"POLYGON ((13.3569568 52.5701866, 13.3573115 52.569979, 13.3575869 52.5697901, 13.357784 52.5696247, 13.3577448 52.56953, 13.3571134 52.5693379, 13.3564016 52.5691213, 13.3562382 52.5692311, 13.3560557 52.5693465, 13.3558124 52.5694705, 13.3558577 52.5694988, 13.3559328 52.5694641, 13.3561384 52.5696208, 13.3560898 52.5696444, 13.3569568 52.5701866))",,,,,,,school,FEG@freenet.de,+49 30 496 28 71,Friedrich-Engels-Gymnasium,+49 30 495 50 56,,http://www.feg.cidsnet.de/,,Q1342043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[271145252, 271145255, 5139598607, 271145257, 5139598606, 9738147790, 271145258, 5139598604, 5139598605, 271145251, 9738147787, 2566610614, 2566610619, 9738147788, 271145252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25007375,,"POLYGON ((13.1981368 52.5379077, 13.1981531 52.5378784, 13.1981405 52.5378758, 13.1981611 52.5378389, 13.197966 52.5377987, 13.1978992 52.5379185, 13.1978534 52.5380008, 13.1980526 52.5380418, 13.1980788 52.5379949, 13.1984501 52.5381057, 13.1984147 52.5381495, 13.1985123 52.5381786, 13.198628 52.5382131, 13.1986624 52.5381704, 13.1989392 52.538253, 13.1989049 52.5382955, 13.1987913 52.5384364, 13.199072 52.5385202, 13.1992253 52.5383301, 13.19924 52.5383345, 13.1993207 52.5382345, 13.1993085 52.5382308, 13.1994591 52.5380441, 13.1992399 52.5379787, 13.1991815 52.5380512, 13.1991797 52.5380508, 13.1991755 52.5380503, 13.1991707 52.5380503, 13.199167 52.5380508, 13.199164 52.5380516, 13.1991605 52.5380527, 13.1991572 52.5380544, 13.1991544 52.5380564, 13.1991528 52.538058, 13.1991516 52.5380598, 13.1991505 52.538062, 13.1991501 52.5380644, 13.1991503 52.5380665, 13.1991511 52.5380686, 13.1991523 52.5380708, 13.1991549 52.5380733, 13.1991575 52.5380751, 13.1991609 52.5380767, 13.19912 52.5381274, 13.1991127 52.5381252, 13.1990617 52.5381885, 13.1987015 52.538081, 13.198721 52.5380568, 13.1985595 52.5380086, 13.1985431 52.538029, 13.1981368 52.5379077))",,,,,,,school,,,Lily-Braun-Oberschule (Gymnasium),+49 30 3389040,,http://www.lily-braun-oberschule.de,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2886633908, 2886634305, 271860378, 1165656929, 3882645137, 3882645138, 2886633603, 1165656916, 271860370, 1165656932, 1165656898, 2886645004, 1165656891, 1165656865, 271860371, 2886633604, 271860373, 271860374, 2886645804, 2886646006, 2886633715, 2886633714, 271860375, 271860376, 2886634809, 2886645002, 2886646002, 2886634109, 2886646301, 2886636306, 2886644503, 2886636106, 2886645803, 2886646003, 2886644505, 2886646102, 2886646004, 2886646103, 2886645404, 2886633514, 2886636307, 2886634710, 2886645405, 2886645003, 2886633909, 271860377, 2886635810, 2886644504, 2886644805, 2886634709, 2886633908]",,,,yes,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25024442,,"POLYGON ((13.3146278 52.5733942, 13.3158947 52.5732235, 13.3154389 52.5719904, 13.3152999 52.5716144, 13.3151731 52.5712712, 13.3149956 52.5712954, 13.3147507 52.5713288, 13.3147182 52.5713333, 13.3145807 52.5713524, 13.3141664 52.5714086, 13.3142079 52.5715211, 13.3142352 52.5715948, 13.3142952 52.5717573, 13.3142999 52.5717699, 13.3140471 52.5718044, 13.3141344 52.5720405, 13.3141446 52.5720682, 13.3141575 52.5721031, 13.3141717 52.5721415, 13.3142593 52.5723785, 13.3142667 52.5723986, 13.3143189 52.5725399, 13.3143288 52.5725667, 13.3143768 52.5726963, 13.3146278 52.5733942))",Berlin,DE,37,13403,Auguste-Viktoria-Allee,,school,schulleitung@m-b-o.net,+49 304135164,Max-Beckmann-Oberschule,+49 30413408182,,http://www.m-b-o.net,,Q1911992,,,,,,,,,,,,,Q164683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[272094629, 316855477, 997312723, 997312688, 716613644, 271727595, 1250406064, 1250406104, 99454846, 111179795, 99454848, 715072656, 1242574770, 272094637, 316855485, 715072613, 715072596, 715072684, 715072609, 715072574, 715072689, 715072578, 1244182663, 1244182678, 272094629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25310181,,"POLYGON ((13.3437731 52.4073198, 13.3448573 52.4076414, 13.3457601 52.4079058, 13.3465619 52.4081323, 13.3470275 52.4075624, 13.3472744 52.4072641, 13.3478655 52.4064328, 13.3478915 52.4063962, 13.3470551 52.4061504, 13.3462025 52.4058995, 13.3453558 52.4064177, 13.3451031 52.4065698, 13.3437731 52.4073198))",Berlin,DE,62,12279,Waldsassener Straße,Marienfelde,school,,,Gustav-Heinemann-Oberschule,,,https://gho.berlin/,yes,Q1555489,,,,,,,5-13,,,,,,,,,,,,,,,,,,,,,,int. Sekundarschule mit gym. Oberstufe,,,,,,,,,,,,,,,,,,,,,,"[275702370, 635723731, 10010953863, 275702371, 10010953818, 10010953862, 10010953854, 6083461550, 635730854, 6083461546, 968049058, 968049097, 275702370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25341672,,"POLYGON ((13.36604 52.5711825, 13.3655019 52.5714103, 13.3651121 52.5712496, 13.3649545 52.5711851, 13.3649276 52.5711741, 13.3647406 52.5710997, 13.3645154 52.5710071, 13.3642747 52.5709091, 13.3644757 52.5707277, 13.3645116 52.5706953, 13.3652054 52.570063, 13.3653046 52.5699717, 13.3653499 52.5699192, 13.3657286 52.5694803, 13.3665389 52.5697638, 13.3667949 52.5698542, 13.3670512 52.5699446, 13.3673803 52.5700588, 13.3661273 52.5711093, 13.36604 52.5711825))",Berlin,DE,68,13409,Breitkopfstraße,,school,gustav.freytag.schule@gmail.com,+4930 49873287,Gustav-Freytag-Schule,+4930 4958031,,http://www.gustav-freytag-schule.de,,Q61769859,,,,,,,,,,,,,Q58811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[276133393, 705950635, 2953568189, 2953570991, 2953570483, 2953571967, 2953572149, 276133396, 9174604019, 9174576279, 9174576284, 2953569312, 9174576287, 3389866588, 501565894, 2953569294, 2953568617, 276133404, 9174576288, 276133393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25492400,,"POLYGON ((13.3058138 52.4374166, 13.3053439 52.4372262, 13.3059403 52.4366792, 13.3056862 52.4365763, 13.3055888 52.4366656, 13.3053189 52.4365563, 13.3054768 52.4364114, 13.305182 52.436292, 13.3053789 52.4361114, 13.3054887 52.4361559, 13.3062127 52.4354919, 13.3066126 52.435654, 13.305917 52.4362918, 13.3066961 52.4366076, 13.3058138 52.4374166))",Berlin,DE,27,12203,Dürerstraße,Lichterfelde,school,,,Max-von-Laue Oberschule,,,http://www.max-von-laue-schule.de/,,,,,,,,,,,,,,,Q57067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[277776888, 277776889, 277776890, 277776891, 3986463560, 10604494901, 3986463346, 277776892, 3986463318, 3986463326, 277776893, 277776894, 277776895, 277776896, 277776888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25492663,,"POLYGON ((13.3675137 52.4134603, 13.3671291 52.4135763, 13.3670642 52.4135961, 13.3668983 52.4136474, 13.3667258 52.413424, 13.3666013 52.4134629, 13.3663353 52.4131036, 13.3650961 52.413453, 13.3650474 52.4134667, 13.3648666 52.4135182, 13.3646603 52.413225, 13.3642899 52.4133312, 13.3645458 52.4136886, 13.3648446 52.4141239, 13.3650511 52.4144208, 13.3652041 52.4143828, 13.3662261 52.4141312, 13.3670998 52.4139084, 13.3671222 52.4139362, 13.3672035 52.413912, 13.3676415 52.4137775, 13.3677467 52.4137441, 13.3675137 52.4134603))",,,,,,,school,,,Solling Oberschule,,,http://www.solling-schule.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5094086560, 3738868008, 3738868032, 277779551, 277779552, 277779553, 277779554, 5287210996, 5287210997, 277779556, 6481780734, 6481780735, 3738868148, 3738868776, 5287784589, 277779546, 5287214945, 277779547, 331397656, 3738868458, 3738868342, 5287214925, 5094086560]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25538670,,"POLYGON ((13.3682881 52.5726748, 13.3697867 52.572026, 13.3687436 52.5711349, 13.3686456 52.5711277, 13.3670029 52.572022, 13.3680912 52.5724643, 13.3682881 52.5726748))",,,,,,,school,verwaltung@bvs-os.de,+4930 492 80 45,Bertha-von-Suttner-Oberschule,+4930 491 60 57,,https://www.bertha-von-suttner.de/,limited,,,,,,,,,,,,,,Q18456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[278330363, 278330370, 3389866590, 278330371, 278330372, 278330374, 278330363]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25650655,,"POLYGON ((13.4449069 52.4959032, 13.4449097 52.4959056, 13.4448726 52.4959242, 13.4448686 52.4959216, 13.4443818 52.4961593, 13.4442952 52.4960675, 13.4444864 52.4959755, 13.4442719 52.4958077, 13.4444211 52.4957357, 13.4444612 52.4957666, 13.4444583 52.4957772, 13.444445 52.4957837, 13.444519 52.4958407, 13.4446258 52.4957882, 13.4445533 52.4957325, 13.444537 52.4957398, 13.444519 52.4957383, 13.4444797 52.4957074, 13.4445951 52.4956516, 13.4446335 52.4956332, 13.4448478 52.4957981, 13.4449929 52.4957292, 13.4449558 52.4956987, 13.4450688 52.4956431, 13.4451222 52.4956836, 13.4452112 52.4957527, 13.4449069 52.4959032))",Berlin,DE,2,10997,Görlitzer Ufer,Kreuzberg,school,,,Fichtelgebirge-Grundschule,,,,limited,,,,,,,,,,,,,,,,,no,,,,,,,,,,,Fichtelgebirge-Grundschule,,,,,,,,,,,,,,,,,,,,,,,,"[5486310413, 5486310412, 5486310411, 5486310410, 5486310409, 1220019298, 5486310408, 5486310407, 5486310406, 5486310405, 5486310404, 5486310403, 5486310402, 5486310401, 5486310400, 5486310399, 5486310398, 5486310397, 280813958, 5486310396, 5486310395, 5486310394, 5486310393, 5486310392, 5486310387, 5486310391, 5486310413]",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25729698,,"POLYGON ((13.4638074 52.4675202, 13.4645546 52.4670875, 13.4651244 52.4674538, 13.4652395 52.4675278, 13.4658058 52.4678467, 13.4657525 52.4678866, 13.4656288 52.4679681, 13.4655756 52.4680053, 13.4655946 52.4680196, 13.4654371 52.4681141, 13.4651011 52.4683157, 13.4638074 52.4675202))",Berlin,,21-19,12057,Zwillingestraße,,school,,,Kepler-Schule,+49-30-68092064,,http://www.kepler.cidsnet.de,,Q116779288,,,,,,,,,,Bezirksamt Neukölln von Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3880652828, 3880652826, 7295116256, 5254493918, 3880652829, 869349543, 4348872162, 5254493917, 5254493916, 869349545, 3880652830, 3880652828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25823723,,"POLYGON ((13.4843678 52.53638, 13.4844709 52.5364461, 13.4843825 52.5364972, 13.4844491 52.5365398, 13.4844096 52.5365626, 13.4844645 52.5365977, 13.4843831 52.5366448, 13.4843276 52.5366093, 13.4842926 52.5366295, 13.4842242 52.5365857, 13.4839006 52.5367727, 13.4837687 52.5368489, 13.4836679 52.5367844, 13.4843678 52.53638))",,,,,,,school,,,Gutenberg-Oberschule,,,,,,,+49 30 97895856,+49 30 9711565,https://www.gutenberg-oberschule-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[281675362, 281675448, 281675364, 281675339, 6374163832, 6374163833, 6374163831, 6374163830, 281675473, 281675341, 2513576764, 281675342, 281675343, 281675362]",,,,school,,,,,4,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25823867,,"POLYGON ((13.4834855 52.5368278, 13.4835939 52.5368967, 13.4835071 52.5369472, 13.4835718 52.5369883, 13.4835345 52.53701, 13.4835876 52.5370437, 13.4835056 52.5370914, 13.4834519 52.5370573, 13.4834158 52.5370782, 13.4833494 52.537036, 13.4830201 52.5372277, 13.4828899 52.5373035, 13.4827839 52.5372362, 13.4834855 52.5368278))",,,,,,,school,,,Grundschule Am Wilhelmsberg,,,,,,,+49 30 97605323,+49 30 9711566,https://www.gs-am-wilhelmsberg.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[281676984, 281676985, 281676986, 281676987, 6374163828, 6374163829, 6374163827, 6374163826, 281676988, 281676989, 2513576765, 281676990, 281676991, 281676984]",,,,school,,,,,4,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25843500,,"POLYGON ((13.4765826 52.5547349, 13.4766261 52.5547556, 13.4767941 52.5547622, 13.4769026 52.5547664, 13.4773429 52.5547986, 13.4775198 52.5548135, 13.4775372 52.5547418, 13.4777185 52.5547521, 13.4777483 52.5546266, 13.47779 52.5543925, 13.4778583 52.5540086, 13.4778223 52.5537929, 13.4771487 52.5538242, 13.4771485 52.5538331, 13.4767898 52.5538481, 13.4767818 52.5537899, 13.4764438 52.5538068, 13.4763897 52.5538095, 13.4764748 52.5545097, 13.4765473 52.5545064, 13.4765826 52.5547349))",Berlin,,31,13088,Falkenberger Straße,,school,,,Grundschule am Weißensee,,,https://www.grundschuleamweissensee.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[281883981, 5637888251, 10758915128, 3332292030, 3332292042, 4718540383, 4718540382, 281883982, 281883983, 5637887817, 5637888252, 281883984, 5637888253, 4718540381, 5637888254, 5637888255, 5637888234, 281883985, 5637888250, 5637888249, 281883981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25871235,,"POLYGON ((13.5660127 52.5392599, 13.5660102 52.5392329, 13.5660097 52.539193, 13.5661073 52.5391935, 13.566109 52.5389338, 13.5658825 52.5389339, 13.5652472 52.5389342, 13.5652473 52.5390141, 13.5650343 52.5390212, 13.5645688 52.5390206, 13.564568 52.5392344, 13.5645684 52.5392768, 13.5645687 52.539302, 13.564983 52.5392987, 13.5649859 52.5398043, 13.5649838 52.5402159, 13.5648427 52.540217, 13.5648454 52.5403955, 13.5654664 52.5403878, 13.566026 52.5400222, 13.5660129 52.5398542, 13.5660127 52.5392599))",,,,,,,school,,,Grundschule an der Mühle,,,,,Q108332212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[352748196, 5891761370, 352812889, 352812897, 282202606, 5891761375, 352748183, 352748193, 352748192, 352748186, 352748188, 352748209, 352748189, 101184543, 352748174, 352748163, 352748165, 282202687, 282202688, 282202689, 352748197, 352748196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26298848,,"POLYGON ((13.4549684 52.5511608, 13.454664 52.550785, 13.454504 52.5508323, 13.4540721 52.5509611, 13.4540123 52.5508829, 13.4536879 52.5509808, 13.4535474 52.5510228, 13.4535684 52.5510487, 13.4533378 52.5511206, 13.4536347 52.5515242, 13.4549684 52.5511608))",,,,,,,school,,,Primo-Levi-Gymnasium Haus A,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[288090840, 288090841, 5015925455, 5015925465, 5015925464, 2927064569, 2927066431, 3419010460, 288090844, 288090845, 288090840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
