element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:phone,contact:website,name,operator,tourism,website,wheelchair,wheelchair:description,wikidata,geometry,cuisine,email,outdoor_seating,phone,smoking,opening_hours,addr:suburb,created_by,payment:credit_cards,blind:description:de,checkout,contact:fax,internet_access,opening_hours:breakfast,brand,brand:wikidata,diet:vegetarian,wheelchair:description:de,internet_access:fee,internet_access:operator,disused:amenity,fax,biergarten,toilets:wheelchair,description,old_name,indoor_seating,url,note,short_name,buffet,payment:coins,payment:contactless,payment:girocard,payment:notes,takeaway,diet:fish,diet:meat,website:menu,capacity,check_date,level,opening_hours:kitchen,delivery,was:name,contact:facebook,source,entrance,access:covid19,delivery:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,alt_name,check_date:opening_hours,diet:vegan,opening_hours:signed,organic,lunch,lunch:buffet,diet:organic,smoking:outside,award:michelin,brand:wikipedia,reservation:email,min_age,ref,start_date,lastcheck,parking,toilets:access,toilets:changing_table,toilets:fee,toilets:scheme,payment:cash,beer_garden,changing_table,changing_table:location,last_checked,delivery:partner,brewery,air_conditioning,contact:instagram,restaurant,disused:shop,payment:american_express,payment:mastercard,payment:visa,name:de,name:en,drive_in,drive_through,indoor,payment:cards,payment:cryptocurrencies,fixme,craft,bar,reservation,historic_name,payment:debit_cards,addr:state,designation,microbrewery,diet:halal,diet:kosher,contact:mobile,toilets,outdoor_seating:capacity,old_operator,old_website,yelp,access,source:capacity,check_date:diet:vegan,is_in,last_check,was:amenity,was:cuisine,was:operator,was:website,source:ref,operator:website,payment:electronic_purses,name:zh,diet:non-vegetarian,diet:nut_free,diet:pescetarian,branch,payment:maestro,name:--2022-10,internet_access:type,source:name,owner,addr:housename,drinks,diet:dairy_free,diet:gluten_free,diet:lactose_free,opening_hours:url,drink:whisky,drink:wine,internet_access:ssid,payment:visa_debit,payment:visa_electron,opening_days,name:--2016,name:2016-09-09--,stars,breakfast,drink,board_games,drink:club-mate,contact:url,addr:subdistrict,building,contact:wheelchair,payment:db_konzernausweis,operator:type,image,mobile,self_service,cocktails,layer,planned,currency:XBT,diet:chicken,diet:healthy,diet:lacto_vegetarian,diet:local,diet:mediterranean,diet:ovo_vegetarian,payment:lightning,payment:lightning_contactless,payment:onchain,survey:date,facebook,nodes,shop,building:levels,roof:levels,check_date:diet:vegetarian,note:opening_hours,roof:shape,source:roof:shape,opening_hours:restaurant,live_music,club,name:--2015-02,name:2015-06-13--2017,name:2018-01--2020-06,name:2020-07--,drink:coffee,castle_type,historic,wikipedia,stroller,roof:note,addr:place,official_name,ref:vatin,building:levels:underground,roof:material,loc_name,smoking:description:de,outdoor_seating:comfort,room,ways,type
node,1766412966,,,,,,restaurant,,,,Zur alten Schmiede,,,http://www.cannstatts-alte-schmiede.de/,,,,POINT (9.2137587 48.8036563),regional,info@cannstatts-alte-schmiede.de,yes,+49 711 65843955,,"Mo,We-Sa 11:00-14:00,17:00-23:00;Su 11:00-14:00,17:00-21:30",,,,,,,,,,,,,,,,+49 711 67343383,,,,,,,,,,,,,,,,,,,,,"Mo,We-Sa 11:00-14:00,17:00-21:45;Su 11:00-14:00,17:00-20:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1766418341,,,,,,restaurant,,,,Gaststätte Kernerhaus,,,,,,,POINT (9.212112 48.8034419),italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1766441946,,,,,,restaurant,,,,Weinstube am Stadtgraben,,,http://www.weinstube-stadtgraben.de,,,,POINT (9.2161752 48.8049422),german,info@weinstube-stadtgraben.de,yes,+49 711 567006,,Mo-Fr 12:00-14:00; Su 12:00-15:00; Mo-Su 18:00+,,,,,,,,,,,,,,,,+49 711 3054227,,,,,,,,,,,,,,,,,,,,,,,,,local knowledge,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1767855732,,,,,,restaurant,,,,Clara Zetkin Haus,,,http://www.waldheim-stuttgart.de,limited,,,POINT (9.2049096 48.7453242),german,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1773583884,Stuttgart,DE,160,70190,Neckarstraße,restaurant,,,,Tevhid Restaurant,,,,no,,,POINT (9.1964817 48.7896521),kebab;turkish,,,+49 711 6152542,,Mo-Su 10:00–23:00,,,yes,,,,,,,,,,,,,,,,,Musica è,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1773676363,,,,,,restaurant,,,,China Goumet Imbiss,,,,no,,,POINT (9.2017466 48.7931079),asian,,yes,,,"Mo-Fr 11:30-15:00,17:30-22:30; Sa 17:30-22:30; PH,Su 12:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1773678998,Stuttgart,,59,70190,Stöckachstraße,restaurant,senviet.stuttgart@gmail.com,,,Sen Việt,,,http://senviet-stuttgart.de/,no,,,POINT (9.2027507 48.792434),vietnamese,,,+49 711 283856,,"Mo-Fr 11:00-15:00,17:00-23:00;Su,PH 12:00-22:00;Sa off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1787111933,Stuttgart,DE,41,70190,Hackstraße,restaurant,,,,Pizzeria - Rosticceria Palma,,,https://www.pizzeria-palma.de/,no,,,POINT (9.2026013 48.789289),pizza,,,+49 711 65227003,,"Mo, We-Fr 11:30-14:00, 17:00-22:00; Sa 16:00-22:00; Su 17:00-22:00",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Baden-Württemberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1787322241,Stuttgart,DE,52,70190,Stöckachstraße,restaurant,,,,Stöckachstube,,,https://plus.google.com/109472755395961881951/about?gl=de&hl=de,no,,,POINT (9.2021826 48.7918653),german,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaststätte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1787388859,Stuttgart,DE,162,70190,Neckarstraße,restaurant,,,,Hànoi,,,https://www.hanoi-stuttgart.de,no,Treppe um ins Lokalinnere zu kommen (mind. 6 Stufen). Neue Sommerterrasse aber leider mit Stufen (siehe Bild).,,POINT (9.1966241 48.7897398),vietnamese,hanoi.stuttgart@gmail.com,yes,+49 711 50466122,,"Mo-Fr 11:30-15:00,17:00-22:00;Sa,Su 12:00-22:00",,,no,,,,,,,,,,,,,,,,,Lúc Lác,,,,,,,,,,,,,https://cdn.website.dish.co/media/d3/30/4417071/Speisekarte.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1854850691,,,,,,restaurant,,,,Babuschka,,,,yes,,,POINT (9.2022997 48.8354333),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1859049796,Stuttgart,DE,66b,70329,Tiefenbachstraße,restaurant,,,,Da Salvo,,,https://www.restaurant-da-salvo.de/,,,,POINT (9.2210351 48.7562459),italian,,yes,+49 711 425612,isolated,"Mo,Tu,Th,Fr,Sa 17:00-22:30; Su 11:30-14:30,17:30-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1859956073,Stuttgart,,73,70376,Neckartalstraße,restaurant,,,,Alter Hasen,,,http://www.alter-hasen.de/,,,,POINT (9.2110423 48.8062187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1917557702,Stuttgart,DE,10,70597,Epplestraße,restaurant,,+49 711 7683916,,Fratelli,,,,limited,,,POINT (9.1695303 48.7481335),,,yes,,,"Mo 8:30-18:00; Tu-Sa 08:30-23:00, Su,PH 10:00-16:00",,,,,,,no,,,,,,,,,,,,,Café Russini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1932584782,Stuttgart,DE,260,70469,Wiener Straße,restaurant,,,,CJD Feuerbach,,,http://stuttgart.cjd.de/stuttgart/pages/index/p/11230,no,,,POINT (9.1448733 48.8083947),german,,,+49 711 13549103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CJD Feuerbach Stäffele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1975085803,Stuttgart,DE,235,70188,Haußmannstraße,restaurant,,,,Tasca im Feui,,,http://www.tasca-im-feui.de,,,,POINT (9.2149621 48.7866165),portuguese,,,+49 7112626618,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1979638916,Stuttgart,DE,13,70329,Klingenbachstraße,restaurant,,,,Weingut und Besenwirtschaft Wöhrwag,,,http://www.karl-woehrwag.de,,,,POINT (9.2743194 48.7603254),german,info@karl-woehrwag.de,,+49 711 328891,,,,,,,,,,,,,,,,,,+49 711 323060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1982533129,Stuttgart,,87,70191,Nordbahnhofstraße,restaurant,,,,Café Einstein,,,http://www.cafeeinstein-nord.de/,limited,,,POINT (9.1898852 48.798021),regional,,yes,+49 711 93596181,,Mo-Su 11:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1993616934,Stuttgart,,15,70329,Asangstraße,restaurant,,,,Wahl's Lokal,,,https://www.wahls-lokal.de/,,,,POINT (9.2701392 48.7631055),german;regional,,yes,,,,Obertürkheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2000054374,Stuttgart,DE,2,70188,Schlachthofstraße,restaurant,,,,Stuttgarter Schlachthof,,,https://www.schlachthof-stuttgart.de/,yes,,,POINT (9.2198981 48.7857823),,willkommen@schlachthof-stuttgart.de,yes,+49 711 66419500,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,https://www.schlachthof-stuttgart.de/speisekarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2016366762,Stuttgart,DE,66,70599,Im Asemwald,restaurant,,,,Clubhaus TC Asemwald,,,https://clubhaus-tc-asemwald.de/,limited,,,POINT (9.195117 48.7252747),regional,,,,,Mo-Su 11:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2074771408,Stuttgart,DE,119a,70190,Neckarstraße,restaurant,,,,Lek's Thai Restaurant & Lounge,,,https://www.thai-restaurant-stuttgart.com/,no,,,POINT (9.1913941 48.7870269),thai,,,+49 711 4080149,,Tu-Su 17:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,Lek's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2079147532,Stuttgart,DE,11,70372,Brunnenstraße,restaurant,,,,Steak-Restaurant MonTero,,,http://www.restaurant-montero.de/,yes,,,POINT (9.2141854 48.8057478),steak_house,,,+49 711 968 938 95,,"Mo-Su 11:30-14:30,17:00-23:00",,,,,,,,,,,,,,,,,,,,Goldener Löwen,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2081981047,Stuttgart,,19,70186,Lembergstraße,restaurant,,,,Ganesha,,,http://www.ganesharestaurant.de,no,,,POINT (9.2025478 48.7803758),indian,,,+49 711 4687981,,"Mo-Sa 11:30-14:30,17:30-22:30; Su 12:00-22:00; PH 12:00-22:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganesha Restaurant,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2083004730,Stuttgart,DE,333,70327,Ulmer Straße,restaurant,,,,Löwenstube,Jack Schupeck und Hans J. Beck,,https://www.loewenstube-stuttgart.de/,no,,,POINT (9.2423237 48.7731942),regional,loewenstube@gmail.com,yes,+49 711 25254360,,"Su-Fr 11:30-14:30,17:00-23:00; Sa 17:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2083053177,Stuttgart,,2,70327,Wangener Marktplatz,restaurant,,,,Pizzeria Ristorante Rinascente,,,,,,,POINT (9.2456531 48.7715921),italian,,,+49 711 423536,,"12:00-14:30,17:30-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2084144112,Stuttgart,,20,70186,Gablenberger Hauptstraße,restaurant,,,,Villa Rustica,,,https://www.villarustica-stuttgart.de,no,,,POINT (9.2073913 48.779651),italian;pizza,info@villarustica-stuttgart.de,,+49 711 467276,,"Su-Fr 12:00-14:30,18:00-23:00; Sa 18:00-23:00; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villarusticastuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,villarusticastuttgart,,,,,,,,,,,,,,,,,,,,,,,,+49 152 21873370,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2084904950,,,1,70599,Turnierstraße,restaurant,,,,Mangi e Bevi,,,http://www.mangiaebevi-plieningen.de,no,,,POINT (9.2130426 48.7010181),italian;pizza,,,+4971134217805,,"Mo-Fr 09:30-12:30,14:30-19:00; Sa 09:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2084904951,,,,,,restaurant,,,,L'inizio,,,,limited,,,POINT (9.214629 48.7005647),italian,,yes,,,"Mo, We-Fr 11:30-14:30, 17:30-23:00; Sa 17:30-23:00; Su 12:00-21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2128801273,,,,,,restaurant,,,,Zeppelin-Stüble,,,,no,,,POINT (9.1797856 48.7832117),,,,,,"Tu-Su 11:30-14:30, Tu-Sa 18:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2143174618,Stuttgart,DE,4,70182,Wilhelmsplatz,restaurant,,,,Pizzeria il Pomodoro,Petra Reim,,,,,,POINT (9.1787111 48.7716569),italian;pizza,,yes,+49 711 86025777,,"Mo-Fr 11:30-15:00,17:00-00:00; Sa 15:00-00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2143178815,Stuttgart,DE,1,70182,Wilhelmsplatz,restaurant,,,,Noodle 1 Dining,,,https://www.noodle1.de/,limited,"Nur Terrasse ist Rollstuhlgerecht, Stufen um ins Lokalinnere zu kommen.",,POINT (9.1784387 48.7717871),vietnamese,,yes,+49 711 86010286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2150399003,Stuttgart,DE,30,70195,Beethovenstraße,restaurant,,,,Bo'teca di Vino,,,https://boteca-stuttgart.de/,limited,,,POINT (9.132922 48.775878),regional,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2158782239,Stuttgart,DE,2,70173,Lautenschlagerstraße,restaurant,,,,Amici,,,https://www.amici.de/,,,,POINT (9.1793893 48.7831589),,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2180231938,Stuttgart,,7,70190,Urachstraße,restaurant,,,,Casa Lusitana,,,,,,,POINT (9.1984316 48.7862057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2295714120,Stuttgart,,,70197,Gutenbergstraße,restaurant,,,,Pizza Pasta Taxi,,,http://www.pizza-pasta-taxi.de/,limited,,,POINT (9.1555665 48.7709736),pasta;pizza,,,,,Mo-Su 11:00-23:00,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2307994252,,,,,,restaurant,,,,Logo,,,https://logo-restaurant.de/,yes,,,POINT (9.1743768 48.7789729),,,,,,Mo-Fr 10:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2315072545,,,57,70372,Kreuznacher Straße,restaurant,,,,Äquator,,,http://www.restaurant-equator.de/,no,,,POINT (9.2224268 48.8023821),,,no,+49 711 5920137,,"We off; PH,Th-Tu 17:00-24:00",,,,,,,,,,,yes,,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
