element_type,osmid,created_by,geometry,amenity,name,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,website,barrier,wikidata,source,access,note,operator,url,level,email,phone,opening_hours,contact:email,contact:fax,contact:phone,nodes,building,building:levels,roof:levels,roof:shape,school,school:DE,fax,area,denomination,religion,wikipedia,roof:material,type,addr:suburb,old_name,alt_name,description,leisure,toilets:wheelchair,roof:colour,disused:shop,was:name,start_date,school:de,school_type,fixme,name:de,name:fr,ref:AEFE,contact:website,historic,image,building:name,isced:level,official_name,building:parts,short_name,designation,source:geometry,grades,layer,loc_name,ways
way,24605073,,"POLYGON ((9.1517002 48.8168865, 9.1522373 48.8169956, 9.152348 48.8170294, 9.1527506 48.8173235, 9.1528379 48.8173039, 9.1534335 48.8172904, 9.1535966 48.8172796, 9.1537195 48.8172512, 9.1538151 48.8172077, 9.1539583 48.8169686, 9.154124 48.8166428, 9.1537783 48.8165288, 9.1537305 48.8164923, 9.1536337 48.8164645, 9.1536127 48.8165032, 9.1535709 48.8165706, 9.1526441 48.816299, 9.1526851 48.8162415, 9.1525501 48.8161933, 9.1521839 48.8160758, 9.1519318 48.8163693, 9.1517964 48.8166463, 9.1517002 48.8168865))",school,,,,,,,,,,,,,,,,,,,,,,,"[59656323, 3355599381, 59656324, 54829096, 3355582234, 267468263, 54829092, 9120222959, 54829089, 325698548, 258359913, 8660051381, 59656317, 6804793335, 9120222968, 6804793334, 6804793333, 6883549817, 6883549816, 6883549815, 325681834, 7565471285, 59656323]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24605116,,"POLYGON ((9.1527196 48.8169843, 9.1529446 48.8170455, 9.1528876 48.8171362, 9.1532363 48.8172311, 9.1533391 48.8170674, 9.1530761 48.8169958, 9.1531259 48.8169165, 9.1533944 48.8169896, 9.1534978 48.816825, 9.1531467 48.8167294, 9.1531265 48.8167615, 9.1529394 48.8167105, 9.1528992 48.8167745, 9.1530869 48.8168257, 9.1530507 48.8168833, 9.1528221 48.8168211, 9.1527196 48.8169843))",school,Hattenbühlschule,,Stuttgart,DE,90,70469,Linzer Straße,,,,,,,,,,,,,,,,"[267468458, 267468459, 267468460, 267468461, 267468462, 267468463, 267468464, 267468465, 267468466, 267468467, 267468468, 267468469, 267468470, 267468471, 267468472, 267468473, 267468458]",yes,,,,,,,,,,,,,Feuerbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24703759,,"POLYGON ((9.163443 48.7753944, 9.1637636 48.775519, 9.1637676 48.7755137, 9.1637748 48.7755161, 9.1637684 48.7755246, 9.1638596 48.7755544, 9.1638833 48.7755621, 9.163977 48.7755928, 9.1639408 48.7756386, 9.1639094 48.7756887, 9.1638602 48.7756751, 9.1638186 48.7756636, 9.1637691 48.7756498, 9.1637315 48.7756394, 9.1637481 48.7756173, 9.1637285 48.7756111, 9.1637161 48.7756283, 9.1636865 48.7756191, 9.1636889 48.7756159, 9.1635564 48.7755731, 9.1635454 48.7755889, 9.1635387 48.7755869, 9.1635012 48.7755752, 9.1634304 48.7755531, 9.1634186 48.7755495, 9.1634305 48.7755329, 9.1633666 48.775513, 9.1633551 48.7755291, 9.1632251 48.7754887, 9.163246 48.7754584, 9.1632364 48.7754557, 9.1632719 48.7754234, 9.1633251 48.7753526, 9.1633118 48.7753484, 9.1635835 48.7749736, 9.1635914 48.7749764, 9.1636078 48.7749535, 9.1636037 48.7749522, 9.1637147 48.7747974, 9.1638227 48.774831, 9.1636962 48.7750076, 9.1637158 48.7750137, 9.1638288 48.7750489, 9.163956 48.7748714, 9.1640636 48.7749049, 9.1640609 48.7749087, 9.1641292 48.77493, 9.1641121 48.7749539, 9.1640308 48.7750673, 9.1639732 48.7751477, 9.1639007 48.7751251, 9.1638987 48.7751279, 9.1637951 48.7750957, 9.1636822 48.7750605, 9.163443 48.7753944))",school,Königin-Olga-Stift Gymnasium,,Stuttgart,DE,18,70176,Johannesstraße,http://www.olga-stift.de/,,Q16462,,,,,,,,,,,,,"[268510214, 8907655393, 8907655390, 8907655391, 8907655392, 8907655389, 8907655386, 2919437606, 8907655394, 2919437620, 1256493301, 8907655412, 8907655413, 2919437613, 2919437609, 2919437607, 8907655414, 8907655415, 2919437608, 2919437604, 8907655418, 2919437605, 1256493257, 2919437603, 2919437602, 2919437601, 2919432099, 2919432100, 2919432098, 2919432097, 268510206, 8907655381, 2919432096, 2919432095, 8907655402, 8907655400, 8907655399, 8907655401, 268510207, 1256493094, 1256493000, 8907655380, 1256493321, 1256493204, 8907655397, 8907655398, 268510210, 308351889, 308351902, 268510212, 8907655395, 8907655396, 8907655379, 268510213, 268510214]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24789408,,"POLYGON ((9.2521223 48.7914762, 9.2530321 48.7907411, 9.2529682 48.7905765, 9.2529291 48.7904131, 9.2528861 48.7900626, 9.2529291 48.789859, 9.2521402 48.7895258, 9.2506532 48.790711, 9.2509979 48.7911426, 9.2521223 48.7914762))",school,Luginslandschule,,,,71,,Margaretenstraße,http://www.luginslandschule.s.schule-bw.de/,,,,,,,,,,,,,,,"[269341217, 269341218, 2088163032, 269341219, 269341220, 269341221, 269341222, 269341223, 269341224, 269341217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24832305,,"POLYGON ((9.1891544 48.8290566, 9.189392 48.8291144, 9.1894419 48.8291266, 9.1896229 48.8291706, 9.1896461 48.8291294, 9.1897346 48.8289718, 9.1899048 48.8290133, 9.1901419 48.829071, 9.1900866 48.8291694, 9.1903451 48.8292324, 9.1904494 48.8292578, 9.1904166 48.8293162, 9.1905971 48.8293601, 9.190494 48.8295437, 9.1901938 48.8294706, 9.1902265 48.8294124, 9.1901105 48.8293842, 9.1898547 48.8293219, 9.1897038 48.8292852, 9.1896341 48.8294094, 9.1892755 48.8293221, 9.1890378 48.8292642, 9.1891544 48.8290566))",school,Gustav-Werner-Schule,yes,Stuttgart,,22,70437,Fürfelder Straße,,,,,,,,http://www.gws-s.info/,,,,,,,,"[2677602753, 2677662660, 2677662655, 1596835941, 2677662657, 269774554, 2677662608, 269774555, 269774556, 2677662575, 269774557, 269774558, 269774559, 269774560, 269774561, 269774562, 2677662643, 2677602754, 1596836006, 269774566, 2677662659, 269774567, 2677602753]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24834119,,"POLYGON ((9.182177 48.8317497, 9.1824298 48.8317308, 9.1831509 48.8316659, 9.1833477 48.8302894, 9.1831882 48.830187, 9.1818691 48.8301964, 9.1808651 48.8302556, 9.1805534 48.8313266, 9.1809775 48.8314517, 9.181276 48.8312905, 9.1819951 48.8311708, 9.182177 48.8317497))",school,Silcherschule,,Stuttgart,DE,25,70437,Schwabbacher Straße,,fence,,,,,,,,,,,,,,"[3625613329, 3625698511, 3670309186, 3671174308, 269790481, 269790482, 269790483, 269790484, 3625613321, 3625613318, 3625613305, 3625613329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25212951,,"POLYGON ((9.1715219 48.7655988, 9.1711123 48.7650674, 9.1705726 48.765246, 9.1701872 48.7653762, 9.1704618 48.7656894, 9.1707263 48.7655936, 9.170904 48.7658183, 9.1715219 48.7655988))",school,Marienschule,,Stuttgart,,16,70180,Römerstraße,http://marienschule-stuttgart.de/,,,,,,,,,,,,,,,"[274915021, 274915013, 2949423832, 274915015, 274915017, 274915018, 274915019, 274915021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25711442,,"POLYGON ((9.1489467 48.7287668, 9.1489785 48.7286456, 9.1492358 48.728675, 9.149204 48.7287961, 9.1489467 48.7287668))",school,Riedseeschule,,Stuttgart,DE,28,70567,Vaihinger Straße,,,,,,,,,,,,,,,,"[280341498, 280341502, 280341503, 280341499, 280341498]",yes,,,,,,,,,,,,,,Wilhelmschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25845936,,"POLYGON ((9.1721825 48.7654885, 9.1719565 48.7655861, 9.1729242 48.7666805, 9.1732274 48.76689, 9.1735754 48.7667178, 9.1721825 48.7654885))",school,Heusteigschule,,,,,,,,,Q66098763,,,,,,,,,,,,,"[2019342896, 281910422, 281910423, 281910424, 2019342906, 2019342896]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25846130,,"POLYGON ((9.209143 48.7830278, 9.2095967 48.7833221, 9.2095854 48.7839192, 9.2113926 48.783404, 9.2099962 48.7824848, 9.209143 48.7830278))",school,Raichberg-Realschule,,Stuttgart,,90,70188,Schönbühlstraße,http://www.raichberg-realschule-stuttgart.de/,,,,,,,,,,,,,,,"[281914663, 281914665, 281914667, 281914670, 281914672, 281914663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25862722,,"POLYGON ((9.2005084 48.7750818, 9.2004106 48.7751428, 9.2003864 48.7751265, 9.2004346 48.7750949, 9.2003783 48.7750574, 9.2003983 48.7750237, 9.2003057 48.7750358, 9.2002413 48.774829, 9.2002689 48.7748246, 9.2002677 48.7748222, 9.2003595 48.7748092, 9.2003737 48.7748596, 9.2004386 48.7748517, 9.2005084 48.7750818))",school,,,,,,,,,,,,,,,,,,,,,,,"[282096050, 282096051, 282096058, 282096060, 1175146623, 282096061, 1175147020, 282096047, 282096049, 282096062, 282096064, 282096065, 282096066, 282096050]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25862723,,"POLYGON ((9.1997941 48.7758032, 9.1999175 48.7758778, 9.2008814 48.7757409, 9.2009153 48.7756954, 9.2009792 48.7756096, 9.2011287 48.7755513, 9.2009318 48.7754311, 9.2007761 48.7753154, 9.2006632 48.7752004, 9.2005677 48.7750423, 9.200436 48.7747433, 9.1997063 48.7749641, 9.1998594 48.7752719, 9.199555 48.7753362, 9.1997941 48.7758032))",school,Ev. Heidehof-Gymnasium,,,,,,,,,,,,,,,,,,,,,,"[282096067, 282096070, 282096071, 365212880, 282096072, 282096073, 5696473572, 282096074, 282096076, 5696473571, 282096077, 282096078, 370627478, 282096079, 282096067]",,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25862916,,"POLYGON ((9.2001729 48.7754723, 9.2003683 48.7755472, 9.2003725 48.7755415, 9.2004967 48.7754038, 9.2003342 48.7753395, 9.2003033 48.7753273, 9.2001755 48.7754694, 9.2001729 48.7754723))",school,,,,,,,,,,,,,,,,,,,,,,,"[282098271, 282098273, 8888661342, 282098274, 8888661341, 282098275, 8888661338, 282098271]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25862918,,"POLYGON ((9.1999364 48.7758255, 9.2000485 48.7758614, 9.2000694 48.7758331, 9.2001195 48.7758491, 9.2001575 48.7757975, 9.2002296 48.7758206, 9.2003308 48.7756833, 9.2003244 48.7756813, 9.2002789 48.7756666, 9.2003424 48.7755818, 9.2001533 48.7755212, 9.2000879 48.77561, 9.2000939 48.7756117, 9.1999364 48.7758255))",school,,,Stuttgart,DE,49,70184,Heidehofstraße,,,,,,,,,,,,,,,,"[282098276, 282098278, 282098279, 282098280, 282098281, 282098283, 1175147034, 282098284, 282098285, 282098302, 282098303, 1175146735, 1175147101, 282098276]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25996576,,"POLYGON ((9.1300641 48.7320068, 9.1301507 48.7320148, 9.1301301 48.7321113, 9.1301715 48.7321151, 9.1301357 48.7322825, 9.1300531 48.7322748, 9.1300481 48.7322987, 9.1296783 48.7322643, 9.1296875 48.7322214, 9.1296465 48.7322176, 9.1296642 48.7321347, 9.1295483 48.7321239, 9.1295424 48.7321518, 9.1293296 48.732132, 9.1293634 48.7319738, 9.1293776 48.7319076, 9.1294074 48.7319104, 9.1294593 48.7319152, 9.1294866 48.7317875, 9.1298185 48.7318183, 9.1297778 48.7320084, 9.1299344 48.7320229, 9.1299398 48.7319976, 9.1300271 48.7320057, 9.1300213 48.7320331, 9.1300578 48.7320365, 9.1300641 48.7320068))",school,Turnhalle mit Therapie-/Lehrschwimmbad,yes,Stuttgart,DE,6,70567,Hengstäcker,http://www.sfk.s.bw.schule.de/,,,,,,,,,,,,,,,"[2879320059, 283612940, 9864495868, 283612942, 283612943, 2879320080, 2879320081, 2879320079, 9864495866, 9864495865, 9864495867, 2879320070, 283612944, 283612947, 5827174379, 2879320052, 5827174367, 283612949, 283612935, 283612936, 283612938, 9864495873, 9864495872, 9864495871, 9864495870, 9864495869, 2879320059]",yes,,,,,,,,,,,,,,,Schule für Körperbehinderte Stuttgart,Sonderpädagogisches Bildungs- und Beratungszentrum (SBBZ) mit dem Förderschwerpunkt körperliche und motorische Entwicklung,sports_centre,yes,,,,,,,,,,,,,,,,,,,,,,,,
way,26154049,,"POLYGON ((9.1309402 48.7434148, 9.1313743 48.7436819, 9.1318402 48.7439685, 9.132219 48.7436967, 9.1320843 48.743509, 9.132003 48.7433875, 9.1318386 48.7432576, 9.1316138 48.7431361, 9.1312249 48.7429562, 9.1311095 48.7431402, 9.1309402 48.7434148))",school,Grundschule Stuttgart-Kaltental,,,,,,,http://www.stuttgart.de/item/show/305802/1/dept/108656?,,,,,,,,,,,,,,,"[286402841, 8104926083, 286402842, 286402843, 2706880029, 519366700, 519366702, 286402844, 519366704, 519366703, 286402841]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26368131,,"POLYGON ((9.1536785 48.7910909, 9.1535285 48.7911246, 9.1534186 48.7911436, 9.1532063 48.7911587, 9.1529466 48.7911541, 9.1528088 48.7911228, 9.1527388 48.7910423, 9.1526493 48.7910754, 9.1526222 48.7910741, 9.1524832 48.7910488, 9.1523641 48.7909981, 9.1522673 48.7909254, 9.1522001 48.7909266, 9.1521488 48.7908858, 9.1520995 48.7908125, 9.1520655 48.7907263, 9.1520593 48.7906405, 9.1520763 48.790562, 9.1521676 48.790411, 9.1522229 48.7903541, 9.1523218 48.7902734, 9.1524338 48.7902045, 9.1532606 48.7897969, 9.153375 48.7899037, 9.1536021 48.7900648, 9.153696 48.7901187, 9.1538103 48.7901761, 9.1541026 48.7903098, 9.1541851 48.7903551, 9.1542487 48.790406, 9.1542836 48.7904704, 9.1542964 48.7905178, 9.1542758 48.790566, 9.1541978 48.7906268, 9.1541448 48.7907019, 9.1541032 48.7907732, 9.1540511 48.7908375, 9.1540117 48.7909064, 9.1539603 48.7909558, 9.1537755 48.791051, 9.1536785 48.7910909))",school,Freie Waldorfschule am Kräherwald,yes,Stuttgart,DE,10,70192,Rudolf-Steiner-Weg,,,Q56477178,,,,,,,,,,,,,"[288888901, 288888904, 2505363049, 2505363051, 2505363050, 2505363048, 2505363043, 2505363045, 2505363046, 2505363044, 2505363042, 2505363040, 2505363041, 2505360661, 2505360654, 2505360649, 2505360643, 2505360636, 2505360631, 2505360627, 2505360624, 2505360621, 2505360609, 2505360610, 2505360614, 2505360615, 2505360619, 2505360626, 2505360628, 2505360630, 2505360634, 2505360635, 288888908, 2505360641, 2505360647, 2505360651, 2505360658, 2505360664, 2505360665, 2505360669, 288888901]",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
way,26665445,,"POLYGON ((9.1631973 48.7396091, 9.1633808 48.7382477, 9.1634271 48.7382151, 9.1637248 48.7381937, 9.1640396 48.7386593, 9.1640031 48.7388387, 9.1640151 48.7389684, 9.1640538 48.7390887, 9.1641039 48.7391889, 9.1640278 48.7392495, 9.1642269 48.7395621, 9.1644784 48.7399979, 9.1646307 48.7402647, 9.1646511 48.7404786, 9.1639262 48.7405107, 9.162968 48.7405236, 9.1631973 48.7396091))",school,Internationale Schule Stuttgart,,,,,,,,,,,,,,,,,,,,,,"[292467441, 2957584064, 292467442, 292467443, 292467444, 2957584067, 2957584063, 2957584065, 2957584066, 292467440, 292468077, 2957603042, 2957603043, 292468078, 292468079, 292468080, 292467441]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28090240,,"POLYGON ((9.2233895 48.7381578, 9.2234356 48.7385625, 9.2230623 48.7386563, 9.2227494 48.7387593, 9.2225087 48.7388584, 9.2222745 48.7384952, 9.2222674 48.738226, 9.2223136 48.7382238, 9.2223519 48.7382268, 9.2223512 48.7378906, 9.2229975 48.7378941, 9.2233895 48.7381578))",school,Waldorfschule Silberwald,,,,,,,http://www.waldorfschule-silberwald.de/,,Q56477208,,,,,,,,,,,,,"[308507619, 5594211589, 5594211590, 5594211587, 5594211588, 308507622, 5594337149, 4358715846, 5594337148, 308507623, 4358715845, 308507619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28130196,,"POLYGON ((9.2524471 48.7543914, 9.2526274 48.7543491, 9.2526114 48.7543142, 9.2525945 48.7542778, 9.2525471 48.7542879, 9.2524701 48.7541386, 9.2526992 48.7540859, 9.2527299 48.754156, 9.2529514 48.754108, 9.2530341 48.7542623, 9.2528361 48.7543061, 9.2528627 48.7543701, 9.252926 48.7543555, 9.253004 48.7545124, 9.2527728 48.7545586, 9.2527413 48.7544945, 9.2525188 48.7545423, 9.2524471 48.7543914))",school,Steinenbergschule,,Stuttgart,DE,5,70329,Am Steinenberg,,,,,,,,,,steinenbergschule@stuttgart.de,+49 711 426041,,,,,"[308963870, 308963994, 3187265437, 308963995, 308963083, 308963076, 308963077, 308963078, 308963079, 308963080, 308963081, 308963749, 308963754, 308963755, 308963826, 308963868, 308963869, 308963870]",school,,,,,,+49 711 4205086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28198302,,"POLYGON ((9.1616814 48.7713342, 9.1617231 48.7713463, 9.1616896 48.7713987, 9.1621974 48.7715342, 9.1622592 48.7714222, 9.1618483 48.7713129, 9.1621228 48.7709032, 9.1624709 48.7710055, 9.1624606 48.7710208, 9.1625133 48.7710363, 9.1625213 48.7710245, 9.162515 48.7710226, 9.1625678 48.7709279, 9.1620883 48.770787, 9.1620886 48.7707866, 9.1619399 48.7707429, 9.1619131 48.7707825, 9.1618798 48.7708318, 9.1616342 48.7711952, 9.1615803 48.7711869, 9.1615749 48.7711956, 9.1615805 48.7711992, 9.1615666 48.7712194, 9.1615591 48.7712184, 9.1615529 48.7712282, 9.1615958 48.7712526, 9.1615643 48.7712995, 9.1616337 48.7713197, 9.1616171 48.7713446, 9.1616651 48.7713586, 9.1616814 48.7713342))",school,Wirtschaftsgymnasium West,,Stuttgart,DE,101,70178,Rotebühlstraße,http://www.wg-west.de/,,,,,,,,,,,,,,,"[2722304108, 317474641, 444491484, 309725624, 309725625, 1306935758, 1306935766, 1306935750, 1306935752, 1306935755, 1352804779, 8903605934, 1352804773, 1306935751, 8903605935, 1306935746, 1306935770, 8903605928, 2722304099, 2722304098, 8903605933, 8903605930, 8903605931, 8903605932, 2722304102, 2722304103, 309725609, 2722304106, 2722304109, 2722304110, 2722304108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28371429,,"POLYGON ((9.1506209 48.7730597, 9.1506158 48.7730585, 9.1506134 48.7730631, 9.1503733 48.7730082, 9.1503509 48.7730031, 9.1503256 48.7729973, 9.1503534 48.7729443, 9.1503351 48.7729402, 9.1502421 48.7729189, 9.150241 48.7729211, 9.1502473 48.7729225, 9.1501029 48.7731974, 9.150013 48.7731769, 9.1499736 48.7732518, 9.1499776 48.7732528, 9.1499799 48.7732484, 9.1503814 48.77334, 9.1503793 48.773344, 9.1503823 48.7733447, 9.1504403 48.7732343, 9.1504615 48.7731941, 9.1505028 48.7731155, 9.150582 48.7731336, 9.1506209 48.7730597))",school,Vogelsangschule,,Stuttgart,DE,30,70197,Paulusstraße,https://www.vogelsangschule.de/,,Q118289107,,,,,,,,,,,,,"[268506229, 9197353054, 9197353055, 8895334512, 8895334501, 311606281, 311606284, 8895334496, 311606286, 9197353048, 9197353049, 311606288, 311606290, 311606292, 9197353050, 9197353051, 9197353053, 9197353052, 311606294, 2941103996, 2941103990, 1279820085, 1279820150, 268506229]",yes,,,,,,,,,,,,,,,,,,,gray,,,,,,,,,,,,,,,,,,,,,,,
way,28638318,,"POLYGON ((9.1261181 48.7215083, 9.126152 48.7215813, 9.1262496 48.7217919, 9.1261812 48.721807, 9.1261225 48.7218199, 9.1260804 48.7218292, 9.1261221 48.7219198, 9.1262362 48.7218954, 9.126292 48.7218835, 9.1263094 48.7219209, 9.1270594 48.7217701, 9.1271502 48.7217518, 9.127168 48.7217916, 9.1277821 48.7216698, 9.1275636 48.7212096, 9.1261181 48.7215083))",school,it.schule stuttgart,,Stuttgart,DE,20-22,70565,Breitwiesenstraße,https://www.its-stuttgart.de/,,,local knowledge,,,,,,,,,,,,"[314753380, 9004118713, 1775474889, 2083805426, 2083805425, 1775474875, 1775474886, 2083805427, 1775474888, 314753384, 2083805424, 1238713101, 1238712691, 314753386, 314753382, 314753380]",school,3,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28829081,,"POLYGON ((9.2110135 48.7834458, 9.2111764 48.7833401, 9.2106877 48.7830133, 9.2105249 48.783119, 9.210569 48.7831485, 9.2109689 48.783416, 9.2110135 48.7834458))",school,Raichberg-Realschule,,,,,,,,,,,,,,,,,,,,,,"[316953739, 316953742, 316953745, 316953747, 6496194299, 6496194300, 316953739]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28829082,,"POLYGON ((9.2096811 48.783281, 9.2097898 48.7833534, 9.2101602 48.783112, 9.2100518 48.7830398, 9.2098377 48.7831793, 9.2096813 48.7830752, 9.2098964 48.782935, 9.2097899 48.7828641, 9.2094216 48.7831041, 9.2095283 48.7831752, 9.2096197 48.7831156, 9.2097755 48.7832195, 9.2096811 48.783281))",school,,,Stuttgart,DE,90,70188,Schönbühlstraße,,,,,,,,,,,,,,,,"[316953749, 316953752, 316953754, 316953756, 316953759, 316953761, 316953764, 316953767, 316953769, 316953771, 316953774, 316953776, 316953749]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29103574,,"POLYGON ((9.1902968 48.8349156, 9.190375 48.8349367, 9.1903584 48.8349655, 9.1901792 48.835277, 9.1908917 48.8354181, 9.1907955 48.8356203, 9.1920658 48.8358745, 9.1923118 48.8353888, 9.1924778 48.835061, 9.1909593 48.8347377, 9.1904608 48.8346316, 9.1902968 48.8349156))",school,Ernst-Abbe-Schule,yes,,,127,,Rotweg,,,,,,,,,,,,,,,,"[269790548, 269790549, 9594396756, 269790550, 269790551, 269790552, 269790553, 9594396759, 269790554, 9594288206, 269790555, 269790548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30054852,,"POLYGON ((9.153815 48.7756097, 9.1538159 48.7755602, 9.1538187 48.7752299, 9.153818 48.7751821, 9.1538176 48.7751275, 9.1538182 48.7750793, 9.1535695 48.775076, 9.1535644 48.7751693, 9.1535636 48.7752133, 9.1536212 48.7752134, 9.1536662 48.7752143, 9.1536637 48.7752684, 9.1536591 48.7755744, 9.1536392 48.7755743, 9.1536386 48.7756084, 9.153815 48.7756097))",school,Hasenbergschule,,Stuttgart,DE,28,70193,Bebelstraße,http://www.hasi.s.bw.schule.de/,,,,,,,,,,,,,,,"[331037760, 3176409566, 3176409569, 2924599380, 2924599371, 3176409565, 331037768, 2924599377, 1049882714, 2924599385, 331037764, 2924599399, 2924599520, 2924599519, 331037765, 331037760]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30114218,,"POLYGON ((9.1711275 48.768538, 9.1718612 48.7694462, 9.171376 48.7696245, 9.1706308 48.7687006, 9.1711275 48.768538))",school,Karls-Gymnasium,,Stuttgart,DE,38,70178,Tübinger Straße,https://karls-gymnasium.de/,,Q1733881,,,,,,,,,,,,,"[331847711, 331847712, 331847713, 331847714, 331847711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30138046,,"POLYGON ((9.1631701 48.8126199, 9.1634719 48.8121882, 9.1634664 48.8121865, 9.1634973 48.8121418, 9.1635289 48.8120963, 9.1635357 48.8120863, 9.1635099 48.8120792, 9.1636045 48.8119429, 9.1634909 48.8118785, 9.1634053 48.8119499, 9.1634272 48.8119614, 9.1633483 48.8120267, 9.1633717 48.8120387, 9.1632922 48.8121055, 9.1633123 48.8121162, 9.1632322 48.8121818, 9.1632547 48.8121939, 9.1631748 48.8122602, 9.1631962 48.8122717, 9.1631173 48.8123363, 9.1631401 48.8123485, 9.1630588 48.812414, 9.1630835 48.8124268, 9.1630314 48.8124689, 9.1629892 48.8124571, 9.1629955 48.8124474, 9.1628662 48.812409, 9.1628614 48.8124076, 9.1628521 48.8124211, 9.1628358 48.8124162, 9.162775 48.8125047, 9.1627729 48.8125078, 9.1627872 48.812512, 9.1627354 48.812588, 9.1628717 48.8126294, 9.1629261 48.812551, 9.163162 48.8126217, 9.1631646 48.8126183, 9.1631701 48.8126199))",school,Louis-Leitz-Schule,,Stuttgart,DE,51,70469,Wiener Straße,http://www.louis-leitz-schule.de,,,,,,Landeshauptstadt Stuttgart,,,,+49 711 896518 0,,,,,"[332106031, 9367402817, 9367402816, 9367402812, 9367402815, 1351792641, 1351792640, 332106032, 1351792598, 332106033, 1351792625, 1351792627, 1351792638, 1351792643, 1351792645, 1351792646, 607576564, 1351792648, 1351792650, 1351792666, 1351792669, 1351792671, 1351792673, 6139290221, 6139290222, 6139290223, 332106009, 9367402825, 9367402824, 9367402826, 332106024, 1351792675, 1351792682, 1351792687, 1351792690, 1351792685, 9367402819, 9367402818, 332106031]",yes,,,,,,,,,,,,,,,,Kaufmännische Berufsschule - Wirtschaftsgymnasium - Wirtschaftsschule,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31433453,,"POLYGON ((9.2319827 48.8333644, 9.2322541 48.8331782, 9.2325347 48.8333554, 9.2322633 48.8335416, 9.2319827 48.8333644))",school,Pelikanschule,,Stuttgart,DE,71,70378,Pelikanstraße,https://pelikanschule.de/,,,,,,,,,,,,,,,"[350564950, 350564951, 350564952, 350564953, 350564950]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31465043,,"POLYGON ((9.2021402 48.787814, 9.2022235 48.7877918, 9.2022193 48.787785, 9.2023547 48.787749, 9.2023568 48.7877523, 9.2026095 48.7876851, 9.2026108 48.7876872, 9.2027086 48.7878468, 9.202716 48.7878588, 9.202655 48.787875, 9.2026476 48.7878631, 9.2023791 48.7879345, 9.2024032 48.7879739, 9.2022251 48.7880213, 9.2021644 48.7879222, 9.2021559 48.7879214, 9.2021443 48.787919, 9.2021354 48.7879152, 9.2021294 48.7879087, 9.2021262 48.7879016, 9.2021252 48.7878954, 9.2021277 48.787889, 9.2021316 48.7878856, 9.2021387 48.7878802, 9.2021749 48.7878706, 9.2021402 48.787814))",school,Grund- und Werkrealschule Ostheim,,Stuttgart,,115,70190,Landhausstraße,,,,Bing,,,,,,,,,,,,"[351437049, 8882777065, 8882777064, 8882777063, 8882777066, 351437054, 8882777059, 8882777056, 351437062, 8882777060, 8882777061, 351437067, 351437070, 351437078, 8882777062, 8882777054, 8882777053, 8882777052, 8882777051, 8882777050, 8882777049, 8882777048, 8882777055, 351437083, 351437086, 351437049]",yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
