element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,website,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,opening_hours,source,entrance,tourism,contact:website,level,old_name,service_times,office,operator,wikidata,wikipedia,denomination:de,short_name,toilets:wheelchair,check_date,access,addr:suburb,club,note,description,start_date,network,url,alt_name,contact:phone,name:source,official_name,official_name:source,fee,historic,nodes,building,building:material,height,roof:material,roof:orientation,roof:shape,email,fax,phone,architect,building:architecture,image,roof:colour,building:levels,ref,roof:direction,source:roof:shape,architect:1811-1944,architect:1955-,former:location,name:-1808,name:1811-,wikimedia_commons,building:start_date,roof:levels,name:signed,contact:email,denomination:wikipedia,name:en,building:colour,consecrationname,roof:height,source:addr,name:de,wheelchair:description,ele,year_of_construction,place_of_worship,architect:wikidata,name:ro,source:geometry,building:name,deanery,diocese,name:etymology:wikidata,air_conditioning,internet_access,loc_name,note:height,FIXME,inside,ways,payment:cards,payment:credit_cards,payment:debit_cards,type
way,41910309,place_of_worship,new_apostolic,Neuapostolische Kirche,christian,,"POLYGON ((9.1028222 48.7323523, 9.1028222 48.732121, 9.1026095 48.732121, 9.1026095 48.7323523, 9.1028222 48.7323523))",,Stuttgart,DE,3,70563,Sternecker Straße,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[518839846, 518839848, 518839849, 518839851, 518839846]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42225097,place_of_worship,catholic,Katholisches Pfarramt Christus König,christian,yes,"POLYGON ((9.1176468 48.7306413, 9.1176469 48.7305995, 9.1176217 48.7305995, 9.1176219 48.7304836, 9.1177681 48.7304837, 9.1177678 48.7306414, 9.1176468 48.7306413))",http://gesamtkirchengemeinde-stuttgart-vaihingen.de/,Stuttgart,DE,33,70563,Fanny-Leicht-Straße,,,,,,,,,religion,,,,,,,,,,,,,,,,,,,,,,,"[526147701, 4187752060, 4187752059, 526147682, 526147684, 526147702, 526147701]",,,,,,gabled,,,,,,,,2,,,,,,,,,,1986,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42225098,place_of_worship,catholic,Christus König,christian,yes,"POLYGON ((9.1181208 48.7305902, 9.1181364 48.7305901, 9.1181367 48.7305969, 9.1181944 48.7305973, 9.1182014 48.7305877, 9.1182078 48.7305974, 9.1182621 48.7305977, 9.1182693 48.7305877, 9.1182752 48.7305978, 9.1183354 48.7305982, 9.1183354 48.7305906, 9.1183423 48.7305906, 9.1183425 48.7305633, 9.1184753 48.7305636, 9.1184751 48.7305986, 9.1184745 48.7306444, 9.1185133 48.7306445, 9.1185275 48.7306518, 9.1185391 48.7306657, 9.1185394 48.7306842, 9.1185306 48.7306963, 9.1185163 48.7307051, 9.1184745 48.7307053, 9.1184744 48.7307314, 9.1184655 48.7307314, 9.1184655 48.7307697, 9.1184087 48.7307697, 9.1184083 48.7307447, 9.1183452 48.7307446, 9.1183384 48.7307511, 9.1183303 48.7307445, 9.1183255 48.7307446, 9.1183151 48.7307521, 9.1182916 48.7307519, 9.1182819 48.7307443, 9.1182765 48.7307445, 9.1182703 48.7307511, 9.1182631 48.7307445, 9.1182084 48.7307444, 9.1182034 48.730751, 9.1181982 48.7307444, 9.118188 48.7307444, 9.1181833 48.7307515, 9.1181508 48.7307516, 9.1181441 48.7307444, 9.1181379 48.7307444, 9.1181315 48.73075, 9.1181243 48.7307444, 9.118071 48.7307443, 9.1180631 48.7307502, 9.1180578 48.7307443, 9.1180595 48.7305902, 9.1181208 48.7305902))",http://christuskoenig-stuttgart.drs.de,Stuttgart,DE,29,70563,Fanny-Leicht-Straße,,,,,,,,,,,,,,,,,,,,,,1928,,,,,,,,,,"[526147703, 6135811888, 6135811887, 6135808584, 6135804584, 6135808583, 6135808582, 6135804583, 6135808581, 4187752056, 6135811886, 6135811885, 4187752054, 526147697, 4187752058, 526147707, 526147709, 526147723, 526147719, 526147721, 4187752063, 526147711, 4187752064, 4187752067, 526147726, 4187752070, 4187752069, 4187752068, 6135811889, 6135804581, 6135804582, 6135811890, 6135804578, 6135804579, 6135804580, 6135811985, 6135804577, 6135811986, 6135811987, 6135804576, 6135811988, 6135811989, 6135804575, 6135808580, 6135811990, 6135808579, 6135808578, 6135811991, 6135811992, 6135808577, 526147704, 4187752055, 526147703]",church,,,,,,,,,Alfred Schmidt,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42226489,place_of_worship,evangelical,Gemeinde für Christus Stuttgart-Vaihingen,christian,,"POLYGON ((9.1127866 48.7324878, 9.1127849 48.7323817, 9.1124679 48.732384, 9.1124459 48.732436, 9.1124696 48.7324901, 9.1125971 48.7324892, 9.1125994 48.7326295, 9.1127545 48.7326284, 9.1127522 48.7324881, 9.1127866 48.7324878))",,Stuttgart,DE,17,70563,Katzenbachstraße,,,,,https://www.gfc.onl/gemeinden/stuttgart-vaihingen/aktuell-vaihingen,,,"Su[1,2,3] 10:00, Su[4] 14:00",,,Q1500363,de:Gemeinde für Christus,,GfC Vaihingen,,,,,,,,,,,,,,,,,,"[526179638, 526179652, 526179654, 8047104380, 526179656, 8047104383, 8047104384, 8047104381, 8047104382, 526179638]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42231977,place_of_worship,,115,christian,,"POLYGON ((9.189115 48.8188431, 9.1892565 48.8189099, 9.189109 48.8190454, 9.1890474 48.8191019, 9.1889059 48.819035, 9.189115 48.8188431))",,Stuttgart,DE,12A,70376,Heidlochstraße,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,"[526309910, 526309913, 4079312232, 526309920, 526309923, 526309910]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42297164,place_of_worship,protestant,Ostgemeindehaus,christian,,"POLYGON ((9.1270333 48.7309222, 9.1273516 48.7308882, 9.1273393 48.7308381, 9.1272763 48.7308448, 9.1272556 48.7307606, 9.1270003 48.7307879, 9.127014 48.7308435, 9.1270333 48.7309222))",,Stuttgart,DE,55,70563,Wegländerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[527797640, 527797641, 530751441, 530751442, 527797642, 527797643, 530751437, 527797640]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42729109,place_of_worship,protestant,Martinskirche,christian,yes,"POLYGON ((9.1446227 48.7259131, 9.1446228 48.7259171, 9.1446292 48.725917, 9.1446291 48.7259427, 9.1446171 48.7259527, 9.1446296 48.7259578, 9.1446393 48.7259498, 9.1446965 48.7259509, 9.1446958 48.7259634, 9.1447091 48.7259636, 9.1447102 48.7259512, 9.1447634 48.7259522, 9.1447631 48.7259634, 9.1447764 48.7259638, 9.1447768 48.7259525, 9.1448328 48.7259536, 9.1448329 48.7259658, 9.1448456 48.7259655, 9.1448459 48.7259539, 9.1448997 48.725955, 9.1448987 48.7259657, 9.1449119 48.7259662, 9.1449136 48.7259553, 9.1449739 48.7259562, 9.1449732 48.725959, 9.14496 48.725967, 9.1449694 48.7259733, 9.144981 48.7259665, 9.1450427 48.7259686, 9.1450518 48.725975, 9.1450641 48.7259684, 9.1450491 48.7259596, 9.1450491 48.7259081, 9.1450547 48.7259081, 9.145055 48.7258987, 9.1450916 48.7258993, 9.1450963 48.7259099, 9.1451063 48.7259074, 9.1450998 48.7258954, 9.1451313 48.72588, 9.1451414 48.7258844, 9.1451464 48.7258778, 9.1451335 48.7258729, 9.1451342 48.7258643, 9.1451352 48.7258519, 9.145149 48.7258461, 9.1451408 48.7258389, 9.145129 48.725845, 9.1451045 48.7258264, 9.1451133 48.7258168, 9.1451008 48.7258121, 9.1450914 48.7258239, 9.1450584 48.7258233, 9.1450594 48.7258117, 9.1450528 48.7258117, 9.1450583 48.7257587, 9.1450715 48.7257501, 9.1450611 48.7257439, 9.1450513 48.7257519, 9.1449916 48.7257509, 9.1449797 48.7257424, 9.1449681 48.7257484, 9.1449799 48.7257564, 9.1449799 48.72576, 9.1449201 48.7257608, 9.1449201 48.725748, 9.1449066 48.7257482, 9.1449062 48.7257605, 9.1448564 48.7257595, 9.1448562 48.725748, 9.1448421 48.7257483, 9.1448421 48.7257592, 9.1448156 48.7257587, 9.1447874 48.7257581, 9.144787 48.7257464, 9.1447704 48.7257461, 9.1447704 48.7257578, 9.1447182 48.7257567, 9.1447186 48.7257448, 9.1447042 48.725745, 9.1447037 48.7257564, 9.1446482 48.7257553, 9.14464 48.7257474, 9.1446281 48.7257534, 9.1446395 48.7257631, 9.1446389 48.725786, 9.144632 48.7257859, 9.1446317 48.7257907, 9.1446084 48.7257904, 9.1446084 48.7257848, 9.1445995 48.725785, 9.1445992 48.7257906, 9.1445922 48.7257908, 9.1445923 48.7257974, 9.1445973 48.7257976, 9.1445977 48.7258108, 9.1445893 48.7258157, 9.1446033 48.7258208, 9.1446034 48.7258334, 9.1445923 48.7258332, 9.1445915 48.7258523, 9.1445886 48.7258725, 9.1445996 48.7258729, 9.1445984 48.7258869, 9.1445846 48.725886, 9.1445846 48.72589, 9.1445913 48.7258904, 9.1445906 48.7259066, 9.1445827 48.7259061, 9.1445833 48.725912, 9.1445913 48.7259126, 9.1445913 48.7259175, 9.1446016 48.7259181, 9.1446026 48.7259133, 9.1446227 48.7259131))",,Stuttgart,DE,1,70567,Oberdorfplatz,,,,,,,,,,,Q96761537,,,,,,,,,,,,,,,,,,,,,"[2892783114, 6479226328, 6135811894, 4527053912, 1645827857, 4527053823, 4527053913, 4527053914, 4527053825, 4527053915, 4527053816, 4527053817, 4527053916, 4527053917, 4527053818, 4527053819, 4527053921, 4527053920, 4527053820, 4527053821, 4527053918, 4527053922, 4527053822, 2892783115, 6479223433, 4527050553, 4527050554, 4527053919, 4527053923, 2892783117, 4527053924, 4527053824, 6479223432, 6479223431, 2892783111, 2892783112, 4527053911, 4527053910, 4527053909, 2892783110, 4527053908, 4527053907, 4527053906, 9803177083, 4527053905, 4527053815, 4527053814, 2892783109, 4527053813, 4527053812, 4527053811, 2892783108, 2892783107, 6479223429, 6479223430, 4527053899, 2892783103, 4527053801, 4527053897, 4527053896, 4527053796, 2892783102, 6479226336, 2892783104, 4527053809, 4527053803, 4527053804, 4527053808, 4527053807, 4527053802, 4527053805, 4527053806, 8711386580, 4527053904, 4527053798, 4527053797, 4527053903, 4527053902, 4527053800, 4527053799, 4527053901, 4527053900, 4527053895, 534358161, 4527053810, 2892783106, 6479226327, 6135811893, 6135811892, 6135809026, 6479226332, 6479226333, 6479226334, 6479226335, 6135811891, 2892783105, 4271239992, 6135809023, 6135809024, 6135809025, 4273000393, 6135809022, 4271239991, 6135809021, 6135809020, 6135809019, 6135809018, 6135809017, 6135811994, 6479226331, 6479226330, 6479226329, 6135811993, 2892783113, 2892783114]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42731512,place_of_worship,new_apostolic,Neuapostolische Kirche,christian,,"POLYGON ((9.1421074 48.7245307, 9.1421648 48.724528, 9.1421703 48.7245792, 9.142332 48.7245716, 9.142325 48.7245068, 9.1422989 48.7245081, 9.1422959 48.7244796, 9.1422209 48.7244831, 9.1422185 48.7244608, 9.1421829 48.7244625, 9.1421852 48.7244838, 9.1421618 48.7244849, 9.1421636 48.7245018, 9.1421029 48.7245046, 9.142097 48.7244498, 9.1417819 48.7244645, 9.1417952 48.7245886, 9.142112 48.7245738, 9.1421074 48.7245307))",http://cms.nak-stuttgart-degerloch.de/wo-wir-sind/gemeinden/stuttgart-moehringen/,Stuttgart,DE,15,70567,Udamstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3372321383, 3372321382, 534378941, 534378940, 3372321380, 3372321381, 534378943, 3372321376, 3372321374, 3372321375, 3372321377, 534378942, 3372321378, 3372321379, 534378779, 534378732, 534378731, 534378778, 3372321383]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42756061,place_of_worship,,,christian,,"POLYGON ((9.1505163 48.7222228, 9.1506861 48.7221881, 9.1506744 48.7221632, 9.1506682 48.7221499, 9.1506072 48.7220201, 9.1505702 48.7220277, 9.1505402 48.7220338, 9.1504374 48.7220549, 9.1504799 48.7221453, 9.1505163 48.7222228))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[534650458, 534650461, 9006123303, 8795733909, 534650460, 8795667096, 9006123307, 534650459, 3372335083, 534650458]",yes,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42771687,place_of_worship,churches_of_christ,Gemeinde Christi Stuttgart,christian,,"POLYGON ((9.1426152 48.7317787, 9.1426069 48.731807, 9.1427994 48.7318317, 9.1428239 48.7317492, 9.1425937 48.7317196, 9.1425776 48.7317739, 9.1426152 48.7317787))",,Stuttgart,DE,15,70567,Rosenwiesstraße,,,,,https://einfach-christen.de/,,,,,,,,,,,,,,,,,,,,,+49 711 71 78 03,,,,,,"[534818139, 3160065497, 534818188, 534818186, 534818140, 3160065491, 534818139]",yes,,,,,gabled,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,gemeindechristi@einfach-christen.de,de:Gemeinden Christi,Stuttgart Church of Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43459533,place_of_worship,lutheran,Stadtkirche,christian,limited,"POLYGON ((9.1097588 48.732701, 9.1097638 48.7327062, 9.1097721 48.7327028, 9.1098006 48.7327071, 9.1097987 48.7327121, 9.1098088 48.7327139, 9.1098108 48.7327087, 9.1098552 48.7327155, 9.1098533 48.7327204, 9.1098634 48.732722, 9.1098653 48.732717, 9.1099088 48.7327236, 9.1099067 48.7327289, 9.1099169 48.7327306, 9.109919 48.7327252, 9.1099649 48.7327322, 9.1099576 48.7327523, 9.1099502 48.7327553, 9.1099547 48.7327602, 9.1099621 48.7327572, 9.1100444 48.7327702, 9.1100491 48.7327747, 9.1100564 48.7327714, 9.1100517 48.7327669, 9.1100593 48.7327466, 9.110062 48.7327388, 9.1101159 48.732747, 9.11012 48.7327518, 9.1101266 48.7327484, 9.1101218 48.732744, 9.110132 48.7327449, 9.1101368 48.73275, 9.1101431 48.7327472, 9.1101387 48.7327429, 9.110146 48.7327369, 9.1101523 48.73274, 9.1101565 48.732736, 9.1101496 48.7327328, 9.1101563 48.7327242, 9.1101626 48.732724, 9.1101635 48.7327148, 9.1101881 48.7327043, 9.1102001 48.7327129, 9.110212 48.7327057, 9.1101996 48.7326959, 9.1102044 48.7326796, 9.1102212 48.7326757, 9.1102176 48.7326674, 9.1101999 48.732671, 9.1101846 48.7326529, 9.1101922 48.7326463, 9.11018 48.7326437, 9.1101842 48.7326335, 9.1101918 48.7326312, 9.1101893 48.7326268, 9.1101827 48.7326289, 9.1101793 48.732624, 9.110185 48.7326206, 9.1101803 48.7326169, 9.1101744 48.7326202, 9.1101665 48.7326165, 9.1101744 48.7326132, 9.1101695 48.7326081, 9.1101616 48.7326114, 9.1101107 48.7326036, 9.1101131 48.7325968, 9.1101211 48.7325751, 9.1101297 48.7325716, 9.1101245 48.7325659, 9.1101159 48.7325694, 9.1100348 48.7325569, 9.11003 48.7325522, 9.1100223 48.7325557, 9.1100271 48.7325604, 9.1100191 48.7325825, 9.1099747 48.7325757, 9.1099761 48.7325716, 9.1099666 48.7325703, 9.1099653 48.7325743, 9.109915 48.7325666, 9.1099165 48.7325629, 9.1099066 48.7325612, 9.1099051 48.7325651, 9.1098608 48.7325584, 9.1098622 48.7325541, 9.1098527 48.7325528, 9.1098514 48.7325569, 9.1098235 48.7325527, 9.1098188 48.732548, 9.1098118 48.7325511, 9.1098166 48.7325557, 9.1098067 48.7325839, 9.1097766 48.7325792, 9.1097727 48.732575, 9.1097666 48.7325775, 9.1097705 48.7325817, 9.1097627 48.7326037, 9.109755 48.7326024, 9.1097528 48.7326083, 9.1097606 48.7326095, 9.1097572 48.732619, 9.1097528 48.7326312, 9.1097452 48.7326302, 9.1097434 48.7326359, 9.1097507 48.7326369, 9.1097417 48.7326621, 9.1097341 48.7326652, 9.1097389 48.7326703, 9.1097465 48.7326671, 9.109776 48.7326717, 9.1097669 48.7326975, 9.1097588 48.732701))",,Stuttgart,DE,14,70563,Pfarrhausstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[548391550, 4527053943, 4527053940, 4527053941, 4527053944, 4527053845, 4527053942, 4527053844, 4527053848, 4527053849, 4527053846, 4527053847, 4527053851, 4527053852, 4527053850, 548391579, 548391584, 6052809688, 6052809687, 6052809689, 6052809690, 6052809686, 6052809685, 548391596, 8982713300, 548391589, 4527053853, 4527053947, 4527053946, 4527053945, 6052809181, 548391558, 6052809183, 6052809182, 6052809180, 6052809178, 6052809177, 6052809179, 6052809176, 6052809175, 6052809184, 548391633, 548391629, 548391640, 4527053939, 4527053937, 4527053936, 548391644, 4527053935, 6052808566, 6052808565, 548391624, 548391620, 6052808562, 4527053841, 4527053842, 4527053840, 6052808555, 6052808554, 6052808556, 6052808561, 4527053839, 4527053838, 548391564, 548391599, 8982713303, 548391605, 4527053834, 4527053929, 4527053931, 548391611, 4527050557, 4527050560, 4527053928, 548391615, 4527053837, 4527053934, 4527053933, 4527053836, 4527053932, 4527053927, 4527053926, 4527053930, 4527053925, 4527050559, 4527050558, 4527050562, 4527050561, 4527050555, 4527050556, 548391571, 4272993717, 6052809188, 6052809187, 4527053835, 6052809189, 6052809192, 6052809190, 6052809191, 6052809193, 4273014643, 6052808557, 6052809194, 6052809195, 6052809196, 6052808558, 6052808559, 4527053843, 6052808560, 4272993719, 4527053938, 548391550]",church,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,#BBAA88,St. Blasius,,,,,,,,,,,,,,,,,,,,,,,,,
way,43733682,place_of_worship,lutheran,Friedenskirche,christian,,"POLYGON ((9.1926695 48.7862952, 9.1928882 48.786122, 9.1927946 48.7860704, 9.1928014 48.786065, 9.1927361 48.786029, 9.1927276 48.7860357, 9.1925696 48.7859487, 9.1924037 48.7860795, 9.1923733 48.7861034, 9.192351 48.786121, 9.1923608 48.7861264, 9.192374 48.786116, 9.1923947 48.7861274, 9.1923991 48.7861239, 9.192479 48.7861679, 9.1924757 48.7861705, 9.1924953 48.7861813, 9.1924803 48.786191, 9.1926695 48.7862952))",,Stuttgart,DE,1,70190,Friedensplatz,,Bing,,,,,,,,,Q107501877,,,,,,,,,,,,,,,,,,,,,"[553490957, 553490975, 6051682838, 6051682836, 6051682837, 6051682839, 553490954, 8880817940, 8880817943, 553490955, 6051682871, 6051682872, 1153124199, 6051682852, 6051682862, 1153124090, 6051682835, 6051682834, 553490957]",yes,,,,,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,15,Maps4BW LGL,,,,,,,,,,,,,,,,,,,,,,,
way,45341472,place_of_worship,free_evangelical,Freie Evangelische Kirche,christian,,"POLYGON ((9.0877249 48.7510279, 9.087991 48.7510279, 9.087991 48.7509127, 9.0877249 48.7509127, 9.0877249 48.7510279))",,Stuttgart,DE,53,70569,Kaindlstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[576356616, 576356602, 576356611, 576356614, 576356616]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45358312,place_of_worship,protestant,Ev. Kirchengemeinde Hohenheim,christian,yes,"POLYGON ((9.2030099 48.715404, 9.2033526 48.7153045, 9.2032549 48.7151207, 9.2031489 48.7151514, 9.2029913 48.715197, 9.2028913 48.715226, 9.2029548 48.7153212, 9.2030099 48.715404))",,Stuttgart,DE,2,70599,Steinwaldstraße,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[576649439, 576649453, 576649454, 576649455, 576649442, 576649440, 576649446, 576649439]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46657545,place_of_worship,protestant,Michaelskirche,christian,yes,"POLYGON ((9.1713212 48.7458034, 9.1713164 48.7458187, 9.1714019 48.7458305, 9.1714064 48.7458161, 9.1715616 48.7458374, 9.1715593 48.7458446, 9.1715846 48.7458481, 9.1715677 48.7459017, 9.1716233 48.7459093, 9.1716216 48.7459145, 9.1716541 48.745919, 9.1716561 48.7459128, 9.1717167 48.7459211, 9.1717362 48.7458594, 9.1717559 48.7458621, 9.1717597 48.74585, 9.17177 48.7458513, 9.1717792 48.745851, 9.1717956 48.7458452, 9.1718064 48.7458357, 9.1718097 48.7458242, 9.171807 48.7458158, 9.1718017 48.7458085, 9.1717916 48.7458023, 9.171783 48.7458003, 9.1717757 48.7457994, 9.1717785 48.7457881, 9.1717614 48.7457787, 9.1717803 48.7457207, 9.1717213 48.7457126, 9.1717223 48.7457095, 9.1716862 48.7457045, 9.1716848 48.745709, 9.1716256 48.7457009, 9.1716061 48.7457625, 9.1715543 48.7457554, 9.1714313 48.7457385, 9.171434 48.7457299, 9.1713979 48.745725, 9.1713945 48.7457358, 9.171389 48.7457351, 9.1713844 48.7457497, 9.1713453 48.7457443, 9.1713502 48.7457289, 9.1713372 48.7457271, 9.1713322 48.7457429, 9.1713291 48.7457425, 9.1713104 48.7458019, 9.1713212 48.7458034))",,Stuttgart,,12,70597,Große Falterstraße,,,,,,,,,,,,,,,,,,,,,,1890,,,,,,,,,,"[596323301, 6058549966, 6058549965, 6058549967, 6058549962, 6058549961, 596323338, 596323370, 6058547130, 6058547128, 6058547127, 6058547129, 596323375, 596323327, 596323341, 596323353, 6058538248, 6058549959, 6058549957, 6058549956, 6058549955, 6058549954, 6058549953, 6058549958, 6058538247, 4275246377, 4275246376, 596323367, 596323335, 6058549970, 6058549968, 6058549969, 6058549971, 596323349, 596323360, 4275246373, 6058547133, 6058547131, 6058547132, 6058547134, 6058547135, 6058547136, 6058549963, 6058549964, 596323306, 4275246378, 6058549960, 4275246379, 596323301]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,46742544,place_of_worship,lutheran,Oswaldkirche,christian,no,"POLYGON ((9.1102712 48.8160947, 9.1102611 48.8161154, 9.1103581 48.8161358, 9.1103759 48.8160992, 9.1104108 48.8161065, 9.1104433 48.8160395, 9.1103492 48.8160197, 9.1103555 48.8160066, 9.1101039 48.8159537, 9.1100574 48.8160497, 9.1102712 48.8160947))",,Stuttgart,DE,1,70499,Ditzinger Straße,,,,,,,,,,,,,,,,,,,,,,~1131..1181,,,,,,,,,Wehrkirche,"[597477387, 597477386, 1200871233, 1200870386, 597477389, 597477388, 597477383, 597477382, 597477384, 597477385, 597477387]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47313353,place_of_worship,new_apostolic,Neuapostolische Kirche,christian,no,"POLYGON ((9.1485471 48.8381792, 9.1486292 48.8382628, 9.1486792 48.8382484, 9.1486989 48.838279, 9.14885 48.8382384, 9.1488022 48.8381543, 9.1487647 48.8381612, 9.1487429 48.838122, 9.148585 48.8381219, 9.1485471 48.8381792))",,Stuttgart,DE,30,70439,Usedomstraße,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[602665793, 1589500306, 1589500305, 602665798, 602665797, 1589500295, 1589500299, 602665795, 1589500289, 602665793]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47313708,place_of_worship,catholic,St. Albert,christian,yes,"POLYGON ((9.1463996 48.8394892, 9.1461822 48.8396318, 9.1462993 48.8397124, 9.1464941 48.8397245, 9.1466234 48.8396446, 9.1463996 48.8394892))",http://petrusbruderschaft.de/pages/wo-wir-sind/deutschland/stuttgart/messzeitentermine.php,,,55,,Wollinstraße,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"[602666790, 1589643582, 602666793, 602666795, 602666792, 602666790]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47393981,place_of_worship,,Neuapostolische Kirche Zuffenhausen,christian,yes,"POLYGON ((9.176367 48.8293645, 9.1765897 48.8293573, 9.1765758 48.8291368, 9.1763495 48.8291416, 9.176367 48.8293645))",https://www.nak-stuttgart-ludwigsburg.de/stuttgart-zuffenhausen,Stuttgart,DE,23,70435,Hohenloher Straße,,yahoo,,,,,,,,,,,,,yes,,,Zuffenhausen,,,,,,,,,,,,,,"[603310243, 603310248, 603310246, 603310245, 603310243]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47752251,place_of_worship,roman_catholic,St. Josef,christian,,"POLYGON ((9.1630305 48.8087736, 9.1628245 48.8090781, 9.1628722 48.8090923, 9.1628472 48.8091283, 9.1628454 48.8091447, 9.1628501 48.8091588, 9.1628671 48.8091714, 9.1628856 48.8091784, 9.1629051 48.8091804, 9.1629217 48.8091787, 9.1629363 48.8091747, 9.162948 48.8091684, 9.1629625 48.8091584, 9.1629856 48.8091259, 9.1630377 48.8091418, 9.163062 48.8091075, 9.1632064 48.8088932, 9.1631584 48.8088791, 9.1631677 48.8088654, 9.1630602 48.8088339, 9.1630894 48.8087909, 9.1630305 48.8087736))",,Stuttgart,DE,76,70469,Oswald-Hesse-Straße,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[607473387, 6479086889, 607473401, 607473425, 607473405, 607473429, 607473410, 607473415, 6479086888, 6479086887, 6479086886, 607473427, 607473407, 607473413, 607473403, 9307433544, 607482610, 607473434, 6479086890, 607473398, 607473395, 607473387]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49154038,place_of_worship,,,christian,,"POLYGON ((9.1680007 48.7818435, 9.1682162 48.7819462, 9.1683044 48.7818658, 9.1680889 48.7817631, 9.1680007 48.7818435))",,Stuttgart,DE,7,70174,Rosenbergstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[623484543, 9216095261, 623484555, 623484562, 623484543]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49452661,place_of_worship,roman_catholic,St. Antonius,christian,limited,"POLYGON ((9.2055075 48.7093248, 9.2055257 48.709337, 9.2057011 48.7092301, 9.205746 48.7092222, 9.2057517 48.7091874, 9.2057312 48.7091761, 9.2057517 48.7091646, 9.2057168 48.7091223, 9.2056347 48.7090226, 9.2055955 48.7090371, 9.205371 48.7091158, 9.205348 48.7092273, 9.2053667 48.7092386, 9.2055075 48.7093248))",,Stuttgart,DE,87,70599,Paracelsusstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[628172453, 9910968532, 9910968531, 9910968530, 9910968529, 628172364, 9910968528, 9910968523, 9910968527, 628172366, 628172368, 9910968541, 628172361, 628172453]",church,,,,,,,,,,,https://commons.wikimedia.org/wiki/File%3AStuttgart-Hohenheim%2C_St._Antonius_%2822%29.jpg,,,,,,,,,,,Category:St. Antonius (Hohenheim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
