element_type,osmid,man_made,geometry,amenity,automated,name,self_service,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,note,old_name,opening_hours,operator,start_date,tourism,wheelchair,access,cuisine,phone,website,email,fax,office,description,layer,source,smoking,brand,brand:wikidata,building,shop,fixme,alt_name,addr:unit,wikidata,wikipedia,nodes,building:levels,outdoor_seating,roof:shape,roof:colour,roof:levels,brand:wikipedia,check_date:opening_hours,loc_name,payment:account_cards,toilets:wheelchair,height,roof:material,craft,building:colour,contact:website,ref,atm,disused:shop,source:geometry,short_name,parking_space,wheelchair:description:de,official_name,building:material,building:name,wheelchair:description,building:levels:underground,owner,phone:mobile,contact:email,contact:fax,contact:phone,leisure,nohousenumber,rental,frequency,location,power,voltage,architect,heritage,url,building:min_level,fuel:diesel,fuel:e10,fuel:octane_95,fuel:octane_98,payment:credit_cards,building:part,construction:start_date,branch,noaddress,name:official,image,ways,type,opening_date,fee,wikimedia_commons,second_hand
way,60705139,,"POLYGON ((9.0859576 48.7311645, 9.0860128 48.7311753, 9.0859957 48.7312173, 9.0859368 48.731206, 9.0858834 48.7313271, 9.0860591 48.7313608, 9.0861126 48.7312397, 9.0860408 48.7312259, 9.0860586 48.7311842, 9.0861297 48.7311963, 9.0861764 48.7310862, 9.0860044 48.7310544, 9.0859576 48.7311645))",,,Drees & Sommer SE,,Stuttgart,DE,18,70569,Untere Waldplätze,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[759959100, 6248619454, 6248619455, 759959157, 759959051, 759958965, 759959183, 6248619457, 6248619456, 759958942, 759958911, 759959133, 759959100]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60705141,,"POLYGON ((9.0866974 48.7312258, 9.0865995 48.7314309, 9.0867261 48.7314572, 9.086824 48.7312521, 9.0866974 48.7312258))",,,Bornemann+Haller KG,,Stuttgart,DE,12,70569,Untere Waldplätze,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[759959078, 759959109, 759959210, 759958919, 759959078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60705142,,"POLYGON ((9.0861288 48.7313567, 9.0862811 48.7313869, 9.0863913 48.7311446, 9.086239 48.7311144, 9.0861288 48.7313567))",,,,,Stuttgart,DE,16,70569,Untere Waldplätze,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[759959070, 759958983, 759959203, 759959179, 759959070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61755506,,"POLYGON ((9.1449613 48.773846, 9.145509 48.774118, 9.145403 48.774211, 9.1453732 48.7742371, 9.1452726 48.7743263, 9.1451053 48.7742039, 9.1448054 48.773983, 9.1449613 48.773846))",,,REWE City,,Stuttgart,DE,7,70197,Rückertstraße,West,,,,Mo-Sa 07:00-22:00,REWE Michael Roth oHG,,,limited,,,,https://www.rewe.de/marktseite/stuttgart/830982/rewe-city-rueckertstrasse-7/,,,,,,https://www.rewe.de/marktseite/stuttgart/830982/rewe-city-rueckertstrasse-7/,,REWE City,Q16968817,commercial,supermarket,,,,,,"[769418712, 769418716, 1658348613, 4049166604, 1386727168, 1658348623, 1386727167, 769418712]",3,,flat,,,de:REWE (Markt),2023-03-20,Rewe,,,,,,,,,,,,,yes,limited wegen kleiner Gehsteigstufe (3cm) vor dem Eingang.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70191548,,"POLYGON ((9.1639385 48.7851046, 9.163928 48.7851527, 9.1639349 48.7851534, 9.1639077 48.7852777, 9.1639017 48.7852771, 9.1639008 48.7852814, 9.1640745 48.7852979, 9.1640752 48.7852947, 9.1640698 48.7852942, 9.1640971 48.7851692, 9.1641023 48.7851697, 9.1641129 48.7851211, 9.1639385 48.7851046))",,,Apothekerhaus,,Stuttgart,DE,12,70174,Hölderlinstraße,,,,,,Landesapothekerverband Baden-Württemberg e.V.,,,,,,,https://www.apotheker.de/,,,,,,,,,,commercial,,,,,,,"[838093450, 9251323998, 9251323999, 838093449, 9251324000, 9251324001, 9251324003, 9251324002, 838093474, 9251324004, 9251324005, 838093431, 838093450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,72596838,,"POLYGON ((9.1713962 48.8208208, 9.1714972 48.82078, 9.1716374 48.8207234, 9.1716056 48.8206893, 9.1715957 48.8206787, 9.1714395 48.820511, 9.171433 48.820504, 9.1714046 48.8204735, 9.1710636 48.8201075, 9.1708224 48.8202049, 9.1708522 48.8202369, 9.1711822 48.8205911, 9.171272 48.8206875, 9.1713378 48.8207581, 9.1713962 48.8208208))",,,Entwicklungszentrum - Bau 29,,Stuttgart,DE,164,70469,Siemensstraße,Feuerbach,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[861632685, 2175984711, 861632687, 2156635597, 2156635595, 2156635573, 2156635571, 2167864776, 861632690, 861632692, 2222848787, 2167864781, 2167864788, 2222848822, 861632685]",4,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79310389,,"POLYGON ((9.1739392 48.7774382, 9.1738744 48.7774683, 9.1736164 48.7775906, 9.1737077 48.777678, 9.1737272 48.7776964, 9.1738016 48.7777532, 9.173814 48.7777624, 9.1738438 48.777782, 9.1738364 48.7777857, 9.1739008 48.7778335, 9.1740033 48.7777819, 9.1742053 48.777684, 9.1742103 48.7776813, 9.1739392 48.7774382))",,,,,Stuttgart,DE,8,70174,Theodor-Heuss-Straße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[926344144, 3771901939, 926344173, 926344167, 3337382691, 926344127, 8907849681, 8907849682, 8907849683, 3337382794, 926344131, 926344110, 8907849693, 926344144]",5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79418440,,"POLYGON ((9.1056386 48.8272822, 9.1053253 48.8272507, 9.1052712 48.8275548, 9.1050587 48.8275384, 9.1049948 48.8278983, 9.1055224 48.827939, 9.1056386 48.8272822))",,,comfort Polstermöbel,,Stuttgart,DE,26,70499,Motorstraße,,,,,,,,,,,,,,,,company,,,,,,,commercial,,,,,,,"[927182342, 927182436, 927182375, 927182496, 927182410, 927182319, 927182342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79418448,,"POLYGON ((9.104017 48.8239823, 9.1038236 48.8246925, 9.1043203 48.8247511, 9.1045137 48.8240409, 9.104017 48.8239823))",,,Stahlgruber GmbH - Verkaufshaus Stuttgart,,Stuttgart,DE,6,70499,Motorstraße,,,,,,,,,,,,,,,,,,,Yahoo,,,,commercial,,,,,,,"[927182366, 927182465, 927182424, 927182330, 927182366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79418452,,"POLYGON ((9.1032797 48.8245388, 9.1032495 48.8246602, 9.1035851 48.8246964, 9.1036153 48.8245751, 9.1032797 48.8245388))",,,,,,,4,,Motorstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[927182401, 927182344, 927182453, 927182482, 927182401]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79418454,,"POLYGON ((9.1050141 48.8259664, 9.1048715 48.8266438, 9.1054988 48.826701, 9.1055172 48.8266136, 9.1064615 48.8266997, 9.1064116 48.8269366, 9.1072936 48.8270171, 9.1073692 48.8266578, 9.107509 48.8266706, 9.1076074 48.826203, 9.1050141 48.8259664))",,,DS-Getränke-Logistik GmbH,,Stuttgart,DE,21,70499,Motorstraße,,,,,,,,,,,,,,,,company,,,,,,,commercial,,,,,,,"[927182501, 927182441, 927182357, 927182402, 927182457, 927182500, 927182386, 927182360, 927182323, 927182403, 927182501]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,81133529,,"POLYGON ((9.101042 48.8237281, 9.1008611 48.8238321, 9.1009728 48.8239163, 9.1011537 48.8238123, 9.1010967 48.8237693, 9.101042 48.8237281))",,,Martin Weitbrecht Rohrleitungsbau,,Stuttgart,DE,1,70499,Holderäckerstraße,,,,,,,,,,,,,,,,,,,Bing,,,,commercial,,,,,,,"[945477908, 945477907, 945477901, 945477910, 1416570427, 945477908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83917320,,"POLYGON ((9.1246754 48.7785986, 9.1245636 48.778586, 9.1245763 48.7785357, 9.124561 48.7785341, 9.1245767 48.7784733, 9.1246121 48.778475, 9.1246708 48.7784344, 9.1247181 48.7784415, 9.1247045 48.7784914, 9.1246754 48.7785986))",,,,,Stuttgart,DE,9,70195,Eltinger Straße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[976727640, 976727642, 8348302964, 8348302963, 976727644, 3649118417, 3649118416, 976727646, 5316250798, 976727640]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136329,,"POLYGON ((9.175429 48.7736009, 9.1755482 48.7735546, 9.1753635 48.7733516, 9.1753111 48.7733863, 9.1752715 48.7734123, 9.1752406 48.7734318, 9.1753631 48.7735632, 9.175408 48.7736101, 9.175429 48.7736009))",,,,,Stuttgart,DE,51,70173,Königstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1057852851, 1057852492, 1057852042, 4339025411, 4339025412, 1057852622, 1057852231, 1057852861, 1057852851]",6,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91264298,,"POLYGON ((9.1776323 48.7762221, 9.17762 48.7762276, 9.1776244 48.7762318, 9.1775126 48.7762844, 9.1774431 48.7762214, 9.1772927 48.7760825, 9.177265 48.7760465, 9.1774738 48.7759775, 9.1776804 48.7761643, 9.1776047 48.7761987, 9.1776323 48.7762221))",,,,,Stuttgart,DE,3,70173,Stiftstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1059525333, 8905686281, 8905686280, 1059526410, 1057852718, 76678047, 1059525181, 1059526229, 1059527243, 1059525764, 1059525333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93029244,,"POLYGON ((9.1101047 48.7294784, 9.1102447 48.7294784, 9.1103725 48.7294784, 9.1103725 48.7293651, 9.1103561 48.7293651, 9.1102927 48.7293651, 9.1102668 48.7293651, 9.1101048 48.7293651, 9.1101047 48.7294784))",,,,,Stuttgart,DE,21/1,70563,Hauptstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1078393792, 8791482541, 1078393725, 1078393706, 8791482518, 8791482519, 8791482515, 1078393641, 1078393792]",3,,gabled,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93029251,,"POLYGON ((9.1100724 48.7297621, 9.1101383 48.7297617, 9.1101382 48.7297458, 9.110138 48.7297374, 9.1101502 48.7297373, 9.1101492 48.7296591, 9.110149 48.7296468, 9.1100569 48.7296474, 9.1100351 48.7296475, 9.110034 48.7295677, 9.1100337 48.7295489, 9.1100479 48.7295488, 9.1100475 48.7295208, 9.1100333 48.7295209, 9.1100324 48.7294524, 9.1100066 48.7294319, 9.1098941 48.7294325, 9.1098942 48.7294425, 9.1098582 48.7294427, 9.1098589 48.7294907, 9.1098947 48.7294905, 9.1098949 48.7295078, 9.1098757 48.7295157, 9.1098761 48.7295436, 9.1098955 48.7295514, 9.1098981 48.7297409, 9.1100721 48.7297398, 9.1100724 48.7297621))",,,,,Stuttgart,DE,23,70563,Hauptstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1078393800, 1078393733, 8791482525, 1078393654, 1078393672, 8791482522, 1078393600, 8791482533, 1078393720, 8791482532, 8791482535, 8791482538, 8791482537, 8791482536, 8791482527, 8791482526, 1078393767, 1078393805, 1078393717, 1078393787, 1078393605, 8791482531, 8791482529, 8791482528, 8791482530, 1078393788, 1078393638, 1078393800]",3,,hipped,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93029278,,"POLYGON ((9.1101777 48.7297631, 9.1103335 48.7297632, 9.1103335 48.7296041, 9.1101863 48.729604, 9.1101863 48.7296088, 9.1101863 48.7296596, 9.1101492 48.7296591, 9.1101502 48.7297373, 9.110138 48.7297374, 9.1101382 48.7297458, 9.1101777 48.7297456, 9.1101777 48.7297631))",,,,,Stuttgart,DE,21,70563,Hauptstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1078393766, 1078393671, 1078393687, 1078393749, 8791482543, 8791482523, 8791482522, 1078393672, 1078393654, 8791482525, 8791482524, 1078393766]",3,,gabled,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94064421,,"POLYGON ((9.1889951 48.8065462, 9.1890523 48.8060573, 9.1890636 48.8059607, 9.1888504 48.8059499, 9.1888474 48.8059756, 9.188587 48.8059623, 9.1885838 48.8059898, 9.1885355 48.8059873, 9.1885342 48.805999, 9.188426 48.8059936, 9.1884205 48.8060406, 9.1883813 48.8060386, 9.1883338 48.8064453, 9.1883722 48.8064473, 9.1883692 48.8064723, 9.1884774 48.8064777, 9.1884743 48.8065043, 9.1885225 48.8065068, 9.1885207 48.8065221, 9.1887812 48.8065353, 9.1889951 48.8065462))",,,Lotto Baden-Württemberg,,Stuttgart,DE,201,70191,Nordbahnhofstraße,,,,,,,,,,,,,,,,government,,,,,,,commercial,,,,,,,"[2165501169, 3746654490, 1093613818, 1093613915, 1176801930, 1176801988, 1176802052, 1176801976, 1176801967, 1176801993, 1176801935, 1176801979, 1176801933, 1176802004, 1176801948, 1176802029, 1176802006, 1176801973, 1176802030, 1176801991, 2165501169]",,,,,,,,,,,,,,,,,,,,,,,Staatliche Toto-Lotto GmbH Baden-Württemberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94377273,,"POLYGON ((9.2799664 48.7760095, 9.2801357 48.775965, 9.2800931 48.7758946, 9.2800561 48.7759043, 9.2800493 48.7758932, 9.2799171 48.7759279, 9.2799664 48.7760095))",,,,,,,5a,,Luise-Benger-Straße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1096426018, 1096426268, 1096427450, 1096426209, 1096426539, 1096426585, 1096426018]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95739906,,"POLYGON ((9.1653156 48.7473369, 9.1652935 48.7473641, 9.1652891 48.7473948, 9.1653031 48.7474242, 9.1653295 48.7474487, 9.1653729 48.7474614, 9.1654173 48.7474644, 9.1654603 48.7474563, 9.1654956 48.7474382, 9.1657184 48.7475579, 9.1657982 48.7474984, 9.1657088 48.7474505, 9.1657232 48.7472867, 9.1654547 48.7471931, 9.1652813 48.7470944, 9.1652414 48.7471235, 9.1644053 48.7466554, 9.1643545 48.7466975, 9.1643699 48.7467049, 9.1643481 48.7467243, 9.1643883 48.7467472, 9.1643383 48.7467852, 9.1653156 48.7473369))",,,Degerlocher Turm,,,,,,,,,,,,,,,,,,,,,,,DB0ST Amateurfunk-Relais,,,,,,commercial,,,,,,,"[3140482243, 4897984330, 4897984331, 4897984332, 4897984329, 4897984333, 4897984334, 4897984335, 1109727792, 1109728247, 1109727723, 1109728542, 1109728161, 1109728997, 1109728622, 1109728031, 1109728919, 1109727964, 1109728841, 2301809051, 1109728350, 1109728762, 3140482243]",5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100145800,,"POLYGON ((9.1381523 48.8433866, 9.1384363 48.8432331, 9.1386347 48.8433902, 9.1385623 48.8434379, 9.1385409 48.8434185, 9.1383612 48.8435208, 9.1384202 48.8435685, 9.138211 48.8436303, 9.1380071 48.8434679, 9.1380469 48.843449, 9.1381523 48.8433866))",,,,,Stuttgart,DE,10,70439,Withauweg,Stammheim,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1157622881, 1157622855, 1157622858, 1157622869, 1157622862, 1157622852, 1157622880, 1157622868, 1157622859, 1157622879, 1157622881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100636890,,"POLYGON ((9.1625445 48.816593, 9.1630314 48.8162315, 9.1631 48.8161805, 9.163451 48.8159199, 9.1634086 48.8158951, 9.163412 48.8158926, 9.1632526 48.8157995, 9.1632499 48.8158015, 9.1627581 48.8155143, 9.1627617 48.8155116, 9.1626074 48.8154214, 9.1626043 48.8154237, 9.1625615 48.8153987, 9.1616537 48.8160727, 9.1616591 48.8160749, 9.1625407 48.8165917, 9.1625445 48.816593))",,,Bosch - Fe203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1163374773, 9418439282, 9418439285, 1163374763, 9418529969, 9418529970, 9418529968, 9418529971, 9418529975, 9418529972, 9418529973, 9418529974, 1163374717, 1163374796, 3131129942, 3131129943, 1163374773]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101678276,,"POLYGON ((9.2103742 48.7899151, 9.2103649 48.7899014, 9.2103433 48.7899077, 9.2102588 48.7899325, 9.2102681 48.7899462, 9.2100033 48.7900239, 9.2099913 48.7900061, 9.2098336 48.7900523, 9.2099326 48.7901988, 9.2101013 48.7901493, 9.2100748 48.7901101, 9.2103058 48.7900424, 9.2103708 48.7901384, 9.2105443 48.7900876, 9.2104783 48.7899899, 9.210699 48.7899252, 9.2107247 48.7899633, 9.2109822 48.7898878, 9.2109234 48.7898008, 9.2108088 48.7898344, 9.2107692 48.7897757, 9.2106965 48.789797, 9.2106309 48.7898163, 9.2106442 48.7898359, 9.2103742 48.7899151))",,,Startup Campus,,Stuttgart,DE,62,70190,Teckstraße,,,,,,,,,,,,,,,,,,,,outside,,,commercial,,,,,,,"[1379771979, 1379771977, 8494603023, 1379771984, 1379771985, 1379771989, 1379771988, 1173945075, 1173944960, 1379772000, 1379771997, 1379771991, 1379771999, 1379771995, 1379771987, 1379771982, 1379771986, 1173945159, 1379771964, 1173945000, 1379771954, 8494605689, 1379771966, 1379771971, 1379771979]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101678290,,"POLYGON ((9.2090634 48.7906706, 9.2090768 48.7906266, 9.2088265 48.7905935, 9.2087824 48.7907385, 9.2090327 48.7907716, 9.2090634 48.7906706))",,,,,Stuttgart,DE,80,70190,Sickstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1173945132, 1173945054, 1173945020, 1173945048, 3190490965, 1173945132]",3,,gabled,,2,,,,,,,,,,,,,,,,,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103072140,,"POLYGON ((9.1933092 48.799492, 9.1933035 48.7994061, 9.1931661 48.79941, 9.1931641 48.7993796, 9.1931284 48.7993806, 9.1931304 48.7994112, 9.1926874 48.7994239, 9.1926858 48.7993997, 9.1924514 48.7994064, 9.192453 48.7994308, 9.192457 48.7994909, 9.1926578 48.7994851, 9.1926595 48.7995106, 9.1926838 48.7995099, 9.193188 48.7994955, 9.1933092 48.799492))",,,,,Stuttgart,DE,19,70191,Steinbeisstraße,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,commercial,,,,,,,"[1190057321, 1190057461, 4987275130, 4987275128, 4987275129, 4987275131, 1190057297, 1190057676, 1190057699, 5133299676, 1190057336, 1190057416, 1190057763, 4987275124, 4987275127, 1190057321]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104303224,,"POLYGON ((9.1663989 48.8110753, 9.1667967 48.8111968, 9.1668449 48.8111278, 9.1669125 48.8110328, 9.1668665 48.811019, 9.1668337 48.8110092, 9.1668253 48.8110065, 9.1668092 48.8110295, 9.1665814 48.8109599, 9.1665967 48.8109382, 9.1665908 48.8109364, 9.1665556 48.8109256, 9.1665134 48.8109127, 9.1663989 48.8110753))",,,Freies Musikzentrum - Kultur- und Bürgerhaus Feuerbach,,Stuttgart,DE,15,70469,Stuttgarter Straße,,,,,,Freies Musikzentrum,,,limited,,,,,,,,,,Bing,,,,commercial,,,,,,,"[1203509281, 1203509322, 1203509299, 9422885349, 9422885346, 7261113653, 9422885354, 9422885353, 1203509301, 9422885357, 1203509277, 9422885352, 1203509288, 1203509281]",,,,,,,,,,,,,,,,,,,,,,,,,Kultur- und Bürgerhaus Feuerbach,"Veranstalter informieren, Aufzug vorhanden aber i.d.R. leider verschlossen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107473433,,"POLYGON ((9.1712262 48.7905664, 9.1712531 48.7905693, 9.1713077 48.7905475, 9.1713177 48.7905581, 9.1713731 48.7905354, 9.1713629 48.7905246, 9.1714043 48.7905076, 9.1712903 48.7903866, 9.1712849 48.7903809, 9.1712799 48.790383, 9.1711164 48.7904498, 9.1712262 48.7905664))",,,Sabine Rolli Osteopathie,,Stuttgart,DE,113,70191,Birkenwaldstraße,,,,,,,,,,,,,http://www.praxis-sabinerolli.de/,,,,,,,,,,commercial,,,,,,,"[1235116570, 9271794159, 9271794158, 9271794156, 9271794155, 9271794157, 1235116446, 9272591574, 1235116966, 9272591566, 1235116756, 1235116570]",4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107854626,,"POLYGON ((9.1292684 48.7210413, 9.1293084 48.7211374, 9.1293818 48.7211239, 9.1292405 48.7207955, 9.1292482 48.7207938, 9.1292851 48.7207857, 9.129328 48.7207775, 9.1293857 48.7207664, 9.1296325 48.7212355, 9.1291772 48.7213239, 9.1290726 48.7210839, 9.1292684 48.7210413))",,,,,Stuttgart,DE,8,70565,Handwerkstraße,Möhringen,,,,,,,,,,,,,,,,,,,outside,,Q383711,commercial,,,,,,,"[1238712879, 1238713159, 7620512691, 7620512692, 1238713551, 2894042225, 2894042222, 1238713606, 1238712464, 1238713457, 1238712326, 1238712879]",6,,flat,,,de:Dekra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107854651,,"POLYGON ((9.1180692 48.7237493, 9.1180903 48.723791, 9.1179879 48.7237572, 9.1180241 48.7238347, 9.118069 48.7238474, 9.1181138 48.723953, 9.1180861 48.7239558, 9.1180967 48.7239826, 9.11812 48.7239786, 9.1182653 48.7242605, 9.1183145 48.7242475, 9.1183265 48.7242685, 9.1182839 48.7243319, 9.1183812 48.724368, 9.1184479 48.7245064, 9.1186686 48.7244581, 9.1186359 48.7243917, 9.1186042 48.7243831, 9.1185757 48.7243297, 9.1186184 48.7243269, 9.1184522 48.7240118, 9.1183812 48.7240211, 9.1183506 48.7239454, 9.1183899 48.7238942, 9.1183123 48.7238683, 9.1182468 48.7237183, 9.1180692 48.7237493))",,,Platino,,Stuttgart,DE,28,70565,Industriestraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1238713522, 1238713714, 1238712578, 1238713316, 1238713731, 1238712605, 1238713178, 1238713615, 1238712486, 1238713041, 1238713531, 1238713527, 1238712389, 1238712853, 1238713406, 1238712289, 1238712715, 1238713274, 1238713693, 1238712744, 1238713299, 1238713728, 1238712603, 1238713173, 1238713611, 1238712481, 1238713522]",6,,flat,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108261821,,"POLYGON ((9.1791654 48.7900344, 9.1791713 48.7900988, 9.1790982 48.7901017, 9.179118 48.7903177, 9.1793958 48.7903066, 9.1793833 48.7901709, 9.1793557 48.790172, 9.1793532 48.7901457, 9.1794896 48.7901402, 9.1795668 48.7901371, 9.1795754 48.7902308, 9.180633 48.7901885, 9.1806238 48.790088, 9.1805765 48.7900899, 9.1805676 48.7899934, 9.1803243 48.7900031, 9.1803167 48.7899208, 9.1802631 48.7899229, 9.1802615 48.7899049, 9.1802469 48.7897469, 9.1801509 48.7897508, 9.180145 48.7896863, 9.1800219 48.7896912, 9.1800189 48.7896583, 9.1797431 48.7896693, 9.1797632 48.7898876, 9.1797685 48.7899449, 9.1795506 48.7899536, 9.1795566 48.7900188, 9.1794699 48.7900223, 9.1791654 48.7900344))",,,GENO-Haus,,Stuttgart,DE,41,70191,Heilbronner Straße,,,,,,,1973,,,,,,https://www.geno-haus.de/,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,commercial,,,,,,,"[1242455900, 1242456427, 1242456129, 1242455617, 1242455647, 1242455943, 1242455835, 1242456185, 1242455836, 1242456013, 1242456613, 1242455917, 1242455615, 1242455738, 1242456421, 1242455562, 1242456247, 1242456570, 3318199287, 1242455972, 2934566006, 2934564495, 1242455810, 1242455770, 1242456490, 3318199288, 1242455585, 1242456100, 1242455665, 1242455761, 1242455900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108689301,,"POLYGON ((9.1752496 48.7730495, 9.175228 48.7730515, 9.1752221 48.7730526, 9.1751909 48.77296, 9.1750562 48.7729625, 9.175071 48.7730069, 9.1750929 48.7730708, 9.1751287 48.7731574, 9.1752305 48.7731339, 9.1752798 48.7731231, 9.1752496 48.7730495))",,,,,Stuttgart,DE,73,70173,Eberhardstraße,,,,,,,,,,,,,,,,,,1,,,,,commercial,,,,,,,"[1246269987, 1779640093, 1246270021, 1246270063, 1246270098, 8905339995, 1246270129, 1246269924, 1779640096, 1246270130, 1246269987]",7,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108758010,,"POLYGON ((9.1782417 48.8084292, 9.1782591 48.8082322, 9.1779825 48.8082256, 9.17796 48.808421, 9.1780273 48.8084242, 9.178137 48.8084292, 9.1782417 48.8084292))",,,Bosch - Fe036b,,Stuttgart,DE,6,70469,Maybachstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1247025545, 1247025236, 1247024209, 1247023878, 1247024060, 1247025743, 1247025545]",8,,flat,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109179360,,"POLYGON ((9.1750746 48.7837963, 9.1750903 48.7837904, 9.1752309 48.783601, 9.1750297 48.7835362, 9.1750196 48.7835503, 9.1749061 48.7837063, 9.1748842 48.7837358, 9.1749196 48.7837473, 9.1749758 48.7837662, 9.1750746 48.7837963))",,,Baden-Württemberg-Stiftung,,Stuttgart,DE,42,70174,Kriegsbergstraße,,,,,,,,,yes,,,+49 711 2484760,,,,research,,,,,,,commercial,,,,,Q798893,de:Baden-Württemberg Stiftung,"[1250545309, 1250545034, 1250545258, 1250544954, 9269940439, 1250545837, 1250545628, 1250545037, 1250545272, 1250545309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
