element_type,osmid,access,amenity,capacity,fee,name,opening_hours,phone,website,wheelchair,geometry,level,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,shop,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,source,addr:suburb,building:levels,check_date,disused:name,disused:shop,contact:email,contact:phone,contact:website,opening_hours:covid19,toilets:wheelchair,office,url,craft,cuisine,diet:vegetarian,indoor_seating,outdoor_seating,email,payment:coins,payment:girocard,payment:mastercard,payment:notes,payment:visa,second_hand,opening_hours:signed,note,supervised,internet_access,name:de,name:en,branch,description,ref,clothes,alt_name,payment:american_express,wheelchair:description:de,inscription,wikidata,wikipedia,nodes,building,roof:levels,start_date,old_name,roof:colour,roof:shape,toilets,loc_name,opening_hours:lastcheck,nohousenumber,fax,fixme,phone:check_date,roof:material,architect,source:date,building:levels:underground,smoking,abandoned:amenity,drink:club-mate,payment:cash,payment:credit_cards,source:roof:shape,building:colour,religion,compressed_air,contact:facebook,delivery:covid19,takeaway:covid19,zero_waste,shop:1996-04--2015-05-13,diet:gluten_free,architect:wikidata,official_name,payment:diners_club,payment:jcb,payment:others,roof:orientation,building:reg_name,addr:housename,disused:amenity,short_name,addr:district,addr:province,addr:subdistrict,image,roof:note,payment:debit_cards,contact:fax,height,smoking:outside,ref:vatin,bicycle_parking,covered,noaddress,service:bicycle:rental,service:bicycle:repair,drive_through,takeaway,source:name,layer,last_checked,architect:website,construction:start_date,owner,building:material,organic,tenant,healthcare,healthcare:speciality,temporary,ways,type,dog
way,76092389,,community_centre,,,Bürgerhaus Möhringen,,+49 711 21688218,,yes,"POLYGON ((9.1472868 48.7301631, 9.1473973 48.7301799, 9.1478122 48.730243, 9.1478887 48.730024, 9.1473632 48.7299441, 9.1472868 48.7301631))",,,,,,,,Stuttgart,DE,32,70567,Filderbahnplatz,,,3,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,"[897637112, 10914858724, 897636998, 897637107, 897637020, 897637112]",retail,0,,,,flat,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79353761,,,,,,,,,,"POLYGON ((9.1479835 48.8379013, 9.1483435 48.8377411, 9.1481138 48.8375175, 9.1477538 48.8376778, 9.1479835 48.8379013))",,,,,,,,,,4,,Wollinstraße,Yahoo,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[926583167, 926583256, 926583229, 926583125, 926583167]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79353764,,place_of_worship,,,Gemeinde Barmherziger Gott,,,,,"POLYGON ((9.1487948 48.8369003, 9.1486541 48.8369731, 9.1491767 48.8374108, 9.1493174 48.837338, 9.1487948 48.8369003))",,,,,,,,Stuttgart,DE,144,70435,Schwieberdinger Straße,Yahoo,,1,,,,,,,,,,,,,,,,,,,,,,,,Hausnummer laut Schild am Gebäude,,,,,,,,,,,,,,,"[926583262, 926583112, 926583147, 926583237, 926583262]",retail,1,,,,gabled,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,80776254,,,,,,,,,,"POLYGON ((9.2072832 48.7641168, 9.2074485 48.7641168, 9.2074485 48.7638508, 9.2072735 48.7638508, 9.2072735 48.7640481, 9.2071491 48.7640481, 9.2071471 48.7642041, 9.2072832 48.7642041, 9.2072832 48.7641168))",,,,,,,,Stuttgart,DE,20,70186,Waldebene Ost,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[941959221, 941959214, 941959241, 941959207, 941959229, 941959200, 941959223, 941959248, 941959221]",retail,1,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,80776256,,,,,,,,,,"POLYGON ((9.2071186 48.7638845, 9.207266 48.7638845, 9.207266 48.7637111, 9.2071186 48.7637111, 9.2071186 48.7638845))",,,,,,,,Stuttgart,DE,,70186,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[941959254, 941959250, 941959211, 941959233, 941959254]",retail,1,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83830045,,fuel,,,Aral,24/7,,,yes,"POLYGON ((9.1597151 48.7230927, 9.159842 48.7230835, 9.1598319 48.7230225, 9.1597844 48.723026, 9.1597725 48.7229539, 9.1598042 48.7229517, 9.1598362 48.7229494, 9.1598225 48.7228665, 9.1597892 48.7228689, 9.159749 48.7228719, 9.1597586 48.7229301, 9.1596891 48.7229351, 9.1597151 48.7230927))",,Aral,Q565734,en:Aral AG,,,Aral,Stuttgart,DE,96,70567,Plieninger Straße,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[537142805, 537142809, 2914384603, 2914384604, 2914384602, 4712466035, 537142759, 2914384499, 4712466034, 2914384500, 537142758, 2914384601, 537142805]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90114788,,,,,,,,,,"POLYGON ((9.1081757 48.7360846, 9.1081569 48.7361801, 9.1080684 48.7361713, 9.1080765 48.7361182, 9.1080818 48.7360775, 9.1081757 48.7360846))",,,,,,,,Stuttgart,DE,70,70563,Robert-Leicht-Straße,Bing,Vaihingen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1044659147, 1044659155, 1044659178, 1044659189, 1044659214, 1044659147]",retail,0,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90114794,,,,,Getränke Kastner,"Sa 09:00-14:00, Mo,Tu,Th,Fr 09:00-13:00, We 09:00-13:00, Mo,Tu,Th,Fr 14:00-18:00",,,yes,"POLYGON ((9.10835 48.7358599, 9.1082937 48.7360934, 9.1084949 48.7361164, 9.108519 48.7360333, 9.1084842 48.7360298, 9.1085217 48.7358812, 9.10835 48.7358599))",,,,,,beverages,Hans-Peter Kastner,Stuttgart,DE,3,70563,Unterer Grund,,Vaihingen,1,,,,info.kastner@googlemail.com,+49 711 50 65 98 00,http://www.getraenke-lieferservice-kastner.de/,Su 12:00-16:00,,,,,,,,,,,,,,,,,,,,,,,Getränke Fachmarkt Lokal-Regional-Einweg Plastik Frei,,,,,,,,,"[1044659228, 1044659133, 1044659246, 1044659191, 1044659187, 1044659125, 1044659228]",retail,2,2016-04-15,,,gabled,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/GetraenkeKastner/,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90843417,,,,,,,,,,"POLYGON ((9.1770885 48.779748, 9.1771172 48.7799071, 9.1771818 48.7799768, 9.1771476 48.77999, 9.1772338 48.7800834, 9.1772657 48.7800696, 9.1772805 48.7800851, 9.1775905 48.7799595, 9.1775959 48.7799652, 9.1777033 48.7799258, 9.1777829 48.7798966, 9.1778849 48.779861, 9.1781586 48.7797622, 9.1781379 48.7797403, 9.1780527 48.7796468, 9.1777068 48.7797662, 9.177592 48.7798106, 9.1774462 48.7798698, 9.1773922 48.7798089, 9.1773834 48.7797772, 9.1772894 48.7797894, 9.1772763 48.7797177, 9.1770885 48.779748))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1054703581, 1054702998, 8907929483, 8907929480, 8907929481, 8907929482, 1054703551, 8907923962, 8907923963, 4176668119, 71733257, 451617514, 274923761, 7538341815, 1054703391, 672470848, 4176668111, 1054703169, 1054703111, 7538341814, 7538341813, 1054703076, 1054703581]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91016971,,,,,,,,,,"POLYGON ((9.1315817 48.7730307, 9.1321748 48.7730268, 9.132173 48.7729105, 9.1315799 48.7729144, 9.1315817 48.7730307))",,,,,,,,Stuttgart,DE,5,70195,Lindpaintnerstraße,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[332392020, 1056994211, 1056994209, 332392021, 332392020]",retail,1,,,gray,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136150,,bar,,,huginn lounge & arts,Tu-Th 13:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:00,,https://www.huginn.art/,,"POLYGON ((9.1735432 48.7758123, 9.1734754 48.7757488, 9.1733305 48.7758168, 9.1733147 48.7758247, 9.1733606 48.7758645, 9.1733915 48.7758882, 9.1735432 48.7758123))",,,,,,,,Stuttgart,DE,38,70173,Calwer Straße,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,"[1057852756, 1057852657, 1057851893, 3334836686, 1057852758, 1057852011, 1057852756]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136159,,,,,,,,,,"POLYGON ((9.1732215 48.7755139, 9.1732329 48.7755086, 9.1731845 48.7754637, 9.1731453 48.7754274, 9.1731306 48.7754343, 9.1730801 48.775458, 9.1730022 48.7754954, 9.1730393 48.7755314, 9.1730944 48.7755837, 9.1731015 48.77558, 9.1730952 48.7755741, 9.1732215 48.7755139))",,,,,,,,Stuttgart,DE,50,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852742, 8905714739, 10179154197, 8905714738, 1057852170, 10179154199, 1057852693, 10179239524, 1057851938, 8905714743, 8905714742, 1057852742]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136172,,,,,,,,,,"POLYGON ((9.1756739 48.775492, 9.1757251 48.7755434, 9.1757601 48.7755829, 9.1759165 48.7755201, 9.1759239 48.7755274, 9.1759966 48.7754965, 9.1760007 48.7755009, 9.176099 48.7754598, 9.1760821 48.7754427, 9.1759776 48.7753379, 9.1758808 48.7753793, 9.1759038 48.775402, 9.1758603 48.7754208, 9.1758323 48.7754329, 9.1758278 48.775428, 9.1756739 48.775492))",,,,,,,,Stuttgart,DE,29,70173,Königstraße,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852119, 9826627102, 1057852274, 8899384411, 8899384408, 8899384409, 8899384410, 3337321167, 3940780265, 1057852332, 1057851896, 8899384402, 8899384405, 8899384406, 8899384407, 1057852119]",retail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136190,,,,,bulthaup,,,,,"POLYGON ((9.17361 48.7758676, 9.1735488 48.7758102, 9.1735432 48.7758123, 9.1733915 48.7758882, 9.1734511 48.7759384, 9.17361 48.7758676))",,bulthaup,Q1004697,,,kitchen,,Stuttgart,DE,36,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057851942, 8905714749, 1057852756, 1057852011, 1057852539, 1057851942]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136219,,,,,Jany Richard,,,http://jany-richard.de/,,"POLYGON ((9.1734754 48.7757488, 9.1734809 48.7757464, 9.1734104 48.7756818, 9.1732586 48.7757514, 9.1733305 48.7758168, 9.1734754 48.7757488))",,,,,2023-05-14,clothes,,Stuttgart,DE,40,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,women,,,,,,,"[1057852657, 8905714748, 1057852769, 1057852033, 1057851893, 1057852657]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136239,,,,,,,,,,"POLYGON ((9.1751536 48.7767365, 9.1752656 48.7766868, 9.1753265 48.7766589, 9.175357 48.776645, 9.1752472 48.7765376, 9.1751336 48.7765878, 9.1751369 48.776591, 9.1750523 48.7766284, 9.1750428 48.776634, 9.1751536 48.7767365))",,,,,,,,Stuttgart,DE,15,70173,Calwer Straße,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3337382675, 4621979050, 9826627084, 1057852113, 1057852845, 1057852482, 8905714843, 8905714844, 3337382670, 3337382675]",retail,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136252,,,,,,,,,,"POLYGON ((9.1730417 48.7753455, 9.1730496 48.7753421, 9.1730456 48.7753384, 9.1730131 48.7753082, 9.1729212 48.7752229, 9.1727921 48.775283, 9.1728189 48.7753098, 9.1727853 48.775326, 9.1728006 48.7753404, 9.1728475 48.7753859, 9.172893 48.7753643, 9.1729019 48.7753689, 9.1729116 48.7753685, 9.172922 48.7753632, 9.1729457 48.7753886, 9.1729807 48.7753729, 9.1730417 48.7753455))",,,,,,,,Stuttgart,DE,54,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852802, 8905714725, 10179154206, 10179154207, 1057852666, 1057851899, 1057852354, 1057852772, 10179154212, 1057852043, 8905714730, 8905714729, 8905714728, 1057852576, 1057852862, 10179239520, 1057852802]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136260,,,,,,,,,,"POLYGON ((9.17802 48.777703, 9.1779901 48.7776752, 9.1780175 48.777663, 9.1780194 48.7776646, 9.1780331 48.7776575, 9.1778585 48.7774912, 9.1777677 48.7774033, 9.1777565 48.7774057, 9.1775361 48.7775046, 9.1778059 48.7777657, 9.1778199 48.7777594, 9.1778472 48.7777842, 9.17802 48.777703))",,,,,,,,Stuttgart,DE,11,70173,Königstraße,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852006, 3337452993, 7052669821, 7052669822, 1057852562, 9421995489, 9422128807, 7052669818, 1057852502, 7052669820, 7052669819, 1057852730, 1057852006]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136275,,,,,Kapten & Son,Mo-Sa 10:30-19:30,,https://kapten-son.com/de/unsere-stores,limited,"POLYGON ((9.1733311 48.7756035, 9.1732822 48.7755599, 9.1731313 48.7756297, 9.1731782 48.7756752, 9.1733311 48.7756035))",,,,,,watches,,Stuttgart,DE,46,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852856, 1057852594, 1057852873, 1057852245, 1057852856]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136278,,,,,,,,,,"POLYGON ((9.1743821 48.7766296, 9.1742866 48.7765365, 9.1742335 48.7764848, 9.1740411 48.7765706, 9.1741886 48.7767155, 9.1742158 48.7767037, 9.1743821 48.7766296))",,,,,,,,Stuttgart,DE,28,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057851975, 3889771748, 1057852776, 1057852057, 1057852592, 3889771746, 1057851975]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136289,,,,,,,,,,"POLYGON ((9.1768066 48.7777442, 9.1768431 48.777785, 9.1769139 48.7778643, 9.1772707 48.7777221, 9.177273 48.7777245, 9.177368 48.7776863, 9.1773442 48.7776595, 9.1773156 48.7776273, 9.177289 48.7775974, 9.1772764 48.7775831, 9.1772537 48.7775843, 9.1772285 48.7775554, 9.1770709 48.7776187, 9.1770859 48.7776355, 9.1769562 48.7776865, 9.1768066 48.7777442))",,,,,,,,Stuttgart,DE,34,70173,Königstraße,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057851978, 1057852135, 951434373, 8905686188, 8905686189, 1057852072, 7472964707, 7472964705, 7472964706, 8905686187, 8905686186, 1057852606, 1057852090, 1057852877, 1057852436, 1057851978]",retail,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136294,,,,,,,,,,"POLYGON ((9.1741346 48.7763874, 9.174039 48.7762936, 9.1740359 48.7762952, 9.1740138 48.7762725, 9.1738664 48.7763526, 9.1738822 48.7763667, 9.1738492 48.7763805, 9.1738509 48.7763825, 9.1739425 48.7764697, 9.1741346 48.7763874))",,,,,,,,Stuttgart,DE,30,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852021, 8905714811, 8905714812, 1057852850, 1057852655, 1057852721, 8905714813, 1057852624, 1057852886, 1057852021]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136303,,,,,,,,,yes,"POLYGON ((9.1767768 48.7756236, 9.1768546 48.7755919, 9.176848 48.7755843, 9.1768138 48.7755434, 9.1767886 48.7755153, 9.1769685 48.7754418, 9.1768771 48.7753414, 9.1768699 48.7753443, 9.1767661 48.7752324, 9.1765178 48.7753333, 9.1763327 48.7754086, 9.1763483 48.7754225, 9.1763115 48.7754362, 9.1763284 48.7754561, 9.1762283 48.7754967, 9.1761663 48.7755215, 9.1761059 48.7754563, 9.176099 48.7754598, 9.1760007 48.7755009, 9.1759966 48.7754965, 9.1759239 48.7755274, 9.1759165 48.7755201, 9.1757601 48.7755829, 9.1762142 48.77607, 9.1764177 48.7759886, 9.1764129 48.7759846, 9.1765177 48.7759431, 9.1765233 48.7759316, 9.1765275 48.7759191, 9.1764598 48.7758452, 9.1765049 48.7758278, 9.1765171 48.7758226, 9.1765276 48.7758184, 9.1765476 48.7758106, 9.1765885 48.7757946, 9.1765434 48.7757469, 9.176666 48.7756958, 9.1766715 48.775694, 9.1766534 48.7756721, 9.1767657 48.775628, 9.1767768 48.7756236))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852865, 8899402422, 3940780271, 3937015305, 1057852681, 1057851919, 8899402417, 8899384416, 1057852385, 76927552, 1057852788, 8899384414, 8899384415, 1057852075, 3937015303, 1057852610, 3940780268, 3337321167, 8899384410, 8899384409, 8899384408, 8899384411, 1057852274, 1057852746, 1383369771, 1383369769, 8899384413, 1057851988, 8899384412, 1057852521, 3337361220, 3940780283, 3937015307, 8905686206, 3937015306, 3337361250, 3337361247, 8899402418, 3337361245, 3337361239, 1057852865]",retail,,,Karstadt,,flat,,,,,,,,,,,,,,,,,,,,,,,,,department_store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136309,,,,,,,,,,"POLYGON ((9.1733693 48.7752502, 9.1733006 48.7751828, 9.1732868 48.7751888, 9.1732741 48.7751943, 9.1731469 48.7752438, 9.1731426 48.7752456, 9.1731783 48.7752805, 9.1732102 48.7753108, 9.1732155 48.7753157, 9.1733693 48.7752502))",,,,,,,,Stuttgart,DE,37,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852869, 1057852683, 8905714794, 1057852084, 1057851921, 8905714786, 3892593328, 3892593329, 8905714785, 1057852869]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136322,,,,,,,,,,"POLYGON ((9.1754175 48.7758258, 9.1755557 48.7757686, 9.1755168 48.7757278, 9.1754882 48.7756978, 9.1754038 48.7756092, 9.1752704 48.7756679, 9.1753225 48.775718, 9.1753438 48.77574, 9.1753415 48.7757448, 9.1754175 48.7758258))",,,,,,,,Stuttgart,DE,1,70173,Gymnasiumstraße,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057851906, 1057851871, 2452913184, 7473266396, 1057852678, 3337321178, 3337321180, 8905686199, 8905686200, 1057851906]",retail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136331,,,,,,,,,,"POLYGON ((9.1740138 48.7762725, 9.1739207 48.7761827, 9.1737909 48.7762518, 9.1737779 48.7762575, 9.1738013 48.776278, 9.1737867 48.7762855, 9.1738664 48.7763526, 9.1740138 48.7762725))",,,,,,,,Stuttgart,DE,32,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852850, 1057852806, 1057852115, 2679593264, 2679593265, 2679593266, 1057852655, 1057852850]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136349,,,,,Isabella Glutenfreie Pâtisserie,Mo-Sa 09:30-18:00; Su 10:00-18:00,+49 711 54096995,https://www.isabella-patisserie.de/,yes,"POLYGON ((9.1732822 48.7755599, 9.1732383 48.775517, 9.1732299 48.7755215, 9.1732215 48.7755139, 9.1730952 48.7755741, 9.1731015 48.77558, 9.1730944 48.7755837, 9.1730716 48.775595, 9.1730576 48.7756011, 9.1731034 48.7756442, 9.1731313 48.7756297, 9.1732822 48.7755599))",,,,,,pastry,,Stuttgart,DE,48,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057852594, 8905714740, 8905714741, 1057852742, 8905714742, 8905714743, 1057851938, 10179239523, 1057851981, 1057852058, 1057852873, 1057852594]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136354,,,,,,,,,,"POLYGON ((9.1732013 48.7750982, 9.1731205 48.7750241, 9.1730837 48.7749895, 9.1730249 48.7749352, 9.1730043 48.7749348, 9.1729795 48.774947, 9.1728771 48.7749941, 9.1730598 48.7751661, 9.1730642 48.7751641, 9.1731846 48.7751049, 9.1732013 48.7750982))",,,,,,,,Stuttgart,DE,41,70173,Calwer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3334836657, 8905714769, 8905714771, 3334836652, 8905714795, 3334836653, 1057851995, 8905714793, 1057852883, 3334836659, 3334836657]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136400,,,,,,,,,,"POLYGON ((9.1769606 48.7759815, 9.1770663 48.7759381, 9.1770494 48.7759205, 9.1770605 48.7759165, 9.1770169 48.7758639, 9.1770089 48.7758668, 9.1768933 48.7759086, 9.1769606 48.7759815))",,,,,,,,Stuttgart,DE,12,70173,Schulstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3337361265, 1057852434, 8905686243, 8905686242, 8905686241, 1057851987, 3337361263, 3337361265]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91136409,,,,,Galeria Kaufhof,Mo-Sa 10:00-20:00,,,yes,"POLYGON ((9.1763821 48.7736015, 9.1763154 48.7734304, 9.1762523 48.7732706, 9.176221 48.7731622, 9.1755088 48.7732809, 9.1758994 48.7738255, 9.1763821 48.7736015))",,Galeria Kaufhof,Q322598,en:Galeria Kaufhof,,department_store,,Stuttgart,DE,28,70173,Eberhardstraße,,Mitte,5,,,,,+49 711 1647 0,http://www.galeria-kaufhof.de/filialen/stuttgart-eberhardstrasse,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,yes,,,,,"[1057852704, 1370302525, 1370302520, 1057852309, 1057852761, 1057852020, 1057852704]",retail,1,1961,,,flat,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,Q65803,Galeria Kaufhof Stuttgart am Rathaus,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91264166,,,,,,,,,,"POLYGON ((9.1780692 48.7756688, 9.1779611 48.7755677, 9.177935 48.7755433, 9.1778707 48.7755819, 9.1778963 48.7756012, 9.1779192 48.7756154, 9.177777 48.7757111, 9.1778514 48.7757669, 9.1779077 48.7757356, 9.1780434 48.7756797, 9.1780692 48.7756688))",,,,,,,,Stuttgart,DE,6,70173,Marktplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1059525782, 4063998259, 1059526419, 1059526825, 4079613129, 1059525194, 1059526111, 1059527098, 8899384394, 1059525614, 1059525782]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91264168,,,,,,,,,,"POLYGON ((9.1784925 48.7761828, 9.1782424 48.7762287, 9.1782166 48.7761526, 9.1784759 48.7761275, 9.1784925 48.7761828))",,,,,,,,Stuttgart,DE,8,70173,Kirchstraße,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1059525150, 3337448257, 1059526374, 1059525319, 1059525150]",retail,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91264193,,,,,,,,,,"POLYGON ((9.1782567 48.7760006, 9.178367 48.7759921, 9.1783774 48.775991, 9.1783701 48.7759232, 9.1782263 48.7759372, 9.1782329 48.7760021, 9.1782567 48.7760006))",,,,,,,,Stuttgart,DE,6B,70173,Kirchstraße,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1059524904, 1059525405, 8899402454, 1059526148, 1059525954, 1059526144, 1059524904]",retail,1,,,,gabled,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91264265,,,,,,,,,,"POLYGON ((9.1783796 48.7756232, 9.1785218 48.775721, 9.1785835 48.775685, 9.1786748 48.7756295, 9.1786515 48.7756166, 9.1786316 48.7756063, 9.1786363 48.7756017, 9.1785184 48.7755352, 9.1784358 48.7755871, 9.1784304 48.7755833, 9.1783744 48.7756191, 9.1783796 48.7756232))",,,,,,,,Stuttgart,DE,11,70173,Marktplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1059525668, 1059524993, 1059526606, 1059525581, 6801741371, 8899402474, 8899402475, 1059526960, 8899402478, 8899402476, 8899402477, 1059525668]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
