element_type,osmid,amenity,geometry,wheelchair,access,wheelchair:description,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,level,email,fax,name,opening_hours,phone,shop,website,brand,nodes,brand:wikidata,brand:wikipedia,building,internet_access,short_name,toilets:wheelchair,alt_name,building:levels,roof:levels,check_date:opening_hours,cuisine,roof:shape,contact:phone,contact:website,old_name,toilets,takeaway,diet:vegan,diet:vegetarian,description,craft,disused:shop,name:ko,wikidata,changing_table,drink:club-mate,building:colour,building:levels:underground,building:material,height,roof:colour,roof:material,source,source:height,access:covid19,drive_through:covid19,opening_hours:covid19,heritage,heritage:operator,start_date,contact:facebook,contact:instagram,contact:mobile,clothes,motorcycle:clothes,motorcycle:parts,addr:suburb,building:min_level,layer,roof:height,architect,wikimedia_commons,wikipedia,noaddress,branch,contact:email,diet:halal,diet:kosher,contact:fax,healthcare,opening_hours:signed,nohousenumber,not:brand:wikidata,trade,check_date,disused:kiosk,disused:name,disused:opening_hours,outdoor_seating,reservation,smoking,note:building:levels,air_conditioning,currency:EUR,diet:gluten_free,diet:healthy,diet:lactose_free,diet:local,diet:meat,diet:mediterranean,diet:non-vegetarian,image,membership,payment:cash,payment:coins,payment:credit_cards,payment:debit_cards,payment:girocard,payment:maestro,payment:mastercard,payment:visa,ref:vatin,second_hand,stroller,cash_withdrawal,internet_access:fee,loc_name,name:de,opening_hours:url,self_checkout,breakfast,drive_through,ice_cream,indoor_seating,leisure,note,addr:housename,noname,ways,type
way,164487159,,"POLYGON ((8.7314083 50.1291668, 8.7314133 50.129164, 8.7314078 50.1291601, 8.7314542 50.1291281, 8.7313382 50.1290572, 8.7313733 50.1290326, 8.7313485 50.1290179, 8.7313545 50.1290142, 8.7313499 50.1290115, 8.7312695 50.1290564, 8.7312506 50.1290421, 8.7312447 50.1290449, 8.7314083 50.1291668))",,,,,,,34,,Max-Hirsch-Straße,,,,,,,,,,"[1761224082, 10221823415, 10221823416, 1761224079, 1761224068, 1761224059, 10221823420, 10221823419, 1761224051, 10221823417, 10221823418, 1761224065, 1761224082]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,165422352,,"POLYGON ((8.7161431 50.1121408, 8.7159073 50.1124276, 8.7161283 50.1125023, 8.7159953 50.112663, 8.715575 50.1125205, 8.7159447 50.1120723, 8.7161431 50.1121408))",,,,,Frankfurt am Main,,148,60314,Hanauer Landstraße,,,,,,,,,,"[1769704981, 1111888974, 1111888965, 1111888968, 1111888960, 1769704979, 1769704981]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,165422376,,"POLYGON ((8.721617 50.1153814, 8.7219235 50.1154853, 8.7222424 50.1150976, 8.7219367 50.1149943, 8.721885 50.1150572, 8.7218163 50.115034, 8.7217572 50.1151058, 8.721763 50.1151078, 8.7215753 50.1153365, 8.7216368 50.1153573, 8.721617 50.1153814))",,,,,Frankfurt am Main,,219,60314,Hanauer Landstraße,,,,,,,,,,"[1769705051, 1769705054, 1769705046, 1769705043, 1769705045, 1769705044, 10259990408, 10259990409, 10259990407, 10259990406, 1769705051]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,165572324,,"POLYGON ((8.6809788 50.1087372, 8.6809967 50.1087046, 8.6812131 50.1087519, 8.6811955 50.1087832, 8.6809788 50.1087372))",,,,,Frankfurt am Main,,35a,60311,Mainkai,,,,,,,,,,"[1771172293, 1771172292, 1771172294, 1771172295, 1771172293]",,,retail,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166740534,,"POLYGON ((8.718421 50.1410993, 8.718584 50.1409946, 8.7185424 50.140968, 8.7186229 50.1409163, 8.7185332 50.140859, 8.7185893 50.140823, 8.7183203 50.1406509, 8.7183146 50.1406546, 8.7182396 50.1406066, 8.718156 50.1405531, 8.7181029 50.1405879, 8.7178622 50.1407418, 8.718421 50.1410993))",,,,,Frankfurt am Main,DE,8,60389,Arolser Straße,,,,,,,,,,"[1781882305, 10204235409, 7297664181, 1781882302, 4668600563, 4668600564, 10204235411, 10204235410, 4668600562, 1781882298, 7297664177, 1781882300, 1781882305]",,,retail,,,,,1,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,167167092,,"POLYGON ((8.7204145 50.1414508, 8.7204826 50.1414101, 8.7206183 50.141329, 8.7206022 50.1413179, 8.720614 50.1413109, 8.720556 50.1412711, 8.7205438 50.1412784, 8.7205389 50.141275, 8.7204863 50.1413065, 8.7204617 50.1412894, 8.7204065 50.1413219, 8.7203958 50.1413152, 8.7203357 50.1413511, 8.7203002 50.1413723, 8.7204145 50.1414508))",,,,,,,,,,,,,,,,,,,"[1291828974, 5418732840, 32537538, 10204235467, 10204235463, 10204235462, 10204235464, 10204235465, 10204235466, 1785693408, 5411975273, 1785693412, 1291827685, 1785693418, 1291828974]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,167360597,,"POLYGON ((8.727011 50.1445997, 8.7270066 50.1446013, 8.7270898 50.1446898, 8.7272325 50.1446382, 8.7272128 50.1446151, 8.7271783 50.1445746, 8.7271475 50.1445387, 8.7271408 50.1445433, 8.7271152 50.1445607, 8.727011 50.1445997))",,,,,Frankfurt am Main,DE,152,60389,Wilhelmshöher Straße,,,,,,,,,,"[1787581628, 10215380029, 1298682844, 1298683329, 1787581630, 1788324052, 1788324048, 1787581627, 10215380028, 1787581628]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,167437022,,"POLYGON ((8.7273088 50.1448422, 8.7273777 50.144801, 8.7273177 50.1447632, 8.727306 50.1447667, 8.7272152 50.1447981, 8.7272522 50.1448364, 8.7272766 50.1448188, 8.7273088 50.1448422))",,,,,,,,,,,,,,,,,,,"[1298682540, 1298681631, 1788324053, 1298681886, 1788324054, 10215380282, 10215380283, 1298682540]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172199705,,"POLYGON ((8.744421 50.1286534, 8.744586 50.1286939, 8.7445757 50.1287111, 8.7445226 50.1288, 8.7441647 50.1287121, 8.7441793 50.1286876, 8.7441984 50.1286923, 8.7442483 50.1286088, 8.7443216 50.1286268, 8.7443297 50.1286133, 8.7443668 50.1286224, 8.7443576 50.1286378, 8.744421 50.1286534))",,,,,Frankfurt am Main,DE,11,60386,Salzschlirfer Straße,,,,,,,,,,"[672968377, 1831310914, 672968372, 1831310919, 672968375, 10234449091, 10234449092, 672968376, 10234449090, 10234449088, 10234449087, 10234449089, 672968377]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,172199730,,"POLYGON ((8.744586 50.1286939, 8.744421 50.1286534, 8.7444962 50.1285262, 8.7444668 50.1285189, 8.7445696 50.128347, 8.7445978 50.1283543, 8.7446766 50.1282238, 8.7449139 50.1282966, 8.7451505 50.1283701, 8.7450922 50.128447, 8.7448467 50.1283856, 8.7447788 50.1283687, 8.744687 50.1285235, 8.744586 50.1286939))",,,,,,,11,,Salzschlirfer Straße,,,,,,,,,,"[1831310914, 672968377, 672968359, 672968360, 672968361, 1831310902, 1831310904, 672968371, 672968384, 672968385, 10234449084, 672968369, 10234449086, 1831310914]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173792619,,"POLYGON ((8.6814283 50.1013775, 8.6814656 50.1013292, 8.681497 50.101288, 8.6815128 50.1012667, 8.6814845 50.1012577, 8.6813781 50.1012246, 8.6812905 50.1013365, 8.6814283 50.1013775))",,,,,Frankfurt am Main,DE,59,60594,Schweizer Straße,,,,,,,,,,"[1845462488, 1845462469, 1845462470, 1845462465, 1845462463, 1845462457, 1845462477, 1845462488]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174298495,,"POLYGON ((8.669645 50.1076899, 8.6698238 50.1077371, 8.6698959 50.1076176, 8.6698343 50.1076015, 8.6698248 50.1076164, 8.6697065 50.1075863, 8.6696968 50.107602, 8.669645 50.1076899))",,,,,Frankfurt am Main,DE,23,60329,Münchener Straße,,,,,,,,,,"[1849831361, 1849831380, 1849831321, 1849831317, 1849831322, 1849831308, 1849831315, 1849831361]",,,retail,,,,,5,1,,,saltbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174618855,,"POLYGON ((8.673519 50.1144491, 8.6734689 50.1144909, 8.6734958 50.1145051, 8.6734639 50.1145295, 8.6734374 50.1145164, 8.6733726 50.1145685, 8.6733659 50.1145557, 8.6733265 50.1145346, 8.673256 50.1144977, 8.6733617 50.1144126, 8.6734477 50.1143552, 8.6734929 50.1143904, 8.673519 50.1144491))",,,,,Frankfurt am Main,DE,32,60313,Goethestraße,,,,,,,,,,"[1852775081, 1852775091, 2536706466, 2536706468, 1852775101, 1852775114, 1852775110, 1852775107, 1852775088, 9831930249, 1852775054, 1852775061, 1852775081]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174618876,,"POLYGON ((8.6734299 50.1147034, 8.6736098 50.1146642, 8.6735663 50.1145596, 8.6734786 50.1145777, 8.673471 50.114562, 8.6734125 50.1145739, 8.6734194 50.1145896, 8.6733845 50.1145963, 8.6733865 50.1146001, 8.6734299 50.1147034))",,,,,Frankfurt am Main,DE,43,60313,Große Bockenheimer Straße,,,,,,,,,,"[1852775132, 1852775129, 1852775112, 9831930242, 9831930234, 9831930235, 9831930236, 9831930237, 1852775118, 1852775132]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174618883,,"POLYGON ((8.6743259 50.1141816, 8.6744411 50.1141593, 8.6743906 50.1140258, 8.6742875 50.114044, 8.674291 50.1140536, 8.6742755 50.1140564, 8.6743259 50.1141816))",,,,,Frankfurt am Main,DE,22,60313,Goethestraße,,,,,,,,,,"[1852774986, 1852774973, 1852774937, 1852774940, 1852774942, 1852774944, 1852774986]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174618893,,"POLYGON ((8.6734929 50.1143904, 8.6734477 50.1143552, 8.6735935 50.1142727, 8.6736844 50.1143553, 8.6737113 50.1144136, 8.673519 50.1144491, 8.6734929 50.1143904))",,,,,Frankfurt am Main,DE,30,60313,Goethestraße,,,,,,,,,,"[1852775061, 1852775054, 1852775022, 34353118, 1852775069, 1852775081, 1852775061]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174618901,,"POLYGON ((8.6732416 50.1146298, 8.6730434 50.114672, 8.6730305 50.1146806, 8.6730033 50.114665, 8.6732033 50.1145039, 8.6732307 50.1145182, 8.673256 50.1144977, 8.6733265 50.1145346, 8.6732259 50.1146162, 8.6732416 50.1146298))",,,,,Frankfurt am Main,DE,34,60313,Goethestraße,,,,,,,,,,"[1852775121, 1852775128, 1852775124, 9831930240, 1852775094, 1852775100, 1852775088, 1852775107, 9831930241, 1852775121]",,,retail,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174618902,,"POLYGON ((8.6734299 50.1147034, 8.6730841 50.1147768, 8.6730305 50.1146806, 8.6730434 50.114672, 8.6732416 50.1146298, 8.6733865 50.1146001, 8.6734299 50.1147034))",,,,,,,,,,,,,,,,,,,"[1852775132, 1852775135, 1852775124, 1852775128, 1852775121, 1852775118, 1852775132]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174628379,,"POLYGON ((8.6728153 50.1151145, 8.672748 50.1151013, 8.6726347 50.1151267, 8.6726851 50.1152119, 8.6727142 50.1152044, 8.6727272 50.1152155, 8.6727207 50.1152212, 8.6727428 50.1152429, 8.6727369 50.1152462, 8.6727572 50.1152818, 8.672794 50.1152732, 8.6729391 50.1152406, 8.6728153 50.1151145))",,,,,Frankfurt am Main,DE,56,60313,Hochstraße,,,,,,,,,,"[1852851364, 1852851353, 1852851372, 1852851415, 1852851408, 9831721203, 9831721204, 9831721205, 9831721206, 1852851464, 1852851460, 1852851432, 1852851364]",,,retail,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174639667,,"POLYGON ((8.6782108 50.1158947, 8.6781884 50.1157719, 8.6783587 50.1157595, 8.6783626 50.1157825, 8.6784466 50.1157765, 8.6784699 50.1158806, 8.6784298 50.1159472, 8.6782108 50.1158947))",,,,,,,,,,,,,,,,,,,"[794110613, 794110668, 2547227417, 2547227421, 794110551, 794110444, 1852945187, 794110613]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174644809,,"POLYGON ((8.6780637 50.1144575, 8.6780512 50.114385, 8.6781943 50.1143744, 8.6783373 50.1143648, 8.6783466 50.1143641, 8.6783593 50.1144368, 8.67819 50.1144491, 8.6781838 50.1144121, 8.6781206 50.1144162, 8.6781267 50.1144541, 8.6780637 50.1144575))",,,,,Frankfurt am Main,DE,3,60313,Schillerstraße,,,,,,,,,,"[1852995608, 1852995587, 1852995585, 1852995582, 9831721021, 1852995601, 1852995604, 1852995592, 1852995595, 1852995605, 1852995608]",,,retail,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,das oberste von der Staße aus sichtbare Stockwerk könnte man evtl auch als Dachebene zählen. Da das Dach von der Straße nicht komplett ersichtlich ist habe ich vorerst keine Daten dazu eingetragen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174644815,,"POLYGON ((8.6777487 50.113966, 8.6777515 50.1139774, 8.6773676 50.1140073, 8.6771113 50.1140273, 8.6770806 50.113841, 8.6770477 50.1136482, 8.6770749 50.1136424, 8.6773473 50.1135947, 8.677352 50.1136076, 8.6773762 50.1136029, 8.6773777 50.1136065, 8.6775067 50.1135797, 8.6775549 50.1135727, 8.6775881 50.1136977, 8.677706 50.1136814, 8.6777173 50.1136799, 8.6777552 50.1138517, 8.677756 50.1138543, 8.6777218 50.1138596, 8.6777487 50.113966))",,,,,,,,,,,,,,,,,,,"[312300340, 9834257881, 2536706438, 1852995553, 2536706413, 1852995543, 9834257882, 9834257886, 9834257883, 9834257884, 9834257885, 2536706399, 1852995534, 1852995547, 1852995540, 312300329, 1852995548, 9834257894, 312300339, 312300340]",,,retail,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174644820,,"POLYGON ((8.6790695 50.1144576, 8.679097 50.1145097, 8.6791169 50.1145084, 8.6791219 50.1145538, 8.6791021 50.1145555, 8.6791122 50.1146013, 8.6790592 50.1146047, 8.6790708 50.1146637, 8.6790509 50.114665, 8.6790513 50.1146677, 8.6790557 50.1146901, 8.6790562 50.1146918, 8.6790731 50.1146908, 8.6792253 50.1146796, 8.6791931 50.1144511, 8.6790695 50.1144576))",,,,,Frankfurt am Main,DE,5,60313,Große Eschenheimer Straße,,,,,,,,,,"[1852995606, 1852995614, 1852995613, 1852995621, 1852995622, 1852995633, 1852995634, 1852995650, 9836838435, 1852995651, 1852995661, 9836838436, 1852995658, 1852995654, 2559986979, 1852995606]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174644822,,"POLYGON ((8.6776284 50.113278, 8.6778173 50.1132467, 8.6778181 50.1132607, 8.6778569 50.1133796, 8.677643 50.1134117, 8.6776106 50.1133213, 8.6776402 50.1133174, 8.6776284 50.113278))",,,,,Frankfurt am Main,DE,5,60313,Steinweg,,,,,,,,,,"[312298874, 1852995526, 2536706451, 1852995533, 312298877, 2536706457, 2536706455, 312298874]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174644831,,"POLYGON ((8.6788345 50.1146246, 8.6788259 50.1145717, 8.6788001 50.1144301, 8.6787972 50.1144138, 8.6787783 50.1144147, 8.6785995 50.1144256, 8.6786366 50.1146426, 8.6788345 50.1146246))",,,,,Frankfurt am Main,DE,4,60313,Schillerstraße,,,,,,,,,,"[1852995643, 1852995603, 9836838421, 1852995590, 1852995591, 1852995597, 1852995645, 1852995643]",,,retail,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174652177,,"POLYGON ((8.6825793 50.1152048, 8.6827642 50.1150678, 8.6826709 50.1150447, 8.6825287 50.1150401, 8.6825279 50.1150631, 8.6824657 50.1151038, 8.6824419 50.1150936, 8.6824035 50.1151321, 8.6822719 50.1150766, 8.6822357 50.1150637, 8.6822167 50.1150771, 8.682184 50.1150785, 8.6821978 50.1151883, 8.6822303 50.1151877, 8.6823353 50.1152302, 8.6823056 50.1152609, 8.6823149 50.1152645, 8.6823135 50.1152671, 8.6822279 50.1154229, 8.6822366 50.1154248, 8.6822263 50.1154402, 8.682204 50.1154529, 8.6821768 50.1154516, 8.6821785 50.1154451, 8.6820803 50.115436, 8.6820659 50.1155546, 8.6823119 50.1155757, 8.6823491 50.1155616, 8.6824796 50.1153233, 8.6825793 50.1152048))",,,,,Frankfurt am Main,DE,9-17,60313,Stiftstraße,,,,,,,,,,"[1853077681, 807947639, 807947599, 807947606, 1853077630, 1853077646, 1853077642, 1853077632, 1853077636, 1853077634, 1853077638, 1853077640, 807947593, 1853077659, 1853077661, 9836813800, 9836813801, 1853077689, 1853077724, 1853077726, 1853077734, 9836813804, 9836813805, 9836813806, 1853077732, 1853077757, 9836813813, 1853077759, 9836813814, 1853077681]",,,retail,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174665905,,"POLYGON ((8.6860149 50.1149183, 8.6860261 50.1149737, 8.685953 50.1149769, 8.685954 50.1149831, 8.685898 50.1149849, 8.6852522 50.114987, 8.6852539 50.1149591, 8.6853413 50.1149605, 8.6853507 50.1148521, 8.6855505 50.1148592, 8.6858581 50.11486, 8.6860874 50.1148566, 8.6861056 50.1149129, 8.6860149 50.1149183))",,,,,Frankfurt am Main,DE,72-82,60313,Zeil,,,,,,,,,,"[1853199189, 9836997658, 1853199188, 1853199198, 1853199197, 1853199195, 1853199191, 1853199192, 1853199174, 9836997664, 9836997656, 1853199148, 9836997659, 1853199189]",,,retail,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174665908,,"POLYGON ((8.6849267 50.1154092, 8.6849317 50.1153018, 8.6849129 50.1152929, 8.6849104 50.1152903, 8.6849086 50.1152871, 8.6849082 50.1152837, 8.6849314 50.1151905, 8.685136 50.1151961, 8.6851489 50.1152588, 8.6851853 50.1152488, 8.6851965 50.1152653, 8.6852081 50.1152618, 8.6852232 50.1152864, 8.6852243 50.1152899, 8.6852241 50.1152921, 8.685223 50.1152948, 8.6852197 50.115298, 8.6852149 50.1153007, 8.6852097 50.115302, 8.6851251 50.1153013, 8.6851206 50.1154195, 8.6850724 50.1154122, 8.6850648 50.1154306, 8.6850641 50.1154325, 8.6849267 50.1154092))",,,,,Frankfurt am Main,DE,10,60313,Schäfergasse,,,,,,,,,,"[1853199394, 1853199341, 9836997668, 9836997669, 9836997670, 1853199340, 1853199295, 1853199298, 1853199299, 1853199319, 1853199315, 1853199317, 9836997682, 9836997677, 9836997678, 9836997679, 9836997680, 9836997681, 1853199337, 1853199336, 1853199457, 1853199405, 9836997686, 9836997685, 1853199394]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174665911,,"POLYGON ((8.683289 50.1148239, 8.683413 50.1148338, 8.6833736 50.1150789, 8.6832352 50.1150677, 8.6831365 50.1150172, 8.6831712 50.1149905, 8.6831974 50.1149658, 8.6832232 50.1149384, 8.683242 50.1149142, 8.6832601 50.1148871, 8.6832691 50.1148707, 8.6832792 50.1148501, 8.683289 50.1148239))",,,,,Frankfurt am Main,DE,2,60313,Stiftstraße,,,,,,,,,,"[1853199152, 1853199154, 1853199245, 1853199224, 1853199203, 1853199185, 9836909789, 9836909788, 1853199179, 9836909787, 9836909786, 1853199176, 1853199152]",,,retail,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174665943,,"POLYGON ((8.6851986 50.1149864, 8.6851977 50.1148467, 8.6853507 50.1148521, 8.6853413 50.1149605, 8.6852539 50.1149591, 8.6852522 50.114987, 8.6851986 50.1149864))",,,,,Frankfurt am Main,DE,84,60313,Zeil,,,,,,,,,,"[1853199196, 1853199171, 1853199174, 1853199192, 1853199191, 1853199195, 1853199196]",,,retail,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174698945,,"POLYGON ((8.6855164 50.1101363, 8.6855114 50.1101596, 8.6855985 50.1101647, 8.6856833 50.1101705, 8.6856874 50.110143, 8.6856533 50.1101341, 8.6856243 50.1101293, 8.6855876 50.1101281, 8.6855505 50.1101308, 8.6855164 50.1101363))",,,,,,,,,,,,,,,,,,,"[1853541368, 1853541401, 1426837328, 1853541406, 1853541378, 9834065943, 1853541370, 1853541361, 1853541363, 1853541368]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174804157,,"POLYGON ((8.6818574 50.1141028, 8.681709 50.1140711, 8.6817691 50.1139517, 8.6817873 50.1139166, 8.681935 50.1139478, 8.6819233 50.1139724, 8.6818574 50.1141028))",,,,,Frankfurt am Main,DE,107,60313,Zeil,,,,,,,,,,"[1854628229, 1854628211, 1854627941, 1854627820, 1854627958, 1854628054, 1854628229]",,,retail,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174824989,,"POLYGON ((8.6873967 50.1136891, 8.6873367 50.1136661, 8.6872878 50.113717, 8.6874398 50.11377, 8.6874425 50.1137161, 8.6874686 50.1137162, 8.6873967 50.1136891))",,,,,,,,,,,,,,,,,,,"[1854809394, 9836464856, 1854809418, 1854809426, 1854809414, 1854809416, 1854809394]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174824990,,"POLYGON ((8.6873718 50.1138377, 8.6872479 50.11374, 8.6872878 50.113717, 8.6874398 50.11377, 8.687439 50.1138398, 8.6873758 50.1138378, 8.6873718 50.1138377))",,,,,,,14,,An der Staufenmauer,,,,,,,,,,"[1854809454, 1854809429, 1854809418, 1854809426, 1854809456, 9836464822, 1854809454]",,,retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174941649,,"POLYGON ((8.6850074 50.1125355, 8.6849972 50.1125885, 8.6847552 50.112571, 8.6847631 50.1125148, 8.6850074 50.1125355))",,,,,Frankfurt am Main,DE,15,60311,Im Trierischen Hof,,,,,,,,,,"[1855824609, 1855824652, 1855824639, 1855824605, 1855824609]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
