element_type,osmid,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wheelchair,addr:country,amenity,nodes,building,building:levels,roof:shape,roof:levels,old_name,wikipedia,source,building:colour,height,roof:colour,roof:height,note,building:material,roof:material,fixme,roof:orientation,description,email,name,operator,operator:type,phone,social_facility,social_facility:for,website,roof:direction,addr:housename,building:levels:underground,building:min_level,check_date
way,112179538,"POLYGON ((8.6996389 50.0979849, 8.6996998 50.0980486, 8.6997661 50.0981179, 8.6996299 50.0981715, 8.6995026 50.0980385, 8.6996389 50.0979849))",Frankfurt am Main,43,60599,Dielmannstraße,,DE,,"[1275889939, 1275889797, 1231152807, 1275889785, 1275889801, 1275889939]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179539,"POLYGON ((8.6999063 50.0986193, 8.6998464 50.0985634, 8.6999502 50.0985176, 8.7000099 50.0985735, 8.6999063 50.0986193))",Frankfurt am Main,37,60599,Dielmannstraße,,DE,,"[1275889833, 1275889856, 1231153014, 1275889812, 1275889833]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179540,"POLYGON ((8.7003045 50.101059, 8.7004178 50.1010057, 8.7002934 50.1008969, 8.7002027 50.1009398, 8.7002085 50.100945, 8.7001936 50.1009522, 8.7002408 50.1009933, 8.7001902 50.1010197, 8.7002344 50.1010732, 8.7003045 50.101059))",Frankfurt am Main,20,60599,Am Mühlkanal,,DE,,"[1275889889, 1275889936, 1275889916, 1275889892, 1275889868, 1275889914, 1275889891, 1275889865, 9935821336, 1275889889]",residential,3,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179541,"POLYGON ((8.70064 50.09876, 8.7005205 50.0988592, 8.7006574 50.0989271, 8.7007396 50.0988587, 8.7007772 50.0988278, 8.70064 50.09876))",Frankfurt am Main,5,60599,Dielmannstraße,,DE,,"[1275889924, 1231153144, 1231153002, 9952530627, 1275889896, 1275889924]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179544,"POLYGON ((8.7002446 50.0991755, 8.7001919 50.0991273, 8.7001753 50.0991347, 8.7001402 50.0991025, 8.7000465 50.0991446, 8.7000812 50.0991764, 8.7000269 50.0992008, 8.7000801 50.0992495, 8.7002446 50.0991755))",Frankfurt am Main,24,60599,Dielmannstraße,,DE,,"[1275889786, 9937766490, 9937766491, 1275889853, 1275889821, 1275889802, 1275889942, 1275889918, 1275889786]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179549,"POLYGON ((8.7010864 50.0980694, 8.7011122 50.0980949, 8.70113 50.0980874, 8.7011714 50.0981281, 8.7010038 50.0981981, 8.7009935 50.098188, 8.7009752 50.0981885, 8.7009608 50.0981738, 8.7009672 50.098162, 8.7009371 50.098132, 8.7010864 50.0980694))",Frankfurt am Main,7,60599,Steinhausenstraße,,DE,,"[1275889798, 1231153062, 1231152936, 1231152772, 1231153274, 9951302105, 9951302095, 9951302096, 9951302106, 1275889817, 1275889798]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179553,"POLYGON ((8.7005793 50.099212, 8.7006532 50.0992779, 8.7006219 50.0992923, 8.7005647 50.0993187, 8.7005549 50.0993099, 8.7004909 50.0992528, 8.7005793 50.099212))",Frankfurt am Main,18,60599,Dielmannstraße,,DE,,"[1275889912, 1231179994, 9951638521, 9951638520, 1231180027, 1231180045, 1275889912]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179558,"POLYGON ((8.7002101 50.0983393, 8.7003186 50.0982971, 8.7003892 50.0983717, 8.700318 50.0983994, 8.7003064 50.0983872, 8.7002687 50.0984018, 8.7002101 50.0983393))",Frankfurt am Main,41,60599,Hühnerweg,,DE,,"[1275889830, 1231153198, 1231153051, 1231152925, 9951615699, 1231153409, 1275889830]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179562,"POLYGON ((8.700709 50.0991521, 8.7007832 50.099217, 8.7008433 50.0991888, 8.700857 50.099183, 8.7007826 50.0991179, 8.7007373 50.0991389, 8.700709 50.0991521))",Frankfurt am Main,12,60599,Dielmannstraße,,DE,,"[1275889870, 1275889841, 9952530617, 1231180103, 1231180167, 9952530618, 1275889870]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112179567,"POLYGON ((8.6996299 50.0981715, 8.6997661 50.0981179, 8.6998409 50.0980884, 8.6998849 50.0981343, 8.6999249 50.0981761, 8.6997139 50.0982593, 8.6996299 50.0981715))",Frankfurt am Main,41,60599,Dielmannstraße,,DE,,"[1275889785, 1231152807, 1231153305, 1275889932, 1231153159, 1231153012, 1275889785]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114711053,"POLYGON ((8.7296357 50.1435744, 8.7297952 50.1434542, 8.7297411 50.1434243, 8.7296635 50.1434812, 8.7295811 50.1435446, 8.7296357 50.1435744))",Frankfurt am Main,44,60389,Hochstädter Straße,,DE,,"[1298681924, 1298682913, 1298681530, 1298682312, 1787581550, 1298681924]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114711163,"POLYGON ((8.7298615 50.1436092, 8.7299459 50.1435439, 8.7299164 50.1435283, 8.7299212 50.1435245, 8.7299184 50.1435106, 8.729903 50.1435028, 8.7298831 50.1435043, 8.7298799 50.1435068, 8.7298499 50.1434908, 8.7297639 50.1435574, 8.7298615 50.1436092))",Frankfurt am Main,44a,60389,Hochstädter Straße,,DE,,"[1298680888, 1298682095, 10208397243, 10208397241, 10208397239, 10208397240, 10208397242, 10208397244, 1298683106, 1298681127, 1298680888]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116174541,"POLYGON ((8.7532624 50.1486543, 8.7532866 50.1485734, 8.7532685 50.1485718, 8.7532928 50.1484937, 8.7531724 50.1484786, 8.7531372 50.1485962, 8.7531516 50.1485977, 8.7531391 50.1486392, 8.7532624 50.1486543))",Frankfurt am Main,2c,60388,Triebstraße,,DE,,"[1310655423, 10247645334, 10247645335, 1310656831, 1310655535, 10247645333, 10247645332, 1310656986, 1310655423]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116174607,"POLYGON ((8.7535836 50.1488349, 8.7536134 50.1487776, 8.7534995 50.1487525, 8.7534867 50.1487779, 8.753445 50.1487711, 8.7534264 50.1488241, 8.7535561 50.1488441, 8.7535836 50.1488349))",Frankfurt am Main,2a,60388,Triebstraße,,DE,,"[1310652983, 1310654364, 10247645347, 1310654793, 1310654581, 1310656220, 10247645346, 1310652983]",residential,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116174695,"POLYGON ((8.7534948 50.1490568, 8.7536358 50.1491097, 8.7536561 50.1490876, 8.753591 50.1490632, 8.7536309 50.1490195, 8.753555 50.148991, 8.7534948 50.1490568))",Frankfurt am Main,2,60388,Triebstraße,,DE,,"[1310655169, 1310653757, 1310652960, 1310655817, 1310656932, 1310656535, 1310655169]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116623467,"POLYGON ((8.7611897 50.1485516, 8.7613448 50.1485787, 8.7613599 50.1485431, 8.7613667 50.1485443, 8.7613788 50.1485157, 8.7613723 50.1485146, 8.7613876 50.1484787, 8.761232 50.1484515, 8.7612169 50.148487, 8.7612103 50.1484859, 8.761198 50.1485147, 8.7612049 50.1485159, 8.7611897 50.1485516))",Frankfurt am Main,3a,60388,Rangenbergstraße,,DE,,"[1314316116, 1314316786, 10248965335, 10248965332, 10248965333, 10248965334, 1314317685, 1314316583, 10248965339, 10248965336, 10248965337, 10248965338, 1314316116]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117525035,"POLYGON ((8.7548624 50.152013, 8.7549038 50.1519478, 8.754986 50.1519688, 8.7549947 50.1519549, 8.7550483 50.1519685, 8.754998 50.1520482, 8.7548624 50.152013))",Frankfurt am Main,1,60388,An der Pfaffenmauer,,DE,,"[1323860110, 1323860192, 1323859313, 9664717539, 9664717538, 1323858423, 1323860110]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120460308,"POLYGON ((8.6837349 50.095919, 8.6838303 50.0959557, 8.6840597 50.0956959, 8.6840976 50.0957085, 8.6841474 50.0956501, 8.6840154 50.095602, 8.6837349 50.095919))",Frankfurt am Main,109a,60598,Mörfelder Landstraße,,DE,,"[1350669619, 1350669637, 9999352532, 1350669541, 1350669516, 1350669506, 1350669619]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718842,"POLYGON ((8.6514799 50.0890376, 8.6515948 50.0889893, 8.6515083 50.0889045, 8.6513934 50.0889527, 8.6514799 50.0890376))",Frankfurt am Main,82,60528,Deutschordenstraße,,DE,,"[1352818819, 1352818800, 1352818753, 1352818773, 1352818819]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718852,"POLYGON ((8.6481161 50.0877126, 8.6481595 50.0875514, 8.6480065 50.0875344, 8.647963 50.0876956, 8.6481161 50.0877126))",Frankfurt am Main,21,60528,Treburer Straße,,DE,,"[1352817987, 1352817941, 1352817937, 1352817982, 1352817987]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718881,"POLYGON ((8.6481595 50.0875514, 8.6482111 50.0873602, 8.648058 50.0873432, 8.6480065 50.0875344, 8.6481595 50.0875514))",Frankfurt am Main,23,60528,Treburer Straße,,DE,,"[1352817941, 1352817898, 1352817894, 1352817937, 1352817941]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718901,"POLYGON ((8.6471551 50.0886795, 8.6473095 50.0886783, 8.6473078 50.0885956, 8.6471534 50.0885969, 8.6471551 50.0886795))",Frankfurt am Main,8,60528,Kelsterbacher Straße,,DE,,"[2170835112, 1352818557, 1352818496, 2170835110, 2170835112]",residential,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718936,"POLYGON ((8.6476338 50.087578, 8.6477177 50.0875874, 8.6477711 50.0875934, 8.647796 50.0875018, 8.6476587 50.0874865, 8.6476338 50.087578))",Frankfurt am Main,20,60528,Treburer Straße,,DE,,"[1352817952, 1352817958, 1352817959, 1352817934, 1352817930, 1352817952]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718940,"POLYGON ((8.6476989 50.0878684, 8.6477333 50.0877421, 8.6476773 50.0877359, 8.6475788 50.0877248, 8.6475444 50.0878511, 8.6476989 50.0878684))",,16,,Treburer Straße,,,,"[1352818139, 1352818001, 1352818000, 1352817992, 1352818133, 1352818139]",residential,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718974,"POLYGON ((8.6480872 50.0879646, 8.6481368 50.0877804, 8.6480989 50.0877762, 8.6479459 50.0877592, 8.6478962 50.0879434, 8.6480872 50.0879646))",Frankfurt am Main,19,60528,Treburer Straße,,DE,,"[1352818157, 1352818012, 2170871603, 1352818005, 1352818143, 1352818157]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120718985,"POLYGON ((8.6476773 50.0877359, 8.6477177 50.0875874, 8.6476338 50.087578, 8.6475631 50.0875701, 8.6475227 50.0877185, 8.6475788 50.0877248, 8.6476773 50.0877359))",Frankfurt am Main,18,60528,Treburer Straße,,DE,,"[1352818000, 1352817958, 1352817952, 1352817949, 1352817991, 1352817992, 1352818000]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120719054,"POLYGON ((8.647796 50.0875018, 8.6478218 50.0874071, 8.6476582 50.0873888, 8.6476324 50.0874835, 8.6476587 50.0874865, 8.647796 50.0875018))",Frankfurt am Main,22,60528,Treburer Straße,,DE,,"[1352817934, 1352817915, 1352817908, 1352817928, 1352817930, 1352817934]",residential,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120719108,"POLYGON ((8.6520541 50.0896024, 8.6520394 50.0895775, 8.6520707 50.0895699, 8.6520412 50.0895202, 8.6520099 50.0895278, 8.6519949 50.0895026, 8.651877 50.0895313, 8.6519007 50.0895713, 8.6518642 50.0895802, 8.6518768 50.0896014, 8.6519133 50.0895925, 8.6519362 50.0896312, 8.6520541 50.0896024))",Frankfurt am Main,72,60528,Deutschordenstraße,,DE,,"[1352819076, 2864496380, 2864496379, 2864496375, 2864496376, 1352819024, 1352819036, 1352819058, 1352819061, 1352819075, 1352819072, 1352819085, 1352819076]",residential,2,mansard,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120719126,"POLYGON ((8.6471324 50.0885997, 8.6468738 50.0886038, 8.6468772 50.0886918, 8.6469242 50.0886911, 8.6469259 50.0887367, 8.6470324 50.088735, 8.6471376 50.0887333, 8.6471324 50.0885997))",Frankfurt am Main,12,60528,Kelsterbacher Straße,,,,"[1352818501, 1352818508, 1352818571, 1352818568, 1352818609, 2170835117, 1352818767, 1352818501]",residential,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121732495,"POLYGON ((8.6468668 50.0784333, 8.647093 50.0780964, 8.6468873 50.0780395, 8.6467142 50.0782972, 8.6466611 50.0783764, 8.6468668 50.0784333))",Frankfurt am Main,76,60528,Waldstraße,,DE,,"[1361809827, 1361809686, 1361809633, 1731644386, 1361809786, 1361809827]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121851018,"POLYGON ((8.6488826 50.0804723, 8.6489333 50.0805148, 8.6488376 50.0805618, 8.6488778 50.0805955, 8.6490664 50.0805028, 8.6489756 50.0804267, 8.6488826 50.0804723))",Frankfurt am Main,6,60528,Gundhofstraße,,DE,,"[1363039450, 1363039457, 1363039466, 1363039470, 1363039455, 1363039445, 1363039450]",residential,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121851027,"POLYGON ((8.6488778 50.0805955, 8.648924 50.0806342, 8.6490044 50.0805946, 8.6490431 50.080627, 8.6491512 50.0805738, 8.6490664 50.0805028, 8.6488778 50.0805955))",Frankfurt am Main,4,60528,Gundhofstraße,,DE,,"[1363039470, 1363039480, 1363039471, 1363039476, 1363039467, 1363039455, 1363039470]",residential,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121851040,"POLYGON ((8.6486478 50.0803057, 8.6487064 50.0803548, 8.6486722 50.0803716, 8.6486441 50.080348, 8.6485402 50.080399, 8.648577 50.0804299, 8.6486269 50.0804053, 8.6486696 50.0804411, 8.6488733 50.080341, 8.6487634 50.0802489, 8.6486478 50.0803057))",Frankfurt am Main,10,60528,Gundhofstraße,,DE,,"[1363039422, 1363039433, 2891766263, 2891766262, 1363039438, 2891766265, 2891766264, 1363039444, 1363039429, 1363039414, 1363039422]",residential,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122809753,"POLYGON ((8.6397661 50.178528, 8.6395864 50.1784421, 8.6394791 50.1785366, 8.6396615 50.1786224, 8.6397661 50.178528))",Frankfurt am Main,14,60438,Margarete-Steiff-Straße,,,,"[665902131, 1371253567, 1371253613, 665902132, 665902131]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122809870,"POLYGON ((8.6397186 50.1800964, 8.6396583 50.1801461, 8.6397693 50.1801994, 8.6398296 50.1801497, 8.6397186 50.1800964))",Frankfurt am Main,19,60438,Helene-Lange-Straße,,,,"[665902375, 1371254288, 1371254309, 665902376, 665902375]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122809909,"POLYGON ((8.6396583 50.1801461, 8.639598 50.1801957, 8.639709 50.180249, 8.6397693 50.1801994, 8.6396583 50.1801461))",Frankfurt am Main,21,60438,Helene-Lange-Straße,,,,"[1371254288, 1371254297, 1371254327, 1371254309, 1371254288]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122809942,"POLYGON ((8.639598 50.1801957, 8.6395377 50.1802454, 8.6396487 50.1802987, 8.639709 50.180249, 8.639598 50.1801957))",Frankfurt am Main,23,60438,Helene-Lange-Straße,,,,"[1371254297, 1371254321, 1371254338, 1371254327, 1371254297]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122809968,"POLYGON ((8.6395377 50.1802454, 8.6394774 50.180295, 8.6395884 50.1803483, 8.6396487 50.1802987, 8.6395377 50.1802454))",Frankfurt am Main,25,60438,Helene-Lange-Straße,,,,"[1371254321, 665902378, 665902377, 1371254338, 1371254321]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122809997,"POLYGON ((8.6400045 50.1802368, 8.6399442 50.1802865, 8.6400551 50.1803398, 8.6401154 50.1802901, 8.6400045 50.1802368))",Frankfurt am Main,27,60438,Helene-Lange-Straße,,,,"[665902379, 1371254337, 1371254342, 665902408, 665902379]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810017,"POLYGON ((8.6399442 50.1802865, 8.6398839 50.1803361, 8.6399948 50.1803894, 8.6400551 50.1803398, 8.6399442 50.1802865))",Frankfurt am Main,29,60438,Helene-Lange-Straße,,,,"[1371254337, 1371254341, 1371254349, 1371254342, 1371254337]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810054,"POLYGON ((8.6398839 50.1803361, 8.6398235 50.1803858, 8.6399345 50.1804391, 8.6399948 50.1803894, 8.6398839 50.1803361))",Frankfurt am Main,31,60438,Helene-Lange-Straße,,,,"[1371254341, 1371254347, 1371254357, 1371254349, 1371254341]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810069,"POLYGON ((8.6398235 50.1803858, 8.6397632 50.1804354, 8.6398742 50.1804887, 8.6399345 50.1804391, 8.6398235 50.1803858))",Frankfurt am Main,33,60438,Helene-Lange-Straße,,,,"[1371254347, 665902396, 665902395, 1371254357, 1371254347]",residential,2,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810445,"POLYGON ((8.6381945 50.1783219, 8.6380151 50.1784739, 8.6381668 50.1785454, 8.6383393 50.1783919, 8.6381945 50.1783219))",Frankfurt am Main,4,60438,Käthe-Kruse-Straße,,,,"[1371253485, 4908811995, 4908811994, 1371253530, 1371253485]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810447,"POLYGON ((8.6391225 50.1785642, 8.6389786 50.1784965, 8.6386578 50.1783454, 8.6385446 50.1782921, 8.6384086 50.1782281, 8.6383039 50.1783192, 8.6384348 50.1783808, 8.6385591 50.1784394, 8.6388745 50.1785879, 8.6390178 50.1786554, 8.6391225 50.1785642))",,,,,,,,"[1371253664, 2982764575, 2982764574, 2982764570, 1371253463, 1371253517, 2982764576, 2982764577, 2982764571, 1371253738, 1371253664]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810450,"POLYGON ((8.6380867 50.1787392, 8.6381861 50.1787846, 8.6382769 50.1787072, 8.6381791 50.1786613, 8.6380867 50.1787392))",Frankfurt am Main,6,60438,Käthe-Kruse-Straße,,,,"[1371253760, 4908811991, 4908811990, 1371253685, 1371253760]",residential,2,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122810452,"POLYGON ((8.6385704 50.1789671, 8.6387437 50.1788172, 8.6385912 50.1787442, 8.6384133 50.1788931, 8.6385704 50.1789671))",Frankfurt am Main,15,60438,Margarete-Steiff-Straße,,,,"[1371253869, 4908811993, 4908811992, 1371253836, 1371253869]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130661095,"POLYGON ((8.6934895 50.104335, 8.6933303 50.1043237, 8.6933464 50.1042263, 8.6935055 50.1042372, 8.6934895 50.104335))",Frankfurt am Main,18,60594,Willemerstraße,,DE,,"[1438388108, 388293597, 388293599, 1438388106, 1438388108]",residential,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130661096,"POLYGON ((8.6936637 50.1042485, 8.6938218 50.104259, 8.6938056 50.1043556, 8.6936462 50.1043448, 8.6936637 50.1042485))",Frankfurt am Main,20,60594,Willemerstraße,,DE,,"[1438388107, 388293602, 388293604, 1438388111, 1438388107]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132533174,"POLYGON ((8.6571111 50.1818869, 8.6571832 50.1818593, 8.6571244 50.1817962, 8.6570523 50.1818238, 8.6571111 50.1818869))",,,,,,,,"[1457724446, 1457724443, 1457724435, 1457724441, 1457724446]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135321587,"POLYGON ((8.6924046 50.1201809, 8.6925231 50.120229, 8.6926635 50.1200859, 8.6925448 50.1200374, 8.6924046 50.1201809))",Frankfurt am Main,53,60316,Baumweg,,,,"[1486241396, 1486241413, 1486241368, 1486241347, 1486241396]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135917761,"POLYGON ((8.6442096 50.1652209, 8.6441699 50.1651792, 8.6441428 50.1651898, 8.6440357 50.1650771, 8.6441764 50.1650222, 8.6443291 50.1651828, 8.6442096 50.1652209))",Frankfurt am Main,35,60439,Kupferhammer,,DE,,"[1491877908, 1491877880, 1491877893, 1491877833, 1491877807, 1491877890, 1491877908]",residential,4,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135917766,"POLYGON ((8.6440543 50.1653738, 8.6444038 50.1652618, 8.6443291 50.1651828, 8.6442096 50.1652209, 8.6440871 50.16526, 8.6440769 50.1652469, 8.643976 50.165279, 8.6440543 50.1653738))",Frankfurt am Main,37,60439,Kupferhammer,,DE,,"[1491877995, 1491877923, 1491877890, 1491877908, 1491877921, 1491877912, 1491877936, 1491877995]",residential,4,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135917770,"POLYGON ((8.6440543 50.1653738, 8.643976 50.165279, 8.6438722 50.1653121, 8.6438863 50.1653302, 8.6437814 50.1653637, 8.6436513 50.1654052, 8.6437203 50.165481, 8.6440543 50.1653738))",Frankfurt am Main,39,60439,Kupferhammer,,DE,,"[1491877995, 1491877936, 1491877945, 1491877959, 1491877990, 1491878014, 1491878055, 1491877995]",residential,4,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135917792,"POLYGON ((8.6437814 50.1653637, 8.6437554 50.1653364, 8.643771 50.1653303, 8.6436667 50.1652208, 8.6435274 50.1652752, 8.6436513 50.1654052, 8.6437814 50.1653637))",Frankfurt am Main,46,60439,Zeilweg,,DE,,"[1491877990, 1491877973, 1491877964, 1491877907, 1491877929, 1491878014, 1491877990]",residential,4,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136089524,"POLYGON ((8.7032957 50.2065738, 8.7032301 50.2065157, 8.7031038 50.2064864, 8.7029898 50.206506, 8.7029055 50.206569, 8.702896 50.206654, 8.7029513 50.2067158, 8.703059 50.2067524, 8.7031576 50.2067495, 8.703261 50.206706, 8.7033074 50.2066366, 8.7032957 50.2065738))",Frankfurt am Main,12,60437,Mecklenburger Straße,,,,"[1493354713, 1493354700, 1493354691, 1493354696, 1493354710, 1493354722, 1493354729, 1493354733, 1493354732, 1493354726, 1493354718, 1493354713]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137849933,"POLYGON ((8.6937814 50.0583975, 8.6936713 50.0583975, 8.6936717 50.0583283, 8.6936713 50.0583079, 8.6937411 50.0583079, 8.6937411 50.0583022, 8.6937815 50.0583022, 8.6937815 50.058308, 8.6938535 50.058308, 8.6938535 50.0583019, 8.6938916 50.0583019, 8.6938916 50.0583076, 8.693963 50.0583075, 8.6939631 50.058397, 8.6938142 50.058397, 8.6937814 50.0583975))",Neu-Isenburg,5,63263,Friedensallee,,DE,,"[1511708554, 1511708553, 1511708509, 1511708479, 1511708481, 1511708471, 1511708474, 1511708483, 1511708484, 1511708466, 1511708468, 1511708478, 1511708476, 1511708552, 1511708551, 1511708554]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137849934,"POLYGON ((8.6935263 50.0584167, 8.6934147 50.0584164, 8.6934153 50.0583312, 8.6934153 50.0583287, 8.6934855 50.0583289, 8.6934856 50.058324, 8.6935327 50.0583241, 8.6935327 50.058329, 8.6935602 50.0583291, 8.6935603 50.0583231, 8.693601 50.0583232, 8.6936009 50.0583281, 8.6936717 50.0583283, 8.6936713 50.0583975, 8.6936712 50.058418, 8.6935591 50.0584177, 8.6935263 50.0584167))",Neu-Isenburg,7,63263,Friedensallee,,DE,,"[1511708568, 1511708565, 1531124591, 1511708510, 1511708511, 1511708505, 1511708506, 1511708516, 1511708518, 1511708497, 1511708504, 1511708508, 1511708509, 1511708553, 1511708572, 1511708570, 1511708568]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138002564,"POLYGON ((8.6864864 50.1219163, 8.6864918 50.1218645, 8.6864185 50.121869, 8.6864154 50.1218483, 8.6864303 50.1218476, 8.6864275 50.1218201, 8.6864107 50.1218208, 8.6864056 50.1217918, 8.6862977 50.1217997, 8.686316 50.1219087, 8.6864864 50.1219163))",Frankfurt am Main,34,60318,Eckenheimer Landstraße,,,,"[1513108561, 9806145945, 1586374539, 9806145943, 9806145942, 9806145941, 9806145944, 1513108506, 1513108507, 1513108566, 1513108561]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138002567,"POLYGON ((8.686316 50.1219087, 8.6863331 50.1220141, 8.6865099 50.1220001, 8.6865279 50.1220005, 8.6865288 50.1219852, 8.6865076 50.1219843, 8.6864968 50.1219732, 8.6864864 50.1219163, 8.686316 50.1219087))",Frankfurt am Main,36,60318,Eckenheimer Landstraße,,,,"[1513108566, 1513108642, 9806145940, 1513108629, 9806145933, 9806145932, 9806145931, 1513108561, 1513108566]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138002618,"POLYGON ((8.6865279 50.1220005, 8.6867049 50.1220077, 8.6867153 50.122009, 8.6867211 50.1219559, 8.6865508 50.1219493, 8.686544 50.121949, 8.6865425 50.1219622, 8.6865314 50.1219617, 8.6865288 50.1219852, 8.6865279 50.1220005))",,,,,,,,"[1513108629, 1513108632, 1513108640, 1513108597, 9806145928, 9806145934, 9806145929, 9806145930, 9806145933, 1513108629]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139712385,"POLYGON ((8.6930141 50.0584173, 8.6929007 50.0584172, 8.6929009 50.058329, 8.6929733 50.0583291, 8.6929734 50.0583236, 8.6930205 50.0583237, 8.6930205 50.0583286, 8.693048 50.0583287, 8.6930481 50.0583227, 8.6930888 50.0583228, 8.6930887 50.0583278, 8.6931593 50.0583278, 8.6931593 50.0583316, 8.6931591 50.0584175, 8.6930469 50.0584174, 8.6930141 50.0584173))",Neu-Isenburg,11,63263,Friedensallee,,DE,,"[1531124626, 1531124625, 1531124581, 1531124582, 1531124566, 1531124567, 1531124583, 1531124587, 1531124563, 1531124564, 1531124576, 1531124577, 1531124593, 1531124628, 1531124627, 1531124626]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139712388,"POLYGON ((8.6932694 50.0584196, 8.6931588 50.0584193, 8.6931591 50.0584175, 8.6931593 50.0583316, 8.6932286 50.0583318, 8.6932287 50.0583269, 8.6932758 50.0583271, 8.6932758 50.058332, 8.6933033 50.058332, 8.6933034 50.058326, 8.6933441 50.0583261, 8.693344 50.058331, 8.6934153 50.0583312, 8.6934147 50.0584164, 8.6934147 50.0584209, 8.6933022 50.0584206, 8.6932694 50.0584196))",Neu-Isenburg,9,63263,Friedensallee,,DE,,"[1531124635, 1531124633, 1531124628, 1531124593, 1531124595, 1531124572, 1531124575, 1531124596, 1531124598, 1531124569, 1531124570, 1531124589, 1531124591, 1511708565, 1531124640, 1531124637, 1531124635]",residential,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
