element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,diet:kosher,name,phone,website,wheelchair,geometry,microbrewery,addr:country,addr:suburb,contact:email,contact:phone,contact:website,opening_hours,source,source:date,wheelchair:description,operator,smoking,toilets:wheelchair,email,fax,indoor_seating,outdoor_seating,website:menu,diet:vegan,diet:vegetarian,check_date:opening_hours,opening_hours:signed,old_name,diet:non-vegetarian,payment:cash,payment:ec,biergarten,contact:fax,gay,level,opening_hours:kitchen,payment:american_express,payment:girocard,payment:visa,reservation,toilets,toilets:access,takeaway,delivery,description,name:ko,capacity,fixme,name:de,old_name:it,removed:cuisine,strapline,internet_access,man_made,contact:mobile,check_date,payment:mastercard,alt_name,cafe,cuisine:crossover,note,contact:facebook,kids_area,rooms,tourism,smoking:outside,check_date:diet:vegetarian,payment:credit_cards,payment:debit_cards,diet:halal,dog,payment:cards,service:electricity,drink:club-mate,delivery:covid19,opening_hours:covid19,takeaway:covid19,bar,drive_through:covid19,brand,brand:wikidata,short_name,name:zh,access,brand:wikipedia,addr:housename,loc_name,payment:cheque,payment:cryptocurrencies,payment:electronic_purses,payment:wire_transfer,start_date,branch,brand:contact:facebook,brand:contact:website,brand:start_date,brand:strapline,breakfast,cocktails,drive_through,happy_hours,happy_hours:note,happy_hours:url,menu:url,opening_hours:note,opening_hours:url,website:reservation,contact:instagram,operator:type,mobile,air_conditioning,url,name:en,entrance,payment:coins,payment:maestro,cuisine:de,addr:floor,survey:date,building,diet:meat,internet,operator:wikidata,stars,payment:diners_club,payment:discover_card,payment:jcb,diet:lacto_vegetarian,check_date:currency:XBT,currency:XBT,diet:dairy_free,diet:lactose_free,payment:lightning,payment:lightning_contactless,payment:onchain,access:covid19,food,internet_access:fee,restaurant,drink:coffee,wikidata,diet:gluten_free,diet:pescetarian,kitchen_hours,source:note,changing_table,sustenance,payment:account_cards,internet_access:operator,opening_hours:breakfast,payment:v_pay,surveillance,brewery,diet:raw,payment:notes,payment:visa_debit,payment:visa_electron,shop,delivery:partner,payment:apple_pay,payment:google_pay,self_service,name:ja,wheelchair:description:en,ele,contact:foursquare,contact:pinterest,contact:tripadvisor,contact:twitter,contact:yelp,contact:youtube,diet:ayurvedic,layer,disused:name:en,description:access,description:access:en,ref:vatin,currency:EUR,currency:USD,diet:mediterranean,diet:nut_free,payment:contactless,description:en,operator:alt_name,name:ar,organic,note:de,lunch,contact:whatsapp,dinner,outdoor_seating:capacity,nodes,building:levels,roof:levels,roof:shape,diet:healthy,wheelchair:description:de,building:part,indoor,room,breakfast:brunch,weather_protection
node,639588434,,,,,restaurant,,,Plaza,,,yes,POINT (8.6743592 50.1108763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,650462407,Frankfurt am Main,207,60326,Mainzer Landstraße,restaurant,,,Damiro Westsite,,,,POINT (8.6491584 50.1042274),,DE,,,,,"Mo-Fr 11:30-15:30,18:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,660458860,,,,,restaurant,kebab,,Central Grill,+49 69 47892500,,no,POINT (8.6436067 50.1032001),,,,,+49 69 97319612,https://central-grill.net/,Mo-Su 08:00-24:00,,,,,no,,,,yes,yes,,,,2023-04-14,,,,,,,,,,,,,,,,,yes,yes,,,25,,,,,,,,,,,Central Tantuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frankfurt_centralgrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,660458870,Frankfurt am Main,52,60327,Hafenstraße,restaurant,african,,Restaurant Kilimandscharo,+49 69 90021991,http://www.kilimanjaro-frankfurt.de/,yes,POINT (8.6564289 50.1070626),,DE,,,,,"Mo-Th 11:00-13:30,17:00-24:00, Fr 11:00-13:30, Sa-Su 14:00-01:00, PH unknown",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,660458873,Frankfurt am Main,101,60329,Niddastraße,restaurant,chinese,,Hunan,,https://www.spezialitaetenrestauranthunan.de/,,POINT (8.6581515 50.1072598),,DE,,,,,"Su-Fr 11:30-14:30,17:30-22:30; Sa 17:30-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,661060606,,,,,restaurant,italian,,Vapiano,+49 69 40565758,https://www.vapiano.de/de/standorte/frankfurt-hanauer-landstr,yes,POINT (8.7157648 50.1124775),,,,,,,"Mo-Th 11:30-22:00, Fr-Sa 11:30-22:30, Su 12:00-22:00",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vapiano,Q506252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,663461873,,,,Schillerstraße,restaurant,burger,,Die Kuh die lacht,+49 69 27290171,https://www.diekuhdielacht.com/,limited,POINT (8.6789942 50.1160682),,,,,,,"Mo-Fr 12:00-21:00; Sa,Su 12:00-22:00",,,,,no,no,frankfurt@diekuhdielacht.com,+49 69 27290172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,663756296,Frankfurt am Main,26,65934,Spielmannstraße,restaurant,german,,Holzkopp,,,yes,POINT (8.5683703 50.1000466),,DE,Nied,name@email.de,+49 69 39047500,http://www.holzkopp-frankfurt.de/,Mo off; Tu-Su 17:00-01:00,http://www.holzkopp-frankfurt.de/,2017-07-17,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,Warme Küche 18:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,667880775,,,,,restaurant,thai,,Koh Samui,+49 69 292828,http://www.kohsamui24.net/,no,POINT (8.6863384 50.1160754),,,,,,,Mo-Sa 11:30-23:00,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676750378,Frankfurt am Main,27A,60385,Löwengasse,restaurant,italian,,Nummer 16,,,,POINT (8.7133008 50.1280034),,DE,,,+4969464591,,Mo-Sa 18:00-01:00; Su off,,,,,,,,,,,,,,2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676759735,,,,,restaurant,italian,,Portofino,,,limited,POINT (8.6896526 50.1217274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,677577534,Frankfurt am Main,152,60385,Berger Straße,restaurant,pizza,,Il Maestro,,,no,POINT (8.7041799 50.124199),,,,maestro59karim@gmail.com,+49 69 434073,http://www.pizzeria-il-maestro.de,"Mo off; Tu-Fr 11:30-22:00; Sa-Su,PH 12:00-22:00",,,,Abdelkarim Aaza,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,683278047,,,,,restaurant,italian,,Bellavista Ristorant & Pizzeria,,,,POINT (8.6914434 50.1253546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,683278121,,,,,restaurant,greek,,Megaron,,,limited,POINT (8.6910141 50.1280909),,,,info@megaron-frankfurt.de,+49 69 556335,http://www.megaron-frankfurt.de/,"PH,Mo-Su 18:00-24:00",,,,Christoforos Sideris,,,,,,,,yes,yes,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Griechisches-Restaurant-Megaron-Nordend/100652140001530,,,,,,,,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,686577754,Frankfurt am Main,9,60594,Walther-von-Cronberg-Platz,restaurant,italian,,Biancalani [Cucina],+496968977615,http://www.biancalani.de/,limited,POINT (8.6970349 50.1055793),,DE,,,,,,,,,,outside,,eat@biancalani.de,,,yes,,,,,,,,,,,,,,,,,,,,,no,,Private dining nach Vereinbarung,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,686577806,Frankfurt am Main,7,60594,Walther-von-Cronberg-Platz,restaurant,italian,,A Casa di Tomilaia,+49 69 68977625,https://www.acasadi.de/,limited,POINT (8.697299 50.1057941),,DE,,,,,Tu-Sa 17:00-01:00,,,,,outside,,restaurant@acasadi.de,,yes,yes,,,,,,,,,,,,,0,,,,,,,,no,no,Italienisches Weingut Restaurant.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,692952897,,,,,restaurant,german,,Restaurant Borussia,+49 69 651185,https://borussia-restaurant.de,limited,POINT (8.717145 50.1053116),,,,,,,"Mo-Fr 11:30-15:00,17:00-23:00, Sa 18:00+, PH,Su 11:00+",,,,,,,,,,,https://cdn.website.dish.co/media/2d/ca/5427377/Menu.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant Borussia im Rudererdorf,,,,https://www.facebook.com/Borussia-Restaurant-im-Rudererdorf-207839975902181/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,692957110,Frankfurt am Main,32,,Mainwasenweg,restaurant,indian,,Main Curry House,+49 69 26487837,https://maincurryhouse.de/,yes,POINT (8.7167588 50.1051602),,DE,,,,,"Tu-Su 11:00-14:30,17:00-23:00",,,,,,,info@maincurryhouse.de,,,yes,,,,,,,,,,,,,,,,,,,yes,customers,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 157 7859 5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,692964037,,,,,restaurant,,,Achter,+49 69 69769295,https://restaurant-achter.de,yes,POINT (8.7161816 50.1052151),,,,,,,"Tu-Fr 17:00-22:00; Sa,Su 12:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurant Frankfurter Ruder Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,700728170,,,,,restaurant,asian;sushi;vietnamese,,Nana,,,no,POINT (8.6821314 50.1004282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,700728172,,,,,restaurant,,,Bon 78,,,no,POINT (8.6814395 50.1006226),,,,,,,,,,,,,,,,,,,,,,,schweizer's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,700728709,Frankfurt am Main,74,60594,Textorstraße,restaurant,,,Good Fellas,,,yes,POINT (8.6825784 50.1003108),,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,700741339,,,,,restaurant,,,so:lt,+49 69 615075,https://solt-frankfurt.de,no,POINT (8.6812911 50.1008015),,,,,,,,,,,Salt n Soul GmbH,,,,,,,,,,,,Trattoria Casa Mia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,701165110,,,,,restaurant,italian,,Cron,+49 69 24009933,http://www.cron-am-hafen.de,yes,POINT (8.6595115 50.0995243),,,,,,,"Su-Fr 11:30-23:00, Sa,Su 10:30-23:00",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,727458673,,,,,restaurant,italian,,Pizzeria Salvatore,,,no,POINT (8.6904573 50.1566549),,,,,,,Th-Tu 11:00-23:00,,,,,,,,,,,,,,2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,741650425,,,,,restaurant,regional,,Haus Wertheym,+49 69 281432,http://www.haus-wertheym.de/,no,POINT (8.6819311 50.1095279),,,,,,,11:00-23:00,,,,,,,,,,,http://www.haus-wertheym.de/speisekarte.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,751805861,,,,,restaurant,chinese,,Maxim Küche,,,,POINT (8.7084411 50.1316835),,,,,+49 69 90233671,,"Tu-Fr 11:00-22:00; Sa,Su,PH 12:00-22:00; Mo off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,766698702,,21,60437,Heldenbergener Straße,restaurant,ice_cream,,Eiscafé Lido,,,yes,POINT (8.6657751 50.1853604),,,,,,,"Mo-Sa 09:00-22:00, Su 09:00-22:00",local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,766706371,,,,,restaurant,,,Casablanca,,,,POINT (8.6451046 50.1198867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,768540789,,,,,restaurant,pizza;kebab,,Pizzeria da Arturo,,,no,POINT (8.6653361 50.1856891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,768540798,,,,,restaurant,,,Gasthaus Zum Einhorn,+49 69 501328,http://www.gasthaus-zum-einhorn.de/,no,POINT (8.66417 50.1808083),,,,,,,"We,Th 18:00-22:00; Fr 11:30-14:00,18:00-22:00; Sa 17:00-22:00; Su 11:30-14:00,17:00-22:00; Mo,Tu off",,,,Willi Kehr,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,768540811,,,,,restaurant,german,,Gasthaus Bonames,,,,POINT (8.6653094 50.1852024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,768540812,,,,,restaurant,german,,Bonameser Stübchen,,,no,POINT (8.6647989 50.1855634),,,,,,,"Mo-Sa 11:00-18:00+, Su 15:00-24:00",,,,,,,,,,,,,,2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,771351545,Frankfurt am Main,785,60437,Homburger Landstraße,restaurant,burger,,Burger AG,+49 69 57809911,http://www.burgerag.de/,yes,POINT (8.6664062 50.1906518),,,,,,,Mo-Fr 12:00-23:00; Sa 17:00-23:00; Su 12:00-23:00,,,,Burger AG GbR,,,info@burgerag.de,,,yes,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,784581223,Frankfurt am Main,120,65933,Waldschulstraße,restaurant,kebab,,Food'o'Clock,,,,POINT (8.6024866 50.1045253),,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,797404727,Frankfurt am Main,7,60489,Friedel-Schomann-Weg,restaurant,greek,,Rödelheimer Parkterrasse,+49 69 79757957,http://roedelheimerparkterrasse.npage.de/,yes,POINT (8.6153335 50.1258954),,DE,,,,,Mo-Fr 15:00-23:00; Sa-Su 11:30-23:00,,,,Rödelheimer Vereinsring,,,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,,,Parkterrasse im Rödelheimer Vereinsring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,797833487,,,,,restaurant,,,Ortlieb's Scheune,,,no,POINT (8.6659595 50.1485611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,803016467,,,,,restaurant,indian,,Bombay Palace,+49 69 626310;+49 69 613294,http://www.bombaypalace.de/,no,POINT (8.69006 50.103668),,,,,,,"Mo-Fr 18:00-23:00; Sa,Su 18:00-23:00; PH 18:00-23:00",,,,,no,no,info@bombaypalace.de,+49 69 6031289,yes,no,https://bombaypalace.de/menue/,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,803018214,,,,,restaurant,international,,Mainova Kantine,,,,POINT (8.6888947 50.1117427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,807697874,,,,,restaurant,seafood,,Melilla,,,,POINT (8.6640107 50.1041437),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,843510962,Frankfurt am Main,8,60325,Zimmerweg,restaurant,italian,,Cantina Divino,+49 69 71402644,https://www.cantina-divino.com/,no,POINT (8.6659004 50.1124397),,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,861349930,,,,,restaurant,german,,Zur Traube,,,limited,POINT (8.7550168 50.1493804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
