element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wikidata,toilets:wheelchair,addr:country,email,fax,phone,service_times,website,wikipedia,alt_name,entrance,name:en,operator,short_name,description,source,note,url,name:bs,building,contact:facebook,name:ru,tourism,level,nodes,alt_name:en,building:levels,building:material,historic,name:fr,name:zh,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,wikimedia_commons,architect,architect:wikidata,building:architecture,layer,start_date,name:ko,heritage,heritage:operator,old_name,contact:website,source:addr,wheelchair:description,image,opening_hours,diocese,roof:shape,architect:wikipedia,addr:housename,year_of_construction,building:colour,building:part,roof:colour,roof:levels,building:use,heritage:ref,heritage:website,contact:email,long_name,height,source:height,roof:height,ways,type,addr:street:en,alt_name:ur,name:ur
way,29466696,place_of_worship,,Christuskirche,christian,,"POLYGON ((8.6555846 50.1179359, 8.655591 50.1179685, 8.6555747 50.1179803, 8.6555358 50.1179909, 8.6555176 50.1180121, 8.6555215 50.118036, 8.6555488 50.118055, 8.6555876 50.1180586, 8.6556085 50.1180575, 8.6556093 50.118069, 8.6556028 50.1180735, 8.6555983 50.1180788, 8.6555959 50.1180837, 8.6555964 50.1180908, 8.6555989 50.1180969, 8.6556063 50.1181032, 8.6556156 50.1181075, 8.6556246 50.11811, 8.655636 50.1181102, 8.6556467 50.1181086, 8.655655 50.1181054, 8.6556606 50.1181018, 8.6556653 50.1180973, 8.6556841 50.118096, 8.6556853 50.1181023, 8.6556922 50.1181018, 8.6556933 50.1181096, 8.6557042 50.118109, 8.6557032 50.1181011, 8.6557753 50.1180959, 8.6557767 50.1181032, 8.6557872 50.1181027, 8.6557859 50.1180952, 8.6558577 50.1180901, 8.6558591 50.1180974, 8.6558719 50.1180965, 8.6558706 50.1180891, 8.655942 50.118084, 8.6559875 50.1181121, 8.6559906 50.1181239, 8.6560031 50.1181226, 8.6560009 50.1181104, 8.656037 50.1180772, 8.6560558 50.1180762, 8.6560549 50.1180655, 8.6560414 50.1180661, 8.656038 50.1180349, 8.6560554 50.1180335, 8.6560546 50.1180258, 8.6560368 50.1180269, 8.6560231 50.1179485, 8.6560393 50.1179474, 8.6560386 50.1179397, 8.6560214 50.1179407, 8.6560193 50.117931, 8.6560357 50.117918, 8.6560544 50.1179021, 8.6560767 50.1179008, 8.6560761 50.1178921, 8.6560553 50.1178932, 8.6560092 50.1178699, 8.656007 50.117856, 8.6559932 50.117857, 8.6559955 50.1178707, 8.6559762 50.117886, 8.6559596 50.1179004, 8.6559386 50.1179014, 8.6559389 50.117904, 8.6559209 50.1179053, 8.65592 50.1178977, 8.6559086 50.1178984, 8.6559091 50.1179062, 8.655837 50.1179115, 8.6558363 50.1179045, 8.655826 50.1179049, 8.6558265 50.1179123, 8.6557541 50.1179176, 8.655753 50.1179098, 8.6557415 50.1179108, 8.6557425 50.1179184, 8.655671 50.1179236, 8.6556697 50.1179164, 8.6556581 50.1179173, 8.6556588 50.1179245, 8.6556529 50.117925, 8.6556536 50.1179318, 8.6555846 50.1179359))",Frankfurt am Main,,,Beethovenplatz,Q15794402,,,,,,,,de:Christuskirche (Frankfurt-Westend),,,,,,,,,,,church,,,,,"[324749650, 324749658, 2753989133, 324749661, 2753989136, 2753989168, 324749663, 2753989170, 324749660, 324749654, 9484910213, 9484910212, 9484910211, 9484910210, 2753989183, 9484910209, 9484910208, 9484910207, 9484910206, 9484910205, 9484910204, 2753989179, 2753989177, 9484910181, 9484910182, 9484910162, 9484910152, 9484910151, 9484910161, 9484910160, 9484910156, 9484910155, 9484910159, 9484910158, 9484910154, 9484910153, 9484910157, 2753989172, 9484910188, 9484910187, 9484910186, 2753989181, 9484910185, 9484910183, 9484910184, 324749656, 9484910195, 9484910194, 9484910193, 9484910196, 9484910192, 9484910190, 9484910189, 9484910191, 2753989131, 7341370842, 2753989125, 9484910199, 9484910198, 9484910203, 9484910202, 9484910200, 9484910201, 324749652, 7341370843, 7341370841, 9484910197, 2753989128, 9484910171, 9484910169, 9484910170, 9484910172, 9484910173, 9484910167, 9484910168, 9484910174, 9484910175, 9484910165, 9484910166, 9484910176, 9484910177, 9484910163, 9484910164, 9484910178, 9484910180, 9484910179, 324749650]",,,,,,,,,,,Category:Christuskirche (Frankfurt-Westend),Aage von Kauffmann,,,,1883,,4,LfDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29496362,place_of_worship,new_apostolic,Neuapostolische Kirche,christian,yes,"POLYGON ((8.6495153 50.1237862, 8.649345 50.1238839, 8.6495869 50.1240572, 8.6497572 50.1239595, 8.6495153 50.1237862))",Frankfurt am Main,50,60487,Sophienstraße,,,DE,,,,,,,,,,,,,,,,,church,,,,,"[325142702, 325142708, 325142710, 325142705, 325142702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29497578,place_of_worship,catholic,Elisabethenkirche,christian,limited,"POLYGON ((8.6431888 50.1204057, 8.6431867 50.1204169, 8.643229 50.1204445, 8.6432169 50.1204521, 8.6432041 50.1204437, 8.6431899 50.1204527, 8.6432034 50.1204615, 8.6431966 50.1204657, 8.6432008 50.1204685, 8.6431923 50.1204739, 8.6432404 50.1205052, 8.6432466 50.1205014, 8.6432532 50.1205057, 8.6432602 50.1205013, 8.6432726 50.1205094, 8.6432879 50.1204998, 8.6432751 50.1204914, 8.6432846 50.1204854, 8.6432976 50.1204939, 8.6433021 50.1204958, 8.6433073 50.1204959, 8.6433134 50.1204945, 8.6433177 50.1204915, 8.6433192 50.1204879, 8.6433187 50.1204847, 8.6433163 50.1204819, 8.6433282 50.1204746, 8.6433642 50.1204981, 8.6433636 50.120514, 8.6433817 50.1205141, 8.6433829 50.1204996, 8.6434253 50.1204728, 8.6434447 50.1204854, 8.6434595 50.1204761, 8.6434406 50.1204638, 8.6434807 50.1204385, 8.6434996 50.1204508, 8.6435129 50.1204424, 8.6434945 50.1204304, 8.6435319 50.1204068, 8.6435505 50.1204189, 8.6436167 50.1203771, 8.6435995 50.1203659, 8.6436425 50.1203388, 8.6436606 50.1203506, 8.6437601 50.1202878, 8.6436963 50.1202463, 8.6437063 50.12024, 8.6436952 50.1202327, 8.6436851 50.1202391, 8.6436303 50.1202034, 8.6436403 50.1201971, 8.6436284 50.1201894, 8.6436174 50.1201963, 8.6436066 50.1201893, 8.6435981 50.1201947, 8.6435584 50.1201688, 8.6434808 50.1202178, 8.6434714 50.1202117, 8.6434575 50.1202205, 8.6434665 50.1202263, 8.643423 50.1202538, 8.6434037 50.1202412, 8.6433923 50.1202484, 8.6434107 50.1202604, 8.6433722 50.1202847, 8.6433526 50.120272, 8.6433401 50.1202799, 8.6433599 50.1202928, 8.6433238 50.1203156, 8.6433034 50.1203023, 8.6432354 50.1203453, 8.643255 50.120358, 8.6432151 50.1203832, 8.6431899 50.1203825, 8.6431884 50.120393, 8.6432077 50.1203939, 8.6431888 50.1204057))",,5,,Elisabethenplatz,,,,,,,,,,,,,,,,,,,,church,,,,,"[325153590, 9484910259, 325153615, 9484910263, 9484910260, 9484910261, 9484910262, 9484910265, 9484910264, 325153634, 325153640, 9484910266, 9484910267, 9484910268, 9484910269, 9484910270, 9484910271, 9484910272, 9484910273, 9484910220, 9484910218, 9484910217, 9484910216, 9484910215, 9484910219, 9484910274, 325153620, 325153605, 9484910275, 9484910221, 9484910276, 9484910226, 9484910225, 9484910224, 9484910227, 9484910228, 9484910223, 9484910222, 9484910229, 9484910282, 9484910277, 9484910280, 9484910279, 9484910278, 9484910281, 325153610, 9484910238, 9484910235, 9484910236, 9484910237, 9484910233, 9484910230, 9484910231, 9484910232, 9484910234, 9484910239, 325153593, 9484910247, 9484910240, 9484910241, 9484910242, 9484910246, 9484910243, 9484910244, 9484910245, 9484910258, 9484910254, 9484910255, 9484910256, 9484910257, 9484910251, 9484910252, 9484910253, 9484910249, 9484910214, 9484910248, 9484910250, 325153590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29594124,place_of_worship,protestant,Zentrum Verkündigung der EKHN,christian,,"POLYGON ((8.646508 50.1236791, 8.6464214 50.1237264, 8.6463965 50.1237118, 8.6461478 50.123846, 8.6461802 50.1238681, 8.6461384 50.1238933, 8.6462724 50.1239878, 8.646351 50.1240433, 8.6461828 50.1241454, 8.6462726 50.1242073, 8.6464967 50.1240741, 8.6464814 50.1240636, 8.646518 50.1240439, 8.6465271 50.1240489, 8.6465375 50.124053, 8.6465512 50.1240556, 8.6465648 50.1240554, 8.6465756 50.1240532, 8.6465859 50.1240498, 8.6465945 50.1240446, 8.646602 50.1240387, 8.6466075 50.1240318, 8.646612 50.1240229, 8.6466139 50.1240147, 8.6466093 50.124005, 8.6466029 50.1239989, 8.6466305 50.1239809, 8.6466406 50.1239884, 8.6468065 50.1238892, 8.6467137 50.1238279, 8.646598 50.1238954, 8.6464654 50.1238016, 8.6465871 50.123731, 8.646508 50.1236791))",Frankfurt am Main,14,60487,Markgrafenstraße,,,DE,,,,,https://www.zentrum-verkuendigung.de/,,,,,,,,,Ehemalige ev. Kirche,,,church,,,,,"[326013677, 3317625275, 3317625274, 326013685, 2517672648, 2517672659, 3317625281, 1726358267, 326013753, 3317625290, 326013694, 3317625287, 3317625284, 3342291587, 3342291588, 3317625286, 3342291590, 3342291589, 3317625285, 3342291586, 3342291585, 3342291584, 3317625283, 3342291583, 3342291582, 3342291581, 326013719, 3317625282, 3317625278, 3317625277, 3317625279, 326013727, 2517672643, 326013677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30113203,place_of_worship,protestant,Emmauskirche,christian,,"POLYGON ((8.6539606 50.1593259, 8.6538566 50.1594099, 8.6540109 50.1594842, 8.6540249 50.1594717, 8.6540786 50.1594956, 8.6541268 50.1594951, 8.6541586 50.1594712, 8.6541512 50.1594404, 8.6540977 50.1594135, 8.6541177 50.1594012, 8.6539606 50.1593259))",,,,,Q1338511,,,,,,,,de:Emmauskirche (Frankfurt am Main),,,,,,,,,,,church,,,,,"[36155636, 331837890, 331837892, 8266469781, 8266469780, 8266469779, 8266469778, 331837888, 8266469776, 8266469777, 36155636]",,,,,,,,,,,,,,,,,,,,,https://emmausgemeinde-frankfurt.ekhn.de/startseite.html,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30137444,place_of_worship,protestant,Kreuzkirche,christian,,"POLYGON ((8.6884418 50.1559859, 8.6884942 50.1559082, 8.6884671 50.1559, 8.6884994 50.1558497, 8.6884234 50.1558276, 8.688401 50.1558615, 8.688307 50.155835, 8.6883152 50.1558235, 8.6882532 50.1558056, 8.6882361 50.1558299, 8.688228 50.1558273, 8.6881706 50.155919, 8.6884418 50.1559859))",Frankfurt am Main,25,60435,Weinstraße,,,,,,,,,,,,,,,,,,,,church,,,,,"[332095983, 332095985, 332095992, 332095998, 332095995, 332095990, 9477313965, 9477313964, 9477313962, 9477313963, 332095988, 332095984, 332095983]",,,,,,,,,,,,,,,,,,,,,,Hauskoordinaten Stadt Frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,
way,30417504,place_of_worship,protestant,Festeburggemeinde,christian,,"POLYGON ((8.697354 50.1475249, 8.697433 50.1476957, 8.6978596 50.1476146, 8.6978474 50.1475883, 8.6978005 50.1474868, 8.6977927 50.1474702, 8.6977807 50.1474441, 8.697354 50.1475249))",Frankfurt am Main,58,60435,An der Wolfsweide,Q1380176,,DE,,,,,,de:Festeburgkirche,Festeburgkirche,,,,,,,,,,church,,,,,"[335686835, 335686837, 335686838, 6537126648, 6537126645, 6537148117, 335686836, 335686835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30418613,place_of_worship,catholic,Sankt Christophorus Kirche,christian,limited,"POLYGON ((8.694327 50.148173, 8.6943577 50.1481101, 8.6943702 50.1480406, 8.6943635 50.1479825, 8.6942376 50.1479798, 8.6941175 50.1479768, 8.6939746 50.1479839, 8.6939272 50.147928, 8.6938685 50.1479358, 8.6938526 50.1480095, 8.6937994 50.1480196, 8.693742 50.1480315, 8.6937985 50.1480668, 8.6938467 50.1480927, 8.6938419 50.1481563, 8.6938949 50.148168, 8.6939636 50.1481212, 8.6940656 50.1481453, 8.6941741 50.1481595, 8.694327 50.148173))",Frankfurt am Main,42,60435,An den Drei Steinen,,,,,,,,,,,,,,,,,,,,church,,,,,"[335697825, 335697827, 335697829, 335697830, 335697832, 335697834, 335697846, 335697845, 335697844, 335697843, 335697837, 335697838, 335697839, 335697850, 335697849, 335697848, 335697847, 335697841, 335697842, 335697825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30748123,place_of_worship,orthodox,Griechisch-orthodoxe Kirche Prophet Elias,christian,yes,"POLYGON ((8.6380743 50.1184829, 8.6378345 50.1184677, 8.6378385 50.1184413, 8.6377663 50.1184368, 8.6377745 50.1183831, 8.6378467 50.1183876, 8.63785 50.1183654, 8.6380919 50.1183808, 8.6380991 50.1183386, 8.6381701 50.1183427, 8.6381627 50.1183852, 8.6382071 50.1183881, 8.6381916 50.1184904, 8.6381451 50.1184875, 8.6381378 50.1185312, 8.6380669 50.1185272, 8.6380743 50.1184829))",Frankfurt am Main,1,60486,Solmsstraße,,,DE,,,,,http://www.prophet-elias.de,,Profitis Ilias,,,,,,,,,,church,,,,,"[669039511, 340056707, 3244874011, 3244874010, 3244874001, 961685739, 669039503, 669039509, 669039507, 669039596, 669039597, 669039593, 340056711, 669039598, 669039595, 669039505, 669039511]",,,,,,,,,,,,,,,,,,,,,,,Rollstuhl Rampe am Seiteneingang,,,,,,,,,,,,,,,,,,,,,,,,
way,30951904,place_of_worship,catholic,Sankt Matthias Kirche,christian,,"POLYGON ((8.6200207 50.1638655, 8.6200195 50.1640025, 8.6203575 50.1640037, 8.620357 50.1640605, 8.6205312 50.1640611, 8.6205329 50.1638674, 8.6204168 50.1638669, 8.6203334 50.1638667, 8.6200207 50.1638655))",Frankfurt am Main,2-4,60439,Thomas-Mann-Straße,,,DE,,,,,,,,,,,,,,,,,church,,,,,"[344142151, 344142153, 344142154, 344142155, 344142156, 344142152, 10704240669, 10704240670, 344142151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31580386,place_of_worship,protestant,Gustav-Adolf-Kirche,christian,limited,"POLYGON ((8.6190242 50.1678259, 8.6190452 50.1678303, 8.6190508 50.1678199, 8.6190995 50.1678292, 8.6190981 50.1678323, 8.6192173 50.1678553, 8.6192441 50.1678605, 8.6192666 50.1678866, 8.6192526 50.1679156, 8.6192143 50.1679292, 8.6191893 50.1679821, 8.6191146 50.1680074, 8.6191102 50.1680064, 8.6190852 50.1680311, 8.6190421 50.168022, 8.6190426 50.1679936, 8.6190363 50.1679924, 8.6189973 50.1679451, 8.6190228 50.1678909, 8.6189997 50.1678652, 8.6190207 50.1678575, 8.619014 50.1678496, 8.6190242 50.1678259))",Frankfurt am Main,30,60439,Alt-Niederursel,Q11722095,,,,,,,,,,,,,,,,,,,church,,,,,"[353375621, 9477313954, 9477313953, 9477313952, 9477313955, 9770260789, 353375623, 353375626, 353375628, 353375632, 353375634, 9477313961, 353375637, 9477313958, 9477313959, 9477313960, 353375639, 353375642, 353375644, 353375646, 9477313957, 9477313956, 353375621]",,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Gustav-Adolf-Kirche_Niederursel.JPG,,,,,,,,,,,,,,,,,,,,,,,
way,32792784,place_of_worship,protestant,Bethanienkirche,christian,,"POLYGON ((8.6735895 50.1679322, 8.6736212 50.1678293, 8.6739027 50.1678648, 8.6739063 50.1678533, 8.6739526 50.1678592, 8.6739414 50.1678957, 8.6739051 50.1678911, 8.6738811 50.167969, 8.6737884 50.1679573, 8.6737071 50.167947, 8.6735895 50.1679322))",,88d,,Wickenweg,Q15107542,,,,,,,,,,,,,,,,,,,yes,,,,,"[369534681, 369534686, 2430092624, 2430092619, 369534691, 2430092630, 2430092628, 369534752, 2430092643, 2430092640, 369534681]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32884827,place_of_worship,catholic,St. Peter und Paul,christian,,"POLYGON ((8.64767 50.1578904, 8.6476329 50.1579054, 8.6476238 50.1579038, 8.6476211 50.15791, 8.6476322 50.1579123, 8.6475977 50.1579261, 8.647618 50.1579457, 8.6475426 50.1579751, 8.6475437 50.1579766, 8.647519 50.1579858, 8.6475319 50.1580001, 8.6475072 50.1580096, 8.6474965 50.158008, 8.647493 50.1580153, 8.6475047 50.158017, 8.6475391 50.158054, 8.6475375 50.1580611, 8.6475483 50.1580622, 8.6475497 50.1580561, 8.6476002 50.1580363, 8.6476135 50.1580515, 8.6476896 50.1580223, 8.6477087 50.1580427, 8.6477418 50.1580295, 8.6477429 50.1580314, 8.6477416 50.1580378, 8.6477499 50.1580382, 8.6477512 50.1580324, 8.64779 50.1580177, 8.6478129 50.1580433, 8.6479244 50.1579996, 8.6479006 50.1579748, 8.6479388 50.15796, 8.6479482 50.1579613, 8.6479497 50.1579559, 8.6479413 50.1579547, 8.6479191 50.1579305, 8.6479645 50.1579119, 8.6479727 50.1579156, 8.6479781 50.1579107, 8.6479708 50.1579072, 8.6479813 50.15788, 8.6479904 50.1578789, 8.6479889 50.1578727, 8.6479795 50.1578739, 8.6479581 50.1578496, 8.6479631 50.157845, 8.6479553 50.1578414, 8.6479498 50.1578457, 8.6479068 50.1578398, 8.6479046 50.1578327, 8.6478988 50.1578264, 8.6479019 50.1578251, 8.6478782 50.1577997, 8.6478753 50.1578008, 8.6478687 50.1577935, 8.6478051 50.1578193, 8.6478073 50.1578218, 8.6477705 50.1578356, 8.6477586 50.157823, 8.6476466 50.1578662, 8.64767 50.1578904))",Frankfurt am Main,16c,60439,Oranienstraße,Q27478652,,,,,,,,,,,,,,,,,,,yes,,,,,"[370386496, 370386503, 9477314119, 9477314120, 3199087275, 3199087277, 370386511, 9477314118, 9477314117, 370386480, 9477314116, 9477314115, 9477314113, 9477314112, 9477314114, 9477314111, 9477314110, 9477314109, 370386488, 370386520, 9477314102, 370386507, 9477314103, 9477314106, 9477314107, 9477314105, 9477314104, 9477314108, 3199087285, 3199087286, 370386501, 3199087283, 3199087281, 9477314133, 9477314132, 9477314134, 370386517, 370386493, 9477314101, 9477314100, 9477314131, 9477314130, 9477314099, 9477314098, 9477314129, 3199087273, 9477314096, 9477314097, 9477314128, 3199087265, 9477314127, 9477314126, 9477314125, 9477314124, 370386485, 9477314123, 9477314122, 9477314121, 30168242, 3199087261, 3199087266, 370386496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32929861,place_of_worship,protestant,Thomaskirche,christian,yes,"POLYGON ((8.6471359 50.1596177, 8.6471259 50.159606, 8.647101 50.1596151, 8.6471086 50.1596235, 8.6470979 50.1596277, 8.6470899 50.1596193, 8.6470866 50.1596206, 8.6470701 50.1596042, 8.6470213 50.1596222, 8.6470148 50.1596358, 8.6469965 50.1596323, 8.6470035 50.159618, 8.646989 50.1595988, 8.6469737 50.159579, 8.646949 50.1595745, 8.6469545 50.1595628, 8.6469739 50.1595667, 8.6470221 50.159549, 8.6470088 50.1595334, 8.6470161 50.1595312, 8.647006 50.1595206, 8.6470192 50.1595153, 8.6470286 50.1595263, 8.6470771 50.1595088, 8.6470544 50.1594818, 8.6470472 50.15948, 8.6470539 50.1594699, 8.6470677 50.1594731, 8.6471156 50.1594562, 8.6471094 50.1594493, 8.6471252 50.1594432, 8.6471321 50.1594504, 8.647178 50.1594349, 8.6471713 50.1594275, 8.6471844 50.1594227, 8.6471907 50.1594301, 8.6472367 50.1594137, 8.6472306 50.159407, 8.6472441 50.1594021, 8.6472499 50.1594092, 8.6473 50.159392, 8.6473034 50.1593824, 8.6473153 50.159385, 8.6473404 50.1593758, 8.6473492 50.1593843, 8.6473624 50.1593793, 8.6473867 50.1593905, 8.647397 50.1593865, 8.6474068 50.1593967, 8.6474194 50.1593914, 8.6474287 50.1594014, 8.6474178 50.1594056, 8.647469 50.1594666, 8.6474781 50.1594633, 8.6474872 50.159474, 8.6474735 50.1594792, 8.6475191 50.159535, 8.6474551 50.1595579, 8.6474376 50.1595347, 8.6474362 50.1595439, 8.6474182 50.1595386, 8.6473684 50.1595566, 8.6473768 50.1595669, 8.6473572 50.1595732, 8.6473543 50.1595696, 8.6473161 50.1595831, 8.6473191 50.1595866, 8.6473057 50.1595913, 8.6472987 50.1595831, 8.6472502 50.1596002, 8.6472537 50.1596055, 8.647237 50.1596113, 8.647233 50.1596063, 8.6471917 50.1596202, 8.6471902 50.1596337, 8.6471731 50.1596332, 8.6471737 50.1596202, 8.6471695 50.1596157, 8.6471487 50.1596236, 8.6471359 50.1596177))",,,,,Q16028868,,,,,,,,,,,,,,,,,,,church,,,,,"[370828690, 370828709, 9477314156, 9477314153, 9477314154, 9477314155, 9477314157, 370828710, 9477314160, 9477314158, 9477314159, 9477314161, 3373048114, 9477314164, 9477314163, 9477314162, 370828712, 9477314165, 370828707, 9477314168, 9477314167, 9477314166, 370828696, 370828705, 370828715, 9477314169, 9477314170, 9477314187, 9477314188, 9477314172, 9477314171, 9477314189, 9477314186, 9477314174, 9477314173, 9477314190, 9477314183, 9477314176, 9477314175, 9477314184, 9477314185, 9477314177, 9477314182, 9477314181, 9477314180, 9477314179, 9477314178, 370828717, 370828704, 9477314191, 9477314192, 370828697, 9477314195, 9477314193, 9477314194, 9477314196, 370828694, 370828699, 370828733, 9477314135, 9477314136, 9477314143, 9477314142, 9477314140, 9477314137, 9477314138, 9477314139, 9477314141, 9477314148, 9477314146, 9477314144, 9477314145, 9477314147, 370828736, 9477314149, 9477314150, 370828700, 9477314152, 9477314151, 370828690]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33884392,place_of_worship,protestant,,christian,,"POLYGON ((8.6918626 50.0997997, 8.692044 50.0996507, 8.6920748 50.0996662, 8.6920909 50.0996583, 8.6921702 50.0996988, 8.6921653 50.099711, 8.6921968 50.0997277, 8.6920145 50.0998769, 8.6918626 50.0997997))",,,,,,,,,,,,,,,,,,,,,,,,church,,,,,"[388223700, 388223701, 388223702, 388223703, 388223704, 388223705, 388223706, 388223707, 388223700]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33892851,place_of_worship,catholic,Herz Marien,christian,,"POLYGON ((8.6973983 50.1017305, 8.6974091 50.101709, 8.697415 50.1016875, 8.697418 50.1016708, 8.6974165 50.1016501, 8.6974135 50.1016332, 8.6974044 50.1016127, 8.6973923 50.1015894, 8.6973774 50.1015896, 8.6970927 50.1015936, 8.6970532 50.1015939, 8.6970451 50.1015953, 8.6970372 50.101599, 8.6970329 50.1016027, 8.6970312 50.1016065, 8.6970309 50.1016109, 8.6969874 50.1016117, 8.6969754 50.1016139, 8.6969581 50.1016197, 8.6969463 50.1016242, 8.6969329 50.1016316, 8.6969278 50.1016371, 8.6969226 50.1016442, 8.6969191 50.1016522, 8.6969174 50.1016591, 8.6969179 50.1016644, 8.6969216 50.1016718, 8.6969286 50.1016787, 8.6969414 50.101686, 8.6969596 50.1016942, 8.6969741 50.1016988, 8.6969894 50.1017013, 8.6970298 50.1017024, 8.6970298 50.101707, 8.6970317 50.1017113, 8.6970359 50.1017161, 8.6970429 50.1017195, 8.6970498 50.1017214, 8.6972824 50.1017283, 8.6973983 50.1017305))",Frankfurt am Main,12-14,60599,Auf dem Mühlberg,,,DE,,,,,,,,,,,,,WSV,,,,yes,,,,,"[388325398, 9855924187, 388325399, 1115955323, 1115955511, 388325400, 9855924186, 388325401, 1115955290, 1115955803, 388325412, 1115955865, 1115955587, 388325402, 388325403, 388325404, 1115955382, 388325405, 1115955664, 1115955481, 388325406, 1115955411, 388325407, 9855924194, 9855924193, 9855924192, 9855924191, 9855924190, 9855924189, 9855924188, 1115955898, 1115955333, 388325408, 388325409, 388325410, 1115955641, 1115955582, 388325411, 1115955579, 388325398]",,,,,,,tower,conspicuous,church,landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34423909,place_of_worship,protestant,Evangelisch reformierte Gemeinde Frankfurt,christian,,"POLYGON ((8.6643895 50.1187918, 8.6644176 50.1189366, 8.6644204 50.1189363, 8.6644311 50.1189904, 8.6644293 50.1189905, 8.6644299 50.1189935, 8.6645928 50.1189802, 8.6645925 50.1189776, 8.6645911 50.1189777, 8.6645802 50.1189232, 8.6646424 50.1189183, 8.6646668 50.1189273, 8.6646725 50.118917, 8.6646866 50.11892, 8.664701 50.1189211, 8.6647155 50.1189205, 8.6647304 50.1189187, 8.664746 50.1189141, 8.6647589 50.1189085, 8.6648649 50.1189002, 8.6648707 50.1188907, 8.6648754 50.1188754, 8.6648762 50.1188616, 8.6648752 50.1188508, 8.6648732 50.1188419, 8.6648695 50.1188322, 8.6648631 50.1188199, 8.6648628 50.1188194, 8.6648534 50.1188083, 8.6648469 50.1188024, 8.6648415 50.1187771, 8.6648369 50.1187556, 8.6644374 50.1187879, 8.664396 50.1187912, 8.6643895 50.1187918))",Frankfurt am Main,8,60323,Freiherr-vom-Stein-Straße,,,,,,,,,,,,,,,,,,,,yes,,,,,"[395474163, 9858867927, 9858867926, 9858867925, 9858867924, 395474166, 395474171, 9858867922, 9858867923, 2557535400, 9858867920, 9858867917, 9858867921, 9858867916, 9858867915, 9858867914, 9858867913, 9858867912, 9858867919, 395474168, 9858867911, 9858867907, 9858867906, 9858867905, 9858867904, 9858867908, 9858867903, 9858867909, 9858867910, 9858867918, 9858867900, 395474165, 9858867882, 9858867883, 395474163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
