element_type,osmid,geometry,amenity,wheelchair,brand,brand:wikidata,brand:wikipedia,check_date,name,operator,ref,website,fee,source,layer,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,shop,note,check_date:opening_hours,opening_hours,addr:suburb,level,survey:date,nodes,building,building:levels,roof:levels,roof:shape,unimainz:buildingId,phone,short_name,wikidata,wikimedia_commons,wikipedia,opening_hours:signed,toilets,smoking,building:material,height,branch,roof:colour,email,alt_name,company,office,leisure,not:brand:wikidata,description,official_name,source:geometry,healthcare,healthcare:speciality,opening_hours:covid19,toilets:wheelchair,cuisine,takeaway,contact:phone,contact:website,url,nohousenumber,gambling,building:colour,craft,source:position,note:de,start_date,addr:housename,second_hand,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:inspection,noaddress,outdoor_seating,diet:vegan,diet:vegetarian,roof:material,source_date,atm,source:date,social_facility:for,trade,delivery,drive_through,fax,disused:amenity,cafe,fuel:diesel,fuel:octane_95,fuel:octane_98,contact:fax,fixme,housename,seasonal,commercial,location,construction,opening_date,roof:type,ways,type
way,47661906,"POLYGON ((8.2903482 49.9807108, 8.2904886 49.9806241, 8.2906824 49.9807654, 8.2907469 49.9807654, 8.2908086 49.9807257, 8.2909404 49.9808104, 8.2908759 49.9808537, 8.2908759 49.980888, 8.2909488 49.9809439, 8.2908144 49.9810305, 8.2907441 49.9809745, 8.2906824 49.9809745, 8.2906067 49.9810214, 8.2904805 49.9809349, 8.2905562 49.9808826, 8.2905534 49.9808501, 8.2903482 49.9807108))",,,,,,,,,,,,,,Mainz,DE,14,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407648, 606407650, 606407678, 606407675, 606407669, 606407671, 606407659, 606407664, 606407654, 606407782, 606407787, 606407790, 606407784, 606407644, 606407662, 606407667, 606407648]",commercial,4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661909,"POLYGON ((8.2911313 49.9812505, 8.2912743 49.9811675, 8.291331 49.9812056, 8.2913983 49.9812113, 8.291473 49.9811698, 8.2915864 49.9812463, 8.2914966 49.9812931, 8.2914966 49.9813273, 8.2915695 49.9813832, 8.2914264 49.9814662, 8.2913647 49.9814139, 8.291303 49.9814139, 8.291225 49.9814589, 8.2911011 49.9813742, 8.2911768 49.9813219, 8.291174 49.9812895, 8.2911313 49.9812505))",,,,,,,,,,,,,,Mainz,DE,18,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407807, 606407896, 606407905, 606407903, 606407900, 606407909, 606407899, 606407913, 606407915, 606407917, 606407918, 606407920, 606407874, 606407864, 606407865, 606407817, 606407807]",commercial,4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661910,"POLYGON ((8.2907735 49.9814608, 8.2909053 49.9813797, 8.290967 49.9814194, 8.2910315 49.9814194, 8.2911011 49.9813742, 8.291225 49.9814589, 8.2911605 49.9815077, 8.2911605 49.981542, 8.2912377 49.9815951, 8.2911076 49.9816752, 8.2910287 49.9816286, 8.290967 49.9816286, 8.2908847 49.9816835, 8.2907529 49.9815987, 8.2908408 49.9815366, 8.290838 49.9815041, 8.2907735 49.9814608))",,,,,,,,,,,,,,Mainz,DE,20,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407822, 606407872, 606407870, 606407868, 606407864, 606407874, 606407887, 606407884, 606407935, 606407979, 606407881, 606407880, 606407989, 606407831, 606407829, 606407826, 606407822]",commercial,5,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661911,"POLYGON ((8.2911076 49.9816752, 8.2912377 49.9815951, 8.2913111 49.9816411, 8.2913756 49.9816411, 8.2914373 49.9816014, 8.2915691 49.9816862, 8.2915046 49.9817295, 8.2915046 49.9817637, 8.2915776 49.9818197, 8.2914345 49.9819026, 8.2913728 49.9818503, 8.2913111 49.9818503, 8.2912354 49.9818972, 8.2911092 49.9818106, 8.2911849 49.9817583, 8.2911821 49.9817259, 8.2911076 49.9816752))",,,,,,,,,,,,,,Mainz,DE,22,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407979, 606407935, 606407931, 606407928, 606407933, 606408020, 606408024, 606408021, 606408012, 606408010, 606408017, 606408015, 606408000, 606407982, 606407988, 606407985, 606407979]",commercial,4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661912,"POLYGON ((8.2904145 49.9816726, 8.2905564 49.9815932, 8.2906267 49.9816384, 8.2906912 49.9816384, 8.2907529 49.9815987, 8.2908847 49.9816835, 8.2908202 49.9817268, 8.2908202 49.9817611, 8.2908932 49.981817, 8.2907501 49.9818999, 8.2906884 49.9818476, 8.2906267 49.9818476, 8.290551 49.9818945, 8.2904248 49.9818079, 8.2905005 49.9817556, 8.2904977 49.9817232, 8.2904145 49.9816726))",,,,,,,,,,,,,,Mainz,DE,26,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407709, 606407853, 606407852, 606407836, 606407831, 606407989, 606407947, 606407944, 606407998, 606407956, 606407954, 606407952, 606407950, 606407708, 606407942, 606407945, 606407709]",commercial,5,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661913,"POLYGON ((8.2900283 49.981406, 8.2901561 49.9813267, 8.2902911 49.9814111, 8.2903556 49.9814111, 8.2904173 49.9813714, 8.2905491 49.9814562, 8.2904846 49.9814995, 8.2904846 49.9815337, 8.2905564 49.9815932, 8.2904145 49.9816726, 8.2903528 49.9816203, 8.2902911 49.9816203, 8.2902154 49.9816672, 8.2900892 49.9815806, 8.2901649 49.9815283, 8.2901621 49.9814959, 8.2900283 49.981406))",,,,,,,,,,,,,,Mainz,DE,24,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407702, 606407700, 606407686, 606407681, 606407693, 606407824, 606407861, 606407859, 606407853, 606407709, 606407688, 606407683, 606407724, 606407692, 606407696, 606407698, 606407702]",commercial,5,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661914,"POLYGON ((8.2900896 49.9818752, 8.2902229 49.9817959, 8.2902932 49.9818411, 8.2903577 49.9818411, 8.2904248 49.9818079, 8.290551 49.9818945, 8.2904867 49.9819294, 8.2904867 49.9819637, 8.2905596 49.9820196, 8.2904166 49.9821026, 8.2903418 49.9820492, 8.2902932 49.9820503, 8.2901987 49.9821095, 8.2900569 49.9820215, 8.290167 49.9819583, 8.2901642 49.9819258, 8.2900896 49.9818752))",,,,,,,,,,,,,,Mainz,DE,28,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606407735, 606407738, 606407730, 606407732, 606407708, 606407950, 606407974, 606407977, 606408003, 606407757, 606407754, 606407752, 606407750, 606407747, 606407742, 606407740, 606407735]",commercial,6,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661919,"POLYGON ((8.2903698 49.9829636, 8.2905043 49.9828836, 8.2905746 49.9829288, 8.2906391 49.9829288, 8.2907008 49.9828891, 8.2908326 49.9829739, 8.2907681 49.9830172, 8.2907681 49.9830514, 8.2909003 49.98315, 8.290759 49.9832272, 8.2906363 49.983138, 8.2905746 49.983138, 8.2904163 49.9832218, 8.2902955 49.9831352, 8.2904484 49.983046, 8.2904456 49.9830135, 8.2903698 49.9829636))",,,,,,,,,,,,,,Mainz,DE,34,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606408254, 606408276, 606408286, 606408289, 606408280, 606408284, 606408293, 606408319, 606408328, 606408321, 606408317, 606408315, 606408271, 606408268, 606408266, 606408264, 606408254]",commercial,5,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661920,"POLYGON ((8.2900183 49.9827301, 8.2901518 49.9826477, 8.2902464 49.9827021, 8.2903109 49.9827021, 8.2903726 49.9826624, 8.2905044 49.9827472, 8.2904399 49.9827904, 8.2904383 49.9828429, 8.2905043 49.9828836, 8.2903698 49.9829636, 8.2902955 49.9829116, 8.2902464 49.9829113, 8.2900917 49.9830032, 8.2899763 49.9829247, 8.2901202 49.9828193, 8.2901174 49.9827868, 8.2900183 49.9827301))",,,,,,,,,,,,,,Mainz,DE,32,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[606408231, 606408182, 606408244, 606408246, 606408185, 606408279, 606408249, 606408252, 606408276, 606408254, 606408259, 606408257, 606408239, 606408241, 606408236, 606408234, 606408231]",commercial,6,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47661921,"POLYGON ((8.2909585 49.9829017, 8.2910909 49.9828181, 8.2913332 49.9829696, 8.2912098 49.9830518, 8.2909585 49.9829017))",,,,,,,Telekom-Vermittlungsstelle,,,,,,,Mainz,,15,55130,Alexander-Diehl-Straße,,,,,,,,"[606408296, 606408298, 606408313, 606408331, 606408296]",commercial,2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47796504,"POLYGON ((8.2793035 49.9761004, 8.2795926 49.9761191, 8.2796216 49.9759337, 8.2795491 49.975929, 8.2795603 49.9758573, 8.2793437 49.9758433, 8.2793035 49.9761004))",vehicle_inspection,,DEKRA,Q383711,de:Dekra,,DEKRA,DEKRA,,,,,,Mainz,,1,55129,Elly-Beinhorn-Straße,,,,,,,,"[607918124, 607918130, 607918126, 2747585273, 2747585271, 4204977889, 607918124]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,DEKRA Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48110707,"POLYGON ((8.2568127 49.9814201, 8.2569488 49.9814621, 8.2569651 49.9814402, 8.2570097 49.981454, 8.2571973 49.9812028, 8.2572444 49.9812173, 8.2572587 49.9811982, 8.2570309 49.9811279, 8.2568127 49.9814201))",,,,,,,,,,,,,,Mainz,DE,67,55128,Alfred-Mumbächer-Straße,,,,,,,,"[611484650, 611484651, 611484657, 611484652, 611484653, 611484654, 611484655, 611484656, 611484650]",commercial,2,,flat,,,,,,,,,,,,,gray,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51724637,"POLYGON ((8.2881776 49.9821539, 8.2885818 49.9822214, 8.2885118 49.9823945, 8.2886876 49.9824239, 8.2887957 49.9821563, 8.288981 49.9821873, 8.2890507 49.9821989, 8.2890939 49.982092, 8.289021 49.9820818, 8.2887159 49.9820289, 8.2887923 49.9818397, 8.2886072 49.9818087, 8.2885054 49.9820605, 8.2882336 49.9820151, 8.2881776 49.9821539))",,,,,,,,,,,,,,Mainz,DE,19,55130,Wilhelm-Theodor-Römheld-Straße,,,,,,,,"[660148814, 660148815, 660148855, 660148856, 660148816, 9663327568, 660148817, 660148851, 9663327567, 660148818, 660148819, 660148820, 660148821, 660148822, 660148814]",commercial,8,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52133801,"POLYGON ((8.2568984 50.0003912, 8.2569577 50.0003477, 8.2571129 50.0002631, 8.2571617 50.0002398, 8.2573234 50.0001624, 8.2571706 50.0000282, 8.2571354 50.000045, 8.257017 50.0001014, 8.2569056 50.0001545, 8.2568145 50.0001496, 8.2567191 50.0001117, 8.2565795 50.0000562, 8.2565656 50.0000343, 8.2565475 50.0000056, 8.2566646 49.9997194, 8.2564803 49.9995481, 8.2562346 50.0001111, 8.2564581 50.0002016, 8.2566823 50.0003038, 8.2568984 50.0003912))",,yes,,,,,MED Facharztzentrum,Dr. Norbert Wittlich,,http://www.med-in-mainz.de/,,,,Mainz,DE,,55122,Wallstraße,,,,24/7,,,,"[263676587, 1836665517, 1836665512, 2661586908, 1880988620, 1880988619, 4161567014, 255328336, 1836665505, 1836665506, 4161544111, 1836665502, 4161544112, 1836665499, 1836665485, 664302794, 664302790, 5542138896, 5542138899, 263676587]",commercial,6,,,9182,,,,,,,,,,,,,info@med-in-mainz.de,,,,,,,,,yes,general;chiropractic;radiology;internal,open,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57753601,"POLYGON ((8.2210618 50.026458, 8.2209292 50.0262794, 8.2209432 50.0262674, 8.220961 50.0262625, 8.2209182 50.0261968, 8.2208569 50.0261919, 8.2208036 50.0261171, 8.2208822 50.0260474, 8.2210121 50.0260547, 8.2210687 50.0261326, 8.2210354 50.0261611, 8.2210435 50.0261723, 8.221085 50.0262299, 8.221216 50.0264116, 8.2210618 50.026458))",,,,,,,,,,,,,,Mainz,,1,55120,Am Mombacher Kreisel,,,,,,,,"[716018225, 1615008289, 1615008288, 1615008287, 1615008281, 716018217, 716018224, 716018244, 716018233, 716018227, 716018232, 7294257803, 7294257802, 716018226, 716018225]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57753785,"POLYGON ((8.2269619 50.0257401, 8.2273272 50.0256181, 8.2275302 50.0258703, 8.2276715 50.0258231, 8.2272487 50.0252978, 8.2271199 50.0253409, 8.2270799 50.0252912, 8.2267658 50.0253962, 8.2268056 50.0254457, 8.2267444 50.0254661, 8.2267754 50.0255045, 8.2267011 50.0255293, 8.2268576 50.0257238, 8.2269294 50.0256998, 8.2269619 50.0257401))",,,Mercedes-Benz,Q36008,en:Mercedes-Benz,,Mercedes-Benz,Eugen Hirth OHG,,,,,,Mainz,,199,55120,Rheinallee,car,,,,,,,"[716024702, 716024700, 716024695, 716024706, 716024692, 716024703, 716024698, 716024694, 716024697, 716024693, 716024704, 716024699, 716024701, 716024696, 716024702]",commercial,,,,,,,,,,,,,,,,,info@fe-mainz.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57753989,"POLYGON ((8.2346873 50.0234186, 8.2344071 50.0231945, 8.2346296 50.023079, 8.2349098 50.0233032, 8.2346873 50.0234186))",fast_food,yes,McDonald's,Q38076,en:McDonald's,,McDonald's,,,,,,,Mainz,,,55120,Rheinallee,,,,,,,,"[716084666, 716084657, 716084645, 716084651, 716084666]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burger,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62258203,"POLYGON ((8.2669071 49.9806356, 8.2669275 49.9805679, 8.2670781 49.9805867, 8.2670578 49.9806543, 8.2669071 49.9806356))",ice_cream,yes,,,,,eisbällchen,,,http://eisbaellchen-mainz.de/,,,,Mainz,,19A,55131,Berliner Straße,,,,12:00-19:00,Oberstadt,,2021-05-23,"[777617286, 777617275, 777617281, 777617278, 777617286]",commercial,1,,flat,,,,,,,,,,,3,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,64201186,"POLYGON ((8.2624648 49.9576488, 8.2625994 49.9576742, 8.2625181 49.9578529, 8.2625338 49.9578704, 8.2624983 49.9579486, 8.2624657 49.9579596, 8.2623591 49.9579395, 8.262343 49.9579168, 8.2624648 49.9576488))",,,,,,,Wirkaufendeinauto.de,,,,,,,Mainz,DE,28,55129,Robert-Koch-Straße,car,,,"Mo-Fr 08:00-20:00, Sa 09:00-16:00",,,,"[791077761, 791077749, 791077668, 791077753, 791077737, 7244732692, 7244732691, 791077756, 791077761]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6131 4869999,https://www.wirkaufendeinauto.de/standorte/mainz-hechtsheim-55129/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66520687,"POLYGON ((8.2556892 49.9595928, 8.2564316 49.959752, 8.2566741 49.959284, 8.256555 49.9592581, 8.2560391 49.9591481, 8.2559316 49.9591248, 8.2556892 49.9595928))",,,,,,,,,,,,,,Mainz,DE,15,55129,Wilhelm-Maybach-Straße,,,,,,,,"[805421929, 805421922, 805421939, 805421956, 805421927, 805421890, 805421929]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66520689,"POLYGON ((8.2568162 49.95926, 8.2569668 49.9589676, 8.2566773 49.9589059, 8.2566451 49.9589684, 8.2564675 49.9589305, 8.2564148 49.9590327, 8.2562074 49.9589884, 8.2561299 49.9589719, 8.2560391 49.9591481, 8.256555 49.9592581, 8.25658 49.9592096, 8.2568162 49.95926))",,,,,,,,,,,,,,Mainz,DE,17,55129,Wilhelm-Maybach-Straße,,,,,,,,"[805421933, 805421894, 805421917, 805421918, 805421937, 805421884, 6205111507, 805421912, 805421927, 805421956, 805421892, 805421933]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68167206,"POLYGON ((8.2428055 49.9692522, 8.2424912 49.9689931, 8.2430026 49.9687364, 8.2430612 49.9687872, 8.2431189 49.9687924, 8.2431839 49.9688107, 8.243221 49.9688376, 8.2432424 49.9688594, 8.2432551 49.9688846, 8.2432454 49.9689401, 8.2433654 49.9690001, 8.2428835 49.9692143, 8.2428055 49.9692522))",,,,,,,Küchen Keie,,,,,Bing 2012;survey,,Mainz,,17a,55128,Am Schleifweg,furniture,,,Mo-Fr 10:00-19:00; Sa 10:00-16:00,Bretzenheim,,,"[821348095, 821348105, 821348090, 2050573593, 2050573595, 2050573597, 2050573599, 2050573601, 2050573603, 2050573607, 821348097, 821348092, 821348095]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.kuechenkeie.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68167207,"POLYGON ((8.243207 49.9694586, 8.2428835 49.9692143, 8.2433654 49.9690001, 8.2436503 49.9692332, 8.243207 49.9694586))",,,A.T.U,Q784721,de:Auto-Teile-Unger,,A.T.U,A.T.U Auto-Teile-Unger GmbH & Co. KG,,https://www.atu.de/,,Bing 2012;survey,,,,19,,Am Schleifweg,car_repair,,,Mo-Fr 07:30-18:00; Sa 08:00-16:00,,,,"[155446843, 821348092, 821348097, 821348101, 155446843]",commercial,2,,flat,,,ATU,,,,,,,,,,,,Auto Teile Unger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68167209,"POLYGON ((8.240285 49.9683533, 8.2402611 49.9684348, 8.2402101 49.9684767, 8.2399809 49.9684518, 8.2399777 49.9684638, 8.2399157 49.9684569, 8.2399536 49.9683163, 8.240285 49.9683533))",,,,,,,,,,,,Bing,,,,,,,,,,,,,,"[1139734939, 4548987848, 821348107, 4548987849, 4548987850, 821348093, 821348096, 1139734939]",commercial,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68488547,"POLYGON ((8.2561182 49.960173, 8.2562818 49.9598706, 8.2564469 49.9599075, 8.2564294 49.9599398, 8.2563818 49.9599291, 8.256343 49.9600009, 8.2564326 49.960021, 8.25635 49.9601737, 8.2562599 49.9601536, 8.2562352 49.9601992, 8.2561182 49.960173))",,,,,,,,,,,,,,Mainz,DE,9,55129,Wilhelm-Maybach-Straße,,,,,,,,"[823743415, 823743443, 6205111491, 6205111492, 6205111493, 6205111494, 823743357, 823743314, 823743476, 823743425, 823743415]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68616027,"POLYGON ((8.2558595 49.959881, 8.2559301 49.9597462, 8.2555849 49.9596713, 8.2555258 49.9596585, 8.2554826 49.9597409, 8.2555354 49.9597524, 8.2553036 49.9601947, 8.2554847 49.9601663, 8.255552 49.9600476, 8.2556773 49.9600748, 8.255787 49.9598653, 8.2558595 49.959881))",,,,,,,Lorenz Werbeagentur,,,https://www.lorenz-werbung.de/,,Yahoo,,Mainz,DE,13,55129,Wilhelm-Maybach-Straße,,,,,,,,"[824945040, 824945098, 824945121, 6205111495, 6205111496, 6205111497, 824945006, 824945094, 824945025, 824945054, 824945091, 824945040]",commercial,,,,,,,,,,,,,,,,,,,,advertising_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68792179,"POLYGON ((8.2544629 49.965012, 8.2546248 49.9651653, 8.2550613 49.9649761, 8.2549765 49.9648954, 8.2549636 49.9648831, 8.2548987 49.9648216, 8.2544629 49.965012))",,,Löwen Play,Q22674625,de:Löwen Play,,Löwen Play,,,http://www.loewenplay.de,,,,Mainz,DE,19,55129,Nikolaus-Kopernikus-Straße,,,,"Mo-Sa 08:00-02:00, PH,Su 11:00-02:00",,,,"[826577473, 826577409, 9284575744, 9284575745, 2127209705, 2127209701, 826577473]",commercial,1,,,,,,,,,,,,,,,,,,,,adult_gaming_centre,,,,,,,,,,,,,,,slot_machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68792183,"POLYGON ((8.2576791 49.9649062, 8.2578231 49.9646486, 8.2575516 49.9645858, 8.2575901 49.964517, 8.257117 49.9644075, 8.2569345 49.9647339, 8.2576791 49.9649062))",,,,,,,Proaquatec GmbH,,,,,,,Mainz,DE,13,55129,Dekan-Laist-Straße,,,,,,,,"[826577412, 826577542, 2127222127, 2127222125, 826577623, 826577689, 826577412]",commercial,2,,,,,,,,,,,,,,,,,proaqua|tec GmbH,,company,,,,,,,,,,,,,,http://proaquatec.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,69305265,"POLYGON ((8.2723894 49.9998011, 8.2724853 49.9997026, 8.272691 49.9997943, 8.2727464 49.9997627, 8.2727962 49.9997358, 8.2726831 49.9996534, 8.2727512 49.9996039, 8.2727907 49.999584, 8.2728139 49.999548, 8.2722714 49.9994062, 8.2720714 49.9996733, 8.2720704 49.9996746, 8.2723575 49.9997884, 8.2723894 49.9998011))",,,,,,,,,,,,,1,Mainz,DE,10,55116,Schöfferstraße,,,,,,,,"[830478121, 1671343528, 1671343549, 2453933602, 1356545984, 1356546195, 1356545994, 1671343505, 256170390, 256170389, 7279103218, 830478120, 2450595260, 830478121]",commercial,4,0,flat,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70287440,"POLYGON ((8.2371446 50.0016451, 8.2372189 50.0013186, 8.2372337 50.00132, 8.2372516 50.0013217, 8.23727 50.0012316, 8.2374315 50.001246, 8.2373378 50.0016627, 8.2371446 50.0016451))",,,,,,,Jugendhaus Don Bosco - Tagungshaus,,,,,,,Mainz,,54,55122,Am Fort Gonsenheim,,,,,,,,"[839107106, 839107108, 2132414306, 3401506768, 3401506767, 839107123, 1496010078, 839107106]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,74889611,"POLYGON ((8.2663744 50.0030475, 8.2660734 50.0031679, 8.2665499 50.0036642, 8.26691 50.0035067, 8.26675 50.0033658, 8.2663744 50.0030475))",,,,,,,Mainzer Volksbank,,,,,,,,,,,,,,,,,,,"[884456794, 884456822, 884456802, 884456817, 884456807, 884456794]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79122477,"POLYGON ((8.2182659 50.0027206, 8.218487 50.0027734, 8.2184126 50.0029023, 8.2182425 50.0031967, 8.2180727 50.0034908, 8.2180379 50.003551, 8.2181834 50.0035857, 8.2181147 50.0037046, 8.217745 50.0036164, 8.2178021 50.0035176, 8.2180569 50.0030825, 8.2182659 50.0027206))",,,,,,,,,,,,,,Mainz,DE,,55122,An den Reben,,,,,Gonsenheim,,,"[924485952, 924485954, 4175674194, 4175674193, 4175674192, 4175659616, 4175659617, 924485960, 924485963, 4165608225, 4165608223, 924485952]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79250174,"POLYGON ((8.2663427 50.0048116, 8.2662186 50.0046791, 8.2660596 50.004508, 8.2659503 50.0045498, 8.2659908 50.0046061, 8.2659009 50.0046408, 8.2659708 50.0047157, 8.2660041 50.0047029, 8.2661338 50.0048419, 8.2661886 50.0048208, 8.2662242 50.004859, 8.2663427 50.0048116))",,,,,,,,,,,,,,,,,,,,,,,,,,"[925662911, 925662914, 925662864, 925662885, 925662854, 925662871, 925662876, 925662908, 925662868, 925662887, 925662902, 925662911]",commercial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,80049304,"POLYGON ((8.2434748 50.0131227, 8.2436757 50.0132266, 8.2438036 50.0132895, 8.2438508 50.0132473, 8.2442832 50.0128867, 8.2439466 50.0127165, 8.2434748 50.0131227))",,no,,,,,,,,,,,,Mainz,DE,76a,55122,Mombacher Straße,,,,,,,,"[933888779, 933888788, 933888809, 933889035, 933888798, 933888879, 933888779]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,80049309,"POLYGON ((8.2429304 50.0135825, 8.2431223 50.0136927, 8.2431915 50.0137271, 8.2433264 50.0136084, 8.2434366 50.0135063, 8.2433785 50.0134762, 8.2436757 50.0132266, 8.2434748 50.0131227, 8.2429304 50.0135825))",,,,,,,,,,,,,,,,,,,,,,,,,,"[933889013, 933888956, 933888838, 933888996, 933888899, 933889003, 933888788, 933888779, 933889013]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98520557,"POLYGON ((8.240285 49.9683533, 8.2402611 49.9684348, 8.2402101 49.9684767, 8.2401967 49.96849, 8.2402713 49.9686157, 8.2404819 49.9686393, 8.240611 49.9685529, 8.2405694 49.9685088, 8.2405461 49.9684644, 8.2405386 49.9684149, 8.2404266 49.9683986, 8.2404213 49.9683679, 8.240285 49.9683533))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1139734939, 4548987848, 821348107, 4548987847, 1137960595, 1137960635, 821348103, 10129997474, 10129997473, 821348091, 1137960680, 821348106, 1139734939]",commercial,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
