element_type,osmid,geometry,layer,wheelchair,access,amenity,fee,maxheight,name,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,operator,survey:date,nodes,building,building:levels,opening_hours,shop,toilets,building:material,height,roof:levels,roof:material,roof:shape,start_date,wikidata,wikimedia_commons,wikipedia,addr:suburb,brand,brand:wikidata,brand:wikipedia,source,website,roof:colour,toilets:wheelchair,alt_name,cuisine,diet:vegan,diet:vegetarian,email,indoor_seating,opening_hours:covid19,outdoor_seating,phone,building:colour,roof:orientation,source:maxheight,addr:housename,building:min_level,check_date:opening_hours,max_level,min_level,landuse,not:brand:wikidata,payment:cash,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,disused:shop,source:geometry,branch,disused,short_name,check_date,dispensing,fax,self_service,url,club,description,sport,payment:apple_pay,payment:debit_cards,payment:google_pay,wheelchair:description,source_date,roof:height,access:covid19,delivery:covid19,takeaway:covid19,smoking,old_name,wholesale,fixme,indoor,level,note:editor,fuel:lpg,nohousenumber,delivery,takeaway,company,office,ref:vatin,service:bicycle:bicycle,service:bicycle:ebike,service:bicycle:parts,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,service:bicycle:sales,service:bicycle:second_hand,service:bicycle:service,service:bicycle:tools,stroller,ways,type,building:use
way,48111371,"POLYGON ((8.2457789 49.9771927, 8.2463123 49.9773271, 8.2463925 49.9771947, 8.2458592 49.9770603, 8.2457789 49.9771927))",,,,,,,,,Mainz,,2,55128,Karl-Zörgiebel-Straße,,,,"[611494162, 611494165, 611494164, 611494163, 611494162]",retail,1,,,,,,0,,flat,,,,,,,,,,,#AFBBBF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48111372,"POLYGON ((8.2545643 49.984404, 8.2543298 49.9845866, 8.2542412 49.9846555, 8.2544076 49.9847439, 8.254496 49.984726, 8.2547695 49.984513, 8.2545643 49.984404))",,,,,,,Netto Marken-Discount,,Mainz,,1,55128,Alfred-Mumbächer-Straße,,,,"[611494167, 2561420116, 611494169, 611494170, 1777471141, 611494168, 611494167]",retail,1,Mo-Sa 07:00-21:00,supermarket,,,,1,,gabled,,,,,,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,,,,,,,,,,,,,,,2022-06-18,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48580199,"POLYGON ((8.2389491 49.967112, 8.2392687 49.9666278, 8.2393287 49.9665369, 8.2397172 49.9666429, 8.2393376 49.9672181, 8.2389491 49.967112))",,,,,,,HORNBACH,,Mainz,DE,5,55128,Am Schleifweg,,,,"[617027821, 1137960590, 617027819, 617027820, 617027822, 617027821]",retail,1,Mo-Sa 07:00-20:00,doityourself,,,,0,,flat,2009-11,,,,Bretzenheim,HORNBACH,Q685926,en:Hornbach (retailer),Bing;survey,https://www.hornbach.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baustoffzentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51724643,"POLYGON ((8.2887942 49.9783063, 8.2888588 49.9782213, 8.2889943 49.9782675, 8.2889252 49.9783529, 8.2887942 49.9783063))",,,,,,,,,Mainz,DE,99,55130,Heiligkreuzweg,,,,"[660148800, 660148802, 660148801, 660148799, 660148800]",retail,1,,,,,,,,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,florist,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56722283,"POLYGON ((8.2412238 50.0218876, 8.2409745 50.0219799, 8.2414684 50.0225338, 8.2417177 50.0224415, 8.2416014 50.0223111, 8.2412238 50.0218876))",,,,,,,Frick für Wand und Boden,,Mainz,,106,55120,Rheinallee,,RH HomeStyle GmbH,,"[709558344, 709558332, 709558325, 709558338, 716313156, 709558344]",retail,,,carpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56968111,"POLYGON ((8.2701919 49.9984421, 8.2703548 49.9984904, 8.2704535 49.998353, 8.2704597 49.9983441, 8.270295 49.9982963, 8.2701919 49.9984421))",,yes,,,,,Apollo-Optik,,,DE,,55116,Ludwigsstraße,,,,"[710918999, 710919000, 2312636496, 2312636494, 2312636493, 710918999]",retail,2,Mo-Fr 09:00-18:00; Sa 09:00-18:00,optician,,,,0,,,,,,,,Apollo-Optik,Q618940,de:Apollo-Optik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56968112,"POLYGON ((8.2705639 49.9985534, 8.2707315 49.9986018, 8.2708346 49.9984544, 8.2706669 49.9984059, 8.2706617 49.9984134, 8.2705639 49.9985534))",,yes,,,,,,,,DE,,55116,Ludwigsstraße,,,,"[263687394, 263687395, 2312636502, 2312636497, 2312636499, 263687394]",retail,2,,vacant,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-04,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57753982,"POLYGON ((8.2337741 50.0237818, 8.2336476 50.0236258, 8.2337479 50.023592, 8.2337177 50.0235547, 8.2338139 50.0235223, 8.2338439 50.0235593, 8.2341726 50.0234488, 8.2342479 50.0235417, 8.2342993 50.0236052, 8.2342731 50.023614, 8.233875 50.0237479, 8.2337741 50.0237818))",,,,,,,Auto Müller GmbH,,Mainz,,183,55120,Rheinallee,,Auto Müller GmbH,,"[716069762, 716069754, 716069746, 716069748, 716069735, 716069767, 716069751, 2418312312, 716069764, 2047439321, 716313157, 716069762]",retail,,,car,,,,,,,,,,,,Opel;Fiat,,,,www.auto-mueller-mainz.de,,,,,,,info@auto-mueller-mainz.de,,,,+49 6131 9626272,,,,,,,,,,,,,,,,,,,,,,,+49-6131-9626263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57753991,"POLYGON ((8.2259865 50.0260018, 8.2256582 50.0261061, 8.2254733 50.0258646, 8.2254056 50.0258861, 8.225283 50.0257259, 8.2253461 50.0257058, 8.2253415 50.0256997, 8.225673 50.0255943, 8.2257547 50.025701, 8.2257816 50.0256924, 8.2259211 50.0258745, 8.2259319 50.0258711, 8.2259809 50.0259351, 8.2259443 50.0259467, 8.2259865 50.0260018))",,,,,,,,,Mainz,DE,203,55120,Rheinallee,,,,"[716084659, 716084653, 1615008243, 1615008252, 1615008224, 1615008222, 716084675, 716084668, 1615008220, 1615008219, 1615008246, 1615008244, 1615008258, 1615008259, 716084659]",retail,2,,,,,,,,,,,,,Mombach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57757966,"POLYGON ((8.2225987 50.0274247, 8.2229631 50.0273088, 8.2228875 50.0272101, 8.2228812 50.0272006, 8.2226743 50.0272674, 8.2226825 50.0272779, 8.2225239 50.027329, 8.2225987 50.0274247))",,,,fuel,,,Aral,,Mainz,,207,55120,Rheinallee,,Aral,,"[4669049120, 1448928552, 8957953189, 1615008359, 716306806, 716306831, 5329250667, 4669049120]",retail,1,24/7,,,,,0,,,,,,,,Aral,Q565734,de:Aral,,https://www.aral.de/,,,,,,,,,,,+49 61 31 68 70 11,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57764501,"POLYGON ((8.2283203 50.0262462, 8.2292966 50.0259288, 8.2293584 50.0260073, 8.2294176 50.0259881, 8.229589 50.0262057, 8.2296884 50.0263319, 8.2297688 50.0264341, 8.2297738 50.0264404, 8.2298301 50.0264221, 8.2301748 50.0268597, 8.2300651 50.0268954, 8.2300953 50.0269338, 8.2295082 50.0271246, 8.2293837 50.0269665, 8.2292169 50.0270207, 8.2291531 50.0269396, 8.2289528 50.0270047, 8.2289192 50.0269621, 8.2288896 50.0269717, 8.2286036 50.0266085, 8.2285889 50.0266133, 8.2284899 50.0264876, 8.2285063 50.0264823, 8.2283203 50.0262462))",,,,,,,,,Mainz,,120,55120,Rheinallee,,,,"[716309713, 716309738, 1612629540, 1612629541, 10673998366, 8868338448, 8868338451, 1612629554, 1612629551, 716309708, 1612629584, 1612629590, 716309743, 1612629594, 1614704912, 1614704907, 716309739, 1612629592, 716309741, 1612629570, 1612629571, 1612629561, 1612629558, 716309713]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58459281,"POLYGON ((8.2698251 49.9980974, 8.2698035 49.9981259, 8.2696838 49.9982901, 8.2698505 49.9983403, 8.2699712 49.9981748, 8.2699906 49.9981492, 8.2698251 49.9980974))",,,,,,,,,,,,,,,,,"[724677859, 2312647457, 31355060, 263687445, 2312647459, 263687446, 724677859]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59243974,"POLYGON ((8.2624727 49.9644392, 8.2624862 49.9641932, 8.2624874 49.9641713, 8.2618307 49.9641563, 8.2618202 49.9643474, 8.2616805 49.9643442, 8.2616762 49.9644211, 8.2624727 49.9644392))",,,,,,,,,Mainz,,12,55129,Johannes-Kepler-Straße,,,,"[194539739, 734815258, 194539734, 734815267, 2921054668, 2921054667, 734815262, 194539739]",retail,,,,,,,,,,,,,,Hechtsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59244103,"POLYGON ((8.2691924 49.9658968, 8.2685225 49.9658953, 8.2685241 49.9656016, 8.269194 49.9656032, 8.2691926 49.9658586, 8.2691924 49.9658968))",,yes,,,,,REWE,,Mainz,DE,21,55129,Rheinhessenstraße,,,,"[194548535, 734816413, 734816407, 734816410, 734816411, 194548535]",retail,,Mo-Sa 07:00-22:00,supermarket,,,,,,,,,,,,REWE,Q16968817,de:Rewe (Markt),,https://www.rewe.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59338792,"POLYGON ((8.2224869 50.0290773, 8.2229946 50.0296351, 8.2217186 50.0301144, 8.2213489 50.0300041, 8.2213037 50.0299544, 8.2212248 50.0299841, 8.2209716 50.0297008, 8.2212341 50.0295964, 8.2212021 50.0295608, 8.2224869 50.0290773))",,,,,,,,,Mainz,DE,128,55120,Rheinallee,,,,"[280688623, 261710248, 735987105, 735987104, 1699759954, 1699759956, 1699759944, 735987111, 262303938, 280688623]",retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60612041,"POLYGON ((8.2701168 49.9702545, 8.2695387 49.9702571, 8.2695095 49.9702553, 8.2693562 49.9702579, 8.2693576 49.9703835, 8.2701181 49.9703801, 8.2701168 49.9702545))",,,,,,,Radio Bauer,,Mainz,DE,7,55129,Rheinhessenstraße,,Radio Bauer GmbH,,"[757495570, 757495542, 914865066, 757495535, 757495558, 757495551, 757495570]",retail,,Mo-Fr 09:30-18:30; Sa 09:30-16:00,electronics,,,,,,,,,,,,,,,,http://www.radio-bauer.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62599773,"POLYGON ((8.2794123 49.9879314, 8.2794403 49.9876918, 8.2797173 49.9877052, 8.2796893 49.9879448, 8.2794123 49.9879314))",,yes,,,,,Rewe Getränkemarkt,,Mainz,DE,2,55131,Am Stiftswingert,,,,"[780691012, 780690997, 780691005, 780691014, 780691012]",retail,3,Mo-Sa 08:00-21:00,beverages,,,,,,gabled,,,,,,Rewe Getränkemarkt,Q57519344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,64061954,"POLYGON ((8.2608515 49.9574785, 8.2607916 49.9576286, 8.2604499 49.9575722, 8.2605077 49.957423, 8.2607768 49.9567521, 8.2611715 49.9568173, 8.2609044 49.9574872, 8.2608515 49.9574785))",,,,,,,"Beyer Baustoffhandel, Baucentrum",,Mainz,DE,32,55129,Robert-Koch-Straße,,,,"[7244731271, 790143573, 790143577, 7244731213, 790143587, 790143582, 790143596, 7244731271]",retail,,"Mo-Fr 6:30-17:30,Sa 7:00-12:30",trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,64505682,"POLYGON ((8.2939333 49.9822484, 8.2934958 49.9819702, 8.2935341 49.9819453, 8.2933762 49.9818448, 8.2932118 49.9819516, 8.2933722 49.9820536, 8.2931984 49.9821665, 8.2936955 49.9824828, 8.2937448 49.9824507, 8.2938278 49.9823968, 8.2937657 49.9823573, 8.2939333 49.9822484))",,yes,,,,,REWE,,Mainz,DE,11,55130,Göttelmannstraße,,,,"[1184207400, 793160266, 1182580634, 1182580639, 1182580636, 1182580641, 793160278, 1184207391, 9663327583, 9661531119, 9661531118, 1184207400]",retail,1,Mo-Sa 08:00-21:00,supermarket,,,,,,flat,,,,,Weisenau,REWE,Q16968817,de:Rewe (Markt),survey,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rewe.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66121175,"POLYGON ((8.2694603 49.9712189, 8.2694649 49.970924, 8.2701957 49.9709287, 8.2701924 49.9711385, 8.2698288 49.9711361, 8.2698275 49.9712213, 8.2694603 49.9712189))",,,,,,,,,Mainz,DE,1,55129,Rheinhessenstraße,,,,"[802505062, 802505626, 802505105, 802505547, 802505013, 802505114, 802505062]",retail,1,,,,,,0,,gabled,,,,,Hechtsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67330362,"POLYGON ((8.218742 50.0304378, 8.2192264 50.0302553, 8.2193124 50.03035, 8.2199167 50.0301176, 8.2195299 50.0296986, 8.2189258 50.0299339, 8.2189359 50.0299457, 8.2188074 50.0299936, 8.2186657 50.0303602, 8.218742 50.0304378))",,,,,,,,,Mainz,,130,55120,Rheinallee,,,,"[813237397, 813237420, 813237451, 813237423, 813237458, 1699759950, 1699759952, 813237386, 813237419, 813237397]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,71256139,"POLYGON ((8.2199802 50.0064579, 8.2200349 50.0064661, 8.2200993 50.0064574, 8.2201695 50.006448, 8.2201768 50.0064278, 8.2200979 50.0064159, 8.2201058 50.0063941, 8.2200086 50.0063795, 8.2199802 50.0064579))",,,,,,,,,Mainz,DE,,55122,Canisiusstraße,,,,"[848167452, 2025891915, 3906524649, 848167453, 2025891914, 1967345973, 848167454, 848167455, 848167452]",retail,1,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77491692,"POLYGON ((8.2664852 49.965799, 8.2664829 49.9656472, 8.2668933 49.9656447, 8.2668955 49.9657965, 8.2664852 49.965799))",,,,,,,hewo Getränkevertriebs-Gmbh,,Mainz,DE,2a,55129,Robert-Koch-Straße,,,,"[912064174, 912064066, 912064123, 912064192, 912064174]",retail,,,,,,,,,,,,,,Hechtsheim,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77766824,"POLYGON ((8.2697342 49.9664654, 8.2693179 49.9664757, 8.2693251 49.9665955, 8.2694303 49.9665929, 8.2694381 49.9667233, 8.2696397 49.9667183, 8.2696363 49.9666611, 8.2697458 49.9666584, 8.2697342 49.9664654))",,,,,,,,,Mainz,DE,15,55129,Rheinhessenstraße,,,,"[914543263, 914543696, 914543813, 914543538, 914543575, 914543368, 914543456, 914543855, 914543263]",retail,3,,,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,77811230,"POLYGON ((8.2702766 49.9715702, 8.2704307 49.9715023, 8.2706581 49.9717158, 8.270504 49.9717837, 8.2702766 49.9715702))",,yes,,,,,,,Mainz,DE,1,55129,Curiestraße,,,,"[914864325, 914864399, 914865118, 914864607, 914864325]",retail,1,,,,,,0,,quadruple_saltbox,,,,,Hechtsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,78002698,"POLYGON ((8.2715601 49.9717453, 8.2716468 49.9717419, 8.2717822 49.9715861, 8.2717568 49.9715343, 8.271507 49.9715585, 8.2715316 49.9716412, 8.2715601 49.9717453))",,,,,,,,,Mainz,DE,131,55129,Neue Mainzer Straße,,,,"[916547536, 916547533, 1464991581, 916547543, 916547540, 916547534, 916547536]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79250168,"POLYGON ((8.2664804 50.0050452, 8.2664509 50.0050572, 8.2660989 50.0051999, 8.2660144 50.0051133, 8.2661478 50.0050584, 8.2664601 50.0049334, 8.2665223 50.0049945, 8.2665434 50.0050197, 8.2664804 50.0050452))",,,,,,,,,,,,,,,,,"[925662853, 925662867, 925662912, 1648557132, 1648557131, 925662870, 6782634774, 925662863, 925662853]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100009548,"POLYGON ((8.2158068 49.9985596, 8.2157793 49.9986737, 8.2155443 49.9986502, 8.2155274 49.9987202, 8.2152748 49.998695, 8.2152851 49.9986523, 8.2151923 49.9986431, 8.2152264 49.9985018, 8.2156246 49.9985414, 8.2158068 49.9985596))",,,,,,,REWE,,Mainz,,8,55124,Am Leichborn,,REWE,,"[1156289315, 1156289209, 1156289337, 1156289142, 1156289267, 1156289161, 1156289334, 1156289284, 1156289173, 1156289315]",retail,,Mo-Sa 08:00-22:00,supermarket,,,,,,,,,,,,REWE,Q16968817,de:Rewe (Markt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108125475,"POLYGON ((8.2295665 49.9695625, 8.2297558 49.9696861, 8.2296146 49.9697756, 8.2295633 49.9697421, 8.2294694 49.9698016, 8.2293314 49.9697115, 8.2295665 49.9695625))",,,,,,,,,Mainz,DE,4,55128,Haifa-Allee,,,,"[1241007435, 1241007448, 1241007437, 1241007421, 1241007408, 1241007358, 1241007435]",retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110454631,"POLYGON ((8.2467004 50.0126739, 8.2471279 50.0126924, 8.2471723 50.0122683, 8.2472389 50.0122712, 8.2472458 50.0122053, 8.2468198 50.0121869, 8.2468107 50.012274, 8.2467404 50.0122709, 8.24673 50.01237, 8.246739 50.0123704, 8.2467218 50.012535, 8.246715 50.0125347, 8.2467004 50.0126739))",,yes,,,,,,,Mainz,DE,7,55122,Hattenbergstraße,,,,"[1261349754, 1261349732, 1696858042, 1696858044, 1261349730, 1261349715, 6428583431, 6428583428, 6428583429, 6428583430, 1696858090, 1696858088, 1261349754]",retail,1,,,,,,1,,gabled,,,,,Neustadt,,Q151954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114013008,"POLYGON ((8.2408048 50.0065446, 8.2407195 50.0066237, 8.2411298 50.0068065, 8.2412152 50.0067273, 8.2408048 50.0065446))",,,,,,,,,,,,,,,,,"[1292127758, 1292128067, 1292127962, 1292127915, 1292127758]",retail,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116481522,"POLYGON ((8.2434186 50.0213993, 8.243677 50.0216774, 8.2438624 50.0216062, 8.243602 50.021326, 8.2436743 50.0212983, 8.2434648 50.0210728, 8.2432348 50.0211611, 8.2434463 50.0213886, 8.2434186 50.0213993))",,,,,,,Rheinwerkzeug,,,,,,,,,,"[1313030123, 1313030117, 1313030115, 1313030119, 1313030121, 1313030114, 1313030112, 2037617202, 1313030123]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116717346,"POLYGON ((8.3192402 49.9665941, 8.3194865 49.9666304, 8.3196005 49.9663105, 8.3193542 49.9662742, 8.3192402 49.9665941))",,,,,,,,,Mainz,DE,11,55130,Dammweg,,,,"[1315138515, 1315138519, 1315138522, 1315138518, 1315138515]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116717349,"POLYGON ((8.3188787 49.9667289, 8.3190647 49.966184, 8.3175735 49.9659527, 8.317366 49.9665173, 8.3184709 49.9666909, 8.318482 49.9666675, 8.3188787 49.9667289))",,,,,,,,,,,,,,,,,"[1315138511, 1315138516, 1315138521, 1315138512, 2055974928, 2055974927, 1315138511]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116717595,"POLYGON ((8.3197152 49.9727208, 8.3198265 49.9727787, 8.319683 49.9728928, 8.3195718 49.9728349, 8.3197152 49.9727208))",,,,,,,Weisenauer Ruderverein 1913 e.V.,,Mainz,DE,18,55130,Dammweg,,,,"[1315139312, 1315139313, 1315139311, 1315139314, 1315139312]",retail,1,,,,,,,,flat,,Q15134706,,,,,,,,https://www.wrv-1913.de/,,,,,,,info@wrv-1913.de,,,,+49 6131 881595,,,,,,,,,,,,,,,,,,,,,,,,,,sport,Ruderverein,rowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116841435,"POLYGON ((8.3143988 49.9645252, 8.3146992 49.9645537, 8.3147068 49.9645207, 8.3147824 49.9645278, 8.3148383 49.9642837, 8.3147453 49.9642749, 8.3147555 49.9642304, 8.3144724 49.9642036, 8.3143988 49.9645252))",,yes,,,,,Nahkauf,,Mainz,DE,67,55130,Oppenheimer Straße,,,,"[1316261237, 1316261203, 1316261227, 1316261217, 1316261242, 1316261224, 1316261205, 1316261235, 1316261237]",retail,,Mo-Sa 07:00-22:00,supermarket,,,,,,,,,,,,Nahkauf,Q57515238,de:Rewe (Markt),,https://www.rewe.de/marktseite/mainz/240431/rewe-markt-oppenheimer-str-67/,,,,,,,,,,,+49 6131 939800,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121475256,"POLYGON ((8.2732423 50.000068, 8.2733005 50.0000733, 8.2735449 50.0000852, 8.2736302 50.0000893, 8.2739215 50.0001022, 8.2739344 50.0000064, 8.2739446 49.9999765, 8.2739527 49.9999528, 8.2739683 49.9998611, 8.2739378 49.9998461, 8.2738424 49.9998211, 8.273821 49.9998181, 8.2737857 49.9998131, 8.2737476 49.9998034, 8.2737095 49.9997948, 8.2736334 49.9997792, 8.2735278 49.9997602, 8.2733886 49.9997369, 8.2733167 49.9998663, 8.2732508 49.9999848, 8.2732423 50.000068))",,,,,,,,,Mainz,,11-15,55116,Markt,,,,"[1359776616, 1671164419, 7902479303, 1671164423, 1359776614, 7893396418, 1671164406, 7893396417, 1359776613, 1671164398, 1671164396, 7902479306, 7902479307, 7893396421, 7893396415, 7893396420, 1671164393, 1359776604, 7902479304, 1365265327, 1359776616]",retail,6,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132467119,"POLYGON ((8.2444135 49.9718726, 8.2444137 49.971845, 8.2446235 49.9718457, 8.2446212 49.9721023, 8.2444102 49.9721015, 8.2444112 49.9719925, 8.2440007 49.9719909, 8.2440018 49.9718711, 8.2444135 49.9718726))",,,,,,,,,Mainz,DE,96,55128,Südring,,,,"[1457192242, 1457192252, 1457192253, 1457192256, 1457192258, 1457192238, 1457192239, 1457192255, 1457192242]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132921901,"POLYGON ((8.2767379 50.0017938, 8.276844 50.0018325, 8.2769556 50.0017054, 8.2768991 50.0016834, 8.276759 50.0016339, 8.2767293 50.0016663, 8.2768174 50.001693, 8.2767379 50.0017938))",,yes,,,,,,,Mainz,,3,55116,Jockel-Fuchs-Platz,,,,"[1462339996, 1462339997, 1462339993, 1462339991, 1424240442, 256169218, 1671133372, 1462339996]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toilette im UG mit Euroschlüssel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134199427,"POLYGON ((8.3106559 49.9525645, 8.3104792 49.9520071, 8.3109907 49.95194, 8.3110157 49.9520191, 8.3109217 49.9520315, 8.31107 49.9525001, 8.3109807 49.9525118, 8.3109997 49.9525721, 8.3107458 49.9526054, 8.3107298 49.9525548, 8.3106559 49.9525645))",,yes,,,,,EDEKA Deckenbach,,Mainz,DE,38,55130,Parkstraße,,,,"[1476013192, 1476013176, 1476013174, 1476013178, 1476013180, 1476013188, 1476013190, 1476013194, 1476013196, 1476013191, 1476013192]",retail,,Mo-Sa 08:00-20:00,supermarket,,,,,,,,,,,,EDEKA,Q701755,de:Edeka,,www.edeka.de/eh/s%C3%BCdwest/edeka-deckenbach-parktstr.-38/index.jsp,,,,,,,kundenservice@edeka-suedwest.de,,,,+49 6131 265010,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
