element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,denomination,name,phone,religion,service_times,website,wheelchair,geometry,created_by,building,wikidata,wikipedia,alt_name,start_date,source,note,addr:housename,baby_feeding,email,old_name,toilets:wheelchair,level,description,inscription,memorial,opening_hours,nodes,building:architecture,deanery,diocese,heritage,heritage:operator,historic,name:de,name:es,year_of_construction,building:colour,building:levels,height,roof:colour,roof:levels,roof:material,roof:shape,image,architect,architect:wikidata,building:material,fixme,parish,source:heritage,wikimedia_commons,name:fr,short_name,wheelchair:description,roof:orientation,name:en,contact:phone,contact:website,loc_name,roof:height,building:architect,operator,addr:suburb,designation,url,fax,language:it,source_date,air_conditioning,alt_name_1,alt_name_2,name:it,name:pl,internet_access,landuse,name:tr,name:ar,operator:website,name:etymology:wikidata,denomination:de,name:mk,place_of_worship:type,ways,name:ro,type
way,122461944,Mainz,DE,,,,place_of_worship,roman_catholic,St. Emmeran,,christian,,,no,"POLYGON ((8.2685245 50.0003166, 8.2684679 50.000337, 8.2685048 50.000374, 8.2684821 50.0004193, 8.2684245 50.0004407, 8.2682743 50.0004332, 8.2682504 50.0004069, 8.268193 50.0004289, 8.2681374 50.0003767, 8.2681507 50.00037, 8.2681148 50.0003319, 8.2681063 50.0003234, 8.2680708 50.0002865, 8.2680605 50.0002763, 8.2680106 50.0002303, 8.2679243 50.0001473, 8.2680048 50.000112, 8.2680368 50.0001014, 8.2680271 50.0000922, 8.2680391 50.0000861, 8.2680505 50.0000949, 8.2681409 50.000051, 8.2681296 50.0000419, 8.268145 50.0000349, 8.268156 50.000044, 8.2682179 50.0000118, 8.2683063 50.0000875, 8.2683834 50.0001687, 8.2685245 50.0003166))",,church,Q539851,de:St. Emmeran (Mainz),,,,,,,,,,,,,,,"[275978292, 1368388627, 7796094700, 1368388636, 1368388640, 1368388635, 1368388631, 1368388638, 1368388630, 1368388628, 6175355001, 6175355002, 6175354999, 6175355000, 5424621823, 1368388625, 5424621828, 6175354737, 6175355004, 6175355003, 6175355005, 6175354736, 6175354734, 6175354733, 6175354735, 1368388623, 5424621830, 5424621829, 275978292]",,Dekanat Mainz-Stadt,Bistum Mainz,4,gdke,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:EmmeranMainzChor%2BTurm2.JPG,,,,,,http://www.denkmallisten.gdke-rlp.de/Mainz.pdf,Category:St. Emmeran (Mainz),,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
way,122494490,Mainz,DE,,,,place_of_worship,roman_catholic,Antoniuskapelle,,christian,,,,"POLYGON ((8.2681663 50.0016182, 8.2683093 50.0015681, 8.2683595 50.0016234, 8.2684106 50.0016052, 8.2684454 50.0016504, 8.2684845 50.0016972, 8.2684678 50.001731, 8.2684804 50.0017498, 8.2684653 50.0017856, 8.26842 50.0018012, 8.26836 50.0017989, 8.2683281 50.0017762, 8.2681663 50.0016182))",,church,Q606463,de:Antoniterkapelle (Mainz),Armklarakirche,,,,,,,,,,,,,,"[263683289, 1368677292, 1781688000, 1781687997, 1781688010, 1781688012, 1781688015, 1368677294, 1368677295, 1368677297, 1368677298, 1368677296, 263683289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122560657,Mainz,DE,6,55130,Oppenheimer Straße,place_of_worship,protestant,Evangelische Kirche,,christian,,,,"POLYGON ((8.3118142 49.9613164, 8.3117512 49.9612431, 8.3116074 49.9612943, 8.3116704 49.9613676, 8.3118142 49.9613164))",,church,Q106544096,,,,,,,,,,,,,,,,"[1369202187, 1369202185, 1369202186, 1369202188, 1369202187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132847592,Mainz,DE,35,55130,An der Kirche,place_of_worship,catholic,Mariä Himmelfahrt,,christian,,http://www.pfarrei-weisenau.de/,,"POLYGON ((8.3003112 49.9839308, 8.3003245 49.9839369, 8.3002581 49.9839967, 8.3001948 49.9839676, 8.3001768 49.9839593, 8.3001143 49.9840153, 8.3000486 49.9839851, 8.300111 49.9839291, 8.300098 49.9839231, 8.3000286 49.9838912, 8.3000193 49.9838815, 8.3000183 49.9838688, 8.3000223 49.9838573, 8.3000326 49.9838471, 8.3000434 49.9838365, 8.3000588 49.9838306, 8.3000796 49.9838281, 8.3000949 49.9838314, 8.3001145 49.9838404, 8.3002583 49.9837096, 8.3002028 49.9836844, 8.3002773 49.9836167, 8.30031 49.9836315, 8.3004179 49.9835333, 8.300521 49.9835802, 8.3005756 49.983605, 8.3005867 49.9836595, 8.3006209 49.9836752, 8.3005547 49.9837346, 8.3005383 49.983727, 8.3003112 49.9839308))",,church,,,,,,,,,,,,,,,,,"[1461572328, 1635761632, 1635761645, 1635761637, 7499030622, 7499030620, 7499030619, 7499030621, 1635761630, 1635761619, 5814687659, 5817123997, 5817123998, 5817123999, 5817124000, 5817124001, 5817124002, 1461572326, 1635761609, 1635761583, 1461572318, 1635761564, 1635761565, 1461572311, 1461572305, 1461572312, 1461572317, 1461572321, 1635761593, 1635761591, 1461572328]",,,,,,,,,,#fbd050,,2.30,,,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146459809,Mainz,DE,,,,place_of_worship,roman_catholic,Gotthardkapelle,,christian,,,no,"POLYGON ((8.2733849 49.9990565, 8.2733726 49.9990924, 8.2733415 49.9991978, 8.2733398 49.9992035, 8.2735319 49.9992315, 8.2735482 49.9992333, 8.2735586 49.9992024, 8.2735994 49.9992093, 8.2736022 49.9992034, 8.27362 49.9992014, 8.2736333 49.999196, 8.2736411 49.9991879, 8.2736452 49.9991772, 8.2736425 49.9991658, 8.2736352 49.999157, 8.2736233 49.9991495, 8.2736262 49.9991392, 8.2735879 49.9991346, 8.2736028 49.9990868, 8.2735805 49.9990839, 8.2735765 49.9990935, 8.273552 49.9990901, 8.2735557 49.9990812, 8.2735077 49.9990737, 8.273504 49.9990817, 8.2734782 49.9990782, 8.2734806 49.9990692, 8.2734346 49.9990636, 8.2734306 49.9990726, 8.2734088 49.9990696, 8.2734118 49.9990603, 8.2733849 49.9990565))",,church,,de:Mainzer Dom,,,,,,,,,,,,,,,"[1597503680, 5820061970, 1671343392, 1597508061, 1597503684, 1597503685, 1616202394, 1616202395, 1616202393, 1616202392, 5831485355, 1616202390, 1616202388, 1616202386, 1616202384, 1597503682, 1156285675, 1616202379, 1616202375, 6175308287, 6175308285, 6175308286, 6175308288, 6175307783, 6175306035, 6175307782, 6175307784, 6175306034, 6175306031, 6175306032, 6175306033, 1597503680]",,Dekanat Mainz-Stadt,Bistum Mainz,,,,,,,,2,,,2,slate,hipped,https://commons.wikimedia.org/wiki/File:Gotthardkapelle_Mainz.jpg,,,sandstone,,,,Category:Gotthardkapelle (Mainz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148530986,Mainz,DE,,55116,,place_of_worship,roman_catholic,Kapuzinerkirche,,christian,,,no,"POLYGON ((8.2763668 49.9977164, 8.2763588 49.9977249, 8.27634 49.9977187, 8.2763329 49.9977256, 8.2762813 49.9977364, 8.2762678 49.9977321, 8.2762599 49.9977417, 8.276126 49.9976922, 8.2760521 49.9976662, 8.2760982 49.9976141, 8.2761151 49.9975931, 8.2761099 49.9975917, 8.2761811 49.9975071, 8.276195 49.9975118, 8.2762915 49.9975448, 8.2763171 49.9975738, 8.2763675 49.9975729, 8.276397 49.9975823, 8.2763885 49.9975925, 8.2764019 49.9975971, 8.2764174 49.9976283, 8.2764108 49.9976349, 8.2764317 49.9976429, 8.276421 49.9976556, 8.2764264 49.997658, 8.2764295 49.9976605, 8.2764311 49.9976636, 8.2764312 49.9976668, 8.2764297 49.9976699, 8.2764268 49.9976725, 8.2764242 49.9976739, 8.2764392 49.9976797, 8.2764079 49.9977131, 8.2763937 49.9977076, 8.2763938 49.9977108, 8.2763923 49.9977139, 8.2763894 49.9977165, 8.2763853 49.9977184, 8.2763806 49.9977194, 8.2763755 49.9977194, 8.2763708 49.9977183, 8.2763668 49.9977164))",,chapel,Q100724688,de:Maria Mater Dolorosa (Mainz),,,HiRes aerial imagery,,,,,,,,,,,,"[1617130871, 1617130886, 1617130881, 1617130888, 1616231402, 1617130890, 1617130892, 1616231378, 1616231376, 1617130841, 1617130839, 1617130835, 1616231347, 1617130807, 1616231352, 1616231358, 1616231372, 1617130831, 1617130837, 1616231397, 1617130844, 1617130848, 1616231400, 1617130849, 1617130850, 1617130851, 1617130852, 1617130854, 1617130856, 1617130858, 1617130860, 1617130862, 1617130869, 1617130867, 1617130868, 1617130870, 1617130873, 1617130878, 1617130885, 1617130884, 1617130875, 1617130871]",neo-romanesque,Dekanat Mainz-Stadt,Bistum Mainz,,,,,,,,,,,,,,,Clemens Rühl,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,
way,149268879,Mainz,DE,,,,place_of_worship,roman_catholic,Marienkapelle,,christian,,,no,"POLYGON ((8.2692561 49.9969376, 8.2692511 49.9969311, 8.2692364 49.9969352, 8.269234 49.9969306, 8.2692315 49.9969312, 8.2691974 49.9968831, 8.2691989 49.9968827, 8.2691961 49.9968792, 8.2692103 49.9968745, 8.269205 49.9968668, 8.2691916 49.9968705, 8.2691886 49.9968656, 8.2691774 49.9968687, 8.2691717 49.9968605, 8.2691602 49.9968639, 8.2691671 49.996873, 8.2690857 49.9968977, 8.2690791 49.9968885, 8.269069 49.9968912, 8.2690761 49.9969006, 8.2689954 49.9969254, 8.2689888 49.9969162, 8.2689793 49.9969187, 8.2689863 49.9969281, 8.2689044 49.9969525, 8.2688976 49.996943, 8.2688837 49.996947, 8.2688908 49.9969565, 8.2688786 49.9969599, 8.2688868 49.9969711, 8.2688715 49.9969764, 8.2688593 49.9969877, 8.2688559 49.9970007, 8.2688578 49.9970117, 8.2688641 49.9970187, 8.2688737 49.9970258, 8.2688859 49.9970308, 8.2689029 49.9970331, 8.2689161 49.9970329, 8.2689268 49.9970305, 8.2689334 49.9970407, 8.2689471 49.9970369, 8.2689619 49.997055, 8.268967 49.9970534, 8.2689847 49.9970722, 8.2690274 49.997059, 8.2690317 49.9970649, 8.2690415 49.9970619, 8.2690373 49.9970561, 8.2690718 49.9970452, 8.2690757 49.9970512, 8.2690854 49.9970484, 8.2690811 49.997042, 8.2691144 49.9970319, 8.2691185 49.9970376, 8.2691283 49.9970343, 8.2691249 49.9970286, 8.2691657 49.997016, 8.269171 49.9970212, 8.2691821 49.9970178, 8.2691594 49.9969956, 8.2692533 49.9969655, 8.2692462 49.9969554, 8.2692488 49.9969543, 8.2692438 49.9969479, 8.2692467 49.996947, 8.269243 49.9969416, 8.2692561 49.9969376))",,church,,,,,HiRes aerial imagery,,,,,,,,,,,,"[1622765257, 2130605574, 2130605576, 2130605573, 2130605575, 2130605554, 2130605553, 2130605551, 2130605550, 2130605546, 2130605548, 2130605545, 2130605547, 2130605544, 1622765230, 2130605549, 2130605559, 2130605555, 2130605556, 2130605561, 2130605571, 2130605566, 2130605569, 2130605572, 2130605584, 2130605579, 1622765262, 1622765277, 1622765298, 2130605587, 1622765302, 1622765309, 1622765332, 1622765339, 2130605594, 1622765353, 1622765358, 1622765403, 1622765409, 1622765392, 1622765361, 2130605604, 2130605619, 2130605618, 1622765448, 2130605623, 2130605625, 2130605624, 2130605620, 2130605607, 2130605617, 2130605614, 2130605606, 2130605599, 2130605605, 2130605603, 2130605598, 2130605593, 2130605595, 1622765342, 1622765306, 1622765301, 1622765296, 2130605585, 2130605583, 2130605582, 2130605578, 1622765257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,
way,155551498,Mainz,DE,4,55116,Liebfrauenstraße,place_of_worship,roman_catholic,Hoher Dom St. Martin zu Mainz,+49 6131 / 253-0,christian,"Mo-Sa 6:25, 7:00, 7:30, 8:15; Su 7:00, 8:00, 10:00, 11:30",http://www.mainz-dom.de,yes,"POLYGON ((8.2735074 49.9985872, 8.2734781 49.9986667, 8.2734743 49.9986778, 8.273471 49.9986874, 8.2734164 49.9986786, 8.2733148 49.9986582, 8.2732099 49.9986352, 8.2730706 49.9985998, 8.2730168 49.9987827, 8.2730268 49.9988992, 8.2733053 49.9990433, 8.2733287 49.9990468, 8.2733253 49.9990575, 8.2733569 49.9990621, 8.2733605 49.9990526, 8.2733849 49.9990565, 8.2734118 49.9990603, 8.2734088 49.9990696, 8.2734306 49.9990726, 8.2734346 49.9990636, 8.2734806 49.9990692, 8.2734782 49.9990782, 8.273504 49.9990817, 8.2735077 49.9990737, 8.2735557 49.9990812, 8.273552 49.9990901, 8.2735765 49.9990935, 8.2735805 49.9990839, 8.2736028 49.9990868, 8.2736129 49.9990882, 8.2736211 49.9990655, 8.2736513 49.9990698, 8.2736477 49.9990804, 8.2736659 49.999083, 8.2736699 49.9990714, 8.2737172 49.9990781, 8.2737115 49.9990928, 8.2737237 49.999094, 8.2737414 49.9990961, 8.2737474 49.9990823, 8.2737656 49.9990849, 8.2738558 49.9990975, 8.2738522 49.9991105, 8.2738617 49.9991117, 8.2738802 49.9991144, 8.2738845 49.9991015, 8.2739323 49.9991082, 8.2739299 49.9991159, 8.2739472 49.9991181, 8.2739495 49.9991106, 8.2739977 49.9991174, 8.2739945 49.9991256, 8.2740129 49.9991283, 8.2740151 49.9991198, 8.2740271 49.9991218, 8.2740684 49.9991273, 8.2740657 49.9991361, 8.2740812 49.999138, 8.2740833 49.9991294, 8.2741422 49.9991377, 8.2741389 49.9991448, 8.2741508 49.9991466, 8.274154 49.9991393, 8.274212 49.9991475, 8.2742087 49.9991543, 8.2742214 49.9991565, 8.2742232 49.999149, 8.2742961 49.9991592, 8.2743062 49.9991297, 8.2744543 49.9991497, 8.2744521 49.999158, 8.2744533 49.9991665, 8.274457 49.9991737, 8.274467 49.999183, 8.2744743 49.999187, 8.2744857 49.9991912, 8.2744992 49.9991931, 8.2745115 49.9991948, 8.2745288 49.9991894, 8.274537 49.999186, 8.2745441 49.9991817, 8.2745531 49.9991725, 8.2745568 49.9991637, 8.2745678 49.9991651, 8.2745984 49.9990713, 8.2746181 49.9990741, 8.2746373 49.9990738, 8.2746529 49.9990712, 8.2746793 49.9990632, 8.2747035 49.9990505, 8.2747244 49.999035, 8.2747371 49.9990198, 8.2747438 49.9989997, 8.2747451 49.9989825, 8.2747419 49.9989687, 8.2747375 49.9989542, 8.2747235 49.9989385, 8.2747044 49.998923, 8.2746743 49.9989126, 8.2746517 49.9989094, 8.2746736 49.9988439, 8.2746778 49.9988314, 8.2746629 49.9988294, 8.2746668 49.9988254, 8.2746725 49.9988151, 8.2746731 49.998804, 8.2746696 49.9987952, 8.2746628 49.9987872, 8.274651 49.9987796, 8.274641 49.9987758, 8.2746299 49.9987734, 8.2746168 49.9987726, 8.2746037 49.9987737, 8.2745932 49.9987762, 8.2745838 49.99878, 8.274575 49.9987855, 8.2744305 49.9987633, 8.274362 49.9987537, 8.2743654 49.9987438, 8.274351 49.9987418, 8.2743476 49.9987517, 8.2742952 49.9987443, 8.2742987 49.9987342, 8.2742778 49.9987313, 8.2742743 49.9987414, 8.2742253 49.9987345, 8.2742289 49.9987239, 8.2742057 49.9987206, 8.2742022 49.9987313, 8.2741534 49.9987245, 8.274157 49.9987139, 8.2741397 49.9987115, 8.2741361 49.998722, 8.2740856 49.9987149, 8.2740889 49.9987052, 8.2740702 49.9987025, 8.2740669 49.9987123, 8.2740149 49.998705, 8.2740177 49.9986967, 8.2740035 49.9986946, 8.2740006 49.998703, 8.2739332 49.998694, 8.2739593 49.9986853, 8.2739677 49.9986621, 8.2739547 49.9986429, 8.2739442 49.9986415, 8.2739495 49.9986284, 8.2739622 49.9986305, 8.2739692 49.9986148, 8.2739567 49.9986128, 8.2739463 49.9986119, 8.2737318 49.9985816, 8.2737149 49.9985795, 8.2737019 49.9986159, 8.273671 49.9986111, 8.2736764 49.9985965, 8.2736415 49.9985912, 8.2736361 49.9986058, 8.2736021 49.9986006, 8.2736072 49.9985869, 8.2735814 49.9985829, 8.2735763 49.9985968, 8.2735353 49.9985905, 8.2735398 49.9985784, 8.2735116 49.9985741, 8.2735074 49.9985872))",,cathedral,Q666960,de:Mainzer Dom,Mainzer Dom,1. Februar 1009,local_knowledge;http://www.mainz-dom.de,,,,kontakt@bistum-mainz.de,,,,,,,"Mar 01-Oct 31: Mo-Fr 09:00-18:30; Sa 09:00-16:00; Su 12:45-15:00,16:00-18:30; Nov 01-Feb 29: Mo-Fr 09:00-17:00; Sa 09:00-16:00; Su 12:45-15:00,16:00-17:00; PH off","[588517516, 1156285753, 1597589994, 257310227, 5831490652, 257310230, 1156285723, 4728576277, 4696278661, 4696278660, 1156285658, 6175306026, 6175306028, 6175306027, 6175306029, 1597503680, 6175306033, 6175306032, 6175306031, 6175306034, 6175307784, 6175307782, 6175306035, 6175307783, 6175308288, 6175308286, 6175308285, 6175308287, 1616202375, 2180575183, 257310232, 5693188903, 6175308292, 6175306045, 5693188902, 5693188901, 5693188899, 1597503677, 5693188898, 5693188900, 1597503678, 5693188896, 5693188895, 5832860542, 5834213317, 5693188897, 5693187006, 5834213312, 5834213313, 5693187005, 5693187002, 5693187000, 5693186999, 5693187001, 5834213318, 5693186998, 5693188885, 5693188884, 5693186997, 5693188893, 5693188887, 5693188886, 5693188892, 1597508060, 5693188891, 5693188888, 5693188890, 257310204, 2180575190, 2180575193, 5834213303, 2180575194, 2180575196, 2180575198, 5834213302, 2180575199, 2180575201, 1616202391, 2180575200, 5834213304, 1616202389, 2180575197, 5831485363, 5831485359, 257310172, 2180575182, 2180575181, 257310175, 1156285664, 2180575177, 257310180, 2180575173, 257310189, 2180575169, 1156285642, 2180575165, 1156285643, 1616202368, 2180575158, 257310202, 257310210, 2180575117, 2180575115, 1616587568, 1616587566, 1616587564, 5834213308, 1616587562, 1616587560, 5834213307, 1616587557, 5834213306, 1616587556, 5834213305, 1616587558, 1156244992, 1156245006, 5693188907, 5831485498, 5831485497, 5693188906, 5693188911, 5831485496, 5831485495, 5693188908, 5693188909, 5831485494, 5831485493, 5693188910, 5693187020, 5831485492, 5831485491, 5693188912, 5693187017, 5831485490, 5831485489, 5693188913, 5693187018, 5831485488, 5831485487, 5693187019, 6175308293, 6175308294, 6175308295, 6175308296, 5831485380, 6175308341, 6175308340, 6175308339, 6175306078, 1156285661, 1156245144, 6175308290, 6175308289, 5693190524, 5693190521, 5693190522, 5693190523, 5693188914, 5693190525, 5693190526, 5693188915, 5693188916, 5693188917, 5693188918, 588517516]",romanesque;gothic;baroque,Dekanat Mainz-Stadt,Bistum Mainz,4,gdke,,Hoher Dom St. Martin zu Mainz,,,#d49782,,,,,slate,,https://commons.wikimedia.org/wiki/File:Cathedral_(Mainz)_2.jpg,,,sandstone,,Pfarrei Dom St. Martin und St. Quintin,http://www.denkmallisten.gdke-rlp.de/Mainz.pdf,Category:Mainz Cathedral,Cathédrale Saint-Martin de Mayence,,"Haupteingang und Kreuzgang zugänglich, Gotthard Kappelle und wenige Seitenräume mit Stufen",,St. Martin's Cathedral,,,,,,,,,,+49 6131 / 253-401,,,no,Hoher Dom St. Martin,Domkirche St. Martin und St. Stefan,Duomo di Magonza,Katedra w Moguncji,,,,,,,,,,,,
way,166755381,,,,,,place_of_worship,protestant,Friedenskirche,,christian,,,,"POLYGON ((8.2239588 50.0190595, 8.2236175 50.0189861, 8.2236089 50.0190027, 8.2235351 50.0189868, 8.2236627 50.0187406, 8.2238053 50.0187713, 8.2237437 50.0188903, 8.2240161 50.0189488, 8.2239588 50.0190595))",,church,Q1456816,de:Friedenskirche (Mainz),,,,,,,,,,,,,,,"[1781981508, 1781981504, 1781981507, 1781981505, 1781981496, 1781981497, 1781981500, 1781981501, 1781981508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,169684498,Mainz,DE,39a,55131,Berliner Straße,place_of_worship,roman_catholic,Sankt Jakobus,,christian,,,,"POLYGON ((8.26635 49.9786245, 8.2664223 49.9786051, 8.2664646 49.9786702, 8.2664925 49.9786627, 8.2665652 49.9786432, 8.2665214 49.9785757, 8.2666037 49.9785536, 8.2665236 49.9784304, 8.2662685 49.9784989, 8.26635 49.9786245))",,church,,,,,yahoo sat,,,,,,,,,,,,"[603365371, 1808501242, 1808501238, 1808501241, 1808501239, 1808501237, 603365381, 603365378, 603365370, 603365371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183180741,Mainz,DE,24,55130,Hopfengartenstraße,place_of_worship,protestant,Evangelische Gustav-Adolf-Kirche,,christian,,,,"POLYGON ((8.29937 49.9811363, 8.2993829 49.9811494, 8.2994574 49.9811191, 8.2993588 49.9810188, 8.2992883 49.9810475, 8.2992763 49.9810353, 8.2990075 49.9811447, 8.2990355 49.9811732, 8.2989633 49.9812025, 8.2990173 49.9812574, 8.299092 49.981227, 8.2991077 49.9812429, 8.29937 49.9811363))",,church,,,,,,,,,,,,,,,,,"[1935497184, 1935497188, 1935497182, 1935497170, 1935497176, 1935497172, 1935497186, 1935497193, 1935497195, 1935497200, 1935497196, 1935497198, 1935497184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183300347,Mainz,DE,31,55130,Wormser Straße,place_of_worship,,Weisenauer Synagoge,,jewish,,,,"POLYGON ((8.2985946 49.985683, 8.298678 49.9856219, 8.2986059 49.9855812, 8.2985777 49.9855653, 8.2984943 49.9856263, 8.2985946 49.985683))",,detached,Q1000145,,,,HiRes aerial imagery,,,,,,,,,,,,"[1936716871, 1936716868, 2132417070, 1936716866, 1936716869, 1936716871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,
way,192653099,Mainz,DE,44,55131,An der Goldgrube,place_of_worship,roman_catholic,St. Alban,,christian,,http://dcms.bistummainz.de/bm/dcms/sites/pfarreien/dekanat-mainz-stadt/pvpg/pg_mzob/index.html,,"POLYGON ((8.2768089 49.9875457, 8.2768924 49.9872819, 8.2768512 49.9872765, 8.2768802 49.9871846, 8.2767433 49.9871667, 8.2767153 49.9872555, 8.2766573 49.987248, 8.276573 49.9875149, 8.2768089 49.9875457))",,church,,,,,,,,,,,,,,,,,"[2031961713, 6769867697, 2031961708, 6769867698, 6769867700, 6769867699, 2031961704, 2031961710, 2031961713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193041503,Mainz,DE,11,55120,An der Wieslücke,place_of_worship,sunni,Masjid Attauba,,muslim,,,,"POLYGON ((8.2188401 50.0242501, 8.2187652 50.0241533, 8.2186137 50.0242017, 8.2186879 50.0242974, 8.2186586 50.0243068, 8.2187526 50.0244282, 8.2189504 50.0243649, 8.2188572 50.0242446, 8.2188401 50.0242501))",,mosque,,,,2008,,,,,,,,,,,,,"[2273918049, 2035711379, 2035711381, 2035711388, 2035711390, 2035711395, 2035711392, 2035711383, 2273918049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marokkanischer Arbeiterverein Mainz e.V.,,,,,,,,,,,,,,,,,,,,,,,
way,193130618,,,,,,place_of_worship,catholic,,,christian,,,,"POLYGON ((8.2743725 49.9641147, 8.2742366 49.9640503, 8.2742334 49.963981, 8.2741272 49.963979, 8.2741866 49.9638413, 8.2742553 49.9638433, 8.2742756 49.963776, 8.2742522 49.9637699, 8.2743069 49.9636795, 8.2746256 49.9637629, 8.2745615 49.9638513, 8.2743944 49.9638151, 8.2743553 49.9638433, 8.2743397 49.9640011, 8.2744506 49.9640574, 8.2743725 49.9641147))",,church,,,,,,,,,,,,,,,,,"[2036472582, 2036472576, 2036472570, 2036472568, 2036472560, 2036472562, 2036472556, 2036472554, 2036472549, 2036472551, 2036472566, 2036472558, 2036472564, 2036472573, 2036472579, 2036472582]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195599342,Mainz,DE,54,55122,Am Fort Gonsenheim,place_of_worship,roman_catholic,Jugendhaus Don Bosco - Kapelle,,christian,,,yes,"POLYGON ((8.2374482 50.0012477, 8.2374806 50.0011052, 8.2373002 50.0010938, 8.23727 50.0012316, 8.2374315 50.001246, 8.2374482 50.0012477))",,yes,,,,,,,,,,,,,,,,,"[2060189015, 2060188979, 2060188973, 3401506767, 839107123, 2060189015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195645478,,,33-35,55122,Am Judensand,place_of_worship,roman_catholic,St. Rabanus Maurus,,christian,"""Jeden Zweiten Sonntag"" 10:00-11:00",,no,"POLYGON ((8.2428766 50.0062458, 8.2429103 50.0062136, 8.2428344 50.0061816, 8.242841 50.0061753, 8.2427032 50.0061152, 8.2426941 50.0061238, 8.2425713 50.0060702, 8.2425773 50.0060645, 8.2424922 50.0060274, 8.2424553 50.0060623, 8.2423175 50.0061931, 8.2426947 50.0063573, 8.2426715 50.0063792, 8.2427174 50.0063982, 8.2427397 50.0063769, 8.2428766 50.0062458))",,church,Q15638716,de:St. Rabanus Maurus (Mainz),,1965,,,,,,,,,,,,,"[2060698767, 6735601085, 6735601086, 6735601089, 6735601088, 6735601087, 6735601095, 6735601090, 2060698763, 6735601094, 2060698765, 6735601092, 6735601091, 3562277560, 6735601093, 2060698767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.bistummainz.de/pfarreien/dekanat-mainz-stadt/pvpg/pg_hart/index.html,,,,yes,,,,,no,,,,,,,,,,,
way,195654830,Mainz,,71,55122,Mombacher Straße,place_of_worship,,Eyüp Sultan Camii,,muslim,,,,"POLYGON ((8.2483286 50.0067807, 8.248355 50.006763, 8.248651 50.0065639, 8.2484878 50.0064666, 8.2482798 50.0063421, 8.2479678 50.0065635, 8.2483286 50.0067807))",,,,,,,,,,,,,,,,,,,"[2060775865, 10923580682, 2060775854, 8893381397, 2060775841, 2060775856, 2060775865]",,,,,,,Eyüp-Sultan-Moschee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,Eyüp Sultan Camii,,,,,,,,,
way,195654842,,,,,,place_of_worship,sunni,Al Nur Moschee,,muslim,,,,"POLYGON ((8.249333 50.0064504, 8.249455 50.0063807, 8.2492641 50.0062426, 8.2491425 50.0063128, 8.249333 50.0064504))",,mosque,,,,,,,,,,,,,,,,,"[2060775847, 2060775839, 2060775831, 2060775834, 2060775847]",,,,,,,Al Nur Moschee,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arab Nil Verein e. V.,,,,,,,,,,,,,,,مسجد النور,http://www.alnur.de,,,,,,,
