element_type,osmid,geometry,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,nodes,building,name,opening_hours,operator,phone,shop,website,wheelchair,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,internet_access,payment:contactless,addr:country,building:levels,opening_hours:covid19,payment:cash,roof:material,height,roof:shape,fee,parking,roof:levels,noaddress,cuisine,takeaway,currency:EUR,currency:USD,fax,indoor_seating,outdoor_seating,toilets:wheelchair,opening_hours:signed,changing_table,check_date,toilets,source,branch,organic,closed:name,closed:shop,building:colour,building:parts,wikidata,alt_name,start_date,note
way,102272196,"POLYGON ((7.7170311 49.4424623, 7.7164774 49.4423745, 7.7161945 49.4431278, 7.7167482 49.4432157, 7.7170311 49.4424623))",,Kaiserslautern,44,67663,Merkurstraße,,"[1180605250, 1180604953, 1180605424, 1180605111, 1180605250]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103144898,"POLYGON ((7.7635611 49.439219, 7.7634811 49.4392998, 7.7635296 49.4393201, 7.7634996 49.4393504, 7.7635447 49.4393693, 7.7635584 49.4393555, 7.7636626 49.4393992, 7.763759 49.4393019, 7.7635611 49.439219))",,Kaiserslautern,58,67655,Pirmasenser Straße,restaurant,"[1190957689, 1190957367, 1190957533, 1190958301, 1190957913, 1190958938, 1190957009, 1190959773, 1190957689]",retail,Zur Wackenmühle,"Mo,We-Fr 11:00-13:30,17:00-22:00; Sa 17:00-18:00+; Su 11:00-14:00,17:00-18:00+",,,,,no,,,,,,,DE,2,,,,,,,,1,,german,,,,,,,,,,,,,,,,,,,,,,
way,103400085,"POLYGON ((7.767524 49.4377645, 7.7677707 49.4378169, 7.7677842 49.4377901, 7.7677939 49.4377709, 7.7677961 49.4377665, 7.7675493 49.4377141, 7.767524 49.4377645))",,,,,,pub,"[1193996422, 1193996469, 1857928982, 4396687860, 1193995979, 1193995867, 1193996422]",retail,Zack Zack,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104122195,"POLYGON ((7.7782955 49.4399013, 7.7791646 49.4400697, 7.7792639 49.4398531, 7.7791321 49.4398275, 7.7791503 49.4397879, 7.7789286 49.439745, 7.7789105 49.4397845, 7.7784726 49.4396996, 7.7784028 49.4398518, 7.7783251 49.4398368, 7.7782955 49.4399013))",,Kaiserslautern,60,67655,Augustastraße,,"[1201451768, 1201452884, 1201452560, 1201451897, 1201451408, 1201452728, 1201452095, 1201451546, 1201453473, 1201452223, 1201451768]",retail,Lidl,Mo-Sa 08:00-21:00,,,supermarket,,yes,Lidl,Q151954,en:Lidl,2022-12-21,,yes,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
way,104497622,"POLYGON ((7.7784293 49.4477258, 7.7780882 49.4479242, 7.7783228 49.4480947, 7.7783727 49.4480656, 7.7785033 49.4480821, 7.7787346 49.4479476, 7.7784293 49.4477258))",,Kaiserslautern,13,67655,Mannheimer Straße,,"[1205660295, 1205660244, 1205660009, 1205659680, 1205660124, 1205660021, 1205660295]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497645,"POLYGON ((7.7770389 49.4496111, 7.7770627 49.449523, 7.7772603 49.4495491, 7.7772975 49.4494124, 7.7774968 49.449438, 7.7778591 49.4494845, 7.77782 49.4496171, 7.7778037 49.449671, 7.777793 49.4497051, 7.7770389 49.4496111))",,Kaiserslautern,4,67657,Gersweilerweg,,"[1205660030, 1205660371, 1205659843, 1205660147, 8644199231, 1205660086, 8644199227, 8644199228, 1205660052, 1205660030]",retail,Netto Marken-Discount,Mo-Sa 07:00-21:00,Netto Marken-Discount Stiftung & Co. KG,,supermarket,https://www.netto-online.de,yes,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497663,"POLYGON ((7.7803823 49.4489968, 7.7800911 49.4491749, 7.7802146 49.4492602, 7.7804446 49.4491195, 7.7804698 49.4491309, 7.7805006 49.4491315, 7.7805255 49.4491176, 7.780708 49.4492464, 7.780839 49.4491662, 7.7805483 49.4489654, 7.7804362 49.449034, 7.7803823 49.4489968))",,Kaiserslautern,30,67657,Mainzer Straße,,"[1205660277, 1205660041, 1205660231, 1205660073, 1205660176, 1205660006, 1205660401, 1205659857, 1205659649, 1205659994, 1205659895, 1205660277]",retail,,,,,,,,,,,,,,DE,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
way,104497687,"POLYGON ((7.7775458 49.4474959, 7.7774594 49.4475461, 7.7774732 49.4475577, 7.7778973 49.4478642, 7.778028 49.4479592, 7.7780882 49.4479242, 7.7784293 49.4477258, 7.7779584 49.4473836, 7.777802 49.4474746, 7.7778588 49.4475158, 7.7777963 49.4475522, 7.7778735 49.4476082, 7.7777774 49.4476641, 7.7775458 49.4474959))",,Kaiserslautern,11,67655,Mannheimer Straße,,"[1204297158, 1205659916, 1205660134, 1205660325, 1205659648, 1205660244, 1205660295, 1204296888, 1204296988, 1204297130, 1204297062, 1204296948, 1204297207, 1204297158]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104497716,"POLYGON ((7.7800392 49.4488087, 7.7798101 49.4489447, 7.7800621 49.4491241, 7.7802913 49.448988, 7.7800392 49.4488087))",,Kaiserslautern,28,67657,Mainzer Straße,,"[1205659932, 1205659862, 1205660195, 1205660117, 1205659932]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104510331,"POLYGON ((7.7412176 49.4405226, 7.7412936 49.4405422, 7.7412859 49.4405549, 7.7413562 49.4405731, 7.7413631 49.4405617, 7.7415031 49.4405979, 7.741565 49.4404967, 7.7414114 49.4404569, 7.7414192 49.4404441, 7.7412866 49.4404098, 7.7412176 49.4405226))",,Kaiserslautern,208,67663,Pariser Straße,fast_food,"[1205778957, 1205778913, 1205778986, 1205779002, 1205779041, 1205778991, 1205778974, 1205779033, 1205778967, 1205779006, 1205778957]",retail,Burger King,"Mo-Th,Su 10:00-24:00; Fr-Sa 10:00-02:00",,,,,limited,Burger King,Q177054,en:Burger King,,,,,,,,,,,,,,,burger,yes,,,,,,,,,,,,,,,,,,,,,
way,105146252,"POLYGON ((7.7786305 49.4446441, 7.7786503 49.4447218, 7.7787756 49.4447083, 7.7787558 49.4446306, 7.7786305 49.4446441))",,,,,,,"[1211836347, 1211836137, 1211836771, 1211835864, 1211836347]",retail,Lober,"Mo-Fr 06:00-20:00; Sa 07:30-21:00; Su 08:00-13:00,17:00-21:00",,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106369349,"POLYGON ((7.7849945 49.4443193, 7.7855527 49.4444827, 7.7856687 49.4443152, 7.785734 49.4443343, 7.7857886 49.4442554, 7.7851651 49.4440729, 7.7850819 49.4441931, 7.7849945 49.4443193))",,Kaiserslautern,42,67655,Altenwoogstraße,,"[1224118993, 1224118396, 1224118577, 1224118307, 1224118801, 1224118923, 1224118369, 1224118993]",retail,PENNY,Mo-Sa 07:30-22:00,,,supermarket,,yes,PENNY,Q284688,en:Penny (supermarket),,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106749932,"POLYGON ((7.7533932 49.4430149, 7.7534686 49.4430229, 7.7534824 49.4429678, 7.7534071 49.4429598, 7.7533932 49.4430149))",,,,,,fast_food,"[1227778947, 1227781947, 1227779240, 1227782262, 1227778947]",retail,Thai Chili House,,,,,,,,,,,,,,,,,,,,,,,,thai,yes,,,,,,,,,,,,,,,,,,,,,
way,107424929,"POLYGON ((7.7954439 49.4475286, 7.7959473 49.4472407, 7.7961556 49.4474025, 7.7962181 49.4473685, 7.7962896 49.447424, 7.7957171 49.4477304, 7.7954439 49.4475286))",,Kaiserslautern,21,67657,Mennonitenstraße,,"[1234664346, 1234664345, 1602141135, 1602141120, 7326741507, 1234664343, 1234664346]",retail,Lidl,Mo-Sa 08:00-21:00,,,supermarket,,yes,Lidl,Q151954,en:Lidl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107424930,"POLYGON ((7.7949581 49.4467614, 7.7950439 49.4468293, 7.7950638 49.4468187, 7.7950942 49.4468428, 7.7950787 49.4468511, 7.7951636 49.4469184, 7.7952724 49.4468603, 7.7952564 49.4468477, 7.7952918 49.4468288, 7.7953105 49.4468436, 7.7954155 49.4467876, 7.7953277 49.446718, 7.795298 49.4467338, 7.7952693 49.4467111, 7.7952931 49.4466984, 7.7952074 49.4466304, 7.7951 49.4466877, 7.7951125 49.4466976, 7.795077 49.4467166, 7.795063 49.4467055, 7.7949581 49.4467614))",,Kaiserslautern,87,67657,Donnersbergstraße,,"[1234664340, 2363051411, 2363051409, 2363051412, 2363051416, 1234664344, 2363051418, 2363051415, 2363051410, 2363051414, 1234664342, 2363051404, 2363051406, 2363051402, 2363051400, 1234664347, 2363051398, 2363051399, 2363051403, 2363051401, 1234664340]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108381072,"POLYGON ((7.7911348 49.4505066, 7.7916211 49.4507361, 7.7913806 49.4509515, 7.7912166 49.4508742, 7.7911652 49.4509202, 7.790908 49.4507989, 7.7911178 49.450611, 7.7910526 49.4505802, 7.7911348 49.4505066))",,Kaiserslautern,96,67657,Friedenstraße,,"[1243748688, 1243748680, 9267713348, 9267713343, 9267713340, 1234517533, 9267713341, 9267713342, 1243748688]",retail,Netto Marken-Discount,Mo-Sa 07:00-21:00,Netto Marken-Discount Stiftung & Co. KG,,supermarket,https://www.netto-online.de,yes,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109079424,"POLYGON ((7.7811778 49.4495116, 7.7810243 49.4493895, 7.7808745 49.4494684, 7.7808926 49.4496363, 7.7810771 49.44971, 7.7811502 49.4496318, 7.7810304 49.4495877, 7.7811778 49.4495116))",,Kaiserslautern,36,67657,Mainzer Straße,,"[630736579, 630736575, 1249830777, 1249830581, 1249829802, 1249830511, 1249830071, 630736579]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113688736,"POLYGON ((7.749577 49.4521798, 7.7494618 49.4521688, 7.7494816 49.4520637, 7.7495665 49.4520256, 7.7496204 49.4520251, 7.7496398 49.4520252, 7.749577 49.4521798))",,,,,,fast_food,"[1288892754, 1288893342, 1934990856, 1288893450, 7287927956, 1288892594, 1288892754]",retail,Öz-Kebaphaus,"Mo-Sa 11:00-23:00; Su, PH 12:00-22:00",,,,,,,,,,no,,,,,,,,,,,,,kebab,yes,,,,,yes,,,,,,,,,,,,,,,,
way,114084645,"POLYGON ((7.7382308 49.442337, 7.7379124 49.4422748, 7.7381405 49.4417809, 7.7383796 49.4418276, 7.7385335 49.4418577, 7.7383272 49.4423044, 7.7382525 49.4422898, 7.7382308 49.442337))",,Kaiserslautern,40,67659,Vogelwoogstraße,,"[1292971176, 1292971025, 1292971200, 1292971030, 1292971397, 1292971053, 1292971007, 1292971176]",retail,Lidl,Mo-Sa 07:00-22:00,,,supermarket,,,Lidl,Q151954,en:Lidl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,155782145,"POLYGON ((7.7460295 49.4431616, 7.7462538 49.4430193, 7.7462784 49.4430037, 7.7464923 49.4431463, 7.7460361 49.4434358, 7.7458821 49.4433332, 7.7459161 49.4433116, 7.7458561 49.4432716, 7.7460295 49.4431616))",,Kaiserslautern,8,67659,Berliner Straße,,"[1681452858, 1681452792, 1681452784, 1681452850, 1681453014, 1681452953, 1681452940, 1681452925, 1681452858]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netto,supermarket,,,,,,
way,159089801,"POLYGON ((7.7712132 49.4336168, 7.7712666 49.4335474, 7.7710168 49.4334661, 7.7709634 49.4335356, 7.7712132 49.4336168))",,Kaiserslautern,12,67663,Bremerstraße,,"[1711884240, 1711884233, 1711884229, 1711884232, 1711884240]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,176693971,"POLYGON ((7.7815862 49.4309474, 7.7820852 49.4309444, 7.7820807 49.4306231, 7.7815817 49.430626, 7.7815862 49.4309474))",,Kaiserslautern,2,67663,St.-Quentin-Ring,,"[1871729275, 1871729271, 1871729242, 1871729245, 1871729275]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,185102746,"POLYGON ((7.7257382 49.4299657, 7.7257375 49.4298034, 7.7257168 49.4298035, 7.7257166 49.4297674, 7.7257165 49.4297255, 7.7257163 49.4296829, 7.7260449 49.4296823, 7.7260451 49.4297297, 7.7260466 49.4300937, 7.7257479 49.4300942, 7.725718 49.4300943, 7.7257178 49.4300512, 7.7257175 49.4299658, 7.7257382 49.4299657))",,Kaiserslautern,154,67663,Leipziger Straße,,"[1956828459, 1956828429, 1956828430, 1956828422, 1956828409, 1956828397, 1956828392, 1956828411, 1956828490, 1956828491, 1956828492, 1956828483, 1956828460, 1956828459]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,221516312,"POLYGON ((7.7304279 49.4396629, 7.7304362 49.4396856, 7.7304197 49.4396985, 7.7303906 49.4397043, 7.7303239 49.4396789, 7.7302898 49.439666, 7.7303187 49.4396339, 7.7303271 49.4396245, 7.7304279 49.4396629))",,,,,,,"[2305443263, 2305443270, 2305443273, 2305443274, 2305443267, 2305443264, 2305443262, 2305443258, 2305443263]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258877227,"POLYGON ((7.7403642 49.4323622, 7.7392391 49.4320466, 7.7392068 49.4321005, 7.7390878 49.4320695, 7.7390088 49.4321816, 7.738981 49.432224, 7.7390217 49.4322858, 7.739239 49.4323462, 7.7392229 49.4323707, 7.7394033 49.4324208, 7.7394187 49.4323974, 7.7401987 49.4326141, 7.7403642 49.4323622))",,Kaiserslautern,28,67663,Hohenecker Straße,,"[2641889062, 2641889039, 1225356720, 1225356758, 2641889048, 2641889050, 2641889053, 2641889055, 2641889065, 2641889069, 2641889067, 2641889071, 2641889062]",retail,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,321841430,"POLYGON ((7.7544349 49.4336983, 7.7547534 49.4335923, 7.7548118 49.4335728, 7.7547354 49.4334758, 7.754677 49.4334953, 7.7544466 49.4332026, 7.7541282 49.4333086, 7.7543717 49.433618, 7.7544349 49.4336983))",,Kaiserslautern,4,67663,Carl-Euler-Straße,,"[3286092436, 3286092435, 3286092434, 3286092432, 3286092433, 770923952, 770923953, 1147134525, 3286092436]",retail,Netto Marken-Discount,Mo-Sa 07:00-21:00,Netto Marken-Discount Stiftung & Co. KG,,supermarket,https://www.netto-online.de,yes,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,2,,,concrete,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325697632,"POLYGON ((7.7789517 49.4491541, 7.7788723 49.4492416, 7.7789431 49.4492687, 7.7790054 49.4492926, 7.7790647 49.4493154, 7.7789673 49.4494227, 7.7789128 49.4494828, 7.778956 49.4494993, 7.7789807 49.4495088, 7.7790017 49.4494857, 7.7791522 49.4493199, 7.7794221 49.4494234, 7.7794516 49.4494347, 7.7794698 49.4494147, 7.7795547 49.4494472, 7.7795365 49.4494673, 7.7795929 49.4494889, 7.7796111 49.4494689, 7.7796909 49.4494995, 7.7796728 49.4495195, 7.7797027 49.449531, 7.7796462 49.4495933, 7.7796941 49.4496117, 7.7798105 49.4494835, 7.7795115 49.4493688, 7.7790802 49.4492034, 7.7790104 49.4491766, 7.7789517 49.4491541))",,Kaiserslautern,27,67657,Mainzer Straße,,"[4829677162, 3323152357, 3323152358, 3323152360, 3323156561, 3323156567, 3323156575, 3323156581, 3323156583, 3323156577, 3323156562, 3323156568, 3323156570, 3323156566, 3323156571, 3323156573, 3323156579, 3323156574, 3323156582, 3323156586, 3323156587, 3323156601, 3323156605, 3323156576, 3323156564, 3323152356, 3323152355, 4829677162]",retail,,,,,,,,,,,,,,DE,2,,,tar_paper,,,,,,,,,,,,,,,,,,,,,,,,#ffffff,,,,,
way,341008354,"POLYGON ((7.7649365 49.4436267, 7.7648644 49.4436862, 7.7648208 49.4437247, 7.7644962 49.4439902, 7.7645665 49.4440262, 7.7645092 49.4440735, 7.7645461 49.4440925, 7.7645308 49.4441051, 7.764883 49.4442854, 7.7649536 49.4442271, 7.7651288 49.4443168, 7.7651959 49.4442614, 7.7653539 49.4443402, 7.765444 49.4443534, 7.7655474 49.4443745, 7.7656339 49.4443955, 7.7657222 49.4444248, 7.765795 49.44445, 7.7658834 49.4444869, 7.7659388 49.4444825, 7.7659374 49.4445252, 7.7659631 49.4445681, 7.7660093 49.4445992, 7.7660728 49.4446172, 7.7660538 49.4446499, 7.7664135 49.445109, 7.7667897 49.4453606, 7.7672904 49.4453324, 7.7673719 49.4450921, 7.7671989 49.4450354, 7.7670548 49.4449792, 7.7668675 49.4449005, 7.7667364 49.4448333, 7.7666111 49.4447656, 7.7665202 49.444696, 7.7664259 49.4446228, 7.7663317 49.4445333, 7.7662798 49.4445309, 7.7662809 49.4444849, 7.7662616 49.4444507, 7.7662384 49.4444298, 7.7662075 49.4444124, 7.7661473 49.4443955, 7.766158 49.4443612, 7.7658373 49.444088, 7.7657355 49.4440342, 7.7657038 49.4440624, 7.7655496 49.4439835, 7.7655817 49.443957, 7.7649365 49.4436267))",,Kaiserslautern,1,67655,Fackelrondell,,"[339232590, 339232609, 1936465304, 1086960578, 1086960673, 1086961168, 1086960956, 339232598, 1086961188, 1086961081, 339232599, 339232597, 339232596, 2741597379, 2985595254, 2985595255, 2985595256, 2985595257, 2741597387, 2741597388, 2741597390, 2741597393, 2741597395, 2741597397, 2741597400, 2741597408, 2741597409, 2741597410, 2741597407, 2741597406, 2741597405, 2741597404, 2741597403, 2741597402, 2741597401, 2741597399, 2741597392, 2741597391, 2741597389, 2741597386, 3415566692, 2741597384, 2741597382, 2741597380, 2741597378, 3373187357, 339232592, 1086960830, 1086960729, 339232590]",retail,K in Lautern,Mo-Sa 09:30-20:00,ECE Projektmanagement GmbH & Co. KG,,mall,https://www.k-in-lautern.de/,yes,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vertical,Q19287443,,,
way,364978354,"POLYGON ((7.7001987 49.4409663, 7.7007014 49.4395512, 7.7020723 49.4397571, 7.7015695 49.4411722, 7.7001987 49.4409663))",,Kaiserslautern,3,67663,Opelkreisel,,"[3690058012, 3690058008, 3690058009, 3690058013, 3690058012]",retail,IKEA,"Mo-Sa 10:00-20:00; Su,PH off",,,furniture,https://www.ikea.com/de/de/store/kaiserslautern,yes,IKEA,Q54078,en:IKEA,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Kaiserslautern,,,,,,,IKEA Kaiserslautern,2015-08-13,
way,367719242,"POLYGON ((7.7107427 49.4417153, 7.7108503 49.4416505, 7.710746 49.4415772, 7.7106383 49.441642, 7.7107427 49.4417153))",,,,,,,"[3716098140, 3716098139, 3716098137, 3716098138, 3716098140]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musterhaus
way,450101110,"POLYGON ((7.7682221 49.4351815, 7.767825 49.4350944, 7.7678542 49.4350381, 7.7676965 49.4350035, 7.7675358 49.4349683, 7.7674775 49.4350808, 7.7675325 49.4350928, 7.7674588 49.4352348, 7.7680537 49.4353653, 7.7681193 49.4353797, 7.7682221 49.4351815))",,Kaiserslautern,18,67663,Zollamtstraße,,"[4470227674, 707095346, 707095322, 4470227673, 707095310, 707095324, 1152739037, 1152738722, 1152738807, 4470227675, 4470227674]",retail,Netto Marken-Discount,Mo-Sa 07:00-22:00,Netto Marken Discount,,supermarket,https://www.netto-online.de,yes,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,490779048,"POLYGON ((7.7790104 49.4491766, 7.7790417 49.4491422, 7.7790325 49.4491387, 7.7789829 49.4491197, 7.7789517 49.4491541, 7.7790104 49.4491766))",,,25,,Mainzer Straße,fast_food,"[3323152355, 3323152353, 4829677161, 3323152352, 4829677162, 3323152355]",retail,Max und Moritz,Mo-Sa 11:00-23:00; Su 17:00-23:00,,+49 631 44290,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,617568893,"POLYGON ((7.7990176 49.4556043, 7.7987786 49.4555487, 7.7989264 49.4552804, 7.7991654 49.455336, 7.7990176 49.4556043))",,Kaiserslautern,67,67657,Straßburger Allee,,"[5837796124, 5837796123, 5837796122, 5837796121, 5837796124]",retail,Deutsche Reihenhaus AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1122244713,"POLYGON ((7.7262325 49.4388257, 7.7261676 49.4388192, 7.7261536 49.438878, 7.7260039 49.4388629, 7.7260187 49.4388006, 7.725754 49.438774, 7.7258741 49.4382693, 7.7263533 49.4383175, 7.7262325 49.4388257))",,Kaiserslautern,2,67663,Gustave-Eiffel-Straße,,"[10264525309, 10264525308, 10264525307, 10264525306, 10264525305, 10264525304, 10264525303, 10264525302, 10264525309]",retail,CAP Markt,Mo-Sa 08:00-20:00,,,supermarket,,yes,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
