element_type,osmid,addr:housenumber,addr:postcode,addr:street,geometry,addr:city,amenity,operator,nodes,building,name,tourism,website,addr:country,building:levels,social_facility,internet_access,rooms,wheelchair,email,internet_access:fee,old_name,opening_hours,phone,roof:levels,roof:shape,addr:place,addr:source,addr:suburb,ways,type
way,466942003,,,,"POLYGON ((7.7183357 49.43324, 7.718466 49.4333163, 7.7185471 49.4332577, 7.7185677 49.4332428, 7.7185231 49.4332167, 7.7185024 49.4332316, 7.7184168 49.4331815, 7.7183357 49.43324))",,,,"[4616399701, 4616399707, 4616399702, 4616399700, 4616399699, 4616399698, 4616399697, 4616399701]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942005,,,,"POLYGON ((7.718466 49.4333163, 7.7185959 49.4333923, 7.7186977 49.4333188, 7.7186529 49.4332925, 7.7186322 49.4333075, 7.7185471 49.4332577, 7.718466 49.4333163))",,,,"[4616399707, 4616399706, 4616399705, 4616399704, 4616399703, 4616399702, 4616399707]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942006,,,,"POLYGON ((7.7180164 49.4330506, 7.7181467 49.4331269, 7.7182277 49.4330683, 7.7182484 49.4330534, 7.7182037 49.4330273, 7.7181831 49.4330422, 7.7180974 49.4329921, 7.7180164 49.4330506))",,,,"[4616399722, 4616399717, 4616399712, 4616399711, 4616399710, 4616399709, 4616399708, 4616399722]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942007,,,,"POLYGON ((7.7181467 49.4331269, 7.7182766 49.4332029, 7.7183784 49.4331294, 7.7183335 49.4331032, 7.7183128 49.4331181, 7.7182277 49.4330683, 7.7181467 49.4331269))",,,,"[4616399717, 4616399716, 4616399715, 4616399714, 4616399713, 4616399712, 4616399717]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942008,,,,"POLYGON ((7.7178863 49.4329745, 7.7180164 49.4330506, 7.7180974 49.4329921, 7.7181179 49.4329773, 7.718073 49.432951, 7.7180523 49.432966, 7.7179671 49.4329161, 7.7178863 49.4329745))",,,,"[4616399723, 4616399722, 4616399708, 4616399721, 4616399720, 4616399719, 4616399718, 4616399723]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942009,,,,"POLYGON ((7.7181305 49.4335078, 7.7180446 49.4334555, 7.718023 49.4334705, 7.7179813 49.4334448, 7.7180827 49.4333731, 7.7182121 49.4334512, 7.7181305 49.4335078))",,,,"[4616399728, 4616399727, 4616399726, 4616399725, 4616399729, 4616399724, 4616399728]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942010,,,,"POLYGON ((7.7178726 49.4333516, 7.7179597 49.4334044, 7.717938 49.4334195, 7.7179813 49.4334448, 7.7180827 49.4333731, 7.7179542 49.433295, 7.7178726 49.4333516))",,,,"[4616399736, 4616399731, 4616399730, 4616399725, 4616399729, 4616399732, 4616399736]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942011,,,,"POLYGON ((7.7178726 49.4333516, 7.7177868 49.4332992, 7.7177651 49.4333143, 7.7177234 49.4332886, 7.717821 49.4332181, 7.7179542 49.433295, 7.7178726 49.4333516))",,,,"[4616399736, 4616399735, 4616399734, 4616399733, 4616399738, 4616399732, 4616399736]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942012,,,,"POLYGON ((7.7176174 49.4331961, 7.7177034 49.4332484, 7.7176817 49.4332634, 7.7177234 49.4332886, 7.717821 49.4332181, 7.7176988 49.4331395, 7.7176174 49.4331961))",,,,"[4616399741, 4616399740, 4616399739, 4616399733, 4616399738, 4616399737, 4616399741]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942013,,,,"POLYGON ((7.718233 49.4339761, 7.7182553 49.433989, 7.7182958 49.4339595, 7.7182715 49.4339454, 7.718349 49.4338889, 7.7182621 49.4338386, 7.7181442 49.4339247, 7.718233 49.4339761))",,,,"[4616399748, 4616399746, 4616399745, 4616399744, 4616399743, 4616399742, 4616399747, 4616399748]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942014,,,,"POLYGON ((7.7181393 49.4340759, 7.71818 49.4340462, 7.7181561 49.4340323, 7.718233 49.4339761, 7.7181442 49.4339247, 7.7180266 49.4340107, 7.7181393 49.4340759))",,,,"[4616399753, 4616399750, 4616399749, 4616399748, 4616399747, 4616399752, 4616399753]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942016,,,,"POLYGON ((7.7179996 49.4341471, 7.7180778 49.4340899, 7.7181015 49.4341036, 7.7181393 49.4340759, 7.7180266 49.4340107, 7.7179105 49.4340955, 7.7179996 49.4341471))",,,,"[4616399756, 4616399755, 4616399754, 4616399753, 4616399752, 4616399751, 4616399756]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942017,,,,"POLYGON ((7.7169122 49.4343663, 7.716999 49.4343131, 7.7170201 49.4343276, 7.7170606 49.4343027, 7.7169601 49.4342335, 7.7168328 49.4343116, 7.7169122 49.4343663))",,,,"[4616399761, 4616399760, 4616399759, 4616399758, 4616399757, 4616399767, 4616399761]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942018,,,,"POLYGON ((7.7168328 49.4343116, 7.7169122 49.4343663, 7.7169361 49.4343828, 7.7168936 49.4344065, 7.7168723 49.4343901, 7.7167844 49.4344421, 7.7167067 49.4343859, 7.7168328 49.4343116))",,,,"[4616399767, 4616399761, 4616399766, 4616399765, 4616399764, 4616399763, 4616399762, 4616399767]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942019,,,,"POLYGON ((7.7176047 49.4338833, 7.7174735 49.433805, 7.717373 49.4338761, 7.7174201 49.4339042, 7.7174414 49.4338891, 7.7175256 49.4339394, 7.7176047 49.4338833))",,,,"[4616399772, 4616399775, 4616399771, 4616399770, 4616399769, 4616399768, 4616399772]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942020,,,,"POLYGON ((7.7173451 49.4337284, 7.7174735 49.433805, 7.717373 49.4338761, 7.7173323 49.4338518, 7.7173541 49.4338363, 7.7172665 49.433784, 7.7173451 49.4337284))",,,,"[4616399780, 4616399775, 4616399771, 4616399774, 4616399773, 4616399776, 4616399780]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942021,,,,"POLYGON ((7.7173451 49.4337284, 7.7172144 49.4336503, 7.7171128 49.4337223, 7.7171576 49.433749, 7.7171806 49.4337327, 7.7172665 49.433784, 7.7173451 49.4337284))",,,,"[4616399780, 4616399784, 4616399779, 4616399778, 4616399777, 4616399776, 4616399780]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942022,,,,"POLYGON ((7.7170839 49.4335725, 7.7172144 49.4336503, 7.7171128 49.4337223, 7.7170696 49.4336965, 7.7170902 49.4336819, 7.717003 49.4336299, 7.7170839 49.4335725))",,,,"[4616399785, 4616399784, 4616399779, 4616399783, 4616399782, 4616399781, 4616399785]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942023,,,,"POLYGON ((7.7205019 49.431719, 7.7203811 49.4318145, 7.7203406 49.4317928, 7.7203763 49.4317645, 7.7202953 49.4317212, 7.7203802 49.431654, 7.7205019 49.431719))",,,,"[4616399791, 4616399790, 4616399789, 4616399788, 4616399787, 4616399786, 4616399791]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942024,,,,"POLYGON ((7.7203802 49.431654, 7.7202953 49.4317212, 7.7202595 49.4317495, 7.7202185 49.4317276, 7.7202542 49.4316993, 7.7201734 49.4316561, 7.7202584 49.4315888, 7.7203802 49.431654))",,,,"[4616399786, 4616399787, 4616399795, 4616399794, 4616399793, 4616399792, 4616399800, 4616399786]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942026,,,,"POLYGON ((7.7201373 49.4315241, 7.7202584 49.4315888, 7.7201734 49.4316561, 7.7201332 49.4316879, 7.7200903 49.431665, 7.7201307 49.4316331, 7.7200525 49.4315913, 7.7201373 49.4315241))",,,,"[4616399801, 4616399800, 4616399792, 4616399799, 4616399798, 4616399797, 4616399796, 4616399801]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942027,,,,"POLYGON ((7.7200129 49.4314577, 7.7201373 49.4315241, 7.7200525 49.4315913, 7.7200118 49.4316235, 7.7199656 49.4315988, 7.7200058 49.431567, 7.7199276 49.4315252, 7.7200129 49.4314577))",,,,"[4616399806, 4616399801, 4616399796, 4616399805, 4616399804, 4616399803, 4616399802, 4616399806]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942028,,,,"POLYGON ((7.7200028 49.4325097, 7.7198736 49.4325924, 7.7199672 49.4326542, 7.7199919 49.4326705, 7.7200196 49.4326527, 7.7199949 49.4326365, 7.7200964 49.4325715, 7.7200028 49.4325097))",,,,"[4616399812, 4616399811, 4616399813, 4616399810, 4616399809, 4616399808, 4616399807, 4616399812]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942029,,,,"POLYGON ((7.7197441 49.4326754, 7.7198378 49.4327372, 7.7198623 49.4327534, 7.7198898 49.4327358, 7.7198652 49.4327195, 7.7199672 49.4326542, 7.7198736 49.4325924, 7.7197441 49.4326754))",,,,"[4616399822, 4616399817, 4616399816, 4616399815, 4616399814, 4616399813, 4616399811, 4616399822]",residential,,,,,,,,,,,,,,,,,,,,,
way,466942030,,,,"POLYGON ((7.7197441 49.4326754, 7.7196154 49.4327579, 7.7197336 49.432836, 7.7197607 49.4328186, 7.7197361 49.4328024, 7.7198378 49.4327372, 7.7197441 49.4326754))",,,,"[4616399822, 4616399821, 4616399820, 4616399819, 4616399818, 4616399817, 4616399822]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154493,,,,"POLYGON ((7.7105882 49.4240335, 7.7105399 49.4240205, 7.7105603 49.4239883, 7.7104667 49.4239631, 7.710519 49.4238807, 7.710661 49.4239189, 7.7105882 49.4240335))",,,,"[4618089358, 4618089352, 4618089351, 4618089350, 4618089349, 4618089357, 4618089358]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154494,,,,"POLYGON ((7.7105882 49.4240335, 7.710661 49.4239189, 7.710804 49.4239574, 7.7107528 49.424038, 7.7106593 49.4240129, 7.7106377 49.4240468, 7.7105882 49.4240335))",,,,"[4618089358, 4618089357, 4618089356, 4618089355, 4618089354, 4618089353, 4618089358]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154495,,,,"POLYGON ((7.710942 49.4237285, 7.7109106 49.4237557, 7.7108678 49.4237347, 7.7108069 49.4237874, 7.7106974 49.4237338, 7.7107898 49.423654, 7.710942 49.4237285))",,,,"[4618089368, 4618089362, 4618089361, 4618089360, 4618089359, 4618089367, 4618089368]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154496,,,,"POLYGON ((7.710942 49.4237285, 7.7107898 49.423654, 7.7108829 49.4235735, 7.71099 49.423626, 7.7109292 49.4236785, 7.7109743 49.4237006, 7.710942 49.4237285))",,,,"[4618089368, 4618089367, 4618089366, 4618089365, 4618089364, 4618089363, 4618089368]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154497,,,,"POLYGON ((7.7116557 49.4232662, 7.7116148 49.4232874, 7.7115814 49.4232602, 7.7115022 49.4233014, 7.7114167 49.4232318, 7.7115367 49.4231694, 7.7116557 49.4232662))",,,,"[4618089378, 4618089372, 4618089371, 4618089370, 4618089369, 4618089377, 4618089378]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154498,,,,"POLYGON ((7.7116557 49.4232662, 7.7115367 49.4231694, 7.7116576 49.4231065, 7.7117413 49.4231747, 7.7116623 49.4232157, 7.7116976 49.4232444, 7.7116557 49.4232662))",,,,"[4618089378, 4618089377, 4618089376, 4618089375, 4618089374, 4618089373, 4618089378]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154499,,,,"POLYGON ((7.711993 49.423136, 7.7119441 49.423148, 7.7119253 49.4231154, 7.7118304 49.4231387, 7.7117821 49.4230553, 7.7119259 49.4230201, 7.711993 49.423136))",,,,"[4618089388, 4618089382, 4618089381, 4618089380, 4618089379, 4618089387, 4618089388]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154500,,,,"POLYGON ((7.711993 49.423136, 7.7119259 49.4230201, 7.7120707 49.4229846, 7.712118 49.4230662, 7.7120233 49.4230894, 7.7120432 49.4231237, 7.711993 49.423136))",,,,"[4618089388, 4618089387, 4618089386, 4618089385, 4618089384, 4618089383, 4618089388]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154501,,,,"POLYGON ((7.7135504 49.4232557, 7.7135067 49.423237, 7.7135362 49.4232079, 7.7134516 49.4231716, 7.713527 49.4230972, 7.7136553 49.4231523, 7.7135504 49.4232557))",,,,"[4618089598, 4618089592, 4618089591, 4618089590, 4618089589, 4618089597, 4618089598]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154502,,,,"POLYGON ((7.7135504 49.4232557, 7.7136553 49.4231523, 7.7137845 49.4232077, 7.7137107 49.4232805, 7.7136262 49.4232443, 7.7135951 49.4232749, 7.7135504 49.4232557))",,,,"[4618089598, 4618089597, 4618089596, 4618089595, 4618089594, 4618089593, 4618089598]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154503,,,,"POLYGON ((7.7148948 49.4241579, 7.7149307 49.4241826, 7.7148918 49.4242065, 7.7149613 49.4242545, 7.7148617 49.4243156, 7.7147562 49.4242429, 7.7148948 49.4241579))",,,,"[4618089608, 4618089602, 4618089601, 4618089600, 4618089599, 4618089607, 4618089608]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154504,,,,"POLYGON ((7.7148948 49.4241579, 7.7147562 49.4242429, 7.71465 49.4241697, 7.7147475 49.4241099, 7.7148169 49.4241577, 7.714858 49.4241325, 7.7148948 49.4241579))",,,,"[4618089608, 4618089607, 4618089606, 4618089605, 4618089604, 4618089603, 4618089608]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154505,,,,"POLYGON ((7.7159447 49.424886, 7.7159806 49.4249107, 7.7159416 49.4249346, 7.7160112 49.4249826, 7.7159115 49.4250438, 7.7158061 49.4249711, 7.7159447 49.424886))",,,,"[4618089618, 4618089612, 4618089611, 4618089610, 4618089609, 4618089617, 4618089618]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154506,,,,"POLYGON ((7.7159447 49.424886, 7.7158061 49.4249711, 7.7156999 49.4248978, 7.7157974 49.424838, 7.7158668 49.4248858, 7.7159079 49.4248606, 7.7159447 49.424886))",,,,"[4618089618, 4618089617, 4618089616, 4618089615, 4618089614, 4618089613, 4618089618]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154507,,,,"POLYGON ((7.7162169 49.4247177, 7.7161812 49.4246928, 7.7162203 49.4246691, 7.7161511 49.4246209, 7.7162511 49.42456, 7.7163561 49.424633, 7.7162169 49.4247177))",,,,"[4618089628, 4618089622, 4618089621, 4618089620, 4618089619, 4618089627, 4618089628]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154508,,,,"POLYGON ((7.7162169 49.4247177, 7.7163561 49.424633, 7.7164618 49.4247065, 7.7163639 49.4247661, 7.7162948 49.4247181, 7.7162536 49.4247432, 7.7162169 49.4247177))",,,,"[4618089628, 4618089627, 4618089626, 4618089625, 4618089624, 4618089623, 4618089628]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154509,,,,"POLYGON ((7.714361 49.4235287, 7.7143858 49.4235061, 7.7143486 49.4234888, 7.7143778 49.4234622, 7.7144177 49.4234807, 7.7144605 49.4234416, 7.7151947 49.4237816, 7.7151484 49.423824, 7.7151857 49.4238413, 7.7151553 49.423869, 7.7151174 49.4238515, 7.7150974 49.4238698, 7.714361 49.4235287))",,,,"[4618089640, 4618089639, 4618089638, 4618089637, 4618089636, 4618089635, 4618089634, 4618089633, 4618089632, 4618089631, 4618089630, 4618089629, 4618089640]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154510,,,,"POLYGON ((7.7154179 49.4241002, 7.7154492 49.4240812, 7.7154182 49.4240595, 7.7154551 49.4240372, 7.7154884 49.4240606, 7.7155425 49.424028, 7.7161556 49.4244577, 7.7160971 49.424493, 7.7161282 49.4245149, 7.7160898 49.4245381, 7.7160582 49.4245159, 7.7160329 49.4245312, 7.7154179 49.4241002))",,,,"[4618089652, 4618089651, 4618089650, 4618089649, 4618089648, 4618089647, 4618089646, 4618089645, 4618089644, 4618089643, 4618089642, 4618089641, 4618089652]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154511,,,,"POLYGON ((7.7167701 49.4255536, 7.7167066 49.4255032, 7.7167494 49.4254804, 7.7167141 49.4254523, 7.716666 49.4254779, 7.7165667 49.4255308, 7.7166655 49.4256093, 7.7167701 49.4255536))",,,,"[4618089658, 4618089657, 4618089656, 4618089655, 4618089654, 4618089653, 4618089663, 4618089658]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154512,,,,"POLYGON ((7.7167667 49.4256897, 7.7166655 49.4256093, 7.7167701 49.4255536, 7.7168137 49.4255305, 7.7168486 49.4255582, 7.7168045 49.4255817, 7.7168707 49.4256344, 7.7167667 49.4256897))",,,,"[4618089664, 4618089663, 4618089658, 4618089662, 4618089661, 4618089660, 4618089659, 4618089664]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154513,,,,"POLYGON ((7.7165608 49.4255339, 7.7164603 49.425454, 7.716566 49.4253977, 7.7166081 49.4253753, 7.7166419 49.4254022, 7.7165993 49.4254249, 7.716666 49.4254779, 7.7165667 49.4255308, 7.7165608 49.4255339))",,,,"[4618089669, 4618089676, 4618089670, 4618089668, 4618089667, 4618089666, 4618089654, 4618089653, 4618089669]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154514,,,,"POLYGON ((7.7164603 49.425454, 7.7163623 49.4253761, 7.7164579 49.4253252, 7.7165113 49.4252968, 7.7165449 49.4253235, 7.7165016 49.4253465, 7.716566 49.4253977, 7.7164603 49.425454))",,,,"[4618089676, 4618089675, 4618089674, 4618089673, 4618089672, 4618089671, 4618089670, 4618089676]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154515,,,,"POLYGON ((7.7173957 49.426471, 7.7173841 49.426474, 7.7173258 49.4263788, 7.7175033 49.4263328, 7.7175232 49.4263652, 7.7174718 49.4263785, 7.7175103 49.4264413, 7.7173957 49.426471))",,,,"[4618089687, 4618089682, 4618089681, 4618089680, 4618089679, 4618089678, 4618089677, 4618089687]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154516,,,,"POLYGON ((7.7174529 49.4265645, 7.7173957 49.426471, 7.7175103 49.4264413, 7.7175744 49.4264247, 7.7175939 49.4264567, 7.7175422 49.4264701, 7.7175798 49.4265316, 7.7174529 49.4265645))",,,,"[4618089792, 4618089687, 4618089677, 4618089686, 4618089685, 4618089684, 4618089683, 4618089792]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154517,,,,"POLYGON ((7.7175116 49.4266604, 7.7174529 49.4265645, 7.7175798 49.4265316, 7.7176304 49.4265185, 7.7176501 49.4265508, 7.7175991 49.426564, 7.7176381 49.4266277, 7.7175116 49.4266604))",,,,"[4618089793, 4618089792, 4618089683, 4618089791, 4618089790, 4618089789, 4618089688, 4618089793]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154518,,,,"POLYGON ((7.7172476 49.4262336, 7.7171724 49.4261405, 7.7172931 49.4260992, 7.7173426 49.4261605, 7.7173902 49.4261442, 7.717416 49.4261761, 7.7173601 49.4261952, 7.7172476 49.4262336))",,,,"[4618089797, 4618089824, 4618089830, 4618089796, 4618089795, 4618089794, 4618089819, 4618089797]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154519,,,,"POLYGON ((7.716984 49.4259121, 7.7168917 49.4258237, 7.7168988 49.4258206, 7.7170035 49.4257744, 7.7170629 49.4258312, 7.71711 49.4258104, 7.7171429 49.4258419, 7.7170893 49.4258656, 7.716984 49.4259121))",,,,"[4618089803, 4618089802, 4618089804, 4618089801, 4618089800, 4618089799, 4618089798, 4618089812, 4618089803]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154520,,,,"POLYGON ((7.7170557 49.4257513, 7.7170274 49.4257242, 7.7169824 49.4257441, 7.7169259 49.42569, 7.716814 49.4257394, 7.7168988 49.4258206, 7.7170035 49.4257744, 7.7170557 49.4257513))",,,,"[4618089809, 4618089808, 4618089807, 4618089806, 4618089805, 4618089804, 4618089801, 4618089809]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154521,,,,"POLYGON ((7.717175 49.4259462, 7.717219 49.4259267, 7.717191 49.4258999, 7.7171459 49.4259198, 7.7170893 49.4258656, 7.716984 49.4259121, 7.7169774 49.425915, 7.7170621 49.4259961, 7.717175 49.4259462))",,,,"[4618089816, 4618089815, 4618089814, 4618089813, 4618089812, 4618089803, 4618089811, 4618089810, 4618089816]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154522,,,,"POLYGON ((7.7174313 49.426282, 7.7174785 49.4262658, 7.7174554 49.4262372, 7.7174073 49.4262536, 7.7173601 49.4261952, 7.7172476 49.4262336, 7.7172403 49.4262361, 7.7173107 49.4263232, 7.7174313 49.426282))",,,,"[4618089823, 4618089822, 4618089821, 4618089820, 4618089819, 4618089797, 4618089818, 4618089817, 4618089823]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154523,,,,"POLYGON ((7.7172931 49.4260992, 7.7173392 49.4260835, 7.7173159 49.4260547, 7.7172676 49.4260712, 7.717221 49.4260136, 7.7171026 49.426054, 7.7171724 49.4261405, 7.7172931 49.4260992))",,,,"[4618089830, 4618089829, 4618089828, 4618089827, 4618089826, 4618089825, 4618089824, 4618089830]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154525,1356 A,,California Avenue,"POLYGON ((7.7188385 49.4276324, 7.7188843 49.4276164, 7.7188571 49.4275836, 7.7189481 49.4275518, 7.7188845 49.4274749, 7.7187478 49.4275228, 7.7188385 49.4276324))",,,,"[4618089840, 4618089838, 4618089837, 4618089836, 4618089835, 4618089839, 4618089840]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154526,,,,"POLYGON ((7.7193631 49.4282623, 7.7193127 49.4282804, 7.7192852 49.428248, 7.7193371 49.4282294, 7.7192873 49.4281706, 7.7194039 49.4281288, 7.7194812 49.42822, 7.7193631 49.4282623))",,,,"[4618089859, 4618089847, 4618089846, 4618089845, 4618089844, 4618089843, 4618089858, 4618089859]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154527,,,,"POLYGON ((7.7195374 49.4285464, 7.7195124 49.4285169, 7.7195586 49.4285004, 7.7195069 49.4284393, 7.7196297 49.4283952, 7.7197065 49.4284857, 7.7195374 49.4285464))",,,,"[4618089851, 4618089850, 4618089849, 4618089856, 4618089852, 4618089848, 4618089851]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154528,,,,"POLYGON ((7.7195069 49.4284393, 7.7194591 49.4284564, 7.7194338 49.4284266, 7.7194848 49.4284083, 7.7194364 49.4283512, 7.7195561 49.4283083, 7.7196297 49.4283952, 7.7195069 49.4284393))",,,,"[4618089856, 4618089855, 4618089854, 4618089853, 4618089863, 4618089857, 4618089852, 4618089856]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154529,,,,"POLYGON ((7.7194364 49.4283512, 7.7193877 49.4283687, 7.7193602 49.4283362, 7.7194104 49.4283182, 7.7193631 49.4282623, 7.7194812 49.42822, 7.7195561 49.4283083, 7.7194364 49.4283512))",,,,"[4618089863, 4618089862, 4618089861, 4618089860, 4618089859, 4618089858, 4618089857, 4618089863]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154530,,,,"POLYGON ((7.7197063 49.4286705, 7.7196435 49.4286885, 7.7196208 49.4286552, 7.7196738 49.4286399, 7.7196312 49.4285772, 7.719756 49.4285413, 7.7198213 49.4286374, 7.7197063 49.4286705))",,,,"[4618089881, 4618089869, 4618089868, 4618089867, 4618089866, 4618089865, 4618089864, 4618089881]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154531,,,,"POLYGON ((7.7198432 49.428963, 7.7198222 49.4289323, 7.7198703 49.4289184, 7.7198266 49.4288547, 7.7199548 49.4288175, 7.7200195 49.4289119, 7.7198432 49.428963))",,,,"[4618089873, 4618089872, 4618089871, 4618089878, 4618089874, 4618089870, 4618089873]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154532,,,,"POLYGON ((7.7198266 49.4288547, 7.7197768 49.4288691, 7.7197555 49.428838, 7.7198087 49.4288226, 7.7197678 49.4287631, 7.7198926 49.4287269, 7.7199548 49.4288175, 7.7198266 49.4288547))",,,,"[4618089878, 4618089877, 4618089876, 4618089875, 4618089885, 4618089879, 4618089874, 4618089878]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154533,,,,"POLYGON ((7.7197678 49.4287631, 7.719717 49.4287778, 7.7196938 49.4287439, 7.7197462 49.4287287, 7.7197063 49.4286705, 7.7198213 49.4286374, 7.7198295 49.4286347, 7.7198926 49.4287269, 7.7197678 49.4287631))",,,,"[4618089885, 4618089884, 4618089883, 4618089882, 4618089881, 4618089864, 4618089880, 4618089879, 4618089885]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154534,,,,"POLYGON ((7.7190565 49.4278501, 7.7190061 49.4278681, 7.7189787 49.4278358, 7.7190305 49.4278172, 7.7189807 49.4277584, 7.7190974 49.4277165, 7.7191746 49.4278077, 7.7190565 49.4278501))",,,,"[4618089992, 4618089990, 4618089989, 4618089888, 4618089887, 4618089886, 4618089991, 4618089992]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154535,,,,"POLYGON ((7.7191299 49.427939, 7.7190812 49.4279564, 7.7190536 49.427924, 7.7191039 49.427906, 7.7190565 49.4278501, 7.7191746 49.4278077, 7.7192495 49.4278961, 7.7191299 49.427939))",,,,"[4618089997, 4618089995, 4618089994, 4618089993, 4618089992, 4618089991, 4618089996, 4618089997]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154536,,,,"POLYGON ((7.7192003 49.428027, 7.7191526 49.4280442, 7.7191273 49.4280143, 7.7191782 49.427996, 7.7191299 49.427939, 7.7192495 49.4278961, 7.7193232 49.427983, 7.7192003 49.428027))",,,,"[4618090003, 4618090000, 4618089999, 4618089998, 4618089997, 4618089996, 4618090002, 4618090003]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154537,,,,"POLYGON ((7.7192308 49.4281341, 7.7192059 49.4281047, 7.7192521 49.4280881, 7.7192003 49.428027, 7.7193232 49.427983, 7.7193999 49.4280735, 7.7192308 49.4281341))",,,,"[4618090006, 4618090005, 4618090004, 4618090003, 4618090002, 4618090001, 4618090006]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154538,,,,"POLYGON ((7.7176052 49.425618, 7.7175016 49.425666, 7.7174489 49.4256905, 7.7174818 49.4257205, 7.7175295 49.4256983, 7.7175883 49.4257519, 7.7176969 49.4257015, 7.7176052 49.425618))",,,,"[4618090012, 4618090014, 4618090011, 4618090010, 4618090009, 4618090008, 4618090007, 4618090012]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154539,,,,"POLYGON ((7.7174136 49.4255865, 7.71737 49.4256068, 7.7173989 49.4256331, 7.7174431 49.4256126, 7.7175016 49.425666, 7.7176052 49.425618, 7.7176126 49.4256146, 7.7175251 49.4255348, 7.7174136 49.4255865))",,,,"[4618090025, 4618090017, 4618090016, 4618090015, 4618090014, 4618090012, 4618090013, 4618090024, 4618090025]",residential,,,,,,,,,,,,,,,,,,,,,
way,467154540,,,,"POLYGON ((7.7172323 49.4254166, 7.7171859 49.4254382, 7.7172194 49.4254688, 7.7172621 49.425449, 7.717321 49.4255027, 7.7174329 49.4254508, 7.7173404 49.4253665, 7.7172323 49.4254166))",,,,"[4618090022, 4618090021, 4618090020, 4618090019, 4618090029, 4618090023, 4618090018, 4618090022]",residential,,,,,,,,,,,,,,,,,,,,,
