element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,religion,wheelchair,wikidata,wikimedia_commons,wikipedia,geometry,denomination,wheelchair:description,fixme,addr:suburb,service_times,brand:wikidata,addr:country,contact:website,man_made,old_name,contact:facebook,contact:phone,opening_hours,barrier,image,tourism,level,description,historic,material,operator,name:en,room:ref,short_name,colour,nodes,bicycle,bollard,building,foot,name:fr,website,architect,architect:wikidata,building:architecture,diocese,heritage,architect:wikipedia,deanery,parish,start_date,building:use,alt_name,building:colour,building:levels,building:material,height,roof:material,roof:shape,operator:wikidata,amenity:community_centre,amenity:place_of_worship,name:signed,source,year_of_construction,contact:email,contact:fax,network,roof:levels,roof:orientation,source:name,building:part,addr:neighbourhood,capacity,name:de,landuse,contact:instagram,contact:twitter,contact:youtube,ways,type
way,132068471,,,,,place_of_worship,St. Barbara,christian,,Q2317456,,,"POLYGON ((7.0521036 49.2724221, 7.0520476 49.2724246, 7.0519677 49.2726625, 7.0520564 49.2726768, 7.052052 49.2726889, 7.0520947 49.272696, 7.0521483 49.2726996, 7.0521921 49.272701, 7.0522414 49.272701, 7.0522403 49.272691, 7.0523311 49.272686, 7.0523221 49.2725311, 7.0524844 49.2725182, 7.0524942 49.2724346, 7.052256 49.2724043, 7.0522501 49.2723846, 7.0522282 49.2723646, 7.0521998 49.2723539, 7.0521516 49.2723589, 7.0521286 49.2723732, 7.0521144 49.2723946, 7.0521036 49.2724221))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1453545297, 1453545298, 1453545314, 1453545315, 1453545317, 1453545319, 1453545320, 1453545321, 1453545322, 1453545318, 1453545316, 1453545311, 1453545310, 1453545301, 1453545294, 1453545292, 1453545289, 1453545287, 1453545288, 1453545290, 1453545293, 1453545297]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132612631,,,,,place_of_worship,Einsegnungshalle,none,,,,,"POLYGON ((7.0243917 49.2035598, 7.0245266 49.2035724, 7.0245324 49.2035455, 7.0245383 49.2035186, 7.0244035 49.203506, 7.0243917 49.2035598))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1458520191, 1458520201, 10749500869, 1458520176, 1458520172, 1458520191]",,,yes,,,,,,,,,,,,,,,,1,,,,hipped,,,,,,,,,,,,,,,18,,,,,,,
way,137396133,Saarbrücken,22,66123,Scheidter Straße,place_of_worship,Neuapostolische Kirche Saarbrücken,christian,,,,,"POLYGON ((7.0111098 49.2389399, 7.0112175 49.2389584, 7.0113178 49.2389753, 7.0112062 49.2392501, 7.0110043 49.2392158, 7.010995 49.2392393, 7.0108979 49.2392228, 7.0109224 49.2391664, 7.0109375 49.2391286, 7.0109773 49.2391354, 7.010998 49.2390836, 7.011049 49.2390923, 7.0111098 49.2389399))",new_apostolic,,,,,,DE,,,,,,,,,,,,,,,,,,,"[1507336636, 8223037553, 1507336642, 1507336726, 1507336718, 1507336724, 1507336721, 1507336714, 1507336707, 1507336709, 1507336675, 1507336694, 1507336636]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139713046,Saarbrücken,1,66129,Mühlenweg,place_of_worship,Einsegnungshalle,,,,,,"POLYGON ((7.0398318 49.1822803, 7.0397606 49.1822923, 7.0397117 49.1823005, 7.0397027 49.1822776, 7.039668 49.1822835, 7.0397424 49.1824728, 7.0398972 49.1824468, 7.0398318 49.1822803))",,,,,,,DE,,,,,,,,,,,,,,,,,,,"[1531132097, 4043601252, 1531132085, 1531132077, 1531132083, 1531132101, 1531132099, 1531132097]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143284631,,,,,place_of_worship,Kreuzkirche,christian,limited,Q1784839,,,"POLYGON ((7.0167169 49.2736896, 7.0168676 49.2737503, 7.0169639 49.2736486, 7.0170318 49.273676, 7.0171066 49.2735971, 7.0170249 49.2735642, 7.0170795 49.2735065, 7.0169792 49.2734661, 7.0169296 49.2735185, 7.0168558 49.2734888, 7.0167937 49.2735544, 7.0168307 49.2735693, 7.0167169 49.2736896))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1568013964, 1568013965, 1568013962, 1568013963, 1568013961, 1568013957, 1568013954, 1568013952, 1568013955, 1568013953, 1568013956, 1568013960, 1568013964]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147947658,,,,,place_of_worship,Evangleische Kirche Jägersfreude,christian,,,,,"POLYGON ((7.008295 49.2633286, 7.0085076 49.2634074, 7.0085407 49.2633695, 7.0085837 49.2633253, 7.0083698 49.2632427, 7.008295 49.2633286))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,"[1610660570, 1610660576, 1805821723, 1610660568, 1610660562, 1610660570]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174736480,Saarbrücken,99,66113,Fischbachstraße,place_of_worship,Christliche rumänische Gemeinde Filadelfia,christian,,,,,"POLYGON ((6.9755233 49.254147, 6.9755621 49.2540436, 6.9754135 49.2540188, 6.975372 49.254123, 6.9755233 49.254147))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1853986189, 1853986174, 1853986179, 1853986172, 1853986189]",,,yes,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191725221,,,,,place_of_worship,Bilal Moschee,muslim,,,,,"POLYGON ((6.9677004 49.2375384, 6.9678692 49.2375502, 6.9679003 49.2375529, 6.967925 49.237471, 6.9678979 49.2374679, 6.9677976 49.2374599, 6.9678089 49.2373995, 6.9678173 49.2373486, 6.9679052 49.237357, 6.9679162 49.237306, 6.9678905 49.237303, 6.9678489 49.2372982, 6.9678072 49.2372933, 6.9677656 49.2372885, 6.9677398 49.2372855, 6.9677004 49.2375384))",,,,,,,,,,,,,,,,,,,,,Markaz e Bilal e.V.,Bilal Mosque,,,,"[2023064605, 2023064608, 10695945154, 10695945153, 5966655527, 5966655528, 10695945151, 4894503021, 5966655526, 2004028410, 10695667237, 10695667197, 10695667191, 10695667233, 2004028409, 2023064605]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilal Moschee,,,,,,
way,208259206,,,,,place_of_worship,Einsegnungshalle,christian,,,,,"POLYGON ((6.9025619 49.2214044, 6.9025167 49.2214554, 6.9025632 49.221473, 6.9026084 49.221422, 6.9025619 49.2214044))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2185726424, 2185726426, 2185726427, 2185726425, 2185726424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,209724229,,,,,place_of_worship,,christian,,,,,"POLYGON ((6.9605646 49.2479785, 6.9605913 49.2479853, 6.9606199 49.2479863, 6.9606476 49.2479817, 6.9606717 49.2479716, 6.96069 49.2479572, 6.9607006 49.2479399, 6.9607026 49.2479212, 6.9606957 49.2479031, 6.9606806 49.2478872, 6.9606587 49.2478752, 6.9606322 49.2478681, 6.9606037 49.2478666, 6.9605759 49.2478709, 6.9605514 49.2478806, 6.9605327 49.2478948, 6.9605215 49.247912, 6.960519 49.2479306, 6.9605254 49.2479488, 6.9605346 49.2479602, 6.9605424 49.2479667, 6.9605646 49.2479785))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[4394901949, 4394901950, 4394901951, 4394901952, 4394901953, 4394901954, 2199173230, 2199173226, 2199173225, 2199173213, 4394901944, 4394901945, 4394901946, 4394901947, 4394901948, 2199173232, 2199173220, 2199173234, 5394322465, 2199173219, 5394322464, 4394901949]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,213120776,Saarbrücken,2A,66117,Wilhelm-Heinrich-Straße,place_of_worship,Friedenskirche,christian,yes,Q1456828,Category:Friedenskirche (Saarbrücken),,"POLYGON ((6.9881136 49.2324241, 6.9882301 49.2324146, 6.9882336 49.2324348, 6.9882619 49.2324328, 6.9882914 49.2324306, 6.9883209 49.2324284, 6.9883525 49.2324261, 6.9883489 49.2324052, 6.9884737 49.2323949, 6.9884616 49.2323209, 6.988449 49.2322488, 6.9883104 49.2322586, 6.9883069 49.2322387, 6.9883023 49.2322121, 6.988209 49.232219, 6.9882176 49.2322662, 6.9880877 49.2322759, 6.9881006 49.2323499, 6.9881136 49.2324241))",orthodox,,,,,,,,,,,,,,,attraction,,,church,,,,,,,"[808458618, 808458624, 808458626, 6985763716, 10746867982, 2228710457, 808458628, 808458630, 808458631, 6983977331, 808458632, 808458634, 6985763700, 808458637, 808458639, 9030047378, 808458644, 6983977320, 808458618]",,,church,,,,Friedrich Joachim Stengel,Q91920,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,216865277,Saarbrücken,11,66119,Am Triller,place_of_worship,Grabkapelle der Familie Röchling,christian,,Q15843452,,de:Röchling-Kapelle,"POLYGON ((6.9878368 49.2281809, 6.9877018 49.2282053, 6.9876829 49.2282255, 6.9876957 49.2282496, 6.9877304 49.2282639, 6.9878618 49.2282407, 6.9878477 49.2282066, 6.9878368 49.2281809))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2261865058, 2261865060, 2261865072, 2261865045, 2261865038, 2261865033, 2282349284, 2261865058]",,,yes,,,,,,,,4,,,,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,338274162,,,,,place_of_worship,St. Eligius,christian,,Q18028036,,,"POLYGON ((6.9418106 49.2415879, 6.9419157 49.2417398, 6.9419536 49.2417286, 6.9420418 49.2418585, 6.9421267 49.2418354, 6.9422117 49.2418105, 6.9422923 49.2417874, 6.9422558 49.2417364, 6.9421843 49.2416382, 6.942227 49.2416256, 6.9421633 49.2415389, 6.942115 49.2415529, 6.9420875 49.2415076, 6.9420202 49.2415298, 6.9419945 49.2414975, 6.9419513 49.2414906, 6.9418975 49.2415063, 6.9418822 49.2415357, 6.9418958 49.241562, 6.9418106 49.2415879))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[3453474564, 3453474526, 3453474556, 3453474565, 3453474531, 3453474532, 3453474516, 9800272767, 3453474567, 3453474557, 3453474529, 3453474536, 3453474558, 3453474546, 3453474563, 3453474554, 3453474552, 3453474561, 3453474508, 3453474564]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,399622839,Saarbrücken,11,66117,Am Hauptfriedhof,place_of_worship,Gebetshaus,christian,,,,,"POLYGON ((6.9544778 49.2122022, 6.9543789 49.2122151, 6.9543885 49.2122463, 6.9544447 49.2122389, 6.9544875 49.2122334, 6.9544936 49.2122534, 6.9544942 49.2122555, 6.9546794 49.2122314, 6.9546744 49.2122153, 6.9547127 49.2122103, 6.9546847 49.2121192, 6.9546714 49.2120759, 6.9546564 49.2120261, 6.9545011 49.2120463, 6.9545184 49.2121029, 6.9544696 49.2121093, 6.9544819 49.2121495, 6.9544625 49.212152, 6.9544778 49.2122022))",evangelical,,,,,,,,,,,,We 18:30+; Su 10:00+,,,,,,,,Freie Evangelische Christengemeinde e. V. Saarbrücken,,,,,"[4023402591, 4023402178, 4023402184, 8195488793, 4023402169, 10787180048, 4023402176, 4023402175, 4023402174, 4023402164, 10787180044, 4023402168, 4023402154, 4023402180, 4023402152, 4023402185, 4023402182, 4023402183, 4023402591]",,,yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401630782,Saarbrücken,159b,66130,Saargemünder Straße,place_of_worship,Heilig Kreuz,christian,limited,,,,"POLYGON ((7.0285207 49.2015834, 7.0287711 49.2016778, 7.0288412 49.201599, 7.0288235 49.2015899, 7.0290008 49.2013863, 7.029034 49.2013973, 7.0290688 49.2013549, 7.0290047 49.2013324, 7.0289921 49.20135, 7.0287852 49.2012729, 7.0285207 49.2015834))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1070545060, 1070543151, 9687095889, 9687095890, 4040410011, 4017196758, 4017196756, 4017196755, 4040410012, 1070543574, 1070545060]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,402608047,,,,,place_of_worship,,christian,,,,,"POLYGON ((7.001539 49.2294733, 7.0015588 49.2295118, 7.001638 49.2294948, 7.0016173 49.2294561, 7.001539 49.2294733))",,,,,,,,,,,,,,,,,,,,,,,,,,"[4049956641, 4049956642, 4049956643, 4049956640, 4049956641]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,449545323,,,,,place_of_worship,,christian,,,,,"POLYGON ((6.9628725 49.2526249, 6.962891 49.2526313, 6.9629039 49.2526421, 6.9629091 49.2526553, 6.9629059 49.2526686, 6.9628965 49.2526787, 6.9628824 49.2526861, 6.9628653 49.2526897, 6.9628475 49.2526893, 6.962831 49.2526848, 6.9628177 49.2526769, 6.9628089 49.2526648, 6.9628081 49.2526513, 6.9628157 49.2526385, 6.9628308 49.2526288, 6.9628509 49.2526239, 6.9628725 49.2526249))",roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[4464911865, 4464911867, 4464911869, 4464911871, 4464911873, 4464911876, 4464911878, 4464911881, 4464911880, 4464911877, 4464911875, 4464911872, 4464911870, 4464911868, 4464911866, 4464911864, 4464911865]",,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,512059915,,,,,place_of_worship,Islamische Gemeinde Saarland,muslim,,,,,"POLYGON ((6.9429852 49.2465261, 6.94409 49.2464459, 6.944421 49.2463451, 6.9445188 49.2463801, 6.9448062 49.2460462, 6.9447877 49.2456308, 6.9427918 49.2456732, 6.9428472 49.2459499, 6.9429852 49.2465261))",sunni,,,,,,,,,,,,,,,,,,,,Islamische Gemeinde Saarland e.V.,,,,,"[5007453970, 5007453972, 5007453971, 5007453973, 5007453975, 1271029445, 5007453976, 5007453977, 5007453970]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,,,,
way,514159276,,,,,place_of_worship,St. Johannes Baptista,christian,,Q14531743,,,"POLYGON ((6.914079 49.259574, 6.9140775 49.2596044, 6.9140802 49.2596255, 6.9140902 49.2596407, 6.9141091 49.2596533, 6.9141315 49.259663, 6.9141587 49.2596665, 6.9141832 49.2596631, 6.9142085 49.2596529, 6.9142251 49.259637, 6.9142322 49.2596231, 6.9142344 49.259605, 6.9142329 49.2595746, 6.9142827 49.2595736, 6.9142823 49.2593946, 6.9143538 49.2593945, 6.9143535 49.2592761, 6.9142785 49.2592761, 6.9142782 49.2591318, 6.9140089 49.259132, 6.9140092 49.2592786, 6.9139386 49.2592786, 6.9139388 49.2594001, 6.9140138 49.2594, 6.9140142 49.2595741, 6.914079 49.259574))",roman_catholic,,,,,,,http://pfarrei-altenkessel.de/,,,,,,,,,,,yes,,Pfarreiengemeinschaft St. Johannes Baptista Altenkessel und St. Elisabeth Rockershausen,,,,,"[1126922194, 5023885057, 1126921623, 5023885053, 1126921417, 5023885055, 1126922738, 1126922608, 1126922062, 5023885052, 5023885056, 1126922089, 1126921268, 1126921687, 1126922290, 1126922231, 1126922776, 1126920855, 1126921668, 1126921786, 1126922413, 1126922551, 1126921052, 1126921553, 1126921127, 1126922194]",,,church,,,,Wilhelm Hector,,,,,,,,1902-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,656768187,,,,,place_of_worship,Krippe Zaffino,christian,,,,,"POLYGON ((7.0483134 49.1749867, 7.0485762 49.1750077, 7.0485977 49.17492, 7.0483295 49.174892, 7.0483134 49.1749867))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[6151941417, 6151941418, 6151941419, 6151941420, 6151941417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659063524,Saarbrücken,51,66111,Schumannstraße,place_of_worship,Pfarrkirche St. Michael,christian,,Q2321677,Category:St. Michael (Saarbrücken),de:St. Michael (Saarbrücken),"POLYGON ((7.0018219 49.2384914, 7.0021407 49.2385196, 7.0021693 49.2385221, 7.0023251 49.2385334, 7.0023264 49.2385249, 7.0023355 49.2385319, 7.0023509 49.238541, 7.0023787 49.2385422, 7.0023965 49.2385316, 7.0024027 49.2385163, 7.002408 49.2384671, 7.0025679 49.2384784, 7.0025833 49.2383642, 7.002517 49.2383591, 7.0025324 49.2382741, 7.0023898 49.2382631, 7.0022223 49.2382502, 7.0018734 49.2382202, 7.0018756 49.2382072, 7.0018788 49.2381927, 7.0017885 49.2381863, 7.0017867 49.2382001, 7.0017754 49.2382664, 7.0017721 49.2382836, 7.0017681 49.2383068, 7.001761 49.2383466, 7.0017525 49.2383866, 7.0017489 49.2384101, 7.0017458 49.2384304, 7.00183 49.2384358, 7.0018219 49.2384914))",catholic,,,,,,,https://www.pfarrei-st-johann.de/st-michael.html,,,,,"Sa 15:00-18:00; open ""Vor und nach den Gottesdiensten""",,,,,,,,,,,,,"[1398509038, 9205298945, 1398509039, 8750916640, 9205298928, 9205298952, 9205298939, 1398509052, 8750925927, 8750925941, 1398509036, 1089217913, 1089217800, 1089217434, 1089217161, 1377490319, 1377490312, 1377490328, 8756246201, 8756246146, 1089217374, 8756246150, 1377490318, 8756246207, 8756246186, 4018203439, 1377490330, 8756246200, 1089217084, 1377490327, 1398509038]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,687130619,,,,,place_of_worship,Freie evangelische Gemeinde Saarbrücken - Schmollerstraße,christian,,,,,"POLYGON ((7.0038509 49.2346522, 7.0040159 49.2347245, 7.004113 49.2347662, 7.0042155 49.234672, 7.0041313 49.2346246, 7.0040483 49.2345715, 7.0039317 49.2345028, 7.0038789 49.2345426, 7.0038152 49.2345906, 7.0038821 49.2346256, 7.0038509 49.2346522))",,,,,,Q1005088,,https://feg-sb.de/,,,https://www.facebook.com/FeG-Saarbrücken-202790279743035/,,,,,,,,,,Freie evangelische Gemeinde Saarbrücken,,,FeG Saarbrücken,,"[6000840066, 1077032867, 1077034274, 1077033182, 1077034283, 1077032576, 1077033480, 6718390302, 1077032205, 6000840064, 6000840066]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,756092710,,,,,place_of_worship,St. Elisabeth,christian,,Q89920179,Category:St. Elisabeth (Saarbrücken-St. Johann),de:St. Elisabeth (Saarbrücken-St. Johann),"POLYGON ((7.0124762 49.231668, 7.012527 49.231668, 7.0125785 49.2316675, 7.0127664 49.2316685, 7.0127668 49.2317506, 7.0128209 49.231751, 7.012945 49.231752, 7.0130081 49.2316561, 7.0130496 49.2316562, 7.0130695 49.2316159, 7.0130791 49.2315792, 7.0130685 49.2315253, 7.013045 49.231495, 7.0130093 49.2314948, 7.0129301 49.2314007, 7.0128258 49.2314014, 7.0128254 49.2313773, 7.0128025 49.2313774, 7.0127802 49.2313776, 7.0127806 49.2314018, 7.012766 49.2314019, 7.0127656 49.2314891, 7.0125765 49.2314902, 7.012525 49.2314907, 7.0124742 49.2314907, 7.012475 49.2315563, 7.0124598 49.2315487, 7.0124412 49.2315447, 7.0124143 49.2315463, 7.012397 49.2315525, 7.0123799 49.2315671, 7.0123753 49.2315798, 7.0123776 49.2315929, 7.0123831 49.2316011, 7.0123965 49.2316113, 7.0124158 49.231618, 7.0124362 49.2316196, 7.0124558 49.2316166, 7.0124752 49.2316094, 7.0124762 49.231668))",catholic,,,,We 19:30;Su 18:00,,,https://www.eli-ja.de/,,,https://www.facebook.com/eli.ja.sb,,,,,,,Jugendkirche eli.ja,,,,,,,,"[2199564614, 9750607428, 1052012964, 1052013038, 1052013076, 7061911760, 1052013132, 1853227374, 9747012919, 1052013116, 9747012889, 9747012900, 1052012972, 1052013008, 1052012975, 9750607109, 9750607106, 7061911757, 9750607107, 9750607108, 1052013015, 1052013054, 1052013099, 9750607429, 2199564620, 3009819293, 2199564627, 2199564613, 2199564616, 2199564623, 2199564630, 2199564624, 2199564617, 2199564629, 2199564622, 2199564628, 2199564619, 2199564618, 2199564615, 2199564614]",,,church,,,,,,,,,,,,,,eli.ja - Kirche der Jugend,,,,,,,Q708778,,,,,,,,,,,,,,,,,https://www.instagram.com/eli.ja_saarbruecken/,https://twitter.com/bistum_trier,https://www.youtube.com/channel/UCNI5HRzgzxs6ixiu9ZwPNEA,,
way,771169583,Saarbrücken,3a,66121,Kolbenholz,place_of_worship,Pfarrkirche St. Theresia und St. Remigius,christian,,,,,"POLYGON ((7.0448883 49.2237967, 7.0450004 49.2237319, 7.0449195 49.2236721, 7.045148 49.22354, 7.0451866 49.2235676, 7.0452462 49.2235326, 7.0452102 49.2235043, 7.0452174 49.2235001, 7.0451465 49.2234485, 7.0450971 49.2234169, 7.0450407 49.2234524, 7.0450188 49.2234359, 7.0447403 49.2236113, 7.0447155 49.223593, 7.0446471 49.2236325, 7.0448883 49.2237967))",roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1130907006, 1130907031, 1130907010, 1130907033, 1130906986, 1130906990, 1130907039, 1130907014, 8498019496, 8688706220, 8688706236, 1130907034, 1392146986, 1392146983, 1130907002, 1130907006]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
