element_type,osmid,wheelchair,wheelchair:description,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,surveillance,surveillance:type,surveillance:zone,old_name,contact:website,name,tourism,operator,note,level,fixme,nodes,addr:country,alt_name,brand:wikidata,building,opening_hours,shop,short_name,building:levels,roof:shape,contact:phone,contact:email,contact:fax,office,wikidata,cuisine,outdoor_seating,roof:levels,operator:wikidata,website,disused:shop,roof:orientation,building:colour,building:use,smoking,roof:colour,automated,brand,self_service,opening_hours:signed,building:roof,air_conditioning,internet_access,internet_access:fee,start_date,delivery,takeaway,phone,source,atm,disused,addr:suburb,diet:vegetarian,second_hand,service:vehicle:air_conditioning,service:vehicle:body_repair,service:vehicle:brakes,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:electrical,service:vehicle:glass,service:vehicle:inspection,service:vehicle:new_car_sales,service:vehicle:oil_change,service:vehicle:used_car_sales,lottery,payment:cash,payment:cryptocurrencies,payment:mastercard,payment:paypal,payment:visa,brand:wikipedia,building:material,indoor_seating,ways,type,addr:housename
way,94689523,yes,,"POLYGON ((6.96018 49.2408706, 6.9601628 49.2407688, 6.959793 49.2407954, 6.9598077 49.2408825, 6.9597485 49.2408867, 6.9597634 49.2409752, 6.9602268 49.240942, 6.9602206 49.2409051, 6.9602144 49.2408681, 6.96018 49.2408706))",Saarbrücken,1,66115,Käthe-Kollwitz-Straße,,,,,,,DEKRA,,,,,,"[1099305314, 1099305335, 1099305355, 1099305268, 1099305352, 1099305274, 1099305324, 10903430920, 1099305293, 1099305314]",DE,,Q383711,commercial,"Mo-Fr 08:00-18:00; Sa 08:00-12:00; PH,Su closed",car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94792509,,,"POLYGON ((6.9879391 49.2432198, 6.9881913 49.243377, 6.988298 49.2433049, 6.9882813 49.2432945, 6.9881094 49.2431873, 6.9880457 49.2431476, 6.9879391 49.2432198))",Saarbrücken,21,66113,Lützelbachstraße,events_venue,,,,,,Luminanz -fine location,,,,,,"[1100470548, 1100470027, 1100470096, 5683124415, 2134778254, 1100470174, 1100470548]",DE,,,commercial,,,,,,,,,,,,,,,https://www.eventlocation-luminanz.de/,,,,,outside,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96118473,,,"POLYGON ((6.9610253 49.2552747, 6.9609609 49.2554199, 6.9609912 49.2554255, 6.9609815 49.2554466, 6.9609587 49.2554962, 6.9609525 49.2555096, 6.9610387 49.2555258, 6.9610797 49.2554365, 6.9610705 49.2554348, 6.9611283 49.2553039, 6.9611707 49.2553119, 6.9611959 49.2552548, 6.9611905 49.2552538, 6.9613171 49.2549668, 6.9611974 49.2549443, 6.961072 49.2552287, 6.9610495 49.2552793, 6.9610253 49.2552747))",Saarbrücken,188,66113,Lebacher Landstraße,,,,,Esso-Tankstelle,,,,,,,,"[1113684160, 1113684368, 1113684929, 9071751856, 10783306650, 1113684994, 1113685136, 1113684205, 1113684055, 1113684501, 1113684621, 1113684272, 1113684654, 1113684520, 1113684214, 1113685080, 5670461294, 1113684160]",DE,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96855700,,,"POLYGON ((6.964364 49.2488062, 6.9644542 49.2488542, 6.9644952 49.2488214, 6.9644792 49.2488129, 6.9646427 49.2486817, 6.9645686 49.2486423, 6.964364 49.2488062))",Saarbrücken,145,66113,Lebacher Straße,,,,,,,,,,,,,"[1122324002, 1122324076, 4911271647, 4911271646, 1122324579, 1122324349, 1122324002]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100164241,,,"POLYGON ((6.9816912 49.228115, 6.981988 49.2282018, 6.982052 49.2281104, 6.9817553 49.2280235, 6.9816912 49.228115))",,,,,,,,,,,,,,,,,"[1157802775, 1157802791, 1157802766, 1157802779, 1157802775]",,,,commercial,,,,1,gabled,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101817226,,,"POLYGON ((6.9818264 49.2284075, 6.9818486 49.2283788, 6.9818253 49.2282639, 6.9818429 49.2282321, 6.9816061 49.2281593, 6.9815029 49.2283047, 6.9815762 49.228328, 6.9818264 49.2284075))",,,,,,,,,,,,,,,,,"[1175419703, 1382696428, 1382696437, 1175419840, 1175419656, 1175419491, 1175419710, 1175419703]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111522083,,,"POLYGON ((6.9947304 49.2363394, 6.9946629 49.2362565, 6.9945674 49.2362901, 6.9946356 49.2363717, 6.9946985 49.2363503, 6.9947304 49.2363394))",,,,,,,,,,,,,,,,,"[1270355246, 1270355242, 1098431917, 1270355241, 7722135240, 1270355246]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112604681,,,"POLYGON ((6.9426516 49.2397773, 6.9424103 49.2394156, 6.9426213 49.239334, 6.942721 49.2394884, 6.9428231 49.2396384, 6.9429101 49.2397727, 6.9429622 49.2398551, 6.942651 49.2399369, 6.9425276 49.2398142, 6.9426516 49.2397773))",Saarbrücken,33,66115,Koblenzer Straße,,,,,,,Glas Adolph GmbH,,,,,,"[1279467318, 1014913919, 1279517003, 6001416645, 1014913952, 1279517005, 1014913954, 1014914031, 1279467328, 1279467318]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113860579,,,"POLYGON ((6.9984011 49.2321108, 6.9983467 49.2321268, 6.9982949 49.2321421, 6.9983374 49.2322072, 6.9984434 49.2321759, 6.9984011 49.2321108))",Saarbrücken,10,66111,Obertorstraße,,,,,,,,,,,,,"[1090999445, 1411455280, 1290866799, 1290866803, 1090997163, 1090999445]",,,,commercial,,,,1,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,116595829,,,"POLYGON ((7.0204722 49.2717158, 7.0203384 49.2718881, 7.0204557 49.2719269, 7.020404 49.2719934, 7.0209707 49.2721808, 7.0210194 49.2721181, 7.0212728 49.2722018, 7.0212156 49.2722756, 7.0215829 49.272397, 7.021777 49.2721471, 7.0204722 49.2717158))",,,,,,,,,,,Speicherboxx,,,,,,"[1314075224, 1314075229, 1314075238, 1314075239, 1314075243, 1314075241, 1314075244, 1314075245, 1314075246, 1314075242, 1314075224]",,,,commercial,24/7,storage_rental,,,,,,,,,,,,,http://www.speicherboxx.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117907944,limited,,"POLYGON ((7.0065945 49.2260135, 7.0066788 49.2259973, 7.0066687 49.2259745, 7.0065846 49.2259907, 7.0065945 49.2260135))",,,,,biergarten,,,,,,Ulanen Pavillon,,,,,,"[1327175546, 1327175545, 1327175544, 1327175547, 1327175546]",,,,commercial,,,,1,flat,,,,,,,,,,,,,brown,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122491634,,,"POLYGON ((6.9882538 49.2423672, 6.9882645 49.2423663, 6.9885547 49.2423474, 6.9885802 49.2423457, 6.9888551 49.2423276, 6.9888418 49.2422414, 6.9888362 49.2422053, 6.9888355 49.2422008, 6.9888281 49.2422013, 6.9882342 49.2422404, 6.9882538 49.2423672))",Saarbrücken,14,66113,Europaallee,,,,,,https://www.hotelbb.de/de/saarbruecken,B&B Hotel Saarbrücken-Hbf,hotel,,,,,"[1368663727, 10767210918, 5681349773, 6519049009, 1368663730, 10763826927, 6519040973, 1368663729, 6519049030, 1368663728, 1368663727]",,,Q794939,commercial,,,,5,,+49 681 793080,saarbruecken-hbf@hotelbb.com,+49 681 79308444,,,,,,,,,,,hotel,outside,,,B&B Hotels,,,,yes,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122527273,,,"POLYGON ((6.9905863 49.2431125, 6.9905455 49.2429161, 6.9904485 49.2429249, 6.9904181 49.2429277, 6.9902486 49.2429431, 6.9901325 49.2429537, 6.9897545 49.2429881, 6.9896891 49.242994, 6.9895224 49.2430092, 6.989445 49.2430162, 6.9894654 49.2431144, 6.9894858 49.2432126, 6.9905863 49.2431125))",,,,,,,,,,,WerkLoft - Buswerkstatt,,,,,,"[829843172, 829843174, 10270337092, 4312151664, 6938277062, 6938277052, 4312150901, 10270337104, 6938335639, 829843176, 6938277049, 829843170, 829843172]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122976854,,,"POLYGON ((7.0377792 49.2269345, 7.0378044 49.22693, 7.0378233 49.2269266, 7.0378063 49.2268861, 7.0377901 49.2268482, 7.0377459 49.2268561, 7.0377792 49.2269345))",,,,,,indoor,camera,building,,,,,,,,,"[1372569411, 8155297854, 1372569409, 8155297865, 1372569392, 1372569393, 1372569411]",,,,commercial,,,,1,flat,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123181765,,,"POLYGON ((6.9961034 49.235766, 6.9958572 49.2355477, 6.9957347 49.2356084, 6.9955946 49.2356771, 6.9957158 49.2357778, 6.9957646 49.2358181, 6.9959264 49.2359475, 6.9959809 49.2359911, 6.9960108 49.236, 6.9960413 49.2359956, 6.9960653 49.2359889, 6.9960898 49.2359615, 6.9962639 49.2357637, 6.9962948 49.2357286, 6.9961803 49.2356874, 6.9961486 49.2357208, 6.9961034 49.235766))",,,,,,,,,,,,,,,,,"[1098431706, 5865746541, 5865746540, 1098431587, 1098432380, 1376650779, 9236379078, 1098431807, 1376652246, 1098431771, 1098432025, 1376652233, 1374520611, 1374516518, 1098432407, 1374520600, 1098431706]",,,,commercial,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123299798,,,"POLYGON ((6.9934281 49.2351136, 6.9934104 49.2351322, 6.993431 49.2351614, 6.9935369 49.2352746, 6.9936154 49.2351958, 6.993684 49.2351269, 6.9934963 49.2350481, 6.9934281 49.2351136))",,,,,,,,,,,,,,,,,"[1375490038, 2174747654, 10235012502, 1100470598, 3319986900, 1375490041, 1375490037, 1375490038]",,,,commercial,,,,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123305758,,,"POLYGON ((6.9946567 49.2370209, 6.9947453 49.2369387, 6.9947309 49.2369219, 6.9947182 49.2369064, 6.9946913 49.2368736, 6.9946538 49.2368283, 6.9946014 49.2367673, 6.994472 49.2368092, 6.9945572 49.2369151, 6.9945116 49.2369522, 6.9946302 49.2370074, 6.9946567 49.2370209))",Saarbrücken,18,66111,Futterstraße,,,,,,,,,,,,,"[1375539027, 1098431654, 7722514886, 10128915957, 7722135205, 7722135202, 1375539775, 1375539778, 1375539776, 1098431843, 7722512456, 1375539027]",,,,commercial,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123305835,,,"POLYGON ((6.9943339 49.2366756, 6.9941689 49.2367364, 6.9941511 49.2367542, 6.9941437 49.2367616, 6.9942193 49.2367985, 6.99439 49.2367445, 6.9943339 49.2366756))",,,,,,,,,,,,,,,,,"[1098432289, 1098431469, 7176275354, 2288814161, 1098431925, 7722514892, 1098432289]",,,,commercial,,,,2,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123424068,,,"POLYGON ((6.9937246 49.2369072, 6.9937899 49.2369342, 6.9938118 49.2369429, 6.9939035 49.2368492, 6.9939745 49.2367774, 6.9939544 49.2367691, 6.9938882 49.236741, 6.9938166 49.2368129, 6.9937246 49.2369072))",Saarbrücken,9,66111,Sulzbachstraße,,,,,,,,,,,,,"[1376441232, 9588674527, 1098432374, 9588674529, 1098432214, 9588674528, 8245385385, 1098432400, 1376441232]",,,,commercial,,,,,flat,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123424072,,,"POLYGON ((6.9932143 49.2364535, 6.9931131 49.2365561, 6.9929928 49.236506, 6.9930313 49.2364672, 6.9930706 49.2364277, 6.9930964 49.2364018, 6.9931067 49.2364064, 6.9932143 49.2364535))",,,,,,,,,,,,,,,,,"[1098432292, 1376441213, 1376441236, 7722135262, 7722135226, 1376441225, 10232401240, 1098432292]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123424121,,,"POLYGON ((6.9934627 49.2363909, 6.9933376 49.2363358, 6.9932139 49.2362811, 6.9931677 49.2362613, 6.9931148 49.2363156, 6.9931607 49.2363358, 6.9931798 49.2363442, 6.9932791 49.2363879, 6.9934079 49.2364446, 6.9934627 49.2363909))",Saarbrücken,58,66111,Bahnhofstraße,,,,,,,,,,,,,"[1376441632, 1032833407, 10232401238, 1032833491, 1098432371, 10232401237, 5218501921, 1098432211, 1098431804, 1376441632]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124159968,limited,,"POLYGON ((6.9768039 49.2254683, 6.9768189 49.2254882, 6.9768353 49.2255085, 6.9768583 49.2255008, 6.9768929 49.2254896, 6.9768636 49.2254505, 6.9768039 49.2254683))",Saarbrücken,95,66119,Metzer Straße,fast_food,,,,,,Mega-Kebabhaus,,Yesilmen,Name „Mega-Kebabhaus“ = Logo und auf Flyern; alt_name = wie auf Schild an der Bude,0,,"[1382684155, 7727264336, 1382684147, 7727264335, 1382684149, 1382684151, 1382684155]",,Mega Bellevue Imbiss-Kebabhaus,,commercial,"Mo-Sa 11:00-23:00; PH,Su 12:00-23:00",,,1,flat,+49 681 98494875,,,,,kebab;pasta;pizza;sausage,yes,,,,,,,,outside,,,,,,,,,,,"Mo-Sa 11:00-22:30; PH,Su 12:00-22:30",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125735395,,,"POLYGON ((6.9815762 49.228328, 6.9815133 49.2284064, 6.9818571 49.2285137, 6.9818956 49.2284616, 6.9818894 49.2284275, 6.9818264 49.2284075, 6.9815762 49.228328))",,,,,,,,,,,,,,,,,"[1175419710, 1175419679, 1175419718, 9039173027, 1175419371, 1175419703, 1175419710]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138351290,,,"POLYGON ((7.107372 49.2085925, 7.1075424 49.2086207, 7.1075663 49.2085592, 7.1073958 49.208531, 7.107372 49.2085925))",Saarbrücken,101A,66131,Hauptstraße,,,,,,,"Holger Baltes, Technischer Service",,,,,,"[1516888554, 1516888595, 1516888549, 1516888527, 1516888554]",DE,,,commercial,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,+4968938010983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144712159,,,"POLYGON ((6.9590362 49.2406446, 6.9593432 49.2406387, 6.9593339 49.2403128, 6.959031 49.2403146, 6.9590362 49.2406446))",Saarbrücken,4,66115,Käthe-Kollwitz-Straße,,,,,,https://www.polo-motorrad.com/de-de/stores-polo-motorrad-store-saarbruecken/,POLO Motorrad Store Saarbrücken,,,,,,"[1582352657, 1582352656, 1582352624, 1582352625, 1582352657]",,,,commercial,"Mo-Fr 10:00-19:00; Sa 10:00-18:00; PH,Su closed",motorcycle,,,,+49 681 57038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153214064,,,"POLYGON ((7.0134892 49.2731207, 7.0135442 49.2731905, 7.0136795 49.2731451, 7.0136245 49.2730752, 7.0134892 49.2731207))",Saarbrücken,23,66125,Karlstraße,,,,,,,Kaltnaggischer Lädchen,,,Öffnungszeiten: Mo-Fr: 08:00 - 12:00 Uhr und 15:00 - 18:00 Uhr Sa: 08:00 - 12:00 Uhr,,,"[1659259448, 1659259453, 1659259449, 1659259447, 1659259448]",,,,commercial,,,,,,,,,,,,,,,http://www.kaltnaggischer-laedchen.de/,,,,,,,,,,,,,,,,,,+496897777930,http://www.kaltnaggischer-laedchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,182705661,,,"POLYGON ((7.019505 49.2283604, 7.0193583 49.2283153, 7.0192262 49.2283578, 7.0191962 49.2283667, 7.0190826 49.2284041, 7.0189406 49.2285233, 7.0191967 49.2286681, 7.0195648 49.228388, 7.019505 49.2283604))",Saarbrücken,6,66121,Am Kieselhumes,,,,,,,,,,,,,"[1068844885, 1068844931, 2198288307, 2198288330, 1068844865, 1068844909, 1068844933, 1068844904, 1068844885]",DE,,,commercial,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,182710649,,,"POLYGON ((7.0302013 49.2318325, 7.0291794 49.2314556, 7.0290816 49.231568, 7.0296428 49.2317787, 7.0299432 49.2318915, 7.0299223 49.2319102, 7.0300912 49.2319725, 7.0301049 49.2319505, 7.0301588 49.2318816, 7.0302013 49.2318325))",,,,,,,,,,,,,,,,,"[6707911153, 1089193026, 1089191593, 9130322523, 9130322621, 9130322689, 1089192976, 9130322607, 6707911154, 6707911153]",,,,commercial,,,,1,gabled,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194537126,,,"POLYGON ((7.0514227 49.27134, 7.0514502 49.2712681, 7.0512597 49.271237, 7.0512321 49.2713089, 7.0514227 49.27134))",Saarbrücken,5,66125,Rentrischer Straße,,,,,,,Bäckerei Keller,,,,,,"[2050375801, 2050375780, 2050375777, 2050375786, 2050375801]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49689772509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,209655835,,,"POLYGON ((7.0182457 49.2276209, 7.0182772 49.2276692, 7.0183057 49.227713, 7.0183093 49.2277187, 7.0183443 49.2277086, 7.018506 49.2276626, 7.0185366 49.2276539, 7.0184694 49.2275559, 7.0184397 49.2275645, 7.0184121 49.2275724, 7.0182796 49.2276112, 7.0182457 49.2276209))",Saarbrücken,183,66121,Mainzer Straße,,,,,,,,,,,,,"[2198459605, 5218501927, 1076974504, 8116908790, 6250430938, 8116908776, 1076976291, 1076973825, 8116908730, 2268085531, 2268085529, 2198459605]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,213191645,yes,,"POLYGON ((6.9930113 49.2367394, 6.9930017 49.2367346, 6.9929542 49.2367141, 6.9928466 49.2366694, 6.9927887 49.236645, 6.9927104 49.2367252, 6.9927682 49.2367495, 6.9928942 49.2368034, 6.9929313 49.2368193, 6.9930113 49.2367394))",Saarbrücken,68,66111,Bahnhofstraße,bank,,,,,https://www.psd-rheinneckarsaar.de/,PSD Bank,,,,,,"[2229290987, 7069172281, 7069172280, 10232401232, 1032928839, 2229291011, 10232401230, 2229297581, 2229291022, 2229290987]",DE,,Q2044656,commercial,"Mo,Th 09:30-18:00; Tu-We,Fr 09:30-16:00; PH,Su off; open ""und nach Vereinbarung """,,,5,flat,,,,,,,,1,,,,,,,,,,PSD Bank RheinNeckarSaar,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,216943403,,,"POLYGON ((6.974788 49.231731, 6.9747888 49.2318004, 6.9751393 49.2317959, 6.9751388 49.2317306, 6.9752284 49.2317284, 6.975225 49.2316169, 6.974785 49.2316256, 6.974788 49.231731))",Saarbrücken,3,66117,Gersweilerstraße,,,,,Glas Hornung,,,,,,,,"[1175403788, 1175403309, 1175403564, 1175403533, 1175404415, 1175404069, 2262631783, 1175403788]",DE,,,commercial,,,,2,flat,,,,,,,,,,,,,yellow,,,gray,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
way,217657779,,,"POLYGON ((7.028404 49.2317704, 7.0285607 49.2318214, 7.0286829 49.2316611, 7.0285262 49.2316102, 7.0284518 49.2317077, 7.028404 49.2317704))",Saarbrücken,33,66123,Quellenstraße,events_venue,,,,,https://www.o-haefele.de/loft,The Loft,,,,,,"[1089192949, 1089191838, 1089193281, 1089191510, 1089192019, 1089192949]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,217742509,,,"POLYGON ((7.0202931 49.2298983, 7.0203552 49.2298742, 7.0203242 49.2298393, 7.0203171 49.2298313, 7.0202549 49.2298553, 7.0202931 49.2298983))",,,,,,,,,,,,,,,,,"[2270433932, 2270433944, 10262794462, 2270433906, 2270433929, 2270433932]",,,,commercial,,,,1,skillion,,,,,,,,,,,,along,yellow;green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218601930,,,"POLYGON ((6.9863026 49.2450673, 6.9863512 49.2450223, 6.9864008 49.2449775, 6.9864057 49.244973, 6.9863825 49.2449622, 6.9863468 49.2449455, 6.9863287 49.2449371, 6.9863135 49.2449511, 6.9862867 49.2449764, 6.9862659 49.2449967, 6.9861894 49.2449634, 6.9861649 49.2449527, 6.986118 49.2449986, 6.9861427 49.2450093, 6.9862191 49.2450426, 6.9862274 49.2450345, 6.9863026 49.2450673))",Saarbrücken,55,66113,Sittersweg,car_wash,,,,,,Handwäsche CarCleanSaar,,,,,,"[2278368083, 10138422832, 10138422761, 2278368114, 8558020542, 8558020578, 2278368129, 10138422744, 10138422907, 2278368069, 10138422762, 2278368120, 2278368057, 10138422839, 2278368087, 2278368152, 2278368083]",DE,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,no,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219742510,,,"POLYGON ((6.9941038 49.2366603, 6.9941071 49.2366642, 6.9941366 49.2366986, 6.9941661 49.236733, 6.9941689 49.2367364, 6.9943339 49.2366756, 6.9942734 49.2366013, 6.9941038 49.2366603))",Saarbrücken,12,66111,Rotenhofstraße,,,,,,,,,,,,,"[1375540766, 9588674536, 7176275344, 9588674533, 1098431469, 1098432289, 1375540771, 1375540766]",,,,commercial,,,,2,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Johann,,,,,,,,,,,,,,,,,,,,,,,,,
way,289388424,,,"POLYGON ((7.0152265 49.2175651, 7.0152008 49.2175801, 7.0151189 49.2176279, 7.0151725 49.2176689, 7.0151912 49.2176832, 7.0152444 49.2176528, 7.0153137 49.2176137, 7.015271 49.2175879, 7.0152265 49.2175651))",,,,,,,,,,,,,,,,,"[8347126802, 8613189066, 2929378413, 5730335941, 2929378412, 5759680175, 8347126805, 2929378427, 8347126802]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,292040902,,,"POLYGON ((7.0288226 49.2885942, 7.029402 49.2882554, 7.0291597 49.2880792, 7.0292751 49.2880117, 7.0291541 49.2879238, 7.0284594 49.28833, 7.0288226 49.2885942))",Saarbrücken,6,66125,Hedwig-Stalter-Straße,,,,,,,WM Fahrzeugteile SE,,,,,,"[2955529399, 2955529398, 5427581468, 5427581469, 5427581470, 2955529417, 2955529399]",,,,commercial,,,,2,,,,,company,,,,,,https://www.wm.de/de/unternehmen/standorte/details/saarbruecken.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,298521714,,,"POLYGON ((7.0320655 49.2526643, 7.0320667 49.2526658, 7.0320863 49.2526907, 7.0321235 49.2527077, 7.0321686 49.2527114, 7.0322112 49.2527011, 7.0322416 49.2526791, 7.0322504 49.2526562, 7.0322527 49.2526503, 7.0322421 49.2526215, 7.0322411 49.2526208, 7.0322122 49.2525991, 7.0321699 49.2525884, 7.0321247 49.2525918, 7.0320872 49.2526085, 7.0320841 49.2526124, 7.0320699 49.2526297, 7.0320658 49.2526347, 7.0320655 49.2526643))",Saarbrücken,138,66123,Meerwiesertalweg,restaurant,,,,,,UHU Pavillion,,,,,,"[3024355473, 10061840660, 3024355476, 3024355462, 3024355465, 3024355466, 3024355467, 10061840658, 3024355468, 3024355469, 10061840657, 3024355470, 3024355471, 3024355472, 3024355463, 10061840705, 10061840659, 3024355464, 3024355473]",,,,commercial,Mo closed; Tu-Fr 11:30-19:00; Sa-Su 10:30-19:00,,,1,,,,,,,german,,0,,http://uhu-pavillon-wildpark.de/,,,,,outside,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
way,337764068,,,"POLYGON ((7.000937 49.2358924, 7.0010678 49.2359163, 7.0011188 49.2359254, 7.0011454 49.2358568, 7.0011389 49.2358556, 7.0011647 49.2357947, 7.0011556 49.2357929, 7.0011297 49.2357877, 7.0011427 49.2357578, 7.0010942 49.2357483, 7.0011189 49.2356959, 7.0010121 49.2357253, 7.0009721 49.2358136, 7.0009694 49.2358195, 7.000937 49.2358924))",,,,,,,,,,,"Café-Restaurant, Fahrradladen, Veranstaltungsräume",,,,,,"[837535189, 1377393812, 837535190, 10624864880, 837535191, 1377390266, 10624864882, 1377390268, 1377390260, 10624864881, 837535185, 837535188, 1377393277, 10624864891, 837535189]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366485589,limited,,"POLYGON ((6.960766 49.2373098, 6.9608085 49.2373029, 6.9607377 49.2371585, 6.9609943 49.2371076, 6.961143 49.2374265, 6.9611176 49.2374313, 6.9608411 49.2374839, 6.960766 49.2373098))",Saarbrücken,15,66115,Käthe-Kollwitz-Straße,,,,,,,Bilotta & Hau,,,,0,,"[3704639308, 3704639309, 3704639310, 3704639311, 3704639312, 9138353284, 3704639313, 3704639308]",,,,commercial,,car,,,,,,,,,,,,,http://www.bilotta-hau.de/,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,
