element_type,osmid,amenity,taxi,geometry,access,barrier,traffic_sign,parking,wheelchair,highway,lit,hgv,description,fee,access:conditional,foot,foot:conditional,note,note:access,surveillance,name,bicycle,motorcar,capacity,surface,emergency,maxheight,start_date,website,motor_vehicle,motorcycle,trailer,vehicle,wheelchair:description,opening_hours,level,layer,operator,maxwidth,private,park_ride,supervised,ref,bus,addr:city,addr:housenumber,addr:postcode,addr:street,contact:website,indoor,fixme,addr:country,brand,covered,kiss_ride,maxstay,operator:type,operator:wikidata,capacity:disabled,disabled,markings,nodes,paving_stones:material,orientation,building,brand:wikidata,name:fr,maxweight,smoothness,max_level,min_level,maxstay:conditional,parking:authentication:disc:conditional,access:note,zone,maxstay:monitoring,parking:authentication:disc,source,parking_disc,wikimedia_commons,fee:conditional,building:levels,roof:levels,roof:shape,capacity:parent,capacity:women,parking:orientation,alt_name,contact:phone,charge,old_name,building:use,authentication:disc,denomination,religion,ruins,charge:conditional,location,building:colour,payment:cash,area,building:part,landuse,service,park,parking:restriction:conditional,parking:zone,toilets:wheelchair,phone,restriction:conditional,capacity:tourist_bus,tourist_bus,authentication:disc:conditional,charge:note,building:min_level,wikidata,parking:condition,parking:condition:residents,restriction,skateboard,restriction:taxi,parking:condition:conditional,motorhome,disabled:conditional,capacity:charging,car_sharing,parking:restriction,ways,type
way,1082148971,parking,,"POLYGON ((7.0236154 49.1956452, 7.023519 49.1957292, 7.0236362 49.1957823, 7.0237306 49.1956997, 7.0236154 49.1956452))",customers,,,street_side,,,yes,,,,,,,,,,,,,4,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9917598922, 9917598999, 9917598953, 4039755011, 9917598922]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082148976,parking,,"POLYGON ((7.0238787 49.1959017, 7.0239851 49.195953, 7.0240801 49.1958677, 7.0239689 49.1958161, 7.0238787 49.1959017))",customers,,,street_side,,,yes,,,,,,,,,,,,,4,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9917598930, 9917596567, 2432440343, 9917598925, 9917598930]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082148983,parking,,"POLYGON ((7.0212204 49.1969237, 7.021347 49.1970314, 7.0212083 49.1971, 7.021078 49.1969943, 7.0212204 49.1969237))",customers,,,street_side,,,yes,,,,,,,,,,,,,5,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9917598995, 9917598978, 9917598957, 9917599001, 9917598995]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082148985,parking,,"POLYGON ((7.0228319 49.1964601, 7.0225656 49.1966705, 7.0228081 49.1967929, 7.0228325 49.1967704, 7.0230446 49.1965745, 7.0228319 49.1964601))",,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9917598937, 9917598994, 9917596601, 9917598972, 9917598974, 9917598937]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082148987,parking,,"POLYGON ((7.0219919 49.1964716, 7.0221108 49.1965419, 7.02191 49.1967018, 7.0218893 49.1966911, 7.0217393 49.1968156, 7.0215779 49.1967287, 7.0216842 49.1966723, 7.0218121 49.1965916, 7.0219429 49.1965034, 7.0219919 49.1964716))",customers,,,street_side,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2432440357, 9917596586, 9054982417, 9917596580, 9917596584, 9917598964, 2432440319, 104581481, 9917596565, 2432440357]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082216523,parking,,"POLYGON ((6.9688236 49.2325719, 6.9688178 49.2326939, 6.9696508 49.2326957, 6.969653 49.2325956, 6.9688236 49.2325719))",customers,,,street_side,,,yes,,,no,,,,,,,,,,,fine_gravel,,,,,,,,,,,,,Hotel Crystal,,,,no,,,,,,,,,,,,,,,,,,,,"[9918177532, 9918177531, 9918177529, 9918177530, 9918177532]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082407409,parking,,"POLYGON ((7.0365854 49.2513057, 7.036681 49.2512612, 7.036781 49.2511995, 7.036837 49.2512334, 7.0370522 49.2511112, 7.0370214 49.2512834, 7.0368355 49.2512692, 7.0368054 49.2514381, 7.0365854 49.2513057))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919963155, 615421745, 9919963153, 9919963154, 1026110139, 7800946283, 7800946284, 1026110043, 9919963155]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082407414,parking,,"POLYGON ((7.036936 49.2508991, 7.0369527 49.2508975, 7.03703 49.2508902, 7.0370402 49.2509551, 7.0369477 49.2509643, 7.036936 49.2508991))",,,,street_side,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919963173, 9362481082, 9919963171, 9919963172, 9919963174, 9919963173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082407415,parking,,"POLYGON ((7.0366585 49.2509238, 7.0368877 49.2509036, 7.0368987 49.2509717, 7.0366768 49.2509931, 7.0366585 49.2509238))",,,,street_side,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9258974043, 9919963175, 9919963176, 9919963177, 9258974043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082408725,parking,,"POLYGON ((7.037685 49.2509071, 7.0376953 49.2508369, 7.0380226 49.2508649, 7.0382097 49.2508964, 7.0385885 49.2510032, 7.0387655 49.2510741, 7.0387028 49.2511402, 7.0385346 49.2510669, 7.0381782 49.2509691, 7.0379991 49.2509397, 7.037685 49.2509071))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919969859, 9919969858, 9919969857, 9919969853, 9919969856, 9919969855, 344338556, 1698375414, 517549843, 9919969852, 9919969859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082409254,parking,,"POLYGON ((7.0359936 49.2508972, 7.0360936 49.2509076, 7.0362802 49.250926, 7.0364548 49.2509266, 7.0364481 49.2509945, 7.0362027 49.2509866, 7.0359767 49.2509704, 7.0359936 49.2508972))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919992518, 1391280387, 1026110101, 9919958715, 9919958716, 9919992517, 9919992519, 9919992518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082409255,parking,,"POLYGON ((7.0356648 49.2508398, 7.0357709 49.2508674, 7.0358532 49.2508796, 7.0358346 49.2509529, 7.0357434 49.2509467, 7.0356166 49.2509144, 7.0356648 49.2508398))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919992523, 1026109915, 9919992520, 9919992521, 9919992522, 9919992524, 9919992523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082409264,parking,,"POLYGON ((7.0362628 49.2503118, 7.0362185 49.2503038, 7.0359417 49.2502539, 7.0360119 49.2501088, 7.0360275 49.2501044, 7.0363321 49.2501646, 7.0362628 49.2503118))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919859387, 9919997669, 9919859386, 9919859385, 1391280128, 1391280147, 9919859387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082409455,parking,,"POLYGON ((7.0346598 49.2499282, 7.0346734 49.2498565, 7.0346361 49.249848, 7.0346799 49.2497815, 7.0352494 49.2499043, 7.0352916 49.2499115, 7.0354593 49.2499481, 7.0354242 49.2500186, 7.0353833 49.2500897, 7.0346598 49.2499282))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919994829, 9919994828, 1391280070, 9919994827, 1391280074, 1391280076, 1391280096, 9919994826, 9919994825, 9919994829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082410111,parking,,"POLYGON ((7.0357694 49.2502831, 7.0361886 49.2503672, 7.0362185 49.2503038, 7.0359417 49.2502539, 7.0358861 49.2502439, 7.0357756 49.2502708, 7.0357694 49.2502831))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919997671, 9919997670, 9919997669, 9919859386, 1391280176, 9919997675, 9919997671]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082410112,parking,,"POLYGON ((7.0354993 49.2501663, 7.0352891 49.2501214, 7.0352499 49.2501918, 7.0352475 49.2501961, 7.0352136 49.2502579, 7.0357274 49.2503674, 7.0357615 49.250299, 7.0357694 49.2502831, 7.0357756 49.2502708, 7.0357002 49.2502548, 7.0357207 49.2502137, 7.0354993 49.2501663))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9919997684, 9919997672, 1391280170, 9919997681, 9919997682, 1026110123, 7800946274, 9919997671, 9919997675, 9919997674, 9919997673, 9919997684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082411694,parking,,"POLYGON ((7.0375931 49.2506271, 7.0375834 49.250562, 7.0364749 49.2503506, 7.0364603 49.2503925, 7.0364535 49.2504119, 7.0375931 49.2506271))",,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7800991990, 9919995528, 9919995527, 9920017446, 7800991989, 7800991990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082535658,parking,,"POLYGON ((6.9687843 49.2325714, 6.96878 49.2326943, 6.9686688 49.2326929, 6.96867 49.2325696, 6.9687843 49.2325714))",yes,,,street_side,,,yes,,,,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9921092629, 9921092633, 9921092617, 481247713, 9921092629]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082535659,parking,,"POLYGON ((6.9681541 49.2325794, 6.9681496 49.2326919, 6.9681752 49.2326918, 6.9682465 49.2326915, 6.968248 49.2325782, 6.9681541 49.2325794))",yes,,,street_side,,,yes,,,,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9921092618, 9921092619, 9921077016, 9921077015, 9921092631, 9921092618]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082535660,parking,,"POLYGON ((6.9685452 49.2325725, 6.9685883 49.2326925, 6.9684575 49.2326935, 6.9684573 49.2325732, 6.9685452 49.2325725))",yes,,,street_side,,,yes,,,,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9921092630, 9921077012, 9921092627, 9921092628, 9921092630]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082535661,parking,,"POLYGON ((6.9696539 49.2326955, 6.970313 49.232705, 6.9703117 49.2326134, 6.969653 49.2325956, 6.9696539 49.2326955))",yes,,,street_side,,,yes,,,,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9921092634, 9921092626, 9921092621, 9918177530, 9921092634]",,diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1083053587,parking,,"POLYGON ((7.0158923 49.2169134, 7.0159496 49.2169431, 7.0160111 49.2169698, 7.0161331 49.216872, 7.0160006 49.2168054, 7.0159219 49.216871, 7.0158792 49.2169073, 7.0158923 49.2169134))",private,,,surface,,,yes,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7369905539, 7369905502, 9925714884, 9925728318, 7369905550, 7369905551, 9925714904, 7369905539]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1083334505,parking,,"POLYGON ((6.9309178 49.2462271, 6.9309412 49.2464046, 6.930742 49.24642, 6.9307219 49.2462786, 6.9307147 49.2462284, 6.9308529 49.2462303, 6.9309178 49.2462271))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9928127713, 9928127712, 9928127714, 10681971998, 9928127711, 9928127716, 9928127713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1083618883,parking,,"POLYGON ((7.0012784 49.2300759, 7.0012486 49.2300824, 7.0012111 49.2300091, 7.0014715 49.2299499, 7.0015027 49.2300003, 7.0016629 49.2299591, 7.0017862 49.2299272, 7.0017574 49.2298828, 7.0018312 49.2298658, 7.0018119 49.229826, 7.0019095 49.2298019, 7.0020064 49.2299782, 7.0017583 49.2300367, 7.0017615 49.2300454, 7.0014104 49.2301254, 7.0013896 49.2300871, 7.0013722 49.2300555, 7.0012784 49.2300759))",,,,surface,,,yes,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9930407567, 9930407570, 9930407520, 9930407559, 9930407537, 9493898521, 9930407525, 9930407539, 9930397908, 9930407531, 9930407561, 9930407541, 9930397914, 9930407552, 9930397906, 9105989485, 9930407521, 9930407567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1083887604,parking,,"POLYGON ((6.9623605 49.2312625, 6.9625055 49.2315098, 6.9624216 49.2315252, 6.9624509 49.2316131, 6.9624777 49.2317024, 6.9625578 49.2316921, 6.9625625 49.2318059, 6.9625721 49.231896, 6.9625294 49.2318967, 6.9624768 49.231898, 6.9624309 49.2318483, 6.9623858 49.2318018, 6.9623241 49.2317592, 6.9622582 49.2316723, 6.9622604 49.2315905, 6.9623131 49.2315251, 6.9622957 49.2314086, 6.9622762 49.2313551, 6.9622465 49.2312987, 6.9622928 49.2312848, 6.9623096 49.2312798, 6.9623605 49.2312625))",no,,,surface,,,yes,,,no,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,yes,,"[4807488292, 4807488293, 4807488294, 4035133550, 4807488295, 4807488296, 4807488297, 9932657108, 4035133540, 9932673551, 4035117704, 8846058576, 4035117693, 8099208948, 4035117696, 4035117705, 4035117714, 4035117710, 4035117716, 9932673534, 4035133554, 4807488292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084127116,parking,,"POLYGON ((7.0268938 49.2333966, 7.0273025 49.2334781, 7.0273561 49.233382, 7.0269467 49.2332948, 7.0268938 49.2333966))",private,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9934623340, 9934623339, 9934623338, 9934623337, 9934623340]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084127118,parking,,"POLYGON ((7.027586 49.2328204, 7.0276371 49.2328156, 7.0276307 49.2327763, 7.0276259 49.2327541, 7.0274778 49.2327646, 7.0274762 49.2327559, 7.0274729 49.2327386, 7.0272699 49.2327558, 7.0272714 49.2327683, 7.0270578 49.2327836, 7.0270653 49.2328234, 7.0270583 49.2328482, 7.0272339 49.2328617, 7.0273403 49.2328527, 7.0274329 49.2328448, 7.0274314 49.2328308, 7.027586 49.2328204))",private,,,rooftop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5876975002, 9934623349, 9943407428, 10274118253, 10274118143, 10030289231, 9934623348, 10274118119, 10274118285, 9934623347, 9934623346, 9934623345, 5876975005, 10274118333, 5876975004, 5876975003, 5876975002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084127385,parking,,"POLYGON ((7.0292332 49.2342638, 7.0292373 49.2341589, 7.0290214 49.2341558, 7.0289883 49.2341554, 7.0289608 49.234155, 7.0289269 49.2341549, 7.0288981 49.2341541, 7.0289017 49.2341743, 7.0289822 49.2342382, 7.0290412 49.2342583, 7.0292332 49.2342638))",private,,,rooftop,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9934673744, 2144826639, 2144826640, 9934673733, 9934673734, 9934673739, 9934673743, 9934673742, 9934673741, 9934673740, 9934673744]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084127478,parking,,"POLYGON ((7.0300559 49.234315, 7.0300289 49.2342842, 7.0300084 49.2342614, 7.0300643 49.2342388, 7.0301139 49.2342188, 7.0301668 49.2342731, 7.0300791 49.2343063, 7.0300559 49.234315))",private,,,surface,,,,,,,,,,,,,,,,3,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1700226499, 5853445400, 9934663267, 9705798762, 9705798763, 7159400423, 7159400435, 1700226499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084313201,parking,,"POLYGON ((7.0231543 49.2345289, 7.0233269 49.2345666, 7.0233985 49.2344356, 7.0234112 49.2344123, 7.0232996 49.2343859, 7.0232412 49.2343721, 7.0232215 49.2344089, 7.0231772 49.2344891, 7.0231543 49.2345289))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9936255035, 1476495548, 9936255140, 9936255141, 1476495546, 9936255034, 10278533289, 10278517440, 9936255035]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1084313213,parking,,"POLYGON ((7.0207 49.2329946, 7.0207686 49.232991, 7.0207628 49.2329443, 7.0207578 49.2329011, 7.0206895 49.2329044, 7.0207 49.2329946))",customers,,,surface,,,,,,no,,,,,,,,,,4,paving_stones,,,,,,,,,,,,,Hecker,,,,,,,,,,,,,,,,,,,,,,,,"[1086427297, 9936255065, 10274100275, 9936255064, 9936255063, 1086427297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1085680867,parking,,"POLYGON ((6.9622196 49.2329896, 6.9621626 49.2329886, 6.9621434 49.2327022, 6.9621153 49.232668, 6.962234 49.2326654, 6.9622501 49.2326917, 6.9622528 49.2327138, 6.9622527 49.2327628, 6.9622196 49.2329896))",no,,,surface,,,yes,,,,,,,,Schild „Sonderparkplatz|nur mit Sonderausweis“ (+ Rollstuhl-Symbolbild); check_date 2022-08-11,,,,,,fine_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,"[9934416260, 9948094938, 9948094925, 9948094924, 9934416243, 9934416292, 9934416279, 9934416244, 9934416260]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1086720224,parking,,"POLYGON ((6.9861648 49.2413199, 6.9861474 49.2412753, 6.9860472 49.2412897, 6.9860237 49.2412158, 6.9860557 49.2411822, 6.9856806 49.2410213, 6.9853933 49.2411317, 6.9851139 49.2412406, 6.9850316 49.2411569, 6.9845506 49.2413331, 6.9845969 49.2414383, 6.9847934 49.2415046, 6.9852418 49.2414459, 6.9856335 49.2413769, 6.9859661 49.2413245, 6.9859751 49.2413484, 6.9861648 49.2413199))",yes,,,surface,,,yes,,,yes,,,,,,,Parkplatz Alte Post,,,,paved,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,"[9957217367, 9957217375, 9957217346, 9957217341, 9957217368, 9957217334, 9957217366, 9957217348, 9957217364, 9957217360, 9957217338, 9957217349, 9957217335, 9957217369, 9957217342, 9957217345, 9957217367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1086743682,parking,,"POLYGON ((6.9776229 49.2396937, 6.9775864 49.239756, 6.9773093 49.239685, 6.9773425 49.2396306, 6.9774464 49.2396543, 6.9774732 49.2396604, 6.9776229 49.2396937))",private,,,surface,,,no,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9957417659, 9957417677, 6105057285, 9957417683, 1853939197, 6105056577, 9957417659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1086743683,parking,,"POLYGON ((6.9776005 49.2394384, 6.9776554 49.2393474, 6.9777395 49.2394504, 6.9777015 49.2394998, 6.9776005 49.2394384))",customers,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,Tanzstudio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,"[9957417703, 9957417670, 9957417689, 9957417679, 9957417703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1086743687,parking,,"POLYGON ((6.9774551 49.2393947, 6.9775757 49.2394248, 6.9776122 49.2393677, 6.9775621 49.2393513, 6.9774982 49.2393359, 6.9774551 49.2393947))",customers,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,Tanzstudio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,"[1853939204, 1853939201, 9957417673, 6043139294, 9957417675, 1853939204]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1086743688,parking,,"POLYGON ((6.9774646 49.2391929, 6.9774802 49.2391767, 6.9774638 49.2391672, 6.9774759 49.239154, 6.9774268 49.2391322, 6.9773954 49.2391661, 6.9774646 49.2391929))",private,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9957417693, 9957417707, 9957417671, 9957417656, 9957417705, 9957417697, 9957417693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1088025732,parking,,"POLYGON ((7.0087992 49.2411632, 7.0090711 49.2411985, 7.0090864 49.2411492, 7.0091979 49.241163, 7.0091824 49.2412119, 7.0093069 49.2412273, 7.0093308 49.2411525, 7.0088242 49.2410884, 7.008815 49.241114, 7.0087992 49.2411632))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9968830734, 9968830732, 9968830731, 9968830730, 9968830729, 9968830728, 9968830727, 9968830726, 9968830735, 9968830734]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1088186590,parking,,"POLYGON ((7.0369355 49.202814, 7.0371361 49.2028589, 7.0371804 49.2028327, 7.0372514 49.2026592, 7.0371938 49.2026513, 7.0372058 49.2026276, 7.0370265 49.2025937, 7.0369355 49.202814))",permissive,,,surface,,,,,,,,,,,,,Haus Sonnabend,,,18,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9970062802, 10269045274, 10269045275, 10269045278, 10269045273, 10269045272, 9970062805, 9970062802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1088188173,parking,,"POLYGON ((7.0366412 49.2031534, 7.0360967 49.2033549, 7.0363381 49.2036686, 7.0368853 49.2034653, 7.036833 49.2034005, 7.0369269 49.2033689, 7.0367298 49.2031507, 7.0366412 49.2031534))",permissive,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9970118712, 9970118711, 9970118710, 9970118709, 10269045217, 10269045216, 10269045215, 9970118712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1088511100,parking,,"POLYGON ((6.9966363 49.2277322, 6.9966672 49.2277677, 6.9967275 49.2277457, 6.9966957 49.2277082, 6.9966363 49.2277322))",customers,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"[2275601454, 9972730899, 9972730896, 9972730898, 2275601454]",concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1089118549,parking,,"POLYGON ((6.9825125 49.2305853, 6.9824915 49.2305445, 6.9824707 49.2305056, 6.9823887 49.2305248, 6.9824331 49.230603, 6.9825125 49.2305853))",private,,,surface,,,,,,,,,,,,,,,,,fine_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1017839139, 9977459060, 9977459059, 9977459069, 9977459032, 1017839139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
