element_type,osmid,geometry,historic,name,wheelchair,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,description,image,tourism,website,access,indoor,start_date,amenity,nodes,architect,building,building:levels,check_date:opening_hours,construction:start_date,contact:email,contact:phone,contact:website,heritage,name:sk,opening_hours,ref:isil,roof:shape,short_name,wikidata,wikipedia,source:addr,building:colour,nohousenumber,roof:colour,source:geometry,building:architecture,elevator,last_renovation,height,phone,toilets:wheelchair,leisure,sport,source:outline,addr:suburb,operator,roof:levels,building:material,community_centre,operator:type,name:etymology:wikidata,opening_hours:signed,owner,heritage:description,heritage:operator,roof:material,building:part,alt_name,community_centre:for,denomination,religion,old_name,ref,height:note,roof:height,roof:orientation,contact:facebook,contact:instagram,3dr:height1,3dr:length2,3dr:type,building:facade:material,drinking_water,fee,female,male,toilets:disposal,unisex,capacity,opening_hours:covid19,payment:cards,payment:cash,shower,toilets,email,polling_station,disused:building,loc_name,source:height,addr:housename,museum,architect:wikidata,retreat,retreat:for,retreat:operator,note,noaddress,social_facility,social_facility:for,temporary,ways,type,disused:amenity,club,contact:fax,official_name
way,93709788,"POLYGON ((8.3659322 49.0419436, 8.3658462 49.042008, 8.3660276 49.042112, 8.3659528 49.042168, 8.3659161 49.042147, 8.3657972 49.042236, 8.365982 49.042342, 8.3660986 49.0422547, 8.3660724 49.0422396, 8.3661675 49.0421683, 8.36619 49.0421515, 8.36628 49.0422032, 8.3663254 49.0421691, 8.3659322 49.0419436))",,TuS Neureut,,Bing Maps,Karlsruhe,DE,4,76149,Rechts der langen Richtstatt,,,,,,,,,,"[1088158940, 1088158918, 1088158789, 1445725530, 1445725529, 1088158850, 1088158876, 1088158802, 1088158844, 9140567952, 1088158891, 1088158936, 1088158899, 1088158940]",,civic,,,,,,http://www.tusneureut.de/,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,sports_centre,multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93709795,"POLYGON ((8.3659322 49.0419436, 8.3663254 49.0421691, 8.3666299 49.041941, 8.3662367 49.0417154, 8.3659322 49.0419436))",,,,Bing Maps,,,,,,,,,,,,,,,"[1088158940, 1088158899, 1088158800, 1088158838, 1088158940]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96796217,"POLYGON ((8.4179015 49.0229856, 8.4184289 49.0225896, 8.4182964 49.0225138, 8.418273 49.0225314, 8.4181533 49.0224629, 8.4181772 49.022445, 8.4180447 49.0223691, 8.417517 49.0227654, 8.4179015 49.0229856))",,Männerturnverein Karlsruhe 1881 e.V.,,,,,,,,,,,,,,,,,"[1121456680, 1121456641, 5366863523, 5366862620, 5366863521, 5366863522, 1121456535, 1121456608, 1121456680]",,civic,1,,,,,,,,,,round,,,,,,,,,,,,,,,sports_centre,athletics,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98192582,"POLYGON ((8.449034 49.0156692, 8.4490005 49.0155311, 8.448691 49.0155634, 8.4487245 49.0157015, 8.449034 49.0156692))",threshing_floor,Dreschhalle,,,,,,,,,,,,,,,,community_centre,"[1135973040, 1135973100, 1135973058, 1135973045, 1135973040]",,civic,,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Stadt Karlsruhe,,,events_venue,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98520730,"POLYGON ((8.4099363 49.0043075, 8.4099543 49.0040393, 8.409796 49.0040335, 8.4097873 49.0041783, 8.4097733 49.0042864, 8.4099363 49.0043075))",,Luise-Riegger-Haus,no,LA-KA,,,56,76137,Baumeisterstraße,,,,,,,,,community_centre,"[1139736167, 1139735080, 1139734129, 1139735764, 1139734776, 1139736167]",,civic,3,,,,,https://www.awo-karlsruhe.de/einrichtungen/luise-riegger-haus/,,,,,hipped,,,,,,,,,,,,,,,,,,,AWO Kreisverband Karlsruhe-Stadt e.V.,1,,,,Q63485736,no,Stadt Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100194518,"POLYGON ((8.4300907 49.0144008, 8.4299505 49.0143605, 8.4299408 49.0143751, 8.4298884 49.0144535, 8.4300287 49.0144937, 8.4300597 49.0144473, 8.4300702 49.0144315, 8.4300907 49.0144008))",,,,,Karlsruhe,DE,35,76131,Haid-und-Neu-Straße,,,,,,,,1875,,"[1158134682, 1158134676, 1186205480, 1158134787, 1158134607, 7796499376, 10930737224, 1158134682]",Josef Durm,civic,1,,,,,,4,,,,pyramidal,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Oststadt,,1,brick,,,,,,Kulturdenkmal von besonderer Bedeutung,lda,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100194540,"POLYGON ((8.4302696 49.0145597, 8.4303307 49.0144656, 8.4304742 49.0145057, 8.4304131 49.0145998, 8.4303614 49.0145853, 8.4303284 49.0145761, 8.4302696 49.0145597))",,,,,Karlsruhe,DE,39,76131,Haid-und-Neu-Straße,,,,,,,,1875,,"[1158134601, 1158134517, 1158134815, 1158134658, 3405622270, 3405622269, 1158134601]",Josef Durm,civic,1,,,,,,4,,,,pyramidal,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,1,brick,,,,,,Kulturdenkmal von besonderer Bedeutung,lda,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100640893,"POLYGON ((8.342125 49.0172903, 8.3422419 49.0173958, 8.3423165 49.0174631, 8.3423382 49.0174827, 8.3424178 49.0174448, 8.3423745 49.0174057, 8.34252 49.0173363, 8.3424676 49.0172891, 8.3424604 49.0172925, 8.3424234 49.0172592, 8.3422842 49.0173256, 8.3421963 49.0172463, 8.3421486 49.017269, 8.3421558 49.0172756, 8.342125 49.0172903))",,,,Maps4BW,,,,,,,,,,,,,,,"[6680389526, 7549631369, 7549631360, 1163437013, 1163435066, 1163435921, 1163436944, 6680389527, 6680389528, 1163435791, 1163436203, 1163435654, 1163436717, 1163436691, 6680389526]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101003407,"POLYGON ((8.4824853 48.9469983, 8.482568 48.9471269, 8.4825877 48.9471214, 8.4827132 48.9470866, 8.4826453 48.946981, 8.4826092 48.946991, 8.4825944 48.946968, 8.4824853 48.9469983))",,,,knowledge,Karlsruhe,DE,5,76228,Henri-Arnaud-Straße,,,,,,,,,,"[1166642930, 1166642891, 1166642994, 1166643016, 1166642947, 1166642791, 1166643000, 1166642930]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102687234,"POLYGON ((8.4283242 49.0127499, 8.4279786 49.0127264, 8.4279939 49.0126292, 8.428395 49.0126565, 8.4283854 49.0127173, 8.4283242 49.0127499))",,Hoepfner Schalander,,,,,,,,,,,,,,,1897,events_centre,"[1185959137, 1185959229, 1185959208, 1185959224, 1185959160, 1185959137]",,civic,,,,,,,,,,,round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102951767,"POLYGON ((8.376081 48.996457, 8.3761529 48.9964127, 8.3761292 48.9963393, 8.3762378 48.9962901, 8.3763226 48.9962649, 8.3764296 48.9962411, 8.3765551 48.996229, 8.3765402 48.996127, 8.3766923 48.9961345, 8.3768472 48.9961556, 8.3769572 48.9961794, 8.3770209 48.9961969, 8.3769854 48.9960344, 8.3770352 48.996022, 8.3769073 48.9957612, 8.3768276 48.9957674, 8.3767668 48.9956435, 8.3767506 48.9955732, 8.3767334 48.9954991, 8.3767088 48.9953926, 8.3766355 48.9953994, 8.3766333 48.9953937, 8.3766127 48.9953956, 8.3765973 48.995397, 8.3764215 48.9954166, 8.3764119 48.9954177, 8.3763517 48.9954238, 8.3762223 48.9954371, 8.3762111 48.9954829, 8.3761553 48.9957113, 8.3761096 48.9957095, 8.376052 48.9958265, 8.3760439 48.9958463, 8.3760243 48.9959111, 8.3760132 48.9959478, 8.3760024 48.9959805, 8.3759924 48.9960473, 8.375964 48.9960413, 8.375959 48.9960733, 8.3759551 48.9960986, 8.3759525 48.9961152, 8.3759493 48.9961354, 8.3759487 48.9961551, 8.375946 48.996233, 8.3759769 48.996263, 8.3759813 48.9963076, 8.3759508 48.9963097, 8.3759532 48.9963248, 8.3759557 48.9963399, 8.3759843 48.9963379, 8.3759862 48.9963566, 8.375999 48.9964332, 8.37606 48.9963721, 8.3760709 48.9964164, 8.376081 48.996457))",,,,LA-KA,,,,,,,,,,,,,2008-03-14,,"[1188913581, 1188913448, 1188913645, 1188913445, 1188913415, 1188913444, 1188913629, 1188913490, 1188913638, 1188913612, 1188913514, 1188913532, 1188913571, 1188913508, 1188913521, 1188913509, 1188913654, 5110950715, 5110950724, 5110950723, 5110950722, 5110950721, 5110950569, 5110950720, 5110950648, 5110950711, 5110950705, 1188913560, 5110950560, 1188913635, 1188913487, 1188913545, 1218978231, 5110950533, 1218978254, 1188913551, 5110950563, 5110949614, 5110950467, 5110949615, 6960805864, 5110949616, 5110950466, 5110950468, 1188913505, 5110949617, 5110950442, 5110950516, 5110950443, 5110949618, 1188913565, 1188913614, 1188913524, 1188913608, 1188913581]",,civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108453588,"POLYGON ((8.4061036 49.0087584, 8.4061045 49.008767, 8.4061072 49.0087931, 8.4060501 49.0087957, 8.4055905 49.008816, 8.4054881 49.0088205, 8.4055017 49.0087533, 8.4055639 49.008418, 8.4055976 49.0084205, 8.4056097 49.0084214, 8.4056307 49.008423, 8.4056638 49.0084254, 8.4056944 49.0084277, 8.4057003 49.0084281, 8.40573 49.0084303, 8.4057456 49.0084315, 8.4057078 49.0086578, 8.4057478 49.0086592, 8.4057465 49.0086881, 8.4060948 49.0086731, 8.4060989 49.0087121, 8.4061036 49.0087584))",,,,,Karlsruhe,DE,61,76133,Zähringerstraße,,,,,,,,1980,,"[1244379616, 5531978158, 1244379337, 5061670932, 5531978147, 2925272336, 5531978144, 1244379554, 4359171959, 5531978149, 4359171960, 4359171961, 4359171962, 5531978150, 4359171963, 1244379298, 1244379718, 1244379514, 1244379401, 1244379350, 5531978157, 1244379616]",,civic,4,,,,,,,,,,hipped,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Stadt Karlsruhe,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108453600,"POLYGON ((8.4059038 49.0079792, 8.4058869 49.0079643, 8.4058181 49.0079589, 8.4058294 49.0078965, 8.4058711 49.0078997, 8.4058716 49.0078972, 8.4059331 49.007902, 8.4059557 49.0079037, 8.4060412 49.0079104, 8.4060365 49.0079363, 8.4060652 49.0079386, 8.4062351 49.0079518, 8.4062049 49.0081185, 8.4061971 49.0081614, 8.4061817 49.0081602, 8.4060272 49.0081481, 8.4059548 49.0081425, 8.4059456 49.0081417, 8.4059653 49.0080335, 8.4059468 49.0080171, 8.4059404 49.008019, 8.4059335 49.0080201, 8.4059265 49.0080203, 8.4059196 49.0080196, 8.405913 49.008018, 8.4059069 49.0080156, 8.4059017 49.0080125, 8.4058975 49.0080088, 8.4058945 49.0080047, 8.4058928 49.0080002, 8.4058924 49.0079956, 8.4058933 49.007991, 8.4058956 49.0079867, 8.4058991 49.0079827, 8.4059038 49.0079792))",,Hanns-Löw-Haus,,,Karlsruhe,DE,13,76133,Kreuzstraße,,,,,,,,,community_centre,"[1244379584, 1244379732, 1244379252, 1244379745, 1239998507, 1239998555, 8090516641, 1239998558, 1239998487, 1244379444, 8090516621, 1244379725, 1244379316, 8090516644, 2460256566, 1244379673, 1244379750, 8090516643, 1244379327, 1244379475, 1244379676, 1244379606, 1244379333, 1244379363, 1244379461, 1244379286, 1244379648, 1244379699, 1244379226, 1244379438, 1244379314, 1244379620, 1244379416, 1244379381, 1244379584]",,civic,,2022-10-07,,,,https://stadtkirche-karlsruhe.de/de/gemeindehaus,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Alt- und Mittelstadtgemeinde Karlsruhe,,,parish_hall,religious,,no,,,,,,Evangelisches Gemeindehaus,religious,protestant,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109136538,"POLYGON ((8.3963481 49.0070632, 8.3964297 49.0071368, 8.3965017 49.0072165, 8.3965528 49.0071991, 8.3966624 49.0071616, 8.3967984 49.0070965, 8.3967459 49.0070377, 8.3966473 49.0070756, 8.3965625 49.0069807, 8.3965582 49.0069824, 8.3965327 49.0069538, 8.3965058 49.0069642, 8.3965313 49.0069927, 8.3963985 49.0070438, 8.3963481 49.0070632))",,,,,,,,,,,,,,,,,2012,,"[3935624333, 6223254471, 3935624334, 8043170550, 1250230968, 1250231181, 1250230868, 1250231059, 1250231269, 1250230807, 3935624332, 1250231271, 1251601270, 8043170562, 3935624333]",,civic,3,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109861049,"POLYGON ((8.3820465 49.0108695, 8.3821908 49.0108634, 8.3821927 49.0108819, 8.3824798 49.0108698, 8.3824778 49.0108493, 8.3825895 49.0108446, 8.3826875 49.0108404, 8.3826974 49.01084, 8.3826993 49.0108596, 8.382789 49.0108558, 8.3827886 49.0108518, 8.3828951 49.0108473, 8.3828955 49.0108515, 8.3829839 49.0108478, 8.3829817 49.0108258, 8.3831248 49.0108197, 8.3831412 49.0109869, 8.3831263 49.0109875, 8.3829499 49.010995, 8.3829481 49.0109768, 8.382905 49.0109786, 8.3829015 49.0109425, 8.382707 49.0109507, 8.3827093 49.0109738, 8.3826217 49.0109775, 8.3826243 49.0110044, 8.3824852 49.0110103, 8.3824827 49.0109846, 8.3824373 49.0109866, 8.382435 49.0109628, 8.3822779 49.0109695, 8.3822797 49.0109878, 8.3822473 49.0109892, 8.38225 49.0110167, 8.3820617 49.0110247, 8.3820465 49.0108695))",,,yes,,Karlsruhe,DE,8,76133,Kaiserallee,,,,,,,,1894,,"[1256625124, 1256625730, 1256625004, 1256625215, 1256625465, 10204344160, 4368522079, 1256625676, 1256624897, 1256625086, 1256625353, 1256625593, 1256625741, 1256625017, 1256625242, 1256625494, 1256625690, 1256625698, 4535506384, 1256625367, 1256625615, 1256625754, 1256625028, 1256625257, 1256625505, 1256625700, 1256624947, 1256625150, 1256625400, 1256625643, 1256625778, 1256625044, 1256625300, 1256625543, 1256625714, 1256625124]",Adolf Weinbrenner,civic,3,,,,,,yes,,,,hipped,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Landesversicherungsanstalt Baden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109896351,"POLYGON ((8.3787305 49.0153495, 8.378829 49.0153454, 8.3788299 49.0153547, 8.3788499 49.0153539, 8.3788543 49.0153999, 8.3790266 49.0153929, 8.3790225 49.0153489, 8.3790473 49.0153479, 8.3790465 49.0153398, 8.3791361 49.0153362, 8.3791282 49.0152524, 8.3791443 49.0152517, 8.3791424 49.0152315, 8.37914 49.0152068, 8.3791271 49.0152074, 8.3791227 49.0151618, 8.3791196 49.0151285, 8.3790142 49.0151328, 8.3790171 49.015164, 8.378818 49.0151721, 8.378815 49.0151399, 8.3787144 49.015144, 8.3787172 49.0151741, 8.3787211 49.0152145, 8.3786871 49.0152159, 8.3786933 49.0152807, 8.3787239 49.0152794, 8.3787305 49.0153495))",,,,,Karlsruhe,DE,60,76133,Moltkestraße,,,,,,,,,,"[1256956615, 1256956562, 1256956277, 9898240632, 9898240623, 9898240622, 9898240631, 1256956625, 1256956342, 1256956203, 9898240630, 9898240626, 3489585137, 9898240625, 9898240629, 9898240628, 1256956524, 1256956249, 1256956580, 1256956107, 1256956392, 1256956153, 9898240627, 1256956453, 1256956556, 1256956272, 1256956620, 1256956615]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl.bw.de); bing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110775557,"POLYGON ((8.4139339 49.0179523, 8.4141394 49.0179635, 8.4141505 49.0178761, 8.4144826 49.0178942, 8.414469 49.0180012, 8.4142638 49.01799, 8.4142524 49.0180798, 8.41392 49.0180617, 8.4139339 49.0179523))",,,,,Karlsruhe,,3,76131,Lärchenallee,,,,,,,,1974,,"[1264098667, 1264098735, 1264098803, 1264098717, 1264098709, 1264098815, 1264098691, 1264098837, 1264098667]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111787767,"POLYGON ((8.4391206 49.0250776, 8.4391543 49.0251642, 8.4396131 49.0250872, 8.4394826 49.0247527, 8.4393365 49.0247772, 8.439216 49.0247975, 8.4390239 49.0248297, 8.4390515 49.0249006, 8.43908 49.0249737, 8.4390984 49.0250208, 8.4391206 49.0250776))",,,,,,,,,,,,,,,,,1985-09,,"[1272840928, 1272841035, 1272840962, 1272840949, 5667806826, 5667806829, 1272840939, 3810390050, 1272840972, 5961891331, 1272840928]",,civic,,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,7.5,,,sports_centre,tennis,,,Karlsruher Sportverein Rintheim-Waldstadt e.V.,,,,,,,,,,eternit,,,,,,,,Höhe geschätzt,3.5,across,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975502,"POLYGON ((8.4245537 49.0227715, 8.4247227 49.0227704, 8.4247227 49.0227678, 8.4247221 49.0227348, 8.4247215 49.022695, 8.4247172 49.0224199, 8.4247339 49.0224198, 8.4247318 49.0222839, 8.4247318 49.0222838, 8.4247151 49.022284, 8.4247142 49.0222247, 8.4247142 49.022222, 8.4245451 49.0222231, 8.4245451 49.0222258, 8.4245459 49.0222723, 8.4245463 49.0222982, 8.4245498 49.0225218, 8.42455 49.0225359, 8.4245527 49.02271, 8.4245531 49.0227372, 8.4245537 49.022769, 8.4245537 49.0227715))",,,,,,,,,,,,,,,,,~1959,,"[1282736134, 1282736230, 7112717394, 1282736159, 1282736204, 1282736177, 1282736219, 7417158630, 1282736163, 1282736251, 7112717392, 1282736198, 1282736156, 7112717391, 1282736215, 1282736196, 6221626582, 6221626583, 1282736201, 1282736137, 7112717393, 1282736134]",,civic,3,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975506,"POLYGON ((8.4247221 49.0227348, 8.4248377 49.022734, 8.4248383 49.022771, 8.4248453 49.022771, 8.4249491 49.0227703, 8.4249561 49.0227703, 8.4249555 49.0227332, 8.4250079 49.0227328, 8.4251335 49.022732, 8.4251329 49.0226922, 8.4247215 49.022695, 8.4247221 49.0227348))",,,,,,,,,,,,,,,,,~1959,,"[1282736159, 1282736226, 1357500466, 6221626596, 6221626597, 1357500467, 1282736183, 7417158635, 1282736246, 1282736142, 1282736204, 1282736159]",,civic,1,,,,,,,,,,flat,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975511,"POLYGON ((8.4253064 49.0231321, 8.4253064 49.0231294, 8.4253059 49.0230955, 8.4253055 49.0230706, 8.425299 49.022658, 8.425299 49.0226553, 8.4252 49.022656, 8.4251323 49.0226564, 8.4251323 49.0226591, 8.4251329 49.0226922, 8.4251335 49.022732, 8.4251367 49.0229391, 8.4251189 49.0229392, 8.425121 49.023072, 8.4251388 49.0230719, 8.4251397 49.0231305, 8.4251397 49.0231333, 8.4253064 49.0231321))",,,,,,,,,,,,,,,,,~1959,,"[1282736224, 7112717402, 1282736223, 1282736243, 7112717400, 1282736165, 7417158631, 1282736254, 7112717399, 1282736142, 1282736246, 7112717405, 7112717404, 7112717403, 7112717408, 7112717401, 1282736200, 1282736224]",,civic,3,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975516,"POLYGON ((8.4253059 49.0230955, 8.4253801 49.023095, 8.4254093 49.0230948, 8.4254828 49.0230943, 8.4254824 49.0230694, 8.4253055 49.0230706, 8.4253059 49.0230955))",,,,,,,,,,,,,,,,,~1959,,"[1282736223, 7112717426, 7112717425, 1282736166, 1282736228, 1282736243, 1282736223]",,civic,3,,,,,,,,,,,,,,,#999999,,#CCCCCC,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975518,"POLYGON ((8.4243759 49.022335, 8.4243753 49.0222994, 8.4243749 49.0222734, 8.4243682 49.0218448, 8.4241956 49.021846, 8.4242032 49.0223361, 8.4243759 49.022335))",,,,,,,,,,,,,,,,,~1959,,"[1282736173, 1282736250, 1282736155, 1282736145, 1282736211, 1282736181, 1282736173]",,civic,3,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975523,"POLYGON ((8.4254865 49.023335, 8.4256498 49.0233339, 8.4256498 49.0233312, 8.4256449 49.0230217, 8.4256449 49.023019, 8.4254816 49.0230201, 8.4254816 49.0230228, 8.4254824 49.0230694, 8.4254828 49.0230943, 8.4254865 49.0233323, 8.4254865 49.023335))",,,,,,,,,,,,,,,,,~1959,,"[1282736197, 1282736174, 7112717396, 7112717398, 1282736238, 1282736232, 7112717397, 1282736228, 1282736166, 7112717395, 1282736197]",,civic,3,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975525,"POLYGON ((8.4243865 49.0227383, 8.4244685 49.0227378, 8.4245531 49.0227372, 8.4245527 49.02271, 8.4243904 49.0227111, 8.424386 49.0227111, 8.4243865 49.0227383))",,,,,,,,,,,,,,,,,~1959,,"[1282736190, 7417158624, 1282736137, 1282736201, 6221626598, 1282736218, 1282736190]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112975526,"POLYGON ((8.4241993 49.0227584, 8.4243868 49.0227571, 8.4243865 49.0227383, 8.424386 49.0227111, 8.4243904 49.0227111, 8.4243899 49.0226796, 8.4243855 49.0226797, 8.424385 49.0226475, 8.4243793 49.0226476, 8.4243787 49.022606, 8.4243739 49.022606, 8.4243736 49.0225838, 8.4243689 49.0225838, 8.4243687 49.0225673, 8.4243657 49.0225673, 8.4243653 49.0225398, 8.4242256 49.0225407, 8.4242192 49.0225408, 8.4242196 49.0225683, 8.4242133 49.0225683, 8.4242136 49.0225849, 8.4242088 49.0225849, 8.4242092 49.0226071, 8.4242045 49.0226072, 8.4242051 49.0226487, 8.4241976 49.0226488, 8.4241983 49.0226948, 8.424199 49.0227408, 8.4241993 49.0227584))",,,,,,,,,,,,,,,,,~1959,,"[1282736169, 1282736234, 1282736190, 1282736218, 6221626598, 6221626614, 6221626613, 6221626612, 6221626611, 6221626610, 6221626609, 6221626608, 6221626607, 6221626606, 6221626599, 3849067826, 6221626578, 1282736202, 6221626600, 6221626605, 6221626604, 6221626603, 6221626602, 6221626601, 1282768954, 3849067825, 6221626595, 6221626585, 1282736169]",,civic,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,113403605,"POLYGON ((8.4262245 49.007499, 8.4263067 49.0074835, 8.4263102 49.0074916, 8.4264406 49.0074671, 8.4264884 49.0074582, 8.4265031 49.0074554, 8.4265136 49.0074534, 8.4265282 49.0074507, 8.4265477 49.007447, 8.4265442 49.0074389, 8.4266188 49.0074249, 8.4266207 49.0074293, 8.4266641 49.0075286, 8.4266609 49.0075292, 8.4264248 49.0075735, 8.4264399 49.0076081, 8.4265291 49.0075913, 8.4265588 49.0076595, 8.4263782 49.0076934, 8.426357 49.0076449, 8.4263063 49.0076545, 8.4262919 49.0076216, 8.4262791 49.007624, 8.4262245 49.007499))",,,,,,,,,,,,,,,,,,,"[1286041650, 1286041661, 1286041630, 4315530861, 8846699884, 4315530860, 6315097551, 1988308150, 1286041694, 1286041646, 1286041618, 1286041687, 8042864599, 1286041680, 1286041655, 1286041664, 1286041636, 1286041610, 1286041674, 1286041692, 1286041665, 1286041638, 1286041611, 1286041650]",,civic,3,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114397140,"POLYGON ((8.4405813 49.032844, 8.440632 49.0328208, 8.4407141 49.0327833, 8.4406402 49.0327112, 8.4407215 49.0326754, 8.4407601 49.032713, 8.440845 49.0326757, 8.4410532 49.0328797, 8.4411156 49.0328533, 8.4411859 49.0328236, 8.4408965 49.0325383, 8.4404647 49.0327278, 8.4405813 49.032844))",,,,,Karlsruhe,DE,35,76139,Königsberger Straße,,,,,,,,1965-12-19,,"[7108930190, 1296015964, 3091060136, 3091060134, 3091060133, 3091060135, 1296015630, 1296015970, 7108930187, 7108930191, 1296015695, 1296015872, 7108930190]",,civic,1,,,,,,,,,,flat,,Q18620812,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,3,,,,,,Waldstadt,Evangelische Emmausgemeinde Karlsruhe,,,,religious,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
