element_type,osmid,geometry,addr:housenumber,addr:street,addr:city,addr:country,addr:postcode,source,operator,description,note,amenity,historic,addr:suburb,operator:type,wheelchair,nodes,building,building:levels,roof:shape,source:geometry,start_date,roof:levels,source:outline,addr:subdistrict,building:colour,building:use,roof:colour,building:material,roof:material,contact:website,last_renovation,smoking,source_1,website,heritage,heritage:operator,ref:lda,roof:orientation,name,short_name,architect,nohousenumber,wikimedia_commons,heritage:description,source:addr,social_facility,social_facility:for,fixme,building:levels:underground,height,addr:old_housenumber,layer,contact:email,sport,addr:official_housenumber,loc_name,opening_hours,payment:credit_cards,payment:debit_cards,shop,denomination,religion,addr2:housenumber,addr2:street,source:addr:housenumber,roof:height,construction:start_date,construction,construction:building,opening_date,ways,type
way,125771561,"POLYGON ((8.4537668 49.0327529, 8.4537669 49.0327165, 8.4537434 49.0327165, 8.4537435 49.0326994, 8.4537435 49.0326823, 8.453767 49.0326823, 8.4537671 49.032644, 8.453585 49.0326438, 8.4535849 49.0326821, 8.4535644 49.0326821, 8.4535643 49.0326992, 8.4535643 49.0327163, 8.4535848 49.0327163, 8.4535847 49.0327527, 8.4537668 49.0327529))",16,Leipziger Allee,Karlsruhe,DE,76139,,,,,,,Hagsfeld,,,"[2339116130, 6268867263, 6268867261, 284156337, 6268867262, 6268867264, 2339116126, 2339116124, 6268867268, 6268867266, 284156224, 6268867265, 6268867267, 2339116128, 2339116130]",residential,5,gabled,"Maps4BW, LGL, www.lgl-bw.de",~1990s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126075044,"POLYGON ((8.3985671 48.9655548, 8.39847 48.9654662, 8.3983371 48.965529, 8.3984504 48.9656323, 8.398522 48.9655984, 8.3985058 48.9655837, 8.3985671 48.9655548))",21,Hinterm Dorf,Karlsruhe,DE,76199,,,,,,,,,,"[1398608491, 1398608438, 1398608472, 1398608551, 1398608513, 1398608493, 1398608491]",residential,,,,,,,,,,,,,,,,,https://www.kundalini-karlsruhe.de/,,,,,Yogaraum Rüppurr,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,info@kundalini-karlsruhe.de,yoga,,,,,,,,,,,,,,,,,,
way,127970913,"POLYGON ((8.4048355 48.9783957, 8.4050244 48.9784724, 8.4049663 48.978534, 8.4047774 48.9784572, 8.4048355 48.9783957))",28a,Herrenalber Straße,Karlsruhe,DE,76199,,,,,,,,,,"[1415124184, 1415124235, 1415124249, 1415124327, 1415124184]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127970930,"POLYGON ((8.4055384 48.9780481, 8.4056891 48.9781004, 8.4058352 48.9779198, 8.4056832 48.9778672, 8.4055384 48.9780481))",32,Herrenalber Straße,Karlsruhe,DE,76199,,,,,,,,,,"[1415124258, 1415124236, 1415124139, 1415124329, 1415124258]",residential,2,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128000862,"POLYGON ((8.4055437 48.9743106, 8.4053421 48.9743906, 8.4054435 48.9745008, 8.4056452 48.9744208, 8.4055437 48.9743106))",2,Hedwigstraße,Karlsruhe,DE,76199,,,,,,,,,,"[2482291142, 1415474319, 1415474335, 2482291144, 2482291142]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129197962,"POLYGON ((8.3997466 49.0416906, 8.3998583 49.0417522, 8.3996344 49.0419267, 8.3995227 49.0418652, 8.3997466 49.0416906))",17,An der Trift,Karlsruhe,DE,76149,,,,,,,Neureut,,,"[1425921697, 1425921703, 1425921834, 1425921840, 1425921697]",residential,2,,"Maps4BW, LGL, www.lgl-bw.de",,0,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129258745,"POLYGON ((8.3425731 49.0371677, 8.3424556 49.0372306, 8.3424392 49.0372166, 8.3424284 49.0372224, 8.3424095 49.0372075, 8.3423934 49.0372162, 8.3423588 49.0371888, 8.3424225 49.0371542, 8.3425017 49.0371112, 8.3425731 49.0371677))",45,Eggensteiner Straße,Karlsruhe,DE,76187,,,,,,,,,,"[1426498123, 1426498127, 1426498122, 1426498125, 1426498119, 1426498121, 1426498115, 1426498108, 1426498105, 1426498123]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129402129,"POLYGON ((8.4489415 48.9967352, 8.4488992 48.9966273, 8.4491389 48.9965869, 8.4491812 48.9966948, 8.4489415 48.9967352))",,,,,,,,,,,,,,,"[1427772657, 1427772638, 1427772995, 1427772688, 1427772657]",residential,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129582022,"POLYGON ((8.3387048 49.0323245, 8.33873 49.0323018, 8.338759 49.0323156, 8.3387882 49.0322892, 8.3388799 49.0323327, 8.3389028 49.0323436, 8.338868 49.0323751, 8.3388779 49.0323797, 8.3388584 49.0323974, 8.3387048 49.0323245))",24a,Neufeldstraße,Karlsruhe,DE,76187,,,,,,,,,,"[2462907927, 1429389434, 1429389441, 1429389424, 1429389449, 1429389454, 1429389465, 1429389471, 2462907928, 2462907927]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129582070,"POLYGON ((8.3383756 49.0324253, 8.338221 49.032356, 8.3383636 49.0322232, 8.3385175 49.0322953, 8.3384958 49.0323152, 8.3383756 49.0324253))",26,Neufeldstraße,Karlsruhe,DE,76187,,,,,,,,,,"[4720419505, 1429389463, 1429389426, 3496458939, 7177328911, 4720419505]",residential,2,gabled,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129685794,"POLYGON ((8.3876809 49.0045988, 8.3877795 49.0045982, 8.3877798 49.0046198, 8.387883 49.0046192, 8.3878828 49.0046017, 8.3880213 49.0046009, 8.3880198 49.0044876, 8.387854 49.0044886, 8.3876794 49.0044896, 8.3876801 49.0045365, 8.3876809 49.0045988))",56A,Gartenstraße,Karlsruhe,DE,76133,,,,Hausnummer steht am Haus in Großbuchstaben,,,,,,"[1043780447, 3454699529, 3454699532, 3454699531, 3454699530, 1043780417, 1043780453, 1964207425, 1043780427, 1043780460, 1043780447]",residential,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56a,,,,,,,,,,,,,,,,,
way,130172430,"POLYGON ((8.4472837 49.0383676, 8.4473882 49.038311, 8.4472942 49.0382366, 8.4471898 49.0382933, 8.4472837 49.0383676))",40,Glogauer Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1434733702, 1434733657, 1434733710, 1434733616, 1434733702]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jägerhaus,,,,,,,,,,,,,,,,
way,132153798,"POLYGON ((8.3899494 49.0498663, 8.3899402 49.0498191, 8.3900217 49.0498123, 8.3900135 49.0497704, 8.3901056 49.0497626, 8.390097 49.0497188, 8.3901109 49.0497177, 8.3902066 49.0497095, 8.3902223 49.0497083, 8.3902481 49.0498406, 8.3902165 49.0498433, 8.3902189 49.0498559, 8.3901793 49.0498592, 8.3901771 49.0498477, 8.3901264 49.0498519, 8.3901242 49.0498404, 8.3900299 49.0498483, 8.390032 49.0498593, 8.3899494 49.0498663))",19,Liedolsheimer Ring,Karlsruhe,DE,76149,,,,,,,,,,"[1454333353, 1454333296, 1454333295, 1454333255, 1454333245, 1454333207, 1454333203, 1454333196, 1454333192, 1454333323, 1454333328, 1454333336, 1454333340, 1454333330, 1454333335, 1454333322, 1454333332, 1454333342, 1454333353]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136032188,"POLYGON ((8.4334257 49.036189, 8.4335481 49.0361892, 8.4335474 49.0364344, 8.4334862 49.0364343, 8.4334249 49.0364342, 8.4334257 49.036189))",2,Insterburger Straße,Karlsruhe,DE,76139,Maps4BW,Studentenwohnheim des Karlsruher Institut für Technologie (KIT) e.V.,Selbstverwaltetes Studentenwohnheim,,,,Waldstadt,association,,"[1492853718, 1492853541, 1492853438, 5352754015, 1492853623, 1492853718]",residential,13,,,1950s,,,,,,,,,,,,,,,,,,Insterburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136885212,"POLYGON ((8.4925934 49.0080542, 8.4929746 49.0080122, 8.4930135 49.0079764, 8.4930235 49.0079811, 8.4930563 49.0079508, 8.4930463 49.0079461, 8.4930836 49.0079118, 8.4930192 49.0076601, 8.4927931 49.007685, 8.4928288 49.0078244, 8.4928058 49.0078456, 8.4927624 49.0078855, 8.4925561 49.0079083, 8.492569 49.0079586, 8.4925751 49.0079825, 8.4925934 49.0080542))",7,Grezzostraße,Karlsruhe,DE,76229,,AWO Kreisverband Karlsruhe-Stadt e.V.,,,,,Grötzingen,,,"[1501732087, 1501732083, 7216734617, 7216734616, 7216734618, 7216734619, 1501732081, 1501732067, 1501732073, 1501732076, 9312670262, 1501732078, 1501732080, 3220288050, 3220288049, 1501732087]",residential,2,gabled,,1991,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550912,"POLYGON ((8.4467349 49.0398335, 8.4469636 49.0397777, 8.4468738 49.0396177, 8.4466451 49.039673, 8.4467349 49.0398335))",29,Kolberger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287191, 1519287193, 1519287390, 1519287278, 1519287191]",residential,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550913,"POLYGON ((8.4481021 49.0420738, 8.4483321 49.0420229, 8.4482604 49.0418838, 8.4481616 49.0419057, 8.4481876 49.0419562, 8.4480565 49.0419853, 8.4481021 49.0420738))",17,Elbinger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287337, 1519287188, 1519287382, 1519287185, 1519287420, 1519287304, 1519287337]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550914,"POLYGON ((8.448451 49.0425193, 8.4484543 49.0425255, 8.4483957 49.0425387, 8.4484243 49.0425931, 8.4485923 49.0425553, 8.4485606 49.0424947, 8.448451 49.0425193))",,,,,,,,,,,,,,,"[1519287457, 1519287236, 1519287227, 1519287398, 1519287302, 1519287201, 1519287457]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550917,"POLYGON ((8.4428783 49.0402247, 8.4429434 49.0402093, 8.4429467 49.040215, 8.4430491 49.0401906, 8.4430468 49.0401848, 8.4431083 49.040171, 8.4431879 49.0403085, 8.4431296 49.0403218, 8.4431383 49.0403386, 8.4430223 49.0403667, 8.4430138 49.0403506, 8.4429567 49.0403644, 8.4428783 49.0402247))",11,Kolberger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287355, 1519287433, 1519287364, 1519287341, 1519287203, 1519287242, 1519287424, 1519287190, 1519287280, 1519287209, 1519287381, 1519287293, 1519287355]",residential,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550919,"POLYGON ((8.4416025 49.0404198, 8.4417648 49.040382, 8.4417554 49.0403658, 8.4418361 49.0403469, 8.4418983 49.0404648, 8.4419264 49.0404585, 8.4419593 49.0405152, 8.4418644 49.0405418, 8.4418619 49.0405379, 8.4417848 49.0405563, 8.4417865 49.0405597, 8.4417077 49.0405779, 8.4416522 49.040473, 8.4416336 49.0404769, 8.4416025 49.0404198))",9,Kolberger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287202, 1519287251, 1519287324, 1519287258, 1519287399, 1519287329, 1519287234, 1519287367, 1519287361, 1519287356, 1519287370, 1519287206, 1519287296, 1519287388, 1519287202]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550920,"POLYGON ((8.4484577 49.0416239, 8.4484938 49.0416926, 8.448665 49.0416541, 8.448656 49.0416369, 8.448715 49.0416236, 8.4486408 49.0414821, 8.4485437 49.041504, 8.4485908 49.0415939, 8.4484577 49.0416239))",1,Stolper Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287267, 1519287392, 3092966985, 1519287410, 3092966984, 1519287300, 1519287362, 1519287387, 1519287267]",residential,1,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550921,"POLYGON ((8.4471978 49.0426913, 8.4472328 49.0427577, 8.4472013 49.0427648, 8.4471663 49.0426985, 8.4471978 49.0426913))",,,,,,,,,,,,,,,"[1519287205, 1519287309, 1519287211, 1519287219, 1519287205]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550922,"POLYGON ((8.4472013 49.0427648, 8.4472328 49.0427577, 8.4474137 49.0427167, 8.447457 49.0427987, 8.4472445 49.0428469, 8.4472013 49.0427648))",12,Osteroder Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287211, 1519287309, 1519287391, 1519287393, 1519287252, 1519287211]",residential,2,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550924,"POLYGON ((8.4476115 49.0424135, 8.4476837 49.042397, 8.447705 49.0424372, 8.44772 49.0424338, 8.4478962 49.0423936, 8.4478457 49.0422984, 8.4477811 49.0423132, 8.447792 49.0423337, 8.4476991 49.0423549, 8.4476602 49.0422816, 8.4474949 49.0423193, 8.4475593 49.0424407, 8.4476188 49.0424272, 8.4476115 49.0424135))",8,Osteroder Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[3092967030, 3092967028, 1519287183, 3092967034, 1519287347, 1519287238, 3092967023, 3092967025, 1519287192, 1519287314, 1519287443, 1519287342, 1519287333, 3092967030]",residential,1,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550928,"POLYGON ((8.4467901 49.0420118, 8.4468628 49.0419956, 8.446959 49.0419743, 8.4469005 49.0418609, 8.4467316 49.0418984, 8.4467901 49.0420118))",2,Osteroder Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287212, 1519287311, 1519287379, 1519287290, 1519287214, 1519287212]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550930,"POLYGON ((8.4489548 49.0423175, 8.4490695 49.0422915, 8.4491146 49.0423755, 8.449158 49.0424005, 8.4491476 49.0424251, 8.4491094 49.0424326, 8.4490866 49.0424181, 8.4490167 49.0424336, 8.4489548 49.0423175))",11,Stolper Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287408, 1519287453, 1519287194, 1519287216, 1519287372, 1519287245, 1519287369, 1519287350, 1519287408]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550931,"POLYGON ((8.4488172 49.042019, 8.4489121 49.0419976, 8.4489756 49.042119, 8.4487919 49.0421603, 8.4488035 49.0421826, 8.4487145 49.0422026, 8.4486707 49.0421189, 8.4487467 49.0421018, 8.4487306 49.042071, 8.4488325 49.0420481, 8.4488172 49.042019))",5,Stolper Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287198, 1519287359, 1519287225, 1519287320, 1519287283, 1519287441, 1519287439, 1519287239, 1519287232, 1519287255, 1519287198]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550932,"POLYGON ((8.446876 49.0421589, 8.4469527 49.0421419, 8.4469977 49.0421319, 8.4470489 49.0422311, 8.4472043 49.0421966, 8.4472378 49.0422616, 8.4470782 49.042297, 8.4470913 49.0423223, 8.4470563 49.04233, 8.4470436 49.0423053, 8.446961 49.0423236, 8.446876 49.0421589))",4,Osteroder Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287348, 1519287451, 1519287373, 1519287213, 1519287254, 1519287313, 1519287371, 1519287378, 1519287269, 1519287187, 1519287279, 1519287348]",residential,1,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550933,"POLYGON ((8.4477045 49.0426499, 8.4479238 49.0426011, 8.4479659 49.0426824, 8.4477466 49.0427312, 8.4477045 49.0426499))",10,Osteroder Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287330, 1519287294, 1519287336, 1519287286, 1519287330]",residential,2,gabled,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550938,"POLYGON ((8.4483976 49.0424431, 8.4484526 49.0424307, 8.4484184 49.0423654, 8.448534 49.0423394, 8.4485449 49.042337, 8.4486205 49.0424812, 8.4485606 49.0424947, 8.448451 49.0425193, 8.448439 49.0425221, 8.4483976 49.0424431))",9,Stolper Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287297, 1519287207, 1519287247, 1519287426, 1519287346, 1519287266, 1519287201, 1519287457, 1519287316, 1519287297]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550941,"POLYGON ((8.4477798 49.0416708, 8.4478635 49.0416516, 8.4479092 49.0417374, 8.4480563 49.0417037, 8.4480709 49.0417311, 8.4481013 49.0417241, 8.4481295 49.041777, 8.4478685 49.0418369, 8.4477798 49.0416708))",19,Elbinger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287395, 1519287243, 1519287404, 3092966989, 1519287416, 3092966990, 1519287406, 1519287432, 1519287395]",residential,1,hipped,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550942,"POLYGON ((8.4471477 49.0425508, 8.4471061 49.0425608, 8.4470609 49.0424799, 8.4471946 49.0424478, 8.4472398 49.0425286, 8.4471477 49.0425508))",6,Osteroder Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287322, 1519287222, 1519287386, 1519287409, 1519287411, 1519287322]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550945,"POLYGON ((8.4482216 49.0422166, 8.4483275 49.0421928, 8.4482986 49.0421376, 8.4483972 49.0421154, 8.4484651 49.0422448, 8.4484778 49.0422691, 8.4484187 49.0422824, 8.4482732 49.0423151, 8.4482216 49.0422166))",7,Stolper Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287291, 1519287427, 1519287228, 1519287287, 1519287306, 1519287430, 1519287415, 1519287444, 1519287291]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550946,"POLYGON ((8.4442217 49.0402049, 8.4444497 49.0401508, 8.4443813 49.0400264, 8.4443927 49.0400238, 8.4443719 49.0399851, 8.4443344 49.0399935, 8.4443364 49.0399987, 8.4441607 49.0400387, 8.4441587 49.0400348, 8.4441205 49.0400436, 8.4441426 49.0400818, 8.4441527 49.04008, 8.4442217 49.0402049))",17,Kolberger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287196, 1519287217, 1519287456, 1519287445, 1519287305, 1519287351, 1519287229, 1519287215, 1519287259, 1519287407, 1519287200, 1519287256, 1519287196]",residential,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550947,"POLYGON ((8.447346 49.041766, 8.4475204 49.0417264, 8.4475257 49.0417361, 8.447572 49.0417255, 8.4475928 49.0417651, 8.4475244 49.0417792, 8.4475356 49.0417985, 8.4475495 49.0417982, 8.4475607 49.0418037, 8.4475655 49.0418126, 8.447602 49.0418047, 8.4476457 49.0418851, 8.4475358 49.0419084, 8.4475391 49.0419172, 8.4474929 49.0419264, 8.4474687 49.0418798, 8.4474111 49.0418917, 8.447346 49.041766))",13,Elbinger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287289, 1519287263, 1519287270, 1519287264, 1519287397, 1519287249, 1519287440, 1519287276, 1519287241, 1519287274, 1519287413, 1519287366, 1519287335, 1519287308, 1519287422, 1519287375, 1519287318, 1519287289]",residential,1,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138550948,"POLYGON ((8.4476635 49.0421668, 8.447723 49.0421536, 8.4477131 49.0421345, 8.4478377 49.0421068, 8.4477949 49.042024, 8.4476107 49.0420649, 8.4476635 49.0421668))",15,Elbinger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1519287345, 1519287223, 1519287284, 1519287328, 1519287326, 1519287403, 1519287345]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736222,"POLYGON ((8.4447428 49.0430628, 8.4448707 49.043033, 8.4448784 49.043047, 8.444969 49.0430259, 8.4449322 49.042958, 8.444922 49.0429391, 8.4447033 49.0429901, 8.4447428 49.0430628))",6,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284517, 1521284851, 1521284786, 1521284680, 1521284642, 1521284552, 1521284505, 1521284517]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736226,"POLYGON ((8.4452146 49.0427218, 8.4451869 49.0426724, 8.445285 49.0426488, 8.4452935 49.042664, 8.445344 49.0426519, 8.4453117 49.0425943, 8.4454091 49.0425708, 8.4454431 49.0426315, 8.4454808 49.0426224, 8.4455032 49.0426624, 8.4453733 49.0426937, 8.4453683 49.0426848, 8.4452146 49.0427218))",7,Elbinger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284749, 1521284639, 3092889087, 3092889088, 1521284714, 1521284880, 1521284732, 1521284515, 1521284828, 1521284752, 1521284725, 1521284839, 1521284749]",residential,1,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736232,"POLYGON ((8.4436025 49.0433526, 8.4437595 49.043317, 8.4437436 49.043287, 8.4437755 49.0432798, 8.4437907 49.0433086, 8.4438459 49.0432961, 8.4437854 49.0431814, 8.4436354 49.0432154, 8.4436515 49.043246, 8.4435575 49.0432673, 8.4436025 49.0433526))",11,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284853, 1521284784, 1521284856, 1521284690, 1521284785, 1521284654, 1521284865, 1521284554, 1521284523, 1521284604, 1521284853]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736234,"POLYGON ((8.4437645 49.0427439, 8.4438587 49.0427225, 8.4438487 49.0427036, 8.4440254 49.0426636, 8.4439774 49.0425723, 8.4437065 49.0426336, 8.4437645 49.0427439))",1,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284805, 1521284818, 1521284678, 1521284771, 1521284592, 1521284493, 1521284805]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736238,"POLYGON ((8.444511 49.0424582, 8.444566 49.0424454, 8.4446074 49.0425218, 8.4446249 49.0425178, 8.4446482 49.0425608, 8.4444948 49.0425966, 8.4444505 49.0425148, 8.4444656 49.0425113, 8.4444355 49.0424558, 8.4445014 49.0424404, 8.444511 49.0424582))",2,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284873, 1521284769, 1521284729, 1521284765, 1521284836, 1521284870, 1521284569, 1521284901, 1521284808, 1521284640, 1521284873]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736241,"POLYGON ((8.4449496 49.0433579, 8.4449028 49.0432695, 8.4450138 49.0432443, 8.4450225 49.0432608, 8.4451281 49.0432367, 8.4451662 49.0433086, 8.4449496 49.0433579))",12,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284807, 1521284545, 3092889101, 1521284886, 3092889100, 1521284558, 1521284807]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736243,"POLYGON ((8.4443474 49.0434913, 8.4443664 49.0435272, 8.4442864 49.0435455, 8.4442674 49.0435096, 8.4443474 49.0434913))",,,,,,,,,,,,,,,"[1521284889, 1521284573, 1521284803, 1521284824, 1521284889]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736249,"POLYGON ((8.4436881 49.0434541, 8.4438676 49.0434146, 8.4438948 49.0434676, 8.4438284 49.0434822, 8.4438845 49.0435919, 8.443709 49.0436305, 8.4436638 49.0435423, 8.4437263 49.0435286, 8.4436881 49.0434541))",13,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284715, 1521284575, 1521284859, 1521284556, 1521284503, 1521284481, 1521284838, 1521284495, 1521284715]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736250,"POLYGON ((8.444928 49.0423672, 8.4449933 49.0424838, 8.4451264 49.0424518, 8.4451388 49.0424738, 8.4451942 49.0424605, 8.4451854 49.0424447, 8.4453266 49.0424108, 8.4452716 49.0423126, 8.4452658 49.0423023, 8.4451866 49.0423214, 8.4452014 49.0423479, 8.4450263 49.04239, 8.4450034 49.0423491, 8.444928 49.0423672))",5,Elbinger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284881, 1521284892, 1521284653, 1521284618, 1521284582, 1521284675, 1521284519, 3092889078, 1521284781, 1521284621, 1521284745, 1521284628, 1521284526, 1521284881]",residential,1,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138736253,"POLYGON ((8.4435985 49.0430827, 8.4437223 49.0430531, 8.4436738 49.042966, 8.4436585 49.0429697, 8.4436319 49.042922, 8.4435234 49.042948, 8.4435985 49.0430827))",5,Ortelsburger Straße,Karlsruhe,DE,76139,Maps4BW,,,,,,Waldstadt,,,"[1521284541, 1521284700, 3092869351, 1521284840, 3092869347, 1521284540, 1521284541]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
