element_type,osmid,amenity,name,website,wheelchair,geometry,denomination,religion,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,opening_hours,check_date:opening_hours,disused:shop,old_name,opening_hours:signed,operator,operator:type,start_date,brewery,community_centre,contact:website,disused:amenity,phone,club,wheelchair:description,source,community_centre:for,email,url,amenity:note,level,short_name,toilets:wheelchair,addr:suburb,contact:phone,note,education,contact:email,contact:fax,sport,addr:housename,alt_name,ref,access,check_date,drinking_water:refill,drinking_water:refill:network,drinking_water:refill:network:wikidata,fixme,callsign,official_name,lgbtq,currency:BCH,nodes,building,source:addr,building:levels,roof:shape,source:geometry,description,max_age,min_age,historic,name:etymology:wikidata,owner,roof:levels,leisure,old_operator,addr:subdistrict,roof:material,building:material,roof:colour,polling_station,office,architect,ways,type
way,111741789,community_centre,Katholisches Gemeindezentrum St. Bernhard,,,"POLYGON ((8.4239803 49.0084597, 8.423981 49.0085011, 8.4240022 49.0085009, 8.4240024 49.0085105, 8.4239607 49.0085108, 8.4239244 49.0086941, 8.4239162 49.0087356, 8.4240679 49.0087485, 8.4241013 49.0087514, 8.4241063 49.0087263, 8.4241277 49.0087281, 8.4241304 49.0087142, 8.4241347 49.0086924, 8.4242383 49.0087022, 8.4242769 49.0085075, 8.4242476 49.008505, 8.424249 49.0084982, 8.4242586 49.0084915, 8.4242466 49.0084735, 8.4242063 49.0084462, 8.4241909 49.0084452, 8.4241924 49.0084349, 8.4242962 49.0084413, 8.4242993 49.0084202, 8.4243726 49.0084207, 8.4243463 49.0083445, 8.4243242 49.0083434, 8.424324 49.0083118, 8.4242026 49.0083004, 8.4242031 49.0082684, 8.4240226 49.0082509, 8.4239867 49.0084125, 8.42402 49.0084195, 8.4240157 49.0084561, 8.4239803 49.0084597))",roman_catholic,christian,Karlsruhe,DE,19,76131,Georg-Friedrich-Straße,,,,,,Katholische Seelsorgeeinheit St. Raphael,religious,,,,,,,,,,,,,,,,,Oststadt,,,,,,,,,,,,,,,,,,,,"[3526917897, 4704230524, 4704230522, 4704230523, 4704230525, 4704230521, 1272340897, 1272340986, 1272340904, 4704230535, 4704230534, 4704230520, 1272340924, 1272340962, 1272340814, 4704230533, 4704230532, 4704230531, 4704230530, 4704230529, 4704230528, 1272340970, 1272340869, 1272340850, 1272340988, 4704230527, 4704230526, 1272340899, 1272340800, 1272340950, 1272340855, 3526917895, 3526917896, 3526917898, 3526917897]",yes,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,
way,112976148,community_centre,Waldzentrum,,,"POLYGON ((8.4065999 49.0303059, 8.4066461 49.0306519, 8.4066496 49.0306781, 8.406325 49.0306968, 8.4063359 49.0307786, 8.4068464 49.0307493, 8.4068355 49.0306675, 8.4068119 49.0306688, 8.4068032 49.0306031, 8.4067718 49.0303683, 8.4067709 49.0303615, 8.4066859 49.0303664, 8.4066841 49.0303527, 8.4066773 49.0303015, 8.4066657 49.0303021, 8.4065999 49.0303059))",,,Karlsruhe,DE,10,76131,Linkenheimer Allee,,,,Waldheim Gustav-Jacob-Hütte,,Waldpädagogik Karlsruhe,,,,,http://www.waldpaedagogik-karlsruhe.de,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,"[3611186511, 1282737186, 1282737172, 1282737198, 1282737187, 1282737170, 1282737184, 1282737202, 1282737196, 1282737173, 1282737188, 3611186512, 4827878050, 4827878049, 1282737200, 3611186511]",yes,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,Diakonisches Werk Karlsruhe,,,,,,,,,
way,116494874,community_centre,,,,"POLYGON ((8.3639797 49.0105531, 8.3639859 49.0106431, 8.3639996 49.0106427, 8.3640024 49.010655, 8.3639833 49.0106555, 8.3639867 49.0107232, 8.3640135 49.0107224, 8.3640649 49.010755, 8.3641196 49.0107151, 8.3641871 49.010715, 8.3641855 49.0106734, 8.3641581 49.0106603, 8.3641561 49.0106416, 8.3642716 49.0106411, 8.364267 49.0105833, 8.3642497 49.010382, 8.3641096 49.0104059, 8.3641135 49.0104453, 8.3640165 49.0104471, 8.3640167 49.0104281, 8.363925 49.0104514, 8.363968 49.0105547, 8.3639797 49.0105531))",,,Karlsruhe,DE,236a,76185,Sophienstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1313117228, 1313117349, 1313117083, 1313117198, 1313117130, 1313117250, 1313117377, 1313117110, 1313117221, 1313117338, 1313117077, 1313117188, 1313117352, 1313117085, 1313117029, 1313117162, 1313117276, 1313117002, 1313117104, 1313117133, 1313117379, 1313117113, 1313117228]",yes,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,
way,117421213,community_centre,Karl-Rahner-Haus,https://khg-karlsruhe.de/,no,"POLYGON ((8.3908617 48.9993924, 8.3908572 48.9993393, 8.3908454 48.9993397, 8.3908337 48.9993402, 8.3908255 48.999249, 8.3910865 48.9992396, 8.391095 48.9993423, 8.3911216 48.9993413, 8.3911251 48.9993829, 8.3909794 48.9993882, 8.3908617 48.9993924))",catholic,christian,Karlsruhe,DE,103,,Hirschstraße,,,,,,Katholische Hochschulgemeinde Karlsruhe,religious,,,parish_hall,https://khg-karlsruhe.de/orte-und-personen/orte-der-khg/gemeindehaus,,,,,,student,,,,,,,,,,,,,,,Katholische Hochschulgemeinde Karlsruhe,,,,,,,,,,,,"[1322848594, 1322848556, 1832459488, 1322848886, 1322848614, 1322849058, 1322848763, 1322848583, 1322849006, 1832459490, 1322848594]",civic,,,,,,,,,,,,,,,,,,,,,,
way,119332861,community_centre,Jung-Stilling-Saal,,,"POLYGON ((8.3602743 49.0127434, 8.3603046 49.012595, 8.360445 49.01262, 8.3606341 49.0126436, 8.3606376 49.0126089, 8.3607483 49.0126156, 8.3607295 49.012802, 8.360356 49.0127774, 8.3603628 49.0127495, 8.3602743 49.0127434))",protestant,christian,Karlsruhe,DE,20,76185,Sedanstraße,,,,,,Karl-Friedrich-Gemeinde,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1341192428, 1341192073, 1341192373, 1341192114, 1341192234, 1341192438, 1341192272, 1341192491, 1341192144, 1341192428]",religious,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,
way,123000515,community_centre,Vereinsheim Kleingarten- und Geflügelzuchtverein Karlsruhe-Ost e.V.,,,"POLYGON ((8.4501308 49.0099004, 8.4502099 49.0099773, 8.4503357 49.0099215, 8.4502965 49.0098835, 8.450413 49.0098319, 8.4502906 49.009713, 8.4502374 49.0097365, 8.4502674 49.0097657, 8.4502214 49.009786, 8.4502739 49.009837, 8.4501308 49.0099004))",,,Karlsruhe,DE,1,76139,Bei dem Elfmorgenbruch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1372877838, 1372877907, 1372877870, 1372877829, 1372877777, 1372877728, 1372877751, 1372877765, 1372877771, 1372877780, 1372877838]",yes,,,,,,,,,,,,,,,,,,,,,,
way,123162801,community_centre,Evangelische Hoffnungsgemeinde / Thomaszentrum,,,"POLYGON ((8.3451056 49.0039048, 8.345246 49.0038137, 8.345416 49.0039264, 8.3452755 49.0040175, 8.3451056 49.0039048))",,,Karlsruhe,DE,7,76185,Albring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1374340674, 1374340665, 1374340677, 1374340686, 1374340674]",yes,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,
way,123206956,community_centre,Kath. Gemeindezentrum St. Barbara,,,"POLYGON ((8.3370677 48.9926707, 8.3369503 48.9927225, 8.3369094 48.9926835, 8.3369835 48.99265, 8.3369068 48.9925768, 8.3369368 48.9925633, 8.3369113 48.9925389, 8.3369948 48.9925012, 8.3370189 48.9925242, 8.3371005 48.9924874, 8.3370782 48.9924662, 8.3371643 48.9924273, 8.3371855 48.9924475, 8.3372217 48.9924311, 8.3371616 48.9923738, 8.3371862 48.9923627, 8.3372125 48.9923878, 8.3372755 48.9923593, 8.3373342 48.9924153, 8.3373717 48.9923984, 8.3374342 48.992458, 8.3373774 48.9924837, 8.3373714 48.992478, 8.3373459 48.9924895, 8.3373611 48.9925041, 8.3372672 48.9925465, 8.3372902 48.9925683, 8.3370677 48.9926707))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1374722183, 1374722214, 1374722195, 1374722176, 1374722138, 1374722134, 1374722128, 1374722104, 1374722117, 1374722092, 1374722070, 1374722038, 1374722053, 1374722040, 1374722001, 1374721993, 1374722012, 1374721992, 1374722031, 1374722017, 1374722066, 1374722091, 1374722089, 1374722093, 1374722107, 1374722130, 1374722136, 1374722183]",yes,,,,,,,,,,,,,,,,,,,,,,
way,124294252,community_centre,Siedlerheim,,yes,"POLYGON ((8.3513987 48.9897796, 8.351474 48.9897317, 8.3515002 48.989715, 8.3515242 48.9897312, 8.3515502 48.9897147, 8.3515262 48.9896985, 8.3517003 48.9895877, 8.3515952 48.9895165, 8.3515488 48.9895461, 8.3514952 48.9895098, 8.3514025 48.9895688, 8.351414 48.9895766, 8.3513396 48.9896239, 8.3513807 48.9896517, 8.3512511 48.9897342, 8.3513566 48.9898064, 8.3513987 48.9897796))",,,Karlsruhe,DE,100,76189,Hohlohstraße,,,,,,Verein der Siedler und Eigenheimer Heidenstücker e.V.,,,,,,,,,,,,,,,,,,Grünwinkel,,,,,,,,,,,,,,,,,,,,"[1383811992, 1383811989, 1383811986, 1383811987, 1383811985, 1383811982, 1383811971, 1383811966, 1383811967, 1383811964, 1383811969, 1383811970, 1383811977, 7922844293, 7922844294, 1383811999, 1383811992]",yes,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,Heidestückersiedlung,,,,,,,,
way,129526708,community_centre,Altes Rathaus,,,"POLYGON ((8.3335267 49.0335226, 8.3333918 49.0334542, 8.3332909 49.033539, 8.3332225 49.0335985, 8.3333558 49.0336676, 8.3335267 49.0335226))",,,Karlsruhe,DE,16,76187,Saarlandstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1428911240, 1428911215, 1428911243, 1428911247, 1428911276, 1428911240]",yes,,,,,,,,,,,,,,,roof_tiles,,,,,,,
way,129571642,community_centre,Sängerhalle,,,"POLYGON ((8.3351099 49.0312649, 8.3350428 49.0312954, 8.3350389 49.0312916, 8.3348627 49.0313718, 8.3346575 49.031178, 8.3347877 49.0311187, 8.3347771 49.0311087, 8.334841 49.0310797, 8.3348511 49.0310892, 8.3348819 49.0310752, 8.334872 49.0310658, 8.3349032 49.0310516, 8.3349137 49.0310615, 8.335015 49.0310154, 8.3350051 49.0310061, 8.3350373 49.0309915, 8.3350491 49.0310026, 8.3352413 49.0309152, 8.3353815 49.0310476, 8.3353132 49.0310787, 8.3353355 49.0310998, 8.3350653 49.0312228, 8.3351099 49.0312649))",,,Karlsruhe,DE,44,76187,Untere Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-25,,,,,,,,,"[1429323324, 1429323332, 1429323331, 1429323354, 1429323304, 1429323286, 1429323284, 1429323277, 1429323278, 1429323274, 1429323269, 1429323265, 1429323267, 1429323256, 1429323254, 1429323251, 1429323253, 1429323242, 1429323263, 1429323276, 1429323281, 1429323313, 1429323324]",yes,,,,,,,,,,,,,,,,,,,,,,
way,132049327,community_centre,,https://ekino-neureut.de/,,"POLYGON ((8.3799102 49.0526564, 8.3799707 49.0526228, 8.379953 49.0526091, 8.3799993 49.0525834, 8.3800175 49.0525975, 8.3800382 49.052586, 8.3802586 49.0527568, 8.3801311 49.0528275, 8.3800568 49.0527699, 8.3800304 49.0527496, 8.3799102 49.0526564))",,,Karlsruhe,DE,149,76149,Kirchfeldstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1453011160, 1453011148, 1453011140, 1453011131, 1453011136, 1453011133, 1453011213, 1453011242, 1453011220, 1453011205, 1453011160]",yes,"Maps4BW, LGL, www.lgl-bw.de",2,,,,,,,,,,,,,,,,,,,,
way,132825632,community_centre,Gemeindezentrum St. Hedwig,,,"POLYGON ((8.4402245 49.0318282, 8.4402796 49.0318827, 8.4402521 49.0318946, 8.440324 49.0319656, 8.440351 49.0319538, 8.4404015 49.0320038, 8.4404782 49.0319704, 8.4404985 49.0319905, 8.4406076 49.031943, 8.4405965 49.031932, 8.44069 49.0318913, 8.4406298 49.0318318, 8.4406542 49.0318212, 8.4405824 49.0317503, 8.4405562 49.0317616, 8.4404968 49.0317029, 8.4404568 49.0317203, 8.440434 49.0316978, 8.440384 49.0317196, 8.4403412 49.0316773, 8.4402401 49.0317212, 8.4403105 49.0317908, 8.4402245 49.0318282))",roman_catholic,christian,,,,,,,,,,,Seelsorgeeinheit Karlsruhe-St.-Raphael,religious,1980s,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1461345560, 1461345677, 1461345658, 1461345641, 1461345594, 1461345633, 1461345595, 1461345585, 1461345637, 1461345566, 1461345561, 1461345596, 1461345593, 1461345522, 1461345545, 1461345515, 3091060132, 1461345579, 3091060131, 1461345668, 1461345634, 1461345578, 1461345560]",yes,,,,,,,,,,,,,,,,,,,,,,
way,136070611,community_centre,KSV Jugendheim,http://karlsruher-sv.de,,"POLYGON ((8.4385354 49.0251553, 8.4385219 49.0251167, 8.4386356 49.0250996, 8.4386738 49.0252088, 8.4385601 49.0252259, 8.4385354 49.0251553))",,,Karlsruhe,DE,7,76131,Am Sportpark,"""nach Vereinbarung""",,,,,Karlsruher Sportverein Rintheim-Waldstadt e.V.,,1970er,,club_home,,,,,,,juvenile,,,,,,,Hagsfeld,,,,,,,,,,,,,,,,,,,,"[1493193037, 1493193047, 1493193065, 1493193130, 5961891325, 1493193037]",civic,,1,gabled,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,metal,wood,#ff3333,,,,,
way,151345436,community_centre,Herbert-Schweizer-Haus Begegnungsstätte Grötzingen,https://www.grötzingen.de,yes,"POLYGON ((8.4950064 49.0072837, 8.4949818 49.0072687, 8.4949524 49.0069249, 8.4949769 49.0069109, 8.4955273 49.006898, 8.4955519 49.0069131, 8.4955617 49.0070441, 8.495542 49.007057, 8.4954487 49.0070581, 8.4954012 49.0071032, 8.4953455 49.0070635, 8.495298 49.0070635, 8.4952996 49.0071473, 8.4952783 49.0071484, 8.49528 49.0071967, 8.4952505 49.0071978, 8.495249 49.0072536, 8.4952488 49.0072612, 8.4952341 49.0072805, 8.4950064 49.0072837))",,,Karlsruhe,DE,9,76229,Niddastraße,,,,,,Stadt Karlsruhe,government,1986,,,,,+49 721 133 7622,,,LA-KA,,groetzingen@karlsruhe.de,,,,,,Grötzingen,,,,,,,,,,,,,,,,,,,,"[1641679214, 1641679213, 1641679109, 1641679110, 1641679100, 1641679111, 1641679146, 1641679145, 1641679144, 1641679159, 1641679143, 1641679142, 1641679167, 1641679165, 1641679186, 1641679185, 2299777460, 1641679204, 1641679215, 1641679214]",civic,,,,,,,,,,,,,,,,,,yes,,,,
way,238230179,community_centre,Albert Schweitzer Saal,,,"POLYGON ((8.3881635 49.0113467, 8.3881782 49.0113761, 8.3881968 49.0114021, 8.3882161 49.011429, 8.388244 49.0114564, 8.3882704 49.0114813, 8.388299 49.0115047, 8.3883246 49.011523, 8.3883374 49.0115308, 8.3883868 49.0115295, 8.3883982 49.0115346, 8.3884096 49.0115368, 8.3884223 49.0115381, 8.3884357 49.0115373, 8.3884352 49.0115279, 8.3887518 49.0115166, 8.3887898 49.0115137, 8.3887805 49.0113967, 8.3885429 49.0114044, 8.3885429 49.0113723, 8.388549 49.0113536, 8.388554 49.0113328, 8.3885571 49.0113052, 8.3885587 49.01128, 8.3885572 49.0112548, 8.3885528 49.011232, 8.3881635 49.0113467))",,,Karlsruhe,DE,48a,76133,Reinhold-Frank-Straße,,,,,,,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1255343090, 1255343209, 1255343167, 1255343146, 1255343101, 1255343044, 1255343187, 1255343161, 1255343124, 1255343062, 1255343203, 1255343182, 1255343054, 1255343140, 1255343082, 1255343195, 1255343036, 1255343197, 1255343156, 1255343097, 1255343057, 1255343112, 1255343072, 1255343193, 1255343153, 1255343133, 1255343090]",yes,,,,,,,,,,,,,,,,,,,,,,
way,241007325,community_centre,Mitmach-Laden,,,"POLYGON ((8.3954295 49.0025918, 8.3954288 49.0025191, 8.3953409 49.0025194, 8.3953413 49.0025541, 8.3953273 49.0025541, 8.3953277 49.0025923, 8.3954295 49.0025918))",,,Karlsruhe,DE,12,76133,Mathystraße,Mo 10:00-12:00; Tu 10:00-13:00; Th 09:30-12:30,,,,,Badischer Landesverein für Innere Mission,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,Südweststadt,,,,,,,,,,,,,,,,,,,,"[1043992042, 2486828344, 2486828345, 3513133305, 1043992173, 2486828351, 1043992042]",yes,,,,,,,,,,,,,,,,,,,,,,
way,288808336,community_centre,Ökumenisches Gemeindezentrum,,limited,"POLYGON ((8.4666289 48.9720521, 8.4667733 48.9720919, 8.4668268 48.9720081, 8.4669192 48.9720335, 8.4669891 48.9719241, 8.4667721 48.9718643, 8.4667362 48.9719206, 8.4667302 48.97193, 8.4667104 48.9719245, 8.4666289 48.9720521))",,,Karlsruhe,DE,18,76228,Elsa-Brändström-Straße,,,,,,,,,,,,,,,,LA-KA,,,,,,,,Bergwald,,,,,,,,Bergwaldzentrum,,,,,,,,,,,,"[2923624651, 2923624652, 2923624653, 2923624654, 2923624655, 2923624656, 7508368119, 7508368120, 7508368121, 2923624651]",yes,,,,,,,,,,,,,,,,,,,,,,
way,326931972,community_centre,Jugendgarten Oberreut,,,"POLYGON ((8.3684928 48.9918269, 8.368509 48.9918416, 8.3686639 48.9919694, 8.3687081 48.9919543, 8.3687696 48.9919324, 8.3690512 48.9917967, 8.3691868 48.9917311, 8.3693327 48.9916645, 8.3696311 48.9915412, 8.3695859 48.9914989, 8.3694839 48.9915236, 8.3693735 48.9915501, 8.3691635 48.9916004, 8.3687707 48.9917198, 8.3684883 48.9918225, 8.3684928 48.9918269))",,,,,,,,,,,,,Stadt Karlsruhe,,,,youth_centre,,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9476361151, 33528094, 10152572543, 1699830575, 1699830579, 1699830571, 1699830565, 1699830562, 29371127, 3336413564, 3336413563, 3336413562, 3336413561, 727866104, 3338480597, 9476361151]",,,,,,,,,,,,,,,,,,,,,,,
way,338886205,community_centre,Gemeindezentrum Laurentiusgemeinde,,,"POLYGON ((8.4607154 49.0280065, 8.4605883 49.0277742, 8.4605114 49.0277923, 8.4605236 49.0278145, 8.4605371 49.0278394, 8.4605159 49.0278444, 8.4605451 49.0278978, 8.4603667 49.0279398, 8.4603763 49.0279572, 8.4603866 49.027976, 8.4603778 49.0279781, 8.460358 49.0279827, 8.4603325 49.0279887, 8.4603847 49.0280842, 8.4603901 49.0280829, 8.4606313 49.0280262, 8.460655 49.0280207, 8.4607154 49.0280065))",,,Karlsruhe,DE,15,76139,Schäferstraße,,,,,,,,2007,,parish_hall,,,,,,LA-KA,,,,,,,,Hagsfeld,,,,,,,,,,,,,,,,,,,,"[4394429582, 1301673194, 1301673230, 4756008897, 1301673242, 1301673165, 1301673118, 1301673233, 4756009162, 4587556252, 1301673187, 4394429581, 1301673201, 1301673140, 4756009151, 4756008903, 1301673130, 4394429582]",civic,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,
way,518925651,community_centre,Agape-Gemeindezentrum,,,"POLYGON ((8.4684836 48.9997485, 8.4683358 48.9997979, 8.4683217 48.9998036, 8.4681412 48.9998672, 8.4680661 48.9997754, 8.4680316 48.9997332, 8.4682121 48.9996696, 8.4682284 48.9995821, 8.4683829 48.999563, 8.4684836 48.9997485))",pentecostal,christian,Karlsruhe,DE,1,76227,Bienleinstorstraße,,,,,,Evangelische Freikirche im Bund freikirchlicher Pfingstgemeinden KdöR (BFP); AGAPE-Gemeinde e.V.,,,,parish_hall,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1302533539, 1302533609, 1302533348, 1302533571, 3634097613, 1302533680, 1302533617, 1302533587, 1302533935, 1302533539]",,,,,,,,,,,,,,,,,,,,,,,
way,631272781,community_centre,Container 4 You,,,"POLYGON ((8.3996095 49.05649, 8.3996345 49.056262, 8.3992306 49.0562396, 8.3992087 49.0563833, 8.3991956 49.0564692, 8.3996095 49.05649))",,,,,,,,,2022-11-12,,,no,,,,,youth_centre,,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5961365389, 5961365388, 3750183906, 5961365387, 3750183894, 5961365389]",,,,,,,,,,,,,,,,,,,,,,,
way,655182557,community_centre,Bürgerzentrum Nordwest,https://www.ka-nordweststadt.de/,,"POLYGON ((8.369488 49.0307522, 8.3695735 49.0307511, 8.3695769 49.0308618, 8.3694914 49.0308629, 8.369488 49.0307522))",,,Karlsruhe,DE,2b,76185,Landauer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6138908255, 6138908254, 6138908253, 6138908252, 6138908255]",civic,,,,,,,,,,,,,,,,,,,,,,
way,667906613,community_centre,Haus der Reformation,,,"POLYGON ((8.3962461 49.0494494, 8.3962838 49.0493275, 8.3960033 49.0492902, 8.3960298 49.0492046, 8.3959287 49.0491912, 8.3958753 49.0493637, 8.3960151 49.0493823, 8.3960043 49.0494172, 8.3962461 49.0494494))",,,Karlsruhe,DE,22,76149,Kiefernweg,,,,,,,,2015,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6254075870, 6254075869, 6254075868, 6254075867, 6254075866, 6254075865, 6254075864, 6254075863, 6254075870]",civic,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,
way,756056076,community_centre,Lukasgemeinde,,,"POLYGON ((8.3707537 49.0144583, 8.3708093 49.0144538, 8.370973 49.0144406, 8.3711331 49.0144276, 8.3711132 49.0143217, 8.3709309 49.0143365, 8.3708713 49.0143413, 8.3707338 49.0143524, 8.3707537 49.0144583))",protestant,christian,Karlsruhe,DE,7,76185,Hagenstraße,,,,,,,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1307959785, 7061502610, 7061502607, 1307959954, 1307960214, 1342667585, 1342667582, 1307959929, 1307959785]",yes,,,,,,,,,,,,,,,,,,,religion,,,
way,777277359,community_centre,Bürgerzentrum Mühlburg,,yes,"POLYGON ((8.3601636 49.009921, 8.3602828 49.0101271, 8.3605046 49.0100507, 8.3604971 49.0100413, 8.3605678 49.0100169, 8.3605935 49.0100489, 8.3607333 49.0100137, 8.360544 49.009778, 8.3604114 49.0098238, 8.3604141 49.0098271, 8.3604515 49.0098737, 8.3603858 49.0098964, 8.3603533 49.009856, 8.3602373 49.0098961, 8.3601636 49.009921))",,,Karlsruhe,,79a,76185,Weinbrennerstraße,,,,,,,,2019-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7252718957, 6916900509, 6918524603, 6918524602, 6918524601, 6918524600, 6916900510, 6916900511, 1313079845, 6918524599, 6916900512, 6916900513, 1313079810, 1313079821, 7252718957]",civic,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,Klinkott Architekten,,
way,860639010,community_centre,Gemeindehaus,,,"POLYGON ((8.3836869 49.0122036, 8.3837499 49.0122061, 8.3839175 49.0121314, 8.3839121 49.0120663, 8.3837526 49.0120654, 8.3837526 49.0120953, 8.3837043 49.0120953, 8.383707 49.0121402, 8.383681 49.0121418, 8.3836869 49.0122036))",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8021691517, 8021691516, 8021691515, 8021691514, 8021691513, 8021691512, 8021691511, 8021691510, 8021691509, 8021691517]",yes,,,,,,,,,,,,,,,,,,,,,,
way,1049653738,community_centre,,,,"POLYGON ((8.4053902 48.9717895, 8.4054693 48.9717907, 8.4054708 48.9717469, 8.4054926 48.9717473, 8.4054916 48.9717413, 8.4055112 48.9717413, 8.4055108 48.971754, 8.4055319 48.9717542, 8.4055315 48.9717666, 8.4055708 48.9717672, 8.4055712 48.9717541, 8.4056165 48.9717547, 8.4056161 48.971767, 8.4057204 48.9717684, 8.4057209 48.971754, 8.4057439 48.9717543, 8.4057474 48.9716431, 8.4056805 48.9716422, 8.4056673 48.9716028, 8.4056735 48.9716023, 8.4056844 48.9715974, 8.4056895 48.9715925, 8.4056923 48.9715861, 8.4057861 48.9715737, 8.4057816 48.9715579, 8.4057949 48.9715563, 8.4057914 48.971544, 8.4058093 48.9715418, 8.4057915 48.9714795, 8.4056277 48.9714997, 8.4056344 48.9715231, 8.4056422 48.9715503, 8.4055396 48.9715668, 8.4055235 48.9715694, 8.4055295 48.9715246, 8.405536 48.9715157, 8.4055381 48.9715084, 8.4055369 48.9714988, 8.4055351 48.9714949, 8.4055304 48.9714886, 8.4055204 48.9714811, 8.4055147 48.9714784, 8.4055027 48.9714748, 8.4054849 48.9714735, 8.4054695 48.9714758, 8.4054582 48.97148, 8.4054517 48.9714838, 8.4054463 48.9714884, 8.405383 48.9714763, 8.40539 48.9715397, 8.405377 48.9715394, 8.4053736 48.9716398, 8.4053952 48.9716401, 8.4053902 48.9717895))",,,Karlsruhe,,1a,76199,Tulpenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1392814486, 1392814487, 1392814459, 1392814463, 1392814454, 1392814455, 1392814464, 1392814468, 1392814477, 1392814481, 1392814466, 1392814472, 1392814479, 1392814482, 1392814465, 1392814470, 1392814447, 1392814445, 1392814432, 1392814430, 1392814426, 1392814425, 1392814421, 1392814419, 1392814409, 1392814406, 1392814397, 1392814396, 1392814362, 1392814380, 1392814386, 1392814389, 9646142950, 1392814411, 1392814387, 1392814384, 1392814382, 1392814378, 1392814376, 1392814372, 1392814366, 1392814360, 1392814354, 1392814353, 1392814358, 1392814364, 1392814367, 1392814369, 1392814356, 1392814393, 1392814391, 1392814441, 1392814443, 1392814486]",yes,,,,,Gemeindehaus Christkönig,,,,,,,,,,,,,,,,,
way,1150123934,community_centre,,,,"POLYGON ((8.4062999 48.9998409, 8.4063025 48.9998217, 8.406341 48.9993712, 8.4064562 48.9993705, 8.4064596 48.9993243, 8.4065515 48.9993247, 8.4065254 48.999653, 8.4065856 48.9996888, 8.4065747 48.9998485, 8.4062999 48.9998409))",,,,,,,,,,,,,,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10699154912, 1739283471, 10699154911, 10700303776, 10700303775, 10699154910, 10699154909, 10699154908, 21480371, 10699154912]",,,,,,,,,,,,,,,,,,,,,,,
