element_type,osmid,geometry,name,wheelchair,amenity,check_date,operator,ref,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,note,wheelchair:description,fixme,man_made,surveillance,description,brand,opening_hours,parking,nodes,building,building:levels,owner,roof:levels,source:geometry,start_date,building:use,disused:leisure,old_name,roof:shape,brand:wikidata,brand:wikipedia,building:facade:material,check_date:opening_hours,height,shop,source:outline,addr:housename,architect,heritage,office,seamark:building:function,seamark:name,seamark:type,nohousenumber,disused:amenity,indoor_seating,outdoor_seating,takeaway,source,fast_food,roof:material,roof:orientation,building:material,roof:height,last_renovation,building:colour,contact:email,contact:fax,contact:phone,contact:website,payment:cash,payment:girocard,payment:maestro,repair,second_hand,roof:colour,phone,website,lastcheck,addr:source,smoking,email,fax,source:addr,loc_name,heritage:operator,ref:lda,layer,location,historic,access:parking,alt_name,short_name,start_date:description,wikidata,craft,noaddress,healthcare,construction:start_date,disused:building,addr:subdistrict,cuisine,toilets:wheelchair,automated,self_service,diet:vegan,diet:vegetarian,drive_through,internet_access,internet_access:fee,old_operator,ref:note,source:height,operator:type,generator:output:electricity,generator:source,building:min_level,disused:name,contact:mobile,min_height,source:min_height,disused:shop,brewery,min_age,opening_hours:signed,payment:credit_cards,payment:debit_cards,roof:direction,construction,opening_date,ways,type
way,638602227,"POLYGON ((8.4295905 49.0130143, 8.4296675 49.0130219, 8.4297996 49.013035, 8.4297983 49.0130405, 8.4297805 49.013118, 8.4297236 49.0131123, 8.4297097 49.0131727, 8.429554 49.0131572, 8.4294617 49.0133512, 8.429563 49.0133787, 8.4297369 49.013426, 8.4297811 49.013438, 8.4297689 49.0134573, 8.4297794 49.0134602, 8.4298106 49.0134686, 8.4297367 49.0135858, 8.429695 49.0135744, 8.4296508 49.0135625, 8.4295872 49.0135452, 8.4294769 49.0135153, 8.4291884 49.013437, 8.4292776 49.0132495, 8.4292921 49.013219, 8.4293066 49.0131886, 8.4293626 49.013071, 8.4293714 49.0129927, 8.4293982 49.0127551, 8.4294094 49.0126557, 8.4294229 49.0126564, 8.4296297 49.0126664, 8.4296185 49.0127658, 8.4295905 49.0130143))",,,,,,,Karlsruhe,DE,32,76131,Haid-und-Neu-Straße,Oststadt,,,,,,,,,,"[6580044976, 8118538740, 6580044977, 9610829535, 8118538750, 8118538751, 6580044978, 6580044979, 6018421230, 8118538738, 6580044982, 6580044980, 1186180571, 8118538752, 6051709047, 1186180588, 7177463269, 6580044983, 6580044971, 6416476466, 6018421233, 9610829543, 9610829539, 9610829542, 6284141053, 6499756194, 8118538735, 6018421232, 8287579524, 6018421231, 8118538736, 6580044976]",commercial,5,,,"Maps4BW (LGL, www.lgl-bw.de)",2019-09,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,640092012,"POLYGON ((8.4612967 49.0210611, 8.4614724 49.0213064, 8.4616128 49.0212631, 8.461437 49.0210179, 8.4612967 49.0210611))",,,,,,,Karlsruhe,DE,3,76139,Printzstraße,Hagsfeld,,,,,,,,,,"[1133567972, 1133568084, 1133568135, 1133567998, 1133567972]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,640092016,"POLYGON ((8.4608936 49.0214128, 8.4609736 49.0213882, 8.460885 49.0212645, 8.460805 49.0212891, 8.4608936 49.0214128))",,,,,,,,,,,,,,,,,,,,,,"[1133568089, 6030288434, 6030288433, 6030288432, 1133568089]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,640582546,"POLYGON ((8.4379174 49.0071628, 8.4378173 49.0071817, 8.4368792 49.0073582, 8.4369535 49.0075281, 8.4371304 49.0074948, 8.4372833 49.0078445, 8.4374947 49.0078047, 8.4375231 49.0078696, 8.4373117 49.0079094, 8.4374051 49.0081229, 8.4382664 49.0079609, 8.4379915 49.0073322, 8.4379174 49.0071628))",,,,,Limbach Gruppe SE,,Karlsruhe,DE,67,76131,Gerwigstraße,Oststadt,,,,,outdoor,,,,,"[6034517381, 6267933252, 6034517376, 6034517377, 6034517378, 6847941671, 6847941669, 6847941668, 6847941670, 6034517380, 6034517379, 6034517374, 6034517381]",commercial,3,,0,"Maps4BW, LGL, www.lgl-bw.de",2020-02,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,641002868,"POLYGON ((8.4472835 49.0075375, 8.4472925 49.0074872, 8.447308 49.0074015, 8.4473695 49.0074063, 8.4473601 49.0074586, 8.44743 49.007464, 8.447415 49.0075476, 8.4472835 49.0075375))",,,,,,,,,,,,,,,,,,,,,,"[6037733344, 6037733334, 6037733343, 6037733342, 6037733341, 6037733340, 6037733339, 6037733344]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",2013-04,,,,flat,,,,,,,,,,,,,,,,,,,,,,metal,,metal,,,#70d070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,643065538,"POLYGON ((8.4458694 49.0125304, 8.445931 49.0125029, 8.4459423 49.0125138, 8.4459795 49.0124972, 8.4459871 49.0124938, 8.445896 49.0124061, 8.4457063 49.0124908, 8.4457861 49.0125677, 8.4458694 49.0125304))",,,,,,,Karlsruhe,DE,1a,76131,Weinweg,Rintheim,,,,,,,,,,"[1227755109, 6052497751, 6052497750, 6052497766, 1227755163, 1227755210, 3311254012, 3311254013, 1227755109]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,648817640,"POLYGON ((8.4554542 49.0049036, 8.455408 49.0046255, 8.4556336 49.0046094, 8.4556798 49.0048875, 8.4554542 49.0049036))",,,,,Autobahnmeisterei Karlsruhe-Durlach,,,,,,,,,,,bunker_silo,,Streuguthalle,,,,"[6090547131, 6090547130, 6090547129, 6090547128, 6090547131]",commercial,,,,Bing 2020,2018-11,,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,
way,658851570,"POLYGON ((8.4607325 49.0228452, 8.4606935 49.0228574, 8.4606319 49.0228766, 8.46059 49.0228897, 8.460574 49.0228947, 8.4603781 49.0229559, 8.4604397 49.0230407, 8.4604648 49.0230329, 8.4604799 49.0230536, 8.4604829 49.0230527, 8.4606969 49.0233474, 8.4607753 49.0234554, 8.4608466 49.0234331, 8.4608489 49.0234363, 8.4609964 49.0233903, 8.4611039 49.0233567, 8.4609848 49.0231927, 8.4607907 49.0229253, 8.4607325 49.0228452))",,,,,,,Karlsruhe,DE,12,76139,An der Tagweide,Hagsfeld,,,,,,,,,,"[6168842397, 6597595119, 6597595120, 6597595123, 6597595131, 1125283296, 1125283128, 6168842414, 6168842415, 1125283197, 6597595115, 1125283331, 6168842396, 6168842395, 6597595109, 6168842407, 6597595103, 6597595106, 6168842397]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,658851575,"POLYGON ((8.4602773 49.0214279, 8.4594467 49.0216876, 8.4594265 49.0216599, 8.4602572 49.0214002, 8.4602773 49.0214279))",,,,,,,,,,,,,,,is this a roof?,,,,,,,"[1133568127, 1133567893, 6168842426, 6168842425, 1133568127]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,658851576,"POLYGON ((8.4594779 49.0217306, 8.4595981 49.0218959, 8.4596276 49.0219364, 8.4604582 49.0216767, 8.4603957 49.0215908, 8.4602773 49.0214279, 8.4594467 49.0216876, 8.4594779 49.0217306))",,,,,,,,,,,,,,,,,,,,,,"[1133568101, 1133568154, 1133568142, 6168842427, 1133567945, 1133568127, 1133567893, 1133568101]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,658851577,"POLYGON ((8.4605202 49.0216573, 8.4604578 49.0215714, 8.4603957 49.0215908, 8.4604582 49.0216767, 8.4605202 49.0216573))",,,,,,,,,,,,,,,,,,,,,,"[1133568091, 1133568113, 1133567945, 6168842427, 1133568091]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662134687,"POLYGON ((8.3909753 49.0104162, 8.3910797 49.0104118, 8.3911014 49.0106332, 8.390997 49.0106377, 8.390994 49.010607, 8.390976 49.010423, 8.3909753 49.0104162))",,,,,,,,,,,,,,,,,,,,,,"[1251184696, 1251184926, 1251184905, 1251184912, 1251184714, 7057899947, 1251184696]",commercial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662134760,"POLYGON ((8.3918838 49.0103556, 8.3918755 49.0102508, 8.3920633 49.0102411, 8.3920694 49.0103218, 8.3920717 49.010349, 8.3920165 49.0103508, 8.3919937 49.0103516, 8.3918838 49.0103556))",,,,,,,Karlsruhe,DE,176,76133,Kaiserstraße,,,,,,,,,,,"[1251325297, 2911376718, 3664372475, 6198983892, 1251325316, 1251325363, 6198983894, 1251325297]",commercial,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,664699476,"POLYGON ((8.3290893 49.00895, 8.329125 49.0089341, 8.3290791 49.0088898, 8.3291082 49.0088768, 8.3290956 49.0088647, 8.3291111 49.0088578, 8.3290861 49.0088336, 8.3290705 49.0088405, 8.3290567 49.0088272, 8.3290276 49.0088401, 8.3289833 49.0087973, 8.3289476 49.0088132, 8.3290893 49.00895))",,,,,,,,,,,,,,,,,,,,,,"[6221740821, 6221740820, 6221740819, 6221740818, 9674849646, 9674849647, 9674849648, 9674849649, 6221740817, 6221740816, 6221740815, 6221740814, 6221740821]",commercial,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667916923,"POLYGON ((8.3930891 49.0556653, 8.3928793 49.0556536, 8.3928646 49.0557666, 8.3930745 49.0557782, 8.3930891 49.0556653))",,,,,,,Karlsruhe,DE,58,76149,Johann-Georg-Schlosser-Straße,,,,,,,,,,,"[6254205204, 6254205203, 6254205202, 6254205201, 6254205204]",commercial,2,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667958075,"POLYGON ((8.4448523 49.0092592, 8.4449404 49.0092104, 8.4448746 49.0091592, 8.4448639 49.0091651, 8.4448335 49.0091826, 8.4447864 49.009208, 8.4448174 49.0092321, 8.4448523 49.0092592))",,,,,,,,,,,,,,,,,,,,,,"[1227747387, 1227747116, 6254644708, 9182448931, 9182448929, 6254644707, 9182448949, 1227747387]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,669342571,"POLYGON ((8.4352839 49.0062255, 8.4352989 49.0062571, 8.4351915 49.0062773, 8.4351776 49.0062455, 8.4352839 49.0062255))",,,,,,,,,87,,Durlacher Allee,,,,,,,,,,,"[6267933243, 1371488275, 1371488276, 6267933241, 6267933243]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,669342573,"POLYGON ((8.4354436 49.0072292, 8.4354199 49.0071751, 8.4355469 49.0071512, 8.4354104 49.0068395, 8.4355439 49.0068143, 8.4357058 49.0071842, 8.4355684 49.0072101, 8.4355666 49.007206, 8.4354436 49.0072292))",,,,,,,,,,,,,,,,,,,,,,"[6267933246, 1371488347, 1371488344, 1371488325, 1371488321, 1371488348, 6267933244, 6267933245, 6267933246]",commercial,2,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,hipped,,,,,,,,,,,,,,,yes,,,,,,,,,plaster,,,#DDDDD0,,,,,,,,,,#773322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,670977197,"POLYGON ((8.3908936 49.0437051, 8.3909323 49.0435168, 8.3910601 49.043528, 8.3910214 49.0437164, 8.3908936 49.0437051))",,,,,,,,,8,,Am Sandfeld,,,,,,,,,,,"[6283375342, 6283375339, 6283375338, 6283375337, 6283375342]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",2014..2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,670977198,"POLYGON ((8.3908808 49.043768, 8.3908936 49.0437051, 8.3910214 49.0437164, 8.3910321 49.0437173, 8.3910192 49.0437802, 8.3908808 49.043768))",,,,,,,,,8,,Am Sandfeld,,,,,,,,,,,"[6283375343, 6283375342, 6283375337, 6283375341, 6283375340, 6283375343]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",2014..2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,671075718,"POLYGON ((8.4179208 49.0077533, 8.4179872 49.0077214, 8.4180422 49.0077708, 8.4184675 49.0075667, 8.418369 49.0074784, 8.4183738 49.007476, 8.4183447 49.0074499, 8.4183399 49.0074523, 8.4182436 49.0073659, 8.4182273 49.0073734, 8.4181604 49.0074059, 8.4179889 49.0074881, 8.4178887 49.0075362, 8.4178183 49.00757, 8.417824 49.0075751, 8.4177576 49.0076069, 8.4179208 49.0077533))",,,,,,,,,,,,,,,,,,,,,,"[6284296426, 6284296427, 6284296428, 1048926541, 6284296431, 6284296429, 6284296430, 6284296432, 1048926256, 7109423483, 7109423484, 6284296389, 5761508656, 6284296433, 6284296434, 6284296435, 6284296426]",commercial,3,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,671075719,"POLYGON ((8.4179208 49.0077533, 8.4177576 49.0076069, 8.4177519 49.0076019, 8.4176865 49.0076332, 8.4176536 49.0076038, 8.4171504 49.0078452, 8.4171691 49.007862, 8.4171878 49.0078787, 8.4170626 49.0079388, 8.4171662 49.0080317, 8.4171781 49.0080423, 8.4171899 49.0080529, 8.417282 49.0081355, 8.4173623 49.008097, 8.4173824 49.0080873, 8.4174025 49.0080777, 8.4179758 49.0078026, 8.4179208 49.0077533))",,,,,,,,,,,,,,,,,,,,,,"[6284296426, 6284296435, 6284296436, 1048926962, 1048926819, 1048926611, 6132676227, 1048926309, 1048926209, 6132867321, 6132676229, 6132867322, 1048926222, 6132676230, 6132676234, 6132676233, 6284296437, 6284296426]",commercial,3,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398824,"POLYGON ((8.4468881 49.0097969, 8.4469225 49.0095758, 8.4469245 49.0095562, 8.4469383 49.009474, 8.4470046 49.0090478, 8.4469659 49.0090452, 8.4470188 49.0087048, 8.4469522 49.0087003, 8.4470789 49.007885, 8.4471842 49.0078921, 8.4471933 49.0078338, 8.4476311 49.0078631, 8.4475901 49.008127, 8.4475807 49.0081876, 8.4474681 49.00818, 8.4474572 49.0082506, 8.4474165 49.0085119, 8.4473086 49.0092061, 8.4472457 49.009611, 8.4472134 49.0098187, 8.4468881 49.0097969))",,,,,,,,,,,,,,,,,,,,,,"[6352196589, 7527333843, 7527333085, 7527333846, 6352196344, 6352196345, 6352196348, 6352196347, 6352196346, 6352196588, 6352196349, 6352196587, 1179188734, 1179188656, 1179188687, 1179188693, 6352196342, 1179188633, 1179188769, 6352196586, 6352196589]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398835,"POLYGON ((8.4461909 49.0076867, 8.4463415 49.0076974, 8.4463536 49.0076245, 8.4462247 49.0076153, 8.446203 49.0076138, 8.4461909 49.0076867))",,,,,,,,,,,,,,,,,,,,,,"[6352196628, 6352196624, 6352196623, 6352196622, 6352196627, 6352196628]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398836,"POLYGON ((8.4461591 49.0078782, 8.446171 49.0078066, 8.4461909 49.0076867, 8.446203 49.0076138, 8.4461624 49.0076109, 8.4461185 49.0078753, 8.4461591 49.0078782))",,,,,,,,,,,,,,,,,,,,,,"[1392400045, 6352196629, 6352196628, 6352196627, 6352196626, 6352196625, 1392400045]",commercial,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398838,"POLYGON ((8.4461782 49.0078796, 8.4461591 49.0078782, 8.446171 49.0078066, 8.4463242 49.0078176, 8.4463123 49.0078892, 8.4462996 49.0078883, 8.4461782 49.0078796))",,,,,,,,,,,,,,,,,,,,,,"[6352196631, 1392400045, 6352196629, 1392400014, 6352196637, 6352196632, 6352196631]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398839,"POLYGON ((8.4459844 49.0081878, 8.4461254 49.0081978, 8.4461782 49.0078796, 8.4462996 49.0078883, 8.446247 49.0082051, 8.4463631 49.0082134, 8.4462945 49.0086262, 8.4461677 49.0086171, 8.446173 49.008585, 8.4459214 49.008567, 8.4459844 49.0081878))",,,,,,,,,,,,,,,,,,,,,,"[6352196635, 6352196630, 6352196631, 6352196632, 6352196633, 6352196634, 1392400036, 1392400094, 1392399974, 1392400016, 6352196635]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,concrete,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398840,"POLYGON ((8.4461782 49.0078796, 8.4461254 49.0081978, 8.4459844 49.0081878, 8.4460373 49.0078695, 8.4461185 49.0078753, 8.4461591 49.0078782, 8.4461782 49.0078796))",,,,,,,,,,,,,,,,,,,,,,"[6352196631, 6352196630, 6352196635, 1392400063, 6352196625, 1392400045, 6352196631]",commercial,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398846,"POLYGON ((8.4457963 49.0078527, 8.445761 49.0078502, 8.445773 49.0077778, 8.4457927 49.0076595, 8.445805 49.0075856, 8.4458403 49.0075881, 8.4457963 49.0078527))",,,,,,,,,,,,,,,,,,,,,,"[1179192028, 6352196667, 1179192037, 1179191991, 6352196666, 1179192062, 1179192028]",commercial,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398847,"POLYGON ((8.445773 49.0077778, 8.445761 49.0078502, 8.445735 49.0078483, 8.4456125 49.0078396, 8.4456045 49.007839, 8.4456165 49.0077666, 8.445773 49.0077778))",,,,,,,,,,,,,,,,,,,,,,"[1179192037, 6352196667, 7527304576, 6352196671, 6352196668, 1179191989, 1179192037]",commercial,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,678398849,"POLYGON ((8.4456125 49.0078396, 8.445735 49.0078483, 8.445761 49.0078502, 8.4457963 49.0078527, 8.4456911 49.0084862, 8.4456299 49.0084818, 8.4455073 49.0084731, 8.4456125 49.0078396))",,,,,,,,,,,,,,,,,,,,,,"[6352196671, 7527304576, 6352196667, 1179192028, 1179192020, 7527304575, 1179192014, 6352196671]",commercial,,,,,,,,,,,,,,6,,"Maps4BW (LGL-BW, www.lgl-bw.de); bing",,,,,,,,,,,,,,,concrete,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,682315296,"POLYGON ((8.4390827 49.0045161, 8.439186 49.0045507, 8.4391569 49.0045881, 8.4391488 49.0045984, 8.4391231 49.0045898, 8.4389903 49.0046164, 8.4389772 49.004619, 8.4389393 49.0045373, 8.4388735 49.0045505, 8.4388589 49.0045189, 8.4389246 49.0045058, 8.4389377 49.0045032, 8.4390649 49.0044777, 8.4390827 49.0045161))",,,,,,,Karlsruhe,DE,102,76137,Durlacher Allee,,,,,,,,,,,"[1372486006, 1372486015, 1372486021, 1372486027, 1372486019, 7041918746, 6389662679, 7041918749, 7041918747, 7041918748, 6389662678, 7041918745, 1372485989, 1372486006]",commercial,1,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,685733284,"POLYGON ((8.4408024 48.9925557, 8.4408806 48.9924349, 8.4412095 48.9925266, 8.4412829 48.9925471, 8.4412047 48.9926679, 8.4408024 48.9925557))",,,,,,,Karlsruhe,,2,76227,Eugen-Langen-Straße,,,,,,,,,,,"[6426714757, 6426714756, 6426714753, 6426714755, 6426714754, 6426714757]",commercial,,,,DigitalGlobe Vivid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,
way,685733289,"POLYGON ((8.439654 48.9916446, 8.4397304 48.9915813, 8.4397632 48.9915983, 8.4396868 48.9916617, 8.439654 48.9916446))",,,,,,,,,,,,,,,,,,,,,,"[6426714890, 3384760303, 6426714889, 6426714888, 6426714890]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",2014..2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,689346017,"POLYGON ((8.3926366 49.0095501, 8.3925172 49.0095553, 8.3925551 49.0099243, 8.3924903 49.0099272, 8.3924995 49.0100164, 8.3931772 49.0099865, 8.393178 49.0099941, 8.3933648 49.0099858, 8.3933175 49.0095261, 8.3933114 49.0094672, 8.3933081 49.009436, 8.3931395 49.0094436, 8.3931203 49.0094444, 8.3931235 49.0094757, 8.3931297 49.0095344, 8.3926716 49.0095547, 8.3926382 49.0095562, 8.3926366 49.0095501))",,,,,Sparkasse Karlsruhe,,Karlsruhe,DE,223,76133,Kaiserstraße,,,,,,,,,,,"[1829207362, 1829207363, 2454129934, 2454129935, 2454129936, 6466763898, 6466763899, 1829207366, 2051866827, 5150388172, 2051866821, 6466763958, 2051866823, 5150388173, 2051866829, 1829207361, 6466763831, 1829207362]",commercial,5,,1,"Maps4BW (LGL, www.lgl-bw.de);Bing 2013",2007,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692275695,"POLYGON ((8.3929833 49.0559923, 8.3929757 49.056044, 8.3930378 49.0560479, 8.3930496 49.0559672, 8.39293 49.0559597, 8.3929257 49.0559887, 8.3929833 49.0559923))",,,,,,,,,,,,,,,,,,,,,,"[5961363830, 6498306286, 6498306285, 6498306184, 7925805589, 7925805590, 5961363830]",commercial,1,,,Esri 2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#FFFFFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692275701,"POLYGON ((8.3933691 49.0567784, 8.3933766 49.0567287, 8.3933994 49.0567302, 8.3934229 49.0565744, 8.3935816 49.0565847, 8.3935506 49.0567902, 8.3933691 49.0567784))",,,,,,,Karlsruhe,DE,19,76149,Johann-Georg-Schlosser-Straße,,,,rough estimation,,,,,,,"[6498306300, 7545499061, 7545499060, 6498306299, 6498306298, 6498306297, 6498306300]",commercial,,,,Bing 2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,695872321,"POLYGON ((8.473038 49.0305648, 8.4730625 49.0306168, 8.4732874 49.0305712, 8.4732629 49.0305192, 8.473038 49.0305648))",,,,,,,,,,,,,,,,,,,,,,"[1044332798, 1044333149, 1044332932, 6534384071, 1044332798]",commercial,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
