element_type,osmid,geometry,amenity,image,name,religion,denomination,website,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,name:ar,office,operator,source,building,historic,wheelchair,email,phone,nodes,building:levels,roof:levels,roof:shape,wikipedia,wikidata,start_date,alt_name,building:architecture,building:use,heritage,heritage:operator,heritage:website,loc_name,name:ru,official_name,opening_hours,ref:whc,whc:criteria,whc:inscription_date,name:es,name:fr,name:lb,toilets:wheelchair,diocese,addr:housename,addr:suburb,gdke:criteria,building:colour,roof:colour,contact:phone,tourism,shrine,fixme,description,old_name,chapel,access,ruins
way,161535378,"POLYGON ((6.6354936 49.72849, 6.6355251 49.7285781, 6.6357442 49.7285429, 6.6357766 49.7285379, 6.6358203 49.7285425, 6.6358604 49.7285585, 6.6358756 49.7285754, 6.6358884 49.7285955, 6.6358937 49.7286189, 6.6358778 49.7286449, 6.6358556 49.7286636, 6.6358345 49.7286759, 6.6358009 49.7286817, 6.6355769 49.7287201, 6.6355988 49.7287718, 6.6354793 49.7287918, 6.6354599 49.7287434, 6.6354362 49.7287452, 6.6353963 49.7287421, 6.6353588 49.7287391, 6.6353151 49.7287321, 6.6352924 49.7287201, 6.6352735 49.7287056, 6.6352696 49.7286895, 6.6352681 49.7286709, 6.6352791 49.728653, 6.6352976 49.72864, 6.6353186 49.7286245, 6.635336 49.7286163, 6.6353683 49.7286064, 6.6353869 49.7285999, 6.6353504 49.7285132, 6.6354936 49.72849))",place_of_worship,,Sankt Valerius,christian,catholic,,,,,,,,,,,church,,,,,"[1735077180, 1735077305, 1735077261, 1735077255, 1735077257, 1735077272, 1735077297, 1735077328, 1735077375, 1735077396, 1735077413, 1735077429, 1735077431, 1735077469, 1735077535, 1735077549, 1735077517, 1735077519, 1735077512, 1735077503, 1735077481, 1735077466, 1735077459, 1735077445, 1735077428, 1735077406, 1735077390, 1735077378, 1735077365, 1735077352, 1735077334, 1735077246, 1735077180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166803674,"POLYGON ((6.7106133 49.7905551, 6.7106605 49.7905885, 6.7107239 49.790551, 6.7107862 49.7905952, 6.7106427 49.7906801, 6.7105332 49.7906025, 6.7106133 49.7905551))",place_of_worship,,,christian,catholic,,,,,,,,,,,chapel,,,,,"[1782370421, 1782370423, 1782370420, 1782370426, 1782370430, 1782370427, 1782370421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,169319084,"POLYGON ((6.6844477 49.7241956, 6.684555 49.7241302, 6.6846381 49.7241871, 6.6846991 49.7242288, 6.6847065 49.724273, 6.6846569 49.7243033, 6.6845918 49.7242943, 6.6844477 49.7241956))",place_of_worship,,Filialkirche St. Katharina und Barbara,christian,roman_catholic,,,,,,,,,,,chapel,,,,,"[1804883534, 1804883531, 7460643492, 1804883537, 5396534345, 5396534344, 1804883539, 1804883534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192743790,"POLYGON ((6.6590372 49.7656419, 6.6591953 49.7657191, 6.6592578 49.7657495, 6.6594123 49.7656167, 6.6594478 49.7655862, 6.6596708 49.7653944, 6.6597133 49.7653578, 6.6594926 49.7652502, 6.6591546 49.7655409, 6.6590372 49.7656419))",place_of_worship,,St. Ambrosius,christian,catholic,https://www.pfarreiengemeinschaftpaulin.de/orte/st-ambrosius/,Trier,6,54292,Ambrosiusstraße,DE,,,,,church,,limited,,,"[2032774888, 2035558156, 2032774916, 2035558143, 2035558140, 2035558133, 2032774852, 2032774840, 5241631595, 2032774888]",,,,de:St. Ambrosius (Trier),Q20741378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,209818254,"POLYGON ((6.694794 49.7803308, 6.6948275 49.7803461, 6.6949565 49.7804039, 6.6949673 49.7803951, 6.6949799 49.7803886, 6.6949869 49.7803864, 6.6950018 49.7803845, 6.6950201 49.7803867, 6.6950328 49.7803921, 6.6950445 49.7804041, 6.6950466 49.7804138, 6.6950434 49.7804234, 6.6950415 49.7804302, 6.6950732 49.7804476, 6.6950824 49.7804372, 6.6950911 49.7804299, 6.6951091 49.7804207, 6.6951338 49.780415, 6.6951499 49.7804143, 6.6951755 49.7804181, 6.6951895 49.780423, 6.6952081 49.7804349, 6.6952167 49.7804453, 6.6952218 49.7804619, 6.6952205 49.7804724, 6.695211 49.7804882, 6.6951932 49.7805058, 6.6952311 49.7805229, 6.6952474 49.7805303, 6.6951155 49.780647, 6.6951194 49.7806486, 6.6950114 49.780749, 6.6949538 49.7807209, 6.694895 49.7807724, 6.6947861 49.7807252, 6.6949115 49.7806039, 6.6947092 49.7805146, 6.6946396 49.7804834, 6.6946661 49.7804573, 6.6946723 49.7804512, 6.6946999 49.7804238, 6.6947468 49.7803774, 6.694794 49.7803308))",place_of_worship,,Kirche St. Maria und St. Martin,christian,,,Trier,7,54293,Kirchplatz,DE,,,,,church,,,,,"[2199868103, 4573378084, 2199868105, 4449140251, 2199868090, 2199868091, 2199868094, 2199868085, 2199868098, 2199868093, 2199868074, 2199868101, 2199868086, 2199868099, 2199868104, 2199868083, 2199868077, 2199868102, 2199868087, 2199868088, 2199868089, 2199868097, 2199868095, 2199868078, 2199868096, 2199868084, 2199868079, 4452413189, 2199868075, 4022741525, 2199868107, 4449106213, 4449106212, 2199868106, 2199868081, 2199868092, 2201770744, 2199868080, 4449572254, 4573379192, 4573379189, 4449572265, 2199868103]",,,,,Q1742718,,,,,,,,,,,,,,,,,,,,Kirche St. Maria und St. Martin,Pfalzel,,,,,,,,,Stiftskirche St. Maria und St. Martin,,,
way,209980528,"POLYGON ((6.695034 49.7803244, 6.695112 49.780357, 6.6951338 49.7803353, 6.6951668 49.7803044, 6.6951856 49.780287, 6.6951784 49.7802832, 6.6951885 49.7802727, 6.6951964 49.7802645, 6.6952047 49.7802559, 6.6952089 49.7802482, 6.6952099 49.7802425, 6.6952091 49.7802381, 6.6952042 49.780232, 6.6951906 49.7802256, 6.6951769 49.7802231, 6.6951628 49.7802228, 6.695149 49.7802271, 6.6951429 49.7802321, 6.6951204 49.7802535, 6.6951114 49.780262, 6.6951018 49.7802595, 6.695034 49.7803244))",place_of_worship,,,christian,,,Trier,,,Stiftstraße,DE,,,,,chapel,,,,,"[2201364104, 2201364087, 4029702990, 4029703002, 4449140256, 4449140257, 4449140258, 2201364106, 4029702995, 4449140252, 2201364098, 4449140254, 4449140253, 2201364088, 4449140259, 2201364086, 4449140255, 2201364081, 7711254906, 4449140261, 4449140260, 2201364104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
way,220488174,"POLYGON ((6.6508403 49.7364993, 6.650784 49.7364975, 6.6507518 49.7365253, 6.6506874 49.7365201, 6.6506338 49.7365374, 6.6505962 49.7365131, 6.6505667 49.7365131, 6.6505372 49.7364906, 6.6505372 49.7364559, 6.6505158 49.7364403, 6.6505238 49.7363519, 6.6505574 49.7363516, 6.6506009 49.7363513, 6.6506365 49.7363346, 6.6507484 49.7363374, 6.6507786 49.7363103, 6.650843 49.7363068, 6.6509235 49.7363502, 6.6509181 49.7364195, 6.6509201 49.736483, 6.6508725 49.7364802, 6.6508403 49.7364993))",place_of_worship,"https://commons.wikimedia.org/wiki/File:St._Maternus,_Trier-3567.jpg",St. Maternus,christian,catholic,,,,,,,,,,,church,,,,,"[2295987542, 2295987534, 2295987527, 2295987545, 2295987529, 2295987528, 2295987530, 2295987532, 2295987539, 2295987546, 2295987548, 9037686205, 2295987526, 2295987533, 2295987538, 2295987537, 2295987541, 2295987540, 2295987531, 2295987544, 2295987549, 2295987542]",,,,,Q106480534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,339740540,"POLYGON ((6.6581367 49.7318819, 6.658119 49.7316736, 6.658069 49.7316753, 6.6580666 49.731647, 6.6580637 49.7316123, 6.658154 49.7316091, 6.658156 49.7316332, 6.6581899 49.731632, 6.6581877 49.7316064, 6.6582283 49.7316049, 6.6582258 49.7315754, 6.6582629 49.7315741, 6.6582603 49.7315431, 6.6583675 49.7315393, 6.6583661 49.7315236, 6.6584305 49.7315213, 6.6584317 49.7315347, 6.6585619 49.7315301, 6.6585687 49.7316101, 6.658598 49.7316091, 6.6585994 49.7316258, 6.6586008 49.7316424, 6.658577 49.7316432, 6.6585843 49.731706, 6.658584 49.7317251, 6.6585388 49.7317267, 6.6585412 49.7317557, 6.6585018 49.7317571, 6.6585043 49.7317863, 6.6584648 49.7317877, 6.6584673 49.7318171, 6.658433 49.7318183, 6.6584375 49.7318713, 6.6581367 49.7318819))",place_of_worship,,St. Michael,christian,catholic,https://kulturdb.de/einobjekt.php?id=13017,,,,,,,,,,church,,yes,,,"[3469496022, 4668500260, 4668500261, 9035510002, 3469496023, 4668500262, 4668500275, 4668500274, 4668500273, 3469496024, 3469496025, 3469496026, 3469496027, 4668500263, 4668500265, 4668500266, 4668500264, 3469496028, 4668500267, 4668500270, 9035407262, 4668500269, 4668500268, 4678547867, 3469496029, 3469496030, 3469496031, 3469496032, 3469496033, 3469496034, 4668500271, 4668500272, 3469496035, 3469496022]",,,,de:St. Michael (Trier-Mariahof),Q32736350,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343206588,"POLYGON ((6.6087148 49.731766, 6.6086272 49.7316862, 6.608579 49.7316423, 6.6083215 49.7317602, 6.6083702 49.7318012, 6.6082598 49.7318469, 6.6082468 49.7318966, 6.6083407 49.7319208, 6.6083832 49.7319024, 6.6084223 49.7319391, 6.6085036 49.7318991, 6.608476 49.7318746, 6.608657 49.7317921, 6.6087148 49.731766))",place_of_worship,,Evangelisch-freikirchliche Gemeinde Trier Baptisten,christian,baptist,,Trier,1,54294,Diedenhofener Straße,DE,,,,,office,,,,,"[3500896398, 5459593594, 3500895873, 3500896394, 3500896396, 3500896395, 3500896397, 3500895878, 3500895876, 3500896422, 3500896403, 3500896416, 3500896408, 3500896398]",2,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365210776,"POLYGON ((6.6528973 49.7613582, 6.6529616 49.7614015, 6.6528624 49.7614604, 6.6528565 49.7614638, 6.6528208 49.7614846, 6.6527484 49.7614335, 6.652782 49.7614137, 6.6528557 49.7613703, 6.6528664 49.7613772, 6.6528973 49.7613582))",place_of_worship,,Blandine-Merten-Kapelle,christian,catholic,,,,,,,,,,,chapel,,yes,,,"[3692585005, 3692585006, 3692585007, 3692585015, 3692585008, 3692585009, 3692585020, 3692585010, 3692585011, 3692585005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,444344099,"POLYGON ((6.7011507 49.8262356, 6.7011152 49.8262917, 6.7012195 49.8263192, 6.7012551 49.8262631, 6.7011507 49.8262356))",place_of_worship,,,christian; jewish; muslim,,,Trier,12,54293,Adolf-Krämer-Weg,,,,,,chapel,,,,,"[4418307942, 4418307943, 4418307944, 4418307945, 4418307942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448362787,"POLYGON ((6.6876875 49.7799472, 6.6877078 49.7799059, 6.6876925 49.7798976, 6.6877133 49.7798647, 6.6878035 49.7798862, 6.6877505 49.7799614, 6.6877141 49.7799668, 6.6876875 49.7799472))",place_of_worship,"https://commons.wikimedia.org/wiki/File:Marienkapelle,_Trier-Pfalzel.jpg",Marienkapelle,christian,,https://kulturdb.de/einobjekt.php?id=2184,,,,,,,,,,chapel,,,,,"[4453832803, 4453832802, 4453832801, 4453832799, 4453832800, 4453832804, 4456468627, 4453832803]",,,,,,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
way,449191958,"POLYGON ((6.6943182 49.7824965, 6.6943735 49.7824592, 6.694272 49.7823965, 6.6942167 49.7824337, 6.6943182 49.7824965))",place_of_worship,,,multifaith,,,Trier,12,54293,Hans-Adamy-Straße,DE,,,,HiRes aerial imagery,chapel,,,,,"[4461592411, 4461592412, 4461592413, 4461592414, 4461592411]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
way,453482585,"POLYGON ((6.6519857 49.7626776, 6.651941 49.7626508, 6.6518963 49.762624, 6.6519028 49.76262, 6.6519113 49.7626152, 6.6519175 49.7626109, 6.6519247 49.7626058, 6.6519309 49.7626011, 6.6519358 49.7625952, 6.6519365 49.7625903, 6.6519368 49.7625846, 6.6519342 49.762577, 6.6519285 49.7625724, 6.6519227 49.7625693, 6.6519117 49.7625628, 6.6519054 49.7625591, 6.651909 49.7625404, 6.6521351 49.7624015, 6.6522555 49.7623274, 6.6523029 49.7623235, 6.6523173 49.7623141, 6.6524001 49.7622602, 6.6524207 49.7622493, 6.6524429 49.7622433, 6.6524651 49.7622399, 6.6525005 49.7622376, 6.6525246 49.7622383, 6.6525444 49.7622443, 6.65257 49.762259, 6.6525864 49.7622794, 6.6525949 49.7622997, 6.6525891 49.7623331, 6.6525728 49.7623557, 6.6525582 49.7623693, 6.6524568 49.7624314, 6.6524487 49.7624588, 6.6521074 49.7626736, 6.6520827 49.7626736, 6.6520779 49.7626699, 6.6520737 49.7626661, 6.6520691 49.7626623, 6.6520629 49.7626577, 6.6520511 49.762654, 6.6520429 49.7626533, 6.6520344 49.7626534, 6.6520242 49.7626554, 6.6520126 49.7626599, 6.6519995 49.762668, 6.6519857 49.7626776))",place_of_worship,,St. Paulin,christian,catholic,,Trier,54,54292,Thebäerstraße,DE,,,,HiRes aerial imagery,church,,limited,,,"[4502071929, 5418656475, 4502071930, 4502071931, 4502071932, 4502071933, 4502071934, 4502071935, 4502071936, 4502071937, 4502071938, 4502071939, 4502071940, 4502071941, 4502071942, 4502071943, 4502071944, 4502071945, 4502071946, 4502071947, 4502071948, 4502071949, 4502071950, 4502071951, 4502071952, 4502071953, 4502071954, 4502071955, 4502071956, 4502071957, 4502071958, 4502071959, 4502071960, 4502071961, 4502071962, 4502071963, 4502071964, 4502071965, 4502071966, 4502071967, 4502071968, 4502071969, 4502071970, 4502139240, 4502071971, 4502071972, 4502071973, 4502071974, 4502071929]",,,,de:St. Paulin,Q572918,,,,,,,,,,,Mo-Sa 08:00-17:00; Tu 11:00-18:30; Th 08:00-18:30; Su 10:00-19:30,,,,,,,,,,,,,,,attraction,,,,,,,
way,462823133,"POLYGON ((6.6294223 49.7024907, 6.6294179 49.7024682, 6.6294533 49.7024653, 6.6294577 49.7024878, 6.6294223 49.7024907))",place_of_worship,,Menninger Bildchen,christian,catholic,https://kulturdb.de/einobjekt.php?id=23443,,,,,,,,,,chapel,wayside_chapel,,,,"[4581591290, 4581591289, 4581591188, 4581591187, 4581591290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,467831920,"POLYGON ((6.6443623 49.7573786, 6.6443686 49.7573888, 6.6444207 49.7573754, 6.6444627 49.7573647, 6.6444702 49.757377, 6.6445157 49.7573654, 6.6445077 49.7573524, 6.6445122 49.7573512, 6.6444889 49.7573132, 6.6444443 49.7573245, 6.6444397 49.7573169, 6.6443401 49.7573424, 6.6443623 49.7573786))",place_of_worship,,Kapelle ad Quercum,christian,catholic,https://kulturdb.de/einobjekt.php?id=5355,,,,,,,,,,chapel,,,,,"[1421203676, 1421203680, 1279408397, 4624343599, 4624343600, 1421203662, 4624370754, 4624370753, 4624343601, 4624343602, 4624343603, 4624343598, 1421203676]",2,,flat,de:Sieh um Dich,Q16856877,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,
way,471111977,"POLYGON ((6.6288819 49.7359257, 6.6288773 49.7359173, 6.6288489 49.7358649, 6.6289349 49.7358419, 6.6289731 49.735905, 6.6288819 49.7359257))",place_of_worship,,St. Medardus-Kapelle,christian,catholic,https://kulturdb.de/einobjekt.php?id=16979,,,,,,,,,,chapel,wayside_chapel,yes,,,"[4652763765, 4652763768, 4652763766, 4652763767, 1728120744, 4652763765]",,,,,,~1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,476337103,"POLYGON ((6.6949359 49.8158378, 6.6950071 49.8158025, 6.6949614 49.8157625, 6.6948892 49.8157992, 6.6949359 49.8158378))",place_of_worship,https://commons.wikimedia.org/wiki/File:EhrangKueferkapelleH1a.jpg,Küferkapelle,christian,catholic,https://kulturdb.de/einobjekt.php?id=48664d=48664,Trier,2a,54293,Kapellenstraße,DE,,,,Bing;HiRes aerial imagery,chapel,wayside_shrine,,,,"[4699415846, 4699415847, 4699415848, 4699415849, 4699415846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,476407639,"POLYGON ((6.7089752 49.8242192, 6.7089413 49.824225, 6.7088917 49.8241041, 6.7090154 49.8240822, 6.7090668 49.824204, 6.7090401 49.8242081, 6.7090442 49.8242227, 6.7090368 49.824234, 6.7089983 49.8242392, 6.7089802 49.8242346, 6.7089752 49.8242192))",place_of_worship,,Ehem. evgl. Kapelle,christian,evangelical,https://kulturdb.de/einobjekt.php?id=11668,,,,,,,,,"Bing, HiRes aerial imagery",chapel,,,,,"[4700015039, 4700015040, 4700015041, 4700015042, 4700015043, 4700015044, 9963507884, 4700015045, 4700015046, 9963507885, 4700015039]",,,,,,1854,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,stellt im Raum Trier das älteste als evangelisches Gotteshaus errichtete Gebäude dar,,,,yes
way,476637721,"POLYGON ((6.6872014 49.8135565, 6.6872232 49.8135174, 6.687295 49.8135338, 6.6872718 49.8135731, 6.6872014 49.8135565))",place_of_worship,,Heidekapelle,christian,catholic,https://kulturdb.de/einobjekt.php?id=6337,,,,,,,,,Bing,chapel,,,,,"[4701397120, 4701397121, 4701397122, 4701397123, 4701397120]",,,,,,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,509665304,"POLYGON ((6.675628 49.8132958, 6.6756381 49.8133164, 6.6756622 49.8133239, 6.6757468 49.8133103, 6.6757285 49.8132681, 6.6756447 49.8132819, 6.675628 49.8132958))",place_of_worship,,,christian,,,,,,,,,,,,chapel,,,,,"[4988569499, 4988569496, 10186279584, 4988569497, 4988569498, 10186279585, 4988569499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,555168616,"POLYGON ((6.69641 49.7234573, 6.6963994 49.7234855, 6.6963599 49.7234793, 6.6963704 49.7234511, 6.69641 49.7234573))",place_of_worship,,,christian,roman_catholic,,,,,,,,,,,chapel,,,,,"[5356727589, 5356727588, 5356727587, 5356727586, 5356727589]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,733907148,"POLYGON ((6.7019895 49.7262875, 6.7020002 49.7262794, 6.7020211 49.7262908, 6.7020104 49.726299, 6.7019895 49.7262875))",place_of_worship,,,christian,catholic,,,,,,,,,,,chapel,wayside_chapel,,,,"[6873414590, 6873414589, 6873414588, 6873414587, 6873414590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793021739,"POLYGON ((6.6656539 49.7819667, 6.6656629 49.7819638, 6.6656668 49.7819688, 6.6656578 49.7819717, 6.6656539 49.7819667))",place_of_worship,,Kapellchen,christian,catholic,,,,,,,,,,,chapel,,,,,"[7415489791, 7415489790, 7415489789, 7415489788, 7415489791]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793021742,"POLYGON ((6.5918192 49.7418137, 6.5918366 49.7418128, 6.5918532 49.7418119, 6.5918566 49.7418384, 6.5918226 49.7418402, 6.5918192 49.7418137))",place_of_worship,https://commons.wikimedia.org/wiki/File:Talbildchen.jpg,,christian,catholic,https://kulturdb.de/einobjekt.php?id=49350,,,,,,,,,,chapel,,,,,"[7415489816, 8459058458, 7415489815, 7415489814, 7415489813, 7415489816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,797700288,"POLYGON ((6.6748794 49.8136278, 6.6748478 49.8135738, 6.6749969 49.8135375, 6.6750285 49.8135915, 6.6748794 49.8136278))",place_of_worship,,,christian,,,,,,,,,,,,chapel,,,,,"[7460710535, 7460710536, 7460710537, 7460710538, 7460710535]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,985064623,"POLYGON ((6.6668439 49.7596659, 6.6668669 49.7596512, 6.6668905 49.7596667, 6.6668675 49.7596813, 6.6668439 49.7596659))",place_of_worship,,,christian,catholic,,,,,,,,,,,,wayside_cross,,,,"[9107054867, 9107054866, 9107054865, 9107054864, 9107054867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
