element_type,osmid,building,geometry,building:levels,roof:levels,roof:orientation,roof:shape,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,source,amenity,check_date,nodes,contact:phone,historic:name,historic:railway,name,social_facility,social_facility:for,website,addr:housename,addr:suburb,champagne,craft,email,fax,opening_hours,phone,shop,source:date,wheelchair,wikidata,wikipedia,contact:email,contact:website,operator,healthcare,healthcare:speciality,old_name,start_date,roof:height,heritage,heritage:operator,beds,rooms,smoking,tourism,architect,castle_type,historic,contact:fax,leisure,gdke:criteria,alt_name,building:colour,office,image,note,fixme,building:material,height,roof:material,roof:colour,building:min_level,noaddress,description,disused:tower:type,man_made,ways,type
way,130362284,residential,"POLYGON ((6.6350244 49.7495589, 6.6351855 49.7495297, 6.6351647 49.7494803, 6.6351524 49.7494512, 6.6349894 49.74948, 6.6350244 49.7495589))",,,,,Trier,DE,3,54290,Eberhardstraße,,,,"[1436191018, 1436191017, 4503253009, 1436191014, 1436191016, 1436191018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412896,residential,"POLYGON ((6.645942 49.7587362, 6.6459612 49.758756, 6.6460318 49.7588286, 6.6458888 49.7588849, 6.6458103 49.7588009, 6.6457781 49.7587698, 6.645818 49.7587545, 6.6458278 49.758765, 6.6458403 49.7587776, 6.645942 49.7587362))",4.5,1,across,gabled,Trier,DE,21,54290,Christophstraße,,,,"[1436445609, 1436445628, 1436445683, 1436445706, 1436445648, 1436445635, 1436445626, 1436445630, 1436445639, 1436445609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412897,residential,"POLYGON ((6.644708 49.7588367, 6.64462 49.7587401, 6.6447628 49.7586842, 6.644788 49.7586732, 6.6448055 49.7586912, 6.6447892 49.758696, 6.6448112 49.7587169, 6.6448414 49.758705, 6.6448602 49.7587263, 6.6448789 49.7587456, 6.6448664 49.7587515, 6.6448809 49.7587673, 6.644708 49.7588367))",3,2,across,mansard,Trier,DE,2,54290,Rindertanzstraße,,,,"[1436445693, 1436445615, 1436445576, 1436445570, 1436445582, 1436445580, 4490686633, 1436445592, 1436445600, 1436445621, 1436445624, 1436445645, 1436445693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412912,residential,"POLYGON ((6.6462901 49.7586118, 6.6461665 49.758661, 6.6462462 49.7587467, 6.6463658 49.7586973, 6.6462901 49.7586118))",4,1,across,gabled,Trier,DE,18,54290,Christophstraße,,,,"[1436445548, 1436445562, 1436445629, 1436445589, 1436445548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412916,residential,"POLYGON ((6.64462 49.7587401, 6.6445411 49.7586579, 6.6446817 49.7585996, 6.6447628 49.7586842, 6.64462 49.7587401))",3,,,hipped,Trier,DE,3,54290,Rindertanzstraße,,,,"[1436445615, 1436445572, 1436445550, 1436445576, 1436445615]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412924,residential,"POLYGON ((6.6464131 49.7585594, 6.6462901 49.7586118, 6.6463658 49.7586973, 6.6464906 49.7586504, 6.6464131 49.7585594))",4.5,1,across,gabled,Trier,DE,17,54290,Christophstraße,,,,"[1436445538, 1436445548, 1436445589, 1436445560, 1436445538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412927,residential,"POLYGON ((6.6461665 49.758661, 6.6460443 49.7587072, 6.6460535 49.7587189, 6.646117 49.7587941, 6.6462462 49.7587467, 6.6461665 49.758661))",4,1,across,gabled,Trier,DE,19,54290,Christophstraße,,,,"[1436445562, 1436445590, 1436445596, 1436445655, 1436445629, 1436445562]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412934,residential,"POLYGON ((6.6454453 49.7590579, 6.6452985 49.7591145, 6.645204 49.759012, 6.645187 49.7589936, 6.6453338 49.7589371, 6.6453417 49.7589457, 6.6454453 49.7590579))",6,1,across,mansard,Trier,DE,25,54290,Christophstraße,,,,"[1436445757, 1436445762, 4490686626, 4490686627, 1436445746, 1436445750, 1436445757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412936,residential,"POLYGON ((6.6452985 49.7591145, 6.6452031 49.7591554, 6.6450496 49.7589853, 6.6451096 49.758964, 6.6451721 49.7590238, 6.645204 49.759012, 6.6452985 49.7591145))",6,1,across,mansard,Trier,DE,26,54290,Christophstraße,,,,"[1436445762, 1436445765, 1436445759, 1436445756, 4490686625, 4490686626, 1436445762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412938,residential,"POLYGON ((6.646666 49.758219, 6.6465783 49.7581686, 6.6467137 49.7580773, 6.6467966 49.7581327, 6.6467614 49.7581575, 6.646666 49.758219))",3,2,,gabled,Trier,DE,12,54290,Kochstraße,,,,"[1436445433, 1436445418, 1436445373, 1436445411, 1436445417, 1436445433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412939,residential,"POLYGON ((6.6458103 49.7588009, 6.645722 49.7588346, 6.6456661 49.7588558, 6.6457395 49.758944, 6.6458888 49.7588849, 6.6458103 49.7588009))",4.5,1,,gabled,Trier,DE,22,54290,Christophstraße,,,,"[1436445648, 1436445674, 1436445691, 1436445751, 1436445706, 1436445648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412941,residential,"POLYGON ((6.6468087 49.7585298, 6.6466579 49.7585871, 6.6465783 49.7584956, 6.6466851 49.7584553, 6.6466729 49.7584417, 6.6467152 49.7584261, 6.6468087 49.7585298))",4.5,1,across,gabled,Trier,DE,15,54290,Christophstraße,,,,"[1436445532, 1436445546, 1436445520, 1436445513, 1436445511, 1436445508, 1436445532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412952,residential,"POLYGON ((6.6466579 49.7585871, 6.6464906 49.7586504, 6.6464131 49.7585594, 6.6464668 49.7585382, 6.6464536 49.7585243, 6.646564 49.7584806, 6.6465783 49.7584956, 6.6466579 49.7585871))",4.5,,across,gabled,Trier,DE,16,54290,Christophstraße,,,,"[1436445546, 1436445560, 1436445538, 1436445534, 1436445529, 1436445516, 1436445520, 1436445546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412954,residential,"POLYGON ((6.6454962 49.7588975, 6.6454674 49.7589086, 6.6454597 49.7589002, 6.6453417 49.7589457, 6.6454453 49.7590579, 6.6455921 49.7590014, 6.6454962 49.7588975))",6,1,across,mansard,Trier,DE,24,54290,Christophstraße,,,,"[1436445733, 1436445743, 1436445710, 1436445750, 1436445757, 1436445755, 1436445733]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412960,residential,"POLYGON ((6.6456661 49.7588558, 6.6456529 49.7588409, 6.6456202 49.7588525, 6.6455856 49.7588648, 6.6455726 49.7588516, 6.6455166 49.7588728, 6.6455274 49.7588846, 6.6454962 49.7588975, 6.6455921 49.7590014, 6.6457395 49.758944, 6.6456661 49.7588558))",4.5,1,across,gabled,Trier,DE,23,54290,Christophstraße,,,,"[1436445691, 4490686624, 4490686623, 1436445701, 1436445697, 1436445704, 1436445715, 1436445733, 1436445755, 1436445751, 1436445691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412962,residential,"POLYGON ((6.6448029 49.7589315, 6.644708 49.7588367, 6.6448809 49.7587673, 6.6449072 49.7587934, 6.6449377 49.7588235, 6.6449771 49.7588612, 6.6449378 49.7588765, 6.6448029 49.7589315))",3,2,across,mansard,Trier,DE,1,54290,Rindertanzstraße,,,,"[1436445752, 1436445693, 1436445645, 4490686662, 1436445680, 1436445698, 1436445713, 1436445752]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412965,residential,"POLYGON ((6.6460535 49.7587189, 6.6460306 49.7587281, 6.6460016 49.7586982, 6.6459634 49.7587137, 6.6459922 49.7587434, 6.6459612 49.758756, 6.6460318 49.7588286, 6.646117 49.7587941, 6.6460535 49.7587189))",4,1,across,gabled,Trier,DE,20,54290,Christophstraße,,,,"[1436445596, 1436445602, 1436445586, 1436445593, 1436445617, 1436445628, 1436445683, 1436445655, 1436445596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130412966,residential,"POLYGON ((6.6468087 49.7585298, 6.6467152 49.7584261, 6.6467034 49.758411, 6.6467606 49.7583888, 6.6468067 49.7583711, 6.6469446 49.7583235, 6.6469688 49.7583146, 6.6470747 49.7584265, 6.6468087 49.7585298))",5,,,hipped,Trier,DE,14,54290,Christophstraße,,,,"[1436445532, 1436445508, 1436445504, 1436445490, 1436445477, 1436445465, 1436445457, 1436445510, 1436445532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130693026,residential,"POLYGON ((6.6377094 49.7495399, 6.6377182 49.7495382, 6.6377257 49.7495502, 6.6377743 49.7495415, 6.6377708 49.7495325, 6.6378351 49.7495206, 6.6377844 49.7494207, 6.6377132 49.7494377, 6.6376975 49.7494078, 6.6376478 49.7494185, 6.6376643 49.7494492, 6.6377094 49.7495399))",2,1,across,gabled,Trier,DE,22,54290,Südallee,,,,"[1438658968, 4573821383, 4573821382, 4573821381, 4573821380, 1438658963, 1438658884, 4573821384, 4573821386, 4573821385, 1438658902, 1438658968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130693034,residential,"POLYGON ((6.6375306 49.7494791, 6.6375745 49.749568, 6.6377094 49.7495399, 6.6376643 49.7494492, 6.6375306 49.7494791))",2,1,across,gabled,Trier,DE,23,54290,Südallee,,,,"[1438658928, 1438658985, 1438658968, 1438658902, 1438658928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130693040,residential,"POLYGON ((6.6378351 49.7495206, 6.637963 49.7494949, 6.6379149 49.7494064, 6.6378381 49.7494229, 6.6378314 49.7494119, 6.6377844 49.7494207, 6.6378351 49.7495206))",2,1,across,gabled,Trier,DE,21,54290,Südallee,,,,"[1438658963, 1438658944, 1438658878, 4573821378, 4573821379, 1438658884, 1438658963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130693054,residential,"POLYGON ((6.6388391 49.7493275, 6.638975 49.7493035, 6.6389229 49.749197, 6.6388403 49.7492106, 6.6387917 49.7491194, 6.6387442 49.749129, 6.6388391 49.7493275))",2,1,across,gambrel,Trier,DE,15,54290,Südallee,,,,"[1438658859, 1438658856, 1438658828, 1438658830, 1438658806, 1438658808, 1438658859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130693058,residential,"POLYGON ((6.638706 49.7493543, 6.6388391 49.7493275, 6.6387442 49.749129, 6.6386906 49.7491398, 6.6387355 49.7492323, 6.6386574 49.7492453, 6.638706 49.7493543))",2,1,across,gambrel,Trier,DE,16,54290,Südallee,,,,"[1285750220, 1438658859, 1438658808, 1438658810, 1438658832, 1438658834, 1285750220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130693062,residential,"POLYGON ((6.637963 49.7494949, 6.6379935 49.7494896, 6.6379988 49.7494973, 6.6380382 49.7494896, 6.6380353 49.7494805, 6.6380713 49.749475, 6.6380843 49.7494657, 6.638084 49.7494571, 6.6380802 49.7494468, 6.6380998 49.7494423, 6.6381148 49.7494388, 6.6380597 49.7493268, 6.6378943 49.7493592, 6.6379149 49.7494064, 6.637963 49.7494949))",2,1,,mansard,Trier,DE,20,54290,Südallee,,,,"[1438658944, 4573821497, 4573821498, 4573821499, 4573821500, 4573821501, 4573821502, 1438658909, 4573821503, 1438658904, 1438658889, 1438658861, 1438658875, 1438658878, 1438658944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131474055,residential,"POLYGON ((6.6547847 49.7497676, 6.6549473 49.7499022, 6.6547886 49.7499874, 6.6546251 49.7498515, 6.6547847 49.7497676))",2,1,,gabled,Trier,DE,13,54296,Sickingenstraße,,,,"[1446851085, 1446851089, 1446851103, 1446851084, 1446851085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230841,residential,"POLYGON ((6.6473856 49.7451743, 6.6475119 49.7451059, 6.6476046 49.7451772, 6.6474782 49.7452457, 6.6473856 49.7451743))",,,,,Trier,DE,56,54295,Am Herrenbrünnchen,,,,"[1505347988, 1505347966, 1505347990, 1505348017, 1505347988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230861,residential,"POLYGON ((6.6468114 49.7451497, 6.6469826 49.7451724, 6.6469566 49.7452544, 6.6467854 49.7452317, 6.6468114 49.7451497))",,,,,Trier,DE,60,54295,Am Herrenbrünnchen,,,,"[1505347981, 1505347986, 1505348024, 1505348015, 1505347981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230873,residential,"POLYGON ((6.6464611 49.7451025, 6.6466544 49.7451305, 6.6466288 49.745215, 6.6464327 49.7451879, 6.6464611 49.7451025))",,,,,Trier,DE,62,54295,Am Herrenbrünnchen,,,,"[1505347962, 1505347970, 1505348008, 1505348000, 1505347962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230889,residential,"POLYGON ((6.6462182 49.7450157, 6.6463806 49.745038, 6.6463464 49.7451414, 6.6461841 49.7451191, 6.6462182 49.7450157))",,,,,Trier,DE,64,54295,Am Herrenbrünnchen,,,,"[1505347958, 1505347960, 1505347979, 1505347968, 1505347958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230895,residential,"POLYGON ((6.6475674 49.745044, 6.6476669 49.7449731, 6.6477695 49.7450332, 6.64767 49.7451041, 6.6475674 49.745044))",,,,,Trier,DE,54,54295,Am Herrenbrünnchen,,,,"[1505347961, 1505347956, 1505347959, 1505347963, 1505347961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230914,residential,"POLYGON ((6.6467302 49.74514, 6.6468114 49.7451497, 6.6467854 49.7452317, 6.6467581 49.7453189, 6.6466774 49.7453083, 6.6467037 49.7452244, 6.6467302 49.74514))",,,,,Trier,DE,60a,54295,Am Herrenbrünnchen,,,,"[1505347977, 1505347981, 1505348015, 1505348030, 1505348028, 1505348013, 1505347977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137230924,residential,"POLYGON ((6.6471195 49.7452143, 6.6471112 49.7452445, 6.6472898 49.7452651, 6.6473032 49.7452168, 6.6473417 49.7452213, 6.6473514 49.7451863, 6.6473138 49.745182, 6.6473143 49.7451799, 6.6471348 49.7451591, 6.6471195 49.7452143))",,,,,Trier,DE,58,54295,Am Herrenbrünnchen,,,,"[1505348005, 1505348016, 1505348026, 1505348010, 1505348012, 1505347998, 1505347993, 1505347991, 1505347984, 1505348005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137337713,residential,"POLYGON ((6.6466691 49.7497471, 6.6467864 49.7498241, 6.6468982 49.7497537, 6.646777 49.7496802, 6.6466691 49.7497471))",2,1,across,gabled,Trier,DE,15,54295,Egbertstraße,,,,"[1506581800, 1506581877, 1506581791, 1506581685, 1506581800]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137337720,residential,"POLYGON ((6.6470858 49.7500096, 6.64721 49.7500938, 6.6473591 49.7500022, 6.6472378 49.7499198, 6.6470858 49.7500096))",3,1,,hipped,Trier,DE,10,54295,Egbertstraße,,,,"[1506582046, 1710014811, 1506582037, 1506581957, 1506582046]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137337725,residential,"POLYGON ((6.6474727 49.750168, 6.6475704 49.7502365, 6.6476888 49.7501621, 6.6477381 49.7501297, 6.6476985 49.750104, 6.6476801 49.7501142, 6.647652 49.7500974, 6.6476584 49.7500915, 6.6476097 49.7500617, 6.647566 49.7500859, 6.6475834 49.7500953, 6.6474727 49.750168))",2,1,across,gabled,Trier,DE,8a,54295,Egbertstraße,,,,"[1506582072, 1506582124, 1506582100, 5054032566, 5054032565, 5054032564, 5054032563, 5054032561, 1506582059, 5054032562, 5054032560, 1506582072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137337738,residential,"POLYGON ((6.6467864 49.7498241, 6.6469006 49.7498967, 6.6470146 49.7498252, 6.6469061 49.7497496, 6.6468982 49.7497537, 6.6467864 49.7498241))",2,1,across,gabled,Trier,DE,14,54295,Egbertstraße,,,,"[1506581877, 1506582028, 1506581941, 1710014771, 1506581791, 1506581877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137441455,residential,"POLYGON ((6.6462725 49.7599528, 6.6464563 49.7600128, 6.646526 49.7599226, 6.6463431 49.7598636, 6.6462725 49.7599528))",3,1,,gambrel,Trier,DE,4,54292,Petrusstraße,,,,"[1507659825, 1507659831, 1507659816, 1507659810, 1507659825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137441458,residential,"POLYGON ((6.646526 49.7599226, 6.6466495 49.7599637, 6.6465679 49.7600488, 6.6464563 49.7600128, 6.646526 49.7599226))",3,1,across,gambrel,Trier,DE,5,54292,Petrusstraße,,,,"[1507659816, 1507659826, 1507659838, 1507659831, 1507659816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137441473,residential,"POLYGON ((6.6455378 49.7597528, 6.6455856 49.7597334, 6.6456901 49.7597634, 6.6457577 49.7596722, 6.64558 49.7596174, 6.6455463 49.7596265, 6.6454459 49.759669, 6.6455378 49.7597528))",4,2,,half-hipped,Trier,DE,5,54292,Porta-Nigra-Platz,,,,"[1507659795, 1507659794, 1507659796, 1507659790, 1507659787, 1507659788, 1507659791, 1507659795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680193,residential,"POLYGON ((6.6471664 49.7448839, 6.6471904 49.7448091, 6.6473115 49.7448254, 6.6472874 49.7449001, 6.6471664 49.7448839))",,,,,Trier,DE,67,54295,Am Herrenbrünnchen,,,,"[1509875394, 1509875364, 1509875374, 1509875402, 1509875394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680195,residential,"POLYGON ((6.6460652 49.7445913, 6.6460469 49.7446492, 6.646173 49.7446659, 6.6461913 49.744608, 6.6460652 49.7445913))",,,,,Trier,DE,99,54295,Am Herrenbrünnchen,,,,"[1509875249, 1509875278, 1509875287, 1509875253, 1509875249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680196,residential,"POLYGON ((6.6455679 49.7450839, 6.6457215 49.7450646, 6.6456943 49.744974, 6.6455407 49.7449933, 6.6455679 49.7450839))",,,,,Trier,DE,70,54295,Am Herrenbrünnchen,,,,"[1509875458, 1509875453, 1509875426, 1509875439, 1509875458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680198,residential,"POLYGON ((6.6461479 49.7443681, 6.6462727 49.7443846, 6.6462543 49.7444429, 6.6461294 49.7444264, 6.6461479 49.7443681))",,,,,Trier,DE,91,54295,Am Herrenbrünnchen,,,,"[1509875144, 1509875157, 1509875183, 1509875172, 1509875144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680201,residential,"POLYGON ((6.6460821 49.7445378, 6.6460652 49.7445913, 6.6461913 49.744608, 6.6462082 49.7445544, 6.6460821 49.7445378))",,,,,Trier,DE,97,54295,Am Herrenbrünnchen,,,,"[1509875225, 1509875249, 1509875253, 1509875242, 1509875225]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680203,residential,"POLYGON ((6.6464923 49.7445943, 6.6465095 49.7445366, 6.6466344 49.7445522, 6.6466172 49.7446098, 6.6464923 49.7445943))",,,,,Trier,DE,81,54295,Am Herrenbrünnchen,,,,"[1509875251, 1509875222, 1509875238, 1509875255, 1509875251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680204,residential,"POLYGON ((6.6469791 49.7444528, 6.6471048 49.7444663, 6.6471178 49.7444158, 6.6469921 49.7444022, 6.6469791 49.7444528))",,,,,Trier,DE,35,54295,Am Herrenbrünnchen,,,,"[1509875189, 1509875191, 1509875170, 1509875163, 1509875189]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680205,residential,"POLYGON ((6.6468331 49.7448284, 6.646849 49.7447599, 6.6469795 49.7447739, 6.646964 49.7448425, 6.6468331 49.7448284))",,,,,Trier,DE,75,54295,Am Herrenbrünnchen,,,,"[1509875377, 1509875348, 1509875358, 1509875386, 1509875377]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680211,residential,"POLYGON ((6.646849 49.7447599, 6.6468696 49.7446802, 6.6469992 49.7446947, 6.6469795 49.7447739, 6.646849 49.7447599))",,,,,Trier,DE,73,54295,Am Herrenbrünnchen,,,,"[1509875348, 1509875324, 1509875337, 1509875358, 1509875348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680213,residential,"POLYGON ((6.6458011 49.7443467, 6.6456506 49.7443274, 6.6456271 49.7444146, 6.6457747 49.744432, 6.6458011 49.7443467))",,,,,Trier,DE,76,54295,Am Herrenbrünnchen,,,,"[1509875134, 1509875123, 1509875169, 1509875177, 1509875134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680214,residential,"POLYGON ((6.6470811 49.7441701, 6.6470946 49.7441127, 6.6472224 49.744131, 6.6472103 49.744184, 6.6470811 49.7441701))",,,,,Trier,DE,25,54295,Am Herrenbrünnchen,,,,"[1509874982, 1509874881, 1509874910, 1509875003, 1509874982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680215,residential,"POLYGON ((6.6464128 49.7448188, 6.6465361 49.7448341, 6.646551 49.7447843, 6.6464277 49.7447689, 6.6464128 49.7448188))",,,,,Trier,DE,89,54295,Am Herrenbrünnchen,,,,"[1509875372, 1509875379, 1509875350, 1509875342, 1509875372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680219,residential,"POLYGON ((6.6464277 49.7447689, 6.6464423 49.74472, 6.6465656 49.7447353, 6.646551 49.7447843, 6.6464277 49.7447689))",,,,,Trier,DE,87,54295,Am Herrenbrünnchen,,,,"[1509875342, 1509875315, 1509875326, 1509875350, 1509875342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680220,residential,"POLYGON ((6.6474044 49.7444506, 6.647386 49.7445075, 6.6475162 49.7445252, 6.6475347 49.7444682, 6.6474044 49.7444506))",,,,,Trier,DE,47,54295,Am Herrenbrünnchen,,,,"[1509875185, 1509875214, 1509875219, 1509875190, 1509875185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680222,residential,"POLYGON ((6.6471456 49.7449487, 6.6471664 49.7448839, 6.6472874 49.7449001, 6.6472666 49.744965, 6.6471456 49.7449487))",,,,,Trier,DE,69,54295,Am Herrenbrünnchen,,,,"[1509875420, 1509875394, 1509875402, 1509875423, 1509875420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680228,residential,"POLYGON ((6.6466966 49.7440218, 6.6468226 49.7440386, 6.6468044 49.7440956, 6.6466784 49.7440788, 6.6466966 49.7440218))",,,,,Trier,DE,13,54295,Am Herrenbrünnchen,,,,"[1509874807, 1509874817, 1509874846, 1509874833, 1509874807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680230,residential,"POLYGON ((6.6467151 49.7443182, 6.6466983 49.7443707, 6.646567 49.7443532, 6.6465838 49.7443006, 6.6467151 49.7443182))",,,,,Trier,DE,23,54295,Am Herrenbrünnchen,,,,"[1509875106, 1509875147, 1509875137, 1509875102, 1509875106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680231,residential,"POLYGON ((6.6474499 49.7443362, 6.6474302 49.7443956, 6.6475527 49.7444126, 6.6475604 49.7444136, 6.6475801 49.7443542, 6.6474499 49.7443362))",,,,,Trier,DE,43,54295,Am Herrenbrünnchen,,,,"[1509875126, 1509875161, 1509875165, 1509875167, 1509875135, 1509875126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680232,residential,"POLYGON ((6.647165 49.7443006, 6.6471801 49.744242, 6.6470658 49.7442297, 6.6470479 49.7442278, 6.6470328 49.7442864, 6.647165 49.7443006))",,,,,Trier,DE,29,54295,Am Herrenbrünnchen,,,,"[1509875104, 1509875058, 1509875045, 1509875042, 1509875097, 1509875104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137680236,residential,"POLYGON ((6.6474302 49.7443956, 6.6474225 49.7443948, 6.6474044 49.7444506, 6.6475347 49.7444682, 6.6475527 49.7444126, 6.6474302 49.7443956))",,,,,Trier,DE,45,54295,Am Herrenbrünnchen,,,,"[1509875161, 1509875159, 1509875185, 1509875190, 1509875165, 1509875161]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
