element_type,osmid,amenity,contact:email,contact:phone,contact:website,cuisine,name,outdoor_seating,geometry,contact:fax,internet_access,internet_access:fee,opening_hours,operator,payment:american_express,payment:cash,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:girocard,payment:jcb,payment:maestro,payment:mastercard,payment:visa,smoking,source,takeaway,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,phone,toilets:wheelchair,website,website:menu,source:date,addr:housename,note,brewery,check_date,drink:viez,email,level,old_name,start_date,wheelchair:description:de,award:GaultMillau,award:michelin,stars,tourism,fax,microbrewery,rooms,wikidata,product,delivery,capacity,alt_name,check_date:opening_hours,opening_hours:kitchen,payment:electronic_purses,highchair,toilets,diet:vegetarian,opening_hours:signed,diet:halal,diet:kosher,diet:vegan,indoor_seating,image,lunch,biergarten,wheelchair:description,pay_tv:sky,source:start_date,beds,contact:mail,building:levels,roof:levels,roof:shape,air_conditioning,payment:credit_cards,payment:debit_cards,smoking:outside,description:de,contact:facebook,contact:mobile,craft,reservation,drive_in,brand,brand:wikidata,brand:wikipedia,owner,drive_through,drink:wine,access,description,fixme,payment:coins,payment:notes,diet:raw,payment:contactless,delivery:partner,internet_access:operator,internet_access:ssid,seating,self_service,organic,nodes,building,url
node,632507925,restaurant,,,,greek,Hermes,,POINT (6.6405986 49.750894),,,,,,,,,,,,,,,,,http://www.hermes-trier.de/,,limited,Trier,,54,54290,Weberbach,Mitte-Gartenfeld,+49 651 44450,no,http://www.hermes-trier.de/,,2016-05-11,,,,,,kontakt@hermes-trier.de,,,,,,,,,+49 651 700731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,641253128,restaurant,,,https://ms-lian.de/,asian,Ms. Lian,,POINT (6.6459684 49.7606786),,,,"Tu-Th 11:00-15:00,17:00-22:00; Fr 11:00-15:00,17:00-23:00; Sa 11:00-23:00; Su 12:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,641253154,restaurant,,,,,Altstadt Hotel,,POINT (6.6449879 49.759108),,wlan,no,,Friederich Hotels,,,,,,,,,,,,http://www.friedrich-hotels.de/,,limited,Trier,,27,54290,Christophstraße,Mitte-Gartenfeld,+49 651 9770200,,http://www.friedrich-hotels.de/,,2016-05-04,,,,,,rezeption@friedrich-hotels.de,,,,,,,,hotel,+49 651 97702999,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,662209685,restaurant,uwe.pfeiffer@stadtpizza.eu,+49 651 1455655,http://www.stadtpizza.eu/,italian,Pizza Trier,,POINT (6.6395488 49.7497587),,,,,,,,,,,,,,,,,http://www.stadtpizza.eu/,,no,Trier,,46,54290,Kaiserstraße,Mitte-Gartenfeld,,,,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,662209686,restaurant,info@sushi-trier.de,+49 651 9943637,http://www.sushi-trier.de,sushi,Sushi Trier,,POINT (6.6378354 49.7514738),,,,"12:00-14:00,18:00-22:00; Su,PH off",,,,,,,,,,,,,,,yes,Trier,DE,33,54290,Neustraße,Mitte-Gartenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,662209688,restaurant,vivian.carolina@hotmail.de,+49 651 76167,http://www.klein-florenz.de/,italian,Klein Florenz,no,POINT (6.6348843 49.7531616),,,,Mo-Su 18:00-23:00,,,,,,,,,,,,no,http://www.klein-florenz.de/,,no,Trier,,1,54290,Karl-Marx-Straße,Mitte-Gartenfeld,,,,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,662209691,restaurant,,,,,Astarix,yes,POINT (6.6346157 49.7527955),,,,Mo-Sa 11:30+; Su 13:00+,,,,,,,,,,,,no,http://www.astarix-trier.de/,,limited,Trier,,15,54290,Karl-Marx-Straße,Mitte-Gartenfeld,+49 651 41851,no,http://www.astarix-trier.de/,,2016-05-10,,,,,served,webmaster@astarix-trier.de,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,no,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,663838619,restaurant,,,,regional,Das Weinhaus,,POINT (6.6359226 49.7537884),,,,,Otti und Victoria Büsching,,,,,,,,,,,,http://www.weinhaus-trier.de/,,yes,Trier,DE,7,54290,Brückenstraße,Mitte-Gartenfeld,+49 651 1704924,yes,http://www.weinhaus-trier.de/,,2016-05-04,,,,,,info@weinhaus-trier.de,,,,,,,,,+49 651 1708326,,,,,,,,,,,,,,,,,,,,,,Barrierefrei erreichbar,,,,,,,,,,,,Lokal und Weinhandlung,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676537717,restaurant,kontakt@textorium.de,+49 651 47482,http://www.textorium-trier.de/,,Textorium,yes,POINT (6.6400429 49.7511559),,,,"Mo-Fr 12:00-14:30,18:00-01:00",Ralf Laux,,,,,,,,,,,,http://www.textorium-trier.de/,,yes,Trier,DE,4,54290,Wechselstraße,Mitte-Gartenfeld,,yes,,,2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676537732,restaurant,,+49 651 44438,,german,Alt Trier,,POINT (6.6406398 49.7539497),,,,,,,,,,,,,,,,,,,,Trier,,23,54290,Hosenstraße,Mitte-Gartenfeld,,,,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676537734,restaurant,,,,regional,Weinwirtschaft Friedrich-Wilhelm,,POINT (6.6415256 49.7535526),,,,"Mo-Sa 11:30-15:00,17:30-23:00; Su off",,,,,,,,,,,,,http://www.weinwirtschaft-fw.de/,,yes,Trier,,75,54290,Weberbach,Mitte-Gartenfeld,+49 651 994748-00,,http://www.weinwirtschaft-fw.de/,,2016-05-11,,,,,,info@weinwirtschaft-fw.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676537738,restaurant,info@marcel-trier.de,+49 651 46089000,http://www.marcel-trier.de/,,Marcels Restaurant Trier,,POINT (6.6480158 49.7532877),+49 651 46089001,,,Mo-Sa 17:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,676537740,restaurant,,,,chinese,Dim Sum,,POINT (6.6471221 49.75343),,,,"We-Mo 12:00-14:30,18:00-22:00; Tu off",,,,,,,,,,,,,,,,,,,,,,+49 651 69968057,,https://dim-sum-trier.de/,,,,,,,,info@dim-sum-trier.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,700320834,restaurant,,,,sushi,FUJI Sushi Bar,,POINT (6.6465956 49.7570232),,,,"Tu-Sa 18:00-22:30, Su 12:00-22:30, Tu-Sa 12:00-15:00",Shu Bin Mao,,,,,,,,,,,,http://www.fuji-sushi-trier.de/inhalt/herzlich-willkommen-unserer-fuji-sushi-bar-trier,,limited,Trier,DE,16,54290,Deworastraße,Mitte-Gartenfeld,+49 651 99189078,,http://www.fuji-sushi-trier.de/inhalt/herzlich-willkommen-unserer-fuji-sushi-bar-trier,,2016-05-04,,,,,,info@fuji-sushi-trier.de,,,,,,,,,+49 651 99189278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,748153123,restaurant,,,,local,Gasthaus Wollscheid,,POINT (6.6994075 49.7433995),,,,,,,,,,,,,,,,,,,,Trier,,43,54296,Tarforster Straße,,+49 651 10442,,http://www.gasthauswollscheid.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,768751955,restaurant,,,,,Stratos Schlabbergass,yes,POINT (6.6428004 49.7577358),,,,Tu-Su 11:30-22:00; Mo off,Stavros Mitrolidis,,,,,,,,,,,,http://www.schlabbergass-trier.de/,,limited,Trier,,2,54290,Glockenstraße,Mitte-Gartenfeld,+49 651 700000,,http://www.schlabbergass-trier.de/,,2016-05-04,,,,,served,,,,,,,,,,+49 651 141911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,768751959,restaurant,,,,,Zur Glocke,,POINT (6.6429086 49.7576221),,,,Mo-Su 11:30-23:00,,,,,,,,,,,,,http://www.glocke-trier.de/,,yes,Trier,,12,54290,Glockenstraße,Mitte-Gartenfeld,+49 651 73109,yes,http://www.glocke-trier.de/,,2016-05-04,,,,,,,,KRIM,,,,,,,+49 651 9945666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,826087559,restaurant,kockelsberg@web.de,+49 651 82480,http://www.kockelsberg.de/,regional,Berghotel Kockelsberg,terrace,POINT (6.6266869 49.7756548),+49 651 8248290,,,,,,,,,,,,,,,,http://www.kockelsberg.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,838378528,restaurant,,,,pizza,Pizzeria Roma,,POINT (6.6214017 49.7516874),,,,,,,,,,,,,,,,,,,no,Trier,,2,54294,Eurener Straße,West-Pallien,+49 651 800245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,980326414,restaurant,de-winkel.trier@web.de,+49 4965 14361878,http://www.de-winkel.de/,regional,de Winkel,,POINT (6.6356968 49.7544751),,,,"Tu-Th 18:00-01:00, Fr,Sa 18:00-02:00",Maurice Frederiks-Winfried Schmitt,,,,,,,,,,,yes,http://www.de-winkel.de/,,no,Trier,,25,54290,Johannisstraße,Mitte-Gartenfeld,,,,,2016-05-10,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1128012890,restaurant,,,,,Stemper's Brasserie,,POINT (6.5807525 49.7210782),,,,"Mo-We,Fr,Sa 17:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1128013264,restaurant,,,,,Restaurant Ambiente,,POINT (6.5809241 49.7204349),,,,"Mo-We,Fr,Sa 17:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1128044958,restaurant,info@zewener-hof.de,+49 651 8267700,https://www.zewener-hof.com/,german;chicken;regional,Zewener Hof,,POINT (6.581262 49.7199233),+49 651 8267703,,,"""Hotel ohne besetzte Rezeption""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1128050229,restaurant,,,,,Raststübchen,,POINT (6.5810645 49.7191755),,,,"Mo-Sa 17:00-01:00, Su 17:00-24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1128094921,restaurant,info@schloss-monaise.de,+49 651 828670,http://www.schloss-monaise.de/,,Schloss Monaise,,POINT (6.5997233 49.7172642),,,,,,,,,,,,,,,,,,,no,Trier,,7,54294,Schloß Monaise,Euren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Restaurant-Schloss-Monaise-508412379238515/,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1254390721,restaurant,,,,,Deutschherrenhof,,POINT (6.6655761 49.743489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1271427475,restaurant,info@weinstube-oberbillig.de,+49 651 31118,,,Weinstube Herbert Oberbillig,,POINT (6.6660334 49.7426467),+49 651 35159,,,,,,,,,,,,,,,,,,,Trier,DE,192,54295,Olewiger Straße,,,,http://www.weinstube-oberbillig.de/,http://www.weinstube-oberbillig.de/unsere-speisen-und-getr%C3%A4nke/speisekarte/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1271427496,restaurant,,+49 651 99170746,,italian,Ponticello,,POINT (6.6682618 49.7418277),,,,,,,,,,,,,,,,,,,,Trier,DE,212,54295,Olewiger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 160 8333322,,,,,,,,,,,,,,,,,,,,,,,,,
node,1312120061,restaurant,,,,italian,Da Giuseppe,,POINT (6.6386467 49.7523938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1343250258,restaurant,,,,sushi,Sushi & more,,POINT (6.6377485 49.7561725),,,,Mo-Sa 09:30-20:00,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1413142052,restaurant,,,,,Masons,yes,POINT (6.6349203 49.7547535),,,,,,,,,,,,,,,,,,,limited,Trier,,16,54290,Johannisstraße,,+49 651 99 16 78 88,no,https://masons-restaurant.de/,,,,,,,served,mail@masons-restaurant.de,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1438769871,restaurant,,,,,Universitäts Bistro A/B,,POINT (6.688267 49.7459528),,,,Mo-Fr 09:00-16:00,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1439641207,restaurant,post@ehranger-hof.de,+49 651 66111,http://www.ehranger-hof.de/,regional,Ehranger Hof,,POINT (6.6848509 49.8024163),,,,"18:00-22:00; Su 11:00-14:00,18:00-22:00",,,,,,,,,,,,,,,,Trier,,207,54293,Ehranger Straße,,+49 651 66 111,,https://www.ehranger-hof.de/kontakt,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1547637414,restaurant,,+49 651 2014671,http://www.studiwerk.de/,,Mensa Petrisberg,,POINT (6.6745792 49.7475141),,,,Mo-Fr 11:30-13:30,,,,,,,,,,,,,http://www.studiwerk.de/,,yes,Trier,,21,54296,Behringstraße,Kürenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1589448918,restaurant,,,,buschenschank,Weinstube Kesselstatt,yes,POINT (6.642344 49.7556759),,,,"PH,Mo-Su 11:00-24:00",Dieter Hilgers,,,,,,,,,,,,http://www.weinstube-kesselstatt.de/,,limited,Trier,,10,54290,Liebfrauenstraße,Mitte-Gartenfeld,+49 651 41178,no,http://www.weinstube-kesselstatt.de/,,2016-05-10,,,,,,info@weinstube-kesselstatt.de,,,,,,,,,+49 651 9943449,,,,,,,,2023-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,winery,,,,,,,,,,,,,,,,,,,,,,,,
node,1722603486,restaurant,,+49 651 9930060,http://www.georgs-restaurant.de/,,Georgs,,POINT (6.6431268 49.7297098),,,,,,,,,,,,,,,,,http://www.georgs-restaurant.de/,,yes,Trier,,10,54296,An der Härenwies,Feyen-Weismark,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1808493593,restaurant,klasen@zuppa-trier.de,+49 651 2064713,http://www.zuppa-trier.de/,soup,Zuppa - Die Suppenbar,,POINT (6.6457142 49.7578438),,,,Mo-Fr 11:30-15:00,,,,,,,,,,,,no,http://www.zuppa-trier.de/,,no,Trier,DE,18,54290,Sichelstraße,Mitte-Gartenfeld,,,,,2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1949897961,restaurant,,+49 651 9662662,http://www.citypizza-trier.de,pizza,City Pizza,,POINT (6.6473077 49.7536405),,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2306736082,restaurant,,,,,,,POINT (6.6303564 49.7521896),,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2311120611,restaurant,info@postillion-trier.de,+49 651 29900,http://www.postillion-trier.de/,regional,Postillion,,POINT (6.6556236 49.7663239),+49 651 29701,,,Mo-Sa 11:00-24:00; Su 11:00-15:00,Ulrich Hormesch,,,,,,,,,,,,http://www.postillion-trier.de/,,yes,Trier,,1,54292,Herzogenbuscher Straße,Nells-Ländchen,,no,,,2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2320433636,restaurant,,+49 651 1459378,http://www.chinacity-trier.de/,chinese;japanese;mongolian,China City Trier,,POINT (6.667965 49.7738402),+49 651 1708277,no,,"PH,Mo-Su 11:30-15:00, 17:30-23:30",,,,,,,,,,,,isolated,http://www.chinacity-trier.de/,yes,yes,,,,,,,,yes,,,2016-05-12,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,"Breite , gut befahrbare Rampe im Eingang . Innen ok , nur am Wochenende etwas viel Betrieb .",,,,,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,,,,,
node,2357512682,restaurant,,+49 651 20699647,,german,Zum Moselaner,yes,POINT (6.580289 49.710618),,,no,12:00-21:00,,,,,,,,,,,,separated,,no,,Trier,,50,54294,Oberkirch,,,,,,,,,,,,,,,,,,,,,,no,,,,,150,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/Zum-Moselaner/112283872192224,,,,no,,,,,,,,,,,,,,,,,,,,,,
node,2384741596,restaurant,,+49 651 61220,,,Mischo-Stube,,POINT (6.6977098 49.8175899),,,,,,,,,,,,,,,,,,,,Trier,DE,47,54293,Quinter Straße,Ehrang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2529189237,restaurant,,,,italian,Bistro Siena,yes,POINT (6.6390687 49.7556085),,,,10:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2529206607,restaurant,,+49 651 9940099,http://www.pizzahut.de/restaurant-express/restaurant-portraits/trier-brotstrasse/,pizza,Pizza Hut,,POINT (6.6401058 49.7544561),,,,,,,,,,,,,,,,,http://www.pizzahut.de/restaurant-express/restaurant-portraits/trier-brotstrasse/,,yes,Trier,DE,40,54290,Brotstraße,Mitte-Gartenfeld,,no,,,2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,,,,,,,,,,,,,,,,,
node,2575601311,restaurant,,+49 651 23179,http://www.externes-trier.de/,,Externes,,POINT (6.6608454 49.7687117),,,,,Host Becker,,,,,,,,,,,,http://www.externes-trier.de/,,,Trier,,3a,54292,Röntgenstraße,Nells-Ländchen,,,,,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2836197701,restaurant,,,,,Feilen Wolff,,POINT (6.6282539 49.7625062),,,,,Robert Kovatchev,,,,,,,,,,,no,http://www.feilen-wolff.de/,,,Trier,DE,22,54294,Kölner Straße,West-Pallien,+49 651 87001,,http://www.feilen-wolff.de/,,2017-08-01,,,,,,info@feilen-wolff.de,,,,,,,,hotel,+49 651 87003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2841351601,restaurant,,,,pizza,Gallo d`Oro,,POINT (6.575634 49.715781),,,,"Mo-Su 11:30-14:00,17:30-23:00; Sa 17:30-23:00; Th off",,,,,,,,,,,,,,,,Trier,DE,59,,Wasserbilliger Straße,,,,http://www.gallo-oro.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2967343561,restaurant,,,,italian,L'Osteria,yes,POINT (6.6376961 49.7555653),,,,"Mo-Fr 11:00-24:00; PH,Sa-Su 12:00-24:00",MCH 3 Betriebsgesellschaft mbH,,,,,,,,,,,outside,,no,yes,,,,,,,+49 651 14546888,no,http://losteria.de,,,,,,,,trier@losteria.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Osteria,Q17323478,de:L’Osteria,,,,,,,,,,,,,,,,,,,
node,3102326403,restaurant,,,,kebab;pizza,DÜZ Billiard-Bistro,,POINT (6.6537548 49.7565843),,,,"Mo-Fr 10:00-24:00, Sa 11:00-01:00, Su 10:00-23:00",,,,,,,,,,,,isolated,,,,Trier,DE,55,54295,Güterstraße,Kürenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3140016579,restaurant,,,,oriental,Die Wunderlampe,,POINT (6.6322717 49.7521798),,,,,,,,,,,,,,,,,,,,Trier,,1,54290,Lorenz-Kellner-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3269465418,restaurant,,,,oriental,Das Wunderlämpchen,,POINT (6.6394122 49.753245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3269465442,restaurant,,,,,Nikos,,POINT (6.6393115 49.7551605),,,,Mo-Th 09:30-18:00; Fr-Sa 09:30-24:00; Su 09:30-17:00,,,,,,,,,,,,,http://www.nikos-trier.de/,,yes,Trier,,10,54290,Kornmarkt,Mitte-Gartenfeld,+49 651 4362691,no,http://www.nikos-trier.de/,,2016-05-10,,,,,,info@nikoscafe.de,,,,,,,,,+49 651 4362689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikos Tziorkas,,,,,,,,,,,,,,,,,,
node,3366781316,restaurant,info@romikulum.com,+49 651 14567700,http://www.romikulum.com,italian,Romikulum,yes,POINT (6.6710933 49.7685685),,,,"Tu-Fr 11:30-14:00,17:00-22:00, Sa-Su 11:30-22:00",,,,,,,,,,,,no,,yes,yes,Trier,,33,54292,Metternichstraße,Nells-Ländchen,,yes,,,2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3372128637,restaurant,,,,asian,Kazumi,no,POINT (6.6413577 49.7560537),,,,"Tu-Fr 11:30-15:00,17:00-22:00; Sa,Su 12:00-22:00",,,,,,,,,,,,,,,,Trier,,6,54290,Grabenstraße,Mitte-Gartenfeld,,,https://kazumi-restaurant.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3378453558,restaurant,info@donnamia-trier.de,+49 651 99936936,http://www.donnamia-trier.de/,pizza,Donna Mia,terrace,POINT (6.6388274 49.7547753),,,,,Eric Naunheim,,,,,,,,,,,,http://www.donnamia-trier.de/,,yes,Trier,DE,3,54290,Kornmarkt,Mitte-Gartenfeld,,yes,,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Man muss die Bedienung fragen, die einen mittels Schlüssel mit einem Aufzug in den Keller fährt. Dort erwartet einen eine geräumige Behindertentoilette.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3457683010,restaurant,,+49 651 4362843,,italian,Pizzeria - Eiscafé San Marco,,POINT (6.6429248 49.7582872),,,,,Hajrizi Blerim,,,,,,,,,,,,,,yes,Trier,,18,54290,Simeonstraße,Mitte-Gartenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-20,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3646332759,restaurant,,,,burger,Burgeramt,yes,POINT (6.6383669 49.753609),,,,"Su-Th 11:30-21:00; Fr,Sa 11:30-23:00",,,,,,,,,,,,,http://www.burgeramt.com/,,yes,Trier,,18,54290,Nagelstraße,Mitte-Gartenfeld,+49 651 99466341,yes,http://www.burgeramt.com/,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3687392215,restaurant,,,,international,Buddik BanLieue,,POINT (6.6324041 49.7523117),,,,,,,,,,,,,,,,,,yes,,Trier,,27,54290,Karl-Marx-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Buddik.BanLieue,,,,,,,,,,,,,,,,,,,,,,,,,,
